year (AD) [1-1],age (BP) [1-1],red_color_intensity_units (missing) [1-1],year (AD) [2-1],age (BP) [2-1],ENSO_events (missing) [2-1]
-9073.33,11023.33,73,NA,NA,NA
-9074.4,11024.4,75,NA,NA,NA
-9075.49,11025.49,73,NA,NA,NA
-9076.8,11026.8,58,NA,NA,NA
-9078.01,11028.01,65,NA,NA,NA
-9079.13,11029.13,71,NA,NA,NA
-9080.08,11030.08,85,NA,NA,NA
-9081.01,11031.01,87,NA,NA,NA
-9082.03,11032.03,79,NA,NA,NA
-9082.96,11032.96,86,NA,NA,NA
-9083.89,11033.89,87,NA,NA,NA
-9084.91,11034.91,79,NA,NA,NA
-9085.87,11035.87,84,NA,NA,NA
-9086.88,11036.88,80,NA,NA,NA
-9087.96,11037.96,74,NA,NA,NA
-9089.02,11039.02,76,NA,NA,NA
-9090.12,11040.12,72,NA,NA,NA
-9091.25,11041.25,71,NA,NA,NA
-9092.34,11042.34,73,NA,NA,NA
-9093.44,11043.44,73,NA,NA,NA
-9094.47,11044.47,78,NA,NA,NA
-9095.46,11045.46,81,NA,NA,NA
-9096.38,11046.38,88,NA,NA,NA
-9097.35,11047.35,83,NA,NA,NA
-9098.38,11048.38,78,NA,NA,NA
-9099.39,11049.39,80,NA,NA,NA
-9100.4,11050.4,80,NA,NA,NA
-9101.36,11051.36,84,NA,NA,NA
-9102.33,11052.33,83,NA,NA,NA
-9103.3,11053.3,83,NA,NA,NA
-9104.36,11054.36,76,NA,NA,NA
-9105.43,11055.43,75,NA,NA,NA
-9106.48,11056.48,76,NA,NA,NA
-9107.42,11057.42,86,NA,NA,NA
-9108.35,11058.35,87,NA,NA,NA
-9109.22,11059.22,92,NA,NA,NA
-9110.17,11060.17,85,NA,NA,NA
-9111.11,11061.11,86,NA,NA,NA
-9112.07,11062.07,84,NA,NA,NA
-9112.94,11062.94,92,NA,NA,NA
-9113.73,11063.73,100,NA,NA,NA
-9114.56,11064.56,96,NA,NA,NA
-9115.3,11065.3,106,NA,NA,NA
-9115.94,11065.94,118,NA,NA,NA
-9116.59,11066.59,116,NA,NA,NA
-9117.41,11067.41,98,NA,NA,NA
-9118.37,11068.37,84,NA,NA,NA
-9119.33,11069.33,84,NA,NA,NA
-9120.14,11070.14,98,NA,NA,NA
-9121.06,11071.06,87,NA,NA,NA
-9121.96,11071.96,90,NA,NA,NA
-9122.84,11072.84,91,NA,NA,NA
-9123.71,11073.71,92,NA,NA,NA
-9124.63,11074.63,88,NA,NA,NA
-9125.5,11075.5,92,NA,NA,NA
-9126.39,11076.39,90,NA,NA,NA
-9127.39,11077.39,81,NA,NA,NA
-9128.3,11078.3,88,NA,NA,NA
-9129.15,11079.15,95,NA,NA,NA
-9129.97,11079.97,97,NA,NA,NA
-9130.83,11080.83,93,NA,NA,NA
-9131.69,11081.69,93,NA,NA,NA
-9132.64,11082.64,85,NA,NA,NA
-9133.54,11083.54,89,NA,NA,NA
-9134.37,11084.37,97,NA,NA,NA
-9135.19,11085.19,97,NA,NA,NA
-9135.93,11085.93,105,NA,NA,NA
-9136.72,11086.72,101,NA,NA,NA
-9137.62,11087.62,89,NA,NA,NA
-9138.51,11088.51,91,NA,NA,NA
-9139.45,11089.45,85,NA,NA,NA
-9140.41,11090.41,84,NA,NA,NA
-9141.35,11091.35,86,NA,NA,NA
-9142.17,11092.17,97,NA,NA,NA
-9142.93,11092.93,104,NA,NA,NA
-9143.7,11093.7,102,NA,NA,NA
-9144.51,11094.51,98,NA,NA,NA
-9145.36,11095.36,95,NA,NA,NA
-9146.14,11096.14,101,NA,NA,NA
-9146.95,11096.95,98,NA,NA,NA
-9147.8,11097.8,94,NA,NA,NA
-9148.64,11098.64,95,NA,NA,NA
-9149.54,11099.54,90,NA,NA,NA
-9150.46,11100.46,87,NA,NA,NA
-9151.42,11101.42,84,NA,NA,NA
-9152.43,11102.43,80,NA,NA,NA
-9153.39,11103.39,84,NA,NA,NA
-9154.33,11104.33,86,NA,NA,NA
-9155.29,11105.29,84,NA,NA,NA
-9156.31,11106.31,79,NA,NA,NA
-9157.27,11107.27,84,NA,NA,NA
-9158.22,11108.22,85,NA,NA,NA
-9159.16,11109.16,86,NA,NA,NA
-9160.07,11110.07,88,NA,NA,NA
-9161,11111,87,NA,NA,NA
-9162.11,11112.11,72,NA,NA,NA
-9163.2,11113.2,73,NA,NA,NA
-9164.16,11114.16,84,NA,NA,NA
-9165.03,11115.03,92,NA,NA,NA
-9165.89,11115.89,94,NA,NA,NA
-9166.74,11116.74,94,NA,NA,NA
-9167.56,11117.56,97,NA,NA,NA
-9168.4,11118.4,95,NA,NA,NA
-9169.35,11119.35,85,NA,NA,NA
-9170.26,11120.26,88,NA,NA,NA
-9171.21,11121.21,85,NA,NA,NA
-9172.18,11122.18,83,NA,NA,NA
-9173.22,11123.22,78,NA,NA,NA
-9174.27,11124.27,76,NA,NA,NA
-9175.48,11125.48,65,NA,NA,NA
-9176.66,11126.66,67,NA,NA,NA
-9177.75,11127.75,73,NA,NA,NA
-9178.85,11128.85,73,NA,NA,NA
-9179.84,11129.84,81,NA,NA,NA
-9180.92,11130.92,74,NA,NA,NA
-9181.96,11131.96,78,NA,NA,NA
-9182.95,11132.95,81,NA,NA,NA
-9183.95,11133.95,81,NA,NA,NA
-9184.94,11134.94,81,NA,NA,NA
-9185.9,11135.9,84,NA,NA,NA
-9186.92,11136.92,79,NA,NA,NA
-9187.94,11137.94,79,NA,NA,NA
-9188.96,11138.96,79,NA,NA,NA
-9189.94,11139.94,82,NA,NA,NA
-9190.94,11140.94,81,NA,NA,NA
-9191.87,11141.87,87,NA,NA,NA
-9192.78,11142.78,88,NA,NA,NA
-9193.66,11143.66,91,NA,NA,NA
-9194.52,11144.52,94,NA,NA,NA
-9195.45,11145.45,86,NA,NA,NA
-9196.41,11146.41,84,NA,NA,NA
-9197.47,11147.47,76,NA,NA,NA
-9198.51,11148.51,77,NA,NA,NA
-9199.51,11149.51,81,NA,NA,NA
-9200.59,11150.59,74,NA,NA,NA
-9201.61,11151.61,79,NA,NA,NA
-9202.57,11152.57,84,NA,NA,NA
-9203.51,11153.51,86,NA,NA,NA
-9204.43,11154.43,87,NA,NA,NA
-9205.42,11155.42,82,NA,NA,NA
-9206.4,11156.4,82,NA,NA,NA
-9207.29,11157.29,90,NA,NA,NA
-9208.19,11158.19,90,NA,NA,NA
-9209.06,11159.06,92,NA,NA,NA
-9209.92,11159.92,93,NA,NA,NA
-9210.74,11160.74,97,NA,NA,NA
-9211.54,11161.54,100,NA,NA,NA
-9212.39,11162.39,94,NA,NA,NA
-9213.3,11163.3,88,NA,NA,NA
-9214.22,11164.22,88,NA,NA,NA
-9215.19,11165.19,83,NA,NA,NA
-9216.14,11166.14,85,NA,NA,NA
-9217.02,11167.02,91,NA,NA,NA
-9217.83,11167.83,98,NA,NA,NA
-9218.64,11168.64,99,NA,NA,NA
-9219.39,11169.39,104,NA,NA,NA
-9220.18,11170.18,101,NA,NA,NA
-9221.03,11171.03,94,NA,NA,NA
-9221.85,11171.85,97,NA,NA,NA
-9222.69,11172.69,95,NA,NA,NA
-9223.49,11173.49,99,NA,NA,NA
-9224.27,11174.27,102,NA,NA,NA
-9225.04,11175.04,102,NA,NA,NA
-9225.85,11175.85,98,NA,NA,NA
-9226.69,11176.69,95,NA,NA,NA
-9227.56,11177.56,93,NA,NA,NA
-9228.37,11178.37,98,NA,NA,NA
-9229.1,11179.1,107,NA,NA,NA
-9229.82,11179.82,108,NA,NA,NA
-9230.6,11180.6,101,NA,NA,NA
-9231.44,11181.44,95,NA,NA,NA
-9232.24,11182.24,99,NA,NA,NA
-9232.94,11182.94,111,NA,NA,NA
-9233.65,11183.65,109,NA,NA,NA
-9234.36,11184.36,109,NA,NA,NA
-9235.04,11185.04,113,NA,NA,NA
-9235.76,11185.76,108,NA,NA,NA
-9236.6,11186.6,95,NA,NA,NA
-9237.36,11187.36,104,NA,NA,NA
-9238.13,11188.13,102,NA,NA,NA
-9239.1,11189.1,83,NA,NA,NA
-9240.46,11190.46,55,NA,NA,NA
-9241.74,11191.74,60,NA,NA,NA
-9242.96,11192.96,64,NA,NA,NA
-9244.21,11194.21,62,NA,NA,NA
-9245.48,11195.48,61,NA,NA,NA
-9246.7,11196.7,64,NA,NA,NA
-9247.79,11197.79,73,NA,NA,NA
-9248.9,11198.9,72,NA,NA,NA
-9250.14,11200.14,63,NA,NA,NA
-9251.29,11201.29,69,NA,NA,NA
-9252.52,11202.52,63,NA,NA,NA
-9253.76,11203.76,63,NA,NA,NA
-9254.98,11204.98,64,NA,NA,NA
-9256.1,11206.1,71,NA,NA,NA
-9257.21,11207.21,72,NA,NA,NA
-9258.36,11208.36,69,NA,NA,NA
-9259.5,11209.5,69,NA,NA,NA
-9260.74,11210.74,63,NA,NA,NA
-9261.97,11211.97,63,NA,NA,NA
-9263.22,11213.22,62,NA,NA,NA
-9264.43,11214.43,65,NA,NA,NA
-9265.76,11215.76,57,NA,NA,NA
-9267.08,11217.08,57,NA,NA,NA
-9268.3,11218.3,64,NA,NA,NA
-9269.49,11219.49,66,NA,NA,NA
-9270.56,11220.56,75,NA,NA,NA
-9271.63,11221.63,75,NA,NA,NA
-9272.67,11222.67,78,NA,NA,NA
-9273.65,11223.65,82,NA,NA,NA
-9274.67,11224.67,79,NA,NA,NA
-9275.69,11225.69,79,NA,NA,NA
-9276.72,11226.72,78,NA,NA,NA
-9277.71,11227.71,81,NA,NA,NA
-9278.77,11228.77,76,NA,NA,NA
-9279.8,11229.8,78,NA,NA,NA
-9280.83,11230.83,78,NA,NA,NA
-9281.8,11231.8,84,NA,NA,NA
-9282.92,11232.92,71,NA,NA,NA
-9284.11,11234.11,66,NA,NA,NA
-9285.26,11235.26,69,NA,NA,NA
-9286.34,11236.34,74,NA,NA,NA
-9287.45,11237.45,72,NA,NA,NA
-9288.56,11238.56,72,NA,NA,NA
-9289.63,11239.63,75,NA,NA,NA
-9290.67,11240.67,77,NA,NA,NA
-9291.61,11241.61,86,NA,NA,NA
-9292.53,11242.53,87,NA,NA,NA
-9293.52,11243.52,82,NA,NA,NA
-9294.47,11244.47,85,NA,NA,NA
-9295.42,11245.42,85,NA,NA,NA
-9296.35,11246.35,86,NA,NA,NA
-9297.32,11247.32,83,NA,NA,NA
-9298.41,11248.41,74,NA,NA,NA
-9299.49,11249.49,74,NA,NA,NA
-9300.56,11250.56,75,NA,NA,NA
-9301.58,11251.58,79,NA,NA,NA
-9302.65,11252.65,75,NA,NA,NA
-9303.76,11253.76,72,NA,NA,NA
-9304.84,11254.84,74,NA,NA,NA
-9305.93,11255.93,73,NA,NA,NA
-9307.08,11257.08,69,NA,NA,NA
-9308.08,11258.08,81,NA,NA,NA
-9309.1,11259.1,79,NA,NA,NA
-9310.14,11260.14,77,NA,NA,NA
-9311.19,11261.19,77,NA,NA,NA
-9312.23,11262.23,77,NA,NA,NA
-9313.26,11263.26,78,NA,NA,NA
-9314.34,11264.34,74,NA,NA,NA
-9315.38,11265.38,78,NA,NA,NA
-9316.42,11266.42,77,NA,NA,NA
-9317.39,11267.39,83,NA,NA,NA
-9318.39,11268.39,81,NA,NA,NA
-9319.36,11269.36,83,NA,NA,NA
-9320.34,11270.34,82,NA,NA,NA
-9321.33,11271.33,82,NA,NA,NA
-9322.33,11272.33,80,NA,NA,NA
-9323.4,11273.4,75,NA,NA,NA
-9324.47,11274.47,75,NA,NA,NA
-9325.44,11275.44,83,NA,NA,NA
-9326.49,11276.49,77,NA,NA,NA
-9327.57,11277.57,74,NA,NA,NA
-9328.58,11278.58,80,NA,NA,NA
-9329.65,11279.65,75,NA,NA,NA
-9330.76,11280.76,72,NA,NA,NA
-9331.84,11281.84,74,NA,NA,NA
-9332.92,11282.92,74,NA,NA,NA
-9333.98,11283.98,76,NA,NA,NA
-9335,11285,79,NA,NA,NA
-9336.04,11286.04,77,NA,NA,NA
-9337.07,11287.07,78,NA,NA,NA
-9338.03,11288.03,84,NA,NA,NA
-9338.95,11288.95,88,NA,NA,NA
-9339.94,11289.94,81,NA,NA,NA
-9340.88,11290.88,86,NA,NA,NA
-9341.74,11291.74,93,NA,NA,NA
-9342.55,11292.55,98,NA,NA,NA
-9343.38,11293.38,97,NA,NA,NA
-9344.29,11294.29,88,NA,NA,NA
-9345.26,11295.26,83,NA,NA,NA
-9346.26,11296.26,81,NA,NA,NA
-9347.25,11297.25,81,NA,NA,NA
-9348.24,11298.24,82,NA,NA,NA
-9349.2,11299.2,84,NA,NA,NA
-9350.2,11300.2,80,NA,NA,NA
-9351.12,11301.12,88,NA,NA,NA
-9352.09,11302.09,83,NA,NA,NA
-9353.1,11303.1,80,NA,NA,NA
-9354.16,11304.16,76,NA,NA,NA
-9355.23,11305.23,75,NA,NA,NA
-9356.31,11306.31,74,NA,NA,NA
-9357.38,11307.38,75,NA,NA,NA
-9358.43,11308.43,76,NA,NA,NA
-9359.49,11309.49,76,NA,NA,NA
-9360.53,11310.53,77,NA,NA,NA
-9361.59,11311.59,76,NA,NA,NA
-9362.66,11312.66,75,NA,NA,NA
-9363.74,11313.74,74,NA,NA,NA
-9364.8,11314.8,76,NA,NA,NA
-9365.84,11315.84,77,NA,NA,NA
-9366.9,11316.9,76,NA,NA,NA
-9367.92,11317.92,79,NA,NA,NA
-9368.89,11318.89,83,NA,NA,NA
-9369.91,11319.91,79,NA,NA,NA
-9370.88,11320.88,83,NA,NA,NA
-9371.89,11321.89,80,NA,NA,NA
-9372.9,11322.9,80,NA,NA,NA
-9373.91,11323.91,80,NA,NA,NA
-9374.97,11324.97,75,NA,NA,NA
-9376.01,11326.01,78,NA,NA,NA
-9376.99,11326.99,82,NA,NA,NA
-9377.96,11327.96,83,NA,NA,NA
-9378.97,11328.97,80,NA,NA,NA
-9379.96,11329.96,81,NA,NA,NA
-9380.98,11330.98,79,NA,NA,NA
-9381.99,11331.99,80,NA,NA,NA
-9383.02,11333.02,78,NA,NA,NA
-9384.07,11334.07,77,NA,NA,NA
-9385.1,11335.1,78,NA,NA,NA
-9386.11,11336.11,80,NA,NA,NA
-9387.11,11337.11,80,NA,NA,NA
-9388.13,11338.13,79,NA,NA,NA
-9389.13,11339.13,81,NA,NA,NA
-9390.1,11340.1,83,NA,NA,NA
-9391.12,11341.12,79,NA,NA,NA
-9392.13,11342.13,80,NA,NA,NA
-9393.21,11343.21,74,NA,NA,NA
-9394.27,11344.27,76,NA,NA,NA
-9395.32,11345.32,76,NA,NA,NA
-9396.42,11346.42,73,NA,NA,NA
-9397.47,11347.47,76,NA,NA,NA
-9398.52,11348.52,77,NA,NA,NA
-9399.59,11349.59,75,NA,NA,NA
-9400.66,11350.66,75,NA,NA,NA
-9401.71,11351.71,76,NA,NA,NA
-9402.84,11352.84,71,NA,NA,NA
-9403.88,11353.88,77,NA,NA,NA
-9404.9,11354.9,79,NA,NA,NA
-9405.94,11355.94,77,NA,NA,NA
-9407.05,11357.05,72,NA,NA,NA
-9408.14,11358.14,74,NA,NA,NA
-9409.22,11359.22,74,NA,NA,NA
-9410.29,11360.29,75,NA,NA,NA
-9411.36,11361.36,75,NA,NA,NA
-9412.41,11362.41,76,NA,NA,NA
-9413.47,11363.47,76,NA,NA,NA
-9414.58,11364.58,72,NA,NA,NA
-9415.6,11365.6,79,NA,NA,NA
-9416.67,11366.67,75,NA,NA,NA
-9417.75,11367.75,74,NA,NA,NA
-9418.82,11368.82,75,NA,NA,NA
-9419.88,11369.88,76,NA,NA,NA
-9420.92,11370.92,77,NA,NA,NA
-9421.96,11371.96,77,NA,NA,NA
-9423,11373,78,NA,NA,NA
-9424.08,11374.08,74,NA,NA,NA
-9425.12,11375.12,77,NA,NA,NA
-9426.17,11376.17,77,NA,NA,NA
-9427.24,11377.24,75,NA,NA,NA
-9428.27,11378.27,78,NA,NA,NA
-9429.28,11379.28,80,NA,NA,NA
-9430.32,11380.32,77,NA,NA,NA
-9431.38,11381.38,76,NA,NA,NA
-9432.47,11382.47,73,NA,NA,NA
-9433.52,11383.52,77,NA,NA,NA
-9434.54,11384.54,79,NA,NA,NA
-9435.58,11385.58,77,NA,NA,NA
-9436.62,11386.62,77,NA,NA,NA
-9437.64,11387.64,79,NA,NA,NA
-9438.66,11388.66,79,NA,NA,NA
-9439.66,11389.66,81,NA,NA,NA
-9440.68,11390.68,79,NA,NA,NA
-9441.71,11391.71,78,NA,NA,NA
-9442.7,11392.7,81,NA,NA,NA
-9443.71,11393.71,80,NA,NA,NA
-9444.67,11394.67,84,NA,NA,NA
-9445.69,11395.69,79,NA,NA,NA
-9446.71,11396.71,79,NA,NA,NA
-9447.72,11397.72,80,NA,NA,NA
-9448.73,11398.73,80,NA,NA,NA
-9449.73,11399.73,80,NA,NA,NA
-9450.82,11400.82,74,NA,NA,NA
-9451.85,11401.85,78,NA,NA,NA
-9452.89,11402.89,77,NA,NA,NA
-9453.91,11403.91,79,NA,NA,NA
-9456.45,11406.45,74,NA,NA,NA
-9457.46,11407.46,75,NA,NA,NA
-9458.46,11408.46,78,NA,NA,NA
-9459.47,11409.47,73,NA,NA,NA
-9460.48,11410.48,66,NA,NA,NA
-9461.49,11411.49,69,NA,NA,NA
-9462.49,11412.49,75,NA,NA,NA
-9463.5,11413.5,78,NA,NA,NA
-9464.51,11414.51,80,NA,NA,NA
-9465.52,11415.52,80,NA,NA,NA
-9466.52,11416.52,80,NA,NA,NA
-9467.53,11417.53,83,NA,NA,NA
-9468.54,11418.54,71,NA,NA,NA
-9469.55,11419.55,75,NA,NA,NA
-9470.55,11420.55,81,NA,NA,NA
-9471.56,11421.56,76,NA,NA,NA
-9472.57,11422.57,76,NA,NA,NA
-9473.57,11423.57,61,NA,NA,NA
-9474.58,11424.58,85,NA,NA,NA
-9475.59,11425.59,84,NA,NA,NA
-9476.6,11426.6,90,NA,NA,NA
-9477.6,11427.6,88,NA,NA,NA
-9478.61,11428.61,91,NA,NA,NA
-9479.62,11429.62,89,NA,NA,NA
-9480.63,11430.63,95,NA,NA,NA
-9481.63,11431.63,78,NA,NA,NA
-9482.64,11432.64,75,NA,NA,NA
-9483.65,11433.65,80,NA,NA,NA
-9484.66,11434.66,89,NA,NA,NA
-9485.66,11435.66,91,NA,NA,NA
-9486.67,11436.67,91,NA,NA,NA
-9487.68,11437.68,93,NA,NA,NA
-9488.68,11438.68,95,NA,NA,NA
-9489.69,11439.69,96,NA,NA,NA
-9490.7,11440.7,98,NA,NA,NA
-9491.71,11441.71,98,NA,NA,NA
-9492.71,11442.71,89,NA,NA,NA
-9493.72,11443.72,87,NA,NA,NA
-9494.73,11444.73,89,NA,NA,NA
-9495.74,11445.74,90,NA,NA,NA
-9496.74,11446.74,74,NA,NA,NA
-9497.75,11447.75,80,NA,NA,NA
-9498.76,11448.76,93,NA,NA,NA
-9499.77,11449.77,93,NA,NA,NA
-9500.77,11450.77,82,NA,NA,NA
-9501.78,11451.78,75,NA,NA,NA
-9502.79,11452.79,70,NA,NA,NA
-9503.8,11453.8,67,NA,NA,NA
-9504.8,11454.8,79,NA,NA,NA
-9505.81,11455.81,83,NA,NA,NA
-9506.82,11456.82,91,NA,NA,NA
-9507.82,11457.82,96,NA,NA,NA
-9508.83,11458.83,97,NA,NA,NA
-9509.84,11459.84,102,NA,NA,NA
-9510.85,11460.85,99,NA,NA,NA
-9511.85,11461.85,97,NA,NA,NA
-9512.86,11462.86,97,NA,NA,NA
-9513.87,11463.87,95,NA,NA,NA
-9514.88,11464.88,94,NA,NA,NA
-9515.88,11465.88,95,NA,NA,NA
-9516.89,11466.89,104,NA,NA,NA
-9517.9,11467.9,107,NA,NA,NA
-9518.91,11468.91,108,NA,NA,NA
-9519.91,11469.91,111,NA,NA,NA
-9520.92,11470.92,106,NA,NA,NA
-9521.93,11471.93,104,NA,NA,NA
-9522.93,11472.93,110,NA,NA,NA
-9523.94,11473.94,109,NA,NA,NA
-9524.95,11474.95,101,NA,NA,NA
-9525.96,11475.96,108,NA,NA,NA
-9526.96,11476.96,107,NA,NA,NA
-9527.97,11477.97,99,NA,NA,NA
-9528.98,11478.98,106,NA,NA,NA
-9529.99,11479.99,111,NA,NA,NA
-9530.99,11480.99,116,NA,NA,NA
-9532,11482,115,NA,NA,NA
-9533.01,11483.01,114,NA,NA,NA
-9534.02,11484.02,111,NA,NA,NA
-9535.02,11485.02,105,NA,NA,NA
-9536.03,11486.03,103,NA,NA,NA
-9537.04,11487.04,100,NA,NA,NA
-9538.05,11488.05,103,NA,NA,NA
-9539.05,11489.05,106,NA,NA,NA
-9540.06,11490.06,104,NA,NA,NA
-9541.07,11491.07,103,NA,NA,NA
-9542.07,11492.07,103,NA,NA,NA
-9543.08,11493.08,92,NA,NA,NA
-9544.09,11494.09,99,NA,NA,NA
-9545.1,11495.1,102,NA,NA,NA
-9546.1,11496.1,101,NA,NA,NA
-9547.11,11497.11,104,NA,NA,NA
-9548.12,11498.12,95,NA,NA,NA
-9549.13,11499.13,105,NA,NA,NA
-9550.13,11500.13,106,NA,NA,NA
-9551.14,11501.14,112,NA,NA,NA
-9552.15,11502.15,116,NA,NA,NA
-9553.16,11503.16,117,NA,NA,NA
-9554.16,11504.16,118,NA,NA,NA
-9555.17,11505.17,114,NA,NA,NA
-9556.18,11506.18,117,NA,NA,NA
-9557.18,11507.18,117,NA,NA,NA
-9558.19,11508.19,118,NA,NA,NA
-9559.2,11509.2,117,NA,NA,NA
-9560.21,11510.21,116,NA,NA,NA
-9561.21,11511.21,116,NA,NA,NA
-9562.22,11512.22,121,NA,NA,NA
-9563.23,11513.23,122,NA,NA,NA
-9564.24,11514.24,124,NA,NA,NA
-9565.24,11515.24,126,NA,NA,NA
-9566.25,11516.25,126,NA,NA,NA
-9567.26,11517.26,130,NA,NA,NA
-9568.27,11518.27,129,NA,NA,NA
-9569.27,11519.27,130,NA,NA,NA
-9570.28,11520.28,131,NA,NA,NA
-9571.29,11521.29,125,NA,NA,NA
-9572.29,11522.29,122,NA,NA,NA
-9573.3,11523.3,125,NA,NA,NA
-9574.31,11524.31,129,NA,NA,NA
-9575.32,11525.32,133,NA,NA,NA
-9576.32,11526.32,133,NA,NA,NA
-9577.33,11527.33,136,NA,NA,NA
-9578.34,11528.34,131,NA,NA,NA
-9579.35,11529.35,135,NA,NA,NA
-9580.35,11530.35,138,NA,NA,NA
-9581.36,11531.36,139,NA,NA,NA
-9582.37,11532.37,148,NA,NA,NA
-9583.38,11533.38,148,NA,NA,NA
-9584.38,11534.38,151,NA,NA,NA
-9585.39,11535.39,147,NA,NA,NA
-9586.4,11536.4,147,NA,NA,NA
-9587.41,11537.41,146,NA,NA,NA
-9588.41,11538.41,137,NA,NA,NA
-9589.42,11539.42,133,NA,NA,NA
-9590.43,11540.43,137,NA,NA,NA
-9591.43,11541.43,128,NA,NA,NA
-9592.44,11542.44,128,NA,NA,NA
-9593.45,11543.45,128,NA,NA,NA
-9594.46,11544.46,121,NA,NA,NA
-9595.46,11545.46,124,NA,NA,NA
-9596.47,11546.47,123,NA,NA,NA
-9597.48,11547.48,124,NA,NA,NA
-9598.49,11548.49,130,NA,NA,NA
-9599.49,11549.49,127,NA,NA,NA
-9600.5,11550.5,129,NA,NA,NA
-9601.51,11551.51,134,NA,NA,NA
-9602.52,11552.52,133,NA,NA,NA
-9603.52,11553.52,123,NA,NA,NA
-9604.53,11554.53,133,NA,NA,NA
-9605.54,11555.54,132,NA,NA,NA
-9606.54,11556.54,144,NA,NA,NA
-9607.55,11557.55,142,NA,NA,NA
-9608.56,11558.56,134,NA,NA,NA
-9609.57,11559.57,141,NA,NA,NA
-9610.57,11560.57,145,NA,NA,NA
-9611.58,11561.58,147,NA,NA,NA
-9612.59,11562.59,150,NA,NA,NA
-9613.6,11563.6,158,NA,NA,NA
-9614.6,11564.6,158,NA,NA,NA
-9615.61,11565.61,159,NA,NA,NA
-9616.62,11566.62,160,NA,NA,NA
-9617.63,11567.63,156,NA,NA,NA
-9618.63,11568.63,156,NA,NA,NA
-9619.64,11569.64,158,NA,NA,NA
-9620.65,11570.65,156,NA,NA,NA
-9621.66,11571.66,157,NA,NA,NA
-9622.66,11572.66,160,NA,NA,NA
-9623.67,11573.67,161,NA,NA,NA
-9624.68,11574.68,161,NA,NA,NA
-9625.68,11575.68,169,NA,NA,NA
-9626.69,11576.69,170,NA,NA,NA
-9627.7,11577.7,166,NA,NA,NA
-9628.71,11578.71,164,NA,NA,NA
-9629.71,11579.71,169,NA,NA,NA
-9630.72,11580.72,180,NA,NA,NA
-9631.73,11581.73,183,NA,NA,NA
-9632.74,11582.74,190,NA,NA,NA
-9633.74,11583.74,177,NA,NA,NA
-9634.75,11584.75,178,NA,NA,NA
-9635.76,11585.76,170,NA,NA,NA
-9636.77,11586.77,174,NA,NA,NA
-9637.77,11587.77,174,NA,NA,NA
-9638.78,11588.78,178,NA,NA,NA
-9639.79,11589.79,174,NA,NA,NA
-9640.79,11590.79,172,NA,NA,NA
-9641.8,11591.8,172,NA,NA,NA
-9642.81,11592.81,167,NA,NA,NA
-9643.82,11593.82,173,NA,NA,NA
-9644.82,11594.82,175,NA,NA,NA
-9645.83,11595.83,170,NA,NA,NA
-9646.84,11596.84,170,NA,NA,NA
-9647.85,11597.85,174,NA,NA,NA
-9648.85,11598.85,176,NA,NA,NA
-9649.86,11599.86,178,NA,NA,NA
-9650.87,11600.87,181,NA,NA,NA
-9651.88,11601.88,181,NA,NA,NA
-9652.88,11602.88,175,NA,NA,NA
-9653.89,11603.89,177,NA,NA,NA
-9654.9,11604.9,178,NA,NA,NA
-9655.9,11605.9,189,NA,NA,NA
-9656.91,11606.91,191,NA,NA,NA
-9657.92,11607.92,189,NA,NA,NA
-9658.93,11608.93,188,NA,NA,NA
-9659.93,11609.93,186,NA,NA,NA
-9660.94,11610.94,188,NA,NA,NA
-9661.95,11611.95,178,NA,NA,NA
-9662.96,11612.96,182,NA,NA,NA
-9663.96,11613.96,184,NA,NA,NA
-9664.97,11614.97,179,NA,NA,NA
-9665.98,11615.98,181,NA,NA,NA
-9666.99,11616.99,180,NA,NA,NA
-9667.99,11617.99,184,NA,NA,NA
-9669,11619,180,NA,NA,NA
-9670.01,11620.01,179,NA,NA,NA
-9671.02,11621.02,178,NA,NA,NA
-9672.02,11622.02,172,NA,NA,NA
-9673.03,11623.03,172,NA,NA,NA
-9674.04,11624.04,172,NA,NA,NA
-9675.04,11625.04,172,NA,NA,NA
-9676.05,11626.05,170,NA,NA,NA
-9677.06,11627.06,178,NA,NA,NA
-9678.07,11628.07,179,NA,NA,NA
-9679.07,11629.07,181,NA,NA,NA
-9680.08,11630.08,180,NA,NA,NA
-9681.09,11631.09,174,NA,NA,NA
-9682.1,11632.1,166,NA,NA,NA
-9683.1,11633.1,175,NA,NA,NA
-9684.11,11634.11,178,NA,NA,NA
-9685.12,11635.12,184,NA,NA,NA
-9686.13,11636.13,169,NA,NA,NA
-9687.13,11637.13,162,NA,NA,NA
-9688.14,11638.14,169,NA,NA,NA
-9689.15,11639.15,177,NA,NA,NA
-9690.15,11640.15,178,NA,NA,NA
-9691.16,11641.16,186,NA,NA,NA
-9692.17,11642.17,194,NA,NA,NA
-9693.18,11643.18,176,NA,NA,NA
-9694.18,11644.18,165,NA,NA,NA
-9695.19,11645.19,188,NA,NA,NA
-9696.2,11646.2,197,NA,NA,NA
-9697.21,11647.21,196,NA,NA,NA
-9698.21,11648.21,206,NA,NA,NA
-9699.22,11649.22,198,NA,NA,NA
-9700.23,11650.23,203,NA,NA,NA
-9701.24,11651.24,191,NA,NA,NA
-9702.24,11652.24,184,NA,NA,NA
-9703.25,11653.25,189,NA,NA,NA
-9704.26,11654.26,191,NA,NA,NA
-9705.27,11655.27,188,NA,NA,NA
