year (AD) [1-1],age (BP) [1-1],depth (unknown) [1-1],Ca (missing) [1-1],Al (missing) [1-1],Ti (missing) [1-1],Si (missing) [1-1],K (missing) [1-1],year (AD) [2-1],age (BP) [2-1],depth (unknown) [2-1],N (missing) [2-1],d15N (missing) [2-1],C/N (missing) [2-1],TOC (missing) [2-1],d13C (missing) [2-1],year (AD) [3-1],age (BP) [3-1],depth (unknown) [3-1],d18O (missing) [3-1],d13C (missing) [3-1],year (AD) [4-1],age (BP) [4-1],total (missing) [4-1],Th13C (missing) [4-1],std (missing) [4-1],year (AD) [5-1],age (BP) [5-1],MoistElements (missing) [5-1],DryElements (missing) [5-1],Thronshrub (missing) [5-1],Ailanthus (missing) [5-1],year (AD) [6-1],age (BP) [6-1],sedRate (missing) [6-1]
1050.748,899.252,239,6085.254,471.481,4144.201,9535.047,1934.283,-4114.37,6064.37,834.5,0.4,9.8,19,7.66,-12.6,-4114.37,6064.37,834.5,3.868,14.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4114.37,6064.37,0.163
1048.68,901.32,239.5,5043.642,454.556,4346.333,9531.662,1940.569,-4145.1,6095.1,835,0.43,10.2,20,8.57,-13,-4145.1,6095.1,835,-1.324,7.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4145.1,6095.1,0.163
1046.612,903.388,240,6879.277,450.204,4072.632,9129.331,1836.601,-4175.83,6125.83,835.5,0.45,10.6,23,10.15,-13,-4175.83,6125.83,835.5,1.708,12.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4175.83,6125.83,0.163
1044.544,905.456,240.5,5065.887,369.448,3979.303,8610.943,1814.841,-4206.56,6156.56,836,0.47,11.7,22,10.22,-11.6,-4206.56,6156.56,836,-3.709,6.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4206.56,6156.56,0.163
1042.476,907.524,241,5555.26,433.763,3979.787,8039.363,1719.577,-4237.29,6187.29,836.5,0.48,11.8,20,9.69,-13.6,-4237.29,6187.29,836.5,-2.42,6.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4237.29,6187.29,0.163
1040.408,909.592,241.5,4631.64,357.359,3706.086,7618.656,1646.075,-4268.02,6218.02,837,0.47,10.8,23,10.61,-17.2,-4268.02,6218.02,837,0.389,7.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4268.02,6218.02,0.163
1038.34,911.66,242,5491.429,341.884,3738.001,7406.852,1677.99,-4298.75,6248.75,837.5,0.44,10.9,22,9.38,-17.7,-4298.75,6248.75,837.5,0.695,8.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4298.75,6248.75,0.163
1036.272,913.728,242.5,5298.0,404.749,4150.487,8279.697,1748.592,-4329.48,6279.48,838,0.44,11,22,9.85,-17.8,-4329.48,6279.48,838,0.839,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4329.48,6279.48,0.163
1034.204,915.796,243,5141.807,399.913,4312.483,8396.238,2020.842,-4360.21,6310.21,838.5,0.41,11.2,22,9.07,-17.8,-4360.21,6310.21,838.5,0.838,8.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4360.21,6310.21,0.163
1032.136,917.864,243.5,5567.349,410.068,4023.308,8557.267,1886.409,-4390.94,6340.94,839,0.4,10.4,23,9.27,-19.2,-4390.94,6340.94,839,4.406,11.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4390.94,6340.94,0.163
1030.068,919.932,244,4974.492,431.829,4032.012,8506.008,1870.935,-4421.67,6371.67,839.5,0.23,10.1,23,5.21,-21.7,-4421.67,6371.67,839.5,2.72,9.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4421.67,6371.67,0.163
1028,922,244.5,6487.101,434.246,4093.909,8596.436,1881.574,-4452.4,6402.4,840,0.21,9.8,21,4.41,-19.8,-4452.4,6402.4,840,1.837,9.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4452.4,6402.4,0.163
1025.932,924.067,245,5593.462,406.683,4126.309,8230.857,1688.629,-4483.13,6433.13,840.5,0.19,10.2,21,4.07,-20.3,-4483.13,6433.13,840.5,2.23,9.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4483.13,6433.13,0.163
1023.865,926.135,245.5,5927.126,376.218,3946.42,7578.036,1590.464,-4513.86,6463.86,841,0.18,10.2,22,4,-20.7,-4513.86,6463.86,841,-0.267,8.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4513.86,6463.86,0.163
1021.797,928.203,246,5321.695,424.575,3503.953,6759.835,1521.313,-4544.59,6494.59,841.5,0.19,10.3,20,3.9,-20.2,-4544.59,6494.59,841.5,2.376,9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4544.59,6494.59,0.163
1019.729,930.271,246.5,5299.451,420.706,3810.053,7173.771,1651.877,-4575.32,6525.32,842,0.2,10.1,19,3.77,-20.1,-4575.32,6525.32,842,1.507,8.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4575.32,6525.32,0.163
1017.661,932.339,247,4885.515,288.692,3269.905,6907.324,1534.853,-4606.05,6556.05,842.5,0.39,10.7,17,6.89,-21.2,-4606.05,6556.05,842.5,4.68,10.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4606.05,6556.05,0.163
1015.593,934.407,247.5,5065.887,276.119,3417.878,6785.947,1502.454,-4636.78,6586.78,843,0.29,11.5,24,7.01,-19.9,-4636.78,6586.78,843,1.71,8.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4636.78,6586.78,0.163
1013.525,936.475,248,6876.859,359.293,3661.597,7224.546,1570.154,-4667.51,6617.51,843.5,0.25,11,22,5.58,-19.9,-4667.51,6617.51,843.5,1.383,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4667.51,6617.51,0.163
1011.457,938.543,248.5,6313.982,282.405,3565.367,6945.526,1534.853,-4698.24,6648.24,844,0.39,11.7,25,9.79,-20.6,-4698.24,6648.24,844,4.773,10.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4698.24,6648.24,0.163
1009.389,940.611,249,7731.812,277.086,3738.969,7106.071,1714.258,-4728.97,6678.97,844.5,0.37,11.4,26,9.56,-20.6,-4728.97,6678.97,844.5,4.943,10.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4728.97,6678.97,0.163
1007.321,942.679,249.5,7952.32,465.195,4334.728,9271.017,1766.0,-4759.7,6709.7,845,0.32,11.3,28,9.04,-18.8,-4759.7,6709.7,845,5.794,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4759.7,6709.7,0.163
1005.253,944.747,250,7280.64,469.064,4545.564,9501.197,1908.653,-4790.43,6740.43,845.5,0.32,10.4,27,8.9,-19.2,-4790.43,6740.43,845.5,5.894,11.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4790.43,6740.43,0.163
1003.185,946.815,250.5,6581.397,492.759,4400.01,9749.269,1751.493,-4821.16,6771.16,846,0.3,10.2,26,7.65,-19.4,-4821.16,6771.16,846,5.316,10.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4821.16,6771.16,0.163
1001.117,948.883,251,5083.779,541.116,4019.923,9250.224,1916.391,-4851.89,6801.89,846.5,0.3,11.2,24,7.25,-20.6,-4851.89,6801.89,846.5,5.1,11.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4851.89,6801.89,0.163
999.049,950.951,251.5,6416.983,514.519,4350.685,10145.797,2055.175,-4882.62,6832.62,847,0.28,11.8,24,6.6,-20.9,-4882.62,6832.62,847,5.852,11.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4882.62,6832.62,0.163
996.981,953.019,252,7017.094,455.04,4224.957,10094.538,1943.471,-4913.35,6863.35,847.5,0.28,12.1,23,6.5,-21.2,-4913.35,6863.35,847.5,5.825,11.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4913.35,6863.35,0.163
994.913,955.087,252.5,6626.369,523.223,4383.085,10169.492,2146.57,-4944.08,6894.08,848,0.29,12,23,6.71,-21.2,-4944.08,6894.08,848,5.925,11.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4944.08,6894.08,0.163
992.845,957.155,253,5802.365,440.533,3801.349,10025.387,1922.677,-4974.81,6924.81,848.5,0.3,12.5,23,6.86,-21.6,-4974.81,6924.81,848.5,5.964,11.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4974.81,6924.81,0.163
990.777,959.223,253.5,4953.698,478.251,3914.988,10642.424,2117.556,-5005.54,6955.54,849,0.29,11.5,23,6.7,-21.6,-5005.54,6955.54,849,6.638,11.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5005.54,6955.54,0.163
988.709,961.291,254,6020.939,479.219,3837.617,10276.844,2139.317,-5036.27,6986.27,849.5,0.32,11.2,23,7.29,-21.9,-5036.27,6986.27,849.5,8.407,13.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5036.27,6986.27,0.163
986.641,963.359,254.5,6628.787,534.346,3905.317,9945.115,2006.818,-5067,7017,850,0.29,11.3,23,6.5,-22.3,-5067,7017,850,7.38,12.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5067,7017,0.163
984.573,965.427,255,6710.027,419.256,4042.651,10011.364,2006.335,-5097.73,7047.73,850.5,0.25,10.9,22,5.33,-20.6,-5097.73,7047.73,850.5,6.946,12.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5097.73,7047.73,0.163
982.506,967.494,255.5,5952.755,535.313,4252.037,11033.149,2198.796,-5128.46,7078.46,851,0.2,9.9,23,4.52,-20,-5128.46,7078.46,851,4.554,10.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5128.46,7078.46,0.163
980.438,969.562,256,10122.585,534.346,4194.009,10976.087,2002.95,-5159.19,7109.19,851.5,0.19,9.6,23,4.37,-19.7,-5159.19,7109.19,851.5,3.786,9.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5159.19,7109.19,0.163
978.37,971.63,256.5,6994.366,542.083,4091.492,10812.641,2168.331,-5189.92,7139.92,852,0.19,9.6,22,4.18,-19.9,-5189.92,7139.92,852,3.573,10.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5189.92,7139.92,0.163
976.302,973.698,257,8579.995,456.007,4122.44,10620.663,2260.693,-5220.65,7170.65,852.5,0.19,9.4,22,4.28,-19.6,-5220.65,7170.65,852.5,4.193,10.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5220.65,7170.65,0.163
974.234,975.766,257.5,9231.364,567.712,4044.102,10728.983,2076.936,-5251.38,7201.38,853,0.19,9.7,22,4.22,-19.7,-5251.38,7201.38,853,2.094,8.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5251.38,7201.38,0.163
972.166,977.834,258,5944.534,415.871,4312.967,9967.843,2064.363,-5282.11,7232.11,853.5,0.26,12.8,22,5.69,-19.7,-5282.11,7232.11,853.5,2.186,9.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5282.11,7232.11,0.163
970.098,979.902,258.5,7235.668,434.73,3966.247,9022.945,1839.503,-5312.84,7262.84,854,0.32,10.5,22,7.05,-18.4,-5312.84,7262.84,854,6.099,12.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5312.84,7262.84,0.163
968.03,981.97,259,5270.437,443.918,4333.76,9688.339,1952.658,-5343.57,7293.57,854.5,0.31,10,24,7.62,-18.4,-5343.57,7293.57,854.5,2.938,9.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5343.57,7293.57,0.163
965.962,984.038,259.5,5545.105,463.261,4251.07,9715.902,1990.861,-5374.3,7324.3,855,0.36,12.1,27,9.76,-19,-5374.3,7324.3,855,5.765,11.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5374.3,7324.3,0.163
963.894,986.106,260,6072.681,413.453,4242.366,10459.15,2071.133,-5405.03,7355.03,855.5,0.34,10.3,24,8.17,-17.1,-5405.03,7355.03,855.5,4.751,11.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5405.03,7355.03,0.163
961.826,988.174,260.5,7802.413,548.853,4069.247,10962.064,2183.805,-5435.76,7385.76,856,0.31,9.7,25,7.65,-18.8,-5435.76,7385.76,856,5.017,10.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5435.76,7385.76,0.163
959.758,990.242,261,6680.529,418.772,4060.059,10186.9,1969.1,-5466.49,7416.49,856.5,0.29,7.5,28,7.97,-18.1,-5466.49,7416.49,856.5,5.051,9.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5466.49,7416.49,0.163
957.69,992.31,261.5,6574.627,430.378,4119.055,9830.025,2121.425,-5497.22,7447.22,857,0.27,5.6,28,7.63,-19.8,-5497.22,7447.22,857,5.009,9.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5497.22,7447.22,0.163
955.622,994.378,262,7132.184,450.204,4128.727,9991.538,2128.678,-5527.95,7477.95,857.5,0.3,6.1,25,7.48,-19.7,-5527.95,7477.95,857.5,4.6,10.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5527.95,7477.95,0.163
953.554,996.446,262.5,7023.864,522.256,3930.463,10035.542,2114.655,-5558.68,7508.68,858,0.31,4.6,26,8.2,-19.6,-5558.68,7508.68,858,5.647,11.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5558.68,7508.68,0.163
951.486,998.514,263,7918.47,509.684,4254.938,10401.122,2054.692,-5589.41,7539.41,858.5,0.34,6.9,26,8.8,-16.6,-5589.41,7539.41,858.5,6.03,11.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5589.41,7539.41,0.163
949.418,1000.582,263.5,6740.492,448.754,4194.492,10561.667,2122.875,-5620.14,7570.14,859,0.22,8.2,29,6.34,-20.6,-5620.14,7570.14,859,4.9,9.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5620.14,7570.14,0.163
947.35,1002.65,264,7668.948,520.322,4154.356,9965.425,2000.532,-5650.87,7600.87,859.5,0.35,8.2,26,9.1,-15.6,-5650.87,7600.87,859.5,5.604,12.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5650.87,7600.87,0.163
945.282,1004.718,264.5,6452.284,423.608,4031.529,9834.377,2044.537,-5681.6,7631.6,860,0.19,10.7,23,4.55,-20.6,-5681.6,7631.6,860,3.367,9.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5681.6,7631.6,0.163
943.215,1006.785,265,7921.371,547.886,4107.449,10537.005,2170.749,-5712.33,7662.33,860.5,0.19,10.5,24,4.45,-20.8,-5712.33,7662.33,860.5,4.848,10.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5712.33,7662.33,0.163
941.147,1008.853,265.5,6916.995,540.148,4355.038,10961.097,2123.842,-5743.06,7693.06,861,0.19,10,24,4.42,-21.1,-5743.06,7693.06,861,2.361,9.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5743.06,7693.06,0.163
939.079,1010.921,266,9370.149,498.561,4285.403,10805.871,2162.045,-5773.79,7723.79,861.5,0.2,11,24,4.73,-21.3,-5773.79,7723.79,861.5,1.889,8.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5773.79,7723.79,0.163
937.011,1012.989,266.5,8114.316,503.881,4150.487,10096.956,2030.513,-5804.52,7754.52,862,0.19,10.8,23,4.56,-21.4,-5804.52,7754.52,862,3.434,9.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5804.52,7754.52,0.163
934.943,1015.057,267,10326.168,538.214,4278.15,10406.441,1872.869,-5835.25,7785.25,862.5,0.19,9.9,24,4.64,-21.6,-5835.25,7785.25,862.5,4.755,9.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5835.25,7785.25,0.163
932.875,1017.125,267.5,4697.467,273.498,2172.948,5512.141,1024.646,-5865.98,7815.98,863,0.19,10.3,24,4.47,-21.3,-5865.98,7815.98,863,1.862,7.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5865.98,7815.98,0.163
928.75,1021.25,268,6202.05,313.018,2802.737,6670.963,1180.261,-5896.71,7846.71,863.5,0.19,10.3,23,4.5,-21.5,-5896.71,7846.71,863.5,4.052,9.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5896.71,7846.71,0.163
925.492,1024.508,268.5,5208.985,342.785,2749.34,6844.964,1365.31,-5927.44,7877.44,864,0.21,9.4,25,5.06,-22.1,-5927.44,7877.44,864,5.59,10.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5927.44,7877.44,0.163
922.233,1027.767,269,5608.544,342.171,2754.557,7231.326,1415.945,-5958.17,7908.17,864.5,0.2,10,23,4.61,-21.7,-5958.17,7908.17,864.5,4.67,10.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5958.17,7908.17,0.163
918.975,1031.025,269.5,5464.924,325.907,2707.911,7193.58,1476.401,-5988.9,7938.9,865,0.2,10.1,24,4.8,-21.7,-5988.9,7938.9,865,5.308,10.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5988.9,7938.9,0.163
915.716,1034.284,270,5641.073,322.531,2948.199,7072.362,1352.728,-6019.63,7969.63,865.5,0.2,9.9,24,4.72,-21.6,-6019.63,7969.63,865.5,4.315,9.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6019.63,7969.63,0.163
912.457,1037.543,270.5,5052.783,357.822,2943.289,7178.543,1343.522,-6050.36,8000.36,866,0.2,9.9,24,4.75,-21.7,-6050.36,8000.36,866,5.579,10.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6050.36,8000.36,0.163
909.199,1040.801,271,4588.78,431.167,2869.944,7575.032,1315.289,-6081.09,8031.09,866.5,0.19,9.5,24,4.64,-21.5,-6081.09,8031.09,866.5,4.409,10.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6081.09,8031.09,0.163
905.94,1044.06,271.5,4195.667,323.759,2946.357,6844.964,1425.766,-6111.82,8061.82,867,0.2,9.6,23,4.62,-21.7,-6111.82,8061.82,867,3.993,9.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6111.82,8061.82,0.163
902.682,1047.318,272,4581.722,328.669,2934.082,6313.754,1320.813,-6142.55,8092.55,867.5,0.19,9.4,24,4.48,-21.6,-6142.55,8092.55,867.5,4.779,10.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6142.55,8092.55,0.163
899.423,1050.577,272.5,4360.155,314.245,2557.847,5790.83,1268.336,-6173.28,8123.28,868,0.2,9.8,25,4.97,-22,-6173.28,8123.28,868,4.037,9.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6173.28,8123.28,0.163
896.164,1053.836,273,4621.003,250.414,2683.668,5583.379,1194.378,-6204.01,8154.01,868.5,0.19,10.6,24,4.64,-21.5,-6204.01,8154.01,868.5,3.871,9.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6204.01,8154.01,0.163
892.906,1057.094,273.5,4621.924,259.928,2556.313,5502.977,1156.325,-6234.74,8184.74,869,0.18,8.9,24,4.48,-21.5,-6234.74,8184.74,869,-0.448,8.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6234.74,8184.74,0.163
889.647,1060.353,274,4253.053,306.573,2670.165,6182.41,1255.754,-6265.47,8215.47,869.5,0.19,9.6,24,4.73,-22,-6265.47,8215.47,869.5,3.3,8.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6265.47,8215.47,0.163
886.389,1063.611,274.5,4425.827,302.277,2732.155,6602.222,1317.437,-6296.2,8246.2,870,0.2,9.5,24,4.8,-21.9,-6296.2,8246.2,870,3.778,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6296.2,8246.2,0.163
883.13,1066.87,275,4785.184,343.399,2651.445,6663.905,1276.008,-6308,8258,870.5,0.21,9.7,24,4.97,-22.2,-6308,8258,870.5,4.433,9.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6308,8258,0.424
879.871,1070.129,275.5,5100.043,344.013,2740.441,6887.62,1395.078,-6318,8268,871,0.23,10.1,25,5.7,-22.3,-6318,8268,871,6.269,11.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6318,8268,0.5
876.613,1073.387,276,6316.209,337.261,2806.727,6767.323,1310.686,-6328,8278,871.5,0.23,9.2,27,6.24,-21,-6328,8278,871.5,7.48,11.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6328,8278,0.5
873.354,1076.646,276.5,6347.204,358.436,2817.161,6912.478,1345.67,-6338,8288,872,0.23,9.3,27,6.34,-20.6,-6338,8288,872,7.053,11.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6338,8288,0.5
870.096,1079.904,277,5510.035,342.785,3052.538,7219.051,1488.369,-6413,8363,872.5,0.24,9.9,27,6.47,-21.1,-6413,8363,872.5,7.344,11.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6413,8363,0.067
866.837,1083.163,277.5,6581.661,319.462,2646.535,6520.285,1175.351,-6488,8438,873,0.24,8.8,28,6.84,-22.2,-6488,8438,873,7.531,11.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6488,8438,0.067
863.578,1086.422,278,5603.633,338.489,2866.262,6785.122,1353.035,-6563,8513,873.5,0.22,9.2,27,5.87,-20.2,-6563,8513,873.5,7.1,10.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6563,8513,0.067
860.32,1089.68,278.5,5123.059,302.277,2946.971,7091.389,1350.273,-6638,8588,874,0.2,7.7,28,5.56,-20.2,-6638,8588,874,7.026,10.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6638,8588,0.067
857.061,1092.939,279,6163.69,353.526,2723.562,6909.102,1231.817,-6713,8663,874.5,0.2,7.8,28,5.61,-20.2,-6713,8663,874.5,7.471,11.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6713,8663,0.067
853.803,1096.197,279.5,4952.74,333.272,2757.933,6574.909,1216.166,-6788,8738,875,0.19,9.4,24,4.55,-20.1,-6788,8738,875,6.626,11.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6788,8738,0.067
850.544,1099.456,280,4190.757,359.357,2730.927,6318.051,1290.738,-6863,8813,875.5,0.21,7.3,27,5.78,-20.2,-6863,8813,875.5,4.663,10.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6863,8813,0.067
847.285,1102.715,280.5,3803.781,320.997,2741.975,6391.088,1350.887,-6938,8888,876,0.21,7.7,26,5.53,-20.4,-6938,8888,876,5.646,9.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6938,8888,0.067
844.027,1105.973,281,3314.0,345.854,2622.906,6597.619,1264.654,-7013,8963,876.5,0.19,8.2,25,4.71,-21.1,-7013,8963,876.5,3.89,8.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7013,8963,0.067
840.768,1109.232,281.5,3184.19,365.188,2768.06,6493.279,1609.28,-7088,9038,877,0.19,8.3,25,4.72,-20.8,-7088,9038,877,3.508,7.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7088,9038,0.067
837.51,1112.49,282,3440.128,361.198,2742.896,6842.816,1808.445,-7163,9113,877.5,0.18,9.3,24,4.27,-20.4,-7163,9113,877.5,3.156,8.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7163,9113,0.067
834.251,1115.749,282.5,3682.256,408.151,2823.605,6682.011,1730.498,-7238,9188,878,0.2,12.5,23,4.6,-21.1,-7238,9188,878,5.043,10.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7238,9188,0.067
830.992,1119.008,283,4016.756,346.775,3067.882,6202.971,1569.693,-7313,9263,878.5,0.19,10.5,22,4.23,-19.5,-7313,9263,878.5,5.191,10.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7313,9263,0.067
827.734,1122.266,283.5,3594.795,341.558,2945.13,6552.507,1606.211,-7388,9338,879,0.21,10.4,23,4.78,-19.7,-7388,9338,879,3.785,10.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7388,9338,0.067
824.475,1125.525,284,3507.641,355.981,2734.303,6345.977,1552.2,-7463,9413,879.5,0.26,11.7,28,7.11,-20.9,-7463,9413,879.5,6.401,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7463,9413,0.067
821.217,1128.783,284.5,3948.321,318.542,2759.16,5997.975,1527.343,-7538,9488,880,0.22,11.6,26,5.68,-20.4,-7538,9488,880,4.697,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7538,9488,0.067
817.958,1132.042,285,3763.579,342.171,2628.123,6713.006,1432.517,-7613,9563,880.5,0.26,11.9,27,6.9,-20.2,-7613,9563,880.5,6.154,10.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7613,9563,0.067
814.699,1135.301,285.5,3535.874,320.997,2660.959,6633.83,1465.66,-7688,9638,881,0.33,10.6,27,8.82,-20.1,-7688,9638,881,5.523,10.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7688,9638,0.067
811.441,1138.559,286,7867.796,379.304,2974.283,6598.846,1143.743,-7763,9713,881.5,0.28,8.3,28,7.96,-19.2,-7763,9713,881.5,5.268,10.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7763,9713,0.067
808.182,1141.818,286.5,8408.212,377.77,3433.376,7022.955,1106.61,-7838,9788,882,0.29,8.6,27,7.84,-19.7,-7838,9788,882,5.507,11.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7838,9788,0.067
804.924,1145.076,287,8635.61,453.569,3427.546,7308.353,1204.505,-7913,9863,882.5,0.3,9.1,27,8.2,-19.9,-7913,9863,882.5,7.053,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7913,9863,0.067
801.665,1148.335,287.5,5896.09,346.161,2777.266,6537.777,1214.325,-7925.45,9875.45,883,0.32,9.8,29,9.04,-20.3,-7925.451,9875.451,883,5.498,10.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7925.451,9875.451,0.402
798.406,1151.594,288,2865.648,340.023,2800.589,7062.849,1348.432,-7938.3,9888.3,883.5,0.3,10.6,27,8.17,-20.5,-7938.3,9888.299,883.5,6.13,11.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7938.3,9888.299,0.389
795.148,1154.852,288.5,2849.69,356.902,2467.931,6476.094,1282.453,-7951.15,9901.15,884,0.26,10.1,28,7.36,-20,-7951.148,9901.148,884,5.288,10.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7951.148,9901.148,0.389
