year (AD),age (yr BP),depth (cm),d13C (permil),d18O (permil)
-4405.12,6355.12,7.797,-4.676,-9.161
-4408,6358,7.8,-4.64,-9.306
-4410.82,6360.82,7.803,-4.67,-9.26
-4413.64,6363.64,7.806,-4.703,-9.122
-4416.46,6366.46,7.809,-4.727,-9.228
-4419.28,6369.28,7.812,-4.764,-9.127
-4422.1,6372.1,7.815,-4.718,-9.134
-4424.92,6374.92,7.818,-4.781,-9.059
-4427.74,6377.74,7.821,-4.757,-9.067
-4430.56,6380.56,7.824,-4.77,-8.995
-4433.38,6383.38,7.827,-4.782,-9.131
-4436.2,6386.2,7.83,-4.786,-9.037
-4439.02,6389.02,7.833,-4.763,-9.061
-4441.84,6391.84,7.836,-4.705,-8.963
-4444.66,6394.66,7.839,-4.724,-9.037
-4447.48,6397.48,7.842,-4.698,-8.974
-4450.3,6400.3,7.845,-4.691,-9.057
-4453.12,6403.12,7.848,-4.633,-8.913
-4455.56,6405.56,7.851,-4.654,-9.044
-4457.24,6407.24,7.854,-4.672,-9.014
-4458.92,6408.92,7.857,-4.719,-8.95
-4480.76,6430.76,7.896,-4.767,-9.013
-4482.44,6432.44,7.899,-4.811,-8.873
-4484.12,6434.12,7.902,-4.784,-8.942
-4485.8,6435.8,7.905,-4.822,-8.902
-4487.48,6437.48,7.908,-4.755,-8.954
-4489.16,6439.16,7.911,-4.744,-8.885
-4490.84,6440.84,7.914,-4.704,-9.089
-4492.52,6442.52,7.917,-4.619,-8.768
-4494.2,6444.2,7.92,-4.664,-8.994
-4495.88,6445.88,7.923,-4.634,-9.122
-4497.56,6447.56,7.926,-4.643,-8.803
-4499.24,6449.24,7.929,-4.617,-8.927
-4500.92,6450.92,7.932,-4.624,-8.849
-4502.6,6452.6,7.935,-4.803,-8.911
-4504.28,6454.28,7.938,-4.587,-8.893
-4505.96,6455.96,7.941,-4.962,-9
-4509.32,6459.32,7.947,-4.932,-8.843
-4511,6461,7.95,-4.85,-8.978
-4512.68,6462.68,7.953,-4.869,-8.929
-4514.36,6464.36,7.956,-4.866,-9.085
-4516.04,6466.04,7.959,-4.867,-8.914
-4517.72,6467.72,7.962,-4.815,-8.962
-4519.4,6469.4,7.965,-4.862,-8.9
-4521.08,6471.08,7.968,-4.949,-8.967
-4522.76,6472.76,7.971,-4.945,-8.932
-4524.44,6474.44,7.974,-4.937,-9.013
-4526.12,6476.12,7.977,-4.936,-8.969
-4527.8,6477.8,7.98,-4.914,-9.168
-4529.48,6479.48,7.983,-4.952,-8.986
-4531.16,6481.16,7.986,-4.937,-9.019
-4532.84,6482.84,7.989,-4.978,-8.995
-4534.52,6484.52,7.992,-4.871,-8.846
-4536.2,6486.2,7.995,-4.844,-8.921
-4537.88,6487.88,7.998,-4.762,-9.019
-4539.56,6489.56,8.001,-4.897,-9.128
-4541.24,6491.24,8.004,-4.765,-9.009
-4542.92,6492.92,8.007,-4.718,-9.01
-4544.6,6494.6,8.01,-4.777,-9.079
-4546.28,6496.28,8.013,-4.884,-9.246
-4547.96,6497.96,8.016,-4.787,-9.109
-4549.64,6499.64,8.019,-4.783,-9.17
-4551.32,6501.32,8.022,-4.786,-9.054
-4553,6503,8.025,-4.777,-9.155
-4554.68,6504.68,8.028,-4.73,-9.098
-4556.36,6506.36,8.031,-4.72,-9.247
-4558.04,6508.04,8.034,-4.752,-9.031
-4559.72,6509.72,8.037,-4.712,-9.096
-4561.4,6511.4,8.04,-4.749,-9.178
-4563.08,6513.08,8.043,-4.687,-9.171
-4564.76,6514.76,8.046,-4.789,-9.115
-4566.44,6516.44,8.049,-4.685,-9.188
-4568.08,6518.08,8.052,-4.685,-9.056
-4569.7,6519.7,8.055,-4.713,-9.184
-4604.08,6554.08,8.118,-4.81,-9.148
-4629.28,6579.28,8.163,-4.794,-9.172
-4654.48,6604.48,8.208,-4.837,-9.19
-4704.88,6654.88,8.298,-4.826,-9.375
-4740.44,6690.44,8.388,-4.777,-9.187
-4764.2,6714.2,8.448,-4.816,-9.213
-4774.5,6724.5,8.475,-4.792,-9.204
-4799.2,6749.2,8.538,-4.823,-9.255
-4837.8,6787.8,8.637,-4.787,-9.282
-4869.84,6819.84,8.718,-4.818,-9.205
-4877.82,6827.82,8.739,-4.885,-9.251
-4887.2,6837.2,8.763,-4.801,-9.308
-4895.6,6845.6,8.784,-4.688,-9.303
-4905.04,6855.04,8.808,-4.17,-9.46
-4913.02,6863.02,8.829,-4.384,-9.281
-4922.2,6872.2,8.853,-3.764,-9.468
-4927,6877,8.865,-5.663,-9.274
-4930.6,6880.6,8.874,-5.226,-9.341
-4940.2,6890.2,8.898,-4.938,-9.465
-4948.22,6898.22,8.919,-4.742,-9.425
-4957.34,6907.34,8.943,-5.584,-9.662
-4965.6,6915.6,8.964,-6.328,-9.478
-4975.2,6925.2,8.988,-6.077,-9.718
-4983.42,6933.42,9.009,-6.695,-9.814
-4992.54,6942.54,9.033,-6.656,-9.558
-5000.6,6950.6,9.054,-6.186,-9.508
-5010.2,6960.2,9.078,-6.126,-9.522
-5018.6,6968.6,9.099,-6.685,-9.723
-5027.74,6977.74,9.123,-6.478,-9.448
-5035.72,6985.72,9.144,-4.623,-9.34
-5045.2,6995.2,9.168,-6.123,-9.583
-5053.6,7003.6,9.189,-6.434,-9.739
-5062.94,7012.94,9.213,-6.437,-9.591
-5070.92,7020.92,9.234,-6.189,-9.381
-5080.2,7030.2,9.258,-6.663,-9.65
-5088.6,7038.6,9.279,-6.583,-9.762
-5098.14,7048.14,9.303,-6.354,-9.546
-5106.12,7056.12,9.324,-5.808,-9.515
-5115.24,7065.24,9.348,-5.687,-9.554
-5123.6,7073.6,9.369,-5.44,-9.625
-5133.2,7083.2,9.393,-5.813,-9.467
-5141.32,7091.32,9.414,-5.142,-9.291
-5150.44,7100.44,9.438,-5.048,-9.329
-5158.6,7108.6,9.459,-4.772,-9.43
-5168.2,7118.2,9.483,-5.374,-9.231
-5176.6,7126.6,9.504,-5.091,-9.166
-5186.2,7136.2,9.528,-5.072,-9.231
-5194.6,7144.6,9.549,-4.813,-9.217
-5203.74,7153.74,9.573,-4.87,-9.14
-5211.72,7161.72,9.594,-4.648,-9.094
-5221.2,7171.2,9.618,-4.765,-9.12
-5229.6,7179.6,9.639,-4.696,-9.429
-5238.94,7188.94,9.663,-4.887,-9.192
-5246.92,7196.92,9.684,-4.547,-9.193
-5256.2,7206.2,9.708,-4.411,-9.167
-5264.6,7214.6,9.729,-4.279,-9.245
-5274.14,7224.14,9.753,-4.169,-9.161
-5282.12,7232.12,9.774,-4.605,-9.107
-5291.24,7241.24,9.798,-4.767,-9.04
-5299.6,7249.6,9.819,-4.696,-9.241
-5309.2,7259.2,9.843,-4.582,-9.109
-5317.6,7267.6,9.864,-4.509,-9.105
-5327.2,7277.2,9.888,-4.209,-9.116
-5335.42,7285.42,9.909,-4.143,-9.274
-5344.54,7294.54,9.933,-4.251,-9.24
-5352.6,7302.6,9.954,-4.187,-9.186
-5362.2,7312.2,9.978,-4.125,-9.466
-5370.6,7320.6,9.999,-4.051,-9.51
-5380.2,7330.2,10.023,-4.339,-9.382
-5388.6,7338.6,10.044,-4.398,-9.203
-5397.84,7347.84,10.068,-4.359,-9.22
-5405.82,7355.82,10.089,-4.435,-9.234
-5415.2,7365.2,10.113,-4.215,-9.001
-5423.6,7373.6,10.134,-4.224,-9.033
-5433.04,7383.04,10.158,-4.673,-9.133
-5438.74,7388.74,10.173,-4.662,-9.335
-5444.44,7394.44,10.188,-4.866,-9.19
-5455.66,7405.66,10.203,-4.909,-9.316
-5468.98,7418.98,10.209,-5.259,-9.619
-5488.96,7438.96,10.218,-4.945,-9.572
-5502.28,7452.28,10.224,-4.76,-9.368
-5515.6,7465.6,10.23,-4.499,-9.086
-5522.26,7472.26,10.233,-4.764,-9.146
-5528.92,7478.92,10.236,-4.529,-9.191
-5535.58,7485.58,10.239,-4.454,-9.016
-5542.24,7492.24,10.242,-4.682,-9.045
-5555.56,7505.56,10.248,-4.468,-9.007
-5562.22,7512.22,10.251,-4.656,-9.252
-5568.88,7518.88,10.254,-4.33,-9.092
-5582.2,7532.2,10.26,-4.535,-9.236
-5588.86,7538.86,10.263,-4.799,-9.388
-5602.18,7552.18,10.269,-5.087,-9.465
-5615.5,7565.5,10.275,-5.098,-9.4
-5622.16,7572.16,10.278,-4.932,-9.73
-5635.48,7585.48,10.284,-4.828,-9.617
-5648.8,7598.8,10.29,-4.755,-9.555
-5655.46,7605.46,10.293,-4.878,-9.589
-5662.12,7612.12,10.296,-4.546,-9.381
-5675.44,7625.44,10.302,-4.509,-9.381
-5688.76,7638.76,10.308,-4.235,-9.262
-5695.42,7645.42,10.311,-4.112,-9.227
-5702.08,7652.08,10.314,-4.11,-9.149
-5715.4,7665.4,10.32,-4.131,-9.22
-5722.06,7672.06,10.323,-4.204,-9.145
-5735.38,7685.38,10.329,-4.002,-9.105
-5748.7,7698.7,10.335,-4.015,-9.119
-5755.36,7705.36,10.338,-4.198,-9.024
-5762.02,7712.02,10.341,-4.39,-9.086
-5775.34,7725.34,10.347,-4.458,-9.095
-5788.66,7738.66,10.353,-4.191,-9.022
-5801.98,7751.98,10.359,-4.25,-9.023
-5815.3,7765.3,10.365,-4.499,-8.928
-5821.96,7771.96,10.368,-4.719,-8.909
-5835.28,7785.28,10.374,-4.558,-8.965
-5848.6,7798.6,10.38,-4.662,-9.037
-5855.26,7805.26,10.383,-4.751,-8.978
-5861.92,7811.92,10.386,-4.978,-8.982
-5875.24,7825.24,10.392,-5.348,-8.915
-5888.56,7838.56,10.398,-5.509,-8.899
-5901.88,7851.88,10.404,-5.58,-9.111
-5915.2,7865.2,10.41,-5.608,-8.99
-5921.86,7871.86,10.413,-5.596,-8.959
-5935.18,7885.18,10.419,-5.692,-8.979
-5948.5,7898.5,10.425,-5.88,-9.067
-5955.16,7905.16,10.428,-6.098,-8.915
-5968.48,7918.48,10.434,-6.224,-9.01
-5981.8,7931.8,10.44,-6.417,-9.045
-5988.46,7938.46,10.443,-6.333,-9.041
-6001.78,7951.78,10.449,-6.338,-9.016
-6015.1,7965.1,10.455,-6.431,-9.184
-6028.42,7978.42,10.461,-6.278,-9.197
-6041.74,7991.74,10.467,-6.263,-9.128
