year (AD),age (yr BP),d13C (permil),d180 (permil)
-5138.1195712,7088.1195712,-5.27355580892752,-15.3237671947988
-5144.5689504,7094.5689504,-6.63788390731956,-15.7609744427141
-5151.0318,7101.0318,-6.75167708498026,-15.6988160993853
-5157.5083456,7107.5083456,-6.41647411042578,-15.5926706986563
-5163.9988128,7113.9988128,-6.56015875890925,-16.1810317689871
-5170.5034272,7120.5034272,-6.15200002762895,-15.6646806170317
-5177.0224144,7127.0224144,-6.39176628978189,-16.2548315725862
-5183.556,7133.556,-5.94762372730295,-15.6164553303443
-5190.1044096,7140.1044096,-6.31786359404574,-16.3770801058551
-5196.6678688,7146.6678688,-6.19276028749294,-15.6467296967913
-5203.2466032,7153.2466032,-6.29057570297831,-15.7835192388314
-5209.8408384,7159.8408384,-5.81993109892343,-15.7050625002766
-5216.4508,7166.4508,-6.00654551197088,-16.0570806936586
-5223.0767136,7173.0767136,-5.98114205064693,-15.8417231159033
-5229.7188048,7179.7188048,-6.06626625743645,-15.7621365203237
-5236.3772992,7186.3772992,-5.93279662148405,-15.7723345513247
-5243.0524224,7193.0524224,-5.83449165024685,-15.8976107069875
-5249.7444,7199.7444,-5.82157539348649,-15.9045856467913
-5256.4534576,7206.4534576,-5.82753120331159,-15.5442346385667
-5263.1798208,7213.1798208,-5.41255979937294,-15.6919933317807
-5269.9237152,7219.9237152,-5.32617678497516,-15.6226821443939
-5276.6853664,7226.6853664,-5.26783361486982,-15.6605221696469
-5283.465,7233.465,-5.60869962066413,-15.7958248090198
-5290.2628416,7240.2628416,-5.69185786202675,-15.928673392242
-5297.0791168,7247.0791168,-5.02094606318637,-16.0531280682035
-5303.9140512,7253.9140512,-4.60399132585754,-16.0112908819813
-5310.7678704,7260.7678704,-4.03391904419248,-15.9052416115507
-5317.6408,7267.6408,-3.883916493156,-15.9045538710841
-5324.5330656,7274.5330656,-3.80147296102684,-16.0913428459933
-5331.4448928,7281.4448928,-3.95383626025614,-16.3014785502519
-5338.3765072,7288.3765072,-3.78953273135219,-16.0387557710968
-5345.3281344,7295.3281344,-4.40104408903996,-16.4474844124912
-5352.3,7302.3,-4.34472721376444,-15.899646459796
-5359.2923296,7309.2923296,-5.52708740801078,-16.5464481895611
-5366.3053488,7316.3053488,-5.1058654239523,-16.1343542499743
-5373.3392832,7323.3392832,-4.77976017729453,-15.8451580454373
-5380.3943584,7330.3943584,-4.91063258247426,-16.1278023993134
-5387.4708,7337.4708,-4.73908704423409,-15.9534415345199
-5394.5688336,7344.5688336,-4.27695666729677,-15.8422095107984
-5401.6886848,7351.6886848,-3.96520652403798,-15.9063739581657
-5408.8305792,7358.8305792,-4.274363715374,-15.285743956944
-5415.9947424,7365.9947424,-4.15295039924157,-15.6369794431723
-5423.1814,7373.1814,-4.683504686376,-16.0467730620841
-5430.3907776,7380.3907776,-4.58910264024,-16.159720419319
-5437.6231008,7387.6231008,-4.36777830462187,-15.4717598341815
-5444.8785952,7394.8785952,-5.94034816380673,-16.356008623709
-5452.1574864,7402.1574864,-5.12759171329236,-15.2498425021336
-5459.46,7409.46,-4.97666134248975,-15.3692696364244
-5466.7863616,7416.7863616,-4.83142700486927,-15.3526895895324
-5474.1367968,7424.1367968,-4.27007029303206,-15.5176212127054
-5481.5115312,7431.5115312,-4.39642727396661,-15.7158978498741
-5488.9107904,7438.9107904,-5.65414983860657,-16.5382486312518
-5496.3348,7446.3348,-5.58447522473171,-16.1651468369001
-5503.7837856,7453.7837856,-4.36212279199388,-15.4826906788269
-5511.2579728,7461.2579728,-4.24300521125809,-15.1960519019454
-7574.1054912,9524.1054912,-4.11412543013723,-15.3052811473623
-7581.56281040001,9531.56281040001,-4.94967700715099,-15.1072600211581
-7588.92159999999,9538.92159999999,-5.28783224307361,-15.9414067125609
-7596.18352559998,9546.18352559998,-5.219823413795,-15.868806262937
-7603.35025279998,9553.35025279998,-4.32895532007116,-15.3090412544288
-7610.42344720001,9560.42344720001,-4.20674921730735,-15.2368250078641
-7617.40477440003,9567.40477440003,-3.96665083381453,-15.0278603953505
-7624.2959,9574.2959,-3.92201790066793,-15.393027002879
-7631.0984896,9581.0984896,-5.25688238236743,-15.3002056995257
-7637.81420879997,9587.81420879997,-4.59554900845538,-15.4226559838719
-7644.44472319998,9594.44472319998,-5.88359070690514,-15.5542749372049
-7650.99169840002,9600.99169840002,-4.55641337684476,-15.7026679149735
-7657.45680000001,9607.45680000001,-4.56655552284,-15.513971055135
-7663.8416936,9613.8416936,-4.951605962489,-15.8249553407692
-7670.14804480002,9620.14804480002,-4.95196891110761,-16.09297499805
-7676.3775192,9626.3775192,-4.97580662251462,-16.3232255269796
-7682.53178240001,9632.53178240001,-5.00159497693053,-16.0938667953442
-7688.6125,9638.6125,-4.38589570978098,-15.0955018627953
-7694.62133760002,9644.62133760002,-4.85761157546072,-15.3903577431154
-7700.55996080002,9650.55996080002,-5.352150103796,-15.042043375871
-7706.43003520001,9656.43003520001,-4.99595016338794,-15.0515764750496
-7712.2332264,9662.2332264,-5.15012565850925,-15.27064272219
-7717.97119999997,9667.97119999997,-5.0915931728454,-15.7395736139158
-7723.64562160004,9673.64562160004,-5.41607563308322,-15.5579758988211
-7729.25815680002,9679.25815680002,-5.269804705201,-15.6337161096189
-7734.81047120003,9684.81047120003,-4.71058234858623,-15.426392758067
-7740.3042304,9690.3042304,-4.48238401624768,-15.7048037537126
-7745.74109999998,9695.74109999998,-5.26724831340331,-16.4516800767591
-7751.12274560001,9701.12274560001,-4.29699317409082,-15.5026764574387
-7756.45083279998,9706.45083279998,-3.90692029408235,-15.4161148396693
-7761.72702720002,9711.72702720002,-3.74408283891692,-15.327105891806
-7766.95299440002,9716.95299440002,-3.59927341224853,-15.0502761786612
-7772.13040000002,9722.13040000002,-3.44342574847056,-15.128030834464
-7777.26090960001,9727.26090960001,-3.29483836184485,-14.8999910652921
-7782.3461888,9732.3461888,-3.16332634163341,-15.2864541850682
-7787.38790319997,9737.38790319997,-3.37067503066413,-15.5262879525282
-7792.38771839999,9742.38771839999,-3.53119726004825,-15.3115187079566
-7797.34730000002,9747.34730000002,-3.52935316732228,-15.6133309350101
-7802.26831360001,9752.26831360001,-3.05966707303,-15.158571100272
-7807.15242480002,9757.15242480002,-3.16824379762481,-15.1732660351611
-7812.00129920001,9762.00129920001,-3.16963955759398,-15.525392305823
-7816.81660239999,9766.81660239999,-4.11190431868769,-15.520108742058
-7821.60000000001,9771.60000000001,-3.71733850022482,-15.0953981513922
-7826.3531576,9776.3531576,-3.54930207973536,-15.9885653324555
-7831.07774080001,9781.07774080001,-4.18523357863898,-16.4866466903071
-7835.77541520001,9785.77541520001,-4.85012947261743,-16.971763435122
-7840.4478464,9790.4478464,-3.74343653894249,-15.469933743803
-7845.09669999999,9795.09669999999,-3.25789039206881,-15.518574940366
-7849.72364160002,9799.72364160002,-3.17792666066241,-15.6636849532349
-7854.33033680002,9804.33033680002,-3.69829795322563,-16.2354673941812
-7858.91845120001,9808.91845120001,-3.17677057622323,-15.356914990536
-7868.0456,9818.0456,-3.40814416570112,-15.4189903515647
-7872.58796559999,9822.58796559999,-3.61141676300392,-15.4066635412133
-7877.11841279997,9827.11841279997,-4.28622010361457,-15.6326407662049
-7881.63860720003,9831.63860720003,-3.0752499621316,-15.1119021179863
-7886.15021440003,9836.15021440003,-3.0122606702192,-15.1001167263707
-7890.65490000001,9840.65490000001,-3.11720217920741,-15.0899754049997
-7895.15432959999,9845.15432959999,-3.18048939594606,-15.2169239292292
-7899.65016880001,9849.65016880001,-2.99868024408778,-14.8787520079462
-7904.14408319999,9854.14408319999,-3.11086916322212,-15.2756401561885
-7908.63773839999,9858.63773839999,-3.19786194659766,-15.3270883808887
-7913.13279999999,9863.13279999999,-3.30020112895058,-15.5790491504337
-7917.63093359998,9867.63093359998,-3.28159199965961,-15.907700688566
-7922.13380480002,9872.13380480002,-2.9387179493332,-15.4596564586178
-7926.6430792,9876.6430792,-3.09779693978574,-15.3491332482583
-7931.16042239999,9881.16042239999,-3.62741165215941,-15.7739637171724
-7935.6875,9885.6875,-3.24566142696792,-15.8769972220172
-7940.2259776,9890.2259776,-3.48982072940696,-15.3165667993179
-7949.34379520002,9899.34379520002,-3.485553810193,-15.2867917432837
-7953.92646640001,9903.92646640001,-3.41925929876263,-15.2789842215179
-7958.52719999998,9908.52719999998,-3.38705933385253,-15.4795934687585
-7963.14766160003,9913.14766160003,-3.36360331858288,-15.6096967595158
-7967.78951680003,9917.78951680003,-3.48460001174133,-15.9340933631713
-7972.45443120005,9922.45443120005,-3.20617256188804,-15.3002661307226
-7977.14407040001,9927.14407040001,-3.76285069938043,-15.8918305168578
-7981.86010000002,9931.86010000002,-3.4895001986923,-15.9087877001347
-7986.60418560001,9936.60418560001,-3.69300510968429,-15.6226200424744
-7991.3779928,9941.3779928,-3.7654697234174,-15.3815305185161
-7996.18318720002,9946.18318720002,-3.65958737804795,-15.1404975330249
-8001.0214344,9951.0214344,-3.53085217157267,-15.1357953727685
-8005.89439999999,9955.89439999999,-3.44474621750557,-14.934433868956
-8010.80374959999,9960.80374959999,-3.5740650463,-14.851645577569
-8015.75114880002,9965.75114880002,-3.18382131753481,-14.8714259183093
-8020.73826320001,9970.73826320001,-3.38189254933163,-15.2284278641165
-8025.76675840002,9975.76675840002,-3.48301414796315,-15.0515054054425
-8030.83830000003,9980.83830000003,-3.85412268382423,-15.0745776830575
-8035.95455360002,9985.95455360002,-3.94199614136093,-15.1002115607914
-8041.11718480004,9991.11718480004,-3.8596128880506,-15.058001016824
-8046.32785919998,9996.32785919998,-4.16854747690831,-15.241720070998
-8051.5882424,10001.5882424,-3.97555605354694,-15.3552907589746
-8056.9,10006.9,-4.08629526431681,-15.3610223342737
-8062.2647976,10012.2647976,-4.22651005225938,-15.4937713233965
-8067.6843008,10017.6843008,-4.36967804920141,-15.5709179948694
-8073.1601752,10023.1601752,-4.20205070896829,-15.7152135950646
-8078.6940864,10028.6940864,-4.469591558073,-15.134685025322
-8084.2877,10034.2877,-4.93144244463262,-16.09668998073
-8089.9426816,10039.9426816,-3.89862702414145,-15.504365900611
-8095.6606968,10045.6606968,-4.10020289572266,-15.8514330826428
-8101.4434112,10051.4434112,-3.9339064305286,-15.844993742115
-8107.2924904,10057.2924904,-3.78172507837748,-15.3695839695132
-8113.2096,10063.2096,-3.88682266017071,-15.2929253241518
-8119.1964056,10069.1964056,-4.19488460126427,-15.4297747543577
-8125.2545728,10075.2545728,-4.24033863637063,-15.3671411406018
-8131.3857672,10081.3857672,-5.0544894606348,-16.3085677156952
-8137.5916544,10087.5916544,-4.34763713961694,-15.3808210077871
-8143.8739,10093.8739,-4.275112186744,-15.4209696446375
-8150.2341696,10100.2341696,-3.8786985560747,-15.4691336162304
-8156.6741288,10106.6741288,-3.61190853648863,-15.0825165361689
-8163.1954432,10113.1954432,-3.38231621684726,-15.2160074706972
-8169.7997784,10119.7997784,-3.47855985455992,-14.872331766557
-8176.4888,10126.4888,-3.64901822682873,-15.3574236267278
-8183.2641736,10133.2641736,-4.37763837707505,-16.9164933348895
-8190.1275648,10140.1275648,-3.89865908858866,-15.2556588759241
-8197.0806392,10147.0806392,-3.99014256597441,-15.2683781689174
-8204.1250624,10154.1250624,-3.90706436392885,-15.3499499028641
-8211.2625,10161.2625,-3.68233464160772,-15.4337950726786
-8218.4946176,10168.4946176,-4.0778991935928,-15.7000316667788
-8225.8230808,10175.8230808,-4.263021354453,-15.4455196891579
-8233.2495552,10183.2495552,-4.46440392337488,-15.5195640347778
-8240.7757064,10190.7757064,-4.43305209301281,-15.2307469746703
-8248.4032,10198.4032,-4.40421853044548,-15.5494679271906
-8256.1337016,10206.1337016,-4.13428630285984,-15.1310900660048
-8263.9688768,10213.9688768,-3.92564950663243,-15.3935916612158
-8271.9103912,10221.9103912,-3.91742037836973,-15.3251109192714
-8279.9599104,10229.9599104,-4.22387466073937,-14.455859889964
-8288.1191,10238.1191,-5.02031694597971,-16.0406033805184
-8296.3896256,10246.3896256,-4.22583655851916,-13.6855067263508
-8304.7731528,10254.7731528,-4.43035535822411,-14.9071264887426
-8313.2713472,10263.2713472,-4.462000660949,-14.30915618469
-8321.8858744,10271.8858744,-4.44420556274383,-14.8108046909164
-8330.6184,10280.6184,-4.21000225470136,-15.2034044610637
-8339.4705896,10289.4705896,-4.32653243238246,-15.1942330350472
-8348.4441088,10298.4441088,-4.33026441389128,-15.2706646942685
-8357.5406232,10307.5406232,-4.44978142564278,-15.3597662436137
-8366.7617984,10316.7617984,-4.50802286368002,-15.3249026996703
-8376.1093,10326.1093,-4.35793906424164,-15.2646521136685
-8385.5847936,10335.5847936,-4.08772178215677,-15.2572598549695
-8395.1899448,10345.1899448,-4.51857991141957,-15.7586987996171
-8404.9264192,10354.9264192,-4.02312698777008,-15.075723953943
-8424.8,10374.8,-4.28365447427,-15.9032686478692
-8434.9404376,10384.9404376,-4.82114737829564,-15.3133460910792
-8445.2188608,10395.2188608,-4.84626171217828,-15.1346057749735
-8455.6369352,10405.6369352,-4.28460310535772,-15.9587106106064
-8466.1963264,10416.1963264,-4.17531233732771,-16.0343792606085
-8476.8987,10426.8987,-3.7526928540611,-15.4773315529353
-8487.7457216,10437.7457216,-4.48268606516755,-16.0675068553353
-8498.7390568,10448.7390568,-4.0736396687003404,-14.9267136227317
-8509.8803712,10459.8803712,-4.3016547294068,-15.056295887262
-8521.1713304,10471.1713304,-4.345812663096,-15.7373188743722
-8532.6136,10482.6136,-4.30628100212271,-15.1684635619032
-8544.2088456,10494.2088456,-4.56389967642268,-16.1954023067961
-8555.9587328,10505.9587328,-4.66631934180306,-15.8566774891089
-8567.8649272,10517.8649272,-4.35844680927844,-15.0948963771346
-8579.9290944,10529.9290944,-4.36815867078055,-14.9340563652006
-8592.1529,10542.1529,-4.61705493115605,-15.4735886505226
-8604.5380096,10554.5380096,-4.46873135272985,-14.8971212597773
-8617.0860888,10567.0860888,-4.61329612455497,-15.1191960498517
-8629.7988032,10579.7988032,-4.44769406328949,-14.8634116408432
-8642.6778184,10592.6778184,-4.72933198818459,-15.341328891002
-8655.7248,10605.7248,-5.30043576205097,-16.4698808743453
-8668.9414136,10618.9414136,-5.096667769801,-15.4130503825161
-8682.3293248,10632.3293248,-5.0372616271992,-15.2652561653253
-8695.8901992,10645.8901992,-4.81040975055425,-15.7829234635127
-8709.6257024,10659.6257024,-4.62938902710697,-15.2978525324097
-8723.5375,10673.5375,-4.18189329320739,-14.9433696519136
-8737.6272576,10687.6272576,-3.8891757949592902,-14.9141834653339
-8751.8966408,10701.8966408,-3.86545736554922,-15.0829936212209
-8766.3473152,10716.3473152,-4.00790815166718,-15.1502086972046
-8780.9809464,10730.9809464,-3.89153295122258,-14.9380038845605
-8795.7992,10745.7992,-4.22077138534582,-15.1974262571588
-8810.8037416,10760.8037416,-4.3854166489512,-14.9856425865509
-8825.9962368,10775.9962368,-4.34902528852876,-15.0303888919856
-8841.3783512001,10791.3783512001,-4.81701871814444,-15.9298322455651
-8856.9517504,10806.9517504,-5.2752774769198,-15.7829711340773
-8872.7181,10822.7181,-4.65946518562033,-15.8408079421872
-8888.6790656,10838.6790656,-4.34535474562903,-15.2309253078934
-8904.8363128,10854.8363128,-4.0460945748573804,-15.3625725241168
-8921.1915072,10871.1915072,-4.49553155575322,-15.722015111605
-8937.7463144001,10887.7463144001,-4.55372981901803,-15.9670979980491
-8954.5024,10904.5024,-4.61796821755456,-15.8041041167994
-8988.6250688,10938.6250688,-3.96308216967589,-15.7518863699934
-9005.9949832,10955.9949832,-4.0851737002708,-15.1538238998178
-9023.5728384,10973.5728384,-3.63391436919558,-15.180750751943
-9041.3603,10991.3603,-4.092450986419,-15.155041659426
-9059.3590336,11009.3590336,-4.98989532646954,-15.7865294520375
-9077.5707048,11027.5707048,-4.22350756622869,-15.3959641667488
-9095.9969792,11045.9969792,-5.30732359104835,-17.0108980402736
-9114.6395224,11064.6395224,-5.03158796436765,-15.9889591433431
-9133.5,11083.5,-4.7182747330704,-15.9131567725462
-9152.5800776,11102.5800776,-4.1916085313255,-14.5035759816454
-9171.8814208,11121.8814208,-4.5313255,-14.35759816454
