year (AD) [1-1],age (yr BP) [1-1],average_RGB (grayscale) [1-1],depth (unitless) [1-2],age (yr BP) [1-2],grayscale_detrended (grayscale) [1-2],grayscale20lp_detrended (grayscale) [1-2],depth (unitless) [1-3],age (yr BP) [1-3],d18O_raw (permil) [1-3],d13C_raw (permil) [1-3],depth (unitless) [1-4],age (yr BP) [1-4],d18O_detrended (permil) [1-4],d13C_detrended (permil) [1-4]
1192.6912,757.30885,164.66,167.6894329,3048,4.5676,3.0908,NA,NA,NA,NA,NA,NA,NA,NA
1192.5066,757.49337,163.63,167.7272401,3049,5.784,2.1024,NA,NA,NA,NA,NA,NA,NA,NA
1192.3221,757.6779,162.9733,167.7650473,3050,5.0898,1.0519,NA,NA,NA,NA,NA,NA,NA,NA
1192.1376,757.86242,162.0433,167.8028788,3051,2.0061,0.1849,NA,NA,NA,NA,NA,NA,NA,NA
1191.9531,758.04695,161.6733,167.8407576,3052,4.1348,-0.7028,NA,NA,NA,NA,NA,NA,NA,NA
1191.7685,758.23147,161.3,167.8786364,3053,-2.5347,-1.4973,NA,NA,NA,NA,NA,NA,NA,NA
1191.584,758.416,161.61,167.9165823,3054,-11.778,-2.0443,NA,NA,NA,NA,NA,NA,NA,NA
1191.3995,758.60052,160.6833,167.954557,3055,-11.0595,-2.452,NA,NA,NA,NA,NA,NA,NA,NA
1191.215,758.78505,160.28,167.9925317,3056,-10.8714,-2.7492,NA,NA,NA,NA,NA,NA,NA,NA
1191.0304,758.96957,160.5067,168.0305063,3057,-6.8371,-2.9525,NA,NA,NA,NA,NA,NA,NA,NA
1190.8459,759.1541,161.9933,168.0665152,3058,-3.642,-3.1064,NA,NA,NA,NA,NA,NA,NA,NA
1190.6614,759.33862,161.79,168.1018687,3059,-2.8099,-3.3545,NA,NA,NA,NA,NA,NA,NA,NA
1190.4769,759.52315,161.57,168.1372222,3060,-1.9806,-3.8288,NA,NA,NA,NA,NA,NA,NA,NA
1190.2923,759.70767,162.14,168.1725758,3061,-0.8335,-4.4989,NA,NA,NA,NA,NA,NA,NA,NA
1190.1078,759.8922,163.7233,168.2098489,3062,-0.5688,-5.613,NA,NA,NA,NA,NA,NA,NA,NA
1189.9233,760.07672,163.2333,168.2476322,3063,-3.017,-7.2142,NA,NA,NA,NA,NA,NA,NA,NA
1189.7388,760.26125,162.2933,168.2854156,3064,-3.6577,-8.9563,NA,NA,NA,NA,NA,NA,NA,NA
1189.5542,760.44577,160.5367,168.323199,3065,-0.0248,-10.979,NA,NA,NA,NA,NA,NA,NA,NA
1189.3697,760.6303,160.0167,168.3610606,3066,0.7658,-13.4256,NA,NA,NA,NA,NA,NA,NA,NA
1189.1852,760.81482,161.3267,168.3989394,3067,-17.8779,-16.1094,NA,NA,NA,NA,NA,NA,NA,NA
1188.9997,761.00032,160.8367,168.4368182,3068,-31.4657,-18.2899,NA,NA,NA,NA,NA,NA,NA,NA
1188.8121,761.18787,161.91,168.474697,3069,-24.5486,-20.3959,NA,NA,NA,NA,NA,NA,NA,NA
1188.6246,761.37542,164.31,168.5093182,3070,-28.6406,-22.0523,NA,NA,NA,NA,NA,NA,NA,NA
1188.4371,761.56292,169.2333,168.5434091,3071,-35.382,-22.9062,NA,NA,NA,NA,NA,NA,NA,NA
1188.2526,761.74745,174.2233,168.5783333,3072,-28.8457,-23.1322,NA,NA,NA,NA,NA,NA,NA,NA
1188.068,761.93197,178.4567,168.6162121,3073,-14.384,-22.5247,NA,NA,NA,NA,NA,NA,NA,NA
1187.8835,762.1165,175.8733,168.6540909,3074,-15.81,-21.3177,NA,NA,NA,NA,NA,NA,NA,NA
1187.699,762.30102,169.9467,168.6919144,3075,-22.6096,-19.5237,NA,NA,NA,NA,NA,NA,NA,NA
1187.5145,762.48555,162.7733,168.7296977,3076,-20.9306,-16.9369,NA,NA,NA,NA,NA,NA,NA,NA
1187.3299,762.67007,156.8867,168.7674811,3077,-19.3654,-13.6549,NA,NA,NA,NA,NA,NA,NA,NA
1187.1454,762.8546,156.1067,168.8052645,3078,-13.817,-10.5452,NA,NA,NA,NA,NA,NA,NA,NA
1186.9609,763.03912,160.9267,168.8430479,3079,-5.4224,-6.9299,NA,NA,NA,NA,NA,NA,NA,NA
1186.7764,763.22365,173.11,168.8808312,3080,-1.0264,-3.2199,NA,NA,NA,NA,NA,NA,NA,NA
1186.5918,763.40817,179.3267,168.9186146,3081,3.302,-0.2234,NA,NA,NA,NA,NA,NA,NA,NA
1186.4073,763.5927,180.1633,168.956398,3082,4.5639,2.7318,NA,NA,NA,NA,NA,NA,NA,NA
1186.2228,763.77722000000006,179.87,168.9918182,3083,3.8699,5.1348,NA,NA,NA,NA,NA,NA,NA,NA
1186.0383,763.96175,180.96,169.0259091,3084,7.9542,6.6221,NA,NA,NA,NA,NA,NA,NA,NA
1185.7986,764.20142,182.16,169.06,3085,13.721,7.4871,NA,NA,NA,NA,NA,NA,NA,NA
1185.5445,764.45552,182.17,169.0980228,3086,15.3469,7.6819,NA,NA,NA,NA,NA,NA,NA,NA
1185.2904,764.70962,183.4467,169.1360456,3087,13.0499,7.0594,NA,NA,NA,NA,NA,NA,NA,NA
1185.0363,764.96372,184.3133,169.1739623,3088,8.12,5.9234,NA,NA,NA,NA,NA,NA,NA,NA
1184.7822,765.21782,184.2633,169.2116981,3089,3.8972,4.103,NA,NA,NA,NA,NA,NA,NA,NA
1184.5281,765.47193,185.7,169.249434,3090,-0.2216,1.7908,NA,NA,NA,NA,NA,NA,NA,NA
1184.2734,765.72657,185.53,169.2872727,3091,-4.0912,-0.4214,NA,NA,NA,NA,NA,NA,NA,NA
1184.0163,765.9837,185.08,169.3251515,3092,-8.6747,-2.9825,NA,NA,NA,NA,NA,NA,NA,NA
1183.7592,766.24082,185.3167,169.3627273,3093,-7.5106,-5.4776,NA,NA,NA,NA,NA,NA,NA,NA
1183.5021,766.49795,183.2933,169.3968182,3094,-9.3114,-7.465,NA,NA,NA,NA,NA,NA,NA,NA
1183.2476,766.75243,178.42,169.4309091,3095,-15.7463,-9.1913,NA,NA,NA,NA,NA,NA,NA,NA
1182.9935,767.00653,171.58,169.4677778,3096,-13.9296,-10.7349,NA,NA,NA,NA,NA,NA,NA,NA
1182.7394,767.26063,171.62,169.5081818,3097,-12.1023,-11.8848,NA,NA,NA,NA,NA,NA,NA,NA
1182.4853,767.51472,175.7367,169.5485859,3098,-10.9547,-12.4953,NA,NA,NA,NA,NA,NA,NA,NA
1182.2312,767.76882,173.34,169.5889899,3099,-11.0842,-12.7616,NA,NA,NA,NA,NA,NA,NA,NA
1181.9771,768.02292,168.67,169.626927,3100,-14.1114,-12.6009,NA,NA,NA,NA,NA,NA,NA,NA
1181.723,768.27702,167.3033,169.6621914,3101,1.3653,-12.1242,NA,NA,NA,NA,NA,NA,NA,NA
1181.4689,768.53112,167.81,169.6974559,3102,11.3968,-11.3501,NA,NA,NA,NA,NA,NA,NA,NA
1181.2148,768.78522,166.43,169.7327204,3103,-10.1707,-10.1566,NA,NA,NA,NA,NA,NA,NA,NA
1180.9607,769.03932,166.67,169.7693182,3104,-21.3814,-8.5437,NA,NA,NA,NA,NA,NA,NA,NA
1180.7066,769.29342,166.7533,169.807197,3105,-30.5939,-6.909,NA,NA,NA,NA,NA,NA,NA,NA
1180.4525,769.54752,164.5733,169.8450758,3106,-36.6613,-4.8882,NA,NA,NA,NA,NA,NA,NA,NA
1180.1984,769.80162,166.7833,169.8829546,3107,-9.8638,-2.7266,NA,NA,NA,NA,NA,NA,NA,NA
1179.9423,770.0577,170.1667,169.9208333,3108,21.5006,-0.9401,NA,NA,NA,NA,NA,NA,NA,NA
1179.6852,770.31482,173.0567,169.9587121,3109,24.7556,0.8131,NA,NA,NA,NA,NA,NA,NA,NA
1179.4281,770.57195,174.7533,169.9965909,3110,16.6964,2.1734,NA,NA,NA,NA,NA,NA,NA,NA
1179.172,770.82803,176.3933,170.0334487,3111,13.9965,2.9573,NA,NA,NA,NA,NA,NA,NA,NA
1178.9179,771.08213,177.65,170.0702054,3112,11.7594,3.3689,NA,NA,NA,NA,NA,NA,NA,NA
1178.6638,771.33623,179.27,170.1069622,3113,4.5444,3.4455,NA,NA,NA,NA,NA,NA,NA,NA
1178.4097,771.59033,178.91,170.1437189,3114,-1.0827,3.2299,NA,NA,NA,NA,NA,NA,NA,NA
1178.1556,771.84443,178.8,170.1804757,3115,-8.6569,2.9272,NA,NA,NA,NA,NA,NA,NA,NA
1177.9015,772.09852,178.9067,170.2172324,3116,-13.9023,2.5876,NA,NA,NA,NA,NA,NA,NA,NA
1177.6474,772.35262,178.35,170.2539892,3117,-6.8266,2.3558,NA,NA,NA,NA,NA,NA,NA,NA
1177.3933,772.60672,178.3467,170.290746,3118,2.9278,2.3112,NA,NA,NA,NA,NA,NA,NA,NA
1177.1392,772.86082,178.42,170.3275027,3119,7.0513,2.4669,NA,NA,NA,NA,NA,NA,NA,NA
1176.8851,773.11492,177.58,170.3625,3120,5.123,2.8416,NA,NA,NA,NA,NA,NA,NA,NA
1176.6297,773.37032,176.5267,170.3965909,3121,4.5561,3.33,NA,NA,NA,NA,NA,NA,NA,NA
1176.3726,773.62745,176.89,170.4307576,3122,5.7848,3.9385,NA,NA,NA,NA,NA,NA,NA,NA
1176.1154,773.88457,178.5,170.4686364,3123,4.3426,4.721,NA,NA,NA,NA,NA,NA,NA,NA
1175.8587,774.14133,179.1967,170.5065152,3124,8.0132,5.598,NA,NA,NA,NA,NA,NA,NA,NA
1175.6046,774.39543,179.78,170.5443939,3125,10.9295,6.3718,NA,NA,NA,NA,NA,NA,NA,NA
1175.3505,774.64953,179.8733,170.5822727,3126,4.2872,7.2184,NA,NA,NA,NA,NA,NA,NA,NA
1175.0964,774.90363,178.32,170.6201515,3127,3.3232,8.0129,NA,NA,NA,NA,NA,NA,NA,NA
1174.8423,775.15773,178.28,170.6579245,3128,5.6586,8.6193,NA,NA,NA,NA,NA,NA,NA,NA
1174.5882,775.41183,179.89,170.6956604,3129,11.4385,9.1773,NA,NA,NA,NA,NA,NA,NA,NA
1174.3341,775.66593,179.7433,170.7332386,3130,16.5079,9.5704,NA,NA,NA,NA,NA,NA,NA,NA
1174.08,775.92003,175.2967,170.7692235,3131,11.7343,9.7679,NA,NA,NA,NA,NA,NA,NA,NA
1173.8259,776.17413,171.7267,170.8052083,3132,8.9454,9.8276,NA,NA,NA,NA,NA,NA,NA,NA
1173.5718,776.42822,166.31,170.8411932,3133,14.5116,9.7421,NA,NA,NA,NA,NA,NA,NA,NA
1173.3177,776.68232,156.8967,170.877178,3134,7.7519,9.5157,NA,NA,NA,NA,NA,NA,NA,NA
1173.0636,776.93642,152.3867,170.9131629,3135,4.3415,9.2338,NA,NA,NA,NA,NA,NA,NA,NA
1172.8095,777.19052,151.34,170.9506818,3136,6.1835,8.8514,NA,NA,NA,NA,NA,NA,NA,NA
1172.5554,777.44462,151.0867,170.9885606,3137,4.3796,8.4264,NA,NA,NA,NA,NA,NA,NA,NA
1172.2986,777.70145,149.67,171.0264394,3138,8.0158,8.0397,NA,NA,NA,NA,NA,NA,NA,NA
1172.0414,777.95857,149.7633,171.0643182,3139,14.8131,7.5959,NA,NA,NA,NA,NA,NA,NA,NA
1171.7843,778.2157,149.7533,171.102197,3140,8.5616,7.1612,NA,NA,NA,NA,NA,NA,NA,NA
1171.529,778.47103,150.5467,171.1400378,3141,2.0935,6.7854,NA,NA,NA,NA,NA,NA,NA,NA
1171.2749,778.72513,150.8867,171.177845,3142,1.0163,6.4175,NA,NA,NA,NA,NA,NA,NA,NA
1171.0208,778.97923,153.5067,171.2156522,3143,3.5353,6.0086,NA,NA,NA,NA,NA,NA,NA,NA
1170.7667,779.23333,157.5867,171.2534594,3144,6.6912,5.5836,NA,NA,NA,NA,NA,NA,NA,NA
1170.5126,779.48743,163.42,171.2912665,3145,5.9294,5.1939,NA,NA,NA,NA,NA,NA,NA,NA
1170.2585,779.74153,164.95,171.3286364,3146,8.4557,4.72,NA,NA,NA,NA,NA,NA,NA,NA
1170.0044,779.99563,161.86,171.3646212,3147,11.1183,4.2083,NA,NA,NA,NA,NA,NA,NA,NA
1169.7532,780.24675,161.2267,171.4006061,3148,3.3421,3.7368,NA,NA,NA,NA,NA,NA,NA,NA
1169.5022,780.49783,164.1933,171.4365909,3149,1.972,3.1975,NA,NA,NA,NA,NA,NA,NA,NA
1169.2511,780.7489,163,171.4725758,3150,5.9648,2.7041,NA,NA,NA,NA,NA,NA,NA,NA
1169.0021,780.99793,162.98,171.5085606,3151,1.6813,2.3353,NA,NA,NA,NA,NA,NA,NA,NA
1168.754,781.24598,164.39,171.5463636,3152,-1.7028,2.0654,NA,NA,NA,NA,NA,NA,NA,NA
1168.506,781.49403,171.0533,171.5842424,3153,0.897,1.9203,NA,NA,NA,NA,NA,NA,NA,NA
1168.2568,781.7432,176.2233,171.6220755,3154,7.3962,1.9812,NA,NA,NA,NA,NA,NA,NA,NA
1168.0057,781.99428,177.3367,171.6598113,3155,5.7877,2.227,NA,NA,NA,NA,NA,NA,NA,NA
1167.7546,782.24535,175.7233,171.6975472,3156,-8.5885,2.7324,NA,NA,NA,NA,NA,NA,NA,NA
1167.5038,782.49623,171.23,171.7353788,3157,-8.616,3.4587,NA,NA,NA,NA,NA,NA,NA,NA
1167.2557,782.74428,168.1133,171.7732576,3158,4.5926,4.2543,NA,NA,NA,NA,NA,NA,NA,NA
1167.0077000000001,782.99233,166.1433,171.8110227,3159,9.4508,5.2887,NA,NA,NA,NA,NA,NA,NA,NA
1166.7596,783.24038,165.4833,171.8451136,3160,8.2902,6.3522,NA,NA,NA,NA,NA,NA,NA,NA
1166.5093,783.49073,164.8867,171.8792046,3161,8.9396,7.2855,NA,NA,NA,NA,NA,NA,NA,NA
1166.2582,783.7418,164.0233,171.9147727,3162,9.4476,8.1618,NA,NA,NA,NA,NA,NA,NA,NA
1166.0071,783.99288,163.8633,171.9526515,3163,12.4093,9.0496,NA,NA,NA,NA,NA,NA,NA,NA
1165.756,784.24395,163.2033,171.9905303,3164,17.9794,9.8189,NA,NA,NA,NA,NA,NA,NA,NA
1165.505,784.49503,162.95,172.0284091,3165,20.9098,10.4096,NA,NA,NA,NA,NA,NA,NA,NA
1165.2539,784.7461,164.73,172.0662879,3166,13.399,11.0329,NA,NA,NA,NA,NA,NA,NA,NA
1165.0033,784.99673,166.09,172.1041667,3167,9.3176,11.6655,NA,NA,NA,NA,NA,NA,NA,NA
1164.7552,785.24478,165.76,172.1420455,3168,9.577,12.3061,NA,NA,NA,NA,NA,NA,NA,NA
1164.5072,785.49283,165.31,172.1799242,3169,7.2087,13.1975,NA,NA,NA,NA,NA,NA,NA,NA
1164.2591,785.74088,163.59,172.2159623,3170,7.0102,14.2524,NA,NA,NA,NA,NA,NA,NA,NA
1164.0085,785.99148,161.8333,172.2499245,3171,6.8751,15.3479,NA,NA,NA,NA,NA,NA,NA,NA
1163.7574,786.24255,161.76,172.2838868,3172,7.851,16.5376,NA,NA,NA,NA,NA,NA,NA,NA
1163.5064,786.49363,163.6067,172.3210606,3173,9.9414,17.903,NA,NA,NA,NA,NA,NA,NA,NA
1163.2569,786.74308,164.9767,172.3589394,3174,14.113,19.119,NA,NA,NA,NA,NA,NA,NA,NA
1163.0089,786.99113,166.24,172.3968182,3175,28.8266,19.9125,NA,NA,NA,NA,NA,NA,NA,NA
1162.7608,787.23918,165.0067,172.434697,3176,32.5175,20.321,NA,NA,NA,NA,NA,NA,NA,NA
1162.5121,787.48793,164.08,172.4725758,3177,19.5181,20.028,NA,NA,NA,NA,NA,NA,NA,NA
1162.261,787.739,165.0467,172.5104546,3178,17.7465,19.0727,NA,NA,NA,NA,NA,NA,NA,NA
1162.0099,787.99008,164.1,172.5483333,3179,16.3825,17.0851,NA,NA,NA,NA,NA,NA,NA,NA
1161.7588,788.24115,164.2633,172.5862121,3180,19.4102,14.255,NA,NA,NA,NA,NA,NA,NA,NA
1161.5078,788.49223,166.4667,172.6223251,3181,21.2119,10.9808,NA,NA,NA,NA,NA,NA,NA,NA
1161.2567,788.7433,166.9367,172.658242,3182,19.3403,7.1183,NA,NA,NA,NA,NA,NA,NA,NA
1161.0056,788.99438,166.63,172.6941588,3183,14.042,2.1676,NA,NA,NA,NA,NA,NA,NA,NA
1160.7564,789.24358,168.5467,172.7300756,3184,2.5295,-3.0353,NA,NA,NA,NA,NA,NA,NA,NA
1160.5084,789.49163,170.64,172.7659924,3185,-9.5259,-7.6328,NA,NA,NA,NA,NA,NA,NA,NA
1160.2603,789.73968,170.8467,172.8031061,3186,-15.253,-12.6014,NA,NA,NA,NA,NA,NA,NA,NA
1160.0113,789.98868,170.7433,172.8409849,3187,-29.894,-16.7865,NA,NA,NA,NA,NA,NA,NA,NA
1159.7602,790.23975,169.38,172.8788636,3188,-37.7843,-19.7695,NA,NA,NA,NA,NA,NA,NA,NA
1159.5092,790.49083,169.5533,172.9167424,3189,-38.8052,-22.1879,NA,NA,NA,NA,NA,NA,NA,NA
1159.2581,790.7419,169.92,172.9546212,3190,-39.6867,-23.3671,NA,NA,NA,NA,NA,NA,NA,NA
1159.007,790.99298,171.71,172.9925,3191,-33.5548,-23.5054,NA,NA,NA,NA,NA,NA,NA,NA
1158.7559,791.24405,173.79,173.0303788,3192,-17.9203,-22.8679,NA,NA,NA,NA,NA,NA,NA,NA
1158.5049,791.49513,174.8367,173.0682576,3193,-1.8191,-21.3369,NA,NA,NA,NA,NA,NA,NA,NA
1158.2559,791.74408,176.0133,173.1061364,3194,-0.8949,-19.1975,NA,NA,NA,NA,NA,NA,NA,NA
1158.0079,791.99213,176.6733,173.1440152,3195,-7.791,-16.9205,NA,NA,NA,NA,NA,NA,NA,NA
1157.7598,792.24018,174.9233,173.1818868,3196,-18.1726,-14.0084,NA,NA,NA,NA,NA,NA,NA,NA
1157.5106,792.48943,173.7333,173.2196226,3197,-20.345,-11.0442,NA,NA,NA,NA,NA,NA,NA,NA
1157.2595,792.7405,171.7067,173.2573585,3198,-5.4641,-8.3428,NA,NA,NA,NA,NA,NA,NA,NA
1157.0084,792.99158,171.0367,173.2943939,3199,0.8799,-5.228,NA,NA,NA,NA,NA,NA,NA,NA
1156.7576,793.24238,170.65,173.3303788,3200,-6.0431,-2.3839,NA,NA,NA,NA,NA,NA,NA,NA
1156.5096,793.49043,170,173.3663636,3201,-5.4089,0.0514,NA,NA,NA,NA,NA,NA,NA,NA
1156.2615,793.73848,168.68,173.4023485,3202,-0.6356,2.3152,NA,NA,NA,NA,NA,NA,NA,NA
1156.0135,793.98653,168.02,173.4383333,3203,4.1086,4.6578,NA,NA,NA,NA,NA,NA,NA,NA
1155.763,794.23695,169.3833,173.4743182,3204,5.1302,6.6218,NA,NA,NA,NA,NA,NA,NA,NA
1155.512,794.48803,172.1,173.510303,3205,6.3067,8.0658,NA,NA,NA,NA,NA,NA,NA,NA
1155.2609,794.7391,170.8833,173.5462879,3206,10.7227,9.3413,NA,NA,NA,NA,NA,NA,NA,NA
1155.0098,794.99018,170.0967,173.5822727,3207,9.6767,10.1266,NA,NA,NA,NA,NA,NA,NA,NA
1154.7587,795.24125,170.1,173.6182576,3208,15.7688,10.4556,NA,NA,NA,NA,NA,NA,NA,NA
1154.5077000000001,795.49233,170.5867,173.6542424,3209,22.4336,10.4386,NA,NA,NA,NA,NA,NA,NA,NA
1154.2571,795.74288,170.1267,173.6948679,3210,15.3612,10.0228,NA,NA,NA,NA,NA,NA,NA,NA
1154.0091,795.99093,169.3733,173.7363774,3211,3.9133,9.2547,NA,NA,NA,NA,NA,NA,NA,NA
1153.761,796.23898,169.14,173.7765019,3212,-1.3293,8.3283,NA,NA,NA,NA,NA,NA,NA,NA
1153.513,796.48703,169.4,173.8107224,3213,-1.4025,7.039,NA,NA,NA,NA,NA,NA,NA,NA
1153.2623,796.7377,169.9433,173.844943,3214,2.779,5.6209,NA,NA,NA,NA,NA,NA,NA,NA
1153.0112,796.98878,170.8467,173.8812121,3215,5.3684,4.2401,NA,NA,NA,NA,NA,NA,NA,NA
1152.7601,797.23985,171.55,173.9190909,3216,5.9926,2.5318,NA,NA,NA,NA,NA,NA,NA,NA
1152.5108,797.48923,172.2833,173.9569697,3217,4.617,0.8334,NA,NA,NA,NA,NA,NA,NA,NA
1152.2627,797.73728,174.8,173.994717,3218,1.6767,-0.7424,NA,NA,NA,NA,NA,NA,NA,NA
1152.0147,797.98533,177.3067,174.0324528,3219,0.331,-2.3276,NA,NA,NA,NA,NA,NA,NA,NA
1151.7658,798.23415,177.9567,174.0702273,3220,0.8264,-4.1167,NA,NA,NA,NA,NA,NA,NA,NA
1151.5148,798.48523,178.8333,174.1081061,3221,-8.1964,-5.779,NA,NA,NA,NA,NA,NA,NA,NA
1151.2637,798.7363,182.09,174.1459849,3222,-13.5612,-7.1398,NA,NA,NA,NA,NA,NA,NA,NA
1151.0126,798.98738,183.9367,174.1837736,3223,-3.2608,-8.5247,NA,NA,NA,NA,NA,NA,NA,NA
1150.0606,799.93944,185.5933,174.2215094,3224,-8.5619,-9.6163,NA,NA,NA,NA,NA,NA,NA,NA
1149.0714,800.92862,185.8233,174.2592453,3225,-18.5541,-10.3756,NA,NA,NA,NA,NA,NA,NA,NA
1148.0822,801.91779,184.8067,174.2971212,3226,-18.942,-10.997,NA,NA,NA,NA,NA,NA,NA,NA
1147.0911,802.90892,183.1433,174.335,3227,-18.3723,-11.3355,NA,NA,NA,NA,NA,NA,NA,NA
1146.0989,803.90112,179.8267,174.3720202,3228,-8.2794,-11.4704,NA,NA,NA,NA,NA,NA,NA,NA
1145.1067,804.89332,177.56,174.4073737,3229,-5.999,-11.4871,NA,NA,NA,NA,NA,NA,NA,NA
1144.1155,805.88449,175.39,174.4427273,3230,-11.5969,-11.4156,NA,NA,NA,NA,NA,NA,NA,NA
1143.1263,806.87367,173.8433,174.4780808,3231,-5.8415,-11.3069,NA,NA,NA,NA,NA,NA,NA,NA
1142.1372,807.86284,173.4567,174.5143667,3232,7.2913,-11.2063,NA,NA,NA,NA,NA,NA,NA,NA
1141.148,808.85202,172.7367,174.5521739,3233,-2.3323,-11.0971,NA,NA,NA,NA,NA,NA,NA,NA
1140.1588,809.84119,170.45,174.5899811,3234,-27.2583,-10.9931,NA,NA,NA,NA,NA,NA,NA,NA
1139.1696,810.83037,169.0367,174.6277883,3235,-32.5003,-10.8861,NA,NA,NA,NA,NA,NA,NA,NA
1138.1805,811.81954,169.1567,174.6655955,3236,-14.5018,-10.7375,NA,NA,NA,NA,NA,NA,NA,NA
1137.1913,812.80872,167.6967,174.7034091,3237,-5.402,-10.5827,NA,NA,NA,NA,NA,NA,NA,NA
1136.2021,813.79789,166.41,174.7412879,3238,-1.8136,-10.4443,NA,NA,NA,NA,NA,NA,NA,NA
1135.2129,814.78707,166.4867,174.7791667,3239,-2.3154,-10.3243,NA,NA,NA,NA,NA,NA,NA,NA
1134.2225,815.77752,165.7033,174.8170455,3240,-11.7072,-10.2226,NA,NA,NA,NA,NA,NA,NA,NA
1133.2303,816.76972,163.9567,174.854943,3241,-13.5513,-10.169,NA,NA,NA,NA,NA,NA,NA,NA
1132.2381,817.76192,159.49,174.8929658,3242,-10.2167,-10.1567,NA,NA,NA,NA,NA,NA,NA,NA
1131.2462,818.75377,152.7367,174.9309886,3243,-11.1469,-10.1775,NA,NA,NA,NA,NA,NA,NA,NA
1130.2571,819.74294,150.4367,174.9676768,3244,-14.8036,-10.2223,NA,NA,NA,NA,NA,NA,NA,NA
1129.2679,820.73212,151,175.0030303,3245,-14.8787,-10.2727,NA,NA,NA,NA,NA,NA,NA,NA
1128.2787,821.72129,153.6633,175.0383838,3246,-5.7454,-10.3257,NA,NA,NA,NA,NA,NA,NA,NA
1127.2895,822.71047,155.2367,175.0737374,3247,2.0795,-10.3409,NA,NA,NA,NA,NA,NA,NA,NA
1126.3004,823.69964,154.3567,175.110403,3248,-1.9861,-10.2897,NA,NA,NA,NA,NA,NA,NA,NA
1125.3112,824.68882,153.91,175.1481864,3249,-7.1447,-10.1346,NA,NA,NA,NA,NA,NA,NA,NA
1124.322,825.67799,153.1933,175.1859698,3250,-16.1182,-9.7631,NA,NA,NA,NA,NA,NA,NA,NA
1123.3328,826.66717,152.86,175.2237532,3251,-21.2553,-9.1503,NA,NA,NA,NA,NA,NA,NA,NA
1122.3437,827.65634,152.4533,175.2615909,3252,-12.0832,-8.3387,NA,NA,NA,NA,NA,NA,NA,NA
1121.3539,828.64612,150.57,175.2994697,3253,-9.707,-7.062,NA,NA,NA,NA,NA,NA,NA,NA
1120.3617,829.63832,150.4833,175.3373485,3254,-1.793,-5.5465,NA,NA,NA,NA,NA,NA,NA,NA
1119.3695,830.63052,150.92,175.3750943,3255,-4.3749,-3.9269,NA,NA,NA,NA,NA,NA,NA,NA
1118.3773,831.62272,150.2767,175.4128302,3256,-6.5277,-1.784,NA,NA,NA,NA,NA,NA,NA,NA
1117.3878,832.61222,150.2567,175.449899,3257,1.617,0.3399,NA,NA,NA,NA,NA,NA,NA,NA
1116.3986,833.60139,150.57,175.4852525,3258,4.4793,2.3448,NA,NA,NA,NA,NA,NA,NA,NA
1115.4094,834.59057,150.7433,175.5206061,3259,5.406,4.331,NA,NA,NA,NA,NA,NA,NA,NA
1114.8528,835.14715,150.8067,175.5559596,3260,9.2301,6.5404,NA,NA,NA,NA,NA,NA,NA,NA
1114.6018,835.39823,148.3767,175.5921029,3261,12.2105,8.4481,NA,NA,NA,NA,NA,NA,NA,NA
1114.3507,835.6493,145.77,175.6299244,3262,6.9525,9.9627,NA,NA,NA,NA,NA,NA,NA,NA
1114.0988,835.90122,143.8033,175.6677458,3263,14.4598,11.4454,NA,NA,NA,NA,NA,NA,NA,NA
1113.8447,836.15532,142.7833,175.7055673,3264,23.4295,12.4993,NA,NA,NA,NA,NA,NA,NA,NA
1113.5906,836.40943,141.9767,175.7433888,3265,17.8111,13.1755,NA,NA,NA,NA,NA,NA,NA,NA
1113.3365,836.66353,141.66,175.7812103,3266,-4.2034,13.6349,NA,NA,NA,NA,NA,NA,NA,NA
1113.0853,836.91468,141.3533,175.8190318,3267,4.3389,13.724,NA,NA,NA,NA,NA,NA,NA,NA
1112.8342,837.16575,140.3267,175.8555492,3268,16.0299,13.529,NA,NA,NA,NA,NA,NA,NA,NA
1112.5832,837.41683,139.14,175.8915341,3269,15.9198,13.0748,NA,NA,NA,NA,NA,NA,NA,NA
1112.3321,837.6679,137.7133,175.9275189,3270,13.8232,12.2218,NA,NA,NA,NA,NA,NA,NA,NA
1112.081,837.91898,137.5833,175.9635038,3271,14.1845,11.115,NA,NA,NA,NA,NA,NA,NA,NA
1111.8299,838.17005,137.0767,175.9994886,3272,13.2157,9.8819,NA,NA,NA,NA,NA,NA,NA,NA
1111.5778,838.42223,135.41,176.0364593,3273,10.5708,8.2169,NA,NA,NA,NA,NA,NA,NA,NA
1111.3237,838.67633,131.8967,176.0747368,3274,10.5165,6.5596,NA,NA,NA,NA,NA,NA,NA,NA
1111.0696,838.93043,130.9167,176.1129524,3275,12.9203,5.0343,NA,NA,NA,NA,NA,NA,NA,NA
1110.8156,839.18435,129.1067,176.1510476,3276,12.2891,3.3441,NA,NA,NA,NA,NA,NA,NA,NA
1110.5646,839.43543,127.6567,176.1884076,3277,5.2781,2.0759,NA,NA,NA,NA,NA,NA,NA,NA
1110.3135,839.6865,128.76,176.2234395,3278,-4.3859,1.2405,NA,NA,NA,NA,NA,NA,NA,NA
1110.0624,839.93758,129.9333,176.2584713,3279,-16.467,0.8011,NA,NA,NA,NA,NA,NA,NA,NA
1109.7227,840.2773,132.0067,176.2938168,3280,-19.0965,0.8317,NA,NA,NA,NA,NA,NA,NA,NA
