year (AD) [1-1],age (yr BP) [1-1],CaCO3 (Percent) [1-1],C14age (C14yr BP) [1-1],year (AD) [2-1],age (yr BP) [2-1],S (Percent) [2-1],year (AD) [3-1],age (yr BP) [3-1],d18OPyrgophorusSp_ (permil) [3-1],d18OPhysocypriaSp_ (permil) [3-1],d13CPyrgophorusSp_ (permil) [3-1],d13CPhysocypriaSp_ (permil) [3-1],year (AD) [4-1],age (yr BP) [4-1],d18OCyprinotusSp_ (permil) [4-1],d13CCyprinotusSp_ (permil) [4-1],year (AD) [5-1],age (yr BP) [5-1],d18OAmmoniaBeccarii (permil) [5-1],d13CAmmoniaBeccarii (permil) [5-1],TotalAmmoniaBeccarii (unitless) [5-1],year (AD) [6-1],age (yr BP) [6-1],d18OTerrestrialGastropods (permil) [6-1],d13CTerrestrialGastropods (permil) [6-1]
-362.12,2312.12,9.83,2254.667,-567.62,2517.62,2.17,-362.12,2312.12,1.75,1.65,-1.2,-7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-382.67,2332.67,65.68,2272.645,-588.17,2538.17,3.94,-382.67,2332.67,1.28,2.02,-1.56,-4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-403.22,2353.22,36.92,2290.623,-608.72,2558.72,3.44,-403.22,2353.22,2.38,2.45,0.44,-3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-423.77,2373.77,60.92,2308.601,-629.27,2579.27,2.96,-423.77,2373.77,0.25,2.07,-1.71,-3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-444.32,2394.32,56.25,2326.579,-649.82,2599.82,4.25,-444.32,2394.32,2.39,1.82,-0.98,-1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-464.87,2414.87,76.75,2344.557,-670.37,2620.37,3.04,-464.87,2414.87,0.99,2.22,-1.14,-3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-485.42,2435.42,45.58,2362.535,-690.92,2640.92,0.48,-485.42,2435.42,0.15,1.87,-2.34,-7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-505.97,2455.97,41.17,2380.513,-711.47,2661.47,0.63,-505.97,2455.97,NA,1.34,NA,-2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-526.52,2476.52,42.5,2398.491,-732.02,2682.02,1.48,-526.52,2476.52,-0.59,NA,-0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-547.07,2497.07,52.42,2416.469,-752.57,2702.57,1.87,-547.07,2497.07,2.56,2.51,-0.71,-1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-567.62,2517.62,59,2434.447,-773.12,2723.12,2.26,-567.62,2517.62,2.55,2.48,-0.56,-2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-588.17,2538.17,35.75,2452.425,-793.67,2743.67,3.21,-588.17,2538.17,2.32,2.22,-1.06,-1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-608.72,2558.72,52.33,2470.403,-814.22,2764.22,1.9,-608.72,2558.72,1.76,2.09,-0.29,-2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-629.27,2579.27,56.58,2488.381,-834.77,2784.77,2.13,-629.27,2579.27,2.61,2.09,0.22,-1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-649.82,2599.82,24.17,2506.359,-855.32,2805.32,2.73,-649.82,2599.82,1.82,2.87,0.31,-1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-670.37,2620.37,53.58,2524.337,-875.87,2825.87,2.15,-670.37,2620.37,1.69,1.8,-0.26,-4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-690.92,2640.92,95.08,2542.315,-896.42,2846.42,2.26,-690.92,2640.92,-0.64,1.93,-3.84,-6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-711.47,2661.47,93.75,2560.293,-916.97,2866.97,2.37,-711.47,2661.47,-0.12,2.49,-1.07,-4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-732.02,2682.02,61,2578.271,-937.52,2887.52,2.32,-732.02,2682.02,1.62,2.37,-0.04,-1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-752.57,2702.57,68.58,2596.249,-958.07,2908.07,2.87,-752.57,2702.57,1.87,1.97,-1.26,-2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-773.12,2723.12,60.08,2614.227,-978.62,2928.62,2.79,-773.12,2723.12,2.25,2.65,0.06,-1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-793.67,2743.67,39.33,2632.205,-1127.6075,3077.6075,2.19,-793.67,2743.67,2.16,1.96,-0.7,-1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-814.22,2764.22,67.08,2650.183,-1132.745,3082.745,1.83,-814.22,2764.22,1.09,2.06,-0.26,-1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-834.77,2784.77,63.5,2668.161,-1143.02,3093.02,2.09,-834.77,2784.77,1.23,2.15,-0.47,-1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-855.32,2805.32,58,2686.139,-1163.57,3113.57,0.76,-855.32,2805.32,2.47,1.71,0.27,-1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-875.87,2825.87,69.83,2704.117,-1184.12,3134.12,0.71,-875.87,2825.87,2.16,1.94,0.43,-1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-896.42,2846.42,57.58,2722.095,-1204.67,3154.67,0.59,-896.42,2846.42,NA,2.32,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-916.97,2866.97,60.08,2740.073,-1225.22,3175.22,0.98,-916.97,2866.97,1.17,1.89,-0.65,-1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-937.52,2887.52,63.42,2758.051,-1245.77,3195.77,0.7,-937.52,2887.52,1.87,1.78,0.25,-1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-958.07,2908.07,58.58,2776.029,-1266.32,3216.32,0.95,-958.07,2908.07,2.57,1.75,0.25,-1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-978.62,2928.62,51.92,2794.007,-1276.595,3226.595,0.76,-978.62,2928.62,2.93,1.84,0.87,-1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1127.6075,3077.6075,61.08,2924.3475,-1286.87,3236.87,0.52,-1127.6075,3077.6075,2.12,1.74,0.42,-0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1132.745,3082.745,71.58,2928.842,-1307.42,3257.42,0.61,-1132.745,3082.745,1.04,1.96,-0.58,-0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1143.02,3093.02,66.33,2937.831,-1311.53,3261.53,0.58,-1143.02,3093.02,1.08,1.98,-0.57,-1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1163.57,3113.57,86.17,2955.809,-1317.695,3267.695,NA,-1163.57,3113.57,1.53,1.74,0.02,-1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1184.12,3134.12,88.08,2973.787,-1321.805,3271.805,NA,-1184.12,3134.12,1.5,2,-0.1,-2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1204.67,3154.67,93.17,2991.765,-1327.97,3277.97,0.58,-1204.67,3154.67,1.23,1.65,-0.94,-4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1225.22,3175.22,82.92,3009.743,-1348.52,3298.52,0.62,-1225.22,3175.22,1.19,1.63,-0.21,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1245.77,3195.77,88,3027.721,-1353.6575,3303.6575,NA,-1245.77,3195.77,0.79,1.3,-0.44,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1266.32,3216.32,81.5,3045.699,-1358.795,3308.795,1.13,-1266.32,3216.32,-0.77,NA,-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1276.595,3226.595,88.5,3054.688,-1363.9325,3313.9325,NA,-1276.595,3226.595,1.73,0.8,0.23,-2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1286.87,3236.87,91.83,3063.677,-1369.07,3319.07,0.78,-1286.87,3236.87,1.8,1.99,-1.13,-3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1307.42,3257.42,91.5,3081.655,-1389.62,3339.62,0.59,-1307.42,3257.42,-0.17,NA,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1311.53,3261.53,NA,3085.2506,-1410.17,3360.17,0.72,-1311.53,3261.53,NA,1.95,NA,-2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1317.695,3267.695,91.5,3090.644,-1430.72,3380.72,1.53,-1317.695,3267.695,NA,1.72,NA,-4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1321.805,3271.805,NA,3094.2396,-1440.995,3390.995,2.79,-1321.805,3271.805,1.47,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1327.97,3277.97,90.83,3099.633,-1451.27,3401.27,2.14,-1327.97,3277.97,0.3,1.91,-0.94,-3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1348.52,3298.52,92.92,3117.611,-1471.82,3421.82,0.95,-1348.52,3298.52,1.84,NA,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1353.6575,3303.6575,NA,3122.1055,-1476.9575,3426.9575,NA,-1353.6575,3303.6575,NA,2.37,NA,-2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1358.795,3308.795,79.42,3126.6,-1482.095,3432.095,2.56,-1358.795,3308.795,1.58,NA,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1363.9325,3313.9325,NA,3131.0945,-1487.2325,3437.2325,NA,-1363.9325,3313.9325,NA,2.27,NA,-1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1369.07,3319.07,92.58,3135.589,-1502.645,3452.645,2.29,-1369.07,3319.07,1.45,1.76,-0.92,-2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1389.62,3339.62,87.92,3153.567,-1512.92,3462.92,NA,-1389.62,3339.62,1.6,1.77,-0.35,-2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1410.17,3360.17,86.67,3171.545,-1523.195,3473.195,1.26,-1410.17,3360.17,0.84,1.77,-0.45,-2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1430.72,3380.72,76.08,3189.523,-1528.3325,3478.3325,NA,-1430.72,3380.72,1,1.8,-0.65,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1440.995,3390.995,59.25,3198.512,-1533.47,3483.47,2.37,-1440.995,3390.995,0.24,NA,-0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1451.27,3401.27,71.33,3207.501,-1554.02,3504.02,2.27,-1451.27,3401.27,0.35,2.18,-1.21,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1471.82,3421.82,84.58,3225.479,-1574.57,3524.57,2.79,-1471.82,3421.82,1,NA,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1476.9575,3426.9575,NA,3229.9735,-1595.12,3545.12,2.62,-1476.9575,3426.9575,NA,2.23,NA,-1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1482.095,3432.095,57.58,3234.468,-1615.67,3565.67,2.17,-1482.095,3432.095,0.93,NA,-0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1487.2325,3437.2325,NA,3238.9625,-1625.945,3575.945,2.17,-1487.2325,3437.2325,NA,1.85,NA,-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1502.645,3452.645,67.67,3252.446,-1636.22,3586.22,4.03,-1502.645,3452.645,1.75,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1512.92,3462.92,NA,3261.435,-1656.77,3606.77,2.98,-1512.92,3462.92,NA,2.19,NA,-0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1523.195,3473.195,59.42,3270.424,-1677.32,3627.32,1.27,-1523.195,3473.195,2.07,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1528.3325,3478.3325,NA,3274.9185,-1687.595,3637.595,0.85,-1528.3325,3478.3325,NA,2.06,NA,-1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1533.47,3483.47,53.58,3279.413,-1708.145,3658.145,1.03,-1533.47,3483.47,2.06,2.14,-0.56,-0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1554.02,3504.02,71.58,3297.391,-1728.695,3678.695,2.31,-1554.02,3504.02,2.18,1.77,0.12,-1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1574.57,3524.57,54,3315.369,-1749.245,3699.245,1.04,-1574.57,3524.57,1.87,2.31,-0.72,-1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1595.12,3545.12,60.08,3333.347,-1769.795,3719.795,0.83,-1595.12,3545.12,1.16,2.13,-0.19,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1615.67,3565.67,58.92,3351.325,-1780.07,3730.07,3.05,-1615.67,3565.67,1.43,1.96,-0.26,-0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1625.945,3575.945,70.58,3360.314,-1800.62,3750.62,3.23,-1625.945,3575.945,1.72,1.25,-0.44,-1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1636.22,3586.22,25.5,3369.303,-1810.895,3760.895,1.58,-1636.22,3586.22,1.5,1.47,-0.46,-1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1656.77,3606.77,58.17,3387.281,-1831.445,3781.445,1.81,-1656.77,3606.77,NA,2,NA,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1677.32,3627.32,81.42,3405.259,-1851.995,3801.995,1.57,-1677.32,3627.32,2.12,2.29,0,-0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1687.595,3637.595,90.58,3414.248,-1862.27,3812.27,1.81,-1687.595,3637.595,2.16,2.25,-0.34,-2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1708.145,3658.145,84.67,3432.226,-1882.82,3832.82,2.79,-1708.145,3658.145,1.74,2.1,0.39,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1728.695,3678.695,55.42,3450.204,-1893.095,3843.095,3.01,-1728.695,3678.695,-0.47,2.26,-3.08,-2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1749.245,3699.245,85,3468.182,-1913.645,3863.645,2.91,-1749.245,3699.245,1.57,2.14,-0.66,-2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1769.795,3719.795,85.58,3486.16,-1923.92,3873.92,3.36,-1769.795,3719.795,1.35,2.12,-0.53,-2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1780.07,3730.07,44.42,3495.149,-1944.47,3894.47,3.39,-1780.07,3730.07,0.65,1.8,-0.64,-1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1800.62,3750.62,42.42,3513.127,-1954.745,3904.745,1.01,-1800.62,3750.62,1.16,1.24,-1.05,-2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1810.895,3760.895,73.92,3522.116,-1965.02,3915.02,2.33,-1810.895,3760.895,1.49,1.72,0.14,-1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1831.445,3781.445,78.92,3540.094,-1985.57,3935.57,2.11,-1831.445,3781.445,2.41,2.02,1.05,-0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1851.995,3801.995,75.83,3558.072,-2006.12,3956.12,1.72,-1851.995,3801.995,1.43,1.8,0.52,-0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1862.27,3812.27,62.92,3567.061,-2026.67,3976.67,1.74,-1862.27,3812.27,2.21,2.25,0.53,-0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1882.82,3832.82,62.17,3585.039,-2047.22,3997.22,2.2,-1882.82,3832.82,2.56,2.02,0.09,-0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1893.095,3843.095,54.42,3594.028,-2067.77,4017.77,0.9,-1893.095,3843.095,1.67,2.06,-0.66,-1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1913.645,3863.645,65.92,3612.006,-2088.32,4038.32,1.94,-1913.645,3863.645,2.06,2.07,-0.92,-1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1923.92,3873.92,53,3620.995,-2108.87,4058.87,3.77,-1923.92,3873.92,1.77,2.13,-0.7,-1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1944.47,3894.47,43.17,3638.973,-2129.42,4079.42,4.16,-1944.47,3894.47,0.4,1.67,-1.36,-2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1954.745,3904.745,86.92,3647.962,-2149.97,4099.97,2.28,-1954.745,3904.745,0.5,1.46,-0.56,-3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1965.02,3915.02,65,3656.951,-2170.52,4120.52,2.09,-1965.02,3915.02,0.79,1.92,-0.67,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1985.57,3935.57,61.92,3674.929,-2180.795,4130.795,1.85,-1985.57,3935.57,1.79,1.95,-0.41,-1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2006.12,3956.12,76.67,3692.907,-2201.345,4151.345,1.23,-2006.12,3956.12,0.06,1.26,-1.44,-1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2026.67,3976.67,74.83,3710.885,-2211.62,4161.62,1.54,-2026.67,3976.67,0.67,1.79,-0.44,-1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2047.22,3997.22,70.5,3728.863,-2232.17,4182.17,2.32,-2047.22,3997.22,1.6,2.04,-0.26,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2067.77,4017.77,94,3746.841,-2252.72,4202.72,2.29,-2067.77,4017.77,0.93,1.72,-0.91,-5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2088.32,4038.32,71.42,3764.819,-2262.995,4212.995,2.05,-2088.32,4038.32,0.47,2.15,-1.92,-1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2108.87,4058.87,43.67,3782.797,-2273.27,4223.27,2.73,-2108.87,4058.87,2.14,2.3,-0.66,-1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2129.42,4079.42,45.83,3800.775,-2293.82,4243.82,1.37,-2129.42,4079.42,0.45,1.65,-0.39,-1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2149.97,4099.97,89.67,3818.753,-2314.37,4264.37,3.28,-2149.97,4099.97,1.83,1.29,0.03,-4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2170.52,4120.52,73.92,3836.731,-2334.92,4284.92,1.31,-2170.52,4120.52,1.68,1.59,-1,-1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2180.795,4130.795,81.83,3845.72,-2345.195,4295.195,2.44,-2180.795,4130.795,2.22,1.46,-0.5,-1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2201.345,4151.345,89.58,3863.698,-2355.47,4305.47,1.98,-2201.345,4151.345,1.14,1.33,-0.22,-1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2211.62,4161.62,81.17,3872.687,-2365.745,4315.745,3.32,-2211.62,4161.62,NA,2.2,NA,-0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2232.17,4182.17,74.42,3890.665,-2386.295,4336.295,4.04,-2232.17,4182.17,2.2,2.25,0.73,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2252.72,4202.72,70.33,3908.643,-2406.845,4356.845,2.53,-2252.72,4202.72,0.89,1.41,-0.19,-0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2262.995,4212.995,84.17,3917.632,-2427.395,4377.395,2.54,-2262.995,4212.995,2.63,2.25,0.34,-1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2273.27,4223.27,70.58,3926.621,-2437.67,4387.67,NA,-2273.27,4223.27,2.76,2.03,0.34,-1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2293.82,4243.82,89.67,3944.599,-2447.945,4397.945,3.11,-2293.82,4243.82,0.49,1.67,-1.03,-2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2314.37,4264.37,68.25,3962.577,-2458.22,4408.22,2.72,-2314.37,4264.37,1.9,2.11,0.06,-1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2334.92,4284.92,92.08,3980.555,-2478.77,4428.77,3.46,-2334.92,4284.92,2.12,1.79,-0.72,-3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2345.195,4295.195,77.42,3989.544,-2489.045,4439.045,2.24,-2345.195,4295.195,1.49,1.96,-0.01,-1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2355.47,4305.47,85,3998.533,-2509.595,4459.595,2.28,-2355.47,4305.47,2.21,1.73,0.41,-1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2365.745,4315.745,62.08,4007.522,-2530.145,4480.145,2.31,-2365.745,4315.745,2.28,1.98,-0.02,-1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2386.295,4336.295,59,4025.5,-2550.695,4500.695,3.17,-2386.295,4336.295,1.76,2.29,-1.01,-0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2406.845,4356.845,80.33,4043.478,-2571.245,4521.245,3.07,-2406.845,4356.845,0.19,1.59,-0.97,-1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2427.395,4377.395,81.58,4061.456,-2591.795,4541.795,3.04,-2427.395,4377.395,2.39,2.34,0.72,-0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2437.67,4387.67,NA,4070.445,-2612.345,4562.345,2.92,-2437.67,4387.67,NA,2.16,NA,-0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2447.945,4397.945,76.83,4079.434,-2632.895,4582.895,2.94,-2447.945,4397.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2458.22,4408.22,74.58,4088.423,-2653.445,4603.445,3.35,-2458.22,4408.22,0.95,1.88,-0.69,-1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2478.77,4428.77,58.42,4106.401,-2673.995,4623.995,3.07,-2478.77,4428.77,1.68,1.7,-0.09,-1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2489.045,4439.045,85.42,4115.39,-2694.545,4644.545,2.79,-2489.045,4439.045,-0.17,1.57,-1.65,-2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2509.595,4459.595,87.33,4133.368,-2704.82,4654.82,2.95,-2509.595,4459.595,1.28,1.48,-0.42,-1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2530.145,4480.145,84.33,4151.346,-2725.37,4675.37,2.72,-2530.145,4480.145,1.22,1.85,0.03,-2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2550.695,4500.695,80.5,4169.324,-2735.645,4685.645,1.07,-2550.695,4500.695,2.42,2.02,0.44,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2571.245,4521.245,65.67,4187.302,-2745.92,4695.92,2.93,-2571.245,4521.245,1.72,2.02,-0.18,-1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2591.795,4541.795,76.5,4205.28,-2766.47,4716.47,3.54,-2591.795,4541.795,1.42,1.88,0.85,-0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2612.345,4562.345,79.83,4223.258,-2889.77,4839.77,NA,-2612.345,4562.345,2,2.18,-0.53,-1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2632.895,4582.895,71.92,4241.236,-2910.32,4860.32,NA,-2632.895,4582.895,1.29,2.12,1.15,-0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2653.445,4603.445,72.08,4259.214,-2930.87,4880.87,NA,-2653.445,4603.445,2.31,2.26,0.42,-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2673.995,4623.995,72.92,4277.192,-2951.42,4901.42,NA,-2673.995,4623.995,1.96,1.98,1.01,-0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2694.545,4644.545,73.08,4295.17,-2971.97,4921.97,NA,-2694.545,4644.545,1.44,2.12,0.82,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
