d18O (permil),year (AD),d13C (permil)
-5.0725,1940.2917,-1.3562
-5.1313,1940.2083,-1.1663
-5.0825,1940.125,-0.96375
-5.0662,1940.0417,-1.2175
-4.9425,1939.9583,-1.3213
-4.9175,1939.875,-1.1512
-4.8462,1939.7917,-0.955
-4.7975,1939.7083,-1.115
-4.7601,1939.625,-1.1975
-4.8477,1939.5417,-1.3038
-5.0065,1939.4583,-1.4322
-5.0369,1939.375,-1.2989
-5.0699,1939.2917,-1.2418
-5.1192,1939.2083,-1.1567
-5.18,1939.125,-1.015
-5.2492,1939.0417,-1.0571
-5.2108,1938.9583,-1.1903
-5.0353,1938.875,-1.2021
-4.9764,1938.7917,-1.3413
-5.0183,1938.7083,-1.4015
-4.9321,1938.625,-1.6725
-5.0107,1938.5417,-1.2244
-5.0392,1938.4583,-1.2157
-4.9514,1938.375,-1.3269
-4.9966,1938.2917,-1.3539
-5.11,1938.2083,-1.385
-5.23,1938.125,-1.425
-5.2915,1938.0417,-1.2479
-5.287,1937.9583,-1.001
-5.2284,1937.875,-1.1438
-5.0627,1937.7917,-1.4284
-5.035,1937.7083,-1.3912
-4.8202,1937.625,-1.1885
-4.8477,1937.5417,-1.2727
-4.8138,1937.4583,-1.3319
-4.8702,1937.375,-1.689
-4.9725,1937.2917,-1.9325
-5.0195,1937.2083,-1.8453
-5.035,1937.125,-1.5201
-5.0663,1937.0417,-1.2604
-4.9959,1936.9583,-0.91796
-4.9524,1936.875,-1.0108
-4.9831,1936.7917,-1.2139
-4.8402,1936.7083,-1.1414
-4.7669,1936.625,-1.0942
-4.8224,1936.5417,-1.1813
-4.8889,1936.4583,-1.3321
-4.9401,1936.375,-1.3796
-5.0146,1936.2917,-1.3321
-5.1949,1936.2083,-1.2329
-5.138,1936.125,-0.95344
-5.0425,1936.0417,-0.9775
-4.91,1935.9583,-1.0164
-4.925,1935.875,-1.0951
-4.9412,1935.7917,-1.1937
-4.9941,1935.7083,-1.2627
-4.7968,1935.625,-1.2877
-4.8522,1935.5417,-1.3147
-5.0358,1935.4583,-1.3241
-5.2937,1935.375,-1.2172
-5.3159,1935.2917,-0.97469
-5.1741,1935.2083,-0.90425
-5.0511,1935.125,-1.1617
-5.0421,1935.0417,-1.0791
-4.9444,1934.9583,-1.1072
-4.9702,1934.875,-1.2568
-4.9846,1934.7917,-1.3752
-4.9439,1934.7083,-1.4911
-4.8978,1934.625,-1.2284
-5.0967,1934.5417,-1.1993
-5.18,1934.4583,-1.195
-5.2034,1934.375,-1.1439
-5.2653,1934.2917,-1.0869
-5.2983,1934.2083,-1.3046
-5.25,1934.125,-1.32
-5.16,1934.0417,-1.2443
-5.0644,1933.9583,-1.2444
-4.9369,1933.875,-1.213
-4.89,1933.7917,-1.2
-4.8692,1933.7083,-1.1453
-4.8213,1933.625,-1.0309
-4.8438,1933.5417,-1.1375
-4.9025,1933.4583,-1.125
-5.0025,1933.375,-0.965
-5.1963,1933.2917,-0.91625
-5.14,1933.2083,-0.8825
-5.0038,1933.125,-1.245
-5.0113,1933.0417,-1.4538
-5.0688,1932.9583,-1.1938
-4.905,1932.875,-0.9775
-4.8037,1932.7917,-1.0038
-4.79,1932.7083,-1.0825
-4.7604,1932.625,-1.1037
-4.9033,1932.5417,-1.02
-4.9967,1932.4583,-0.85333
-5.0167,1932.375,-0.69583
-5.0767,1932.2917,-0.99333
-5.0833,1932.2083,-1.1833
-5.0167,1932.125,-1.1792
-4.87,1932.0417,-1.11
-4.78,1931.9583,-1.07
-4.7567,1931.875,-1.0567
-4.7133,1931.7917,-0.96333
-4.62,1931.7083,-1.0233
-4.5121,1931.625,-1.2477
-4.588,1931.5417,-1.443
-4.5612,1931.4583,-1.393
-4.63,1931.375,-1.22
-4.7258,1931.2917,-0.94912
-4.7102,1931.2083,-0.68117
-4.6648,1931.125,-0.75333
-4.5934,1931.0417,-1.0349
-4.6221,1930.9583,-1.1878
-4.54,1930.875,-1.02
-4.4343,1930.7917,-0.89275
-4.4253,1930.7083,-1.0859
-4.3898,1930.625,-1.2521
-4.4575,1930.5417,-1.3313
-4.4875,1930.4583,-1.5112
-4.6188,1930.375,-1.6475
-4.7875,1930.2917,-1.665
-4.7962,1930.2083,-1.48
-4.9012,1930.125,-1.3175
-4.8625,1930.0417,-0.87375
-4.8212,1929.9583,-0.8675
-4.85,1929.875,-1.2175
-4.8712,1929.7917,-1.25
-4.7738,1929.7083,-1.22
-4.6546,1929.625,-1.201
-4.6909,1929.5417,-1.1929
-4.6684,1929.4583,-1.1657
-4.82,1929.375,-1.3988
-4.9761,1929.2917,-1.3891
-5.0677,1929.2083,-1.5404
-5.0383,1929.125,-1.8919
-4.91,1929.0417,-1.5731
-4.806,1928.9583,-1.1343
-4.7901,1928.875,-1.0209
-4.7956,1928.7917,-1.1201
-4.7735,1928.7083,-1.2761
-4.7273,1928.625,-1.5008
-4.7369,1928.5417,-1.565
-4.8493,1928.4583,-1.5352
-5.0445,1928.375,-1.4754
-5.1287,1928.2917,-1.4945
-5.0988,1928.2083,-1.2263
-5.135,1928.125,-0.99958
-4.9878,1928.0417,-1.1113
-4.8808,1927.9583,-1.2094
-4.8501,1927.875,-1.1256
-4.8351,1927.7917,-1.1595
-4.6571,1927.7083,-1.2401
-4.5404,1927.625,-1.2579
-4.6065,1927.5417,-1.4743
-4.6236,1927.4583,-1.63
-4.5554,1927.375,-1.499
-4.5627,1927.2917,-1.149
-4.6046,1927.2083,-0.91196
-4.6196,1927.125,-1.024
-4.5554,1927.0417,-1.1241
-4.573,1926.9583,-1.1735
-4.4654,1926.875,-1.1627
-4.4332,1926.7917,-1.1964
-4.4742,1926.7083,-1.3347
-4.358,1926.625,-1.2093
-4.4209,1926.5417,-1.2128
-4.6831,1926.4583,-1.2283
-4.9502,1926.375,-1.2316
-5.0161,1926.2917,-1.0817
-4.9575,1926.2083,-0.97687
-4.895,1926.125,-1.045
-4.7991,1926.0417,-1.1841
-4.7083,1925.9583,-1.2213
-4.7031,1925.875,-1.1198
-4.6649,1925.7917,-1.0313
-4.6452,1925.7083,-0.99073
-4.5384,1925.625,-0.9149
-4.5288,1925.5417,-1.0213
-4.565,1925.4583,-1.0675
-4.7712,1925.375,-1.175
-4.8188,1925.2917,-1.2013
-5.0287,1925.2083,-1.4775
-5.0913,1925.125,-1.6125
-5.0887,1925.0417,-1.6425
-4.8738,1924.9583,-1.2413
-4.8162,1924.875,-1.285
-4.7387,1924.7917,-1.3137
-4.5013,1924.7083,-1.215
-4.43,1924.625,-1.055
-4.45,1924.5417,-1.155
-4.48,1924.4583,-1.33
-4.525,1924.375,-1.465
-4.6525,1924.2917,-1.34
-4.7487,1924.2083,-1.21
-4.8206,1924.125,-0.99875
-4.835,1924.0417,-0.94
-4.8394,1923.9583,-0.92375
-4.8375,1923.875,-0.98375
-4.805,1923.7917,-1.0175
-4.6938,1923.7083,-1.04
-4.6563,1923.625,-1.1175
-4.6796,1923.5417,-1.1529
-4.724,1923.4583,-1.1778
-4.7945,1923.375,-1.1435
-4.8877,1923.2917,-1.02
-4.8353,1923.2083,-0.93947
-4.8018,1923.125,-0.988
-4.7451,1923.0417,-0.99991
-4.7317,1922.9583,-0.94695
-4.7163,1922.875,-0.92271
-4.7008,1922.7917,-0.89847
-4.6854,1922.7083,-0.87424
-4.6787,1922.625,-0.85459
-4.7242,1922.5417,-0.8625
-4.778,1922.4583,-0.87494
-4.7875,1922.375,-0.88
-4.7667,1922.2917,-0.88
-4.7509,1922.2083,-0.88408
-4.75,1922.125,-0.9
-4.7487,1922.0417,-0.91723
-4.7267,1921.9583,-0.94333
-4.6975,1921.875,-0.9725
-4.6616,1921.7917,-0.95948
-4.6158,1921.7083,-0.885
-4.5935,1921.625,-0.82688
-4.7123,1921.5417,-0.86948
-4.845,1921.4583,-0.905
-4.9491,1921.375,-0.91708
-4.9997,1921.2917,-0.93063
-4.9876,1921.2083,-1.0666
-4.97,1921.125,-1.18
-4.9107,1921.0417,-1.2309
-4.7822,1920.9583,-1.2091
-4.7247,1920.875,-1.1765
-4.665,1920.7917,-0.98
-4.5793,1920.7083,-0.8226
-4.4885,1920.625,-0.91948
-4.5503,1920.5417,-1.1005
-4.5947,1920.4583,-1.1201
-4.7475,1920.375,-1.0742
-4.7828,1920.2917,-1.0347
-4.6727,1920.2083,-1.0484
-4.7448,1920.125,-1.1101
-4.64,1920.0417,-1.2265
-4.512,1919.9583,-1.0474
-4.545,1919.875,-0.92986
-4.4745,1919.7917,-0.98314
-4.3993,1919.7083,-0.99762
-4.3201,1919.625,-1.0681
-4.3522,1919.5417,-1.2579
-4.39,1919.4583,-1.37
-4.4408,1919.375,-1.3362
-4.5131,1919.2917,-1.1375
-4.4871,1919.2083,-0.98187
-4.54,1919.125,-0.92
-4.5799,1919.0417,-0.87896
-4.5047,1918.9583,-0.83125
-4.4555,1918.875,-1.0241
-4.435,1918.7917,-0.985
-4.3858,1918.7083,-0.87823
-4.2926,1918.625,-0.94104
-4.4083,1918.5417,-1.0058
-4.5637,1918.4583,-1.0321
-4.745,1918.375,-1.03
-4.7575,1918.2917,-0.51042
-4.7033,1918.2083,-0.66583
-4.7333,1918.125,-1.12
-4.7908,1918.0417,-1.0942
-4.8283,1917.9583,-1.1842
-4.8117,1917.875,-1.13
-4.9025,1917.7917,-1.0683
-4.8683,1917.7083,-1.1996
-4.8204,1917.625,-1.3329
-4.8888,1917.5417,-1.3788
-5.0125,1917.4583,-1.4763
-5.1,1917.375,-1.3025
-5.155,1917.2917,-0.9975
-5.0475,1917.2083,-1.1012
-4.8875,1917.125,-1.1488
-4.9713,1917.0417,-1.365
-4.9338,1916.9583,-1.3925
-4.8938,1916.875,-1.2825
-4.8888,1916.7917,-1.195
-4.9213,1916.7083,-1.2787
-4.8598,1916.625,-1.4656
-4.8456,1916.5417,-1.424
-4.8919,1916.4583,-1.1961
-4.9692,1916.375,-1.1505
-4.8842,1916.2917,-1.2284
-4.905,1916.2083,-1.3164
-4.9413,1916.125,-1.2658
-4.913,1916.0417,-1.2069
-4.964,1915.9583,-1.2277
-4.969,1915.875,-1.3199
-4.7507,1915.7917,-1.3907
-4.6398,1915.7083,-1.5248
-4.617,1915.625,-1.69
-4.6924,1915.5417,-1.6162
-4.7225,1915.4583,-1.4674
-4.908,1915.375,-1.2994
-5.0314,1915.2917,-1.178
-4.9726,1915.2083,-1.1691
-4.88,1915.125,-1.185
-4.7999,1915.0417,-1.0756
-4.6968,1914.9583,-0.97315
-4.6023,1914.875,-1.0417
-4.5102,1914.7917,-1.0522
-4.4522,1914.7083,-1.1815
-4.4473,1914.625,-1.4764
-4.5538,1914.5417,-1.62
-4.7087,1914.4583,-1.5525
-4.9025,1914.375,-1.3912
-4.9963,1914.2917,-1.1662
-5.025,1914.2083,-1.265
-4.9,1914.125,-1.4162
-4.77,1914.0417,-1.3775
-4.7475,1913.9583,-1.345
-4.6863,1913.875,-1.295
-4.6975,1913.7917,-1.2825
-4.6463,1913.7083,-1.3562
-4.5713,1913.625,-1.4712
-4.565,1913.5417,-1.5325
-4.6025,1913.4583,-1.5412
-4.6863,1913.375,-1.5538
-4.9075,1913.2917,-1.5525
-5.0062,1913.2083,-1.3225
-5.0163,1913.125,-1.0888
-5.065,1913.0417,-1.2363
-4.8838,1912.9583,-1.0412
-4.7912,1912.875,-1.1912
-4.6975,1912.7917,-1.08
-4.725,1912.7083,-0.99
-4.6038,1912.625,-1.065
-4.6563,1912.5417,-1.3081
-4.78,1912.4583,-1.215
-4.895,1912.375,-1.0606
-4.9087,1912.2917,-0.97375
-4.84,1912.2083,-1.1638
-4.7613,1912.125,-0.86875
-4.7213,1912.0417,-1.0075
-4.8362,1911.9583,-1.2375
-4.7838,1911.875,-1.2325
-4.725,1911.7917,-1.2675
-4.6925,1911.7083,-1.3812
-4.6463,1911.625,-1.6125
-4.75,1911.5417,-1.7263
-4.8525,1911.4583,-1.6375
-4.815,1911.375,-1.6225
-4.8925,1911.2917,-1.6338
-4.9537,1911.2083,-1.5925
-5.0013,1911.125,-1.43
-4.9076,1911.0417,-1.2604
-4.8999,1910.9583,-1.35
-4.8962,1910.875,-1.4458
-4.9109,1910.7917,-1.3903
-4.8261,1910.7083,-1.4384
-4.8789,1910.625,-1.5689
-4.8147,1910.5417,-1.5736
-4.7488,1910.4583,-1.4372
-4.7861,1910.375,-1.3856
-4.9849,1910.2917,-1.2203
-5.1792,1910.2083,-1.0827
-5.2517,1910.125,-1.0556
-5.2113,1910.0417,-1.0216
-5.0956,1909.9583,-1.203
-4.8607,1909.875,-1.1052
-4.774,1909.7917,-1.0435
-4.6512,1909.7083,-1.0321
-4.744,1909.625,-1.0652
-4.8224,1909.5417,-1.3407
-4.8167,1909.4583,-1.5167
-4.8352,1909.375,-1.5186
-4.9067,1909.2917,-1.2132
-4.9839,1909.2083,-0.92574
-4.9991,1909.125,-0.73812
-4.9432,1909.0417,-0.85068
-4.8889,1908.9583,-1.0123
-4.7739,1908.875,-1.0392
-4.7231,1908.7917,-1.0153
-4.6056,1908.7083,-1.051
-4.5253,1908.625,-1.215
-4.6866,1908.5417,-1.3858
-4.7703,1908.4583,-1.5141
-4.8804,1908.375,-1.2815
-5.0545,1908.2917,-1.1975
-5.1402,1908.2083,-1.136
-5.1524,1908.125,-0.84417
-5.0916,1908.0417,-0.61744
-4.959,1907.9583,-0.62281
-4.7123,1907.875,-0.95106
-4.5397,1907.7917,-1.1725
-4.585,1907.7083,-1.4169
-4.6559,1907.625,-1.4764
-4.8171,1907.5417,-1.1421
-4.8797,1907.4583,-1.0878
-5.0025,1907.375,-1.0162
-5.0165,1907.2917,-0.81938
-4.9204,1907.2083,-0.59938
-4.9317,1907.125,-1.0952
-4.9033,1907.0417,-1.1167
-4.8033,1906.9583,-0.97333
-4.6625,1906.875,-0.81167
-4.5967,1906.7917,-0.84
-4.5533,1906.7083,-0.91333
-4.5179,1906.625,-1.0229
-4.51,1906.5417,-1.2475
-4.7237,1906.4583,-1.3475
-4.8737,1906.375,-1.3625
-4.945,1906.2917,-1.3775
-4.8763,1906.2083,-1.085
-4.8775,1906.125,-1.0688
-4.8712,1906.0417,-1.15
-4.8138,1905.9583,-1.1625
-4.7462,1905.875,-1.06
-4.5587,1905.7917,-0.9725
-4.455,1905.7083,-1.0438
-4.3619,1905.625,-0.95219
-4.408,1905.5417,-0.95673
-4.5773,1905.4583,-0.96507
-4.5811,1905.375,-0.80987
-4.8049,1905.2917,-0.66657
-4.8178,1905.2083,-0.76584
-4.76,1905.125,-1
-4.7524,1905.0417,-1.0295
-4.711,1904.9583,-0.90914
-4.7512,1904.875,-0.93608
-4.7658,1904.7917,-0.97734
-4.6282,1904.7083,-1.1283
-4.5941,1904.625,-1.1221
-4.6648,1904.5417,-1.1578
-4.7969,1904.4583,-1.2443
-4.9488,1904.375,-0.86349
-5.0305,1904.2917,-0.69614
-4.9735,1904.2083,-0.82567
-4.86,1904.125,-1.1545
-4.7461,1904.0417,-1.1099
-4.6489,1903.9583,-0.97934
-4.6378,1903.875,-1.1393
-4.5815,1903.7917,-1.1118
-4.5575,1903.7083,-1.0602
-4.4879,1903.625,-0.94906
-4.5642,1903.5417,-0.8125
-4.6676,1903.4583,-0.67556
-4.68,1903.375,-0.605
-4.63,1903.2917,-0.58
-4.5984,1903.2083,-0.62748
-4.62,1903.125,-0.885
-4.642,1903.0417,-1.1459
-4.6167,1902.9583,-1.25
-4.575,1902.875,-1.3
-4.5435,1902.7917,-1.2572
-4.5267,1902.7083,-1.0792
-4.5271,1902.625,-0.92406
-4.6037,1902.5417,-0.82708
-4.7029,1902.4583,-0.88792
-4.7,1902.375,-0.84333
-4.9033,1902.2917,-0.755
-4.9437,1902.2083,-0.82583
-4.8133,1902.125,-0.99333
-4.9017,1902.0417,-1.2108
-4.8392,1901.9583,-1.0967
-4.6967,1901.875,-0.975
-4.6804,1901.7917,-1.3746
-4.6087,1901.7083,-1.2288
-4.5367,1901.625,-1.1825
-4.6265,1901.5417,-1.3769
-4.5758,1901.4583,-1.2963
-4.6187,1901.375,-1.1917
-4.7428,1901.2917,-1.0769
-4.8361,1901.2083,-0.88356
-4.8152,1901.125,-0.77037
-4.9642,1901.0417,-0.92211
-4.9559,1900.9583,-0.98213
-4.7829,1900.875,-0.93103
-4.7369,1900.7917,-0.93056
-4.6405,1900.7083,-1.0024
-4.5951,1900.625,-1.0841
-4.601,1900.5417,-1.1876
-4.653,1900.4583,-1.2819
-4.68,1900.375,-1.205
-4.7104,1900.2917,-1.0606
-4.7952,1900.2083,-0.98296
-4.911,1900.125,-0.925
-5.0181,1900.0417,-1.0114
-4.8616,1899.9583,-1.0402
-4.805,1899.875,-1.07
-4.8159,1899.7917,-1.0356
-4.7293,1899.7083,-0.91712
-4.652,1899.625,-0.92969
-4.7058,1899.5417,-1.0675
-4.7673,1899.4583,-1.1746
-4.7972,1899.375,-1.1727
-4.77,1899.2917,-1.2133
-4.706,1899.2083,-1.2698
-4.71,1899.125,-1.105
-4.7309,1899.0417,-0.92692
-4.7433,1898.9583,-0.92333
-4.7173,1898.875,-0.95009
-4.643,1898.7917,-0.99653
-4.6075,1898.7083,-1.0392
-4.5936,1898.625,-1.0939
-4.6185,1898.5417,-1.2268
-4.6779,1898.4583,-1.2342
-4.7254,1898.375,-1.0454
-4.8636,1898.2917,-0.93976
-5.0015,1898.2083,-1.0063
-4.8169,1898.125,-1.0487
-4.8192,1898.0417,-1.0497
-4.7095,1897.9583,-0.91509
-4.6955,1897.875,-1.045
-4.7888,1897.7917,-1.1771
-4.7093,1897.7083,-1.2649
-4.6397,1897.625,-1.2516
-5.0175,1897.5417,-1.2172
-5.2048,1897.4583,-1.3042
-5.0788,1897.375,-1.4756
-5.0948,1897.2917,-1.6118
-5.0875,1897.2083,-1.4037
-5.025,1897.125,-1.22
-4.9708,1897.0417,-1.22
-4.8964,1896.9583,-1.1482
-4.8543,1896.875,-1.0396
-4.8999,1896.7917,-1.1129
-4.8807,1896.7083,-1.1899
-4.8949,1896.625,-1.2898
-5.0438,1896.5417,-1.3975
-5.1162,1896.4583,-1.2088
-5.1425,1896.375,-1.0162
-5.1237,1896.2917,-0.8625
-5.12,1896.2083,-1.02
-5.1062,1896.125,-1.2038
-5.0137,1896.0417,-1.2212
-4.9363,1895.9583,-1.1413
-4.8875,1895.875,-0.97375
-4.775,1895.7917,-0.98625
-4.6788,1895.7083,-1.035
-4.6303,1895.625,-1.23
-4.8557,1895.5417,-1.4247
-4.897,1895.4583,-1.3899
-4.9348,1895.375,-1.2331
-4.9824,1895.2917,-1.1338
-4.9651,1895.2083,-1.1045
-4.94,1895.125,-1.27
-4.869,1895.0417,-1.2559
-4.6997,1894.9583,-0.95931
-4.6005,1894.875,-0.91413
-4.6776,1894.7917,-1.0514
-4.6287,1894.7083,-1.2022
-4.5003,1894.625,-1.2873000000000001
-4.6463,1894.5417,-1.3013
-4.7762,1894.4583,-1.365
-4.9375,1894.375,-1.3887
-4.835,1894.2917,-1.2562
-4.8987,1894.2083,-0.9975
-5.0112,1894.125,-0.97375
-4.9162,1894.0417,-1.1813
-4.8838,1893.9583,-1.3013
-4.8787,1893.875,-1.0313
-4.8075,1893.7917,-0.895
-4.7013,1893.7083,-0.90375
-4.575,1893.625,-1.0531
-4.65,1893.5417,-1.1296
-4.7609,1893.4583,-1.2295
-4.8867,1893.375,-1.3261
-5.0586,1893.2917,-1.2531
-5.159,1893.2083,-1.0893
-5.13,1893.125,-0.965
-5.0467,1893.0417,-0.99108
-4.9426,1892.9583,-1.0954
-4.8286,1892.875,-1.1478
-4.7981,1892.7917,-1.1753
-4.7514,1892.7083,-0.96575
-4.7406,1892.625,-1.0118
-4.791,1892.5417,-1.1505
-4.7648,1892.4583,-1.177
-4.875,1892.375,-1.2
-4.9988,1892.2917,-1.2129
-5.022,1892.2083,-1.186
-5.1685,1892.125,-1.2
-5.2542,1892.0417,-1.2073
-5.3161,1891.9583,-1.067
-5.31,1891.875,-0.915
-5.1959,1891.7917,-0.96213
-4.9924,1891.7083,-1.211
-4.8271,1891.625,-1.315
-4.825,1891.5417,-1.38
-4.8619,1891.4583,-1.4225
-4.97,1891.375,-1.36
-5.0675,1891.2917,-1.29
-5.03,1891.2083,-1.28
-4.9837,1891.125,-1.285
-5.02,1891.0417,-1.32
-5.0612,1890.9583,-1.3575
-5.05,1890.875,-1.38
-5.02,1890.7917,-1.4013
-4.93,1890.7083,-1.43
-4.8533,1890.625,-1.4535
-4.904,1890.5417,-1.4455
-4.9448,1890.4583,-1.4888
-5.0315,1890.375,-1.6312
-5.0849,1890.2917,-1.6231
-5.1323,1890.2083,-1.2669
-5.1001,1890.125,-0.99027
-5.1181,1890.0417,-0.91253
-5.0761,1889.9583,-1.0097
-5.0649,1889.875,-1.0308
-5.0095,1889.7917,-0.98646
-4.9571,1889.7083,-0.77824
-4.8261,1889.625,-0.81729
-4.8556,1889.5417,-1.0985
-4.8659,1889.4583,-1.2826
-4.979,1889.375,-1.1983
-5.0509,1889.2917,-1.2012
-4.8824,1889.2083,-1.1897
-4.8804,1889.125,-1.2739
-4.9329,1889.0417,-1.2467
-4.8397,1888.9583,-1.4312
-4.6705,1888.875,-1.7603
-4.7239,1888.7917,-1.3136
-4.6596,1888.7083,-1.2221
-4.5408,1888.625,-1.1687
-4.648,1888.5417,-1.2016
-4.6174,1888.4583,-1.092
-4.6664,1888.375,-1.0107
-4.8287,1888.2917,-1.0869
-4.986,1888.2083,-0.9986
-5.0263,1888.125,-0.61979
-4.8505,1888.0417,-0.62866
-4.7583,1887.9583,-0.92289
-4.6957,1887.875,-0.88479
-4.6594,1887.7917,-0.79616
-4.6622,1887.7083,-0.89679
-4.6343,1887.625,-0.91437
-4.6202,1887.5417,-0.91241
-4.6899,1887.4583,-0.97735
-4.8697,1887.375,-1.124
-4.9781,1887.2917,-1.0607
-5.1243,1887.2083,-0.81045
-5.0963,1887.125,-0.72
-5.0018,1887.0417,-0.71071
-5.0175,1886.9583,-0.79222
-4.9937,1886.875,-0.88156
-4.9825,1886.7917,-0.94399
-4.8747,1886.7083,-0.91967
-4.7724,1886.625,-0.97542
-4.7853,1886.5417,-1.0913
-4.8537,1886.4583,-1.152
-4.8287,1886.375,-1.035
-4.9467,1886.2917,-0.89775
-5.0159,1886.2083,-0.88833
-5.001,1886.125,-0.88
-4.8019,1886.0417,-0.88142
-4.6873,1885.9583,-1.0355
-4.6727,1885.875,-1.105
-4.5741,1885.7917,-1.107
-4.463,1885.7083,-1.1095
-4.3793,1885.625,-1.0446
-4.4911,1885.5417,-1.2225
-4.5983,1885.4583,-1.3337
-4.6751,1885.375,-1.405
-4.6789,1885.2917,-1.4875
-4.6364,1885.2083,-1.175
-4.7076,1885.125,-0.955
-4.7287,1885.0417,-0.88625
-4.7251,1884.9583,-1.035
-4.7444,1884.875,-1.1162
-4.7589,1884.7917,-1.085
-4.681,1884.7083,-0.97375
-4.4925,1884.625,-1.0053
-4.6065,1884.5417,-1.1669
-4.6119,1884.4583,-1.362
-4.8096,1884.375,-1.4075
-4.8147,1884.2917,-1.4047
-4.7303,1884.2083,-1.299
-4.79,1884.125,-1.1427
-4.8141,1884.0417,-1.1425
-4.7305,1883.9583,-1.4893
-4.7602,1883.875,-1.7006
-4.803,1883.7917,-1.469
-4.7776,1883.7083,-1.2945
-4.715,1883.625,-1.4244
-4.7645,1883.5417,-1.5769
-4.8193,1883.4583,-1.6658
-4.8274,1883.375,-1.859
-4.811,1883.2917,-2.2116
-4.9021,1883.2083,-1.9459
-5.0022,1883.125,-1.2923
-5.0384,1883.0417,-0.90969
-4.9257,1882.9583,-1.1072
-4.8559,1882.875,-1.3894
-4.8005,1882.7917,-1.3138
-4.7033,1882.7083,-1.0934
-4.6893,1882.625,-1.2486
-4.7841,1882.5417,-1.7429
-4.9774,1882.4583,-1.835
-5.1267,1882.375,-1.905
-5.2142,1882.2917,-1.945
-5.2529,1882.2083,-1.4592
-5.1933,1882.125,-1.1483
-5.0563,1882.0417,-1.1313
-5.0404,1881.9583,-1.3779
-4.9717,1881.875,-1.3133
-4.8867,1881.7917,-1.175
-4.7533,1881.7083,-1.2308
-4.7117000000000004,1881.625,-1.2235
-4.74,1881.5417,-0.975
-4.7844,1881.4583,-0.72563
-4.855,1881.375,-0.57
-4.9231,1881.2917,-0.46688
-4.95,1881.2083,-0.585
-4.9563,1881.125,-0.73625
-4.88,1881.0417,-0.865
-4.8,1880.9583,-0.95687
-4.78,1880.875,-0.85
-4.7612,1880.7917,-0.72875
-4.69,1880.7083,-0.72
-4.6338,1880.625,-0.73125
-4.73,1880.5417,-0.7925
-4.8837,1880.4583,-1.0912
-4.8913,1880.375,-1.2862
-4.8938,1880.2917,-1.2575
-4.9425,1880.2083,-1.1363
-4.825,1880.125,-0.76875
-4.9088,1880.0417,-0.50375
-4.865,1879.9583,-0.48
-4.8587,1879.875,-0.62375
-4.7587,1879.7917,-0.865
-4.7388,1879.7083,-1.0125
-4.6825,1879.625,-0.73625
-4.7,1879.5417,-0.685
-4.8062,1879.4583,-0.8
-4.9825,1879.375,-0.7625
-4.985,1879.2917,-0.70625
-5.0913,1879.2083,-0.57125
-4.845,1879.125,-0.23
-4.6787,1879.0417,-0.63875
-4.55,1878.9583,-0.65375
-4.5037,1878.875,-0.5925
-4.29,1878.7917,-0.5075
-4.22,1878.7083,-0.52
-4.184,1878.625,-0.57542
-4.1799,1878.5417,-0.78033
-4.309,1878.4583,-0.96279
-4.36,1878.375,-1.065
-4.4624,1878.2917,-1.093
-4.6868,1878.2083,-1.0072
-4.6781,1878.125,-0.70333
-4.5699,1878.0417,-0.32904
-4.5228,1877.9583,-0.60408
-4.4479,1877.875,-0.805
-4.3632,1877.7917,-0.80004
-4.2982,1877.7083,-0.73671
-4.1879,1877.625,-0.49729
-4.1805,1877.5417,-0.437
-4.2637,1877.4583,-0.72325
-4.3276,1877.375,-0.82156
-4.4437,1877.2917,-0.76281
-4.5536,1877.2083,-0.64369
-4.64,1877.125,-0.13069
-4.7167,1877.0417,-0.2365
-4.6841,1876.9583,-0.41469
-4.7695,1876.875,-0.4985
-4.6848,1876.7917,-0.36144
-4.5679,1876.7083,-0.38331
-4.4881,1876.625,-0.55
-4.4974,1876.5417,-0.52927
-4.53,1876.4583,-0.56
-4.5652,1876.375,-0.69229
-4.6091,1876.2917,-0.90563
-4.6483,1876.2083,-0.97448
-4.725,1876.125,-0.995
-4.76,1876.0417,-0.9999
-4.68,1875.9583,-0.96438
-4.5996,1875.875,-0.7201
-4.615,1875.7917,-0.675
-4.6304,1875.7083,-0.68979
-4.5678,1875.625,-0.60969
-4.61,1875.5417,-0.705
-4.6662,1875.4583,-0.82312
-4.7,1875.375,-0.9
-4.7269,1875.2917,-0.9775
-4.735,1875.2083,-1.1
-4.7462,1875.125,-1.2213
-4.795,1875.0417,-1.29
-4.8281,1874.9583,-1.2969
-4.73,1874.875,-0.985
-4.6237,1874.7917,-0.67687
-4.6,1874.7083,-0.71
-4.5978,1874.625,-0.78438
-4.6425,1874.5417,-0.765
-4.6572,1874.4583,-0.7282
-4.5904,1874.375,-0.6882
-4.6167,1874.2917,-0.80333
-4.7084,1874.2083,-1.0222
-4.715,1874.125,-1.075
-4.6927,1874.0417,-1.07
-4.6533,1873.9583,-1.0267
-4.61,1873.875,-1.0152
-4.5635,1873.7917,-1.0488
-4.5208,1873.7083,-1.0475
-4.5009,1873.625,-1.0355
-4.6067,1873.5417,-1.0567
-4.6733,1873.4583,-1.02
-4.6925,1873.375,-0.92833
-4.7867,1873.2917,-0.88667
-4.78,1873.2083,-0.69
-4.6717,1873.125,-0.41667
-4.6333,1873.0417,-0.66333
-4.6233,1872.9583,-0.83
-4.6267,1872.875,-0.80833
