d18O (permil),year (AD),depth (mm),d13C (permil)
-3.62,1619,75.8,-6.97
-3.49,1618,75.9,-6.83
-3.62,1615.5,76,-6.94
-4.19,1613,76.1,-8.45
-3.42,1612.4,76.2,-8
-3.67,1611.9,76.3,-8.05
-3.52,1611.3,76.4,-7.87
-3.36,1610.7,76.5,-7.97
-3.58,1610.3,76.6,-7.97
-3.39,1609.8,76.7,-8.02
-3.35,1609.5,76.8,-8.1
-3.44,1609,76.9,-8.04
-3.53,1608.5,77,-8.1
-3.6,1608.1,77.1,-8.06
-3.5,1607.6,77.2,-8.03
-3.75,1607.1,77.3,-8.1
-3.72,1606.7,77.4,-8.05
-3.7,1606.4,77.5,-8.02
-3.87,1606,77.6,-7.97
-4.01,1605.6,77.7,-8.06
-3.82,1605.2,77.8,-8.12
-3.7,1604.8,77.9,-8.02
-3.6,1604.5,78,-8.1
-3.57,1604.1,78.1,-8.17
-3.5,1603.8,78.2,-8.13
-4.13,1603.4,78.3,-8.27
-3.75,1603.1,78.4,-8.13
-3.51,1602.8,78.5,-8.06
-3.52,1602.5,78.6,-8.03
-3.63,1602.3,78.7,-8.09
-3.69,1602,78.8,-8.05
-3.77,1601.7,78.9,-7.87
-3.64,1601.5,79,-8.08
-3.63,1601.2,79.1,-7.98
-3.59,1600.9,79.2,-7.99
-3.52,1600.6,79.3,-7.88
NA,1600.4,79.4,NA
-3.96,1600.2,79.5,-7.99
-3.5,1599.9,79.6,-7.88
-3.51,1599.7,79.7,-7.94
-3.41,1599.5,79.8,-8.06
-3.39,1599.2,79.9,-8.03
-3.26,1599,80,-8.08
-3.69,1598.7,80.1,-8.15
-3.37,1598.5,80.2,-8.08
-3.35,1598.3,80.3,-8.11
-3.35,1598.1,80.4,-8.17
-3.55,1597.9,80.5,-8.15
-3.51,1597.7,80.6,-8.16
-3.64,1597.6,80.7,-8.27
-3.52,1597.3,80.8,-8.18
-3.61,1597.2,80.9,-8.08
-3.34,1597,81,-8.04
-3.55,1596.8,81.1,-8.03
-3.59,1596.6,81.2,-7.94
-3.76,1596.4,81.3,-7.98
-3.46,1596.3,81.4,-7.97
-3.6,1596.2,81.5,-8.02
-3.57,1596,81.6,-8.09
NA,1595.9,81.7,NA
NA,1595.8,81.8,NA
NA,1595.7,81.9,NA
-3.52,1595.6,82,-7.92
-3.46,1595.5,82.1,-8.01
-4.04,1595.5,82.2,-8.31
-3.28,1595.4,82.3,-7.66
-3.35,1595.3,82.4,-7.81
-3.43,1595.2,82.5,-7.81
-3.54,1595.1,82.6,-8.08
-3.33,1595,82.7,-8.08
-3.11,1594.9,82.8,-7.94
-3.15,1594.8,82.9,-7.95
-3.26,1594.7,83,-7.97
-3.21,1594.6,83.1,-8.05
-3.41,1594.5,83.2,-7.98
-3.18,1594.4,83.3,-8.03
-3.17,1594.4,83.4,-7.87
-3.28,1594.3,83.5,-7.67
-3.28,1594.3,83.6,-7.69
-3.57,1594.2,83.7,-8.07
-3.27,1594.2,83.8,-7.92
-3.28,1594.1,83.9,-7.82
-3.37,1594.1,84,-7.77
-3.68,1594,84.1,-8.27
-3.51,1594,84.2,-8.11
-3.25,1594,84.3,-8.05
NA,1593.9,84.4,NA
-3.67,1593.9,84.5,-8.2
-3.42,1593.8,84.6,-8.18
-3.27,1593.7,84.7,-8.13
-3.26,1593.7,84.8,-8.07
-3.59,1593.6,84.9,-8.36
-3.61,1593.5,85,-8.33
-3.42,1593.5,85.1,-8.13
-3.43,1593.4,85.2,-8.03
-4.1,1593.4,85.3,-8.13
-3.51,1593.3,85.4,-8.07
-3.45,1593.2,85.5,-8.04
-3.54,1593.1,85.6,-7.94
-3.39,1593,85.7,-8.15
-3.34,1592.9,85.8,-7.95
-3.33,1592.9,85.9,-7.98
-3.53,1592.8,86,-7.92
-3.28,1592.7,86.1,-7.94
-3.32,1592.6,86.2,-7.97
-3.47,1592.5,86.3,-7.99
-3.78,1592.4,86.4,-8.26
-3.61,1592.3,86.5,-8.14
-3.42,1592.2,86.6,-8
-3.57,1592.1,86.7,-8.11
-3.79,1592,86.8,-8.27
-3.48,1591.9,86.9,-7.9
-3.84,1591.8,87,-8.29
-3.61,1591.7,87.1,-8.12
-3.58,1591.6,87.2,-8.17
-3.85,1591.5,87.3,-8.29
-3.4,1591.3,87.4,-8.11
-3.37,1591.2,87.5,-8.17
-3.47,1591,87.6,-8.2
-3.45,1590.9,87.7,-8.18
-3.49,1590.8,87.8,-8.14
-3.7,1590.6,87.9,-8.34
-3.5,1590.4,88,-8.06
NA,1590.2,88.1,NA
-3.67,1590.1,88.2,-8.16
-3.92,1589.9,88.3,-8.44
-3.58,1589.8,88.4,-7.95
-3.5,1589.6,88.5,-7.92
-3.47,1589.5,88.6,-7.87
-3.6,1589.3,88.7,-7.96
-3.65,1589.2,88.8,-8.11
-3.48,1589,88.9,-7.92
-3.42,1588.8,89,-8
-3.37,1588.6,89.1,-8.08
-3.35,1588.4,89.2,-8.16
-3.48,1588.2,89.3,-8.37
-3.17,1587.9,89.4,-8.05
-3.12,1587.7,89.5,-8.07
-3.06,1587.5,89.6,-8.17
-3.16,1587.2,89.7,-7.96
-3.24,1587,89.8,-8.15
-3.35,1586.7,89.9,-8.31
-3.28,1586.5,90,-8.14
-3.23,1586.2,90.1,-8.13
-3.39,1585.9,90.2,-8.29
-3.64,1585.7,90.3,-8.49
-3.37,1585.4,90.4,-8.16
-3.45,1585.1,90.5,-8.19
-3.4,1584.8,90.6,-8.23
-3.58,1584.4,90.7,-8.41
-3.5,1584.1,90.8,-8.34
-3.65,1583.7,90.9,-8.39
-3.5,1583.4,91,-8.17
-3.72,1583,91.1,-8.47
-3.46,1582.7,91.2,-8.09
-3.45,1582.3,91.3,-8.04
-3.41,1581.9,91.4,-7.89
-3.47,1581.5,91.5,-7.9
-3.45,1581.1,91.6,-7.76
-3.37,1580.7,91.7,-7.64
-3.38,1580.3,91.8,-7.63
-3.44,1579.7,91.9,-7.67
-3.36,1578.9,92,-7.42
-3.41,1578.3,92.1,-7.42
-3.47,1577.9,92.2,-7.41
-3.42,1577.3,92.3,-7.39
-3.45,1576.4,92.4,-7.29
-3.43,1575.6,92.5,-7.27
-3.43,1574.7,92.6,-7.25
-3.32,1573.8,92.7,-7.24
-3.43,1572.7,92.8,-7.48
-3.49,1571.3,92.9,-7.31
-3.45,1570.3,93,-7.25
-3.4,1569.1,93.1,-7.27
-3.37,1568.1,93.2,-7.39
-3.29,1566.9,93.3,-7.35
-3.16,1565.5,93.4,-7
-3.16,1563.8,93.5,-6.9
-3.23,1562.4,93.6,-6.84
-3.2,1560.8,93.7,-6.68
-3.31,1559.4,93.8,-6.68
-3.27,1557.7,93.9,-6.76
-3.43,1556.1,94,-7.1
-3.4,1554.3,94.1,-7.17
-3.33,1551.9,94.2,-7.38
-3.28,1549.8,94.3,-7.36
-3.22,1546.1,94.4,-7.21
-3.27,1543.5,94.5,-7.13
-3.3,1542.4,94.6,-7.15
-3.3,1541.3,94.7,-7.16
-3.55,1540.2,94.8,-7.4
-3.43,1539.1,94.9,-7.41
-3.48,1538,95,-7.54
-3.44,1537.1,95.1,-7.55
-3.45,1536.1,95.2,-7.55
-3.32,1535.1,95.3,-7.65
-3.36,1534.2,95.4,-7.69
-3.36,1533.2,95.5,-7.74
-3.24,1532.1,95.6,-7.66
-3.59,1531.2,95.7,-7.49
-3.26,1530.3,95.8,-7.67
-3.49,1529.4,95.9,-7.81
-3.17,1528.5,96,-7.41
-3.59,1527.8,96.1,-7.32
-3.19,1526.9,96.2,-7.3
-3.47,1526,96.3,-7.74
-3.5,1525.2,96.4,-7.59
-3.37,1524.4,96.5,-7.69
-3.84,1523.6,96.6,-8.02
-3.54,1522.8,96.7,-7.6
-3.31,1521.9,96.8,-7.69
-3.28,1521.1,96.9,-7.64
-3.36,1520.2,97,-7.73
-3.48,1519.4,97.1,-7.94
-3.45,1518.6,97.2,-8.03
-3.48,1517.8,97.3,-8.07
-3.55,1517,97.4,-8.31
-3.62,1516.3,97.5,-8.37
-3.44,1515.7,97.6,-8.24
-3.62,1515,97.7,-8.4
-3.57,1514.3,97.8,-8.35
-3.32,1513.7,97.9,-8.1
-3.48,1513,98,-8.22
-3.57,1512.5,98.1,-8.32
-3.43,1511.9,98.2,-8.21
-3.56,1511.3,98.3,-8.3
-3.68,1510.8,98.4,-8.37
-3.65,1510.3,98.5,-8.35
-3.55,1509.7,98.6,-8.41
-3.6,1509.2,98.7,-8.41
-3.52,1508.7,98.8,-8.36
-3.7,1508.3,98.9,-8.39
-3.81,1507.9,99,-8.39
-3.91,1507.4,99.1,-8.47
-3.74,1507,99.2,-8.35
-3.74,1506.5,99.3,-8.42
-3.69,1506,99.4,-8.39
-3.74,1505.5,99.5,-8.39
-3.75,1505.1,99.6,-8.3
-3.72,1504.6,99.7,-8.13
-3.71,1504.1,99.8,-8.14
-3.93,1503.7,99.9,-8.32
-3.68,1503.2,100,-8.05
-3.55,1502.8,100.1,-8.12
-3.58,1502.3,100.2,-8.21
-3.47,1501.9,100.3,-8.16
-3.49,1501.5,100.4,-8.27
-3.38,1501.1,100.5,-8.14
-3.34,1500.7,100.6,-8.16
-3.4,1500.3,100.7,-8.19
-3.48,1500,100.8,-8.24
-3.5,1499.7,100.9,-8.37
-3.62,1499.3,101,-8.38
-3.63,1499,101.1,-8.37
-3.56,1498.7,101.2,-8.29
-3.74,1498.4,101.3,-8.3
-3.73,1498,101.4,-8.42
-3.67,1497.7,101.5,-8.43
-3.72,1497.4,101.6,-8.44
-3.7,1497.1,101.7,-8.41
-3.63,1496.8,101.8,-8.35
-3.66,1496.5,101.9,-8.36
-3.77,1496.2,102,-8.44
-3.56,1495.9,102.1,-8.41
-3.64,1495.6,102.2,-8.44
-3.8,1495.3,102.3,-8.47
-3.67,1495.1,102.4,-8.36
-3.74,1494.8,102.5,-8.39
-3.78,1494.6,102.6,-8.4
-3.8,1494.3,102.7,-8.34
-3.94,1494.1,102.8,-8.36
-3.81,1493.9,102.9,-8.2
-3.59,1493.7,103,-7.88
-3.62,1493.4,103.1,-7.89
-3.73,1493.1,103.2,-7.91
-3.84,1492.9,103.3,-7.88
-3.65,1492.7,103.4,-7.69
-3.73,1492.5,103.5,-7.7
-3.51,1492.4,103.6,-7.53
-3.61,1492.2,103.7,-7.68
-3.53,1492,103.8,-7.67
-3.53,1491.6,103.9,-7.68
-3.41,1491.4,104,-7.58
-3.45,1491.3,104.1,-7.55
-3.49,1491.1,104.2,-7.43
-3.51,1490.9,104.3,-7.4
-3.49,1490.7,104.4,-7.57
-3.49,1490.3,104.5,-7.61
-3.45,1490,104.6,-7.53
-3.47,1489.8,104.7,-7.48
-3.47,1489.6,104.8,-7.3
-3.47,1489.4,104.9,-7.38
-3.49,1489.1,105,-7.51
-3.5,1488.9,105.1,-7.56
-3.46,1488.8,105.2,-7.67
-3.45,1488.6,105.3,-7.61
-3.41,1488.4,105.4,-7.6
-3.5,1488.3,105.5,-7.62
-3.56,1488.1,105.6,-7.68
-3.58,1487.9,105.7,-7.69
-3.73,1487.6,105.8,-7.65
-3.93,1487.3,105.9,-7.7
-3.91,1486.9,106,-7.66
-4.01,1486.6,106.1,-7.64
-3.95,1486.4,106.2,-7.64
-3.85,1486.2,106.3,-7.55
-3.83,1485.9,106.4,-7.59
-3.79,1485.6,106.5,-7.57
-3.64,1485.3,106.6,-7.45
-3.72,1484.9,106.7,-7.44
-3.73,1484.5,106.8,-7.4
-3.6,1484.2,106.9,-7.31
-3.7,1484,107,-7.36
-3.68,1483.7,107.1,-7.3
-3.82,1483.5,107.2,-7.37
-3.71,1483.2,107.3,-7.37
-3.74,1482.9,107.4,-7.41
-3.7,1482.6,107.5,-7.41
-3.82,1482.3,107.6,-7.48
-3.71,1482.1,107.7,-7.46
-3.98,1481.8,107.8,-7.54
-3.49,1481.5,107.9,-7.33
-3.83,1481.2,108,-7.44
-3.99,1480.9,108.1,-7.51
-3.6,1480.5,108.2,-7.48
-3.68,1480.2,108.3,-7.47
-3.66,1479.9,108.4,-7.44
-3.67,1479.5,108.5,-7.38
-3.95,1479.1,108.6,-7.35
-3.91,1478.7,108.7,-7.34
-4.12,1478.3,108.8,-7.34
-3.94,1477.9,108.9,-7.27
-3.67,1477.4,109,-7.09
-3.65,1477,109.1,-7.15
-3.56,1476.6,109.2,-6.97
-3.59,1476.2,109.3,-7.07
-3.51,1475.8,109.4,-7.15
-3.45,1475.4,109.5,-7.14
-3.65,1474.9,109.6,-7.29
-3.69,1474.5,109.7,-7.4
-3.56,1474,109.8,-7.31
-3.55,1473.5,109.9,-7.29
-3.37,1473,110,-6.52
-3.49,1472.6,110.1,-5.73
-3.6,1472.1,110.2,-5.7
-3.52,1471.6,110.3,-5.96
-3.6,1471.1,110.4,-6.5
-3.79,1470.6,110.5,-6.81
-3.71,1470,110.6,-6.95
-3.75,1469.4,110.7,-7.11
-3.83,1468.8,110.8,-7.45
-3.98,1468.3,110.9,-7.67
-3.81,1467.7,111,-7.68
-3.93,1467.1,111.1,-7.79
-3.8,1466.5,111.2,-7.8
-3.8,1465.9,111.3,-7.74
-3.82,1465.3,111.4,-7.79
-4.01,1464.7,111.5,-7.94
-3.96,1464.1,111.6,-7.91
-4.05,1463.6,111.7,-8.01
-3.74,1463,111.8,-7.97
-4,1462.4,111.9,-7.88
-3.9,1461.8,112,-7.88
-4.43,1461.2,112.1,-7.9
-4.09,1460.6,112.2,-7.66
-4.1,1460,112.3,-7.66
-3.93,1459.3,112.4,-7.52
NA,1458.7,112.5,NA
-4,1458.1,112.6,-7.73
NA,1457.5,112.7,NA
-3.9,1456.9,112.8,-7.6
-4.02,1456.3,112.9,-7.58
-4.03,1455.8,113,-7.61
-3.95,1455.2,113.1,-7.56
-3.9,1454.7,113.2,-7.38
-3.86,1454.1,113.3,-7.41
-3.94,1453.4,113.4,-7.41
-3.94,1452.8,113.5,-7.44
-4.04,1452.2,113.6,-7.52
-3.79,1451.4,113.7,-7.45
-3.68,1450.8,113.8,-7.38
-3.93,1450.1,113.9,-7.57
-4.08,1449.4,114,-7.56
-4.41,1448.8,114.1,-8.18
-3.86,1448.4,114.2,-7.81
-3.61,1447.7,114.3,-7.57
-3.79,1447,114.4,-7.72
-3.6,1446.2,114.5,-7.53
-3.9,1445.6,114.6,-7.69
-3.59,1445.1,114.7,-7.39
-3.55,1444.6,114.8,-7.36
-3.56,1443.9,114.9,-7.47
-3.72,1443.3,115,-7.63
-3.67,1442.7,115.1,-7.6
-3.62,1442.1,115.2,-7.45
-3.84,1441.5,115.3,-7.72
-3.93,1440.9,115.4,-7.77
-3.93,1440.3,115.5,-7.85
-3.74,1439.7,115.6,-7.65
-3.96,1439.2,115.7,-8
-3.8,1438.6,115.8,-7.69
-3.92,1438,115.9,-7.92
-3.91,1437.5,116,-7.95
-3.6,1437,116.1,-7.78
-3.78,1436.5,116.2,-8.02
-3.59,1435.9,116.3,-7.94
-3.48,1435.3,116.4,-7.77
-3.72,1434.8,116.5,-8.19
-3.69,1434.3,116.6,-8.11
-3.76,1433.7,116.7,-8.25
-3.48,1433.2,116.8,-7.94
-3.99,1432.7,116.9,-8.35
-3.52,1432.2,117,-7.88
-3.4,1431.8,117.1,-7.62
-3.6,1431.2,117.2,-7.88
-3.65,1430.7,117.3,-7.83
-3.98,1430.1,117.4,-8.05
-3.57,1429.6,117.5,-7.73
-4.04,1429.1,117.6,-8.06
-3.8,1428.6,117.7,-7.82
-4.44,1428.2,117.8,-8.33
-3.97,1427.8,117.9,-8.09
-3.7,1427.4,118,-7.8
-3.71,1427,118.1,-7.88
-3.62,1426.6,118.2,-7.88
-3.57,1426.2,118.3,-7.96
-3.56,1425.7,118.4,-8.03
-3.54,1425.3,118.5,-7.97
-3.43,1425,118.6,-7.92
-3.5,1424.6,118.7,-8.02
-3.39,1424.2,118.8,-7.96
-3.35,1423.8,118.9,-7.96
-3.38,1423.4,119,-8.08
-3.45,1423,119.1,-8.14
-3.38,1422.6,119.2,-8.07
-3.35,1422.2,119.3,-8.06
-3.38,1421.9,119.4,-8.12
-3.33,1421.7,119.5,-8.1
-3.34,1421.3,119.6,-8.11
-3.38,1421.1,119.7,-8.23
-3.31,1420.9,119.8,-8.13
-3.29,1420.8,119.9,-7.92
-3.24,1420.7,120,-8
-3.27,1420.4,120.1,-8.03
-3.32,1420.2,120.2,-8.13
-3.33,1419.9,120.3,-8.18
-3.4,1419.7,120.4,-8.29
-3.54,1419.4,120.5,-8.35
-3.49,1419.2,120.6,-8.32
-3.57,1419,120.7,-8.4
-3.52,1418.7,120.8,-8.32
-3.47,1418.3,120.9,-8.3
-3.5,1417.9,121,-8.36
-3.45,1417.6,121.1,-8.21
-3.54,1417.2,121.2,-8.21
-3.56,1416.6,121.3,-8.08
-3.7,1416.1,121.4,-8.09
-3.57,1415.2,121.5,-7.96
-3.61,1414.3,121.6,-7.84
-3.7,1413.2,121.7,-7.95
-3.6,1412.1,121.8,-7.85
-3.6,1411.5,121.9,-7.83
-3.68,1410.7,122,-7.87
-3.67,1409.3,122.1,-7.95
-3.84,1408.5,122.2,-8.1
-3.78,1407,122.3,-8.12
-3.81,1405.6,122.4,-8.2
-3.77,1404.6,122.5,-8.26
-3.76,1403.5,122.6,-8.21
-3.75,1402.2,122.7,-8.2
-3.68,1400.9,122.8,-8.19
-3.71,1399.7,122.9,-8.18
-3.88,1398.5,123,-8.33
-3.68,1397.3,123.1,-8.34
-3.72,1396.3,123.2,-8.38
-3.83,1395.3,123.3,-8.32
-3.69,1394.4,123.4,-8.28
-3.73,1393.5,123.5,-8.34
-3.72,1392.5,123.6,-8.35
-3.87,1391.5,123.7,-8.27
-3.98,1390.6,123.8,-8.53
-4,1389.7,123.9,-8.75
-4.02,1388.7,124,-8.84
-4.02,1387.8,124.1,-8.9
-3.99,1387,124.2,-8.98
-3.96,1386.2,124.3,-8.84
-3.97,1385.5,124.4,-8.93
-4.01,1384.9,124.5,-9.03
-3.88,1384.5,124.6,-8.8
-3.9,1384.2,124.7,-8.81
-3.71,1383.8,124.8,-8.76
-3.78,1383.3,124.9,-8.86
-3.72,1383.1,125,-8.78
-3.62,1382.9,125.1,-8.66
-3.62,1382.6,125.2,-8.71
-3.54,1382.3,125.3,-8.62
-3.45,1381.9,125.4,-8.53
-3.54,1381.5,125.5,-8.62
-3.32,1381,125.6,-8.43
-3.38,1380.5,125.7,-8.56
-3.39,1380,125.8,-8.53
-3.48,1379.7,125.9,-8.59
-3.48,1379.4,126,-8.67
-3.48,1379,126.1,-8.78
-3.67,1378.7,126.2,-8.76
-3.65,1378.4,126.3,-9.02
-3.72,1378.1,126.4,-9.18
-3.82,1377.5,126.5,-9.18
-3.89,1377.1,126.6,-9.42
-3.89,1376.6,126.7,-9.27
-3.77,1376.2,126.8,-9.12
-3.73,1375.7,126.9,-8.93
-3.71,1375.3,127,-8.94
-3.64,1375,127.1,-8.77
-3.67,1374.5,127.2,-8.92
-3.68,1374.1,127.3,-8.83
NA,1373.7,127.4,NA
-3.6,1373.4,127.5,-8.57
-3.65,1373.2,127.6,-8.71
-3.55,1372.9,127.7,-8.63
-3.48,1372.6,127.8,-8.55
-3.42,1372.1,127.9,-8.57
-3.41,1371.8,128,-8.48
-3.44,1371.5,128.1,-8.49
-3.42,1371.2,128.2,-8.35
-3.38,1370.8,128.3,-8.08
-3.45,1370.4,128.4,-7.97
-3.36,1369.9,128.5,-7.84
-3.36,1369.5,128.6,-7.74
-3.36,1369.2,128.7,-7.78
-3.59,1368.8,128.8,-7.73
-3.41,1368.5,128.9,-7.71
-3.6,1368.1,129,-7.77
-3.58,1367.7,129.1,-7.85
-3.68,1367.4,129.2,-7.98
-3.63,1367,129.3,-8.09
-3.57,1366.7,129.4,-8.05
-3.57,1366.3,129.5,-8.16
-3.53,1365.9,129.6,-8.24
-3.43,1365.6,129.7,-8.15
-3.34,1365.2,129.8,-8.39
-3.4,1364.9,129.9,-8.59
-3.58,1364.5,130,-8.83
-3.72,1364,130.1,-9.28
-3.53,1363.7,130.2,-9.26
-3.52,1363.3,130.3,-9.08
-3.58,1363,130.4,-9.07
-3.87,1362.6,130.5,-9.29
-3.57,1362.2,130.6,-9.19
-3.59,1361.8,130.7,-9.07
-3.48,1361.3,130.8,-8.86
-3.52,1360.9,130.9,-8.77
-3.59,1360.5,131,-8.84
-3.59,1360,131.1,-8.93
-3.71,1359.5,131.2,-9.23
-3.81,1358.9,131.3,-9.47
-3.68,1358.4,131.4,-9.16
-3.63,1358,131.5,-9.03
-3.67,1357.5,131.6,-9.08
-3.65,1357.1,131.7,-9.13
-3.68,1356.7,131.8,-9.1
-3.62,1356.3,131.9,-9.1
-3.64,1355.8,132,-8.9
-3.59,1355.4,132.1,-8.89
-3.46,1354.9,132.2,-8.7
-3.58,1354.5,132.3,-8.87
-3.55,1354,132.4,-8.77
-3.67,1353.6,132.5,-8.81
-3.44,1353.2,132.6,-8.65
-3.47,1352.7,132.7,-8.58
-3.35,1352.2,132.8,-8.5
-3.38,1351.7,132.9,-8.53
-3.46,1351.3,133,-8.57
-3.32,1350.9,133.1,-8.38
-3.49,1350.4,133.2,-8.54
-3.6,1350,133.3,-8.85
-3.58,1349.6,133.4,-8.75
-3.79,1349.2,133.5,-8.79
-3.65,1348.7,133.6,-8.72
-3.61,1348.3,133.7,-8.58
-3.68,1347.9,133.8,-8.63
-3.65,1347.4,133.9,-8.56
-3.72,1346.9,134,-8.57
-3.84,1346.4,134.1,-8.4
-3.98,1345.8,134.2,-8.41
-3.71,1345.3,134.3,-8.22
-3.8,1344.7,134.4,-8.29
-3.73,1344.3,134.5,-8.19
-3.88,1343.8,134.6,-8.08
-3.63,1343.3,134.7,-8.08
-3.83,1342.9,134.8,-7.95
-3.75,1342.4,134.9,-8.07
-3.74,1342,135,-7.93
-3.65,1341.5,135.1,-7.83
-3.66,1341,135.2,-7.81
-3.71,1340.5,135.3,-7.74
-3.72,1340,135.4,-7.86
-3.78,1339.4,135.5,-7.94
-3.8,1338.8,135.6,-7.75
-3.75,1338.4,135.7,-7.96
-3.75,1337.8,135.8,-7.93
-3.79,1337.3,135.9,-7.94
-3.78,1336.8,136,-7.84
-3.79,1336.3,136.1,-7.82
-3.68,1335.8,136.2,-7.72
-3.71,1335.3,136.3,-8.01
-3.69,1334.8,136.4,-7.84
-3.83,1334.3,136.5,-8
-3.82,1333.8,136.6,-7.81
-3.82,1333.3,136.7,-8.11
-3.71,1332.7,136.8,-7.85
-3.71,1332.2,136.9,-7.68
-3.54,1331.6,137,-7.6
-3.58,1331,137.1,-7.69
-3.59,1330.6,137.2,-7.49
-3.6,1330,137.3,-7.75
-3.98,1329.5,137.4,-7.77
-3.68,1329,137.5,-7.74
-3.67,1328.4,137.6,-7.89
-3.51,1327.9,137.7,-7.88
-3.47,1327.3,137.8,-7.9
-3.44,1326.8,137.9,-7.82
-3.55,1326.2,138,-7.88
-3.45,1325.6,138.1,-7.76
-3.47,1324.9,138.2,-7.68
-3.65,1324.4,138.3,-7.65
-3.71,1323.9,138.4,-7.62
-3.71,1323.4,138.5,-7.74
-3.7,1322.8,138.6,-7.66
-3.58,1322.2,138.7,-7.67
-3.67,1321.7,138.8,-7.64
-4.03,1321.1,138.9,-7.69
-3.58,1320.5,139,-7.81
-3.73,1320,139.1,-7.81
-3.84,1319.5,139.2,-7.83
-3.82,1318.9,139.3,-7.94
NA,1318.4,139.4,NA
-4.35,1317.8,139.5,-7.23
-4.05,1317.2,139.6,-8.32
-4.08,1316.6,139.7,-8.48
-4.09,1316.1,139.8,-8.31
-4.15,1315.4,139.9,-8.44
-4.18,1314.8,140,-8.67
-4.23,1314.2,140.1,-8.96
-4.27,1313.5,140.2,-9.14
-4.28,1312.9,140.3,-8.97
-4.2,1312.3,140.4,-8.84
-4.27,1311.6,140.5,-9.03
-4.27,1311,140.6,-9.48
-4.33,1310.4,140.7,-9.5
-4.3,1309.8,140.8,-9.25
-4.29,1309.2,140.9,-9.18
-4.32,1308.5,141,-9.28
-4.29,1307.9,141.1,-9.24
-4.36,1307.3,141.2,-9.22
-4.36,1306.7,141.3,-9.31
-4.33,1306.1,141.4,-9.24
-4.31,1305.5,141.5,-9.5
-4.38,1304.9,141.6,-9.63
-4.41,1304.3,141.7,-9.73
-4.48,1303.6,141.8,-9.85
-4.47,1303,141.9,-9.86
-4.41,1302.3,142,-9.83
-4.43,1301.7,142.1,-9.93
-4.38,1301.1,142.2,-9.86
-4.47,1300.4,142.3,-9.96
-4.52,1299.8,142.4,-9.96
-4.57,1299.1,142.5,-10.08
-4.44,1298.4,142.6,-10.04
-4.46,1297.7,142.7,-10.18
-4.4,1297.1,142.8,-10.02
-4.37,1296.4,142.9,-9.94
-4.53,1295.8,143,-10.08
-4.45,1295.1,143.1,-9.86
-4.46,1294.5,143.2,-10
-4.34,1293.9,143.3,-9.62
-4.32,1293.3,143.4,-9.48
-4.23,1292.6,143.5,-9.2
-4.05,1292,143.6,-8.96
-3.98,1291.3,143.7,-8.95
-4.04,1290.6,143.8,-8.85
-4.1,1290,143.9,-8.9
-4.15,1289.3,144,-9.15
-4.23,1288.6,144.1,-9.9
-4.27,1287.9,144.2,-10.01
-4.28,1287.2,144.3,-10.05
-4.1,1286.4,144.4,-9.66
-4.25,1285.7,144.5,-9.91
-4.15,1284.9,144.6,-9.78
-4.19,1284.2,144.7,-9.99
-4.25,1283.4,144.8,-10.11
-4.15,1282.6,144.9,-10.2
-3.88,1281.7,145,-9.84
-3.78,1280.9,145.1,-9.66
-3.58,1280,145.2,-9.57
-3.81,1279.1,145.3,-10.03
-3.68,1278.2,145.4,-9.66
-3.42,1277.3,145.5,-8.92
-3.5,1276.3,145.6,-9.08
-3.91,1275.4,145.7,-8.71
-3.99,1274.5,145.8,-8.9
-3.98,1273.6,145.9,-8.91
-4.27,1272.7,146,-9.51
-3.76,1271.8,146.1,-8.77
-3.83,1270.9,146.2,-8.72
-3.97,1269.9,146.3,-8.84
-3.95,1269,146.4,-8.62
-4.2,1268,146.5,-9.12
-4.34,1267,146.6,-8.93
-4.63,1266.1,146.7,-8.72
-4.63,1265.2,146.8,-8.64
-4.44,1264.2,146.9,-8.57
-4.45,1263.3,147,-8.53
-4.58,1262.2,147.1,-8.79
-4.39,1261.1,147.2,-8.51
-5.09,1260,147.3,-9.18
-4.84,1258.9,147.4,-8.87
-4.27,1257.9,147.5,-8.88
-4.63,1256.8,147.6,-8.67
-4.68,1255.7,147.7,-8.62
-4.25,1254.7,147.8,-8.34
-3.97,1253.7,147.9,-8.34
-3.86,1252.6,148,-8.55
-3.73,1251.6,148.1,-8.51
-3.7,1250.5,148.2,-8.4
-3.6,1249.3,148.3,-8.27
-3.83,1248.2,148.4,-8.56
-4.02,1247.1,148.5,-8.57
-4.37,1246,148.6,-8.86
-4.21,1244.9,148.7,-8.78
-4.26,1243.8,148.8,-9.06
-4.11,1242.8,148.9,-9.35
-4.17,1241.7,149,-9.15
-4.22,1240.6,149.1,-8.95
-4.09,1239.5,149.2,-8.66
-4,1238.3,149.3,-8.47
-4.05,1237.1,149.4,-8.54
-3.97,1236,149.5,-9.04
-3.93,1234.9,149.6,-9.14
-4.11,1233.8,149.7,-9.34
-4.2,1232.7,149.8,-9.46
-4.31,1231.6,149.9,-9.48
-4.26,1230.5,150,-9.31
-4.05,1229.5,150.1,-8.99
-3.9,1228.5,150.2,-8.51
-3.94,1227.4,150.3,-8.54
-3.76,1226.3,150.4,-8.41
-3.58,1225.2,150.5,-7.92
-3.67,1224.2,150.6,-8.11
-3.69,1223.1,150.7,-8.54
-3.91,1222.1,150.8,-9.02
-4.2,1221,150.9,-9.32
-4.42,1220,151,-9.47
-4.56,1219.1,151.1,-9.53
-4.68,1218.1,151.2,-9.77
