d18O (permil),year (AD),depth (mm),d13C (permil)
-3.39,430.1,308.6,-8.71
-3.42,429.9,308.7,-8.48
-3.44,429.8,308.8,-8.49
-3.31,429.7,308.9,-8.46
-3.41,429.6,309,-8.46
-3.49,429.5,309.1,-8.37
-3.39,429.3,309.2,-8.32
-3.61,429.1,309.3,-8.52
-3.63,429.1,309.4,-8.68
-3.36,429,309.5,-8.39
-3.41,428.9,309.6,-8.49
-3.44,428.9,309.7,-8.61
-3.32,428.8,309.8,-8.61
-3.38,428.6,309.9,-8.62
-3.4,428.5,310,-8.7
-3.43,428.5,310.1,-8.76
-3.37,428.4,310.2,-8.71
-3.5,428.4,310.3,-8.83
NA,428.3,310.4,NA
-3.45,428.3,310.5,-8.73
-3.69,428.2,310.6,-8.67
NA,427.9,310.7,NA
-3.4,427.6,310.8,-8.87
-3.37,427.3,310.9,-8.8
-3.53,427,311,-8.84
-3.42,426.8,311.1,-8.78
-3.49,426.6,311.2,-8.67
-3.47,426.5,311.3,-8.73
-3.57,426.3,311.4,-8.58
-3.6,426.1,311.5,-8.78
-3.63,425.9,311.6,-8.79
-3.78,425.7,311.7,-8.83
-3.67,425.5,311.8,-8.68
-3.49,425.3,311.9,-8.75
-3.44,425,312,-8.71
-3.47,424.8,312.1,-8.81
-3.49,424.5,312.2,-8.79
-3.57,424.2,312.3,-8.93
-3.5,423.8,312.4,-8.7
-3.49,423.5,312.5,-8.73
-3.38,423.1,312.6,-8.71
-3.31,422.8,312.7,-8.72
-3.3,422.5,312.8,-8.75
-3.34,422.2,312.9,-8.72
-3.3,421.9,313,-8.72
-3.34,421.5,313.1,-8.77
-3.43,421.1,313.2,-8.75
-3.37,420.8,313.3,-8.66
-3.35,420.4,313.4,-8.62
-3.34,420,313.5,-8.63
-3.49,419.5,313.6,-8.76
-3.45,418.9,313.7,-8.66
-3.3,418.5,313.8,-8.51
-3.29,418.1,313.9,-8.55
-3.22,417.7,314,-8.75
-3.06,417.1,314.1,-8.67
-3.07,416.6,314.2,-8.65
-3.07,416.2,314.3,-8.64
-3.19,415.6,314.4,-8.74
-2.99,415.1,314.5,-8.65
-3.05,414.6,314.6,-8.61
-3.47,414,314.7,-8.63
-3.05,413.4,314.8,-8.55
-3.13,412.8,314.9,-8.6
-3.11,412.2,315,-8.63
-3.08,411.6,315.1,-8.65
-3.32,411.1,315.2,-8.66
-3.25,410.5,315.3,-8.64
-3.08,410,315.4,-8.63
-3.81,409.5,315.5,-8.62
-3.4,408.8,315.6,-8.76
-3.91,408.1,315.7,-8.7
-3.33,407.4,315.8,-8.8
-3.56,406.9,315.9,-8.69
-3.34,406.2,316,-8.67
-3.57,405.5,316.1,-8.62
-3.87,404.8,316.2,-8.59
-3.61,404.1,316.3,-8.57
-4.1,403.5,316.4,-8.39
-3.79,402.8,316.5,-8.3
-3.97,402,316.6,-8.28
-4.19,401.2,316.7,-8.4
-3.93,400.5,316.8,-8.26
-4,399.7,316.9,-8.44
-3.65,398.9,317,-8.41
-3.93,398.3,317.1,-8.54
-3.65,397.7,317.2,-8.65
-3.89,396.9,317.3,-8.53
-3.66,396.1,317.4,-8.53
-3.83,395.2,317.5,-8.53
-4.32,394.4,317.6,-8.59
-3.93,393.5,317.7,-8.84
-3.72,392.6,317.8,-8.5
-3.55,392,317.9,-8.71
-3.62,391.3,318,-8.76
-3.63,390.5,318.1,-8.68
-3.55,389.7,318.2,-8.72
-3.51,389.2,318.3,-8.73
-3.9,388.6,318.4,-8.67
-3.8,387.7,318.5,-8.74
-3.69,387.1,318.6,-8.89
-3.44,386.4,318.7,-8.77
-4.08,385.7,318.8,-8.76
-3.49,385,318.9,-8.8
-3.63,384.5,319,-8.77
-3.47,384,319.1,-8.8
-3.45,383.5,319.2,-8.66
-3.37,383,319.3,-8.64
-3.52,382.4,319.4,-8.63
-3.36,381.9,319.5,-8.54
-3.56,381.2,319.6,-8.51
-3.44,380.5,319.7,-8.48
NA,379.9,319.8,NA
-3.87,379.4,319.9,-8.2
-4.18,378.9,320,-8.31
-4.26,378.3,320.1,-8.23
-3.93,377.7,320.2,-8.38
-3.9,377,320.3,-8.24
-3.71,376.5,320.4,-8.26
-3.92,375.9,320.5,-8.24
-3.76,375.3,320.6,-8.14
-3.59,374.7,320.7,-8.22
-3.53,374.1,320.8,-8.13
-3.66,373.6,320.9,-8.32
-3.42,373,321,-8.03
-3.51,372.4,321.1,-7.85
-3.43,371.9,321.2,-8
-3.57,371.3,321.3,-7.92
-3.64,370.8,321.4,-7.91
-3.62,370.4,321.5,-8.12
-3.39,369.8,321.6,-8.28
-3.68,369.4,321.7,-8.05
-3.49,369,321.8,-7.87
-3.89,368.5,321.9,-7.92
-4.36,368.1,322,-8.06
-3.79,367.6,322.1,-8.02
-3.49,367.1,322.2,-8.15
-3.46,366.7,322.3,-8.15
-3.6,366.2,322.4,-8.21
-3.49,365.6,322.5,-8.19
-3.71,365.2,322.6,-8.4
-3.85,364.7,322.7,-8.05
-3.63,364.5,322.8,-8.46
-3.34,364.1,322.9,-8
-3.55,363.6,323,-8.07
-3.56,363.2,323.1,-8.09
-3.78,362.8,323.2,-8.46
-3.8,362.5,323.3,-8.36
-3.87,362.2,323.4,-7.94
-3.78,361.9,323.5,-8.37
NA,361.4,323.6,NA
NA,361,323.7,NA
NA,360.6,323.8,NA
NA,360.3,323.9,NA
NA,360.1,324,NA
NA,359.8,324.1,NA
NA,359.3,324.2,NA
NA,358.8,324.3,NA
NA,358.5,324.4,NA
-4.4,358.1,324.5,-7.89
-4.14,357.7,324.6,-7.95
-3.8,357.3,324.7,-7.89
-3.64,356.8,324.8,-7.99
NA,356.4,324.9,NA
-3.67,355.9,325,-8.36
-3.61,355.6,325.1,-7.93
-3.71,355.3,325.2,-7.92
-3.48,354.9,325.3,-7.8
-3.79,354.6,325.4,-7.96
-3.39,354.2,325.5,-7.93
-4.25,353.8,325.6,-7.75
-3.86,353.5,325.7,-7.94
NA,353.1,325.8,NA
-4.63,352.6,325.9,-7.92
NA,352.3,326,NA
-4.13,352.1,326.1,-8.22
-3.7,351.7,326.2,-8.08
-3.85,351.3,326.3,-7.96
-3.57,351,326.4,-7.96
-3.72,350.6,326.5,-7.86
-3.65,350.2,326.6,-7.75
-3.61,349.9,326.7,-7.96
-3.46,349.6,326.8,-7.37
-3.49,349.2,326.9,-7.17
-3.82,348.9,327,-7.14
-3.43,348.5,327.1,-7.07
-3.59,347.9,327.2,-6.98
-3.46,347.6,327.3,-7.02
-3.49,347.2,327.4,-7.36
-3.58,346.9,327.5,-7.16
-3.55,346.5,327.6,-7.35
-3.83,346.2,327.7,-7.78
-3.78,345.8,327.8,-7.48
-3.93,345.6,327.9,-7.64
-3.7,345.3,328,-7.71
-4.22,344.9,328.1,-7.71
-4.51,344.4,328.2,-7.82
-3.78,343.9,328.3,-8.3
-3.67,343.5,328.4,-8.26
-4.03,343.2,328.5,-7.98
NA,342.9,328.6,NA
-3.68,342.5,328.7,-8.35
-4.28,342.1,328.8,-8.76
NA,341.6,328.9,NA
-3.63,341.1,329,-8.32
-3.54,340.7,329.1,-8.24
-3.52,340.2,329.2,-7.85
-3.6,339.9,329.3,-7.85
NA,339.5,329.4,NA
-3.57,339.1,329.5,-7.6
-3.91,338.7,329.6,-7.69
-3.63,338.2,329.7,-7.5
-3.88,337.8,329.8,-7.61
-3.35,337.3,329.9,-7.75
-3.65,336.9,330,-7.51
-3.78,336.5,330.1,-7.69
-4.16,336,330.2,-7.8
-3.66,335.6,330.3,-7.86
-3.68,335.2,330.4,-7.74
-3.59,334.7,330.5,-7.85
-3.75,334.2,330.6,-7.91
-3.97,333.7,330.7,-7.94
-3.55,333.2,330.8,-7.83
-3.47,332.8,330.9,-7.86
-4.16,332.2,331,-7.82
-3.89,331.7,331.1,-7.84
-3.66,331.2,331.2,-8
-3.52,330.8,331.3,-7.72
-3.66,330.3,331.4,-7.63
-3.43,329.7,331.5,-7.76
-3.7,329.2,331.6,-7.96
-3.54,328.6,331.7,-7.72
-3.59,328.1,331.8,-7.77
-4.14,327.6,331.9,-7.95
-3.8,327,332,-7.69
-4.24,326.4,332.1,-7.84
-3.78,325.9,332.2,-8.32
-4,325.2,332.3,-8.5
-3.73,324.5,332.4,-8.3
-4.13,323.8,332.5,-8.38
-4.03,323.1,332.6,-8.36
-3.82,322.3,332.7,-8.28
-3.72,321.5,332.8,-8.17
-3.79,320.6,332.9,-8.24
-3.72,319.8,333,-8.36
-3.81,318.9,333.1,-8.12
-3.53,318.4,333.2,-8.42
-3.57,317.7,333.3,-8.49
-3.49,316.8,333.4,-8.49
-3.59,315.9,333.5,-8.43
-3.55,315.4,333.6,-8.29
-3.42,314.4,333.7,-8.2
-3.62,313.4,333.8,-8.23
-3.53,312.6,333.9,-8.4
-3.46,311.7,334,-8.31
-3.53,311.1,334.1,-8.28
-3.51,310.2,334.2,-8.27
-3.62,309.2,334.3,-8.42
-3.68,308.1,334.4,-8.48
-3.48,306.8,334.5,-8.43
-3.67,305.7,334.6,-8.4
-3.91,304.7,334.7,-8.14
-3.82,303.8,334.8,-8.15
-3.84,303.1,334.9,-8.33
-3.66,302.6,335,-8.04
-3.56,302.1,335.1,-7.9
-4.11,301.3,335.2,-7.86
-3.6,300.4,335.3,-7.98
-3.67,299.8,335.4,-7.93
-3.67,299.3,335.5,-7.98
-3.69,298.7,335.6,-7.91
-3.63,297.7,335.7,-8.02
-3.68,297,335.8,-7.93
-3.64,296.1,335.9,-7.88
-3.8,294.9,336,-8.06
-3.65,293.7,336.1,-8.05
-3.43,292.9,336.2,-8.09
-3.48,291.9,336.3,-7.9
-3.95,290.9,336.4,-8.11
-3.5,290.1,336.5,-8.01
-3.46,289.3,336.6,-8.18
-3.74,288.5,336.7,-8.11
-3.58,287.7,336.8,-7.98
-3.73,287,336.9,-8.02
-3.55,286.2,337,-7.93
-3.59,285.4,337.1,-7.79
-3.52,284.6,337.2,-7.53
-3.51,283.9,337.3,-7.22
-3.67,283.4,337.4,-7.04
-3.58,282.7,337.5,-6.87
-3.4,281.9,337.6,-6.08
-3.43,281.2,337.7,-5.58
-3.35,280.5,337.8,-5.36
-3.36,280,337.9,-5.07
-3.8,279.4,338,-5.06
-3.39,278.8,338.1,-5.31
-3.48,278.1,338.2,-4.97
-3.61,277.5,338.3,-4.93
-3.19,276.8,338.4,-5.45
-3.18,276.3,338.5,-6.13
-3.19,275.7,338.6,-6.84
-3.23,275.1,338.7,-7.14
-3.4,274.5,338.8,-7.4
-3.37,273.9,338.9,-7.57
-3.64,273.3,339,-8.02
-3.59,272.7,339.1,-7.89
-3.29,272.2,339.2,-7.74
-3.29,271.6,339.3,-7.59
-3.51,271,339.4,-7.84
-3.37,270.4,339.5,-7.68
-3.61,269.8,339.6,-7.69
-3.32,269.3,339.7,-7.69
-3.33,268.7,339.8,-7.5
NA,268.1,339.9,NA
-3.4,267.5,340,-7.82
-3.47,266.9,340.1,-7.78
-3.3,266.3,340.2,-7.66
-3.38,265.7,340.3,-7.68
-3.36,265.1,340.4,-7.67
-3.29,264.6,340.5,-7.85
-3.2,264.1,340.6,-7.71
-3.18,263.6,340.7,-7.6
-3.26,263.2,340.8,-7.52
-3.58,262.7,340.9,-7.58
-3.3,262.2,341,-7.49
-3.2,261.7,341.1,-7.33
-3.36,261.3,341.2,-7.4
-3.28,260.7,341.3,-7.23
-3.17,260.2,341.4,-7.31
-3.21,259.6,341.5,-7.22
-3.33,259,341.6,-7.38
-3.21,258.4,341.7,-7.29
-3.15,257.7,341.8,-7.29
-3.22,257,341.9,-7.39
-3.33,256.3,342,-7.58
-3.42,255.6,342.1,-7.61
-3.4,254.9,342.2,-7.65
-3.38,254.2,342.3,-7.65
-3.53,253.5,342.4,-7.85
-3.45,252.8,342.5,-7.97
-3.38,252.1,342.6,-7.88
-3.32,251.4,342.7,-7.91
-3.34,250.7,342.8,-7.89
-3.38,250,342.9,-7.97
-3.58,249.3,343,-7.98
-3.53,248.7,343.1,-8.13
-3.6,248.2,343.2,-8.26
-3.63,247.6,343.3,-8.12
-3.68,247,343.4,-8.19
-3.67,246.4,343.5,-8.24
-3.48,245.8,343.6,-8.21
-3.6,245.2,343.7,-8.35
-3.53,244.6,343.8,-8.41
-3.52,244,343.9,-8.22
-3.67,243.3,344,-8.4
-3.64,242.6,344.1,-8.44
-3.43,242.1,344.2,-8.52
-3.66,241.7,344.3,-8.52
-3.58,241.4,344.4,-8.31
-3.35,240.8,344.5,-8.22
-3.25,240.2,344.6,-8.28
-3.41,239.5,344.7,-8.35
-3.25,238.8,344.8,-8.19
-3.35,238.1,344.9,-7.98
-3.46,237.4,345,-7.71
-3.44,236.6,345.1,-7.62
-3.59,235.9,345.2,-7.48
-3.27,235.3,345.3,-7.38
-3.45,234.8,345.4,-7.52
-3.52,234.3,345.5,-7.72
-3.39,233.7,345.6,-7.67
-3.35,233.1,345.7,-7.72
-3.35,232.4,345.8,-7.85
-3.51,231.8,345.9,-8.2
-3.31,231,346,-8.07
-3.5,230.2,346.1,-7.96
-3.58,229.4,346.2,-8.12
-3.47,228.8,346.3,-8.07
-3.58,228.2,346.4,-8.04
-3.55,227.7,346.5,-7.95
-3.49,227.1,346.6,-8.01
-3.4,226.4,346.7,-7.85
-3.37,225.8,346.8,-7.69
-3.31,225.1,346.9,-7.62
-3.3,224.6,347,-7.67
-3.33,223.8,347.1,-7.52
-3.29,223.2,347.2,-7.55
-3.35,222.6,347.3,-7.45
-3.34,222,347.4,-7.36
-3.4,221.4,347.5,-7.45
-3.39,220.8,347.6,-7.34
-3.44,220.1,347.7,-7.29
-3.27,219.4,347.8,-7.3
-3.33,218.8,347.9,-7.21
-3.38,218.3,348,-7.18
-3.44,217.5,348.1,-7.19
-3.49,216.9,348.2,-7.22
-3.44,216.2,348.3,-7.1
-3.4,215.5,348.4,-7.15
-3.43,215,348.5,-7.15
-3.3,214.5,348.6,-7.12
-3.2,214,348.7,-7.11
-3.27,213.4,348.8,-7.22
-3.27,213,348.9,-7.15
-3.21,212.5,349,-7.1
-3.24,211.9,349.1,-7.2
-3.23,211.6,349.2,-7.24
-3.4,211,349.3,-7.27
-3.45,210.3,349.4,-7.36
-3.65,209.6,349.5,-7.4
-3.71,209.2,349.6,-7.56
-3.78,208.8,349.7,-7.7
-3.89,208.3,349.8,-7.79
-3.85,207.6,349.9,-7.87
-3.88,206.9,350,-7.66
-3.82,206.4,350.1,-7.94
-3.65,205.8,350.2,-7.97
-3.66,205.2,350.3,-7.92
-3.58,204.6,350.4,-7.94
-3.64,204,350.5,-8.03
-3.7,203.4,350.6,-8.09
-3.73,202.8,350.7,-8.03
-3.79,202.3,350.8,-8.08
-3.63,201.8,350.9,-7.99
-3.67,201.4,351,-7.9
-3.67,201,351.1,-7.83
-3.9,200.6,351.2,-7.86
-3.87,200.2,351.3,-7.7
-3.73,199.8,351.4,-7.58
-3.86,199.4,351.5,-7.69
-3.92,199,351.6,-7.74
-3.9,198.5,351.7,-7.67
-4.13,198.1,351.8,-7.64
-3.61,197.6,351.9,-7.57
-3.58,197.2,352,-7.59
-3.95,196.8,352.1,-7.66
-3.81,196.3,352.2,-7.49
-3.66,195.7,352.3,-7.53
-3.9,195.1,352.4,-7.63
-3.65,194.7,352.5,-7.64
-3.55,194.4,352.6,-7.66
-3.51,194,352.7,-7.63
-3.36,193.6,352.8,-7.59
-3.4,193.2,352.9,-7.58
-3.31,192.8,353,-7.57
-3.29,192.2,353.1,-7.55
-3.43,191.8,353.2,-7.65
-3.29,191.4,353.3,-7.64
-3.3,190.9,353.4,-7.69
-3.18,190.5,353.5,-7.64
-3.26,190.2,353.6,-7.61
-3.32,189.8,353.7,-7.61
-3.25,189.4,353.8,-7.66
-3.32,189.1,353.9,-7.5
-3.4,188.8,354,-7.46
-3.38,188.5,354.1,-7.2
-3.25,188.2,354.2,-7.18
-3.58,187.8,354.3,-7.31
-3.33,187.5,354.4,-7.06
-3.59,187.2,354.5,-7.09
-3.21,186.8,354.6,-6.89
-3.33,186.3,354.7,-6.8
-3.22,185.8,354.8,-6.76
-3.12,185.4,354.9,-6.6
-3.46,185,355,-6.48
-3.02,184.6,355.1,-6.11
-3.07,184.3,355.2,-6.18
-3.04,183.8,355.3,-5.88
-2.98,183.4,355.4,-5.84
-3.04,183,355.5,-5.9
-2.96,182.7,355.6,-5.92
-3.15,182.5,355.7,-6.11
-3.83,182.2,355.8,-6.88
-3.52,181.9,355.9,-6.44
-3.42,181.6,356,-6.96
-3.49,181.3,356.1,-7.2
-3.49,181,356.2,-6.95
-3.67,180.6,356.3,-7.13
-3.59,180.3,356.4,-7.69
-3.54,179.8,356.5,-7.66
-3.61,179.4,356.6,-7.92
-3.55,179,356.7,-7.98
-3.51,178.5,356.8,-7.95
-3.76,178.1,356.9,-8.06
-3.63,177.7,357,-8.01
-3.78,177.4,357.1,-8.17
-3.7,177.1,357.2,-8.03
-3.65,176.8,357.3,-8.07
-3.68,176.6,357.4,-7.97
-3.59,176.3,357.5,-8
-3.64,176.1,357.6,-8.03
-3.62,175.8,357.7,-8
-3.6,175.7,357.8,-8.02
-3.52,175.6,357.9,-7.91
-3.64,175.5,358,-8.02
-3.53,175.4,358.1,-7.85
-3.57,175.2,358.2,-7.89
-3.78,174.8,358.3,-7.93
-3.69,174.4,358.4,-8.01
-3.79,174.1,358.5,-7.86
-3.7,173.7,358.6,-7.59
-3.51,173.3,358.7,-7.61
-3.62,172.9,358.8,-7.66
-3.5,172.5,358.9,-7.51
-3.59,172.1,359,-7.57
-3.59,171.7,359.1,-7.46
-3.66,171.3,359.2,-7.34
-3.59,171,359.3,-7.35
-3.72,170.8,359.4,-7.41
-3.9,170.6,359.5,-7.49
-3.82,170.4,359.6,-7.32
-3.8,170.2,359.7,-7.3
-3.74,169.9,359.8,-7.27
-3.68,169.5,359.9,-7.37
-3.62,169.4,360,-7.35
-3.62,169.4,360.1,-7.38
-3.61,169.2,360.2,-7.38
-3.64,168.9,360.3,-7.51
-3.7,168.5,360.4,-7.62
-3.65,168.3,360.5,-7.62
-3.66,168,360.6,-7.57
-3.72,167.8,360.7,-7.71
-3.66,167.7,360.8,-7.67
-3.67,167.5,360.9,-7.7
-3.65,167.3,361,-7.59
-3.57,167.1,361.1,-7.64
-3.67,166.8,361.2,-7.72
-3.65,166.7,361.3,-7.64
-3.65,166.5,361.4,-7.68
-3.71,166.3,361.5,-7.7
-3.6,166,361.6,-7.64
-3.74,165.7,361.7,-7.89
-3.63,165.4,361.8,-7.72
-3.67,165.1,361.9,-7.83
-3.71,164.8,362,-7.8
-3.62,164.5,362.1,-8.01
-3.69,164.3,362.2,-8.06
-3.69,164.1,362.3,-8.02
-3.64,163.9,362.4,-8.15
-3.5,163.7,362.5,-8.17
-3.51,163.4,362.6,-8.11
-3.54,163.1,362.7,-8.15
-3.56,162.9,362.8,-8.19
-3.45,162.6,362.9,-8.06
-3.4,162.5,363,-8.03
-3.55,162.3,363.1,-7.95
-3.48,162.1,363.2,-7.96
-3.53,161.9,363.3,-7.93
-3.56,161.8,363.4,-7.9
-3.7,161.7,363.5,-7.86
-3.66,161.6,363.6,-7.85
-3.73,161.4,363.7,-7.77
-3.82,161.2,363.8,-7.87
-3.76,160.9,363.9,-7.71
-3.83,160.7,364,-7.75
-3.68,160.5,364.1,-7.82
-3.79,160.2,364.2,-7.74
-3.71,160.1,364.3,-8.02
-3.74,160.1,364.4,-8.01
-3.81,160,364.5,-7.96
-3.61,159.9,364.6,-8.07
-3.59,159.7,364.7,-8.09
-3.67,159.6,364.8,-8.04
-3.57,159.4,364.9,-8.06
-3.89,159.1,365,-8
-3.71,158.6,365.1,-8.01
-3.7,158.1,365.2,-7.96
-3.85,157.9,365.3,-8.01
-3.97,157.7,365.4,-8.04
-3.71,157.5,365.5,-8.04
NA,157.4,365.6,NA
NA,156.9,365.7,NA
NA,156.5,365.8,NA
NA,156.3,365.9,NA
-3.97,156.2,366,-8.19
NA,155.7,366.1,NA
NA,155.2,366.2,NA
NA,154.7,366.3,NA
NA,154.2,366.4,NA
NA,153.8,366.5,NA
NA,153.3,366.6,NA
NA,152.9,366.7,NA
NA,152.5,366.8,NA
NA,152.1,366.9,NA
NA,151.6,367,NA
NA,151.2,367.1,NA
-3.57,150.8,367.2,-7.79
-3.63,150.3,367.3,-7.88
-3.73,149.8,367.4,-7.93
-3.53,149.3,367.5,-7.86
-3.51,148.6,367.6,-7.81
-3.44,148,367.7,-7.81
-3.43,147.4,367.8,-7.85
-3.5,146.8,367.9,-7.93
-3.56,146.2,368,-8.02
-3.54,145.6,368.1,-8.01
-3.86,144.9,368.2,-8.16
-3.37,144.2,368.3,-7.82
-3.5,143.6,368.4,-8.1
-3.37,142.9,368.5,-7.95
-3.25,142.3,368.6,-7.79
-3.47,141.5,368.7,-7.97
-3.49,140.8,368.8,-7.92
-3.68,140.1,368.9,-8
-3.49,139.4,369,-7.83
-3.39,138.7,369.1,-7.69
-3.62,138,369.2,-7.91
-3.91,137.3,369.3,-8.18
-3.55,136.9,369.4,-7.83
-3.47,136.4,369.5,-7.93
-3.59,135.9,369.6,-7.96
-3.71,135.5,369.7,-8.17
-3.63,134.9,369.8,-7.94
-3.82,134.4,369.9,-8.11
-3.47,133.6,370,-7.75
-3.6,132.7,370.1,-7.97
-3.53,131.8,370.2,-7.95
-3.98,131.1,370.3,-8.22
-3.7,130.4,370.4,-8.1
-3.67,129.5,370.5,-8.04
-3.44,128.6,370.6,-7.95
-3.53,127.7,370.7,-8.09
-3.5,127,370.8,-8.02
-3.5,126.3,370.9,-7.98
-3.35,125.7,371,-7.76
-3.91,125,371.1,-8.2
-3.76,124.2,371.2,-8.06
-3.87,123.4,371.3,-8.08
NA,122.6,371.4,NA
-3.88,121.8,371.5,-8.12
-3.91,121,371.6,-8.03
-4.2,120.3,371.7,-8.2
-4.01,119.7,371.8,-8.14
-3.96,119.1,371.9,-8
-4.06,118.4,372,-7.93
-4.17,117.8,372.1,-8.21
-3.44,117.2,372.2,-6.65
-3.93,116.6,372.3,-7.2
-3.72,116,372.4,-8.26
NA,115.2,372.5,NA
NA,114.4,372.6,NA
-3.48,113.6,372.7,-8.16
NA,112.8,372.8,NA
-3.5,112,372.9,-7.92
NA,111.2,373,NA
-3.56,110.5,373.1,-7.92
-3.75,109.6,373.2,-7.91
-3.58,108.7,373.3,-7.77
-3.49,107.8,373.4,-7.86
-3.58,106.9,373.5,-7.82
-3.57,106.1,373.6,-7.89
-3.67,105.4,373.7,-7.9
-3.68,104.9,373.8,-8.1
-3.85,104.5,373.9,-7.89
-4,104.1,374,-7.8
-4.03,103.7,374.1,-8.02
-3.93,103.3,374.2,-7.88
-3.97,102.7,374.3,-7.81
-4.25,102.2,374.4,-8
-3.79,101.6,374.5,-7.85
NA,101,374.6,NA
-3.77,100.3,374.7,-8.11
-3.64,99.5,374.8,-7.8
-3.68,98.8,374.9,-8.05
-3.68,98.1,375,-8.62
-3.59,97.6,375.1,-8.43
-3.7,97,375.2,-8.37
-3.67,96.5,375.3,-8.7
NA,96.1,375.4,NA
-3.78,95.7,375.5,-8.42
-3.76,95.3,375.6,-8.06
-3.73,94.9,375.7,-8.35
-3.69,94.5,375.8,-8.38
-3.72,94.1,375.9,-8.45
-3.73,93.7,376,-8.77
-3.74,93.2,376.1,-8.81
-3.57,92.8,376.2,-8.33
-3.67,92.3,376.3,-8.68
-3.66,92,376.4,-8.44
-3.62,91.7,376.5,-8.77
-3.66,91.4,376.6,-8.7
-3.63,90.9,376.7,-8.75
-3.59,90.5,376.8,-8.58
-3.49,90.1,376.9,-8.65
NA,89.7,377,NA
NA,89.5,377.1,NA
-3.7,89.4,377.2,-8.17
-3.5,89.1,377.3,-8.34
-3.48,88.8,377.4,-8.2
-4.1,88.6,377.5,-8.43
-3.74,88.5,377.6,-8.04
-3.68,88.4,377.7,-8.03
-3.91,88.3,377.8,-8.1
-3.83,88.3,377.9,-8.03
-3.73,88.1,378,-8.01
-4.14,87.4,378.1,-8.03
-3.6,86.7,378.2,-7.85
-4.1,86.3,378.3,-8.17
-3.94,86.1,378.4,-8.22
-3.82,85.9,378.5,-8.07
-3.85,85.6,378.6,-8.18
-3.84,85.5,378.7,-8.15
-3.96,85.4,378.8,-8.16
-3.94,85.3,378.9,-8.31
-3.71,84.9,379,-8.19
-3.62,84.7,379.1,-8.1
-3.53,84.2,379.2,-8.2
-3.64,83.9,379.3,-8.21
-3.85,83.7,379.4,-8.27
-3.78,83.5,379.5,-8.29
-3.52,83.3,379.6,-8.07
-3.52,83.1,379.7,-8.09
-3.5,82.9,379.8,-8.03
-3.52,82.6,379.9,-8.13
-3.45,82.4,380,-8.05
-3.43,82.1,380.1,-8.18
-3.58,81.7,380.2,-8.17
-3.62,81.3,380.3,-8.18
-3.64,81.1,380.4,-8.26
-3.8,80.9,380.5,-8.25
-3.88,80.6,380.6,-8.09
-4,80.2,380.7,-8.39
-3.77,79.9,380.8,-8.29
-3.7,79.7,380.9,-8.27
-4.05,79.3,381,-8.33
-3.77,78.9,381.1,-8.23
-3.83,78.5,381.2,-8.15
-3.9,78.1,381.3,-8.19
-3.71,77.8,381.4,-8.19
-4,77.4,381.5,-8.33
-3.91,77,381.6,-8.17
-4.11,76.6,381.7,-8.41
NA,76.2,381.8,NA
-3.9,75.8,381.9,-8.29
-3.99,75.5,382,-8.35
-3.78,75.2,382.1,-8.29
-3.72,74.8,382.2,-8.24
NA,74.5,382.3,NA
-3.88,74.2,382.4,-8.36
-3.61,73.8,382.5,-8.2
-4.04,73.4,382.6,-8.36
-4.14,73,382.7,-8.52
-4.33,72.7,382.8,-8.47
-3.77,72.3,382.9,-8.32
-4.07,72,383,-8.55
-3.94,71.6,383.1,-8.34
-3.76,71.3,383.2,-8.33
-3.86,70.9,383.3,-8.37
-3.8,70.5,383.4,-8.3
-4.06,70.2,383.5,-8.44
-3.95,69.9,383.6,-8.55
-3.61,69.6,383.7,-8.26
-3.68,69.4,383.8,-8.23
-4.03,69,383.9,-8.43
-4.04,68.6,384,-8.36
-3.58,68.1,384.1,-8.12
-3.85,67.7,384.2,-8.26
-3.81,67.3,384.3,-8.34
-3.65,66.9,384.4,-8.35
-4.13,66.4,384.5,-8.72
-3.87,66,384.6,-8.6
-3.79,65.6,384.7,-8.4
-3.74,65.2,384.8,-8.37
-3.64,64.7,384.9,-8.4
-4.17,64.2,385,-8.31
-4.21,63.8,385.1,-8.61
-3.91,63.3,385.2,-8.48
-3.76,62.9,385.3,-8.51
-3.86,62.4,385.4,-8.74
-3.7,62,385.5,-8.47
-3.75,61.5,385.6,-8.48
-3.84,61,385.7,-8.84
-3.92,60.6,385.8,-8.77
-3.8,60.1,385.9,-8.73
-3.79,59.6,386,-8.79
-3.76,59.2,386.1,-8.74
-3.7,58.7,386.2,-8.74
-3.73,58.3,386.3,-8.63
-3.68,57.9,386.4,-8.5
-3.69,57.6,386.5,-8.61
-3.69,57.2,386.6,-8.66
-3.73,56.9,386.7,-8.78
-3.69,56.6,386.8,-8.71
-3.68,56.2,386.9,-8.69
-3.72,55.9,387,-8.73
-3.74,55.6,387.1,-8.71
-3.71,55.2,387.2,-8.66
-3.78,54.9,387.3,-8.58
-3.74,54.6,387.4,-8.61
-3.84,54.1,387.5,-8.63
-3.76,53.7,387.6,-8.57
-3.68,53.5,387.7,-8.6
-3.69,53.2,387.8,-8.6
-3.67,52.9,387.9,-8.67
-3.73,52.7,388,-8.61
-3.66,52.4,388.1,-8.64
-3.72,52.2,388.2,-8.67
-3.72,51.9,388.3,-8.67
-3.76,51.6,388.4,-8.68
-3.71,51.2,388.5,-8.65
-3.83,50.9,388.6,-8.69
-3.83,50.6,388.7,-8.74
-3.81,50.2,388.8,-8.61
