d180carbVBDB (permil),year (AD),age (BP),depth (cm),d13CcarbDPDB (permil)
-4.88,265.4,1684.6,80.56,4.8
-5.18,262.8,1687.2,80.66,4.68
-4.95,260.5,1689.5,80.75,4.87
-4.7,257.9,1692.1,80.85,5.02
-4.93,255.6,1694.4,80.94,4.99
-4.93,253,1697,81.04,4.88
-4.94,250.6,1699.4,81.13,4.83
-4.69,248,1702,81.23,4.71
-5.12,245.7,1704.3,81.32,4.83
-5.29,243.1,1706.9,81.42,4.59
-5.17,240.7,1709.3,81.51,5.02
-5.59,238.1,1711.9,81.61,4.46
-4.78,235.8,1714.2,81.7,4.79
-5.24,233.2,1716.8,81.8,4.69
-4.87,230.6,1719.4,81.9,4.65
-5.08,228,1722,82,5
-4.92,225.4,1724.6,82.1,4.69
-5.07,222.8,1727.2,82.2,5.1
-4.88,220.2,1729.8,82.3,4.94
-5.11,217.6,1732.4,82.4,4.62
-5.18,215,1735,82.5,4.88
-5.08,212.4,1737.6,82.6,4.38
-5.07,209.8,1740.2,82.7,4.6
-5.27,207.2,1742.8,82.8,4.49
-5.12,204.6,1745.4,82.9,4.56
-5.09,202,1748,83,4.72
-5.12,199.4,1750.6,83.1,4.63
-5.19,196.8,1753.2,83.2,4.48
-5.38,194.2,1755.8,83.3,4.63
-5.3,191.6,1758.4,83.4,4.49
-5.68,186.4,1763.6,83.6,4.74
-5.41,183.8,1766.2,83.7,4.66
-5.6,181.2,1768.8,83.8,4.1
-5.39,178.6,1771.4,83.9,4.68
-4.74,176,1774,84,4.86
-5.04,173.4,1776.6,84.1,5.01
-4.74,170.8,1779.2,84.2,3.97
-6.35,167.9,1782.1,84.31,3.57
-5.86,165.3,1784.7,84.41,3.86
-5.9,162.5,1787.5,84.52,4.16
-5.84,159.9,1790.1,84.62,4.03
-6.29,157.3,1792.7,84.72,3.71
-5.95,154.4,1795.6,84.83,4.11
-5.73,151.8,1798.2,84.93,4.4
-5.06,149,1801,85.04,4.72
-5.51,146.4,1803.6,85.14,4.64
-5.2,143.8,1806.2,85.24,4.59
-5.47,140.9,1809.1,85.35,4.65
-6.11,138.3,1811.7,85.45,4.03
-5.82,135.4,1814.6,85.56,4.51
-5.93,132.8,1817.2,85.66,4.29
-6.76,130.2,1819.8,85.76,2.89
-6.21,127.4,1822.6,85.87,4
-5.2,124.8,1825.2,85.97,5.05
-5.02,121.8,1828.2,86.08,4.96
-5.13,119.1,1830.9,86.18,4.68
-5.39,116.4,1833.6,86.28,5.03
-5.13,113.5,1836.5,86.39,4.73
-5.2,110.8,1839.2,86.49,4.91
-5.07,107.8,1842.2,86.6,5.02
-5.27,105.1,1844.9,86.7,5.23
-5.5,102.4,1847.6,86.8,4.54
-5.47,99.4000000000001,1850.6,86.91,4.32
-5.09,96.7,1853.3,87.01,4.84
-5.05,93.9000000000001,1856.1,87.12,4.78
-4.85,91.3,1858.7,87.22,4.9
-4.95,88.7,1861.3,87.32,4.93
-5.17,85.8,1864.2,87.43,4.68
-5.3,83.2,1866.8,87.53,4.42
-5.2,80.4000000000001,1869.6,87.64,4.85
-5.75,77.8,1872.2,87.74,3.8
-4.93,75.2,1874.8,87.84,4.81
-6.01,72.3,1877.7,87.95,3.55
-5.15,69.7,1880.3,88.05,4.42
-5.31,66.8,1883.2,88.16,3.97
-4.97,64.2,1885.8,88.26,4.59
-5.17,61.5999999999999,1888.4,88.36,4.32
-5.71,58.8,1891.2,88.47,2.32
-5.09,56.2,1893.8,88.57,4.21
-5.26,53.3,1896.7,88.68,4.12
-4.63,50.7,1899.3,88.78,4.76
-5.05,48.0999999999999,1901.9,88.88,4.35
-4.92,45.3,1904.7,88.99,4.54
-5.22,42.7,1907.3,89.09,4.28
-5.11,39.8,1910.2,89.2,4.01
-5.5,37.2,1912.8,89.3,4.35
-5.77,34.5999999999999,1915.4,89.4,4.06
-5.72,31.2,1918.8,89.53,4.13
-5.75,27.5999999999999,1922.4,89.67,4.38
-5.58,23.9000000000001,1926.1,89.81,4.41
-6.01,20.3,1929.7,89.95,4.13
-5.32,16.7,1933.3,90.09,4.4
-5.34,13,1937,90.23,4.33
-5.19,9.40000000000009,1940.6,90.37,4.8
-5.12,5.70000000000005,1944.3,90.51,4.74
-5.34,2.90000000000009,1947.1,90.62,4.33
-5.36,0.299999999999955,1949.7,90.72,4.14
-5.27,-2.29999999999995,1952.3,90.82,4.52
-5.2,-4.70000000000005,1954.7,90.91,4.56
-5.14,-7.29999999999995,1957.3,91.01,4.66
-5.12,-9.59999999999991,1959.6,91.1,4.64
-4.96,-12.2,1962.2,91.2,4.95
-4.89,-14.8,1964.8,91.3,4.88
-4.76,-17.0999999999999,1967.1,91.39,5.15
-5.35,-19.7,1969.7,91.49,4.86
-5.31,-22.0999999999999,1972.1,91.58,4.73
-5.23,-24.7,1974.7,91.68,4.8
-5.31,-27.3,1977.3,91.78,4.64
-5.02,-29.5999999999999,1979.6,91.87,5.04
-5.26,-32.2,1982.2,91.97,4.8
-5.31,-34.5999999999999,1984.6,92.06,4.44
-5.15,-37.2,1987.2,92.16,5.12
-5.17,-39.8,1989.8,92.26,4.81
-6.53,-42.0999999999999,1992.1,92.35,3.03
-5.08,-44.7,1994.7,92.45,4.73
-5.09,-47,1997,92.54,4.52
-4.56,-49.5999999999999,1999.6,92.64,5.01
-4.89,-52.2,2002.2,92.74,4.72
-3.89,-54.5999999999999,2004.6,92.83,4.6
-4.97,-57.2,2007.2,92.93,4.85
-4.75,-59.5,2009.5,93.02,4.96
-4.66,-62.0999999999999,2012.1,93.12,5.05
-4.88,-64.7,2014.7,93.22,4.91
-5.01,-67.0999999999999,2017.1,93.31,4.74
-5.02,-69.7,2019.7,93.41,4.78
-5.14,-72.3,2022.3,93.51,4.65
-5.21,-75.4000000000001,2025.4,93.63,4.92
-5.12,-78.2,2028.2,93.74,4.48
-5.51,-81.0999999999999,2031.1,93.85,3.64
-6.08,-84.2,2034.2,93.97,2.8
-5.38,-87.0999999999999,2037.1,94.08,4.02
-6.03,-90.2,2040.2,94.2,3.35
-5.83,-93.0999999999999,2043.1,94.31,3.68
-6.17,-95.9000000000001,2045.9,94.42,3.47
-5.68,-99,2049,94.54,4.24
-6.64,-101.9,2051.9,94.65,3.17
-6.58,-105,2055,94.77,3.33
-7.21,-107.9,2057.9,94.88,2.79
-7.24,-111,2061,95,2.57
-6.54,-112.1,2062.1,95.11,3.78
-6.26,-113.3,2063.3,95.23,3.94
-5.47,-114.4,2064.4,95.34,5.07
-5.04,-115.6,2065.6,95.46,5.44
-5.05,-116.7,2066.7,95.57,5.28
-5.25,-117.9,2067.9,95.69,5.12
-5.39,-119,2069,95.8,4.64
-4.99,-120.2,2070.2,95.92,5.42
-5.03,-121.4,2071.4,96.04,5.38
-5.09,-122.8,2072.8,96.16,5.13
-5.03,-124.2,2074.2,96.29,5.18
-5.3,-125.5,2075.5,96.41,5.45
-5.08,-126.9,2076.9,96.54,5.29
-5.08,-128.3,2078.3,96.66,5.26
-4.86,-129.7,2079.7,96.79,5.58
-5.18,-131,2081,96.91,5.05
-5.11,-132.3,2082.3,97.03,5.3
-5.03,-133.4,2083.4,97.13,5.4
-4.95,-134.5,2084.5,97.23,5.38
-4.78,-135.6,2085.6,97.33,5.41
-4.85,-136.8,2086.8,97.44,5.22
-4.84,-137.9,2087.9,97.54,5.37
-4.85,-139,2089,97.64,5.59
-4.81,-140.1,2090.1,97.74,5.37
-4.68,-141.2,2091.2,97.84,5.61
-4.68,-142.5,2092.5,97.95,5.81
-4.78,-143.6,2093.6,98.05,5.76
-4.94,-144.7,2094.7,98.15,5.62
-5.27,-145.8,2095.8,98.25,6.02
-5.11,-146.9,2096.9,98.35,6.18
-5.15,-148.1,2098.1,98.46,5.96
-5.21,-149.1,2099.1,98.55,6.05
-4.84,-150,2100,98.64,5.37
-6.36,-151,2101,98.73,2.2
-4.39,-152,2102,98.82,5.54
-4.89,-153,2103,98.91,5.15
-4.82,-154,2104,99,5.13
-5.28,-155,2105,99.09,4.54
-4.93,-156,2106,99.18,5.04
-5.2,-157,2107,99.27,4.75
-5,-158,2108,99.36,4.87
-5.46,-159,2109,99.45,4.2
-5.02,-159.9,2109.9,99.54,5.04
-5.31,-160.9,2110.9,99.63,4.75
-5.67,-161.9,2111.9,99.72,3.95
-5.08,-162.9,2112.9,99.81,5.04
-5.12,-163.9,2113.9,99.9,5.13
-5.12,-164.9,2114.9,99.99,5.35
-5.31,-165.8,2115.8,100.08,4.68
-5.15,-166.7,2116.7,100.17,5.21
-5.53,-167.6,2117.6,100.26,4.86
-5.74,-168.5,2118.5,100.35,4.43
-5.98,-169.4,2119.4,100.44,4.47
-5.92,-170.3,2120.3,100.53,4.25
-5.48,-171.2,2121.2,100.62,4.75
-6.27,-172.1,2122.1,100.71,4.03
-6.28,-173,2123,100.8,3.8
-5.79,-173.9,2123.9,100.89,3.94
-5.3,-174.8,2124.8,100.98,4.91
-5.32,-175.8,2125.8,101.07,4.74
-5.39,-176.8,2126.8,101.16,4.81
-5.24,-177.9,2127.9,101.26,4.73
-5.36,-179.2,2129.2,101.38,5.07
-5.5,-180.4,2130.4,101.49,4.73
-5.56,-181.7,2131.7,101.61,4.78
-5.61,-182.9,2132.9,101.72,4.26
-5.52,-184.2,2134.2,101.84,4.32
-5.58,-185.5,2135.5,101.95,4.53
-5.63,-186.8,2136.8,102.07,4.47
-5.7,-188,2138,102.18,4.45
-5.64,-189.3,2139.3,102.3,4.64
-5.84,-190.5,2140.5,102.41,4.09
-5.58,-191.8,2141.8,102.53,4.8
-5.65,-193,2143,102.64,4.62
-5.66,-194.4,2144.4,102.76,4.43
-5.9,-195.6,2145.6,102.87,4.11
-5.98,-196.9,2146.9,102.99,3.67
-6.45,-198.1,2148.1,103.1,3.09
-6.23,-199.4,2149.4,103.22,3.22
-6.21,-200.5,2150.5,103.32,3.46
-6.05,-201.6,2151.6,103.42,3.8
-6.03,-202.7,2152.7,103.52,3.55
-6.1,-203.8,2153.8,103.62,3.72
-6.23,-204.8,2154.8,103.71,3.72
-6.33,-205.9,2155.9,103.81,3.75
-5.93,-207,2157,103.91,4.21
-5.97,-208,2158,104,4.13
-6.12,-209.1,2159.1,104.1,3.69
-5.93,-210.2,2160.2,104.2,3.99
-5.74,-211.2,2161.2,104.29,4.19
-6.16,-212.3,2162.3,104.39,3.64
-6.17,-213.4,2163.4,104.49,3.58
-6.3,-214.5,2164.5,104.59,3.14
-5.81,-215.5,2165.5,104.68,4.57
-6.49,-216.6,2166.6,104.78,3.35
-5.76,-217.7,2167.7,104.88,4.52
-6.2,-218.7,2168.7,104.97,4.24
-7.37,-219.8,2169.8,105.07,2.57
-8.15,-220.9,2170.9,105.17,3.05
-6.25,-221.9,2171.9,105.26,3.79
-5.3,-223,2173,105.36,4.94
-5.1,-225.2,2175.2,105.56,5
-6.18,-226.2,2176.2,105.65,3.69
-5.27,-227.3,2177.3,105.75,4.85
-5.1,-228.4,2178.4,105.85,5.26
-5.21,-229.3,2179.3,105.94,4.99
-5.16,-230.4,2180.4,106.04,5.23
-4.93,-231.4,2181.4,106.14,5.6
-5.07,-232.4,2182.4,106.24,5.4
-5.15,-233.4,2183.4,106.34,5.7
-5.18,-234.4,2184.4,106.44,5.57
-5.38,-235.4,2185.4,106.54,5.54
-5.4,-236.4,2186.4,106.64,5.59
-5.39,-237.4,2187.4,106.74,5.64
-5.35,-238.4,2188.4,106.84,5.62
-5.56,-239.4,2189.4,106.94,5.66
-5.6,-240.4,2190.4,107.04,5.51
-5.19,-241.5,2191.5,107.14,5.83
-5.16,-242.6,2192.6,107.24,5.87
-5.37,-243.7,2193.7,107.34,5.79
-5.72,-244.7,2194.7,107.43,5.67
-5.45,-245.7,2195.7,107.52,5.7
-5.37,-246.7,2196.7,107.61,5.78
-5.54,-247.7,2197.7,107.7,5.7
-5.46,-248.8,2198.8,107.8,5.8
-5.45,-249.8,2199.8,107.89,5.8
-5.47,-250.8,2200.8,107.98,5.79
-5.35,-251.8,2201.8,108.07,5.8
-5.56,-252.8,2202.8,108.16,5.59
-5.44,-253.9,2203.9,108.26,5.68
-5.95,-254.9,2204.9,108.35,5.24
-5.17,-255.8,2205.8,108.44,5.77
-5.8,-256.8,2206.8,108.53,5.31
-4.94,-257.8,2207.8,108.62,5.77
-5.16,-258.9,2208.9,108.72,5.5
-4.98,-259.9,2209.9,108.81,5.54
-5.16,-260.9,2210.9,108.9,5.54
-5.42,-261.9,2211.9,108.99,5.19
-4.84,-262.9,2212.9,109.08,5.78
-5.08,-264,2214,109.18,5.34
-5.29,-265,2215,109.27,5.01
-4.98,-266,2216,109.36,5.4
-5.29,-267,2217,109.45,5.1
-5.5,-267.9,2217.9,109.54,5.13
-5.82,-269,2219,109.64,4.54
-5.64,-270,2220,109.73,5.02
-5.51,-271.1,2221.1,109.83,5.31
-5.45,-272.2,2222.2,109.93,5.32
-5.6,-273.3,2223.3,110.03,5.28
-5.59,-274.4,2224.4,110.13,5
-5.45,-275.5,2225.5,110.23,5.35
-5.57,-276.6,2226.6,110.33,5.28
-5.78,-277.7,2227.7,110.43,5.36
-5.87,-278.8,2228.8,110.53,4.84
-6.32,-279.9,2229.9,110.63,4.01
-7.38,-281,2231,110.73,2.53
-6.35,-282.1,2232.1,110.83,3.99
-6.27,-283.2,2233.2,110.93,4.31
-6.81,-284.3,2234.3,111.03,3.58
-5.67,-286.3,2236.3,111.23,4.91
-5.84,-287.3,2237.3,111.33,5.23
-7.58,-288.3,2238.3,111.43,1.56
-6.14,-289.3,2239.3,111.53,4.66
-6.62,-290.3,2240.3,111.63,4.05
-6.57,-291.3,2241.3,111.73,3.78
-6.34,-292.3,2242.3,111.83,3.93
-6.57,-293.3,2243.3,111.93,3.87
-6.38,-294.3,2244.3,112.03,4.2
-6.28,-295.4,2245.4,112.13,4.2
-6.35,-296.5,2246.5,112.23,3.52
-6.24,-297.6,2247.6,112.33,4.48
-5.94,-298.7,2248.7,112.43,4.48
-6.74,-299.8,2249.8,112.53,3.02
-5.76,-300.9,2250.9,112.63,4.87
-6.22,-302,2252,112.73,3.7
-5.58,-303,2253,112.82,5.57
-5.33,-304.1,2254.1,112.92,5.51
-5.52,-305.2,2255.2,113.02,5.26
-5.66,-306.2,2256.2,113.11,4.91
-5.26,-307.3,2257.3,113.21,4.93
-5.19,-308.4,2258.4,113.31,5.71
-4.94,-309.5,2259.5,113.41,5.66
-5.36,-310.5,2260.5,113.5,5.68
-5.19,-311.6,2261.6,113.6,5.87
-5.31,-312.7,2262.7,113.7,5.46
-5.63,-313.7,2263.7,113.79,5.22
-5.69,-314.8,2264.8,113.89,4.01
-5.41,-315.9,2265.9,113.99,5.25
-5.57,-316.9,2266.9,114.08,5.23
-5.6,-318,2268,114.18,4.84
-5.65,-319.1,2269.1,114.28,4.77
-5.49,-320.2,2270.2,114.38,5.49
-5.8,-321.2,2271.2,114.47,5.34
-5.75,-322.3,2272.3,114.57,5.26
-6.01,-323.4,2273.4,114.67,4.79
-6.07,-324.4,2274.4,114.76,5.07
-6.31,-325.5,2275.5,114.86,4.77
-6.31,-326.6,2276.6,114.96,4.99
-6.3,-328.5,2278.5,115.05,4.46
-6.6,-331.5,2281.5,115.15,3.71
-6.49,-334.5,2284.5,115.25,4.12
-6.33,-337.5,2287.5,115.35,4.62
-6.34,-340.2,2290.2,115.44,4.31
-6.4,-343.2,2293.2,115.54,4.84
-6.01,-346.2,2296.2,115.64,3.54
-6.87,-348.9,2298.9,115.73,2.7
-6.47,-352.5,2302.5,115.85,3.34
-6.31,-356.7,2306.7,115.99,4.85
-7.13,-360.9,2310.9,116.13,2.48
-6.86,-365.4,2315.4,116.28,3.65
-7.16,-369.6,2319.6,116.42,2.56
-7.97,-373.8,2323.8,116.56,1.22
-8.06,-378,2328,116.7,0.71
-7.69,-382.2,2332.2,116.84,1.05
-9.73,-386.4,2336.4,116.98,-2.85
-7.05,-390.6,2340.6,117.12,3.51
-6.4,-394.5,2344.5,117.25,4.95
-6.82,-398.4,2348.4,117.38,3.88
-12.95,-402,2352,117.5,-7.12
-9.86,-405.9,2355.9,117.63,-2.72
-6.7,-409.5,2359.5,117.75,3.28
-8.88,-413.4,2363.4,117.88,-0.26
-11.61,-443.4,2393.4,118.88,-3.41
-11.73,-447,2397,119,-2
-7.71,-450.9,2400.9,119.13,2.35
-8.08,-454.5,2404.5,119.25,1.06
-6.53,-458.4,2408.4,119.38,4.01
-6.97,-462,2412,119.5,3.69
-10.46,-465.9,2415.9,119.63,-2.47
-9.7,-469.5,2419.5,119.75,-0.92
-10.16,-472.8,2422.8,119.86,-2.36
-9.47,-476.4,2426.4,119.98,-1.96
-9.15,-479.7,2429.7,120.09,-0.14
-9.11,-483.3,2433.3,120.21,0.53
-11.92,-486.6,2436.6,120.32,-3.57
-8.08,-489.9,2439.9,120.43,2.12
-5.97,-493.5,2443.5,120.55,2.95
-6.65,-496.8,2446.8,120.66,4.26
-6.6,-500.4,2450.4,120.78,4.74
-6.86,-503.7,2453.7,120.89,3.41
-7.1,-507,2457,121,4.04
-7.35,-510.6,2460.6,121.12,3.17
-7.03,-513.9,2463.9,121.23,3.56
-7.37,-517.5,2467.5,121.35,3.29
-9.28,-520.5,2470.5,121.45,1.32
-10.6,-523.5,2473.5,121.55,-3.38
-12.38,-526.5,2476.5,121.65,-6.51
-11.2,-529.5,2479.5,121.75,-4.68
-11.99,-532.5,2482.5,121.85,-6.14
-13.43,-535.5,2485.5,121.95,-6.14
-12.83,-538.5,2488.5,122.05,-9.62
-13.64,-541.5,2491.5,122.15,-7.87
NA,-544.5,2494.5,122.25,NA
NA,-547.5,2497.5,122.35,NA
NA,-550.5,2500.5,122.45,NA
NA,-553.8,2503.8,122.56,NA
NA,-556.8,2506.8,122.66,NA
NA,-560.1,2510.1,122.77,NA
-12.78,-563.1,2513.1,122.87,-5.29
-13.27,-566.4,2516.4,122.98,-5.54
-12.46,-569.4,2519.4,123.08,-3.08
NA,-572.4,2522.4,123.18,NA
-13.27,-575.7,2525.7,123.29,-5.6
NA,-578.7,2528.7,123.39,NA
NA,-582,2532,123.5,NA
-12.75,-585,2535,123.6,-3.48
-12.76,-588.3,2538.3,123.71,-4.12
-12.06,-591.3,2541.3,123.81,-2.95
-11.78,-594.6,2544.6,123.92,-2.85
-11.31,-597.6,2547.6,124.02,-2.63
-10.27,-600.6,2550.6,124.12,-1.04
-8.7,-603.9,2553.9,124.23,0.84
-9.01,-606.9,2556.9,124.33,1.44
-9.74,-610.2,2560.2,124.44,-1.3
-10.68,-613.2,2563.2,124.54,-3.31
-11.42,-616.5,2566.5,124.65,-8.94
-9.38,-619.5,2569.5,124.75,-0.53
-10.27,-622.2,2572.2,124.84,-8.66
-7.23,-624.6,2574.6,124.92,3.57
-7.45,-627.3,2577.3,125.01,2.42
-9.11,-629.7,2579.7,125.09,-0.79
-7.65,-632.4,2582.4,125.18,2.43
-9.01,-634.8,2584.8,125.26,0.46
-6.99,-637.5,2587.5,125.35,3.66
-10.92,-640.2,2590.2,125.44,-14.79
-10.19,-642.9,2592.9,125.53,-2.71
NA,-645.9,2595.9,125.63,NA
-9.66,-648.6,2598.6,125.72,-10.2
-9.87,-651.3,2601.3,125.81,-12.12
NA,-654,2604,125.9,NA
-11.96,-656.7,2606.7,125.99,-13.61
-10.42,-659.6,2609.6,126.09,-5.39
-12.48,-662.2,2612.2,126.18,-5.47
-10.61,-664.8,2614.8,126.27,-2.56
-10,-667.4,2617.4,126.36,-1.92
-9.19,-670.1,2620.1,126.45,-0.75
-8.63,-673,2623,126.55,0.91
-8.45,-675.6,2625.6,126.64,0.95
-11.3,-678.2,2628.2,126.73,-7.53
NA,-680.8,2630.8,126.82,NA
-8.01,-683.4,2633.4,126.91,0.7
NA,-686.3,2636.3,127.01,NA
-7.38,-689,2639,127.1,0.09
-6.29,-691.7,2641.7,127.19,3.8
-6.41,-694.4,2644.4,127.28,4.31
-6.49,-697.1,2647.1,127.37,3.7
-6.89,-700.1,2650.1,127.47,3.25
-7.12,-702.8,2652.8,127.56,-2.25
-7.68,-705.5,2655.5,127.65,1.75
-7.79,-707.9,2657.9,127.73,1.32
-7.73,-710.3,2660.3,127.81,2.14
-8.21,-712.7,2662.7,127.89,0.97
-7.78,-715.4,2665.4,127.98,1.83
-7.95,-717.8,2667.8,128.06,0.88
-7.91,-720.2,2670.2,128.14,1.9
-7.25,-722.6,2672.6,128.22,3.42
-7,-725,2675,128.3,3.17
-7.06,-727.4,2677.4,128.38,3.43
-6.89,-729.8,2679.8,128.46,3.23
-6.48,-732.2,2682.2,128.54,3.53
-7.03,-734.9,2684.9,128.63,3.32
-6.83,-737.3,2687.3,128.71,3.54
-6.66,-739.7,2689.7,128.79,3.55
-7.2,-742.1,2692.1,128.87,2.95
-7.99,-744.5,2694.5,128.95,1.51
-9.49,-746.9,2696.9,129.03,-1.1
-10.06,-749.6,2699.6,129.12,-6.57
-10.67,-752,2702,129.2,-3.52
-10.94,-754.4,2704.4,129.28,-3.58
-8.89,-757.1,2707.1,129.37,-0.29
-7.8,-759.5,2709.5,129.45,2.1
-7.23,-761.9,2711.9,129.53,2.93
-6.92,-764.6,2714.6,129.62,3.05
-6.67,-767,2717,129.7,3.95
-6.51,-769.4,2719.4,129.78,4.31
-6.5,-772.1,2722.1,129.87,3.64
-6.24,-774.5,2724.5,129.95,4.77
-6.25,-776.9,2726.9,130.03,4.66
-6.56,-779.6,2729.6,130.12,4.58
-6.27,-782,2732,130.2,4.84
-6.73,-784.4,2734.4,130.28,2.55
-6.07,-787.1,2737.1,130.37,5.36
-6.1,-789.5,2739.5,130.45,5.26
-6.12,-791.9,2741.9,130.53,5.47
-6.02,-794.6,2744.6,130.62,5.25
-6.09,-797,2747,130.7,5.28
-6.17,-799.4,2749.4,130.78,4.59
-6.16,-802.1,2752.1,130.87,5.26
-6.08,-804.5,2754.5,130.95,4.01
-6.1,-806.9,2756.9,131.03,5.68
-6.04,-809.6,2759.6,131.12,5.2
-6.38,-812,2762,131.2,5.11
-6.27,-814.4,2764.4,131.28,5.75
-6.14,-817.1,2767.1,131.37,5.7
-6.14,-819.5,2769.5,131.45,5.67
-6.31,-821.9,2771.9,131.53,5.19
-6.39,-824.6,2774.6,131.62,5.2
-6.21,-827,2777,131.7,5.27
-6.33,-829.4,2779.4,131.78,4.75
-6.2,-832.1,2782.1,131.87,5.05
-6.47,-834.5,2784.5,131.95,5.11
-6.3,-837.5,2787.5,132.05,4.73
-6.38,-840.8,2790.8,132.16,4.89
-6.07,-843.8,2793.8,132.26,4.72
-6.47,-847.1,2797.1,132.37,4.29
-6.34,-850.1,2800.1,132.47,4.55
-6.19,-853.1,2803.1,132.57,4.84
-6.49,-856.4,2806.4,132.68,4.15
-6.65,-859.4,2809.4,132.78,4.27
-6.98,-862.4,2812.4,132.88,4.04
-7.23,-865.7,2815.7,132.99,3.63
-8.25,-868.7,2818.7,133.09,1.75
-7.4,-872,2822,133.2,3.2
-7.02,-875,2825,133.3,4.23
-6.98,-878,2828,133.4,3.91
-6.82,-881.3,2831.3,133.51,4.05
-6.62,-884.3,2834.3,133.61,4.62
-6.43,-887.6,2837.6,133.72,4.6
-6.93,-890.6,2840.6,133.82,3.43
-6.62,-893.6,2843.6,133.92,4.67
-6.85,-896.9,2846.9,134.03,3.7
-6.62,-899.9,2849.9,134.13,3.74
-6.27,-902.9,2852.9,134.23,4.64
-6.54,-906.2,2856.2,134.34,4.24
-6.24,-909.2,2859.2,134.44,4.79
-6.34,-912.5,2862.5,134.55,4.18
-6.58,-915.5,2865.5,134.65,4.57
-6.48,-918.8,2868.8,134.76,4.46
-6.53,-921.8,2871.8,134.86,3.5
-6.55,-925.1,2875.1,134.97,3.87
-6.2,-928.1,2878.1,135.07,4.62
-6.18,-931.4,2881.4,135.18,5.05
-6.27,-934.7,2884.7,135.29,4.92
-6.4,-937.7,2887.7,135.39,4.92
-7.92,-941,2891,135.5,3.39
-6.52,-944.3,2894.3,135.61,5.12
-6.12,-947.3,2897.3,135.71,5.36
-6.19,-950.6,2900.6,135.82,5.23
-4.43,-953.6,2903.6,135.92,5.63
-5.73,-956.9,2906.9,136.03,5.49
-6.34,-960.2,2910.2,136.14,5.56
-6.7,-963.2,2913.2,136.24,5.37
-6.6,-966.5,2916.5,136.35,5.12
-6.97,-981.5,2931.5,136.85,4.54
-8.44,-985.4,2935.4,136.98,1.56
-6.38,-989.6,2939.6,137.12,4.21
-6.13,-993.5,2943.5,137.25,5.02
-5.82,-997.4,2947.4,137.38,5.66
-6.1,-1001.6,2951.6,137.52,5.14
-6.25,-1005.5,2955.5,137.65,5.13
-6.46,-1009.4,2959.4,137.78,4.58
-7.99,-1013.6,2963.6,137.92,2.38
-7.23,-1017.5,2967.5,138.05,3.44
-7.03,-1020.2,2970.2,138.14,1.3
-7.9,-1023.2,2973.2,138.24,0.63
-6.49,-1025.9,2975.9,138.33,3.59
-7.01,-1028.6,2978.6,138.42,2.34
-6.63,-1031.3,2981.3,138.51,2.44
-6.8,-1034.3,2984.3,138.61,2.27
-5.87,-1037,2987,138.7,5.25
-5.66,-1040,2990,138.8,5.4
-6.6,-1043.3,2993.3,138.91,4.46
-5.56,-1046.3,2996.3,139.01,5.15
-6.31,-1049.3,2999.3,139.11,4.02
-5.69,-1052.6,3002.6,139.22,5.22
-6.48,-1055.6,3005.6,139.32,3.8
-6.74,-1058.6,3008.6,139.42,3.33
-6.46,-1061.6,3011.6,139.52,3.97
-6.71,-1064.9,3014.9,139.63,3.94
-6.91,-1067.9,3017.9,139.73,3.22
-7.37,-1070.9,3020.9,139.83,2.78
-6.74,-1074.2,3024.2,139.94,3.93
-6.5,-1077.2,3027.2,140.04,4.53
-6.54,-1080.2,3030.2,140.14,4.09
-6.12,-1083.5,3033.5,140.25,4.27
-6.85,-1086.5,3036.5,140.35,3.13
-6.35,-1089.5,3039.5,140.45,3.41
-6.6,-1092.8,3042.8,140.56,2.18
-6.44,-1095.8,3045.8,140.66,3.49
-7.11,-1098.8,3048.8,140.76,2.87
-7.65,-1102.1,3052.1,140.87,1.91
-7.9,-1105.1,3055.1,140.97,2.1
-8.15,-1108.1,3058.1,141.07,1.77
-6.57,-1111.1,3061.1,141.17,4.31
-6.5,-1114.4,3064.4,141.28,4.52
NA,-1117.4,3067.4,141.38,NA
-6.92,-1120.4,3070.4,141.48,3.13
-6.61,-1123.7,3073.7,141.59,3.77
-6.66,-1126.7,3076.7,141.69,4.41
-6.66,-1129.7,3079.7,141.79,3.6
-6.95,-1133,3083,141.9,3.85
-6.79,-1136,3086,142,4.55
-6.44,-1139.6,3089.6,142.12,4.43
-6.41,-1143.2,3093.2,142.24,4.51
-6.59,-1146.8,3096.8,142.36,3.49
NA,-1150.7,3100.7,142.49,NA
-6.83,-1154.3,3104.3,142.61,3.22
NA,-1157.9,3107.9,142.73,NA
-9.52,-1161.5,3111.5,142.85,-0.71
-6.46,-1165.7,3115.7,142.99,4.1
-6.31,-1170.2,3120.2,143.14,4.68
-6.77,-1174.4,3124.4,143.28,3.76
-6.11,-1178.6,3128.6,143.42,4.68
-6.19,-1182.8,3132.8,143.56,4.64
-5.91,-1187.3,3137.3,143.71,5.2
-6.04,-1191.5,3141.5,143.85,5.18
-5.88,-1195.4,3145.4,143.98,4.88
-6.31,-1199.6,3149.6,144.12,4.35
-6.1,-1203.5,3153.5,144.25,4.68
-6.23,-1207.4,3157.4,144.38,4.08
-5.67,-1211.6,3161.6,144.52,5.24
-6.04,-1215.5,3165.5,144.65,4.94
-6.15,-1217.9,3167.9,144.73,4.72
-5.88,-1220.3,3170.3,144.81,5.33
-5.69,-1222.4,3172.4,144.88,5.21
-5.77,-1224.8,3174.8,144.96,5.05
