d18O (permil),year (AD),d18O (permil),d18O (permil)
-33.8766767207631,1537,-33.8766767207631,-33.8766767207631
-35.263317141502,1536,-35.263317141502,-35.263317141502
-33.5624778652935,1535,-33.5624778652935,-33.5624778652935
-33.5338152085286,1534,-33.5338152085286,-33.5338152085286
-33.7850758914566,1533,-33.7850758914566,-33.7850758914566
-32.4864023963377,1532,-32.4864023963377,-32.4864023963377
-34.3089622609135,1531,-34.3089622609135,-34.3089622609135
-33.7225174321345,1530,-33.7225174321345,-33.7225174321345
-32.4071900027504,1529,-32.4071900027504,-32.4071900027504
-32.99413445225,1528,-32.99413445225,-32.99413445225
-33.9202069449785,1527,-33.9202069449785,-33.9202069449785
-33.6542970042959,1526,-33.6542970042959,-33.6542970042959
-33.8747763229747,1525,-33.8747763229747,-33.8747763229747
-36.4105657893405,1524,-36.4105657893405,-36.4105657893405
-33.5446024798094,1523,-33.5446024798094,-33.5446024798094
-33.2134483054269,1522,-33.2134483054269,-33.2134483054269
-34.0046985308404,1521,-34.0046985308404,-34.0046985308404
-35.0070810380661,1520,-35.0070810380661,-35.0070810380661
-32.8995552880095,1519,-32.8995552880095,-32.8995552880095
-31.8383187945315,1518,-31.8383187945315,-31.8383187945315
-32.475613579339,1517,-32.475613579339,-32.475613579339
-32.0862016456889,1516,-32.0862016456889,-32.0862016456889
-34.7528455016453,1515,-34.7528455016453,-34.7528455016453
-34.2546834078749,1514,-34.2546834078749,-34.2546834078749
-32.7184990323167,1513,-32.7184990323167,-32.7184990323167
-33.8584611561299,1512,-33.8584611561299,-33.8584611561299
-34.3865598160667,1511,-34.3865598160667,-34.3865598160667
-32.9726962141604,1510,-32.9726962141604,-32.9726962141604
-33.8475628444382,1509,-33.8475628444382,-33.8475628444382
-33.1474706345287,1508,-33.1474706345287,-33.1474706345287
-33.4622489455979,1507,-33.4622489455979,-33.4622489455979
-35.1845128020147,1506,-35.1845128020147,-35.1845128020147
-33.6836923480953,1505,-33.6836923480953,-33.6836923480953
-33.1910438342844,1504,-33.1910438342844,-33.1910438342844
-32.9387364720844,1503,-32.9387364720844,-32.9387364720844
-33.7068765803204,1502,-33.7068765803204,-33.7068765803204
-33.6663197809965,1501,-33.6663197809965,-33.6663197809965
-33.8135383494884,1500,-33.8135383494884,-33.8135383494884
-33.5232824454185,1499,-33.5232824454185,-33.5232824454185
-33.6452838752974,1498,-33.6452838752974,-33.6452838752974
-33.0186017304865,1497,-33.0186017304865,-33.0186017304865
-33.0427147310072,1496,-33.0427147310072,-33.0427147310072
-34.2958254605872,1495,-34.2958254605872,-34.2958254605872
-34.0923810070932,1494,-34.0923810070932,-34.0923810070932
-34.0332046184665,1493,-34.0332046184665,-34.0332046184665
-33.5510879264025,1492,-33.5510879264025,-33.5510879264025
-32.363629359596,1491,-32.363629359596,-32.363629359596
-32.5253632635225,1490,-32.5253632635225,-32.5253632635225
-33.1088149158011,1489,-33.1088149158011,-33.1088149158011
-33.0883447382247,1488,-33.0883447382247,-33.0883447382247
-32.6494816512208,1487,-32.6494816512208,-32.6494816512208
-33.2022639133428,1486,-33.2022639133428,-33.2022639133428
-33.8030212246728,1485,-33.8030212246728,-33.8030212246728
-33.4183381392983,1484,-33.4183381392983,-33.4183381392983
-33.7254797949247,1483,-33.7254797949247,-33.7254797949247
-32.9638433141313,1482,-32.9638433141313,-32.9638433141313
-34.2987704087145,1481,-34.2987704087145,-34.2987704087145
-33.6164464059021,1480,-33.6164464059021,-33.6164464059021
-35.3159520308137,1479,-35.3159520308137,-35.3159520308137
-34.4142104868718,1478,-34.4142104868718,-34.4142104868718
-34.0747110232077,1477,-34.0747110232077,-34.0747110232077
-35.5894740050187,1476,-35.5894740050187,-35.5894740050187
-34.0148447213612,1475,-34.0148447213612,-34.0148447213612
-34.5785736430557,1474,-34.5785736430557,-34.5785736430557
-34.3445506967624,1473,-34.3445506967624,-34.3445506967624
-33.3445196549345,1472,-33.3445196549345,-33.3445196549345
-34.2859164481772,1471,-34.2859164481772,-34.2859164481772
-34.3205170221263,1470,-34.3205170221263,-34.3205170221263
-33.4123978721172,1469,-33.4123978721172,-33.4123978721172
-33.7420326459267,1468,-33.7420326459267,-33.7420326459267
-35.6012222792367,1467,-35.6012222792367,-35.6012222792367
-35.3163190589245,1466,-35.3163190589245,-35.3163190589245
-33.5972591091983,1465,-33.5972591091983,-33.5972591091983
-33.4834621158086,1464,-33.4834621158086,-33.4834621158086
-34.0686505439531,1463,-34.0686505439531,-34.0686505439531
-34.8932731042323,1462,-34.8932731042323,-34.8932731042323
-34.906524326106,1461,-34.906524326106,-34.906524326106
-34.1309673900142,1460,-34.1309673900142,-34.1309673900142
-35.2261548185542,1459,-35.2261548185542,-35.2261548185542
-35.8716195096209,1458,-35.8716195096209,-35.8716195096209
-36.7964568593165,1457,-36.7964568593165,-36.7964568593165
-36.285686386771,1456,-36.285686386771,-36.285686386771
-35.1573882896155,1455,-35.1573882896155,-35.1573882896155
-34.964343714727,1454,-34.964343714727,-34.964343714727
-35.9282680850166,1453,-35.9282680850166,-35.9282680850166
-35.0652519763595,1452,-35.0652519763595,-35.0652519763595
-34.386105963347,1451,-34.386105963347,-34.386105963347
-33.8637521084811,1450,-33.8637521084811,-33.8637521084811
-32.6820891084915,1449,-32.6820891084915,-32.6820891084915
-32.2247358444221,1448,-32.2247358444221,-32.2247358444221
-33.3192912425948,1447,-33.3192912425948,-33.3192912425948
-33.2649838637493,1446,-33.2649838637493,-33.2649838637493
-32.5653513031365,1445,-32.5653513031365,-32.5653513031365
-33.3378916640274,1444,-33.3378916640274,-33.3378916640274
-33.4499096704979,1443,-33.4499096704979,-33.4499096704979
-34.9773656026859,1442,-34.9773656026859,-34.9773656026859
-33.7378145366173,1441,-33.7378145366173,-33.7378145366173
-33.3884141646463,1440,-33.3884141646463,-33.3884141646463
-33.1244260337059,1439,-33.1244260337059,-33.1244260337059
-33.2283967113898,1438,-33.2283967113898,-33.2283967113898
-32.970791883831,1437,-32.970791883831,-32.970791883831
-33.290932092442,1436,-33.290932092442,-33.290932092442
-34.7018425807043,1435,-34.7018425807043,-34.7018425807043
-34.7128486038535,1434,-34.7128486038535,-34.7128486038535
-32.0314296329287,1433,-32.0314296329287,-32.0314296329287
-33.249568681332,1432,-33.249568681332,-33.249568681332
-33.3743768278649,1431,-33.3743768278649,-33.3743768278649
-32.9307153374233,1430,-32.9307153374233,-32.9307153374233
-32.8195226611859,1429,-32.8195226611859,-32.8195226611859
-33.1330809727433,1428,-33.1330809727433,-33.1330809727433
-33.9293789915094,1427,-33.9293789915094,-33.9293789915094
-34.4663935249266,1426,-34.4663935249266,-34.4663935249266
-34.64629312812,1425,-34.64629312812,-34.64629312812
-34.7707519231232,1424,-34.7707519231232,-34.7707519231232
-33.1288524754721,1423,-33.1288524754721,-33.1288524754721
-33.6752088480001,1422,-33.6752088480001,-33.6752088480001
-33.3481089999449,1421,-33.3481089999449,-33.3481089999449
-33.1260355422224,1420,-33.1260355422224,-33.1260355422224
-33.2819350175773,1419,-33.2819350175773,-33.2819350175773
-34.121308507568,1418,-34.121308507568,-34.121308507568
-33.5904123235614,1417,-33.5904123235614,-33.5904123235614
-32.3702509227601,1416,-32.3702509227601,-32.3702509227601
-34.3129469600514,1415,-34.3129469600514,-34.3129469600514
-34.3747216511149,1414,-34.3747216511149,-34.3747216511149
-33.7576416161548,1413,-33.7576416161548,-33.7576416161548
-33.942893460568,1412,-33.942893460568,-33.942893460568
-34.1121035370314,1411,-34.1121035370314,-34.1121035370314
-34.0293258008643,1410,-34.0293258008643,-34.0293258008643
-34.3579973038019,1409,-34.3579973038019,-34.3579973038019
-34.7816286420101,1408,-34.7816286420101,-34.7816286420101
-32.7707204234354,1407,-32.7707204234354,-32.7707204234354
-34.0530988901047,1406,-34.0530988901047,-34.0530988901047
-32.9098089378339,1405,-32.9098089378339,-32.9098089378339
-31.8798209116072,1404,-31.8798209116072,-31.8798209116072
-33.6818389365328,1403,-33.6818389365328,-33.6818389365328
-32.7430832384099,1402,-32.7430832384099,-32.7430832384099
-32.4165839975548,1401,-32.4165839975548,-32.4165839975548
-33.465999441204,1400,-33.465999441204,-33.465999441204
-32.7014644438502,1399,-32.7014644438502,-32.7014644438502
-33.347147815382,1398,-33.347147815382,-33.347147815382
-34.6169153920996,1397,-34.6169153920996,-34.6169153920996
-35.182287372813,1396,-35.182287372813,-35.182287372813
-35.1521922242801,1395,-35.1521922242801,-35.1521922242801
-33.1720213378633,1394,-33.1720213378633,-33.1720213378633
-34.2204610775622,1393,-34.2204610775622,-34.2204610775622
-34.2044712462752,1392,-34.2044712462752,-34.2044712462752
-33.0826714904054,1391,-33.0826714904054,-33.0826714904054
-33.5834707621041,1390,-33.5834707621041,-33.5834707621041
-34.4881416145829,1389,-34.4881416145829,-34.4881416145829
-34.8812453523964,1388,-34.8812453523964,-34.8812453523964
-35.7409066879985,1387,-35.7409066879985,-35.7409066879985
-35.5651241712462,1386,-35.5651241712462,-35.5651241712462
-34.8205232388824,1385,-34.8205232388824,-34.8205232388824
-34.3116314962657,1384,-34.3116314962657,-34.3116314962657
-35.4273166596019,1383,-35.4273166596019,-35.4273166596019
-34.4755287741653,1382,-34.4755287741653,-34.4755287741653
-34.1401305550544,1381,-34.1401305550544,-34.1401305550544
-32.8124830431878,1380,-32.8124830431878,-32.8124830431878
-33.9923860379551,1379,-33.9923860379551,-33.9923860379551
-33.2129200961812,1378,-33.2129200961812,-33.2129200961812
-34.0472065516513,1377,-34.0472065516513,-34.0472065516513
-33.2967043254531,1376,-33.2967043254531,-33.2967043254531
-34.0337079904977,1375,-34.0337079904977,-34.0337079904977
-35.0332306061488,1374,-35.0332306061488,-35.0332306061488
-33.7264364920216,1373,-33.7264364920216,-33.7264364920216
-32.8611069580946,1372,-32.8611069580946,-32.8611069580946
-33.2044222917356,1371,-33.2044222917356,-33.2044222917356
-33.8643436988435,1370,-33.8643436988435,-33.8643436988435
-34.839389483504,1369,-34.839389483504,-34.839389483504
-32.850296649689,1368,-32.850296649689,-32.850296649689
-33.1183469965709,1367,-33.1183469965709,-33.1183469965709
-32.6163154237639,1366,-32.6163154237639,-32.6163154237639
-34.9806109111798,1365,-34.9806109111798,-34.9806109111798
-33.9521657502526,1364,-33.9521657502526,-33.9521657502526
-32.5676808998852,1363,-32.5676808998852,-32.5676808998852
-32.6897671250845,1362,-32.6897671250845,-32.6897671250845
-33.9251507596273,1361,-33.9251507596273,-33.9251507596273
-34.2883974577345,1360,-34.2883974577345,-34.2883974577345
-34.2700868619449,1359,-34.2700868619449,-34.2700868619449
-34.2799220448264,1358,-34.2799220448264,-34.2799220448264
-34.0636817872446,1357,-34.0636817872446,-34.0636817872446
-34.2914612879684,1356,-34.2914612879684,-34.2914612879684
-34.5831206611792,1355,-34.5831206611792,-34.5831206611792
-33.1631588670291,1354,-33.1631588670291,-33.1631588670291
-32.6126015323436,1353,-32.6126015323436,-32.6126015323436
-33.5246710136955,1352,-33.5246710136955,-33.5246710136955
-33.0401238279836,1351,-33.0401238279836,-33.0401238279836
-33.1650822925794,1350,-33.1650822925794,-33.1650822925794
-32.7904119282782,1349,-32.7904119282782,-32.7904119282782
-33.6203427088237,1348,-33.6203427088237,-33.6203427088237
-32.4236158211941,1347,-32.4236158211941,-32.4236158211941
-33.0055128772238,1346,-33.0055128772238,-33.0055128772238
-34.2326360404865,1345,-34.2326360404865,-34.2326360404865
-34.6492914333769,1344,-34.6492914333769,-34.6492914333769
-31.9640236777594,1343,-31.9640236777594,-31.9640236777594
-34.8865581016098,1342,-34.8865581016098,-34.8865581016098
-33.6376600831576,1341,-33.6376600831576,-33.6376600831576
-34.3046191411372,1340,-34.3046191411372,-34.3046191411372
-33.4096031945224,1339,-33.4096031945224,-33.4096031945224
-33.9623820286065,1338,-33.9623820286065,-33.9623820286065
-35.3478915622583,1337,-35.3478915622583,-35.3478915622583
-32.6251004311144,1336,-32.6251004311144,-32.6251004311144
-34.7348157953586,1335,-34.7348157953586,-34.7348157953586
-34.1447428391831,1334,-34.1447428391831,-34.1447428391831
-32.8348948081183,1333,-32.8348948081183,-32.8348948081183
-34.9886096271102,1332,-34.9886096271102,-34.9886096271102
-32.0721221211698,1331,-32.0721221211698,-32.0721221211698
-32.9349905494067,1330,-32.9349905494067,-32.9349905494067
-34.3876360022322,1329,-34.3876360022322,-34.3876360022322
-34.7734505237334,1328,-34.7734505237334,-34.7734505237334
-34.340751721285,1327,-34.340751721285,-34.340751721285
-34.7227395420322,1326,-34.7227395420322,-34.7227395420322
-35.1896504164126,1325,-35.1896504164126,-35.1896504164126
-34.1113229082588,1324,-34.1113229082588,-34.1113229082588
-34.9941376057457,1323,-34.9941376057457,-34.9941376057457
-34.0310328563227,1322,-34.0310328563227,-34.0310328563227
-33.3633892092772,1321,-33.3633892092772,-33.3633892092772
-35.0350511546218,1320,-35.0350511546218,-35.0350511546218
-34.7307561218353,1319,-34.7307561218353,-34.7307561218353
-34.0401224363737,1318,-34.0401224363737,-34.0401224363737
-34.3359181520902,1317,-34.3359181520902,-34.3359181520902
-33.373722239243,1316,-33.373722239243,-33.373722239243
-34.0447880422919,1315,-34.0447880422919,-34.0447880422919
-32.9245918685898,1314,-32.9245918685898,-32.9245918685898
-32.9112977142135,1313,-32.9112977142135,-32.9112977142135
-33.5759811176784,1312,-33.5759811176784,-33.5759811176784
-32.6520440149259,1311,-32.6520440149259,-32.6520440149259
-33.7476988992895,1310,-33.7476988992895,-33.7476988992895
-33.954506194811,1309,-33.954506194811,-33.954506194811
-34.3603494088613,1308,-34.3603494088613,-34.3603494088613
-34.3041513720692,1307,-34.3041513720692,-34.3041513720692
-30.775497391375,1306,-30.775497391375,-30.775497391375
-32.3022046696761,1305,-32.3022046696761,-32.3022046696761
-35.2904398810472,1304,-35.2904398810472,-35.2904398810472
-34.2111357820802,1303,-34.2111357820802,-34.2111357820802
-33.6819280234323,1302,-33.6819280234323,-33.6819280234323
-31.731779828181,1301,-31.731779828181,-31.731779828181
-31.4495723056043,1300,-31.4495723056043,-31.4495723056043
-34.8545060508878,1299,-34.8545060508878,-34.8545060508878
-34.6839101445893,1298,-34.6839101445893,-34.6839101445893
-35.1940276832235,1297,-35.1940276832235,-35.1940276832235
-32.2866222755582,1296,-32.2866222755582,-32.2866222755582
-34.0009910216198,1295,-34.0009910216198,-34.0009910216198
-33.8094937819074,1294,-33.8094937819074,-33.8094937819074
-33.8551517325336,1293,-33.8551517325336,-33.8551517325336
-35.2892114584549,1292,-35.2892114584549,-35.2892114584549
-35.0522706032441,1291,-35.0522706032441,-35.0522706032441
-34.9320700011447,1290,-34.9320700011447,-34.9320700011447
-35.2432489520379,1289,-35.2432489520379,-35.2432489520379
-33.9842379055066,1288,-33.9842379055066,-33.9842379055066
-34.6781132104686,1287,-34.6781132104686,-34.6781132104686
-33.41896742347,1286,-33.41896742347,-33.41896742347
-32.5815074925694,1285,-32.5815074925694,-32.5815074925694
-33.6970055427659,1284,-33.6970055427659,-33.6970055427659
-30.7973547428096,1283,-30.7973547428096,-30.7973547428096
-32.4628919493604,1282,-32.4628919493604,-32.4628919493604
-34.2555232263171,1281,-34.2555232263171,-34.2555232263171
-35.2071450080138,1280,-35.2071450080138,-35.2071450080138
-34.9534516202974,1279,-34.9534516202974,-34.9534516202974
-33.7931315294379,1278,-33.7931315294379,-33.7931315294379
-34.1317167162194,1277,-34.1317167162194,-34.1317167162194
-33.3466118422317,1276,-33.3466118422317,-33.3466118422317
-34.4206386100877,1275,-34.4206386100877,-34.4206386100877
-33.4823554723057,1274,-33.4823554723057,-33.4823554723057
-34.8326749052649,1273,-34.8326749052649,-34.8326749052649
-34.5351987783441,1272,-34.5351987783441,-34.5351987783441
-33.7570892245191,1271,-33.7570892245191,-33.7570892245191
-35.6011486388016,1270,-35.6011486388016,-35.6011486388016
-34.4698776462082,1269,-34.4698776462082,-34.4698776462082
-32.5034055452076,1268,-32.5034055452076,-32.5034055452076
-33.4976185351367,1267,-33.4976185351367,-33.4976185351367
-32.9411475701542,1266,-32.9411475701542,-32.9411475701542
-33.5051958614892,1265,-33.5051958614892,-33.5051958614892
-32.9229868801102,1264,-32.9229868801102,-32.9229868801102
-32.8150113702333,1263,-32.8150113702333,-32.8150113702333
-33.3855511949172,1262,-33.3855511949172,-33.3855511949172
-34.6388050996267,1261,-34.6388050996267,-34.6388050996267
-34.1160211373712,1260,-34.1160211373712,-34.1160211373712
-34.7547850511735,1259,-34.7547850511735,-34.7547850511735
-33.7110671609808,1258,-33.7110671609808,-33.7110671609808
-33.3314266807237,1257,-33.3314266807237,-33.3314266807237
-32.9840497507615,1256,-32.9840497507615,-32.9840497507615
-34.0148168735867,1255,-34.0148168735867,-34.0148168735867
-33.4504268179385,1254,-33.4504268179385,-33.4504268179385
-32.1877739294765,1253,-32.1877739294765,-32.1877739294765
-32.8846637622624,1252,-32.8846637622624,-32.8846637622624
-32.8810703804341,1251,-32.8810703804341,-32.8810703804341
-33.1183140995992,1250,-33.1183140995992,-33.1183140995992
-34.1862842617922,1249,-34.1862842617922,-34.1862842617922
-34.6307711310009,1248,-34.6307711310009,-34.6307711310009
-34.8784691760656,1247,-34.8784691760656,-34.8784691760656
-32.4759235461164,1246,-32.4759235461164,-32.4759235461164
-34.3195720961904,1245,-34.3195720961904,-34.3195720961904
-33.5308424771104,1244,-33.5308424771104,-33.5308424771104
-32.9398530138042,1243,-32.9398530138042,-32.9398530138042
-32.3850800111652,1242,-32.3850800111652,-32.3850800111652
-32.2312671728085,1241,-32.2312671728085,-32.2312671728085
-32.0847275131449,1240,-32.0847275131449,-32.0847275131449
-34.0831504888926,1239,-34.0831504888926,-34.0831504888926
-33.5416175966563,1238,-33.5416175966563,-33.5416175966563
-32.5546688482405,1237,-32.5546688482405,-32.5546688482405
-33.1674575959699,1236,-33.1674575959699,-33.1674575959699
-33.7814367791475,1235,-33.7814367791475,-33.7814367791475
-35.2839143987085,1234,-35.2839143987085,-35.2839143987085
-35.0814490869397,1233,-35.0814490869397,-35.0814490869397
-34.3232516437409,1232,-34.3232516437409,-34.3232516437409
-34.864052319288,1231,-34.864052319288,-34.864052319288
-34.1069623082995,1230,-34.1069623082995,-34.1069623082995
-33.2799931185507,1229,-33.2799931185507,-33.2799931185507
-32.5960290370682,1228,-32.5960290370682,-32.5960290370682
-32.7658430995054,1227,-32.7658430995054,-32.7658430995054
-32.8281412197419,1226,-32.8281412197419,-32.8281412197419
-31.6100214170446,1225,-31.6100214170446,-31.6100214170446
-32.9980870426156,1224,-32.9980870426156,-32.9980870426156
-33.7485963753548,1223,-33.7485963753548,-33.7485963753548
-33.9712560910701,1222,-33.9712560910701,-33.9712560910701
-34.2253598490361,1221,-34.2253598490361,-34.2253598490361
-33.3055970515855,1220,-33.3055970515855,-33.3055970515855
-32.490530534365,1219,-32.490530534365,-32.490530534365
-33.4778088046724,1218,-33.4778088046724,-33.4778088046724
-34.5468283027772,1217,-34.5468283027772,-34.5468283027772
-32.5233945680223,1216,-32.5233945680223,-32.5233945680223
-32.8607885848413,1215,-32.8607885848413,-32.8607885848413
-32.396929338665,1214,-32.396929338665,-32.396929338665
-34.9146279362836,1213,-34.9146279362836,-34.9146279362836
-33.4711768426729,1212,-33.4711768426729,-33.4711768426729
-33.4096523421516,1211,-33.4096523421516,-33.4096523421516
-33.7547082426452,1210,-33.7547082426452,-33.7547082426452
-32.6212297904061,1209,-32.6212297904061,-32.6212297904061
-33.2777630620461,1208,-33.2777630620461,-33.2777630620461
-33.5420546844964,1207,-33.5420546844964,-33.5420546844964
-33.7062231005048,1206,-33.7062231005048,-33.7062231005048
-33.4504567511046,1205,-33.4504567511046,-33.4504567511046
-31.1096536323983,1204,-31.1096536323983,-31.1096536323983
-31.5817384576418,1203,-31.5817384576418,-31.5817384576418
-33.894335868863,1202,-33.894335868863,-33.894335868863
-32.6726617969917,1201,-32.6726617969917,-32.6726617969917
-33.2521877586505,1200,-33.2521877586505,-33.2521877586505
-33.7100424914832,1199,-33.7100424914832,-33.7100424914832
-33.738084940585,1198,-33.738084940585,-33.738084940585
-33.8183536262128,1197,-33.8183536262128,-33.8183536262128
-34.8490127429199,1196,-34.8490127429199,-34.8490127429199
-35.2782033755896,1195,-35.2782033755896,-35.2782033755896
-35.2435800460444,1194,-35.2435800460444,-35.2435800460444
-34.2202664570659,1193,-34.2202664570659,-34.2202664570659
-33.8136381114792,1192,-33.8136381114792,-33.8136381114792
-32.7530121210106,1191,-32.7530121210106,-32.7530121210106
-32.8274473791542,1190,-32.8274473791542,-32.8274473791542
-34.3075993684761,1189,-34.3075993684761,-34.3075993684761
-35.3344207096977,1188,-35.3344207096977,-35.3344207096977
-33.6524949100481,1187,-33.6524949100481,-33.6524949100481
-34.277218743969,1186,-34.277218743969,-34.277218743969
-33.7671035532917,1185,-33.7671035532917,-33.7671035532917
-32.8569900496047,1184,-32.8569900496047,-32.8569900496047
-33.6254498120721,1183,-33.6254498120721,-33.6254498120721
-35.0401210134574,1182,-35.0401210134574,-35.0401210134574
-34.5149637062181,1181,-34.5149637062181,-34.5149637062181
-32.7181785438694,1180,-32.7181785438694,-32.7181785438694
-31.9587741729375,1179,-31.9587741729375,-31.9587741729375
-34.5889618202498,1178,-34.5889618202498,-34.5889618202498
-32.6695425287436,1177,-32.6695425287436,-32.6695425287436
-32.693572873703,1176,-32.693572873703,-32.693572873703
-33.122403068014,1175,-33.122403068014,-33.122403068014
-34.1413324254931,1174,-34.1413324254931,-34.1413324254931
-34.1416936979736,1173,-34.1416936979736,-34.1416936979736
-34.2783340701066,1172,-34.2783340701066,-34.2783340701066
-34.885752929261,1171,-34.885752929261,-34.885752929261
-33.6081214456187,1170,-33.6081214456187,-33.6081214456187
-32.7004773960721,1169,-32.7004773960721,-32.7004773960721
-33.3960854657382,1168,-33.3960854657382,-33.3960854657382
-33.6657396772733,1167,-33.6657396772733,-33.6657396772733
-36.0024394582556,1166,-36.0024394582556,-36.0024394582556
-34.1776430857742,1165,-34.1776430857742,-34.1776430857742
-33.8823595741254,1164,-33.8823595741254,-33.8823595741254
-34.1496723430944,1163,-34.1496723430944,-34.1496723430944
-34.8157920724014,1162,-34.8157920724014,-34.8157920724014
-33.7545740914982,1161,-33.7545740914982,-33.7545740914982
-34.475490253037,1160,-34.475490253037,-34.475490253037
-34.7830713593316,1159,-34.7830713593316,-34.7830713593316
-34.1398582681977,1158,-34.1398582681977,-34.1398582681977
-34.1889671395318,1157,-34.1889671395318,-34.1889671395318
-34.4682800908092,1156,-34.4682800908092,-34.4682800908092
-33.938481332734,1155,-33.938481332734,-33.938481332734
-33.2058502000304,1154,-33.2058502000304,-33.2058502000304
-33.5281624240023,1153,-33.5281624240023,-33.5281624240023
-34.5424507221968,1152,-34.5424507221968,-34.5424507221968
-34.1456723833815,1151,-34.1456723833815,-34.1456723833815
-33.3434139637362,1150,-33.3434139637362,-33.3434139637362
-33.7077363261187,1149,-33.7077363261187,-33.7077363261187
-33.4156105300088,1148,-33.4156105300088,-33.4156105300088
-32.8693903713288,1147,-32.8693903713288,-32.8693903713288
-35.3189939458055,1146,-35.3189939458055,-35.3189939458055
-35.5179471794573,1145,-35.5179471794573,-35.5179471794573
-34.2158608376163,1144,-34.2158608376163,-34.2158608376163
-35.4214296688699,1143,-35.4214296688699,-35.4214296688699
-34.6422338660317,1142,-34.6422338660317,-34.6422338660317
-32.6644018182825,1141,-32.6644018182825,-32.6644018182825
-32.2572047340906,1140,-32.2572047340906,-32.2572047340906
-32.4752049480625,1139,-32.4752049480625,-32.4752049480625
-33.6128555623027,1138,-33.6128555623027,-33.6128555623027
-33.7643062541649,1137,-33.7643062541649,-33.7643062541649
-33.7592068052381,1136,-33.7592068052381,-33.7592068052381
-36.3427729479746,1135,-36.3427729479746,-36.3427729479746
-36.8010596489788,1134,-36.8010596489788,-36.8010596489788
-34.4727879141828,1133,-34.4727879141828,-34.4727879141828
-34.3745870303342,1132,-34.3745870303342,-34.3745870303342
-33.4785993270711,1131,-33.4785993270711,-33.4785993270711
-32.5880044579279,1130,-32.5880044579279,-32.5880044579279
-33.366039406166,1129,-33.366039406166,-33.366039406166
-34.014640885329,1128,-34.014640885329,-34.014640885329
-34.4561596481353,1127,-34.4561596481353,-34.4561596481353
-33.6101196748739,1126,-33.6101196748739,-33.6101196748739
-31.6878141138154,1125,-31.6878141138154,-31.6878141138154
-33.8994489012698,1124,-33.8994489012698,-33.8994489012698
-32.8666510392765,1123,-32.8666510392765,-32.8666510392765
-31.889512892904,1122,-31.889512892904,-31.889512892904
-33.8162394738004,1121,-33.8162394738004,-33.8162394738004
-35.1962541668342,1120,-35.1962541668342,-35.1962541668342
-34.7578949894622,1119,-34.7578949894622,-34.7578949894622
-33.0556300570009,1118,-33.0556300570009,-33.0556300570009
-32.7053989210655,1117,-32.7053989210655,-32.7053989210655
-33.2743921225725,1116,-33.2743921225725,-33.2743921225725
-33.2168714278492,1115,-33.2168714278492,-33.2168714278492
-32.9530057348192,1114,-32.9530057348192,-32.9530057348192
-32.5561695692427,1113,-32.5561695692427,-32.5561695692427
-33.1824785846773,1112,-33.1824785846773,-33.1824785846773
-33.5432281418024,1111,-33.5432281418024,-33.5432281418024
-32.2152182760743,1110,-32.2152182760743,-32.2152182760743
-31.5710868368143,1109,-31.5710868368143,-31.5710868368143
-31.3719136467549,1108,-31.3719136467549,-31.3719136467549
-33.2165053775636,1107,-33.2165053775636,-33.2165053775636
-33.1680305049559,1106,-33.1680305049559,-33.1680305049559
-34.3368565603144,1105,-34.3368565603144,-34.3368565603144
-34.3586464739191,1104,-34.3586464739191,-34.3586464739191
-32.0231389305845,1103,-32.0231389305845,-32.0231389305845
-33.398843831145,1102,-33.398843831145,-33.398843831145
-33.4742724673658,1101,-33.4742724673658,-33.4742724673658
-34.0268299038532,1100,-34.0268299038532,-34.0268299038532
-34.2529885400652,1099,-34.2529885400652,-34.2529885400652
-33.5343949194812,1098,-33.5343949194812,-33.5343949194812
-33.5727164808225,1097,-33.5727164808225,-33.5727164808225
-34.0030274061498,1096,-34.0030274061498,-34.0030274061498
-34.5084289084032,1095,-34.5084289084032,-34.5084289084032
-35.0664318427287,1094,-35.0664318427287,-35.0664318427287
-33.2715610050818,1093,-33.2715610050818,-33.2715610050818
-34.9610127850174,1092,-34.9610127850174,-34.9610127850174
-35.0485556698272,1091,-35.0485556698272,-35.0485556698272
-33.6843438464819,1090,-33.6843438464819,-33.6843438464819
-31.7138269861713,1089,-31.7138269861713,-31.7138269861713
-32.3361993712942,1088,-32.3361993712942,-32.3361993712942
-35.1118396578119,1087,-35.1118396578119,-35.1118396578119
-33.795963326713,1086,-33.795963326713,-33.795963326713
-33.8431824312437,1085,-33.8431824312437,-33.8431824312437
-33.6420589993743,1084,-33.6420589993743,-33.6420589993743
-34.4378822525857,1083,-34.4378822525857,-34.4378822525857
-33.3025727203807,1082,-33.3025727203807,-33.3025727203807
-32.6843918798591,1081,-32.6843918798591,-32.6843918798591
-33.5081977892489,1080,-33.5081977892489,-33.5081977892489
-32.799495773227,1079,-32.799495773227,-32.799495773227
-33.0520565461974,1078,-33.0520565461974,-33.0520565461974
-30.9763012523692,1077,-30.9763012523692,-30.9763012523692
-32.2915894115729,1076,-32.2915894115729,-32.2915894115729
-34.3643508508656,1075,-34.3643508508656,-34.3643508508656
-34.7483466198329,1074,-34.7483466198329,-34.7483466198329
-33.6043699998026,1073,-33.6043699998026,-33.6043699998026
-33.0825098038942,1072,-33.0825098038942,-33.0825098038942
-33.316428269073,1071,-33.316428269073,-33.316428269073
-34.0138418942177,1070,-34.0138418942177,-34.0138418942177
-33.6986363941434,1069,-33.6986363941434,-33.6986363941434
-33.3410931480957,1068,-33.3410931480957,-33.3410931480957
