d18O (permil),year (AD),d13C (permil),d18O (permil) [2-1],year (AD) [2-1],d13C (permil) [2-1]
-5.6488,1904.5,-0.78418,-5.5569,1904.5,-1.7721
-5.6457,1904.42,-1.1577,-5.7034,1904.42,-1.9324
-5.569,1904.33,-1.0571,-5.6959,1904.33,-1.6084
-5.6663,1904.25,-1.1805,-5.5045,1904.25,-1.2427
-5.5429,1904.17,-1.3364,-5.3903,1904.17,-1.1207
-5.7602,1904.08,-1.4424,-5.4146,1904.08,-1.3435
-5.7367,1904,-1.4602,-5.5702,1904,-1.3548
-5.7213,1903.92,-1.3947,-5.6509,1903.92,-1.3603
-5.7647,1903.83,-1.303,-5.6176,1903.83,-1.3845
-5.6485,1903.75,-1.2128,-5.6342,1903.75,-1.2599
-5.8581,1903.67,-1.173,-5.6637,1903.67,-1.1358
-5.824,1903.58,-1.4314,-5.6485,1903.58,-1.0517
-5.7312,1903.5,-1.3572,-5.563,1903.5,-1.0135
-5.6653,1903.42,-1.3001,-5.4282,1903.42,-1.1088
-5.4169,1903.33,-1.1023,-5.3833,1903.33,-1.1908
-5.2862,1903.25,-1.0708,-5.3753,1903.25,-1.1578
-5.1808,1903.17,-0.92925,-5.2051,1903.17,-0.9787
-5.3205,1903.08,-1.0437,-5.2675,1903.08,-0.91113
-5.4082,1903,-1.1267,-5.5171,1903,-1.6622
-5.5693,1902.92,-0.99337,-5.4467,1902.92,-1.2892
-5.6495,1902.83,-1.2502,-5.7038,1902.83,-0.96081
-5.5885,1902.75,-0.80743,-5.7038,1902.75,-1.0077
-5.7901,1902.67,-0.96897,-5.5246,1902.67,-1.0051
-5.6831,1902.58,-1.2263,-5.5594,1902.58,-1.165
-5.679,1902.5,-1.5482,-5.5564,1902.5,-1.2031
-5.8029,1902.42,-1.6722,-5.4732,1902.42,-0.85561
-5.9088,1902.33,-1.0302,-5.4198,1902.33,-0.90295
-5.6909,1902.25,-1.3138,-5.4661,1902.25,-1.4138
-5.5422,1902.17,-0.86701,-5.4072,1902.17,-1.5653
-5.6156,1902.08,-1.6659,-5.6506,1902.08,-1.8608
-5.7097,1902,-1.4125,-5.5096,1902,-1.5774
-5.5114,1901.92,-0.90768,-5.7132,1901.92,-1.4984
-6.0018,1901.83,-1.6048,-5.8458,1901.83,-1.4084
-5.9696,1901.75,-1.4124,-5.6856,1901.75,-1.2566
-5.9034,1901.67,-1.5106,-5.7969,1901.67,-1.4746
-5.809,1901.58,-1.6514,-5.6804,1901.58,-1.332
-5.7638,1901.5,-1.4567,-5.5213,1901.5,-1.3109
-5.5202,1901.42,-1.4827,-5.6086,1901.42,-1.0412
-5.6087,1901.33,-1.3717,-5.679,1901.33,-1.17
-5.5142,1901.25,-1.8461,-5.5228,1901.25,-2.055
-5.4892,1901.17,-1.3309,-5.5169,1901.17,-2.0441
-5.6227,1901.08,-1.7265,-5.5286,1901.08,-1.9099
-5.6511,1901,-1.6775,-5.5405,1901,-1.8489
-5.6887,1900.92,-1.6564,-5.5555,1900.92,-1.5404
-5.8187,1900.83,-1.5632,-5.6363,1900.83,-1.3264
-5.8415,1900.75,-1.7635,-5.7606,1900.75,-1.5023
-5.8065,1900.67,-1.9679,-5.791,1900.67,-1.629
-5.8556,1900.58,-1.9575,-5.7113,1900.58,-1.3983
-5.6584,1900.5,-2.0202,-5.5596,1900.5,-1.2645
-5.405,1900.42,-1.5043,-5.4734,1900.42,-1.4958
-5.4026,1900.33,-1.2568,-5.4306,1900.33,-1.7516
-5.4826,1900.25,-1.5437,-5.3482,1900.25,-1.7331
-5.3276,1900.17,-1.6204,-5.27,1900.17,-1.645
-5.6173,1900.08,-1.4167,-5.4804,1900.08,-1.8911
-5.6296,1900,-1.3094,-5.6237,1900,-2.3387
-5.839,1899.92,-1.4554,-5.6079,1899.92,-1.881
-5.7676,1899.83,-1.3017,-5.7796,1899.83,-1.4554
-5.9391,1899.75,-1.3995,-5.6842,1899.75,-1.7999
-5.7462,1899.67,-1.7384,-5.5925,1899.67,-1.9488
-5.6756,1899.58,-2.1891,-5.5745,1899.58,-1.6572
-5.7284,1899.5,-2.2549,-5.714,1899.5,-1.5282
-5.7924,1899.42,-2.3732,-5.7793,1899.42,-1.5811
-5.8916,1899.33,-2.1932,-5.7067,1899.33,-1.8977
-5.729,1899.25,-1.7844,-5.7093,1899.25,-1.8422
-5.5458,1899.17,-1.5562,-5.6914,1899.17,-1.8441
NA,NA,NA,-5.8228,1899.08,-1.9347
NA,NA,NA,-5.8293,1899,-1.7275
NA,NA,NA,-5.8003,1898.92,-1.6021
NA,NA,NA,-5.7844,1898.83,-1.7109
NA,NA,NA,-5.7069,1898.75,-1.5887
NA,NA,NA,-5.8596,1898.67,-1.4113
NA,NA,NA,-5.8977,1898.58,-1.652
NA,NA,NA,-5.8033,1898.5,-1.7981
NA,NA,NA,-5.8729,1898.42,-1.6704
NA,NA,NA,-5.6889,1898.33,-1.8139
NA,NA,NA,-5.703,1898.25,-1.752
NA,NA,NA,-5.6102,1898.17,-1.7905
NA,NA,NA,-5.6117,1898.08,-1.8434
NA,NA,NA,-5.645,1898,-1.9475
NA,NA,NA,-5.8471,1897.92,-1.9715
NA,NA,NA,-5.776,1897.83,-1.942
NA,NA,NA,-5.8855,1897.75,-1.9873
NA,NA,NA,-5.8602,1897.67,-1.8028
NA,NA,NA,-5.7629,1897.58,-1.5799
NA,NA,NA,-5.7591,1897.5,-1.7087
NA,NA,NA,-5.883,1897.42,-1.5699
NA,NA,NA,-5.6978,1897.33,-1.19
NA,NA,NA,-5.6248,1897.25,-1.5327
NA,NA,NA,-5.3914,1897.17,-1.9972
NA,NA,NA,-5.4547,1897.08,-1.9095
NA,NA,NA,-5.559,1897,-2.1043
NA,NA,NA,-5.6146,1896.92,-2.2972
NA,NA,NA,-5.6061,1896.83,-2.2113
NA,NA,NA,-5.6087,1896.75,-2.0262
NA,NA,NA,-5.6614,1896.67,-1.8632
NA,NA,NA,-5.708,1896.58,-1.8313
NA,NA,NA,-5.6442,1896.5,-1.9156
NA,NA,NA,-5.7662,1896.42,-2.1057
NA,NA,NA,-5.642,1896.33,-1.2736
NA,NA,NA,-5.6831,1896.25,-1.4119
NA,NA,NA,-5.6115,1896.17,-1.6147
NA,NA,NA,-5.6156,1896.08,-2.1211
NA,NA,NA,-5.6743,1896,-2.1946
NA,NA,NA,-5.5938,1895.92,-2.0555
NA,NA,NA,-5.7459,1895.83,-1.8706
NA,NA,NA,-5.6446,1895.75,-1.5698
NA,NA,NA,-5.5644,1895.67,-1.595
NA,NA,NA,-5.6073,1895.58,-1.6613
NA,NA,NA,-5.7297,1895.5,-1.6258
NA,NA,NA,-5.6993,1895.42,-1.4529
NA,NA,NA,-5.5694,1895.33,-1.4263
NA,NA,NA,-5.6197,1895.25,-1.6468
NA,NA,NA,-5.489,1895.17,-1.691
NA,NA,NA,-5.7294,1895.08,-1.9719
NA,NA,NA,-5.8017,1895,-1.8227
NA,NA,NA,-5.7539,1894.92,-1.5794
NA,NA,NA,-5.8258,1894.83,-1.592
NA,NA,NA,-5.8688,1894.75,-1.5119
NA,NA,NA,-5.7088,1894.67,-1.3317
NA,NA,NA,-5.8583,1894.58,-1.4923
NA,NA,NA,-5.4561,1894.5,-1.1874
NA,NA,NA,-5.5128,1894.42,-1.4721
NA,NA,NA,-5.6116,1894.33,-1.2411
NA,NA,NA,-5.5762,1894.25,-1.4795
NA,NA,NA,-5.5169,1894.17,-1.644
NA,NA,NA,-5.6388,1894.08,-2.2365
NA,NA,NA,-5.8046,1894,-2.187
NA,NA,NA,-5.9057,1893.92,-1.7015
NA,NA,NA,-5.7955,1893.83,-1.6853
NA,NA,NA,-5.8073,1893.75,-1.8658
NA,NA,NA,-5.8706,1893.67,-1.8341
NA,NA,NA,-5.6987,1893.58,-1.4388
NA,NA,NA,-5.7656,1893.5,-1.0667
NA,NA,NA,-5.6349,1893.42,-1.4597
NA,NA,NA,-5.594,1893.33,-1.4809
NA,NA,NA,-5.4539,1893.25,-1.4887
NA,NA,NA,-5.3758,1893.17,-1.5347
NA,NA,NA,-5.4012,1893.08,-2.4057
NA,NA,NA,-5.491,1893,-2.0964
NA,NA,NA,-5.8047,1892.92,-2.0437
NA,NA,NA,-5.5332,1892.83,-1.9424
NA,NA,NA,-5.6613,1892.75,-1.6722
NA,NA,NA,-5.454,1892.67,-1.7152
NA,NA,NA,-5.7986,1892.58,-1.5969
NA,NA,NA,-5.6832,1892.5,-1.5274
NA,NA,NA,-5.4556,1892.42,-1.1523
NA,NA,NA,-5.3809,1892.33,-1.2968
NA,NA,NA,-5.3278,1892.25,-1.5995
NA,NA,NA,-5.2779,1892.17,-1.514
NA,NA,NA,-5.5036,1892.08,-1.7286
NA,NA,NA,-5.5005,1892,-2.168
NA,NA,NA,-5.6096,1891.92,-1.9638
NA,NA,NA,-5.445,1891.83,-1.579
NA,NA,NA,-5.4984,1891.75,-1.4222
NA,NA,NA,-5.4579,1891.67,-1.9265
NA,NA,NA,-5.5923,1891.58,-1.783
NA,NA,NA,-5.573,1891.5,-1.7144
NA,NA,NA,-5.3459,1891.42,-1.4367
NA,NA,NA,-5.2985,1891.33,-1.7729
NA,NA,NA,-5.3292,1891.25,-1.8138
NA,NA,NA,-5.2185,1891.17,-1.8338
NA,NA,NA,-5.2959,1891.08,-2.1497
NA,NA,NA,-5.3082,1891,-1.9446
NA,NA,NA,-5.4248,1890.92,-1.809
NA,NA,NA,-5.6806,1890.83,-1.3951
NA,NA,NA,-5.5614,1890.75,-1.4088
NA,NA,NA,-5.6245,1890.67,-1.2358
NA,NA,NA,-5.5882,1890.58,-1.182
NA,NA,NA,-5.6427,1890.5,-1.3234
NA,NA,NA,-5.692,1890.42,-1.5487
NA,NA,NA,-5.4777,1890.33,-1.5192
NA,NA,NA,-5.5816,1890.25,-1.4406
NA,NA,NA,-5.4111,1890.17,-1.3164
NA,NA,NA,-5.5984,1890.08,-1.3866
NA,NA,NA,-5.4412,1890,-1.3723
NA,NA,NA,-5.4441,1889.92,-1.0536
NA,NA,NA,-5.5358,1889.83,-1.0403
NA,NA,NA,-5.4943,1889.75,-1.3248
NA,NA,NA,-5.4392,1889.67,-1.1202
NA,NA,NA,-5.4105,1889.58,-1.1267
NA,NA,NA,-5.3546,1889.5,-1.0409
NA,NA,NA,-5.3731,1889.42,-1.1958
NA,NA,NA,-5.4401,1889.33,-1.4304
NA,NA,NA,-5.435,1889.25,-1.3855
NA,NA,NA,-5.327,1889.17,-1.4018
NA,NA,NA,-5.3523,1889.08,-1.6306
NA,NA,NA,-5.4682,1889,-1.9381
NA,NA,NA,-5.5486,1888.92,-1.9409
NA,NA,NA,-5.3655,1888.83,-1.3604
NA,NA,NA,-5.5215,1888.75,-1.4954
NA,NA,NA,-5.6029,1888.67,-1.4863
NA,NA,NA,-5.6842,1888.58,-1.4772
NA,NA,NA,-5.5528,1888.5,-1.5559
NA,NA,NA,-5.5102,1888.42,-1.2602
NA,NA,NA,-5.3909,1888.33,-1.0672
NA,NA,NA,-5.5039,1888.25,-1.2814
NA,NA,NA,-5.3687,1888.17,-1.4738
NA,NA,NA,-5.4499,1888.08,-1.5531
NA,NA,NA,-5.4202,1888,-1.5029
NA,NA,NA,-5.5241,1887.92,-1.5623
NA,NA,NA,-5.9203,1887.83,-1.4394
NA,NA,NA,-5.7444,1887.75,-1.3842
NA,NA,NA,-5.6958,1887.67,-1.0888
NA,NA,NA,-5.6214,1887.58,-1.4159
NA,NA,NA,-5.5886,1887.5,-1.7401
NA,NA,NA,-5.513,1887.42,-1.5249
NA,NA,NA,-5.5331,1887.33,-1.1799
NA,NA,NA,-5.6145,1887.25,-1.8305
NA,NA,NA,-5.5198,1887.17,-1.8809
NA,NA,NA,-5.5371,1887.08,-1.7317
NA,NA,NA,-5.6248,1887,-1.7178
NA,NA,NA,-5.5535,1886.92,-1.6549
NA,NA,NA,-5.6156,1886.83,-1.3214
NA,NA,NA,-5.6268,1886.75,-1.3569
NA,NA,NA,-5.5108,1886.67,-1.1183
NA,NA,NA,-5.5536,1886.58,-0.81251
NA,NA,NA,-5.6073,1886.5,-1.0437
NA,NA,NA,-5.5165,1886.42,-1.2996
NA,NA,NA,-5.5069,1886.33,-1.6428
NA,NA,NA,-5.3918,1886.25,-1.8072
NA,NA,NA,-5.2419,1886.17,-1.6197
NA,NA,NA,-5.3219,1886.08,-2.0174
NA,NA,NA,-5.3648,1886,-2.2133
NA,NA,NA,-5.4223,1885.92,-2.0389
NA,NA,NA,-5.3179,1885.83,-1.5403
NA,NA,NA,-5.6178,1885.75,-1.3268
NA,NA,NA,-5.5462,1885.67,-1.2231
NA,NA,NA,-5.4973,1885.58,-1.369
NA,NA,NA,-5.4951,1885.5,-1.7389
NA,NA,NA,-5.5434,1885.42,-1.6018
NA,NA,NA,-5.3087,1885.33,-1.4209
NA,NA,NA,-5.2997,1885.25,-1.8241
NA,NA,NA,-5.1767,1885.17,-1.6057
NA,NA,NA,-5.2613,1885.08,-1.7667
NA,NA,NA,-5.3068,1885,-1.6744
NA,NA,NA,-5.5715,1884.92,-1.5404
NA,NA,NA,-5.5742,1884.83,-1.2753
NA,NA,NA,-5.5495,1884.75,-1.342
NA,NA,NA,-5.5621,1884.67,-1.5428
NA,NA,NA,-5.5833,1884.58,-1.7067
NA,NA,NA,-5.4261,1884.5,-1.0362
NA,NA,NA,-5.3977,1884.42,-1.2907
NA,NA,NA,-5.3016,1884.33,-1.2348
NA,NA,NA,-5.2304,1884.25,-1.6788
NA,NA,NA,-5.1686,1884.17,-2.1699
NA,NA,NA,-5.3664,1884.08,-2.1091
NA,NA,NA,-5.3971,1884,-2.0167
NA,NA,NA,-5.5603,1883.92,-1.9088
NA,NA,NA,-5.5433,1883.83,-1.5123
NA,NA,NA,-5.6114,1883.75,-1.2021
NA,NA,NA,-5.6858,1883.67,-1.2967
NA,NA,NA,-5.6384,1883.58,-1.397
NA,NA,NA,-5.5128,1883.5,-1.3161
NA,NA,NA,-5.4259,1883.42,-1.3471
NA,NA,NA,-5.5445,1883.33,-1.4744
NA,NA,NA,-5.4213,1883.25,-1.6004
NA,NA,NA,-5.3765,1883.17,-1.997
NA,NA,NA,-5.7653,1883.08,-1.8623
NA,NA,NA,-5.8173,1883,-1.7642
NA,NA,NA,-5.5929,1882.92,-1.6543
NA,NA,NA,-5.4018,1882.83,-1.5335
NA,NA,NA,-5.6305,1882.75,-1.4515
NA,NA,NA,-5.5654,1882.67,-1.3641
NA,NA,NA,-5.3974,1882.58,-1.3352
NA,NA,NA,-5.5699,1882.5,-1.3808
NA,NA,NA,-5.7406,1882.42,-1.375
NA,NA,NA,-5.6521,1882.33,-1.4265
NA,NA,NA,-5.4131,1882.25,-1.4465
NA,NA,NA,-5.348,1882.17,-1.1743
NA,NA,NA,-5.4134,1882.08,-1.6823
NA,NA,NA,-5.5264,1882,-1.5365
NA,NA,NA,-5.4738,1881.92,-1.5335
NA,NA,NA,-5.641,1881.83,-1.8522
NA,NA,NA,-5.5303,1881.75,-1.649
NA,NA,NA,-5.5564,1881.67,-1.4388
NA,NA,NA,-5.559,1881.58,-1.2849
NA,NA,NA,-5.5399,1881.5,-1.4667
NA,NA,NA,-5.7497,1881.42,-1.679
NA,NA,NA,-5.4531,1881.33,-1.6522
NA,NA,NA,-5.3429,1881.25,-1.4439
NA,NA,NA,-5.2813,1881.17,-1.6121
NA,NA,NA,-5.2914,1881.08,-1.7075
NA,NA,NA,-5.3092,1881,-1.3937
NA,NA,NA,-5.4822,1880.92,-1.6484
NA,NA,NA,-5.6227,1880.83,-1.4707
NA,NA,NA,-5.7357,1880.75,-1.4556
NA,NA,NA,-5.574,1880.67,-1.3131
NA,NA,NA,-5.6794,1880.58,-1.4799
NA,NA,NA,-5.7945,1880.5,-1.8088
NA,NA,NA,-5.6257,1880.42,-1.6629
NA,NA,NA,-5.3474,1880.33,-1.2709
NA,NA,NA,-5.3435,1880.25,-1.1234
NA,NA,NA,-5.3021,1880.17,-1.3418
NA,NA,NA,-5.3645,1880.08,-1.0683
NA,NA,NA,-5.5547,1880,-1.5669
NA,NA,NA,-5.6305,1879.92,-1.4739
NA,NA,NA,-5.6339,1879.83,-1.3592
NA,NA,NA,-5.6423,1879.75,-1.3187
NA,NA,NA,-5.6068,1879.67,-1.3667
NA,NA,NA,-5.5296,1879.58,-1.3233
NA,NA,NA,-5.5438,1879.5,-1.3807
NA,NA,NA,-5.5569,1879.42,-1.6354
NA,NA,NA,-5.4299,1879.33,-1.3543
NA,NA,NA,-5.4041,1879.25,-1.1444
NA,NA,NA,-5.2694,1879.17,-1.4037
NA,NA,NA,-5.4514,1879.08,-1.8125
NA,NA,NA,-5.5625,1879,-1.6339
NA,NA,NA,-5.6334,1878.92,-1.5153
NA,NA,NA,-5.6144,1878.83,-1.3889
NA,NA,NA,-5.5303,1878.75,-1.2623
NA,NA,NA,-5.496,1878.67,-1.4316
NA,NA,NA,-5.4596,1878.58,-1.4003
NA,NA,NA,-5.4373,1878.5,-1.6678
NA,NA,NA,-5.5629,1878.42,-1.8283
NA,NA,NA,-5.5993,1878.33,-1.6518
NA,NA,NA,-5.3655,1878.25,-1.4807
NA,NA,NA,-5.1811,1878.17,-1.666
NA,NA,NA,-5.3778,1878.08,-2.0613
NA,NA,NA,-5.4342,1878,-1.7969
NA,NA,NA,-5.5791,1877.92,-2.1406
NA,NA,NA,-5.5218,1877.83,-1.5093
NA,NA,NA,-5.4823,1877.75,-1.2503
NA,NA,NA,-5.3872,1877.67,-1.3362
NA,NA,NA,-5.4543,1877.58,-1.4631
NA,NA,NA,-5.5331,1877.5,-1.6846
NA,NA,NA,-5.494,1877.42,-1.7034
NA,NA,NA,-5.3918,1877.33,-1.1263
NA,NA,NA,-5.5816,1877.25,-1.1792
NA,NA,NA,-5.3258,1877.17,-1.576
NA,NA,NA,-5.4535,1877.08,-1.7036
NA,NA,NA,-5.5111,1877,-1.9141
NA,NA,NA,-5.462,1876.92,-2.0979
NA,NA,NA,-5.5483,1876.83,-1.8396
NA,NA,NA,-5.5945,1876.75,-1.6748
NA,NA,NA,-5.6228,1876.67,-1.6864
NA,NA,NA,-5.6934,1876.58,-1.5723
NA,NA,NA,-5.6986,1876.5,-1.5937
NA,NA,NA,-5.6162,1876.42,-1.4546
NA,NA,NA,-5.5356,1876.33,-1.352
NA,NA,NA,-5.555,1876.25,-1.3848
NA,NA,NA,-5.435,1876.17,-1.4572
NA,NA,NA,-5.5203,1876.08,-1.8198
NA,NA,NA,-5.5931,1876,-2.1263
NA,NA,NA,-5.5679,1875.92,-2.2654
NA,NA,NA,-5.705,1875.83,-1.8905
NA,NA,NA,-5.753,1875.75,-1.8066
NA,NA,NA,-5.6573,1875.67,-1.542
NA,NA,NA,-5.788,1875.58,-1.5571
NA,NA,NA,-5.5769,1875.5,-1.4794
NA,NA,NA,-5.5894,1875.42,-1.6781
NA,NA,NA,-5.3666,1875.33,-1.6467
NA,NA,NA,-5.3127,1875.25,-1.7316
NA,NA,NA,-5.2723,1875.17,-1.7823
NA,NA,NA,-5.4455,1875.08,-1.8238
NA,NA,NA,-5.4962,1875,-1.9714
NA,NA,NA,-5.5496,1874.92,-1.9676
NA,NA,NA,-5.6458,1874.83,-1.6452
NA,NA,NA,-5.5966,1874.75,-1.4554
NA,NA,NA,-5.5055,1874.67,-1.4714
NA,NA,NA,-5.663,1874.58,-1.3843
NA,NA,NA,-5.7294,1874.5,-1.4696
NA,NA,NA,-5.6243,1874.42,-1.7053
NA,NA,NA,-5.595,1874.33,-1.7357
NA,NA,NA,-5.5174,1874.25,-1.6659
NA,NA,NA,-5.1701,1874.17,-1.721
NA,NA,NA,-5.2268,1874.08,-1.7316
NA,NA,NA,-5.2852,1874,-1.6511
NA,NA,NA,-5.3402,1873.92,-1.7462
NA,NA,NA,-5.3966,1873.83,-1.9891
NA,NA,NA,-5.475,1873.75,-2.0488
NA,NA,NA,-5.5869,1873.67,-2.1248
NA,NA,NA,-5.6107,1873.58,-2.0844
NA,NA,NA,-5.568,1873.5,-1.8434
NA,NA,NA,-5.6963,1873.42,-1.7397
NA,NA,NA,-5.7314,1873.33,-1.6283
NA,NA,NA,-5.6359,1873.25,-1.5329
NA,NA,NA,-5.6098,1873.17,-1.6765
NA,NA,NA,-5.635,1873.08,-1.6655
NA,NA,NA,-5.6531,1873,-1.7009
NA,NA,NA,-5.7149,1872.92,-1.9538
NA,NA,NA,-5.7225,1872.83,-2.0656
NA,NA,NA,-5.7206,1872.75,-2.0769
NA,NA,NA,-5.8121,1872.67,-1.9012
NA,NA,NA,-5.6695,1872.58,-1.7879
NA,NA,NA,-5.6751,1872.5,-1.467
NA,NA,NA,-5.6539,1872.42,-1.3555
NA,NA,NA,-5.4618,1872.33,-1.15
NA,NA,NA,-5.3964,1872.25,-1.0114
NA,NA,NA,-5.334,1872.17,-1.7705
NA,NA,NA,-5.4411,1872.08,-2.1422
NA,NA,NA,-5.6373,1872,-2.2467
NA,NA,NA,-5.6181,1871.92,-1.8343
NA,NA,NA,-5.6965,1871.83,-1.6336
NA,NA,NA,-5.6123,1871.75,-1.6601
NA,NA,NA,-5.573,1871.67,-1.7518
NA,NA,NA,-5.7136,1871.58,-1.6829
NA,NA,NA,-5.8229,1871.5,-1.6309
NA,NA,NA,-5.8234,1871.42,-1.9388
NA,NA,NA,-5.694,1871.33,-2.0545
NA,NA,NA,-5.7247,1871.25,-1.8169
NA,NA,NA,-5.4024,1871.17,-1.7623
NA,NA,NA,-5.6394,1871.08,-1.6731
NA,NA,NA,-5.6471,1871,-1.8503
NA,NA,NA,-5.698,1870.92,-2.0467
NA,NA,NA,-5.728,1870.83,-2.0831
NA,NA,NA,-5.7388,1870.75,-1.9654
NA,NA,NA,-5.8911,1870.67,-1.8112
NA,NA,NA,-5.8834,1870.58,-1.6438
NA,NA,NA,-5.7604,1870.5,-1.5938
NA,NA,NA,-5.6708,1870.42,-1.5609
NA,NA,NA,-5.6747,1870.33,-1.4796
NA,NA,NA,-5.6732,1870.25,-1.4021
NA,NA,NA,-5.4486,1870.17,-1.3754
NA,NA,NA,-5.591,1870.08,-1.704
NA,NA,NA,-5.511,1870,-1.9584
NA,NA,NA,-5.6506,1869.92,-2.1609
NA,NA,NA,-5.7692,1869.83,-2.263
NA,NA,NA,-5.6768,1869.75,-2.1052
NA,NA,NA,-5.6791,1869.67,-1.7265
NA,NA,NA,-5.6548,1869.58,-1.6294
NA,NA,NA,-5.7175,1869.5,-1.7743
NA,NA,NA,-5.6749,1869.42,-1.753
NA,NA,NA,-5.5928,1869.33,-1.4973
NA,NA,NA,-5.5506,1869.25,-1.3587
NA,NA,NA,-5.1958,1869.17,-1.793
NA,NA,NA,-5.3732,1869.08,-1.7785
NA,NA,NA,-5.2744,1869,-1.8538
NA,NA,NA,-5.3314,1868.92,-2.132
NA,NA,NA,-5.3786,1868.83,-2.1854
NA,NA,NA,-5.5635,1868.75,-1.8522
NA,NA,NA,-5.4801,1868.67,-1.7069
NA,NA,NA,-5.5882,1868.58,-1.9168
NA,NA,NA,-5.5984,1868.5,-1.8111
NA,NA,NA,-5.5345,1868.42,-1.613
NA,NA,NA,-5.5609,1868.33,-1.3625
NA,NA,NA,-5.3653,1868.25,-1.3758
NA,NA,NA,-5.2939,1868.17,-1.6416
NA,NA,NA,-5.4903,1868.08,-1.9402
NA,NA,NA,-5.3724,1868,-1.9734
NA,NA,NA,-5.4907,1867.92,-1.9385
NA,NA,NA,-5.6467,1867.83,-1.8517
NA,NA,NA,-5.6845,1867.75,-1.6357
NA,NA,NA,-5.7731,1867.67,-1.5762
NA,NA,NA,-5.6774,1867.58,-1.6775
NA,NA,NA,-5.548,1867.5,-1.5454
NA,NA,NA,-5.4815,1867.42,-1.5739
NA,NA,NA,-5.4893,1867.33,-1.5103
NA,NA,NA,-5.3358,1867.25,-1.5344
NA,NA,NA,-5.3116,1867.17,-1.8968
NA,NA,NA,-5.5168,1867.08,-2.1358
NA,NA,NA,-5.4263,1867,-2.0681
NA,NA,NA,-5.6562,1866.92,-1.9828
NA,NA,NA,-5.886,1866.83,-1.7372
NA,NA,NA,-5.7187,1866.75,-1.4556
NA,NA,NA,-5.4948,1866.67,-1.5777
NA,NA,NA,-5.4149,1866.58,-1.741
NA,NA,NA,-5.6358,1866.5,-2.0774
NA,NA,NA,-5.586,1866.42,-1.7876
NA,NA,NA,-5.3549,1866.33,-1.112
NA,NA,NA,-5.3003,1866.25,-0.93792
NA,NA,NA,-5.1076,1866.17,-1.4175
NA,NA,NA,-5.1449,1866.08,-1.756
NA,NA,NA,-5.421,1866,-1.6842
NA,NA,NA,-5.4011,1865.92,-1.6967
NA,NA,NA,-5.5069,1865.83,-1.8458
NA,NA,NA,-5.6826,1865.75,-1.6433
NA,NA,NA,-5.7071,1865.67,-1.4395
NA,NA,NA,-5.6883,1865.58,-1.4776
NA,NA,NA,-5.6464,1865.5,-1.3389
NA,NA,NA,-5.5574,1865.42,-0.93273
NA,NA,NA,-5.4877,1865.33,-0.71219
NA,NA,NA,-5.3532,1865.25,-1.0336
NA,NA,NA,-5.1889,1865.17,-1.038
NA,NA,NA,-5.5025,1865.08,-1.1679
NA,NA,NA,-5.4951,1865,-1.5944
NA,NA,NA,-5.3978,1864.92,-1.9547
NA,NA,NA,-5.4274,1864.83,-1.9134
NA,NA,NA,-5.5604,1864.75,-1.596
NA,NA,NA,-5.6123,1864.67,-1.4342
NA,NA,NA,-5.6288,1864.58,-1.4039
NA,NA,NA,-5.6755,1864.5,-1.339
NA,NA,NA,-5.6374,1864.42,-1.1721
NA,NA,NA,-5.4835,1864.33,-0.96671
NA,NA,NA,-5.3211,1864.25,-0.92556
NA,NA,NA,-5.2653,1864.17,-1.2597
NA,NA,NA,-5.601,1864.08,-1.2616
NA,NA,NA,-5.622,1864,-1.1233
NA,NA,NA,-5.5663,1863.92,-1.6045
NA,NA,NA,-5.4993,1863.83,-1.6483
NA,NA,NA,-5.5161,1863.75,-1.5742
NA,NA,NA,-5.3209,1863.67,-1.6087
NA,NA,NA,-5.8627,1863.58,-1.2862
NA,NA,NA,-5.7589,1863.5,-1.3216
NA,NA,NA,-5.6701,1863.42,-1.2161
NA,NA,NA,-5.5234,1863.33,-1.0816
NA,NA,NA,-5.4546,1863.25,-0.8751
NA,NA,NA,-5.4051,1863.17,-1.4128
NA,NA,NA,-5.4281,1863.08,-2.0152
NA,NA,NA,-5.4036,1863,-1.5129
NA,NA,NA,-5.6007,1862.92,-1.5585
NA,NA,NA,-5.694,1862.83,-1.681
NA,NA,NA,-5.6732,1862.75,-1.4211
NA,NA,NA,-5.6878,1862.67,-1.1443
NA,NA,NA,-5.5884,1862.58,-1.517
NA,NA,NA,-5.5747,1862.5,-1.6076
NA,NA,NA,-5.4807,1862.42,-0.98074
NA,NA,NA,-5.4107,1862.33,-1.3731
NA,NA,NA,-5.415,1862.25,-1.3243
NA,NA,NA,-5.2875,1862.17,-1.5187
NA,NA,NA,-5.4475,1862.08,-1.4182
NA,NA,NA,-5.6401,1862,-1.2727
NA,NA,NA,-5.7235,1861.92,-1.4449
NA,NA,NA,-5.7163,1861.83,-1.3048
NA,NA,NA,-5.6205,1861.75,-0.86254
NA,NA,NA,-5.4315,1861.67,-1.0737
NA,NA,NA,-5.4103,1861.58,-1.2057
NA,NA,NA,-5.4241,1861.5,-1.1058
NA,NA,NA,-5.3494,1861.42,-1.2908
NA,NA,NA,-5.3246,1861.33,-1.4888
NA,NA,NA,-5.4089,1861.25,-1.3336
NA,NA,NA,-5.3449,1861.17,-1.3652
NA,NA,NA,-5.372,1861.08,-1.8186
NA,NA,NA,-5.5711,1861,-1.6474
NA,NA,NA,-5.7311,1860.92,-1.4287
