d18O (permil),year (AD),Sr_Ca (mmol/mol),d13C (permil)
-5.3719,1944.13,8.7546,-0.71434
-5.3682,1944.04,8.75,-0.91589
-5.4026,1943.96,8.7203,-0.9873
-5.5572,1943.88,8.7118,-1.0125
-5.467,1943.79,8.7096,-0.92141
-5.203,1943.71,8.7052,-0.97549
-5.1248,1943.63,8.7186,-1.0839
-5.077,1943.54,8.7552,-1.0014
-5.1284,1943.46,8.7514,-0.78631
-5.1958,1943.38,8.7266,-0.65807
-5.2736,1943.29,8.7163,-0.52618
-5.322,1943.21,8.7196,-0.49563
-5.3072,1943.13,8.7426,-0.58379
-5.2934,1943.04,8.7306,-0.82268
-5.3393,1942.96,8.7115,-0.99183
-5.3488,1942.88,8.7318,-0.98413
-5.3179,1942.79,8.7426,-0.9355
-5.3667,1942.71,8.7456,-0.88274
-5.3744,1942.63,8.7434,-0.83572
-5.358,1942.54,8.7275,-0.86758
-5.3778,1942.46,8.6931,-1.0338
-5.3893,1942.38,8.683,-1.0744
-5.4418,1942.29,8.6849,-1.003
-5.468,1942.21,8.6825,-0.865
-5.4239,1942.13,8.7029,-0.69485
-5.368,1942.04,8.7299,-0.59021
-5.3366,1941.96,8.7184,-0.68906
-5.1715,1941.88,8.7259,-0.69845
-4.9609,1941.79,8.7623,-0.70161
-4.8417,1941.71,8.8147,-0.74018
-4.7773,1941.63,8.8562,-0.72657
-4.8318,1941.54,8.855,-0.75082
-5.0382,1941.46,8.8253,-0.83969
-5.2236,1941.38,8.7895,-0.88468
-5.2786,1941.29,8.7573,-0.88228
-5.1666,1941.21,8.7338,-0.85818
-5.222,1941.13,8.7213,-0.83448
-5.3195,1941.04,8.7461,-0.8236
-5.3573,1940.96,8.7609,-0.82
-5.2758,1940.88,8.7659,-0.84964
-5.1013,1940.79,8.7885,-0.92671
-5.0146,1940.71,8.8075,-0.95071
-5.027,1940.63,8.813,-0.88601
-5.0679,1940.54,8.8152,-0.86235
-5.1075,1940.46,8.8202,-1.0277
-5.1596,1940.38,8.8211,-1.3746
-5.2189,1940.29,8.7844,-1.4145
-5.3195,1940.21,8.7478,-1.2606
-5.3992000000000004,1940.13,8.7322,-1.2118
-5.4504,1940.04,8.7298,-1.2251
-5.4939,1939.96,8.7259,-1.0686
-5.4805,1939.88,8.7389,-0.94556
-5.4286,1939.79,8.7607,-1.0027
-5.3132,1939.71,8.728,-1.1262
-5.2015,1939.63,8.7414,-0.87485
-5.0034,1939.54,8.7706,-0.59171
-5.0397,1939.46,8.7778,-0.64285
-5.0598,1939.38,8.7582,-0.7956
-5.1045,1939.29,8.7472,-0.81132
-5.1622,1939.21,8.7405,-0.68035
-5.2612,1939.13,8.7325,-0.57517
-5.2576,1939.04,8.7372,-0.58181
-5.1692,1938.96,8.7239,-0.42581
-4.941,1938.88,8.742,-0.30393
-4.8804,1938.79,8.7512,-0.3165
-4.9203,1938.71,8.7536,-0.42969
-4.9074,1938.63,8.7676,-0.36378
-5.1356,1938.54,8.7461,-0.27562
-5.2429,1938.46,8.7281,-0.2582
-5.1682,1938.38,8.7596,-0.21067
-5.1385,1938.29,8.7541,-0.27115
-5.0424,1938.21,8.7526,-0.38147
-4.9864,1938.13,8.7692,-0.62523
-5.0875,1938.04,8.7488,-0.63026
-5.1558,1937.96,8.7206,-0.34686
-5.1647,1937.88,8.7449,-0.29055
-5.1552,1937.79,8.7594,-0.32314
-5.2313,1937.71,8.744,-0.27947
-5.2623,1937.63,8.7269,-0.29927
-5.1762,1937.54,8.7282,-0.2425
-5.1105,1937.46,8.7214,-0.57821
-5.1068,1937.38,8.7235,-0.69413
-5.2109,1937.29,8.7094,-0.7051
-5.3516,1937.21,8.7004,-0.51403
-5.3295,1937.13,8.7289,-0.50778
-5.2659,1937.04,8.7331,-0.57758
-5.2082,1936.96,8.7197,-0.52787
-5.142,1936.88,8.7256,-0.55363
-5.0652,1936.79,8.74,-0.68793
-5.0635,1936.71,8.7244,-0.8046
-5.1133,1936.63,8.7107,-0.85665
-5.2332,1936.54,8.699,-0.77567
-5.3662,1936.46,8.6902,-0.59896
-5.3251,1936.38,8.693,-0.53856
-5.3319,1936.29,8.7156,-0.59667
-5.322,1936.21,8.7267,-0.65346
-5.2449,1936.13,8.7058,-0.63679
-5.1893,1936.04,8.6932,-0.59675
-5.1829,1935.96,8.6937,-0.60144
-5.1864,1935.88,8.7024,-0.65088
-5.1328,1935.79,8.7154,-0.7614
-5.09,1935.71,8.716,-0.93021
-5.0576,1935.63,8.7187,-0.9399
-5.0379,1935.54,8.7271,-0.77197
-5.065,1935.46,8.7245,-0.77986
-5.0867000000000004,1935.38,8.7118,-0.8312
-5.0979,1935.29,8.6865,-0.68648
-5.1323,1935.21,8.6699,-0.54465
-5.1738,1935.13,8.6601,-0.60098
-5.1802,1935.04,8.6668,-0.59647
-5.1586,1934.96,8.6825,-0.55135
-5.1677,1934.88,8.6902,-0.60595
-5.2292,1934.79,8.6872,-0.66531
-5.2359,1934.71,8.6804,-0.79019
-5.1462,1934.63,8.6919,-0.84612
-5.1347,1934.54,8.7024,-0.8499
-5.2727,1934.46,8.6965,-0.79346
-5.4205,1934.38,8.6795,-0.75085
-5.4514,1934.29,8.6762,-0.62235
-5.4128,1934.21,8.6795,-0.43767
-5.3638,1934.13,8.6873,-0.37624
-5.3257,1934.04,8.6835,-0.50494000000000006
-5.31,1933.96,8.6631,-0.63122
-5.31,1933.88,8.6498,-0.65214
-5.3125,1933.79,8.6579,-0.63994
-5.3062,1933.71,8.6685,-0.60499
-5.2578,1933.63,8.6765,-0.70034
-5.2573,1933.54,8.697,-0.89249
-5.3188,1933.46,8.6952,-1.1659
-5.3676,1933.38,8.6911,-1.0187
-5.4119,1933.29,8.6909,-0.80019
-5.3675,1933.21,8.7042,-0.66109
-5.2584,1933.13,8.7355,-0.5177
-5.1944,1933.04,8.764,-0.37186
-5.1854,1932.96,8.7631,-0.27918
-5.1606,1932.88,8.7372,-0.24662
-5.1522,1932.79,8.7169,-0.24327
-5.1149,1932.71,8.7192,-0.20298
-5.0858,1932.63,8.7167,-0.31045
-5.1447,1932.54,8.7088,-0.55825
-5.2,1932.46,8.7078,-0.70703
-5.2647,1932.38,8.6926,-0.59549
-5.3786,1932.29,8.6661,-0.53969
-5.3926,1932.21,8.6734000000000009,-0.72133
-5.3827,1932.13,8.6659,-0.76455
-5.2709,1932.04,8.68,-0.69666
-5.0722,1931.96,8.7174,-0.65822
-4.998,1931.88,8.7604,-0.74164
-5.0096,1931.79,8.7668,-0.87497
-5.0688,1931.71,8.7404,-0.88499
-5.0049,1931.63,8.7161,-0.54484
-5.2278,1931.54,8.7159,-0.64006
-5.3493,1931.46,8.6918,-0.87151
-5.3171,1931.38,8.6816,-0.7371
-5.2877,1931.29,8.6831,-0.61343
-5.2019,1931.21,8.7053,-0.72918
-5.1479,1931.13,8.7204,-0.78011
-5.1921,1931.04,8.7096,-0.84688
-5.3336,1930.96,8.6864,-0.81676
-5.409,1930.88,8.6899,-0.70084
-5.3086,1930.79,8.6772,-0.71887
-5.295,1930.71,8.6754,-0.74082
-5.1811,1930.63,8.695,-0.77242
-5.0457,1930.54,8.7215,-0.89792
-5.0253,1930.46,8.7179,-1.0154
-5.1078,1930.38,8.699,-0.82496
-5.2826,1930.29,8.674,-0.73528
-5.4369,1930.21,8.6627,-0.72943
-5.4704,1930.13,8.6731,-0.71828
-5.4158,1930.04,8.6795,-0.75418
-5.369,1929.96,8.6751,-0.82408
-5.3377,1929.88,8.6607,-0.7501
-5.2937,1929.79,8.6532,-0.70416
-5.2572,1929.71,8.6657,-0.78995
-5.2381,1929.63,8.6846,-0.91069
-5.2306,1929.54,8.6861,-0.91331
-5.2374,1929.46,8.6777,-0.84126
-5.2927,1929.38,8.6897,-0.76533
-5.3961,1929.29,8.6919,-0.75843
-5.4796,1929.21,8.6816,-0.77
-5.4999,1929.13,8.6734000000000009,-0.76007
-5.4905,1929.04,8.6709,-0.74689
-5.5187,1928.96,8.657,-0.75273
-5.4883,1928.88,8.644,-0.67828
-5.4878,1928.79,8.6465,-0.7489
-5.4953,1928.71,8.6544,-0.80025
-5.4315,1928.63,8.6714,-0.81143
-5.38,1928.54,8.6911,-0.97571
-5.4237,1928.46,8.6839,-1.177
-5.505,1928.38,8.6559,-1.1565
-5.5002,1928.29,8.6577,-0.98617
-5.4969,1928.21,8.6623,-0.94072
-5.4811,1928.13,8.6631,-0.90085
-5.4649,1928.04,8.669,-1.0351
-5.4091,1927.96,8.6713,-1.154
-5.39,1927.88,8.6652,-1.129
-5.3896,1927.79,8.6615,-1.1192
-5.3543,1927.71,8.6778,-1.1555
-5.2694,1927.63,8.7033,-1.1564
-5.1914,1927.54,8.7211,-1.1745
-5.1976,1927.46,8.7306,-1.2662
-5.2321,1927.38,8.7334,-1.2063
-5.3202,1927.29,8.7073,-1.049
-5.4423,1927.21,8.6741,-1.1028
-5.4222,1927.13,8.6645,-1.1079
-5.3686,1927.04,8.6654,-1.1785
-5.3499,1926.96,8.6787,-1.3122
-5.3448,1926.88,8.6829,-1.3907
-5.3041,1926.79,8.6832,-1.4099
-5.2302,1926.71,8.6907,-1.3412
-5.1704,1926.63,8.7039,-1.1515
-5.1238,1926.54,8.724,-0.99489
-5.1534,1926.46,8.7234,-1.0069
-5.1646,1926.38,8.7258,-0.95934
-5.2727,1926.29,8.7093,-0.88723
-5.4469,1926.21,8.6961,-0.95701
-5.5284,1926.13,8.6854,-0.98007
-5.4664,1926.04,8.6899,-0.92793
-5.3433,1925.96,8.7041,-0.87794
-5.2682,1925.88,8.708,-0.77581
-5.2396,1925.79,8.7246,-0.62983
-5.1162,1925.71,8.7931,-0.76258
-5.0081,1925.63,8.8236,-1.3241
-5.0714,1925.54,8.8163,-1.3501
-5.1718,1925.46,8.7891,-0.98824
-5.1566,1925.38,8.7611,-0.72905
-5.1633,1925.29,8.7551,-0.70957
-5.2897,1925.21,8.7061,-0.95609
-5.3099,1925.13,8.6861,-1.0054
-5.2809,1925.04,8.6909,-0.95098
-5.1387,1924.96,8.7344,-0.95501
-5.1905,1924.88,8.7388,-1.1148
-5.2506,1924.79,8.7436,-1.2556
-5.3788,1924.71,8.6986,-1.2745
-5.43,1924.63,8.6951,-1.19
-5.4093,1924.54,8.7057,-1.2933
-5.3117,1924.46,8.711,-1.2702
-5.1935,1924.38,8.7243,-0.95123
-5.0985,1924.29,8.7665,-1.1637
-5.139,1924.21,8.7609,-1.619
-5.201,1924.13,8.7355,-1.7709
-5.3152,1924.04,8.7179,-1.8249
-5.4455,1923.96,8.6733,-1.7729
-5.4052,1923.88,8.6609,-1.5659
-5.3263,1923.79,8.7234,-1.5405
-5.2421,1923.71,8.785,-1.6322
-5.1755,1923.63,8.746,-1.6251
-5.259,1923.54,8.6909,-1.4458
-5.3698,1923.46,8.6698,-1.3139
-5.4058,1923.38,8.6508,-1.2929
-5.4426,1923.29,8.6514,-1.1554
-5.4477,1923.21,8.6636,-1.0685
-5.3963,1923.13,8.6884,-1.1667
-5.3395,1923.04,8.7011,-1.2898
-5.2668,1922.96,8.6943,-1.2244
-5.1381,1922.88,8.7117,-1.0714
-5.074,1922.79,8.7287,-1.148
-5.0064,1922.71,8.7416,-1.2508
-4.9838,1922.63,8.7653,-1.3532
-5.0795,1922.54,8.7418,-1.3318
-5.2204,1922.46,8.702,-1.2409
-5.3544,1922.38,8.6821,-1.1465
-5.4202,1922.29,8.6971,-1.1206
-5.4066,1922.21,8.7315,-1.1252
-5.4206,1922.13,8.7668,-0.96318
-5.3781,1922.04,8.7784,-1.1353
-5.305,1921.96,8.78,-1.1412
-5.1961,1921.88,8.7849,-0.95234
-5.0974,1921.79,8.7781,-0.77162
-5.056,1921.71,8.7512,-0.76113
-5.0511,1921.63,8.7319,-0.86975
-5.1216,1921.54,8.7444,-1.1598
-5.2814,1921.46,8.7357,-1.0469
-5.4134,1921.38,8.7262,-1.0868
-5.4571,1921.29,8.6976,-1.0179
-5.4726,1921.21,8.6814,-0.71236
-5.4642,1921.13,8.7001,-0.59695
-5.4082,1921.04,8.7169,-0.70939
-5.2876,1920.96,8.7155,-0.81138
-5.1591,1920.88,8.7249,-0.85826
-5.0789,1920.79,8.7534,-0.99316
-4.9772,1920.71,8.8049,-1.0413
-4.9797,1920.63,8.8184,-1.1323
-5.1521,1920.54,8.7844,-1.0659
-5.3755,1920.46,8.731,-1.0272
-5.507,1920.38,8.7155,-1.0411
-5.5004,1920.29,8.7291,-1.0384
-5.4026,1920.21,8.7415,-0.99847
-5.2803,1920.13,8.7533,-1.039
-5.2265,1920.04,8.7727,-1.3449
-5.1125,1919.96,8.7677,-1.2062
-4.9966,1919.88,8.7651,-1.0947
-4.9118,1919.79,8.7819,-1.1304
-4.871,1919.71,8.8074,-1.1885
-4.8834,1919.63,8.8179,-1.1967
-4.9665,1919.54,8.8185,-1.2367
-5.0506,1919.46,8.8081,-1.2681
-5.1126,1919.38,8.7966,-1.3038
-5.1363,1919.29,8.7955,-1.4159
-5.1212,1919.21,8.7901,-1.3872
-5.1049,1919.13,8.7783,-1.1813
-5.12,1919.04,8.7706,-0.88712
-5.1495,1918.96,8.7683,-0.65576
-5.131,1918.88,8.7637,-0.63988
-5.0614,1918.79,8.7605,-0.70333
-4.9622,1918.71,8.7618,-0.83586
-4.9583,1918.63,8.765,-1.1535
-5.0174,1918.54,8.7572,-1.3854
-5.0878,1918.46,8.7515,-1.3126
-5.089,1918.38,8.7552,-1.1404
-5.0684,1918.29,8.7698,-1.138
-5.0458,1918.21,8.7814,-1.2272
-5.0259,1918.13,8.7798,-1.3846
-5.0037,1918.04,8.7744,-1.535
-4.9652,1917.96,8.7725,-1.5015
-4.9381,1917.88,8.7632,-1.3151
-4.9245,1917.79,8.76,-1.1541
-4.9383,1917.71,8.774,-1.1281
-4.9557,1917.63,8.7564,-1.1843
-4.9588,1917.54,8.7603,-1.318
-4.9345,1917.46,8.7652,-1.2277
-4.9748,1917.38,8.7556,-1.0678
-5.0496,1917.29,8.7426,-1.0395
-5.0878,1917.21,8.7247,-1.119
-5.1222,1917.13,8.7005,-1.1524
-5.1552,1917.04,8.6925,-1.1201
-5.0877,1916.96,8.7027,-1.2103
-5.0475,1916.88,8.7117,-1.2566
-4.9931,1916.79,8.7082,-1.1086
-5.0002,1916.71,8.7069,-1.1008
-5.0561,1916.63,8.6959,-1.1909
-5.0678,1916.54,8.6867,-1.1986
-5.0771,1916.46,8.6846,-1.1346
-5.1175,1916.38,8.6859,-1.1412
-5.1736,1916.29,8.686,-1.1513
-5.2546,1916.21,8.6838,-1.0402
-5.3476,1916.13,8.6805,-0.96056
-5.3857,1916.04,8.6725,-1.0054
-5.3875,1915.96,8.6686,-0.99377
-5.3606,1915.88,8.6656,-0.82354
-5.2979,1915.79,8.6753,-0.72895
-5.322,1915.71,8.6686,-0.98992
-5.3212,1915.63,8.6415,-1.088
-5.3147,1915.54,8.6346,-1.0921
-5.268,1915.46,8.6331,-1.2382
-5.212,1915.38,8.6639,-1.4358
-5.2247,1915.29,8.6757,-1.7035
-5.2201,1915.21,8.6672,-1.7057
-5.2138,1915.13,8.6716,-1.7407
-5.2314,1915.04,8.6716,-1.8324
-5.2459,1914.96,8.6743,-2.1862
-5.1049,1914.88,8.6523,-2.2009
-4.8726,1914.79,8.7052,-2.2983
-4.586,1914.71,8.7974,-2.5958
-4.4549,1914.63,8.87,-2.5762
-4.5089,1914.54,8.9102,-2.5087
-4.6399,1914.46,8.9006,-2.2385
-4.8516,1914.38,8.839,-1.8513
-5.0365,1914.29,8.7742,-1.5329
-5.1181,1914.21,8.7414,-1.2311
-5.1347,1914.13,8.7248,-1.3505
-5.1499,1914.04,8.7134,-1.5046
-5.2651,1913.96,8.7018,-1.5135
-5.1847,1913.88,8.7036,-1.345
-5.0957,1913.79,8.7103,-1.3766
-5.0411,1913.71,8.7223,-1.5164
-5.0192,1913.63,8.7302,-1.7606
-5.0871,1913.54,8.7113,-1.847
-5.1139,1913.46,8.7055,-1.7989
-5.1657,1913.38,8.696,-1.6235
-5.2427,1913.29,8.6842,-1.4226
-5.376,1913.21,8.6681,-1.3383
-5.428,1913.13,8.6748,-1.1628
-5.4034,1913.04,8.697,-1.3757
-5.3993,1912.96,8.7021,-1.5784
-5.4102,1912.88,8.6921,-1.5907
-5.3103,1912.79,8.6942,-1.4992
-5.2161,1912.71,8.7209,-1.4864
-5.1707,1912.63,8.7291,-1.7373
-5.2104,1912.54,8.7248,-1.7956
-5.2626,1912.46,8.7045,-1.8203
-5.3894,1912.38,8.6913,-1.8435
-5.4228,1912.29,8.6917,-1.831
-5.3939,1912.21,8.7019,-1.9304
-5.3074,1912.13,8.7077,-2.0222
-5.1614,1912.04,8.7406,-2.0279
-5.1602,1911.96,8.7464,-2.0692
-5.162,1911.88,8.7466,-2.0905
-5.0897,1911.79,8.7411,-1.9634
-4.9624,1911.71,8.7566,-1.8137
-4.852,1911.63,8.8105,-1.9729
-4.883,1911.54,8.8327,-2.1413
-4.9485,1911.46,8.8239,-2.133
-5.0087,1911.38,8.8096,-2.1185
-5.0466,1911.29,8.7978,-2.1611
-5.0973,1911.21,8.7756,-2.0255
-5.1313,1911.13,8.7587,-1.9241
-5.1597,1911.04,8.7488,-1.8929
-5.1952,1910.96,8.7422,-1.8515
-5.2155,1910.88,8.74,-1.7749
-5.2152,1910.79,8.74,-1.73
-5.21,1910.71,8.7285,-1.7438
-5.2218,1910.63,8.7044,-1.7915
-5.2554,1910.54,8.7041,-1.8833
-5.2675,1910.46,8.7317,-1.9952
-5.2166,1910.38,8.7226,-2.0825
-5.2031,1910.29,8.724,-2.2361
-5.202,1910.21,8.7425,-2.3965
-5.1839,1910.13,8.7587,-2.4763
-5.2364,1910.04,8.7526,-2.5948
-5.2867,1909.96,8.7463,-2.7291
-5.2668,1909.88,8.7525,-2.8565
-5.261,1909.79,8.7474,-2.9651
-5.2804,1909.71,8.731,-3.06
-5.261,1909.63,8.7294,-3.0388
-5.2312,1909.54,8.7367,-2.9757
-5.2485,1909.46,8.74,-2.967
-5.2532,1909.38,8.7383,-2.9465
-5.1921,1909.29,8.7341,-2.8433
-5.1444,1909.21,8.729,-2.7205
-5.1654,1909.13,8.7245,-2.6259
-5.1765,1909.04,8.7233,-2.5247
-5.1359,1908.96,8.7251,-2.4064
-5.0803,1908.88,8.719,-2.3125
-5.0362,1908.79,8.7089,-2.2414
-5.0113,1908.71,8.7177,-2.1119
-5.0065,1908.63,8.7317,-2.0002
-5.0442,1908.54,8.7311,-2.0648
-5.111,1908.46,8.7233,-2.1213
-5.1825,1908.38,8.7175,-2.1589
-5.1885,1908.29,8.7293,-2.2267
-5.1322,1908.21,8.7381,-2.1993
-5.0639,1908.13,8.7448,-2.1347
-5.0339,1908.04,8.7585,-2.1432
-5.0469,1907.96,8.761,-2.2222
-5.0699,1907.88,8.7595,-2.2947
-5.0705,1907.79,8.7686,-2.3057
-5.0559,1907.71,8.775,-2.2655
-5.0501,1907.63,8.7698,-2.2773
-5.0532,1907.54,8.7623,-2.4308
-5.076,1907.46,8.7532,-2.5844
-5.1166,1907.38,8.7503,-2.6421
-5.1219,1907.29,8.7712,-2.6794
-5.1324,1907.21,8.7919,-2.7431
-5.1485,1907.13,8.7944,-2.8323
-5.1604,1907.04,8.7726,-2.9101
-5.1752,1906.96,8.7551,-3.0438
-5.1676,1906.88,8.747,-2.857
-5.222,1906.79,8.7482,-2.5924
-5.3133,1906.71,8.7387,-2.467
-5.3722,1906.63,8.7068,-2.386
-5.3782,1906.54,8.6811,-2.4211
-5.3585,1906.46,8.6815,-2.6014
-5.3352,1906.38,8.6988,-2.774
-5.291,1906.29,8.7138,-2.754
-5.2463,1906.21,8.7024,-2.5012
-5.2298,1906.13,8.6762,-2.2605
-5.1948,1906.04,8.6711,-2.0567
-5.1421,1905.96,8.6785,-1.7637
-5.1096,1905.88,8.7029,-1.5921
-5.087,1905.79,8.735,-1.6152
-5.0092,1905.71,8.7538,-1.7611
-4.9497,1905.63,8.7796,-1.8565
-4.9779,1905.54,8.7916,-1.6403
-5.1867,1905.46,8.7322,-1.4136
-5.3587,1905.38,8.6945,-1.7585
-5.3224,1905.29,8.6811,-2.1942
-5.3216,1905.21,8.6718,-2.0554
-5.2439,1905.13,8.6916,-2.0145
-5.3517,1905.04,8.6778,-2.1127
-5.4612,1904.96,8.6516,-1.9743
-5.4491,1904.88,8.632,-2.326
-5.339,1904.79,8.6521,-2.3168
-5.213,1904.71,8.6892,-1.9876
-5.1398,1904.63,8.6958,-1.995
-5.2152,1904.54,8.6852,-1.991
-5.3073,1904.46,8.6764,-1.8527
-5.3916,1904.38,8.6705,-1.5818
-5.4341,1904.29,8.6666,-1.5401
-5.4399,1904.21,8.666,-1.6076
-5.4171,1904.13,8.667,-1.707
-5.3614,1904.04,8.6608,-1.6098
-5.323,1903.96,8.6577,-1.5295
-5.3053,1903.88,8.6576,-1.512
-5.2703,1903.79,8.6504,-1.51
-5.2309,1903.71,8.6511,-1.4909
-5.2013,1903.63,8.6593,-1.4626
-5.2393,1903.54,8.654,-1.509
-5.2908,1903.46,8.6632,-1.5531
-5.3566,1903.38,8.6585,-1.3732
-5.4746,1903.29,8.6473,-1.3006
-5.4773,1903.21,8.6367,-1.3184
-5.4552,1903.13,8.645,-1.3873
-5.3593,1903.04,8.6498,-1.4352
-5.067,1902.96,8.6681,-1.4066
-4.7102,1902.88,8.7311,-1.4328
-4.5319,1902.79,8.788,-1.5496
-4.566,1902.71,8.7867,-1.5084
-4.5991,1902.63,8.7557,-1.5622
-4.6247,1902.54,8.7288,-1.63
-4.6763,1902.46,8.7145,-1.6718
-4.8117,1902.38,8.6965,-1.5599
-5.0175,1902.29,8.675,-1.279
-5.0995,1902.21,8.6743,-1.0609
-5.0366,1902.13,8.6966,-0.92602
-5.0006,1902.04,8.7173,-0.96536
-5.0658,1901.96,8.7285,-1.3545
-5.1639,1901.88,8.7348,-1.8467
-5.2068,1901.79,8.7247,-1.8974
-5.2103,1901.71,8.7033,-1.6096
-5.2221,1901.63,8.686,-1.3224
-5.2912,1901.54,8.6847,-1.2068
-5.3631,1901.46,8.6872,-1.1597
-5.43,1901.38,8.6845,-1.1669
-5.4898,1901.29,8.6771,-1.2181
-5.5062,1901.21,8.6662,-1.2104
-5.4432,1901.13,8.6496,-1.0861
-5.3617,1901.04,8.6459,-1.0737
-5.2994,1900.96,8.6505,-1.1847
-5.2222,1900.88,8.6572,-1.2243
-5.159,1900.79,8.6716,-1.2
-5.1843,1900.71,8.6896,-1.3026
-5.1247,1900.63,8.7185,-1.3093
-5.0396,1900.54,8.7338,-1.3621
-5.0277,1900.46,8.7365,-1.4908
-5.0683,1900.38,8.744,-1.501
-5.1122,1900.29,8.7523,-1.3704
-5.1634,1900.21,8.7448,-1.1457
-5.2181,1900.13,8.7186,-0.89138
-5.2699,1900.04,8.7016,-0.8047
-5.3338,1899.96,8.6969,-0.84976
-5.3755,1899.88,8.7089,-0.95021
-5.332,1899.8,8.7189,-0.90524
-5.3098,1899.71,8.705,-0.8491
-5.3457,1899.63,8.6721,-0.86647
-5.3182,1899.55,8.6792,-0.87233
-5.2894,1899.46,8.6912,-0.82799
-5.305,1899.38,8.6815,-0.79997
-5.3096,1899.3,8.67,-0.85299
-5.2526,1899.21,8.6579,-0.87706
-5.194,1899.13,8.646,-0.85668
-5.1955,1899.05,8.6358,-0.84071
-5.2316,1898.96,8.6347,-0.79108
-5.244,1898.88,8.637,-0.75175
-5.1844,1898.8,8.6341,-0.78771
-5.0494,1898.71,8.6422,-0.8499
-5.0109,1898.63,8.6507,-0.89565
-5.1556,1898.55,8.6493,-0.91272
-5.2764,1898.46,8.6356,-0.94084
-5.3072,1898.38,8.6138,-0.97097
-5.3186,1898.3,8.6089,-0.95141
-5.3285,1898.21,8.6174,-0.89099
-5.3381,1898.13,8.6273,-0.8352
-5.3623,1898.05,8.6371,-0.8024
-5.4118,1897.96,8.6449,-0.88732
-5.4423,1897.88,8.6489,-0.95468
-5.4214,1897.8,8.65,-0.91864
-5.3661,1897.71,8.6534,-0.8575
-5.3003,1897.63,8.6615,-0.84496
-5.2473,1897.55,8.6734000000000009,-0.86281
-5.2301,1897.46,8.6878,-0.89675
-5.2484,1897.38,8.6956,-0.94565
-5.291,1897.3,8.6935,-0.99154
-5.3041,1897.21,8.6901,-0.94036
-5.2403,1897.13,8.6926,-0.75363
-5.1154,1897.05,8.7048,-0.56813
-4.9196,1896.96,8.7319,-0.38752
-4.7494,1896.88,8.7662,-0.36146
-4.6317,1896.8,8.7994,-0.44299
-4.5865,1896.71,8.8188,-0.50101
-4.6068,1896.63,8.8293,-0.59372
-4.7566,1896.55,8.8296,-0.88845
-4.8368,1896.46,8.8189,-1.1937
-4.8567,1896.38,8.7983,-1.3854
-5.0276,1896.3,8.76,-1.4546
-5.231,1896.21,8.7258,-1.3406
-5.3527,1896.13,8.6985,-1.0211
-5.3945,1896.05,8.6769,-0.65908
-5.3782,1895.96,8.6722,-0.44944
-5.3679,1895.88,8.6795,-0.5485
-5.4157,1895.8,8.6729,-0.74853
-5.3962,1895.71,8.6653,-0.70628
-5.3318,1895.63,8.6758,-0.5707
-5.2878,1895.55,8.6799,-0.52696
-5.3426,1895.46,8.6485,-0.58353
-5.3879,1895.38,8.6431,-0.63302
-5.443,1895.3,8.6449,-0.6593
-5.5018,1895.21,8.6399,-0.70062
-5.5265,1895.13,8.6331,-0.81967
-5.5164,1895.05,8.6257,-0.88932
-5.4871,1894.96,8.6213,-0.87709
-5.4503,1894.88,8.6225,-0.81577
-5.4115,1894.8,8.6338,-0.70508
-5.3823,1894.71,8.6514,-0.64572
-5.3673,1894.63,8.6608,-0.67229
-5.3631,1894.55,8.6518,-0.6882
-5.379,1894.46,8.6356,-0.73921
-5.4101,1894.38,8.6247,-0.84447
-5.4295,1894.3,8.6169,-0.92982
-5.4435,1894.21,8.6116,-0.99608
-5.4749,1894.13,8.6104,-1.0858
-5.4992,1894.05,8.613,-1.1611
-5.4448,1893.96,8.6229,-1.1526
-5.3603,1893.88,8.6383,-1.073
-5.2677,1893.8,8.6578,-0.95288
-5.23,1893.71,8.6714,-0.90612
-5.2351,1893.63,8.677,-0.93041
-5.2273,1893.55,8.679,-0.94569
-5.2062,1893.46,8.679,-0.91618
-5.22,1893.38,8.678,-0.87713
-5.2906,1893.3,8.6723,-0.91806
-5.4187,1893.21,8.6596,-1.0558
-5.526,1893.13,8.6529,-1.0543
-5.5119,1893.05,8.6543,-0.94649
-5.4972,1892.96,8.6587,-0.82249
-5.4141,1892.88,8.6705,-0.86402
-5.2198,1892.8,8.6885,-1.0614
-5.1036,1892.71,8.6947,-1.2903
-5.0473,1892.63,8.7183,-1.4101
-5.119,1892.55,8.7117,-1.4886
-5.2339,1892.46,8.7027,-1.5289
-5.1692,1892.38,8.7213,-1.5714
-5.1606,1892.3,8.7272,-1.6208
-5.1934,1892.21,8.7149,-1.4643
-5.2155,1892.13,8.7074,-1.3079
-5.2131,1892.05,8.7178,-1.1875
-5.2276,1891.96,8.7282,-0.99721
-5.2646,1891.88,8.7141,-0.96913
-5.221,1891.8,8.6953,-1.0603
-5.1873,1891.71,8.6684,-1.1625
-5.2214,1891.63,8.663,-1.2214
-5.3339,1891.55,8.6721,-1.2792
-5.423,1891.46,8.672,-1.3518
-5.3197,1891.38,8.6692,-1.3338
-5.2281,1891.3,8.6645,-1.3551
-5.2108,1891.21,8.6608,-1.4218
-5.2733,1891.13,8.6638,-1.373
-5.3334,1891.05,8.6684,-1.2361
-5.3445,1890.96,8.6733,-1.12
-5.3512,1890.88,8.6823,-1.0625
-5.3175,1890.8,8.6849,-1.0075
-5.2504,1890.71,8.6904,-0.98483
