d18O (permil),year (AD),depth (cm),d13C (permil)
-4.58,-76100,NA,NA
-4.92,-76300,NA,NA
-5.2,-76600,NA,NA
-4.98,-76900,NA,NA
-5.58,-77200,NA,NA
-5.66,-77400,NA,NA
-5.73,-77700,NA,NA
-5.81,-78000,NA,NA
-5.65,-78400,NA,NA
-5.1,-78900,NA,NA
-5.41,-79300,NA,NA
-5.54,-79700,NA,NA
-5.22,-80200,NA,NA
-5.06,-80600,NA,NA
-5,-81000,NA,NA
-5.14,-81500,NA,NA
-5.31,-81900,NA,NA
-5.34,-82400,NA,NA
-5.62,-82800,NA,NA
-5.25,-83200,NA,NA
-5.06,-83700,NA,NA
-5.2,-84100,NA,NA
-5.15,-84500,NA,NA
-5.18,-85000,NA,NA
-5,-85400,NA,NA
-5.04,-85800,NA,NA
-4.26,-86170,NA,NA
-4.31,-86330,NA,NA
-4.42,-86480,NA,NA
-4.44,-86640,NA,NA
-4.47,-86800,NA,NA
-4.44,-86869,NA,NA
-4.44,-86950,NA,NA
-4.43,-87110,NA,NA
-4.06,-87270,NA,NA
-4.23,-87430,NA,NA
-4.39,-87590,NA,NA
-4.53,-87740,NA,NA
-4.33,-87900,NA,NA
-4.47,-88020,NA,NA
NA,-88380,NA,NA
-4.41,-88530,NA,NA
-4.54,-88690,NA,NA
-4.4,-88850,NA,NA
-4.35,-89000,NA,NA
-4.38,-89160,NA,NA
-4.31,-89320,NA,NA
-4.26,-89480,NA,NA
-4.36,-89630,NA,NA
-4.46,-89790,NA,NA
-4.43,-89950,NA,NA
-4.28,-90110,NA,NA
-4.12,-90260,NA,NA
-4.3,-90420,NA,NA
-4.43,-90580,NA,NA
-4.38,-90730,NA,NA
-4.5,-90890,NA,NA
-4.51,-91050,NA,NA
NA,-91210,NA,NA
-4.35,-91360,NA,NA
-4.36,-91520,NA,NA
-4.19,-91680,NA,NA
-4.08,-91830,NA,NA
-4.07,-91990,NA,NA
-4.04,-92150,NA,NA
-4.05,-92310,NA,NA
-4.04,-92460,NA,NA
-4.13,-92620,NA,NA
-4.21,-92780,NA,NA
-4.2,-92940,NA,NA
-4.29,-93090,NA,NA
-4.37,-93250,NA,NA
-4.44,-93400,NA,NA
-4.54,-93560,NA,NA
-4.32,-93720,NA,NA
-4.27,-93880,NA,NA
-4.16,-94100,NA,NA
-4.28,-94400,NA,NA
-4.2,-94800,NA,NA
-4.15,-95100,NA,NA
-4.29,-95500,NA,NA
-4.2,-95900,NA,NA
-4.43,-96200,NA,NA
-4.1,-96600,NA,NA
-4.41,-96900,NA,NA
-4.23,-97300,NA,NA
-4.24,-97600,NA,NA
-4.14,-98000,NA,NA
-4.1,-98090,NA,NA
-4.27,-98180,NA,NA
-5.5,-98210,NA,NA
-5.57,-98340,NA,NA
-4.73,-98460,NA,NA
-4.51,-98590,NA,NA
-4.75,-98720,NA,NA
-4.9,-98840,NA,NA
-5.48,-98970,NA,NA
-5.73,-99100,NA,NA
-5.49,-99220,NA,NA
-5.65,-99350,NA,NA
-5.78,-99480,NA,NA
-5.93,-99600,NA,NA
-6.23,-99730,NA,NA
-5.71,-99860,NA,NA
-5.79,-99980,NA,NA
-5.41,-100110,NA,NA
-5.33,-100240,NA,NA
-5.44,-100360,NA,NA
-5.37,-100490,NA,NA
-5.69,-100620,NA,NA
-5.49,-100740,NA,NA
-6.01,-100870,NA,NA
-6,-101000,NA,NA
-5.43,-101120,NA,NA
-5.32,-101250,NA,NA
-5.5,-101380,NA,NA
-5.47,-101500,NA,NA
-4.82,-101630,NA,NA
-5.02,-101760,NA,NA
-4.84,-101890,NA,NA
-4.7,-102160,NA,NA
-4.71,-102420,NA,NA
-4.88,-102690,NA,NA
-4.9,-102950,NA,NA
-4.62,-103220,NA,NA
-4.2,-103480,NA,NA
-5.19,-103740,NA,NA
-5.1,-104000,NA,NA
-6.44,-104270,NA,NA
-6.95,-104540,NA,NA
-6.99,-104800,NA,NA
-5.92,-105060,NA,NA
-6.15,-105330,NA,NA
-5.51,-105590,NA,NA
-5.51,-105860,NA,NA
-5.43,-106120,NA,NA
-5.16,-106390,NA,NA
-5.31,-106650,NA,NA
-4.91,-106910,NA,NA
-4.66,-107180,NA,NA
-4.45,-107440,NA,NA
-4.71,-107920,NA,NA
-4.74,-108500,NA,NA
-4.84,-109080,NA,NA
-4.82,-109670,NA,NA
-4.58,-110650,NA,NA
-4.56,-110830,NA,NA
-4.71,-111420,NA,NA
-4.66,-112140,NA,NA
-4.63,-112200,NA,NA
-4.87,-112260,NA,NA
-4.82,-112310,NA,NA
-4.71,-112370,NA,NA
-4.95,-112430,NA,NA
NA,-112490,NA,NA
-4.93,-112550,NA,NA
-4.7,-112610,NA,NA
-4.68,-112660,NA,NA
-4.88,-112720,NA,NA
-4.76,-112780,NA,NA
-4.78,-112840,NA,NA
-4.85,-112900,NA,NA
-4.87,-112960,NA,NA
-4.97,-113010,NA,NA
-5.09,-113070,NA,NA
-4.81,-113130,NA,NA
-5.01,-113190,NA,NA
-4.8,-113250,NA,NA
-4.95,-113310,NA,NA
-5.14,-113360,NA,NA
-5.05,-113420,NA,NA
-5.17,-113480,NA,NA
-5.06,-113540,NA,NA
-5.04,-113600,NA,NA
-5.06,-113670,NA,NA
-5.06,-113710,NA,NA
-4.9,-113770,NA,NA
-5.08,-113830,NA,NA
-4.99,-113890,NA,NA
-5.03,-113950,NA,NA
-4.89,-114000,NA,NA
-4.89,-114060,NA,NA
-4.5,-114120,NA,NA
-4.85,-114180,NA,NA
-4.89,-114240,NA,NA
-4.91,-114300,NA,NA
-5,-114350,NA,NA
-5.13,-114410,NA,NA
-5.1,-114470,NA,NA
-4.98,-114530,NA,NA
-5.17,-114590,NA,NA
-5.19,-114650,NA,NA
-5.06,-114700,NA,NA
-5.07,-114760,NA,NA
-5.07,-114820,NA,NA
-5.15,-114880,NA,NA
-5.14,-114940,NA,NA
-5.24,-115000,NA,NA
-5.2,-115050,NA,NA
-5.21,-115110,NA,NA
-5.15,-115170,NA,NA
-5.13,-115230,NA,NA
-5.2,-115290,NA,NA
-5.11,-115350,NA,NA
-5.23,-115400,NA,NA
-5.25,-115460,NA,NA
-5.24,-115520,NA,NA
-5.15,-115580,NA,NA
-5.13,-115640,NA,NA
-5.22,-115700,NA,NA
-5.21,-115740,NA,NA
-5.06,-115810,NA,NA
-5.1,-115870,NA,NA
-5.35,-115930,NA,NA
-5.34,-115990,NA,NA
-5.32,-116050,NA,NA
-5.21,-116100,NA,NA
-5.04,-116170,NA,NA
-5.17,-116220,NA,NA
-5.37,-116280,NA,NA
-5.46,-116340,NA,NA
-5.4,-116400,NA,NA
-5.42,-116450,NA,NA
-5.39,-116510,NA,NA
-5.23,-116570,NA,NA
-5.1,-116630,NA,NA
-5.14,-116690,NA,NA
-4.99,-116750,NA,NA
-7,-117500,NA,NA
-7.01,-118000,NA,NA
-7.8,-118500,NA,NA
-7.63,-118970,NA,NA
-8.04,-119600,NA,NA
-8.15,-120300,NA,NA
-7.96,-120900,NA,NA
-8.3,-121500,NA,NA
-8.24,-122200,NA,NA
-8.34,-122800,NA,NA
-8.29,-123500,NA,NA
-8.29,-124100,NA,NA
-8.25,-124700,NA,NA
-7.85,-125400,NA,NA
-7.64,-126000,NA,NA
-7.21,-126000,NA,NA
-7.55,-126060,NA,NA
-7.19,-126130,NA,NA
-6.23,-126190,NA,NA
-6.41,-126250,NA,NA
-6.24,-126310,NA,NA
-5.67,-126380,NA,NA
-5.86,-126440,NA,NA
-5.7,-126500,NA,NA
-5.3,-126560,NA,NA
-5.2,-126630,NA,NA
-5.36,-126690,NA,NA
-5.43,-126750,NA,NA
-5.65,-126810,NA,NA
-5.44,-126880,NA,NA
-5.69,-127000,NA,NA
-5.77,-127480,NA,NA
-5.66,-127900,NA,NA
-5.41,-128300,NA,NA
-5.4,-128750,NA,NA
-5.6,-129170,NA,NA
-5.44,-129590,NA,NA
-5.15,-130000,NA,NA
-4.77,-130400,NA,NA
-5.57,-130870,NA,NA
-5.23,-131290,NA,NA
-5.5,-131710,NA,NA
-5.3,-132130,NA,NA
-5.01,-132560,NA,NA
-4.8,-132570,NA,NA
-4.75,-132600,NA,NA
-4.79,-132750,NA,NA
-5.36,-132900,NA,NA
-4.6,-133050,NA,NA
-4.39,-133200,NA,NA
-3.79,-133350,NA,NA
-3.74,-133500,NA,NA
-3.65,-133650,NA,NA
-3.18,-133800,NA,NA
-3.54,-133950,NA,NA
-3.28,-134100,NA,NA
-3.29,-134250,NA,NA
-3.39,-134400,NA,NA
-3.52,-134550,NA,NA
-3.18,-134700,NA,NA
-3.24,-134850,NA,NA
-3.51,-135000,NA,NA
-3.57,-135150,NA,NA
-3.75,-135300,NA,NA
-3.58,-135450,NA,NA
-3.59,-135600,NA,NA
-3.72,-135750,NA,NA
-3.67,-135900,NA,NA
-3.51,-136050,NA,NA
-3.78,-136200,NA,NA
-3.9,-136350,NA,NA
-3.27,-136500,NA,NA
-3.39,-136650,NA,NA
-3.3,-136800,NA,NA
-3.16,-136950,NA,NA
-3.52,-137100,NA,NA
-3.39,-137250,NA,NA
-3.38,-137400,NA,NA
-3.15,-137550,NA,NA
-3.39,-137700,NA,NA
-3.26,-137850,NA,NA
-2.97,-138000,NA,NA
-2.91,-138150,NA,NA
-3.67,-138300,NA,NA
-3.55,-138450,NA,NA
-3.31,-138600,NA,NA
-3.09,-138700,NA,NA
-3.4,-138800,NA,NA
-3.29,-138900,NA,NA
-3.46,-139000,NA,NA
-3.43,-139100,NA,NA
-3.2,-139200,NA,NA
-3.13,-139300,NA,NA
-3.21,-139400,NA,NA
-3.21,-139500,NA,NA
-3.24,-139600,NA,NA
-3.24,-139700,NA,NA
-3.58,-139800,NA,NA
-3.46,-139900,NA,NA
-3.4,-140000,NA,NA
-3.31,-140100,NA,NA
-3.41,-140200,NA,NA
-3.55,-140300,NA,NA
-3.47,-140400,NA,NA
-3.52,-140500,NA,NA
-3.75,-140600,NA,NA
-3.77,-140700,NA,NA
-3.9,-140800,NA,NA
-4.05,-140900,NA,NA
-4.07,-141000,NA,NA
-4.01,-141100,NA,NA
-4.17,-141200,NA,NA
-4.14,-141300,NA,NA
-3.99,-141400,NA,NA
-4.04,-141500,NA,NA
-4.14,-141600,NA,NA
-4.38,-141700,NA,NA
-4.41,-141800,NA,NA
-4.29,-141900,NA,NA
-4.78,-142000,NA,NA
-5.15,-142100,NA,NA
-4.82,-142200,NA,NA
-4.89,-142300,NA,NA
-4.86,-142400,NA,NA
-4.8,-142500,NA,NA
-5.01,-142600,NA,NA
-5.07,-142700,NA,NA
-5.11,-142900,NA,NA
-4.88,-143000,NA,NA
-4.71,-143200,NA,NA
NA,-143350,NA,NA
-4.38,-143500,NA,NA
-4.42,-143650,NA,NA
-4.12,-143800,NA,NA
-4.22,-143930,NA,NA
-4.29,-144100,NA,NA
-4.41,-144230,NA,NA
-4.47,-144380,NA,NA
-4.63,-144500,NA,NA
-4.25,-144670,NA,NA
-4.46,-144820,NA,NA
-4.32,-144970,NA,NA
-4.69,-145120,NA,NA
-4.44,-145260,NA,NA
-4.51,-145420,NA,NA
-4.93,-145560,NA,NA
-4.74,-145710,NA,NA
-4.84,-145860,NA,NA
-4.47,-146000,NA,NA
-4.61,-146150,NA,NA
-4.73,-146300,NA,NA
-5.16,-146450,NA,NA
-5.06,-146600,NA,NA
-5.05,-146750,NA,NA
-5.15,-146900,NA,NA
-4.94,-147050,NA,NA
-5.29,-147200,NA,NA
-5.34,-147350,NA,NA
-5.47,-147500,NA,NA
-5.26,-147630,NA,NA
-4.88,-147780,NA,NA
-4.57,-147930,NA,NA
-4.35,-148080,NA,NA
-4.61,-148220,NA,NA
-4.34,-148370,NA,NA
-4.56,-148520,NA,NA
-5.19,-148670,NA,NA
-4.38,-148820,NA,NA
-5.32,-148960,NA,NA
-5.54,-149110,NA,NA
-5.36,-149260,NA,NA
-5.5,-149410,NA,NA
-5.81,-149560,NA,NA
-5.94,-149700,NA,NA
-5.62,-149850,NA,NA
-5.93,-150000,NA,NA
-6.15,-150400,NA,NA
-5.87,-150800,NA,NA
-5.77,-151200,NA,NA
-5.49,-151600,NA,NA
-5.55,-152000,NA,NA
-5.79,-152400,NA,NA
-5.49,-152800,NA,NA
-5.55,-153200,NA,NA
-4.09,-153600,NA,NA
-3.48,-154000,NA,NA
-3.12,-154400,NA,NA
-2.93,-154800,NA,NA
-3.07,-155200,NA,NA
-3.1,-155600,NA,NA
-3.24,-156000,NA,NA
-3.22,-156400,NA,NA
-3.1,-156800,NA,NA
-3.13,-157200,NA,NA
-3.16,-157500,NA,NA
-3.29,-157900,NA,NA
-3.63,-158300,NA,NA
-3.1,-158700,NA,NA
-3.46,-159100,NA,NA
-3.07,-159500,NA,NA
-3.15,-159900,NA,NA
-3.05,-160300,NA,NA
-3.2,-160700,NA,NA
-3.36,-161100,NA,NA
-4.22,-161500,NA,NA
-3.9,-161900,NA,NA
-3.93,-162300,NA,NA
-3.82,-162700,NA,NA
-4.31,-163100,NA,NA
-3.69,-163500,NA,NA
-3.76,-164000,NA,NA
-3.78,-164650,NA,NA
-3.96,-165000,NA,NA
-3.42,-166000,NA,NA
-3.77,-167100,NA,NA
-3.9,-168000,NA,NA
-3.69,-168500,NA,NA
-3.65,-169000,NA,NA
-3.49,-169500,NA,NA
-3.43,-170000,NA,NA
-3.27,-170500,NA,NA
-3.23,-171000,NA,NA
-3.32,-172000,NA,NA
-3.16,-173000,NA,NA
-3.57,-174000,NA,NA
-4.11,-174500,NA,NA
-4.07,-175000,NA,NA
-5.48,-175500,NA,NA
-5.72,-176000,NA,NA
-5.71,-176300,NA,NA
-5.56,-176500,NA,NA
-5.52,-177000,NA,NA
-5.49,-177500,NA,NA
-5.46,-178000,NA,NA
-5.37,-178500,NA,NA
-4.98,-178700,NA,NA
-4.04,-178900,NA,NA
-4.03,-179100,NA,NA
-4.42,-179400,NA,NA
-3.55,-179600,NA,NA
-3.38,-180000,NA,NA
-3.04,-182000,NA,NA
