d18O (permil),year (AD),depth (mm),d13C (permil)
-8.712,-777,26.58,-4.897
-8.659,-779,26.61,-4.91
-8.616,-782,26.64,-4.823
-8.551,-785,26.67,-4.605
-8.696,-788,26.7,-4.749
-8.633,-791,26.73,-4.725
-8.613,-793,26.76,-4.721
-8.702,-796,26.79,-4.809
-8.645,-799,26.82,-4.694
-8.645,-802,26.85,-4.598
-8.688,-805,26.88,-4.874
-8.656,-808,26.91,-4.786
-8.71,-810,26.94,-4.881
-8.635,-813,26.97,-4.624
-8.746,-816,27,-4.717
-8.614,-819,27.03,-4.716
-8.566,-822,27.06,-4.718
-8.649,-824,27.09,-4.571
-8.58,-827,27.12,-4.501
-8.564,-830,27.15,-4.606
-8.572,-833,27.18,-4.723
-8.655,-835,27.21,-4.891
-8.643,-838,27.24,-4.597
-8.62,-841,27.27,-4.66
-8.601,-844,27.3,-4.673
-8.595,-846,27.33,-4.629
-8.57,-849,27.36,-4.641
-8.533,-852,27.39,-4.598
-8.564,-855,27.42,-4.692
-8.711,-857,27.45,-4.641
-8.547,-860,27.48,-4.567
-8.65,-863,27.51,-4.452
-8.656,-866,27.54,-4.332
-8.685,-869,27.57,-4.343
-8.525,-874,27.63,-4.318
-8.51,-877,27.66,-4.193
-8.661,-880,27.69,-4.375
-8.597,-883,27.72,-4.428
-8.7,-886,27.75,-4.501
-8.657,-888,27.78,-4.495
-8.643,-891,27.81,-4.706
-8.602,-894,27.84,-4.651
-8.653,-897,27.87,-4.667
-8.778,-900,27.9,-4.773
-8.667,-902,27.93,-4.604
-8.625,-905,27.96,-4.868
-8.683,-908,27.99,-4.848
-8.686,-911,28.02,-4.82
-8.67,-914,28.05,-4.842
-8.65,-917,28.08,-4.838
-8.619,-919,28.11,-4.823
-8.604,-922,28.14,-4.842
-8.774,-925,28.17,-4.786
-8.693,-928,28.2,-4.586
-8.862,-931,28.23,-4.613
-8.856,-933,28.26,-4.71
-8.892,-936,28.29,-4.464
-8.861,-939,28.32,-4.51
-8.913,-945,28.38,-4.624
-8.984,-948,28.41,-4.991
-9.129,-950,28.44,-4.998
-9.096,-953,28.47,-5.227
-9.041,-956,28.5,-5.012
-9.017,-959,28.53,-5.048
-9.125,-962,28.56,-4.965
-9.08,-964,28.59,-5.424
-9.125,-967,28.62,-5.31
-9.011,-970,28.65,-5.117
-9.001,-973,28.68,-5.481
-8.926,-976,28.71,-5.16
-8.816,-979,28.74,-5.562
-8.752,-981,28.77,-5.453
-8.919,-984,28.8,-5.337
-8.677,-987,28.83,-5.247
-8.746,-990,28.86,-5.363
-8.843,-993,28.89,-5.379
-8.79,-995,28.92,-5.383
-8.846,-998,28.95,-5.297
-8.965,-1001,28.98,-5.478
-8.876,-1004,29.01,-5.507
-9.032,-1007,29.04,-5.694
-9.033,-1010,29.07,-5.635
-9.066,-1012,29.1,-5.647
-9.09,-1015,29.13,-5.784
-9.109,-1018,29.16,-5.958
-9.205,-1021,29.19,-6.171
-9.1,-1024,29.22,-6.36
-9.126,-1029,29.28,-6.538
-8.965,-1032,29.31,-6.583
-9.098,-1035,29.34,-6.609
-9.007,-1041,29.4,-6.659
-8.984,-1043,29.43,-6.811
-8.885,-1046,29.46,-6.566
-8.809,-1049,29.49,-6.576
-8.854,-1052,29.52,-6.66
-8.756,-1055,29.55,-6.724
-8.836,-1058,29.58,-6.86
-8.771,-1061,29.61,-6.944
-8.832,-1063,29.64,-6.842
-8.994,-1066,29.67,-6.952
-9.234,-1069,29.7,-6.949
-9.052,-1072,29.73,-6.986
-9.016,-1075,29.76,-7.063
-9.041,-1078,29.79,-7.175
-9.11,-1081,29.82,-6.974
-9.086,-1084,29.85,-6.942
-8.965,-1086,29.88,-6.912
-9.047,-1089,29.91,-7.058
-8.985,-1095,29.97,-7.254
-8.943,-1098,30,-7.424
-8.929,-1101,30.03,-7.439
-8.901,-1104,30.06,-7.569
-8.935,-1106,30.09,-7.66
-8.867,-1109,30.12,-7.738
-8.929,-1115,30.18,-7.889
-8.813,-1118,30.21,-7.905
-8.842,-1121,30.24,-7.893
-8.913,-1123,30.27,-7.913
-8.91,-1126,30.3,-7.709
-8.937,-1129,30.33,-7.638
-9.004,-1132,30.36,-7.511
-8.985,-1135,30.39,-7.173
-9.168,-1137,30.42,-6.883
-9.136,-1140,30.45,-6.63
-9.092,-1143,30.48,-6.441
-8.997,-1146,30.51,-6.251
-9.055,-1149,30.54,-6.19
-9.109,-1152,30.57,-6.252
-9.299,-1154,30.6,-6.411
-9.209,-1157,30.63,-6.77
-9.255,-1160,30.66,-6.605
-9.004,-1163,30.69,-6.709
-8.977,-1166,30.72,-6.628
-8.959,-1169,30.75,-6.671
-8.85,-1171,30.78,-6.696
-8.884,-1174,30.81,-6.616
-8.772,-1177,30.84,-6.61
-8.907,-1180,30.87,-6.637
-8.931,-1183,30.9,-6.702
-9.043,-1185,30.93,-6.647
-9.03,-1188,30.96,-6.466
-9.166,-1191,30.99,-6.467
-9.086,-1194,31.02,-6.321
-9.359,-1197,31.05,-6.321
-9.107,-1200,31.08,-6.286
-8.953,-1202,31.11,-6.289
-9.083,-1205,31.14,-6.38
-8.962,-1208,31.17,-6.392
-9.037,-1211,31.2,-6.418
-9.075,-1214,31.23,-6.446
-8.895,-1216,31.26,-6.355
-9.055,-1219,31.29,-6.353
-8.98,-1222,31.32,-6.215
-9.175,-1228,31.38,-6.171
-9.11,-1231,31.41,-6.085
-9.185,-1233,31.44,-6.017
-9.179,-1236,31.47,-5.952
-9.352,-1239,31.5,-5.78
-9.037,-1242,31.53,-5.743
-9.053,-1245,31.56,-5.669
-9.03,-1248,31.59,-5.61
-8.82,-1251,31.62,-5.712
-8.987,-1253,31.65,-5.69
-8.86,-1256,31.68,-5.628
-8.863,-1259,31.71,-5.566
-8.982,-1262,31.74,-5.449
-8.906,-1265,31.77,-5.424
-8.874,-1268,31.8,-5.283
-8.797,-1271,31.83,-5.207
-8.717,-1274,31.86,-5.115
-8.688,-1276,31.89,-4.968
-8.65,-1279,31.92,-4.94
-8.643,-1285,31.98,-4.858
-8.623,-1288,32.01,-4.84
-8.543,-1291,32.04,-4.845
-8.545,-1294,32.07,-4.927
-8.631,-1296,32.1,-5.014
-8.74,-1299,32.13,-5.057
-8.953,-1302,32.16,-5.086
-8.657,-1305,32.19,-5.097
-8.787,-1308,32.22,-5.13
-8.599,-1311,32.25,-5.146
-8.661,-1313,32.28,-5.044
-8.654,-1316,32.31,-5.072
-8.688,-1322,32.37,-5.043
-8.919,-1325,32.4,-4.971
-8.773,-1327,32.43,-4.907
-8.76,-1330,32.46,-4.881
-8.801,-1333,32.49,-4.763
-8.873,-1336,32.52,-4.701
-8.826,-1339,32.55,-4.729
-8.877,-1342,32.58,-4.61
-8.882,-1346,32.61,-4.57
-8.868,-1349,32.64,-4.564
-8.992,-1352,32.67,-4.515
-8.972,-1358,32.73,-4.484
-8.995,-1362,32.76,-4.415
-8.99,-1365,32.79,-4.474
-8.997,-1368,32.82,-4.511
-8.902,-1371,32.85,-4.471
-8.866,-1374,32.88,-4.48
-8.79,-1377,32.91,-4.464
-8.858,-1381,32.94,-4.515
-8.886,-1384,32.97,-4.559
-8.823,-1387,33,-4.645
-8.773,-1390,33.03,-4.748
-8.806,-1393,33.06,-4.822
-8.851,-1396,33.09,-5.081
-8.871,-1399,33.12,-4.929
-8.807,-1403,33.15,-4.995
-8.758,-1406,33.18,-5.042
-8.813,-1409,33.21,-5.078
-8.825,-1412,33.24,-5.112
-8.842,-1415,33.27,-5.156
-8.876,-1418,33.3,-5.173
-8.862,-1421,33.33,-5.249
-8.778,-1424,33.36,-5.244
-8.818,-1428,33.39,-5.121
-8.987,-1431,33.42,-5.109
-8.876,-1434,33.45,-4.963
-8.997,-1437,33.48,-4.94
-8.734,-1440,33.51,-4.87
-8.82,-1443,33.54,-4.975
-9.052,-1446,33.57,-5.003
-8.847,-1450,33.6,-5.05
-8.885,-1453,33.63,-5.202
-8.753,-1456,33.66,-5.248
-8.657,-1459,33.69,-5.336
-8.661,-1462,33.72,-5.209
-8.599,-1469,33.78,-5.616
-8.598,-1475,33.84,-5.551
-8.518,-1478,33.87,-5.471
-8.437,-1481,33.9,-5.303
-8.599,-1485,33.93,-5.311
-8.522,-1488,33.96,-5.116
-8.493,-1491,33.99,-5.251
-8.359,-1494,34.02,-5.362
-8.56,-1497,34.05,-5.421
-8.551,-1500,34.08,-5.504
-8.746,-1503,34.11,-5.462
-8.671,-1507,34.14,-5.478
-8.704,-1510,34.17,-5.571
-8.877,-1513,34.2,-5.567
-8.505,-1516,34.23,-5.636
-8.693,-1519,34.26,-5.593
-8.688,-1522,34.29,-5.514
-8.705,-1525,34.32,-5.469
-8.68,-1528,34.35,-5.313
-8.646,-1532,34.38,-5.147
-8.463,-1535,34.41,-5.042
-8.601,-1538,34.44,-4.852
-8.797,-1541,34.47,-5.272
-8.567,-1544,34.5,-4.793
-8.468,-1547,34.53,-4.566
-8.625,-1550,34.56,-4.47
-8.611,-1554,34.59,-4.61
-8.655,-1557,34.62,-4.393
-8.58,-1560,34.65,-4.257
-8.638,-1563,34.68,-4.273
-8.605,-1566,34.71,-4.216
-8.593,-1569,34.74,-4.317
-8.56,-1573,34.77,-4.478
-8.493,-1576,34.8,-4.405
-8.534,-1579,34.83,-4.273
-8.508,-1582,34.86,-4.201
-8.614,-1585,34.89,-4.239
-8.625,-1589,34.92,-4.379
-8.708,-1592,34.95,-4.442
-8.625,-1595,34.98,-4.431
-8.723,-1598,35.01,-4.543
-8.654,-1601,35.04,-4.514
-8.64,-1604,35.07,-4.504
-8.9,-1607,35.1,-4.511
-8.686,-1611,35.13,-4.536
-8.844,-1614,35.16,-4.457
-8.745,-1617,35.19,-4.415
-8.773,-1620,35.22,-4.413
-8.792,-1623,35.25,-4.287
-8.778,-1626,35.28,-4.325
-8.794,-1629,35.31,-4.314
-8.865,-1632,35.34,-4.363
-8.864,-1635,35.37,-4.227
-9.009,-1639,35.4,-4.34
-9.006,-1642,35.43,-4.277
-8.999,-1645,35.46,-4.454
-9.054,-1648,35.49,-4.288
-9.245,-1651,35.52,-4.249
-9.034,-1657,35.58,-4.278
-9.124,-1661,35.61,-4.339
-8.924,-1664,35.64,-4.374
-9.018,-1667,35.67,-4.39
-8.911,-1670,35.7,-4.469
-8.818,-1673,35.73,-4.57
-8.865,-1677,35.76,-4.667
-8.614,-1680,35.79,-4.576
-8.621,-1683,35.82,-4.54
-8.665,-1686,35.85,-4.518
-8.675,-1689,35.88,-4.552
-8.715,-1692,35.91,-4.586
-8.678,-1696,35.94,-4.621
-8.689,-1699,35.97,-4.61
-8.807,-1702,36,-4.536
-8.748,-1705,36.03,-4.604
-8.761,-1708,36.06,-4.54
-8.683,-1711,36.09,-4.572
-8.744,-1714,36.12,-4.569
-8.741,-1718,36.15,-4.671
-8.628,-1721,36.18,-4.728
-8.699,-1724,36.21,-4.734
-8.675,-1727,36.24,-4.635
-8.648,-1730,36.27,-4.595
-8.655,-1733,36.3,-4.561
-8.639,-1736,36.33,-4.577
-8.63,-1739,36.36,-4.567
-8.673,-1743,36.39,-4.646
-8.805,-1746,36.42,-4.732
-8.81,-1749,36.45,-4.669
-8.484,-1752,36.48,-4.693
-8.654,-1755,36.51,-4.86
-8.502,-1758,36.54,-4.95
-8.642,-1761,36.57,-5.091
-8.606,-1765,36.6,-5.091
-8.499,-1768,36.63,-5.071
-8.374,-1771,36.66,-5.03
-8.555,-1774,36.69,-5
-8.594,-1777,36.72,-5.029
-8.616,-1781,36.75,-5.046
-8.365,-1784,36.78,-5.017
-8.456,-1787,36.81,-4.984
-8.476,-1790,36.84,-4.855
-8.481,-1793,36.87,-4.699
-8.745,-1796,36.9,-4.657
-8.378,-1800,36.93,-4.586
-8.503,-1803,36.96,-4.417
-8.46,-1806,36.99,-4.385
-8.384,-1809,37.02,-4.385
-8.509,-1812,37.05,-4.27
-8.593,-1815,37.08,-4.133
-8.758,-1819,37.11,-4.037
-8.893,-1822,37.14,-3.975
-9.03,-1825,37.17,-3.911
-9.009,-1828,37.2,-3.929
-8.89,-1831,37.23,-3.518
-8.746,-1835,37.26,-3.72
-8.772,-1838,37.29,-3.865
-8.652,-1841,37.32,-3.865
-8.962,-1844,37.35,-3.977
-8.731,-1847,37.38,-3.845
-8.801,-1850,37.41,-3.849
-8.844,-1854,37.44,-3.867
-8.826,-1857,37.47,-3.92
-8.886,-1860,37.5,-3.989
-8.831,-1863,37.53,-4.074
-8.95,-1866,37.56,-4.098
-8.925,-1869,37.59,-4.319
-9.024,-1872,37.62,-4.29
-8.823,-1876,37.65,-4.452
-8.795,-1879,37.68,-4.473
-8.772,-1882,37.71,-4.5
-8.634,-1885,37.74,-4.639
-8.814,-1888,37.77,-4.636
-8.784,-1891,37.8,-4.666
-8.739,-1894,37.83,-4.534
-8.734,-1897,37.86,-4.756
-8.844,-1901,37.89,-4.787
-8.816,-1904,37.92,-4.752
-8.877,-1907,37.95,-4.797
-8.823,-1910,37.98,-4.711
-8.8,-1913,38.01,-4.176
-8.725,-1915,38.04,-4.58
-8.826,-1917,38.07,-4.565
-8.735,-1919,38.1,-4.523
-8.769,-1921,38.13,-4.494
-8.763,-1923,38.16,-4.492
-8.973,-1925,38.19,-4.491
-8.817,-1927,38.22,-4.406
-9.09,-1929,38.25,-4.438
-8.92,-1931,38.28,-4.471
-8.713,-1933,38.31,-4.541
-8.734,-1935,38.34,-4.458
-8.759,-1937,38.37,-4.514
-8.852,-1939,38.4,-4.501
-8.623,-1941,38.43,-4.573
-8.691,-1943,38.46,-4.561
-8.683,-1945,38.49,-4.563
-8.811,-1947,38.52,-4.645
-8.866,-1949,38.55,-4.673
-8.864,-1951,38.58,-4.681
-8.963,-1953,38.61,-4.603
-8.871,-1955,38.64,-4.567
-8.863,-1957,38.67,-4.537
-8.854,-1959,38.7,-4.479
-8.931,-1961,38.73,-4.52
-9.076,-1963,38.76,-4.463
-9.113,-1965,38.79,-4.511
-8.898,-1967,38.82,-4.387
-8.942,-1969,38.85,-4.387
-8.934,-1971,38.88,-4.476
-8.966,-1973,38.91,-4.427
-8.987,-1975,38.94,-4.542
-9.016,-1977,38.97,-4.587
-8.994,-1979,39,-4.643
-8.911,-1981,39.03,-4.594
-8.854,-1983,39.06,-4.644
-9.011,-1985,39.09,-4.748
-8.913,-1987,39.12,-4.699
-9.119,-1989,39.15,-4.646
-9.036,-1991,39.18,-4.691
-8.985,-1993,39.21,-4.685
-9.075,-1995,39.24,-4.702
-8.769,-1997,39.27,-4.635
-9.095,-1999,39.3,-4.742
-8.944,-2001,39.33,-4.812
-8.965,-2003,39.36,-4.847
-8.87,-2005,39.39,-4.91
-8.823,-2007,39.42,-5.02
-8.837,-2009,39.45,-5.058
-8.711,-2011,39.48,-5.133
-8.752,-2013,39.51,-5.171
-8.895,-2015,39.54,-5.277
-8.856,-2017,39.57,-5.342
-8.763,-2019,39.6,-5.422
-8.748,-2021,39.63,-5.498
-8.664,-2023,39.66,-5.536
-8.794,-2025,39.69,-5.595
-8.719,-2027,39.72,-5.573
-8.771,-2029,39.75,-5.651
-8.686,-2030,39.78,-5.58
-8.795,-2032,39.81,-5.58
-8.78,-2034,39.84,-5.608
-8.841,-2036,39.87,-5.47
-8.727,-2038,39.9,-5.544
-8.807,-2040,39.93,-5.426
-8.696,-2042,39.96,-5.408
-8.774,-2044,39.99,-5.278
-8.739,-2046,40.02,-5.295
-8.989,-2048,40.05,-5.26
-8.777,-2050,40.08,-5.342
-8.713,-2052,40.11,-5.292
-8.728,-2054,40.14,-5.33
-8.7,-2056,40.17,-5.337
-9.011,-2058,40.2,-5.376
-8.759,-2060,40.23,-5.367
-8.672,-2062,40.26,-5.234
-8.76,-2064,40.29,-5.233
-8.73,-2066,40.32,-5.229
-8.711,-2068,40.35,-5.086
-8.799,-2070,40.38,-5.183
-8.727,-2072,40.41,-4.968
-8.648,-2074,40.44,-5.108
-8.724,-2076,40.47,-5.21
-8.756,-2080,40.53,-4.991
-8.741,-2082,40.56,-5.01
-8.759,-2084,40.59,-4.929
-8.749,-2086,40.62,-4.952
-8.715,-2088,40.65,-4.92
-8.671,-2090,40.68,-4.937
-8.592,-2092,40.71,-5.111
-8.663,-2094,40.74,-5.119
-8.662,-2096,40.77,-5.079
-8.612,-2098,40.8,-5.091
-8.706,-2100,40.83,-5.079
-8.567,-2102,40.86,-4.977
-8.799,-2105,40.89,-5.038
-8.746,-2107,40.92,-5.095
-8.841,-2109,40.95,-4.827
-8.804,-2111,40.98,-5.087
-8.68,-2113,41.01,-4.856
-8.696,-2115,41.04,-4.835
-8.69,-2117,41.07,-4.895
-8.963,-2119,41.1,-4.87
-8.759,-2121,41.13,-4.616
-8.781,-2123,41.16,-4.806
-8.708,-2125,41.19,-4.837
-8.766,-2127,41.22,-4.691
-8.813,-2129,41.25,-4.56
-8.878,-2130,41.28,-4.586
-8.861,-2132,41.31,-4.57
-8.831,-2134,41.34,-4.573
-8.807,-2136,41.37,-4.503
-8.868,-2138,41.4,-4.625
-8.875,-2140,41.43,-4.47
-8.939,-2142,41.46,-4.575
-8.898,-2144,41.49,-4.671
-8.808,-2146,41.52,-4.615
-8.851,-2148,41.55,-4.689
-8.791,-2150,41.58,-4.655
-8.792,-2152,41.61,-4.549
-8.845,-2154,41.64,-4.581
-8.73,-2156,41.67,-4.449
-8.882,-2158,41.7,-4.466
-8.804,-2160,41.73,-4.485
-8.86,-2162,41.76,-4.483
-8.806,-2164,41.79,-4.515
-8.761,-2166,41.82,-4.371
-8.994,-2168,41.85,-4.453
-8.824,-2170,41.88,-4.521
-8.893,-2172,41.91,-4.545
-8.867,-2174,41.94,-4.58
-8.849,-2176,41.97,-4.512
-9.044,-2178,42,-4.7
-8.725,-2180,42.03,-4.799
-8.956,-2182,42.06,-4.676
-8.815,-2184,42.09,-4.654
-8.768,-2186,42.12,-4.642
-8.693,-2188,42.15,-4.567
-8.764,-2190,42.18,-4.502
-8.726,-2192,42.21,-4.682
-8.857,-2194,42.24,-4.547
-8.804,-2196,42.27,-4.563
-8.881,-2198,42.3,-4.548
-8.851,-2200,42.33,-4.625
-8.792,-2202,42.36,-4.657
-8.644,-2205,42.39,-4.655
-8.692,-2207,42.42,-4.82
-8.581,-2209,42.45,-4.735
-8.711,-2211,42.48,-4.688
-8.781,-2213,42.51,-4.657
-8.816,-2215,42.54,-4.653
-8.747,-2217,42.57,-4.614
-8.84,-2219,42.6,-4.582
-8.882,-2221,42.63,-4.664
-8.775,-2223,42.66,-4.603
-8.819,-2225,42.69,-4.614
-8.831,-2227,42.72,-4.569
-8.988,-2229,42.75,-4.499
-8.866,-2230,42.78,-4.561
-8.746,-2232,42.81,-4.624
-8.82,-2234,42.84,-4.782
-8.773,-2236,42.87,-4.757
-8.914,-2238,42.9,-4.834
-8.744,-2240,42.93,-4.935
-8.683,-2242,42.96,-4.999
-8.648,-2244,42.99,-5.042
-8.803,-2246,43.02,-4.976
-8.789,-2248,43.05,-5.124
-8.732,-2250,43.08,-4.984
-8.756,-2252,43.11,-5.01
-8.893,-2254,43.14,-5.055
-8.846,-2256,43.17,-5.056
-8.811,-2258,43.2,-5.014
-8.922,-2260,43.23,-5.25
-8.767,-2262,43.26,-5.138
-8.729,-2264,43.29,-5.383
-8.747,-2266,43.32,-5.33
-8.789,-2268,43.35,-5.415
-8.767,-2270,43.38,-5.228
-8.786,-2272,43.41,-5.394
-8.792,-2274,43.44,-5.332
-8.85,-2276,43.47,-5.444
-8.788,-2278,43.5,-5.374
-8.871,-2280,43.53,-5.353
-8.826,-2282,43.56,-5.421
-8.867,-2284,43.59,-5.448
-8.745,-2286,43.62,-5.4
-9.107,-2288,43.65,-5.334
-8.886,-2290,43.68,-5.519
-8.931,-2292,43.71,-5.483
-8.968,-2294,43.74,-5.732
-8.783,-2296,43.77,-5.544
-8.975,-2298,43.8,-5.524
-8.7,-2300,43.83,-5.451
-8.883,-2302,43.86,-5.559
-8.791,-2305,43.89,-5.449
-8.8,-2307,43.92,-5.679
-8.803,-2309,43.95,-5.587
-8.733,-2311,43.98,-5.684
-8.732,-2312,44.01,-5.674
-8.685,-2314,44.04,-5.699
-8.696,-2315,44.07,-5.768
-8.669,-2316,44.1,-5.779
-8.701,-2318,44.13,-6.045
-8.706,-2319,44.16,-5.955
-8.824,-2320,44.19,-6.09
-8.709,-2322,44.22,-6.213
-8.8,-2323,44.25,-6.071
-8.828,-2324,44.28,-6.123
-8.846,-2326,44.31,-6.185
-8.848,-2327,44.34,-6.091
-8.901,-2328,44.37,-5.992
-8.859,-2330,44.4,-5.917
-8.838,-2331,44.43,-5.934
-8.848,-2332,44.46,-6.038
-8.868,-2334,44.49,-5.959
-8.849,-2335,44.52,-5.997
-9.15,-2336,44.55,-5.954
-8.959,-2337,44.58,-6.022
-8.958,-2339,44.61,-5.75
-8.935,-2340,44.64,-5.634
-9.026,-2341,44.67,-5.544
-9.19,-2342,44.7,-5.356
-8.936,-2344,44.73,-5.199
-8.886,-2345,44.76,-5.188
-8.926,-2346,44.79,-5.041
-8.973,-2347,44.82,-5.025
-8.89,-2349,44.85,-5.101
-9.081,-2350,44.88,-5.308
-9.259,-2351,44.91,-5.389
-9.347,-2352,44.94,-5.219
-9.301,-2354,44.97,-5.37
-9.256,-2355,45,-5.19
-9.236,-2356,45.03,-5.247
-9.239,-2358,45.06,-5.188
-9.056,-2359,45.09,-5.133
-9.052,-2360,45.12,-5.08
-9.125,-2362,45.15,-5.127
-9.149,-2363,45.18,-5.159
-9.034,-2364,45.21,-5.343
-9.02,-2366,45.24,-5.362
-9.059,-2367,45.27,-5.428
-9,-2368,45.3,-5.354
-9.108,-2370,45.33,-5.929
-8.991,-2371,45.36,-5.622
-8.992,-2372,45.39,-5.563
-9.011,-2373,45.42,-5.471
-9.246,-2375,45.45,-5.426
-9.018,-2376,45.48,-5.412
-9.12,-2377,45.51,-5.29
-8.967,-2379,45.54,-5.349
-9.041,-2380,45.57,-5.345
-9.182,-2381,45.6,-5.374
-8.963,-2383,45.63,-5.396
-8.922,-2384,45.66,-5.43
-8.867,-2385,45.69,-5.345
-8.858,-2387,45.72,-5.37
-8.71,-2388,45.75,-5.297
-8.742,-2389,45.78,-5.288
-8.704,-2391,45.81,-5.325
-8.708,-2392,45.84,-5.304
-8.818,-2393,45.87,-5.219
-8.794,-2395,45.9,-5.081
-8.789,-2396,45.93,-5.202
-8.827,-2397,45.96,-5.188
-8.856,-2399,45.99,-5.274
-8.828,-2400,46.02,-5.5
-8.867,-2401,46.05,-5.491
-8.918,-2403,46.08,-5.515
-9.018,-2404,46.11,-5.414
-8.972,-2405,46.14,-5.338
-9.114,-2406,46.17,-5.451
-9.028,-2408,46.2,-5.479
-9.093,-2409,46.23,-5.532
-8.889,-2410,46.26,-5.612
-8.976,-2412,46.29,-5.732
-9.05,-2413,46.32,-5.636
-9.15,-2414,46.35,-5.741
-9.1,-2416,46.38,-5.848
-9.086,-2417,46.41,-5.826
-9.112,-2418,46.44,-6.05
-9.066,-2420,46.47,-6.048
-9.113,-2421,46.5,-6.113
-9.007,-2422,46.53,-6.044
-8.845,-2424,46.56,-5.881
-8.821,-2425,46.59,-5.874
-8.689,-2426,46.62,-5.74
-8.591,-2428,46.65,-5.623
-8.705,-2429,46.68,-5.836
-8.667,-2430,46.71,-5.846
-8.545,-2432,46.74,-5.433
-8.568,-2433,46.77,-5.554
-8.549,-2434,46.8,-5.628
-8.457,-2436,46.83,-5.5
-8.415,-2437,46.86,-5.481
-8.435,-2438,46.89,-5.643
-8.546,-2439,46.92,-5.618
-8.63,-2441,46.95,-5.839
-8.778,-2442,46.98,-4.842
-8.865,-2443,47.01,-4.994
-8.992,-2445,47.04,-4.895
-8.959,-2446,47.07,-4.939
-8.926,-2447,47.1,-4.942
-8.852,-2449,47.13,-4.774
-8.833,-2450,47.16,-4.713
-8.682,-2451,47.19,-4.6
-8.682,-2453,47.22,-4.588
-9.02,-2454,47.25,-4.738
-8.602,-2455,47.28,-4.773
-8.832,-2458,47.34,-4.89
-8.947,-2459,47.37,-4.983
-8.921,-2461,47.4,-5.582
-8.67,-2462,47.43,-5.06
-8.798,-2463,47.46,-5.161
-8.599,-2465,47.49,-5.114
-8.475,-2466,47.52,-5.338
-8.409,-2467,47.55,-5.365
-8.436,-2468,47.58,-5.463
-8.392,-2470,47.61,-5.632
-8.441,-2471,47.64,-5.754
-8.365,-2472,47.67,-5.61
-8.485,-2473,47.7,-5.51
-8.453,-2475,47.73,-5.673
-8.44,-2476,47.76,-5.88
-8.522,-2477,47.79,-5.875
-8.643,-2478,47.82,-5.863
-8.638,-2480,47.85,-5.842
-8.749,-2481,47.88,-6.189
-8.695,-2482,47.91,-6.334
-8.674,-2483,47.94,-6.49
-8.79,-2485,47.97,-6.228
-8.691,-2486,48,-6.558
-8.797,-2490,48.03,-6.422
-8.767,-2495,48.06,-6.364
-8.89,-2499,48.09,-6.365
-8.736,-2503,48.12,-6.49
-8.967,-2508,48.15,-6.583
-8.867,-2512,48.18,-6.48
-8.928,-2516,48.21,-6.754
-8.938,-2521,48.24,-6.805
-8.931,-2525,48.27,-6.879
-8.991,-2534,48.33,-6.721
-8.921,-2538,48.36,-7.026
-9.028,-2542,48.39,-6.988
-8.989,-2546,48.42,-7.002
-9.033,-2551,48.45,-7.159
-9.158,-2555,48.48,-6.998
-9.019,-2560,48.51,-7.39
-9.128,-2568,48.54,-7.357
-9.06,-2575,48.57,-7.125
-9.042,-2582,48.6,-7.403
-8.984,-2590,48.63,-7.393
-9.064,-2597,48.66,-7.584
-9.073,-2604,48.69,-7.54
-9.006,-2612,48.72,-7.448
-9.03,-2619,48.75,-7.05
-9.093,-2626,48.78,-7.517
-9.091,-2634,48.81,-7.664
-9.07,-2641,48.84,-7.481
-8.994,-2648,48.87,-7.405
-9.115,-2656,48.9,-7.356
-9.143,-2663,48.93,-7.508
-9.082,-2670,48.96,-7.258
-9.13,-2678,48.99,-7.531
-9.165,-2681,49.02,-7.471
-9.264,-2682,49.05,-7.2
-9.041,-2684,49.08,-7.281
-9.069,-2685,49.11,-7.133
-9.034,-2686,49.14,-7.173
-9.021,-2687,49.17,-7.207
-9.302,-2689,49.2,-7.179
-9.211,-2690,49.23,-7.415
-9.167,-2691,49.26,-7.274
-9.066,-2693,49.29,-7.347
-9.117,-2694,49.32,-7.303
-9.147,-2695,49.35,-7.29
-9.229,-2697,49.38,-7.255
-9.181,-2698,49.41,-7.249
-9.127,-2699,49.44,-7.13
-9.125,-2701,49.47,-7.091
-9.185,-2702,49.5,-7.367
-9.105,-2703,49.53,-7.068
-9.139,-2705,49.56,-7.168
-9.095,-2706,49.59,-7.096
-9.118,-2707,49.62,-6.952
-9.044,-2709,49.65,-6.888
-9.016,-2710,49.68,-6.726
-9.029,-2711,49.71,-6.784
-9.035,-2713,49.74,-6.755
-9.014,-2714,49.77,-6.831
-8.874,-2715,49.8,-4.278
-8.867,-2717,49.83,-4.368
-8.955,-2718,49.86,-4.186
-9.044,-2719,49.89,-4.457
-9.014,-2720,49.92,-4.323
-9.179,-2722,49.95,-4.19
-8.917,-2723,49.98,-4.243
-8.93,-2725,50.01,-4.305
-8.924,-2729,50.04,-4.309
-8.972,-2732,50.07,-4.388
-9.252,-2736,50.1,-4.312
-8.965,-2739,50.13,-4.449
-8.966,-2743,50.16,-4.467
-8.961,-2746,50.19,-4.456
-9.003,-2750,50.22,-4.461
-8.912,-2754,50.25,-4.444
-8.882,-2757,50.28,-4.359
-8.953,-2761,50.31,-4.464
-9.111,-2764,50.34,-4.432
-9.049,-2768,50.37,-4.377
-9.049,-2771,50.4,-4.538
-9.012,-2775,50.43,-4.664
-9.158,-2778,50.46,-4.859
