d18O (permil),year (AD),depthice (m),depthwe (m),Accumulation rate ice (kg/m2/yr) (kg/m2/yr)
-35.7,1211,126.44,94.53,116
-35.7,1210,126.57,94.65,116
-37.2,1209,126.71,94.76,116
-38.4,1208,126.84,94.88,116
-35.6,1207,126.97,94.99,116
-34,1206,127.1,95.11,116
-35.6,1205,127.23,95.23,116
-36.3,1204,127.36,95.34,116
-36.3,1203,127.49,95.46,116
-36.3,1202,127.62,95.57,116
-36.7,1201,127.75,95.69,116
-37.7,1200,127.88,95.8,116
-38.3,1199,128.01,95.92,116
-38.6,1198,128.14,96.04,116
-37.6,1197,128.27,96.15,116
-36.8,1196,128.4,96.27,116
-37.5,1195,128.53,96.38,116
-36.9,1194,128.66,96.5,116
-36.1,1193,128.79,96.61,116
-34.2,1192,128.92,96.73,116
-33.3,1191,129.05,96.85,116
-35.4,1190,129.18,96.96,116
-37.5,1189,129.31,97.08,116
-38.2,1188,129.44,97.19,116
-40.1,1187,129.57,97.31,116
-40.1,1186,129.7,97.42,116
-37.5,1185,129.83,97.54,116
-36.9,1184,129.96,97.66,116
-37.1,1183,130.09,97.77,116
-37.9,1182,130.22,97.89,116
-37.4,1181,130.35,98,116
-36.2,1180,130.48,98.12,116
-35.9,1179,130.61,98.23,116
-34.6,1178,130.74,98.35,116
-33.5,1177,130.87,98.47,116
-34.1,1176,131,98.58,116
-34.7,1175,131.13,98.7,116
-34.4,1174,131.26,98.81,116
-35.4,1173,131.39,98.93,116
-36.4,1172,131.53,99.04,116
-36.7,1171,131.65,99.16,116
-36.2,1170,131.78,99.28,116
-35.6,1169,131.91,99.39,116
-35.1,1168,132.05,99.51,116
-34.1,1167,132.18,99.62,116
-35.1,1166,132.31,99.74,116
-36.9,1165,132.44,99.85,116
-36.7,1164,132.57,99.97,116
-36.6,1163,132.7,100.09,116
-35.9,1162,132.83,100.2,115
-34.9,1161,132.96,100.32,116
-35.9,1160,133.09,100.43,116
-37.1,1159,133.22,100.55,116
-36.7,1158,133.35,100.67,115
-36.5,1157,133.48,100.78,116
-36.4,1156,133.61,100.9,116
-36.6,1155,133.74,101.01,115
-36.1,1154,133.87,101.13,116
-34.9,1153,134,101.24,116
-33.2,1152,134.13,101.36,116
-33.8,1151,134.26,101.48,115
-33.9,1150,134.39,101.59,116
-32.9,1149,134.52,101.71,116
-34.5,1148,134.65,101.82,115
-37.3,1147,134.78,101.94,116
-37.4,1146,134.91,102.05,116
-37.2,1145,135.04,102.17,116
-36.7,1144,135.17,102.29,115
-36.3,1143,135.3,102.4,116
-37.4,1142,135.43,102.52,116
-37,1141,135.56,102.63,116
-35.6,1140,135.69,102.75,115
-35.2,1139,135.82,102.86,116
-35.1,1138,135.95,102.98,116
-35.9,1137,136.08,103.1,115
-36.9,1136,136.21,103.21,116
-35.9,1135,136.34,103.33,116
-35.4,1134,136.47,103.44,116
-35.6,1133,136.6,103.56,115
-37,1132,136.73,103.67,116
-37.8,1131,136.86,103.79,116
-36.6,1130,136.99,103.91,116
-35.1,1129,137.12,104.02,115
-35,1128,137.25,104.14,116
-37.3,1127,137.38,104.25,116
-38.5,1126,137.51,104.37,115
-38,1125,137.64,104.48,116
-37.6,1124,137.77,104.6,116
-36.7,1123,137.9,104.72,116
-36.2,1122,138.03,104.83,115
-35.4,1121,138.16,104.95,116
-34.6,1120,138.29,105.06,116
-34.6,1119,138.41,105.18,116
-36.4,1118,138.55,105.29,115
-37.1,1117,138.68,105.41,116
-35.9,1116,138.8,105.53,116
-35.9,1115,138.93,105.64,115
-37,1114,139.06,105.76,116
-37.1,1113,139.2,105.87,116
-37.2,1112,139.32,105.99,116
-37.1,1111,139.45,106.1,115
-36.8,1110,139.58,106.22,116
-36.6,1109,139.71,106.34,116
-36.4,1108,139.84,106.45,115
-36.5,1107,139.97,106.57,116
-36.1,1106,140.1,106.68,116
-36.2,1105,140.23,106.8,116
-37,1104,140.36,106.91,115
-36.8,1103,140.49,107.03,116
-33.9,1102,140.62,107.15,116
-33.3,1101,140.75,107.26,116
-35.2,1100,140.88,107.38,115
-36.5,1099,141.01,107.49,116
-37.2,1098,141.14,107.61,116
-36.7,1097,141.27,107.72,115
-35.4,1096,141.4,107.84,116
-35.1,1095,141.53,107.96,116
-35.4,1094,141.66,108.07,116
-35.7,1093,141.79,108.19,115
-36,1092,141.92,108.3,116
-35.8,1091,142.05,108.42,116
-35.7,1090,142.18,108.53,116
-35.1,1089,142.31,108.65,115
-34.7,1088,142.44,108.77,116
-34.8,1087,142.57,108.88,116
-35.3,1086,142.7,109,115
-35,1085,142.83,109.11,116
-34.5,1084,142.96,109.23,116
-34.9,1083,143.09,109.34,116
-35.6,1082,143.22,109.46,115
-35.9,1081,143.35,109.58,116
-36,1080,143.48,109.69,116
-35.9,1079,143.61,109.81,116
-35.2,1078,143.74,109.92,115
-34.8,1077,143.87,110.04,116
-35.6,1076,144,110.15,116
-36.5,1075,144.13,110.27,115
-36.1,1074,144.26,110.39,116
-35.3,1073,144.39,110.5,116
-35,1072,144.51,110.62,116
-36.2,1071,144.65,110.73,115
-36.6,1070,144.78,110.85,116
-34.1,1069,144.9,110.96,116
-32.6,1068,145.03,111.08,115
-33.3,1067,145.16,111.2,116
-34.1,1066,145.29,111.31,116
-35.8,1065,145.42,111.43,116
-37,1064,145.55,111.54,115
-36.2,1063,145.68,111.66,116
-34.6,1062,145.81,111.78,116
-34.5,1061,145.94,111.89,116
-35.7,1060,146.07,112.01,115
-37.1,1059,146.2,112.12,116
-36.8,1058,146.33,112.24,116
-36.4,1057,146.46,112.35,115
-35.8,1056,146.59,112.47,116
-36.4,1055,146.72,112.59,116
-36.8,1054,146.85,112.7,116
-35.7,1053,146.98,112.82,115
-35.5,1052,147.11,112.93,116
-36.4,1051,147.24,113.05,116
-36.3,1050,147.37,113.16,116
-35.7,1049,147.5,113.28,115
-34.3,1048,147.63,113.4,116
-33.8,1047,147.76,113.51,116
-34.8,1046,147.89,113.63,115
-36,1045,148.02,113.74,116
-34.7,1044,148.15,113.86,116
-35.2,1043,148.28,113.97,116
-36.4,1042,148.4,114.09,115
-35.8,1041,148.53,114.21,116
-33.5,1040,148.66,114.32,116
-33.4,1039,148.79,114.44,116
-33.9,1038,148.92,114.55,115
-35.1,1037,149.05,114.67,116
-36.8,1036,149.18,114.78,116
-36.3,1035,149.31,114.9,115
-34.9,1034,149.44,115.02,116
-35.3,1033,149.57,115.13,116
-33.8,1032,149.7,115.25,116
-33.2,1031,149.83,115.36,115
-35,1030,149.96,115.48,116
-35.8,1029,150.09,115.59,116
-37.1,1028,150.22,115.71,115
-37.5,1027,150.35,115.83,116
-36.9,1026,150.48,115.94,116
-36.4,1025,150.61,116.06,116
-36.2,1024,150.74,116.17,115
-35.9,1023,150.87,116.29,116
