d18O (permil),year (AD),depth (cm),d18O (permil) [2-1],year (AD) [2-1],depth (cm) [2-1]
-9.86,-1944,NA,NA,NA,NA
-10.19,-1952,NA,NA,NA,NA
-10.02,-1959,NA,NA,NA,NA
-10.61,-1966,NA,NA,NA,NA
-9.4,-1973,NA,NA,NA,NA
-9.96,-1981,NA,NA,NA,NA
-8.91,-1988,NA,NA,NA,NA
-8.97,-1995,NA,NA,NA,NA
-9.73,-2002,NA,NA,NA,NA
-9.53,-2010,NA,NA,NA,NA
-9.12,-2017,NA,NA,NA,NA
-9.2,-2024,NA,NA,NA,NA
-9.44,-2032,NA,NA,NA,NA
-9.61,-2039,NA,NA,NA,NA
-8.63,-2046,NA,NA,NA,NA
-10.48,-2060,NA,NA,NA,NA
-10.41,-2074,NA,NA,NA,NA
-9.3,-2088,NA,NA,NA,NA
-9.34,-2101,NA,NA,NA,NA
-9.44,-2115,NA,NA,NA,NA
-10.42,-2129,NA,NA,NA,NA
-9.53,-2143,NA,NA,NA,NA
-9.12,-2157,NA,NA,NA,NA
-8.99,-2171,NA,NA,NA,NA
-8.96,-2185,NA,NA,NA,NA
-9.97,-2198,NA,NA,NA,NA
-9.25,-2212,NA,NA,NA,NA
-10.67,-2226,NA,NA,NA,NA
-9.83,-2240,NA,NA,NA,NA
-9.71,-2254,NA,NA,NA,NA
-9.15,-2268,NA,NA,NA,NA
-10.3,-2282,NA,NA,NA,NA
-10.83,-2296,NA,NA,NA,NA
-9.77,-2309,NA,NA,NA,NA
-10.2,-2323,NA,NA,NA,NA
-11.9,-2337,NA,NA,NA,NA
-11.85,-2351,NA,NA,NA,NA
-11.2,-2365,NA,NA,NA,NA
-10.4,-2379,NA,NA,NA,NA
-9.59,-2393,NA,NA,NA,NA
-9.75,-2406,NA,NA,NA,NA
-10.71,-2420,NA,NA,NA,NA
-10.63,-2434,NA,NA,NA,NA
-11.21,-2448,NA,NA,NA,NA
-10.26,-2462,NA,NA,NA,NA
-9.77,-2476,NA,NA,NA,NA
-8.89,-2490,NA,NA,NA,NA
-8.95,-2503,NA,NA,NA,NA
-9.34,-2517,NA,NA,NA,NA
-9.54,-2531,NA,NA,NA,NA
-9.96,-2545,NA,NA,NA,NA
-8.04,-2559,NA,NA,NA,NA
-9.28,-2573,NA,NA,NA,NA
-10.12,-2587,NA,NA,NA,NA
-9.24,-2600,NA,NA,NA,NA
-9.64,-2614,NA,NA,NA,NA
-9.91,-2628,NA,NA,NA,NA
-8.54,-2642,NA,NA,NA,NA
-9.98,-2656,NA,NA,NA,NA
-10.37,-2670,NA,NA,NA,NA
-9.3,-2684,NA,NA,NA,NA
-9.89,-2697,NA,NA,NA,NA
-10.62,-2711,NA,NA,NA,NA
-9.91,-2725,NA,NA,NA,NA
-10.88,-2745,NA,NA,NA,NA
-11.15,-2772,NA,NA,NA,NA
-10.46,-2798,NA,NA,NA,NA
-11.05,-2825,NA,NA,NA,NA
-9.06,-2851,NA,NA,NA,NA
-8.31,-2878,NA,NA,NA,NA
-8.85,-2904,NA,NA,NA,NA
-8.14,-2931,NA,NA,NA,NA
-8.9,-2957,NA,NA,NA,NA
-9.49,-2984,NA,NA,NA,NA
-9.22,-3010,NA,NA,NA,NA
-9.18,-3037,NA,NA,NA,NA
-10.83,-3063,NA,NA,NA,NA
-9.87,-3090,NA,NA,NA,NA
-9.95,-3116,NA,NA,NA,NA
-10.3,-3143,NA,NA,NA,NA
-11.21,-3169,NA,NA,NA,NA
-11.17,-3196,NA,NA,NA,NA
-10.88,-3222,NA,NA,NA,NA
-11.02,-3249,NA,NA,NA,NA
-10.54,-3275,NA,NA,NA,NA
-11.23,-3302,NA,NA,NA,NA
-10.31,-3328,NA,NA,NA,NA
-9.76,-3355,NA,NA,NA,NA
-9.6,-3381,NA,NA,NA,NA
-10.23,-3408,NA,NA,NA,NA
-9.67,-3434,NA,NA,NA,NA
-10.74,-3461,NA,NA,NA,NA
-11.47,-3487,NA,NA,NA,NA
-10.3,-3514,NA,NA,NA,NA
-10.04,-3540,NA,NA,NA,NA
-11.23,-3567,NA,NA,NA,NA
-10.79,-3593,NA,NA,NA,NA
-9.78,-3620,NA,NA,NA,NA
-9.85,-3646,NA,NA,NA,NA
-10.01,-3673,NA,NA,NA,NA
-10.03,-3699,NA,NA,NA,NA
-10.85,-3726,NA,NA,NA,NA
-10.84,-3752,NA,NA,NA,NA
-9.84,-3779,NA,NA,NA,NA
-9.38,-3805,NA,NA,NA,NA
-9.46,-3844,NA,NA,NA,NA
-10.81,-3883,NA,NA,NA,NA
-9.55,-3923,NA,NA,NA,NA
-9.8,-3962,NA,NA,NA,NA
-9.73,-4001,NA,NA,NA,NA
-9.1,-4040,NA,NA,NA,NA
-9.43,-4079,NA,NA,NA,NA
-9.96,-4119,NA,NA,NA,NA
-11.48,-4158,NA,NA,NA,NA
-10.5,-4197,NA,NA,NA,NA
-9.96,-4236,NA,NA,NA,NA
-9.68,-4275,NA,NA,NA,NA
-10.31,-4314,NA,NA,NA,NA
-11.21,-4354,NA,NA,NA,NA
-10.26,-4393,NA,NA,NA,NA
-9.82,-4432,NA,NA,NA,NA
-10.65,-4471,NA,NA,NA,NA
-10.75,-4510,NA,NA,NA,NA
-10.22,-4550,NA,NA,NA,NA
-9.07,-4589,NA,NA,NA,NA
-9.21,-4628,NA,NA,NA,NA
-11.17,-4667,NA,NA,NA,NA
-10.63,-4744,NA,NA,NA,NA
-9.65,-4821,NA,NA,NA,NA
-10.16,-4897,NA,NA,NA,NA
-10.46,-4974,NA,NA,NA,NA
-10.65,-5051,NA,NA,NA,NA
-10.05,-5128,NA,NA,NA,NA
-10.71,-5205,NA,NA,NA,NA
-11.74,-5281,NA,NA,NA,NA
-9.86,-5358,NA,NA,NA,NA
-10.49,-5435,NA,NA,NA,NA
-10.07,-5512,NA,NA,NA,NA
-11.44,-5588,NA,NA,NA,NA
-10,-5665,NA,NA,NA,NA
-9.63,-5742,NA,NA,NA,NA
-10.79,-5819,NA,NA,NA,NA
-10.42,-5896,NA,NA,NA,NA
-10.52,-5972,NA,NA,NA,NA
-10.67,-6049,NA,NA,NA,NA
-11.04,-6126,NA,NA,NA,NA
-10.38,-6203,NA,NA,NA,NA
-10.63,-6280,NA,NA,NA,NA
-10.33,-6356,NA,NA,NA,NA
-9.92,-6433,NA,NA,NA,NA
-10.27,-6510,NA,NA,NA,NA
-11.56,-6587,NA,NA,NA,NA
-9.54,-6664,NA,NA,NA,NA
