d18O (permil),year (AD),d18O (permil) [1-2],year (AD) [1-2],d18O (permil) [1-3],year (AD) [1-3],d18O (permil) [1-4],year (AD) [1-4],d18O (permil) [1-5],year (AD) [1-5],d18O (permil) [1-6],year (AD) [1-6],d18O (permil) [1-7],year (AD) [1-7],d18O (permil) [1-8],year (AD) [1-8],d18O (permil) [1-9],year (AD) [1-9],d18O (permil) [1-10],year (AD) [1-10],d18O (permil) [1-11],year (AD) [1-11],d18O (permil) [1-12],year (AD) [1-12],depth (cm) [1-12]
-5.18,1989.71,-4.43,935.75825,-4.682,1155.7366,-4.87,1324.794333,-4.59,1407.083,-5.158,1412.443818,-4.75,1418.488,-4.7895,1336.437375,-4.71,1641.1964,-4.71,1658.8665,-4.49,1671.083,-5.36,1894.22,NA
-5.22,1989.62,-4.37,935.812375,-4.667,1155.7799,-4.7,1324.8665,-4.62,1407.1397,-5.229,1412.495364,-4.79,1418.569,-4.884,1336.50825,-4.73,1641.2531,-4.68,1658.9098,-4.56,1671.126615,-5.23,1894.37,NA
-5.13,1989.54,-4.39,935.8665,-4.653,1155.8232,-4.77,1324.938667,-4.66,1407.1964,-5.422,1412.546909,-4.81,1418.65,-4.9585,1336.579125,-4.72,1641.3098,-4.67,1658.9531,-4.67,1671.170231,-5.17,1894.51,NA
-5.07,1989.46,-4.36,935.920625,-4.625,1155.8665,-4.73,1325.010833,-4.63,1407.2531,-5.468,1412.598455,-4.78,1418.689364,-5.143,1336.65,-4.76,1641.3665,-4.7,1658.9964,-4.75,1671.213846,-5.28,1894.65,NA
-4.89,1989.37,-4.38,935.97475,-4.532,1155.9098,-4.73,1325.083,-4.66,1407.3098,-5.484,1412.65,-4.7,1418.728727,-5.0775,1336.722167,-4.88,1641.4232,-4.65,1659.0397,-4.88,1671.257462,-5.34,1894.7,NA
-4.94,1989.29,-4.34,936.028875,-4.548,1155.9531,-4.77,1325.153875,-4.81,1407.3665,-5.274,1412.704125,-4.69,1418.768091,-5.162,1336.794333,-4.93,1641.4799,-4.6,1659.083,-4.8,1671.301077,-5.29,1894.76,NA
-4.9,1989.2,-4.32,936.083,-4.57,1155.9964,-4.77,1325.22475,-4.83,1407.4232,-5.368,1412.75825,-4.67,1418.807455,-5.0965,1336.8665,-4.97,1641.5366,-4.73,1659.1235,-4.81,1671.344692,-5.2,1894.81,NA
-4.88,1989.13,-4.47,936.1964,-4.443,1156.0397,-4.82,1325.295625,-4.79,1407.4799,-5.093,1412.812375,-4.64,1418.846818,-5.001,1336.938667,-4.97,1641.5933,-4.79,1659.164,-4.85,1671.388308,-5.25,1894.87,NA
-4.89,1989.04,-4.57,936.3098,-4.416,1156.083,-5.01,1325.3665,-4.72,1407.5366,-4.981,1412.8665,-4.63,1418.886182,-4.9455,1337.010833,-5.04,1641.65,-4.89,1659.2045,-4.85,1671.431923,-5.29,1894.92,NA
-4.89,1988.96,-4.55,936.4232,-4.459,1156.1397,-5.01,1325.437375,-4.76,1407.5933,-4.907,1412.920625,-4.65,1418.925545,-4.94,1337.083,-4.97,1641.686083,-4.86,1659.245,-4.95,1671.475538,-5.39,1894.97,NA
-4.89,1988.88,-4.69,936.5366,-4.474,1156.1964,-4.97,1325.50825,-4.78,1407.65,-4.891,1412.97475,-4.66,1418.964909,-5.0345,1337.164,-4.91,1641.722167,-4.76,1659.2855,-5.02,1671.519154,-5.48,1895.03,NA
-4.9,1988.79,-4.71,936.65,-4.595,1156.2531,-5,1325.579125,-4.76,1407.7366,-4.856,1413.028875,-4.62,1419.004273,-5.029,1337.245,-5.14,1641.75825,-4.78,1659.326,-4.97,1671.562769,-5.24,1895.08,NA
-5.07,1988.71,-4.68,936.7118571,-4.641,1156.3098,-5.18,1325.65,-4.74,1407.8232,-4.802,1413.083,-4.58,1419.043636,-5.0635,1337.326,-5.12,1641.794333,-4.72,1659.3665,-4.98,1671.606385,-5.25,1895.18,NA
-4.92,1988.62,-4.63,936.7737143,-4.581,1156.3665,-5.11,1325.722167,-4.74,1407.9098,-4.944,1413.1964,-4.46,1419.083,-5.028,1337.407,-5.01,1641.830417,-4.67,1659.407,-5.03,1671.65,-5.16,1895.27,NA
-5,1988.54,-4.57,936.8355714,-4.657,1156.4232,-5.03,1325.794333,-4.63,1407.9964,-4.907,1413.3098,-4.53,1419.153875,-4.9425,1337.488,-5.03,1641.8665,-4.71,1659.4475,-4.93,1671.711857,-5.16,1895.37,NA
-5,1988.46,-4.54,936.8974286,-4.612,1156.4799,-4.95,1325.8665,-4.59,1408.083,-4.825,1413.4232,-4.66,1419.22475,-4.997,1337.569,-4.82,1641.902583,-4.75,1659.488,-4.93,1671.773714,-5.26,1895.46,NA
-5.01,1988.37,-4.4,936.9592857,-4.642,1156.5366,-5.01,1325.938667,-4.61,1408.134545,-4.932,1413.5366,-4.59,1419.295625,-5.1915,1337.65,-4.85,1641.938667,-4.71,1659.5285,-4.86,1671.835571,-5.18,1895.56,NA
-4.97,1988.29,-4.46,937.0211429,-4.627,1156.5933,-4.91,1326.010833,-4.65,1408.186091,-5.006,1413.65,-4.64,1419.3665,-5.256,1337.711857,-4.9,1641.97475,-4.73,1659.569,-4.94,1671.897429,-5.13,1895.65,NA
-4.99,1988.21,-4.36,937.083,-4.707,1156.65,-4.9,1326.083,-4.61,1408.237636,-4.916,1413.704125,-4.69,1419.437375,-5.2205,1337.773714,-4.92,1642.010833,-4.75,1659.6095,-4.83,1671.959286,-5.07,1895.7,NA
-4.97,1988.13,-4.42,937.153875,-4.688,1156.722167,-4.97,1326.1775,-4.62,1408.289182,-4.783,1413.75825,-4.65,1419.50825,-5.005,1337.835571,-4.87,1642.046917,-4.8,1659.65,-4.82,1672.021143,-5.18,1895.76,NA
-5.1,1988.04,-4.47,937.22475,-4.681,1156.794333,-4.92,1326.272,-4.64,1408.340727,-4.762,1413.812375,-4.6,1419.579125,-5.2595,1337.897429,-4.86,1642.083,-4.73,1659.704125,-4.72,1672.083,-5.29,1895.81,NA
-5.3,1987.96,-4.56,937.295625,-4.615,1156.8665,-4.97,1326.3665,-4.82,1408.392273,-4.885,1413.8665,-4.72,1419.65,-5.024,1337.959286,-4.87,1642.153875,-4.8,1659.75825,-4.83,1672.1397,-5.39,1895.87,NA
-5.45,1987.87,-4.67,937.3665,-4.479,1156.938667,-5.01,1326.461,-4.75,1408.443818,-4.734,1413.920625,-4.68,1419.711857,-4.9785,1338.021143,-4.95,1642.22475,-4.79,1659.812375,-4.87,1672.1964,-5.49,1895.92,NA
-5.6,1987.79,-4.74,937.437375,-4.461,1157.010833,-4.92,1326.5555,-4.73,1408.495364,-4.835,1413.97475,-4.52,1419.773714,-4.923,1338.083,-4.98,1642.295625,-4.72,1659.8665,-4.97,1672.2531,-5.55,1895.97,NA
-5.52,1987.71,-4.72,937.50825,-4.393,1157.083,-4.95,1326.65,-4.77,1408.546909,-4.737,1414.028875,-4.64,1419.835571,-4.9175,1338.1775,-5.1,1642.3665,-4.78,1659.920625,-4.91,1672.3098,-5.53,1896.03,NA
-5.41,1987.62,-4.87,937.579125,-4.433,1157.153875,-4.95,1326.7366,-4.77,1408.598455,-4.736,1414.083,-4.66,1419.897429,-4.892,1338.272,-5.26,1642.437375,-4.72,1659.97475,-4.87,1672.3665,-5.56,1896.08,NA
-5.16,1987.54,-4.89,937.65,-4.464,1157.22475,-4.98,1326.8232,-4.78,1408.65,-4.794,1414.164,-4.63,1419.959286,-4.8265,1338.3665,-5.24,1642.50825,-4.78,1660.028875,-5.01,1672.4232,-5.54,1896.16,NA
-5.08,1987.46,-4.73,937.7366,-4.521,1157.295625,-4.91,1326.9098,-4.66,1408.704125,-4.739,1414.245,-4.5,1420.021143,-4.781,1338.461,-5.37,1642.579125,-4.63,1660.083,-5.02,1672.4799,-5.37,1896.24,NA
-5.01,1987.37,-4.69,937.8232,-4.551,1157.3665,-4.8,1326.9964,-4.64,1408.75825,-4.787,1414.326,-4.5,1420.083,-4.8555,1338.5555,-5.39,1642.65,-4.7,1660.1397,-4.96,1672.5366,-5.49,1896.32,NA
-4.96,1987.29,-4.65,937.9098,-4.561,1157.437375,-4.7,1327.083,-4.62,1408.812375,-4.807,1414.407,-4.57,1420.1208,-4.85,1338.65,-5.3,1642.722167,-4.87,1660.1964,-4.93,1672.5933,-5.32,1896.41,NA
-5.04,1987.2,-4.6,937.9964,-4.588,1157.50825,-4.98,1327.146,-4.61,1408.8665,-4.8,1414.488,-4.63,1420.1586,-4.7945,1338.75825,-5.31,1642.794333,-4.88,1660.2531,-5,1672.65,-5.28,1896.49,NA
-4.97,1987.13,-4.56,938.083,-4.623,1157.579125,-4.73,1327.209,-4.61,1408.920625,-4.87,1414.569,-4.58,1420.1964,-4.729,1338.8665,-5.17,1642.8665,-4.89,1660.3098,-4.92,1672.704125,-5.1,1896.57,NA
-5.26,1987.04,-4.63,938.1964,-4.686,1157.65,-4.88,1327.272,-4.64,1408.97475,-5.13,1414.65,-4.6,1420.2342,-4.6635,1338.97475,-5.06,1642.938667,-4.9,1660.3665,-5.02,1672.75825,-5.05,1896.65,NA
-5.27,1986.96,-4.59,938.3098,-4.622,1157.6933,-4.71,1327.335,-4.6,1409.028875,-4.931,1414.704125,-4.68,1420.272,-4.618,1339.083,-5.01,1643.010833,-4.82,1660.4232,-4.87,1672.812375,-5.14,1896.71,NA
-5.62,1986.87,-4.63,938.4232,-4.561,1157.7366,-4.84,1327.398,-4.55,1409.083,-4.823,1414.75825,-4.71,1420.3098,-4.8625,1339.272,-4.76,1643.083,-4.92,1660.4799,-4.8,1672.8665,-5.12,1896.77,NA
-5.6,1986.79,-4.49,938.5366,-4.653,1157.7799,-4.83,1327.461,-4.71,1409.146,-4.792,1414.812375,-4.85,1420.3476,-4.737,1339.461,-5,1643.164,-4.88,1660.5366,-4.71,1672.920625,-5.1,1896.83,NA
-5.56,1986.71,-4.64,938.65,-4.564,1157.8232,-4.82,1327.524,-4.89,1409.209,-4.833,1414.8665,-4.83,1420.3854,-4.7915,1339.65,-4.84,1643.245,-4.91,1660.5933,-4.71,1672.97475,-5.12,1896.9,NA
-5.56,1986.62,-4.57,938.7118571,-4.573,1157.8665,-4.85,1327.587,-4.82,1409.272,-4.754,1414.920625,-4.82,1420.4232,-4.606,1339.794333,-4.86,1643.326,-4.95,1660.65,-4.61,1673.028875,-5.25,1896.96,NA
-5.3,1986.54,-4.55,938.7737143,-4.552,1157.9098,-4.95,1327.65,-4.8,1409.335,-4.837,1414.97475,-4.78,1420.461,-4.7005,1339.938667,-4.87,1643.407,-4.87,1660.680929,-4.62,1673.083,-5.3,1897.02,NA
-5.34,1986.46,-4.48,938.8355714,-4.573,1157.9531,-4.9,1327.704125,-4.74,1409.398,-4.814,1415.028875,-4.86,1420.4988,-4.515,1340.083,-4.96,1643.488,-4.94,1660.711857,-4.66,1673.1964,-5.42,1897.08,NA
-5.06,1986.37,-4.42,938.8974286,-4.528,1157.9964,-4.94,1327.75825,-4.77,1409.461,-4.72,1415.083,-4.79,1420.5366,-4.605,1340.1964,-4.85,1643.569,-4.94,1660.742786,-4.74,1673.3098,-5.46,1897.18,NA
-5.03,1986.29,-4.39,938.9592857,-4.495,1158.0397,-4.89,1327.812375,-4.78,1409.524,-4.792,1415.126615,-4.94,1420.5744,-4.575,1340.3098,-4.9,1643.65,-4.92,1660.773714,-4.84,1673.4232,-5.43,1897.27,NA
-4.99,1986.2,-4.39,939.0211429,-4.447,1158.083,-4.98,1327.8665,-4.77,1409.587,-4.825,1415.170231,-4.97,1420.6122,-4.645,1340.4232,-4.84,1643.698111,-4.82,1660.804643,-4.95,1673.5366,-5.42,1897.37,NA
-4.91,1986.13,-4.32,939.083,-4.508,1158.1235,-4.98,1327.920625,-4.8,1409.65,-4.758,1415.213846,-5.02,1420.65,-4.535,1340.5366,-4.76,1643.746222,-4.72,1660.835571,-5.12,1673.65,-5.36,1897.46,NA
-4.77,1986.04,-4.38,939.153875,-4.517,1158.164,-5.04,1327.97475,-4.79,1409.722167,-4.793,1415.257462,-4.92,1420.704125,-4.655,1340.65,-4.74,1643.794333,-4.79,1660.8665,-5.1,1673.711857,-5.37,1897.56,NA
-4.97,1985.96,-4.34,939.22475,-4.581,1158.2045,-4.91,1328.028875,-4.83,1409.794333,-4.827,1415.301077,-4.87,1420.75825,-4.625,1340.7366,-4.67,1643.842444,-4.79,1660.897429,-4.94,1673.773714,-5.45,1897.65,NA
-5.2,1985.88,-4.4,939.295625,-4.654,1158.245,-4.87,1328.083,-4.81,1409.8665,-4.852,1415.344692,-4.79,1420.812375,-4.665,1340.8232,-4.86,1643.890556,-4.79,1660.928357,-4.92,1673.835571,-5.13,1897.74,NA
-5.25,1985.79,-4.32,939.3665,-4.638,1158.2855,-5.01,1328.1775,-4.84,1409.938667,-4.923,1415.388308,-4.71,1420.8665,-4.645,1340.9098,-4.73,1643.938667,-4.79,1660.959286,-4.88,1673.897429,-5.17,1897.82,NA
-5.13,1985.71,-4.52,939.437375,-4.555,1158.326,-5.02,1328.272,-4.85,1410.010833,-4.94,1415.431923,-4.73,1420.920625,-4.645,1340.9964,-4.62,1643.986778,-4.73,1660.990214,-4.83,1673.959286,-5.15,1897.91,NA
-5.06,1985.62,-4.47,939.50825,-4.591,1158.3665,-5.12,1328.3665,-4.64,1410.083,-4.972,1415.475538,-4.63,1420.97475,-4.615,1341.083,-4.63,1644.034889,-4.79,1661.021143,-4.74,1674.021143,-5.13,1897.99,NA
-5.07,1985.54,-4.57,939.579125,-4.638,1158.407,-5.11,1328.461,-4.67,1410.13025,-4.878,1415.519154,-4.6,1421.028875,-4.735,1341.164,-4.59,1644.083,-4.68,1661.052071,-4.72,1674.083,-5.05,1898.08,NA
-4.98,1985.46,-4.57,939.65,-4.688,1158.4475,-5.04,1328.5555,-4.75,1410.1775,-4.855,1415.562769,-4.59,1421.083,-4.795,1341.245,-4.73,1644.134545,-4.59,1661.083,-4.75,1674.1397,-5.1,1898.14,NA
-4.94,1985.37,-4.55,939.704125,-4.718,1158.488,-5.16,1328.65,-4.77,1410.22475,-4.943,1415.606385,-4.74,1421.164,-4.895,1341.326,-4.76,1644.186091,-4.7,1661.134545,-4.76,1674.1964,-5.09,1898.21,NA
-4.91,1985.29,-4.41,939.75825,-4.757,1158.5285,-5.14,1328.704125,-4.77,1410.272,-4.995,1415.65,-4.81,1421.245,-4.735,1341.407,-4.94,1644.237636,-4.8,1661.186091,-4.73,1674.2531,-5.01,1898.27,NA
-4.89,1985.2,-4.29,939.812375,-4.77,1158.569,-5.1,1328.75825,-4.82,1410.31925,-4.877,1415.711857,-4.72,1421.326,-4.775,1341.488,-4.91,1644.289182,-4.73,1661.237636,-4.76,1674.3098,-5.07,1898.33,NA
-4.83,1985.13,-4.28,939.8665,-4.798,1158.6095,-5.12,1328.812375,-4.84,1410.3665,-4.919,1415.773714,-4.61,1421.407,-4.745,1341.569,-4.87,1644.340727,-4.8,1661.289182,-4.75,1674.3665,-4.99,1898.4,NA
-4.79,1985.04,-4.29,939.920625,-4.831,1158.65,-5,1328.8665,-4.85,1410.41375,-4.889,1415.835571,-4.61,1421.488,-4.845,1341.65,-4.89,1644.392273,-4.88,1661.340727,-4.81,1674.4232,-5.02,1898.46,NA
-4.91,1984.96,-4.39,939.97475,-4.798,1158.722167,-4.97,1328.920625,-4.82,1410.461,-4.863,1415.897429,-4.58,1421.569,-4.825,1341.7366,-4.91,1644.443818,-4.78,1661.392273,-4.79,1674.4799,-5.06,1898.52,NA
-4.94,1984.88,-4.22,940.028875,-4.708,1158.794333,-5,1328.97475,-4.8,1410.50825,-4.861,1415.959286,-4.62,1421.65,-4.795,1341.8232,-4.92,1644.495364,-4.97,1661.443818,-4.84,1674.5366,-5.16,1898.59,NA
-4.99,1984.79,-4.13,940.083,-4.743,1158.8665,-4.99,1329.028875,-4.73,1410.5555,-4.886,1416.021143,-4.55,1421.722167,-4.755,1341.9098,-5.01,1644.546909,-4.81,1661.495364,-4.86,1674.5933,-5.06,1898.65,NA
-4.95,1984.71,-4.23,940.164,-4.662,1158.938667,-5,1329.083,-4.79,1410.60275,-4.85,1416.083,-4.52,1421.794333,-4.695,1341.9964,-5.02,1644.598455,-4.81,1661.546909,-5.02,1674.65,-5.04,1898.71,NA
-5,1984.62,-4.31,940.245,-4.667,1159.010833,-5.09,1329.153875,-4.83,1410.65,-4.973,1416.1775,-4.55,1421.8665,-4.685,1342.083,-5.05,1644.65,-4.82,1661.598455,-4.91,1674.698111,-5.19,1898.77,NA
-5,1984.54,-4.43,940.326,-4.6,1159.083,-5.13,1329.22475,-4.89,1410.704125,-4.973,1416.272,-4.64,1421.938667,-4.765,1342.164,-5.03,1644.704125,-4.83,1661.65,-4.87,1674.746222,-5.13,1898.84,NA
-4.93,1984.46,-4.55,940.407,-4.621,1159.164,-5.11,1329.295625,-4.92,1410.75825,-5.174,1416.3665,-4.58,1422.010833,-4.715,1342.245,-5.17,1644.75825,-4.7,1661.689364,-4.87,1674.794333,-5.26,1898.9,NA
-4.88,1984.37,-4.42,940.488,-4.641,1159.245,-5.2,1329.3665,-4.89,1410.812375,-5.166,1416.461,-4.51,1422.083,-4.915,1342.326,-4.96,1644.812375,-4.7,1661.728727,-4.71,1674.842444,-5.15,1898.96,NA
-4.77,1984.29,-4.38,940.569,-4.68,1159.326,-5.29,1329.437375,-4.85,1410.8665,-5.128,1416.5555,-4.62,1422.1775,-4.905,1342.407,-4.76,1644.8665,-4.79,1661.768091,-4.76,1674.890556,-5.06,1899.02,NA
-4.83,1984.21,-4.42,940.65,-4.614,1159.407,-5.26,1329.50825,-4.8,1410.920625,-5.12,1416.65,-4.71,1422.272,-5.005,1342.488,-4.77,1644.920625,-4.86,1661.807455,-4.7,1674.938667,-5.08,1899.08,NA
-4.8,1984.13,-4.46,940.7221667,-4.71,1159.488,-5.31,1329.579125,-4.83,1410.97475,-5.02,1416.722167,-4.73,1422.3665,-4.945,1342.569,-4.75,1644.97475,-4.91,1661.846818,-4.79,1674.986778,-4.89,1899.16,NA
-4.82,1984.04,-4.4,940.7943333,-4.716,1159.569,-5.37,1329.65,-4.85,1411.028875,-5.39,1416.794333,-4.69,1422.461,-5.035,1342.65,-4.77,1645.028875,-4.97,1661.886182,-4.73,1675.034889,-4.94,1899.24,NA
-4.77,1983.96,-4.4,940.8665,-4.781,1159.65,-5.38,1329.7366,-4.77,1411.083,-5.266,1416.8665,-4.63,1422.5555,-5.025,1342.794333,-4.7,1645.083,-4.98,1661.925545,-4.49,1675.083,-4.9,1899.33,NA
-4.9,1983.87,-4.37,940.9386667,-4.634,1159.704125,-5.21,1329.8232,-4.78,1411.153875,-5.097,1416.938667,-4.59,1422.65,-4.895,1342.938667,-4.75,1645.153875,-5.1,1661.964909,-4.69,1675.146,-4.88,1899.41,NA
-4.93,1983.79,-4.21,941.0108333,-4.57,1159.75825,-5.05,1329.9098,-4.82,1411.22475,-5.012,1417.010833,-4.61,1422.722167,-4.745,1343.083,-4.9,1645.22475,-4.84,1662.004273,-4.65,1675.209,-4.91,1899.49,NA
-5.13,1983.71,-4.17,941.083,-4.54,1159.812375,-5.05,1329.9964,-4.87,1411.295625,-4.969,1417.083,-4.68,1422.794333,-4.875,1343.164,-4.81,1645.295625,-4.85,1662.043636,-4.72,1675.272,-4.75,1899.57,NA
-4.96,1983.62,-4.33,941.146,-4.643,1159.8665,-4.96,1330.083,-4.88,1411.3665,-5.068,1417.153875,-4.58,1422.8665,-4.955,1343.245,-4.75,1645.3665,-4.79,1662.083,-4.82,1675.335,-4.94,1899.65,NA
-5,1983.54,-4.53,941.209,-4.72,1159.920625,-4.97,1330.164,-4.7,1411.437375,-5.026,1417.22475,-4.48,1422.938667,-4.905,1343.326,-4.9,1645.437375,-4.84,1662.1208,-4.7,1675.398,-4.83,1899.71,NA
-5.27,1983.46,-4.47,941.272,-4.659,1159.97475,-5.01,1330.245,-4.7,1411.50825,-5.068,1417.295625,-4.6,1423.010833,-4.905,1343.407,-4.71,1645.50825,-4.83,1662.1586,-4.77,1675.461,-4.85,1899.78,NA
-5.09,1983.37,-4.48,941.335,-4.512,1160.028875,-5,1330.326,-4.77,1411.579125,-5.095,1417.3665,-4.44,1423.083,-5.025,1343.488,-4.72,1645.579125,-4.85,1662.1964,-4.78,1675.524,-4.9,1899.84,NA
-5.08,1983.29,-4.53,941.398,-4.505,1160.083,-5.04,1330.407,-4.81,1411.65,-5.026,1417.437375,-4.45,1423.1775,-5.035,1343.569,-4.81,1645.65,-4.9,1662.2342,-4.99,1675.587,-4.88,1899.9,NA
-5,1983.2,-4.62,941.461,-4.533,1160.1208,-5.05,1330.488,-4.79,1411.7366,-5.11,1417.50825,-4.56,1423.272,-5.185,1343.65,-4.71,1645.722167,-4.84,1662.272,-5.17,1675.65,-4.87,1899.96,NA
-5.03,1983.13,-4.52,941.524,-4.541,1160.1586,-5.03,1330.569,-4.81,1411.8232,-5.088,1417.579125,-4.5,1423.3665,-5.005,1343.698111,-4.65,1645.794333,-4.99,1662.3098,-5.02,1675.711857,-4.81,1900.02,NA
-5.07,1983.04,-4.57,941.587,-4.637,1160.1964,-5.09,1330.65,-4.88,1411.9098,-5.117,1417.65,-4.58,1423.461,-4.945,1343.746222,-4.62,1645.8665,-4.93,1662.3476,-4.8,1675.773714,-4.92,1900.08,NA
-4.96,1982.96,-4.57,941.65,-4.601,1160.2342,-5.08,1330.722167,-4.79,1411.9964,-5.185,1417.711857,-4.61,1423.5555,-5.045,1343.794333,-4.83,1645.938667,-4.87,1662.3854,-4.73,1675.835571,-4.93,1900.27,NA
-5.04,1982.87,-4.45,941.704125,-4.566,1160.272,-4.98,1330.794333,-4.67,1412.083,-5.205,1417.773714,-4.71,1423.65,-5.105,1343.842444,-4.86,1646.010833,-4.92,1662.4232,-4.7,1675.897429,-5.08,1900.46,NA
-5.05,1982.79,-4.49,941.75825,-4.568,1160.3098,-4.86,1330.8665,-4.7,1412.153875,-5.195,1417.835571,-4.67,1423.711857,-5.095,1343.890556,-4.68,1646.083,-5.09,1662.461,-4.68,1675.959286,-5.01,1900.65,NA
-5.26,1982.71,-4.35,941.812375,-4.613,1160.3476,-4.89,1330.938667,-4.74,1412.22475,-4.947,1417.897429,-4.6,1423.773714,-5.085,1343.938667,-4.72,1646.1775,-5.15,1662.4988,-5,1676.021143,-5.05,1900.7,NA
-5.4,1982.62,-4.39,941.8665,-4.637,1160.3854,-4.89,1331.010833,-4.74,1412.295625,-4.944,1417.959286,-4.61,1423.835571,-5.055,1343.986778,-4.78,1646.272,-5.22,1662.5366,-4.62,1676.083,-4.84,1900.75,NA
-5.28,1982.54,-4.51,941.920625,-4.675,1160.4232,-4.85,1331.083,-4.85,1412.3665,-4.963,1418.021143,-4.59,1423.897429,-5.005,1344.034889,-4.94,1646.3665,-5.29,1662.5744,-4.74,1676.118438,-5.05,1900.8,NA
-5.27,1982.46,-4.51,941.97475,-4.705,1160.461,-4.85,1331.1775,-4.95,1412.437375,-4.935,1418.083,-4.59,1423.959286,-5.005,1344.083,-4.89,1646.461,-5.29,1662.6122,-4.67,1676.153875,-4.97,1900.85,NA
-5.12,1982.37,-4.31,942.028875,-4.703,1160.4988,-4.92,1331.272,-4.89,1412.50825,-4.928,1418.153875,-4.64,1424.021143,-5.075,1344.164,-4.91,1646.5555,-5.36,1662.65,-4.63,1676.189313,-5.03,1900.89,NA
-5.08,1982.29,-4.19,942.083,-4.662,1160.5366,-4.91,1331.3665,-4.95,1412.579125,-4.99,1418.22475,-4.53,1424.083,-5.095,1344.245,-5.02,1646.65,-5.18,1662.711857,-4.71,1676.22475,-4.91,1900.94,NA
-4.95,1982.2,-4.41,942.164,-4.826,1160.5744,-4.95,1331.461,-5.08,1412.65,-4.96,1418.295625,-4.59,1424.146,-5.095,1344.326,-4.97,1646.7366,-5.18,1662.773714,-4.77,1676.260188,-5.01,1900.99,NA
-4.99,1982.13,-4.49,942.245,-4.834,1160.6122,-5.01,1331.5555,-4.82,1412.7366,-4.991,1418.3665,-4.51,1424.209,-5.255,1344.407,-5.24,1646.8232,-4.96,1662.835571,-4.87,1676.295625,-4.98,1901.04,NA
-4.92,1982.04,-4.49,942.326,-4.935,1160.65,-4.94,1331.65,-4.93,1412.8232,-4.971,1418.437375,-4.58,1424.272,-5.145,1344.488,-4.81,1646.9098,-4.95,1662.897429,-4.82,1676.331063,-4.94,1901.08,NA
-5.04,1981.96,-4.51,942.407,-4.854,1160.6933,-4.78,1331.704125,-4.81,1412.9098,-4.916,1418.50825,-4.67,1424.335,-5.135,1344.569,-4.75,1646.9964,-4.88,1662.959286,-4.81,1676.3665,-5.1,1901.16,NA
-5.11,1981.88,-4.51,942.488,-4.769,1160.7366,-4.83,1331.75825,-4.81,1412.9964,-4.864,1418.579125,-4.68,1424.398,-5.105,1344.65,-4.66,1647.083,-4.95,1663.021143,-4.77,1676.401938,-5.14,1901.23,NA
-5.1,1981.79,-4.44,942.569,-4.683,1160.7799,-4.85,1331.812375,-4.66,1413.083,-4.971,1418.65,-4.79,1424.461,-5.135,1344.711857,-4.69,1647.153875,-4.8,1663.083,-4.81,1676.437375,-5.4,1901.3,NA
-5.12,1981.71,-4.48,942.65,-4.689,1160.8232,-4.84,1331.8665,-4.67,1413.1964,-4.795,1418.722167,-4.72,1424.524,-5.175,1344.773714,-4.76,1647.22475,-4.91,1663.1775,-4.91,1676.472813,-5.42,1901.37,NA
-5.17,1981.62,-4.27,942.7221667,-4.697,1160.8665,-4.78,1331.920625,-4.73,1413.3098,-4.902,1418.794333,-4.74,1424.587,-5.235,1344.835571,-4.87,1647.295625,-4.99,1663.272,-4.89,1676.50825,-5.58,1901.44,NA
-5.16,1981.54,-4.31,942.7943333,-4.653,1160.9098,-4.77,1331.97475,-4.72,1413.4232,-4.907,1418.8665,-4.83,1424.65,-5.175,1344.897429,-4.89,1647.3665,-4.94,1663.3665,-4.89,1676.543688,-5.6,1901.51,NA
-5,1981.46,-4.52,942.8665,-4.662,1160.9531,-4.74,1332.028875,-4.78,1413.5366,-4.858,1418.938667,-4.67,1424.7366,-5.145,1344.959286,-4.89,1647.437375,-4.89,1663.461,-4.91,1676.579125,-5.5,1901.58,NA
-5.01,1981.37,-4.63,942.9386667,-4.667,1160.9964,-4.71,1332.083,-4.76,1413.65,-4.735,1419.010833,-4.67,1424.8232,-5.015,1345.021143,-4.97,1647.50825,-4.89,1663.5555,-4.93,1676.614563,-5.55,1901.65,NA
-4.95,1981.29,-4.42,943.0108333,-4.585,1161.0397,-4.76,1332.153875,-4.78,1413.75825,-4.737,1419.083,-4.75,1424.9098,-4.935,1345.083,-4.83,1647.579125,-4.9,1663.65,-5,1676.65,-5.42,1901.72,NA
-4.93,1981.2,-4.34,943.083,-4.571,1161.083,-4.84,1332.22475,-4.77,1413.8665,-4.841,1419.1775,-4.66,1424.9964,-4.995,1345.1964,-4.89,1647.65,-4.85,1663.704125,-4.87,1676.7366,-5.39,1901.78,NA
-4.87,1981.13,-4.36,943.164,-4.601,1161.1397,-4.78,1332.295625,-4.72,1413.97475,-4.87,1419.272,-4.44,1425.083,-5.035,1345.3098,-4.85,1647.698111,-4.77,1663.75825,-4.98,1676.8232,-5.18,1901.84,NA
-4.88,1981.04,-4.34,943.245,-4.658,1161.1964,-4.86,1332.3665,-4.6,1414.083,-4.865,1419.3665,-4.44,1425.146,-5.135,1345.4232,-4.81,1647.746222,-4.95,1663.812375,-4.94,1676.9098,-5.09,1901.9,NA
-4.95,1980.96,-4.37,943.326,-4.716,1161.2531,-4.88,1332.437375,-4.62,1414.1775,-4.912,1419.461,-4.54,1425.209,-5.155,1345.5366,-4.76,1647.794333,-4.77,1663.8665,-4.82,1676.9964,-5.08,1901.96,NA
