d18O (permil),year (AD),d18O (permil) [1-2],year (AD) [1-2],d18O (permil) [1-3],year (AD) [1-3],d18O (permil) [1-4],year (AD) [1-4],d18O (permil) [1-5],year (AD) [1-5],d18O (permil) [1-6],year (AD) [1-6],d18O (permil) [1-7],year (AD) [1-7],d18O (permil) [1-8],year (AD) [1-8],d18O (permil) [1-9],year (AD) [1-9],d18O (permil) [1-10],year (AD) [1-10],d18O (permil) [1-11],year (AD) [1-11],d18O (permil) [1-12],year (AD) [1-12],depth (cm) [1-12]
-4.78,1923.96,NA,NA,-4.89,1205.5366,-4.78,1377.326,-5.05,1459.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.13,1940.66,NA
-4.84,1923.87,NA,NA,-4.91,1205.65,-4.69,1377.407,-4.99,1459.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.26,1940.72,NA
-4.95,1923.79,NA,NA,-4.841,1205.722167,-4.66,1377.488,-4.96,1459.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.2,1940.78,NA
-5.1,1923.71,NA,NA,-4.88,1205.794333,-4.65,1377.569,-4.91,1460.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.26,1940.84,NA
-5.21,1923.62,NA,NA,-4.719,1205.8665,-4.76,1377.65,-4.89,1460.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.08,1940.9,NA
-4.99,1923.54,NA,NA,-4.63,1205.938667,-4.63,1377.7366,-5,1460.1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01,1940.96,NA
-4.9,1923.46,NA,NA,-4.63,1206.010833,-4.67,1377.8232,-5.03,1460.3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.96,1941.02,NA
-4.87,1923.37,NA,NA,-4.61,1206.083,-4.59,1377.9098,-5.04,1460.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.93,1941.09,NA
-4.74,1923.29,NA,NA,-4.81,1206.146,-4.5,1377.9964,-4.86,1460.5366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.92,1941.15,NA
-4.73,1923.2,NA,NA,-4.78,1206.209,-4.45,1378.083,-4.9,1460.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1941.23,NA
-4.66,1923.13,NA,NA,-4.893,1206.272,-4.5,1378.1397,-4.82,1460.722167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,1941.3,NA
-4.67,1923.04,NA,NA,-4.95,1206.335,-4.53,1378.1964,-4.81,1460.794333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1941.37,NA
-4.65,1922.96,NA,NA,-5.01,1206.398,-4.59,1378.2531,-4.79,1460.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1941.44,NA
-4.72,1922.87,NA,NA,-5.216,1206.461,-4.59,1378.3098,-4.81,1460.938667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1941.51,NA
-4.74,1922.79,NA,NA,-5.176,1206.524,-4.66,1378.3665,-4.81,1461.010833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.59,1941.58,NA
-4.75,1922.71,NA,NA,-5.088,1206.587,-4.76,1378.4232,-4.76,1461.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,1941.66,NA
-4.75,1922.62,NA,NA,-5.18,1206.65,-4.66,1378.4799,-4.83,1461.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1941.71,NA
-4.71,1922.54,NA,NA,-4.72,1206.6933,-4.77,1378.5366,-4.97,1461.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.69,1941.78,NA
-4.7,1922.46,NA,NA,-4.61,1206.7366,-4.69,1378.5933,-4.88,1461.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1941.84,NA
-4.76,1922.37,NA,NA,-4.64,1206.7799,-4.78,1378.65,-5,1461.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1941.9,NA
-4.74,1922.29,NA,NA,-4.73,1206.8232,-4.69,1378.794333,-4.78,1461.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.72,1941.96,NA
-4.67,1922.2,NA,NA,-4.69,1206.8665,-4.74,1378.938667,-4.87,1461.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1942.02,NA
-4.62,1922.13,NA,NA,-4.66,1206.9098,-4.58,1379.083,-4.96,1461.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1942.09,NA
-4.62,1922.04,NA,NA,-4.55,1206.9531,-4.69,1379.146,-4.89,1461.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,1942.12,NA
-4.61,1921.96,NA,NA,-4.622,1206.9964,-4.68,1379.209,-4.99,1461.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.56,1942.16,NA
-4.64,1921.88,NA,NA,-4.61,1207.0397,-4.77,1379.272,-4.95,1461.7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6,1942.2,NA
-4.71,1921.79,NA,NA,-4.34,1207.083,-4.77,1379.335,-5,1461.8232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.69,1942.23,NA
-4.87,1921.71,NA,NA,-4.432,1207.1397,-4.76,1379.398,-5.04,1461.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.59,1942.27,NA
-4.93,1921.62,NA,NA,-4.73,1207.1964,-4.82,1379.461,-4.84,1461.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.53,1942.31,NA
-4.81,1921.54,NA,NA,-4.42,1207.2531,-4.84,1379.524,-4.71,1462.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.56,1942.35,NA
-4.89,1921.46,NA,NA,-4.52,1207.3098,-4.88,1379.587,-4.75,1462.1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6,1942.39,NA
-4.75,1921.37,NA,NA,-4.65,1207.3665,-4.96,1379.65,-4.76,1462.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.59,1942.42,NA
-4.64,1921.29,NA,NA,-4.68,1207.4232,-4.92,1379.6933,-4.87,1462.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.51,1942.46,NA
-4.67,1921.2,NA,NA,-4.65,1207.4799,-4.92,1379.7366,-4.85,1462.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.65,1942.5,NA
-4.56,1921.13,NA,NA,-4.66,1207.5366,-4.95,1379.7799,-4.8,1462.5555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6,1942.54,NA
-4.64,1921.04,NA,NA,-4.7,1207.5933,-4.97,1379.8232,-4.88,1462.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1942.58,NA
-4.66,1920.96,NA,NA,-4.74,1207.65,-4.95,1379.8665,-4.86,1462.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73,1942.61,NA
-4.74,1920.88,NA,NA,-4.71,1207.794333,-4.88,1379.9098,-4.86,1462.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64,1942.66,NA
-4.72,1920.79,NA,NA,-4.62,1207.938667,-4.76,1379.9531,-4.7,1462.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.69,1942.69,NA
-4.79,1920.71,NA,NA,-4.479,1208.083,-4.73,1379.9964,-4.72,1462.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1942.72,NA
-4.8,1920.62,NA,NA,-4.55,1208.1397,-4.83,1380.0397,-4.73,1462.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64,1942.76,NA
-4.78,1920.54,NA,NA,-4.55,1208.1964,-4.67,1380.083,-4.67,1463.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.69,1942.8,NA
-4.84,1920.46,NA,NA,-4.54,1208.2531,-4.66,1380.1397,-4.6,1463.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55,1942.83,NA
-4.8,1920.37,NA,NA,-4.57,1208.3098,-4.73,1380.1964,-4.62,1463.1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,1942.87,NA
-4.68,1920.29,NA,NA,-4.55,1208.3665,-4.81,1380.2531,-4.65,1463.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.74,1942.9,NA
-4.77,1920.21,NA,NA,-4.64,1208.4232,-4.96,1380.3098,-4.68,1463.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1942.94,NA
-4.74,1920.13,NA,NA,-4.74,1208.4799,-4.83,1380.3665,-4.67,1463.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.77,1942.97,NA
-4.69,1920.04,NA,NA,-4.675,1208.5366,-4.87,1380.4232,-4.81,1463.5555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1943.01,NA
-4.81,1919.96,NA,NA,-4.71,1208.5933,-4.96,1380.4799,-4.88,1463.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1943.05,NA
-4.99,1919.87,NA,NA,-4.754,1208.65,-5.04,1380.5366,-4.79,1463.6727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1943.09,NA
-4.98,1919.79,NA,NA,-4.762,1208.75825,-5.12,1380.5933,-4.79,1463.6954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.82,1943.13,NA
-5,1919.71,NA,NA,-4.74,1208.8665,-5.19,1380.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1943.19,NA
-4.9,1919.62,NA,NA,-4.69,1208.97475,-5.14,1380.722167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.98,1943.24,NA
-4.9,1919.54,NA,NA,-4.65,1209.083,-4.93,1380.794333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.93,1943.29,NA
-4.98,1919.46,NA,NA,-4.715,1209.164,-4.94,1380.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.03,1943.34,NA
-4.86,1919.37,NA,NA,-4.81,1209.245,-4.66,1380.938667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1943.39,NA
-4.68,1919.29,NA,NA,-4.9,1209.326,-4.66,1381.010833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1943.45,NA
-4.77,1919.2,NA,NA,-4.78,1209.407,-4.58,1381.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1943.5,NA
-4.69,1919.13,NA,NA,-4.96,1209.488,-4.62,1381.153875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.97,1943.55,NA
-4.64,1919.04,NA,NA,-4.98,1209.569,-4.68,1381.22475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,1943.6,NA
-4.81,1918.96,NA,NA,-5.02,1209.65,-4.68,1381.295625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1943.65,NA
-4.91,1918.87,NA,NA,-4.95,1209.794333,-4.73,1381.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.67,1943.69,NA
-5.07,1918.79,NA,NA,-4.92,1209.938667,-4.73,1381.437375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,1943.73,NA
-5.26,1918.71,NA,NA,-4.72,1210.083,-4.82,1381.50825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,1943.76,NA
-5.31,1918.62,NA,NA,-4.79,1210.153875,-4.7,1381.579125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64,1943.8,NA
-5.22,1918.54,NA,NA,-4.83,1210.22475,-4.76,1381.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,1943.83,NA
-5.03,1918.46,NA,NA,-4.87,1210.295625,-4.64,1381.704125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7,1943.87,NA
-4.86,1918.37,NA,NA,-4.97,1210.3665,-4.66,1381.75825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1943.91,NA
-4.72,1918.29,NA,NA,-4.82,1210.437375,-4.66,1381.812375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.68,1943.94,NA
-4.57,1918.2,NA,NA,-5.02,1210.50825,-4.67,1381.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.65,1943.98,NA
-4.58,1918.13,NA,NA,-4.95,1210.579125,-4.67,1381.920625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64,1944.01,NA
-4.49,1918.04,NA,NA,-4.99,1210.65,-4.78,1381.97475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1944.05,NA
-4.59,1917.96,NA,NA,-4.97,1210.698111,-4.69,1382.028875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1944.08,NA
-4.57,1917.88,NA,NA,-4.899,1210.746222,-4.55,1382.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1944.17,NA
-4.7,1917.79,NA,NA,-4.83,1210.794333,-4.71,1382.134545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.74,1944.25,NA
-4.76,1917.71,NA,NA,-4.91,1210.842444,-4.73,1382.186091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1944.33,NA
-4.68,1917.62,NA,NA,-4.86,1210.890556,-4.85,1382.237636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1944.41,NA
-4.67,1917.54,NA,NA,-4.81,1210.938667,-4.8,1382.289182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1944.49,NA
-4.58,1917.46,NA,NA,-4.722,1210.986778,-4.81,1382.340727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1944.57,NA
-4.55,1917.37,NA,NA,-4.84,1211.034889,-4.85,1382.392273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.78,1944.66,NA
-4.58,1917.29,NA,NA,-4.69,1211.083,-4.81,1382.443818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1944.7,NA
-4.61,1917.2,NA,NA,-5.01,1211.22475,-4.66,1382.495364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1944.74,NA
-4.47,1917.13,NA,NA,-4.92,1211.3665,-4.74,1382.546909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1944.78,NA
-4.47,1917.04,NA,NA,-4.9,1211.50825,-4.72,1382.598455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.78,1944.83,NA
-4.57,1916.96,NA,NA,-5.01,1211.65,-4.83,1382.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73,1944.87,NA
-4.7,1916.88,NA,NA,-4.79,1211.711857,-4.78,1382.711857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79,1944.91,NA
-4.71,1916.79,NA,NA,-4.79,1211.773714,-4.71,1382.773714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73,1944.95,NA
-4.8,1916.71,NA,NA,-4.73,1211.835571,-4.61,1382.835571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.86,1945,NA
-4.95,1916.62,NA,NA,-4.77,1211.897429,-4.71,1382.897429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.94,1945.04,NA
-4.84,1916.54,NA,NA,-4.65,1211.959286,-4.62,1382.959286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.02,1945.09,NA
-4.77,1916.46,NA,NA,-4.7,1212.021143,-4.59,1383.021143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.14,1945.15,NA
-4.72,1916.37,NA,NA,-4.617,1212.083,-4.52,1383.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.08,1945.21,NA
-4.68,1916.29,NA,NA,-4.754,1212.164,-4.65,1383.134545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.27,1945.27,NA
-4.64,1916.21,NA,NA,-4.74,1212.245,-4.78,1383.186091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.32,1945.34,NA
-4.64,1916.13,NA,NA,-4.78,1212.326,-4.75,1383.237636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.23,1945.4,NA
-4.75,1916.04,NA,NA,-4.76,1212.407,-4.76,1383.289182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.18,1945.46,NA
-4.82,1915.96,NA,NA,-4.67,1212.488,-4.72,1383.340727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.03,1945.53,NA
-4.9,1915.87,NA,NA,-4.67,1212.569,-4.84,1383.392273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.15,1945.59,NA
-5.05,1915.79,NA,NA,-4.66,1212.65,-4.75,1383.443818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1,1945.66,NA
-5.05,1915.71,NA,NA,-4.64,1212.704125,-4.76,1383.495364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.03,1945.74,NA
-5.1,1915.62,NA,NA,-4.542,1212.75825,-4.84,1383.546909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1945.83,NA
-5.06,1915.54,NA,NA,-4.67,1212.812375,-4.89,1383.598455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1945.91,NA
-4.98,1915.46,NA,NA,-4.615,1212.8665,-4.89,1383.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.58,1946,NA
-4.94,1915.37,NA,NA,-4.65,1212.920625,-4.77,1383.722167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1946.09,NA
-5.04,1915.29,NA,NA,-4.68,1212.97475,-4.77,1383.794333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,1946.13,NA
-4.96,1915.2,NA,NA,-4.56,1213.028875,-4.85,1383.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55,1946.18,NA
-4.89,1915.13,NA,NA,-4.51,1213.083,-4.74,1383.938667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1946.23,NA
-4.99,1915.04,NA,NA,-4.61,1213.146,-4.78,1384.010833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1946.27,NA
-5.06,1914.96,NA,NA,-4.62,1213.209,-4.72,1384.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1946.32,NA
-5.36,1914.87,NA,NA,-4.52,1213.272,-4.74,1384.1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1946.37,NA
-5.39,1914.79,NA,NA,-4.62,1213.335,-4.83,1384.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.93,1946.42,NA
-5.41,1914.71,NA,NA,-4.529,1213.398,-4.84,1384.2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.89,1946.46,NA
-5.45,1914.62,NA,NA,-4.88,1213.461,-4.78,1384.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1946.51,NA
-5.2,1914.54,NA,NA,-4.91,1213.524,-4.88,1384.2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1946.56,NA
-5.03,1914.46,NA,NA,-4.99,1213.587,-4.81,1384.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76,1946.6,NA
-4.94,1914.37,NA,NA,-4.991,1213.65,-4.87,1384.3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.74,1946.66,NA
-4.78,1914.29,NA,NA,-5,1213.722167,-4.91,1384.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66,1946.71,NA
-4.86,1914.2,NA,NA,-5.03,1213.794333,-4.88,1384.4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.67,1946.78,NA
-4.77,1914.13,NA,NA,-4.87,1213.8665,-4.93,1384.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.58,1946.84,NA
-4.82,1914.04,NA,NA,-4.77,1213.938667,-5,1384.5285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.56,1946.9,NA
-4.86,1913.96,NA,NA,-4.71,1214.010833,-5.05,1384.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,1946.96,NA
-4.91,1913.88,NA,NA,-4.625,1214.083,-5.07,1384.6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,1947.02,NA
-4.96,1913.79,NA,NA,-4.728,1214.22475,-5.17,1384.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73,1947.09,NA
-4.86,1913.71,NA,NA,-5.093,1214.3665,-5.16,1384.704125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73,1947.15,NA
-4.94,1913.62,NA,NA,-4.985,1214.50825,-5.19,1384.75825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.74,1947.23,NA
-4.84,1913.54,NA,NA,-5.027,1214.65,-4.97,1384.812375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1947.3,NA
-4.75,1913.46,NA,NA,-5.003,1214.722167,-5.05,1384.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1947.37,NA
-4.65,1913.37,NA,NA,-4.86,1214.794333,-4.81,1384.920625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81,1947.44,NA
-4.58,1913.29,NA,NA,-4.609,1214.8665,-4.79,1384.97475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.86,1947.51,NA
-4.58,1913.2,NA,NA,-4.685,1214.938667,-4.76,1385.028875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88,1947.58,NA
-4.57,1913.13,NA,NA,-4.633,1215.010833,-4.66,1385.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1947.65,NA
-4.57,1913.04,NA,NA,-4.624,1215.083,-4.79,1385.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,1947.69,NA
-4.67,1912.96,NA,NA,-4.72,1215.164,-4.84,1385.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.85,1947.73,NA
-4.81,1912.88,NA,NA,-4.826,1215.245,-4.76,1385.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1947.77,NA
-4.84,1912.79,NA,NA,-4.87,1215.326,-4.67,1385.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.84,1947.81,NA
-4.96,1912.71,NA,NA,-4.92,1215.407,-4.71,1385.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1947.85,NA
-5.06,1912.62,NA,NA,-4.974,1215.488,-4.79,1385.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,1947.89,NA
-4.86,1912.54,NA,NA,-4.845,1215.569,-4.81,1385.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.65,1947.93,NA
-4.85,1912.46,NA,NA,-4.934,1215.65,-4.79,1385.6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.68,1947.97,NA
-4.76,1912.37,NA,NA,-4.83,1215.711857,-4.6,1385.7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.71,1948.01,NA
-4.67,1912.29,NA,NA,-4.744,1215.773714,-4.78,1385.7799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.68,1948.05,NA
-4.65,1912.21,NA,NA,-4.839,1215.835571,-4.79,1385.8232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,1948.08,NA
-4.64,1912.13,NA,NA,-4.956,1215.897429,-4.72,1385.8665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,1948.13,NA
-4.7,1912.04,NA,NA,-4.679,1215.959286,-4.79,1385.9098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.73,1948.17,NA
-4.89,1911.96,NA,NA,-4.639,1216.021143,-4.63,1385.9531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.83,1948.22,NA
-4.8,1911.87,NA,NA,-4.621,1216.083,-4.74,1385.9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.91,1948.26,NA
