dD (permil),year (AD),depth (m),dD (permil) [1-2],year (AD) [1-2],depth (m) [1-2]
NA,NA,NA,-267.31,1401.7059,165
NA,NA,NA,-268.41,1401.5294,165.03
NA,NA,NA,-267.43,1401.3529,165.06
NA,NA,NA,-265.11,1401.1176,165.1
NA,NA,NA,-261.75,1400.9286,165.14
NA,NA,NA,-259.37,1400.8214,165.17
NA,NA,NA,-263.33,1400.7143,165.2
NA,NA,NA,-269.72,1400.6071,165.23
NA,NA,NA,-282.85,1400.5,165.26
NA,NA,NA,-291.56,1400.3571,165.3
NA,NA,NA,-294.67,1400.25,165.33
NA,NA,NA,-291.08,1400.1429,165.36
NA,NA,NA,-286.34,1400.0357,165.39
NA,NA,NA,-281.38,1399.913,165.42
NA,NA,NA,-279.08,1399.7391,165.46
NA,NA,NA,-279.47,1399.6087,165.49
NA,NA,NA,-279.34,1399.4783,165.52
NA,NA,NA,-275.23,1399.3478,165.55
NA,NA,NA,-268.69,1399.2174,165.58
NA,NA,NA,-262.76,1399.0435,165.62
NA,NA,NA,-258.03,1398.9444,165.65
NA,NA,NA,-256.2,1398.8611,165.68
NA,NA,NA,-258.64,1398.7778,165.71
NA,NA,NA,-264.71,1398.6944,165.74
NA,NA,NA,-266.27,1398.5833,165.78
NA,NA,NA,-268.17,1398.5,165.81
NA,NA,NA,-267.82,1398.4167,165.84
NA,NA,NA,-264.69,1398.3333,165.87
NA,NA,NA,-265.01,1398.25,165.9
NA,NA,NA,-268.53,1398.1389,165.94
NA,NA,NA,-273.99,1398.0556,165.97
NA,NA,NA,-280.89,1397.9444,166
NA,NA,NA,-281.61,1397.7778,166.03
NA,NA,NA,-276.56,1397.5556,166.07
NA,NA,NA,-271.5,1397.3889,166.1
NA,NA,NA,-263.63,1397.2222,166.13
NA,NA,NA,-260.35,1397.0556,166.16
NA,NA,NA,-261.54,1396.9143,166.2
NA,NA,NA,-265.37,1396.8286,166.23
NA,NA,NA,-267.13,1396.7429,166.26
NA,NA,NA,-264.7,1396.6571,166.29
NA,NA,NA,-260.14,1396.5429,166.33
NA,NA,NA,-250.82,1396.4571,166.36
NA,NA,NA,-249.07,1396.3714,166.39
NA,NA,NA,-252.83,1396.2571,166.43
NA,NA,NA,-252.33,1396.1714,166.46
NA,NA,NA,-255.91,1396.0857,166.49
NA,NA,NA,-261.9,1396,166.52
NA,NA,NA,-270.5,1395.8333,166.56
NA,NA,NA,-272.19,1395.7083,166.59
NA,NA,NA,-270.38,1395.5833,166.62
NA,NA,NA,-266.77,1395.4167,166.66
NA,NA,NA,-261.14,1395.2917,166.69
NA,NA,NA,-258.62,1395.1667,166.72
NA,NA,NA,-258.85,1395.0417,166.75
NA,NA,NA,-262.06,1394.5,166.79
NA,NA,NA,-267.21,1394,166.82
NA,NA,NA,-272.9,1393.88,166.85
NA,NA,NA,-275.34,1393.76,166.88
NA,NA,NA,-275.4,1393.6,166.92
NA,NA,NA,-273.39,1393.48,166.95
NA,NA,NA,-274.38,1393.32,166.99
NA,NA,NA,-279.21,1393.2,167.02
NA,NA,NA,-287.57,1393.08,167.05
NA,NA,NA,-293.44,1392.95,167.09
NA,NA,NA,-294.51,1392.875,167.12
NA,NA,NA,-290.86,1392.8,167.15
NA,NA,NA,-283.12,1392.725,167.18
NA,NA,NA,-270.83,1392.65,167.21
NA,NA,NA,-264.55,1392.55,167.25
NA,NA,NA,-265.3,1392.475,167.28
NA,NA,NA,-264.76,1392.4,167.31
NA,NA,NA,-273.67,1392.225,167.38
NA,NA,NA,-275.17,1392.15,167.41
NA,NA,NA,-269.29,1392.075,167.44
NA,NA,NA,-257.35,1391.85,167.5
NA,NA,NA,-257.98,1391.65,167.54
NA,NA,NA,-264.75,1391.5,167.57
NA,NA,NA,-273.85,1391.35,167.6
NA,NA,NA,-280.9,1391.2,167.63
NA,NA,NA,-285.76,1391.05,167.66
NA,NA,NA,-287.53,1390.8,167.7
NA,NA,NA,-286.85,1390.6,167.73
NA,NA,NA,-287.13,1390.4,167.76
NA,NA,NA,-284.54,1390.2,167.79
NA,NA,NA,-279.8,1390,167.82
NA,NA,NA,-277.47,1389.7333,167.86
NA,NA,NA,-265.59,1389.5333,167.89
NA,NA,NA,-261.84,1389.3333,167.92
NA,NA,NA,-259.17,1389.1333,167.95
NA,NA,NA,-258.5,1388.8667,167.99
NA,NA,NA,-261.13,1388.7333,168.01
NA,NA,NA,-267.4,1388.5333,168.04
NA,NA,NA,-272.3,1388.2667,168.08
NA,NA,NA,-272.69,1388.0667,168.11
NA,NA,NA,-270.95,1387.9,168.14
NA,NA,NA,-267,1387.75,168.17
NA,NA,NA,-263.34,1387.55,168.21
NA,NA,NA,-262.65,1387.4,168.24
NA,NA,NA,-264.68,1387.25,168.27
NA,NA,NA,-268.26,1387.05,168.31
NA,NA,NA,-274.07,1386.9394,168.34
NA,NA,NA,-278,1386.8182,168.38
NA,NA,NA,-277.2,1386.7273,168.41
NA,NA,NA,-276.82,1386.6364,168.44
NA,NA,NA,-275.47,1386.5151,168.48
NA,NA,NA,-274.33,1386.4242,168.51
NA,NA,NA,-273.43,1386.3333,168.54
NA,NA,NA,-273.19,1386.2424,168.57
NA,NA,NA,-271.05,1386.1212,168.61
NA,NA,NA,-270.71,1386.0303,168.64
NA,NA,NA,-272.81,1385.913,168.67
NA,NA,NA,-276.92,1385.7391,168.71
NA,NA,NA,-280.73,1385.6087,168.74
NA,NA,NA,-280.47,1385.4783,168.77
NA,NA,NA,-274.53,1385.3478,168.8
NA,NA,NA,-267.1,1385.1739,168.84
NA,NA,NA,-261.52,1385.0435,168.87
NA,NA,NA,-259.3,1384.92,168.9
NA,NA,NA,-260.31,1384.8,168.93
NA,NA,NA,-267.14,1384.64,168.97
NA,NA,NA,-270.2,1384.52,169
NA,NA,NA,-272.17,1384.4,169.03
NA,NA,NA,-270.19,1384.28,169.06
NA,NA,NA,-266.93,1384.16,169.09
NA,NA,NA,-263.79,1384.04,169.12
NA,NA,NA,-263.73,1383.913,169.15
NA,NA,NA,-265.11,1383.7826,169.18
NA,NA,NA,-272.58,1383.6522,169.21
NA,NA,NA,-277.31,1383.5217,169.24
NA,NA,NA,-279.97,1383.3913,169.27
NA,NA,NA,-279.98,1383.2609,169.3
NA,NA,NA,-280.49,1383.1304,169.33
NA,NA,NA,-280.52,1383,169.36
NA,NA,NA,-279.13,1382.88,169.39
NA,NA,NA,-282.54,1382.76,169.42
NA,NA,NA,-285.16,1382.64,169.45
NA,NA,NA,-286.82,1382.52,169.48
NA,NA,NA,-284.85,1382.44,169.5
NA,NA,NA,-282.31,1382.32,169.53
NA,NA,NA,-277.75,1382.2,169.56
NA,NA,NA,-273.87,1382.08,169.59
NA,NA,NA,-268.97,1381.9474,169.62
NA,NA,NA,-272.72,1381.7895,169.65
NA,NA,NA,-274.95,1381.6316,169.68
NA,NA,NA,-280.96,1381.4737,169.71
NA,NA,NA,-284.04,1381.3158,169.74
NA,NA,NA,-285.62,1381.1579,169.77
NA,NA,NA,-285.15,1381,169.8
NA,NA,NA,-285.17,1380.8333,169.83
NA,NA,NA,-286.28,1380.6667,169.86
NA,NA,NA,-287.62,1380.5,169.89
NA,NA,NA,-288.66,1380.3333,169.92
NA,NA,NA,-287.13,1380.1667,169.95
NA,NA,NA,-285.59,1380,169.98
NA,NA,NA,-286.56,1379.8571,170
NA,NA,NA,-288.85,1379.6429,170.03
NA,NA,NA,-292.72,1379.3571,170.07
NA,NA,NA,-291.54,1379.1429,170.1
NA,NA,NA,-286.51,1378.9667,170.13
NA,NA,NA,-276.16,1378.8333,170.17
NA,NA,NA,-264.33,1378.7333,170.2
NA,NA,NA,-256,1378.6333,170.23
NA,NA,NA,-253.99,1378.5,170.27
NA,NA,NA,-260.19,1378.4,170.3
NA,NA,NA,-268.46,1378.3,170.33
NA,NA,NA,-272.04,1378.1667,170.37
NA,NA,NA,-258.33,1378.0667,170.4
NA,NA,NA,-252.54,1377.9583,170.43
NA,NA,NA,-255.8,1377.7917,170.47
NA,NA,NA,-257.36,1377.6667,170.5
NA,NA,NA,-259.08,1377.5417,170.53
NA,NA,NA,-259.04,1377.375,170.57
NA,NA,NA,-258.88,1377.25,170.6
NA,NA,NA,-261.18,1377.125,170.63
NA,NA,NA,-263.82,1376.9615,170.67
NA,NA,NA,-267.6,1376.8461,170.7
NA,NA,NA,-272.04,1376.7308,170.73
NA,NA,NA,-273.64,1376.5769,170.77
NA,NA,NA,-273.4,1376.4615,170.8
NA,NA,NA,-271.3,1376.3461,170.83
NA,NA,NA,-269.2,1376.1923,170.87
NA,NA,NA,-262.71,1376.0769,170.9
NA,NA,NA,-260.31,1375.9474,170.93
NA,NA,NA,-271.25,1375.7368,170.97
NA,NA,NA,-273.59,1375.5789,171
NA,NA,NA,-274.77,1375.421,171.03
NA,NA,NA,-274.44,1375.2105,171.07
NA,NA,NA,-272.93,1375.0526,171.1
NA,NA,NA,-270.99,1374.9167,171.13
NA,NA,NA,-268.43,1374.7917,171.16
NA,NA,NA,-271.99,1374.625,171.2
NA,NA,NA,-275.96,1374.5,171.23
NA,NA,NA,-277.27,1374.375,171.26
NA,NA,NA,-276.31,1374.25,171.29
NA,NA,NA,-272.66,1374.0833,171.33
NA,NA,NA,-276.73,1373.9565,171.36
NA,NA,NA,-269.23,1373.8261,171.39
NA,NA,NA,-272.14,1373.6522,171.43
NA,NA,NA,-274.69,1373.5217,171.46
NA,NA,NA,-275.13,1373.3913,171.49
NA,NA,NA,-271.11,1373.2609,171.52
NA,NA,NA,-267.37,1373.087,171.56
NA,NA,NA,-264.21,1372.9677,171.59
NA,NA,NA,-265,1372.871,171.62
NA,NA,NA,-273.81,1372.7419,171.66
NA,NA,NA,-279.75,1372.6452,171.69
NA,NA,NA,-279.45,1372.5484,171.72
NA,NA,NA,-272.79,1372.4516,171.75
NA,NA,NA,-263.65,1372.3226,171.79
NA,NA,NA,-255.6,1372.2258,171.82
NA,NA,NA,-256.08,1372.129,171.85
NA,NA,NA,-262.49,1372.0323,171.88
NA,NA,NA,-271.85,1371.7857,171.92
NA,NA,NA,-275.88,1371.5714,171.95
NA,NA,NA,-276.95,1371.3571,171.98
NA,NA,NA,-272.88,1371.2143,172
NA,NA,NA,-268.52,1371,172.03
NA,NA,NA,-262,1370.875,172.06
NA,NA,NA,-261.8,1370.75,172.09
NA,NA,NA,-267.24,1370.5833,172.13
NA,NA,NA,-274.56,1370.4583,172.16
NA,NA,NA,-277.32,1370.3333,172.19
NA,NA,NA,-278.04,1370.2083,172.22
NA,NA,NA,-274.41,1370.0833,172.25
NA,NA,NA,-269.71,1369.9583,172.28
NA,NA,NA,-267.67,1369.8333,172.31
NA,NA,NA,-269.73,1369.7083,172.34
NA,NA,NA,-276.07,1369.5417,172.38
NA,NA,NA,-275.75,1369.4167,172.41
NA,NA,NA,-277.96,1369.2917,172.44
NA,NA,NA,-273.53,1369.1667,172.47
NA,NA,NA,-265.42,1369.0417,172.5
NA,NA,NA,-261.19,1368.9167,172.53
NA,NA,NA,-257.51,1368.7917,172.56
NA,NA,NA,-256.89,1368.6667,172.59
NA,NA,NA,-258.29,1368.5,172.63
NA,NA,NA,-258.89,1368.375,172.66
NA,NA,NA,-256.5,1368.25,172.69
NA,NA,NA,-253.6,1368.125,172.72
NA,NA,NA,-252.35,1368,172.75
NA,NA,NA,-255.77,1367.8696,172.78
NA,NA,NA,-267.21,1367.7391,172.81
NA,NA,NA,-275.46,1367.6087,172.84
NA,NA,NA,-280.73,1367.4348,172.88
NA,NA,NA,-281.39,1367.3043,172.91
NA,NA,NA,-279.54,1367.1739,172.94
NA,NA,NA,-277.63,1367.0435,172.97
NA,NA,NA,-275.78,1366.875,173
NA,NA,NA,-270.7,1366.3125,173.09
NA,NA,NA,-264.92,1366.0625,173.13
NA,NA,NA,-262,1365.931,173.16
NA,NA,NA,-262.44,1365.8276,173.19
NA,NA,NA,-267.3,1365.7241,173.22
NA,NA,NA,-274.49,1365.5862,173.26
NA,NA,NA,-279.62,1365.4828,173.29
NA,NA,NA,-280.88,1365.3793,173.32
NA,NA,NA,-278.17,1365.2759,173.35
NA,NA,NA,-273.76,1365.1379,173.39
NA,NA,NA,-269.39,1365.0345,173.42
NA,NA,NA,-265.15,1364.8333,173.45
NA,NA,NA,-258.5,1364.5,173.49
NA,NA,NA,-259.3,1364.25,173.52
NA,NA,NA,-258.41,1364,173.55
NA,NA,NA,-260.34,1363.9,173.58
NA,NA,NA,-264.19,1363.7667,173.62
NA,NA,NA,-271.6,1363.6667,173.65
NA,NA,NA,-274.93,1363.5667,173.68
NA,NA,NA,-275.22,1363.4667,173.71
NA,NA,NA,-276.77,1363.3667,173.74
NA,NA,NA,-269.67,1363.2667,173.77
NA,NA,NA,-265.23,1363.1667,173.8
NA,NA,NA,-262.26,1363.0667,173.83
NA,NA,NA,-259.53,1363,173.85
NA,NA,NA,-258.5,1362.88,173.88
NA,NA,NA,-262.45,1362.76,173.91
NA,NA,NA,-265.73,1362.64,173.94
NA,NA,NA,-266.1,1362.52,173.97
NA,NA,NA,-267.74,1362.4,174
NA,NA,NA,-272.35,1362.28,174.03
NA,NA,NA,-286.17,1362.16,174.06
NA,NA,NA,-290.99,1362.04,174.09
NA,NA,NA,-291.6,1361.875,174.12
NA,NA,NA,-289.3,1361.6875,174.15
NA,NA,NA,-281.34,1361.4375,174.19
NA,NA,NA,-270.73,1361.25,174.22
NA,NA,NA,-267.19,1361.0625,174.25
NA,NA,NA,-275.05,1360.8333,174.28
NA,NA,NA,-275.1,1360.5833,174.31
NA,NA,NA,-272.83,1360.3333,174.34
NA,NA,NA,-270.77,1360.0833,174.37
NA,NA,NA,-269.86,1359.9091,174.4
NA,NA,NA,-268.4,1359.7727,174.43
NA,NA,NA,-270.48,1359.6364,174.46
NA,NA,NA,-271.74,1359.4545,174.5
NA,NA,NA,-272.28,1359.3182,174.53
NA,NA,NA,-267,1359.1818,174.56
NA,NA,NA,-260,1359.0454,174.59
NA,NA,NA,-272,1358.8,174.62
NA,NA,NA,-271,1358.5,174.65
NA,NA,NA,-270.5,1358.2,174.68
NA,NA,NA,-268,1357.9583,174.71
NA,NA,NA,-267.5,1357.8333,174.74
NA,NA,NA,-267.07,1357.7083,174.77
NA,NA,NA,-267,1357.5833,174.8
NA,NA,NA,-266.7,1357.4167,174.84
NA,NA,NA,-266,1357.2917,174.87
NA,NA,NA,-276,1357.1667,174.9
NA,NA,NA,-273.55,1357.0417,174.93
NA,NA,NA,-274.98,1356.8889,174.96
NA,NA,NA,-278.25,1356.7222,174.99
NA,NA,NA,-280.34,1356.5556,175.02
NA,NA,NA,-281.03,1356.3889,175.05
NA,NA,NA,-274.4,1356.2222,175.08
NA,NA,NA,-271.43,1356.0556,175.11
NA,NA,NA,-270.5,1355.7778,175.14
NA,NA,NA,-274,1355.4444,175.17
NA,NA,NA,-271,1355.1111,175.2
NA,NA,NA,-272.52,1354.9,175.23
NA,NA,NA,-275.91,1354.75,175.26
NA,NA,NA,-276.17,1354.6,175.29
NA,NA,NA,-274.09,1354.45,175.32
NA,NA,NA,-273.1,1354.3,175.35
NA,NA,NA,-274.41,1354.15,175.38
NA,NA,NA,-277,1354,175.41
NA,NA,NA,-281.81,1353.8571,175.44
NA,NA,NA,-292.84,1353.7143,175.47
NA,NA,NA,-302.57,1353.5714,175.5
NA,NA,NA,-303.95,1353.4762,175.52
NA,NA,NA,-300.49,1353.3333,175.55
NA,NA,NA,-297.15,1353.1905,175.58
NA,NA,NA,-293.36,1353.0476,175.61
NA,NA,NA,-288.76,1352.9231,175.64
NA,NA,NA,-282.25,1352.8077,175.67
NA,NA,NA,-277.49,1352.6923,175.7
NA,NA,NA,-273.59,1352.5769,175.73
NA,NA,NA,-269.42,1352.4615,175.76
NA,NA,NA,-265.89,1352.3461,175.79
NA,NA,NA,-260.73,1352.2308,175.82
NA,NA,NA,-257.18,1352.1154,175.85
NA,NA,NA,-254.74,1352,175.88
NA,NA,NA,-255.23,1351.88,175.91
NA,NA,NA,-260.96,1351.76,175.94
NA,NA,NA,-268.23,1351.64,175.97
NA,NA,NA,-276.9,1351.52,176
NA,NA,NA,-280.5,1351.4,176.03
NA,NA,NA,-283,1351.28,176.06
NA,NA,NA,-283.98,1351.16,176.09
NA,NA,NA,-283.57,1351.04,176.12
NA,NA,NA,-284.07,1350.9231,176.15
NA,NA,NA,-285.39,1350.8077,176.18
NA,NA,NA,-291.07,1350.6923,176.21
NA,NA,NA,-292.32,1350.5769,176.24
NA,NA,NA,-291.74,1350.4615,176.27
NA,NA,NA,-290.24,1350.3461,176.3
NA,NA,NA,-286.89,1350.2308,176.33
NA,NA,NA,-281.61,1350.1154,176.36
NA,NA,NA,-276.34,1350,176.39
NA,NA,NA,-276.66,1349.875,176.42
NA,NA,NA,-277.02,1349.75,176.45
NA,NA,NA,-273.8,1349.625,176.48
NA,NA,NA,-268.13,1349.4583,176.52
NA,NA,NA,-263.49,1349.3333,176.55
NA,NA,NA,-260.3,1349.2083,176.58
NA,NA,NA,-259.5,1349.0833,176.61
NA,NA,NA,-260.76,1348.9412,176.64
NA,NA,NA,-267.61,1348.7647,176.67
NA,NA,NA,-274.33,1348.5882,176.7
NA,NA,NA,-278.1,1348.4118,176.73
NA,NA,NA,-274.72,1348.2353,176.76
NA,NA,NA,-270.2,1348.0588,176.79
NA,NA,NA,-266.98,1347.9167,176.82
NA,NA,NA,-268.35,1347.7917,176.85
NA,NA,NA,-273.97,1347.6667,176.88
NA,NA,NA,-282.95,1347.5417,176.91
NA,NA,NA,-285.96,1347.4167,176.94
NA,NA,NA,-287.08,1347.2917,176.97
NA,NA,NA,-282.12,1347.1667,177
NA,NA,NA,-274.5,1347.0417,177.03
NA,NA,NA,-270.53,1346.8823,177.06
NA,NA,NA,-268.49,1346.7059,177.09
NA,NA,NA,-270.76,1346.4706,177.13
NA,NA,NA,-273.29,1346.2941,177.16
NA,NA,NA,-270.66,1346.1176,177.19
NA,NA,NA,-269.32,1345.9677,177.22
NA,NA,NA,-268,1345.871,177.25
NA,NA,NA,-265.48,1345.7742,177.28
NA,NA,NA,-268.83,1345.6774,177.31
NA,NA,NA,-271.37,1345.5806,177.34
NA,NA,NA,-270.79,1345.4516,177.38
NA,NA,NA,-268.68,1345.3548,177.41
NA,NA,NA,-268.08,1345.2581,177.44
NA,NA,NA,-268.52,1345.1613,177.47
NA,NA,NA,-272.25,1345.0645,177.5
NA,NA,NA,-276.4,1344.9412,177.53
NA,NA,NA,-285.01,1344.7647,177.56
NA,NA,NA,-289.77,1344.5882,177.59
NA,NA,NA,-287.28,1344.3529,177.63
NA,NA,NA,-283.96,1344.1765,177.66
NA,NA,NA,-272.17,1344,177.69
NA,NA,NA,-265.14,1343.85,177.72
NA,NA,NA,-257.33,1343.7,177.75
NA,NA,NA,-254.81,1343.55,177.78
NA,NA,NA,-255.76,1343.4,177.81
NA,NA,NA,-260.31,1343.25,177.84
NA,NA,NA,-271.18,1343.05,177.88
NA,NA,NA,-273.8,1342.9048,177.91
NA,NA,NA,-274.14,1342.7619,177.94
NA,NA,NA,-270.55,1342.619,177.97
NA,NA,NA,-267.75,1342.4762,178
NA,NA,NA,-263.38,1342.3333,178.03
NA,NA,NA,-260.34,1342.1905,178.06
NA,NA,NA,-260.68,1342.0476,178.09
NA,NA,NA,-265.96,1341.9,178.12
NA,NA,NA,-268.25,1341.75,178.15
NA,NA,NA,-271.01,1341.6,178.18
NA,NA,NA,-266.87,1341.45,178.21
NA,NA,NA,-260.78,1341.3,178.24
NA,NA,NA,-254.92,1341.15,178.27
NA,NA,NA,-256.92,1341,178.3
NA,NA,NA,-268.77,1340.75,178.35
NA,NA,NA,-274.29,1340.5,178.4
NA,NA,NA,-274.65,1340.2,178.46
NA,NA,NA,-273.97,1339.9545,178.51
NA,NA,NA,-272.11,1339.8182,178.54
NA,NA,NA,-271.08,1339.6818,178.57
NA,NA,NA,-274.09,1339.5,178.61
NA,NA,NA,-279.7,1339.3636,178.64
NA,NA,NA,-280.59,1339.2273,178.67
NA,NA,NA,-278.79,1339.0909,178.7
NA,NA,NA,-273.92,1338.931,178.74
NA,NA,NA,-268.38,1338.8276,178.77
NA,NA,NA,-265.68,1338.7241,178.8
NA,NA,NA,-265.98,1338.6207,178.83
NA,NA,NA,-271.81,1338.5172,178.86
NA,NA,NA,-275.55,1338.3793,178.9
NA,NA,NA,-278.46,1338.2759,178.93
NA,NA,NA,-278.58,1338.1724,178.96
NA,NA,NA,-274.92,1338.0345,179
NA,NA,NA,-275.8,1337.913,179.03
NA,NA,NA,-277.97,1337.7391,179.07
NA,NA,NA,-282.81,1337.6087,179.1
NA,NA,NA,-281.02,1337.4348,179.14
NA,NA,NA,-275.32,1337.3043,179.17
NA,NA,NA,-267.4,1337.1304,179.21
NA,NA,NA,-263.93,1337,179.24
NA,NA,NA,-261.47,1336.8182,179.28
NA,NA,NA,-267.23,1336.6818,179.31
NA,NA,NA,-272.66,1336.5454,179.34
NA,NA,NA,-272.46,1336.3636,179.38
NA,NA,NA,-269.25,1336.2273,179.41
NA,NA,NA,-266.08,1336.0454,179.45
NA,NA,NA,-263.32,1335.9524,179.48
NA,NA,NA,-262.33,1335.8571,179.52
NA,NA,NA,-265.37,1335.7857,179.55
NA,NA,NA,-272.66,1335.6905,179.59
NA,NA,NA,-274.84,1335.619,179.62
NA,NA,NA,-272.16,1335.5238,179.66
NA,NA,NA,-265.25,1335.4524,179.69
NA,NA,NA,-259.28,1335.3809,179.72
NA,NA,NA,-257.89,1335.2857,179.76
NA,NA,NA,-255,1335.2143,179.79
NA,NA,NA,-265.57,1335.119,179.83
NA,NA,NA,-270.78,1335.0476,179.86
NA,NA,NA,-268.73,1334.8,179.9
NA,NA,NA,-264.81,1334.5,179.93
NA,NA,NA,-261.75,1334.1,179.97
NA,NA,NA,-262.83,1333.6429,180.03
NA,NA,NA,-269.73,1333.3571,180.07
NA,NA,NA,-279.86,1333.1429,180.1
NA,NA,NA,-289.35,1332.9655,180.13
NA,NA,NA,-290.68,1332.8276,180.17
NA,NA,NA,-286.85,1332.7241,180.2
NA,NA,NA,-283.58,1332.5862,180.24
NA,NA,NA,-274.26,1332.4828,180.27
NA,NA,NA,-274.15,1332.3793,180.3
NA,NA,NA,-273.44,1332.2414,180.34
NA,NA,NA,-272.86,1332.1379,180.37
NA,NA,NA,-267.74,1332.0345,180.4
NA,NA,NA,-267.89,1331.7778,180.47
NA,NA,NA,-274.62,1331.6667,180.5
NA,NA,NA,-278,1331.5185,180.54
NA,NA,NA,-277.95,1331.4074,180.57
NA,NA,NA,-272.38,1331.2593,180.61
NA,NA,NA,-267.25,1331.1481,180.64
NA,NA,NA,-262.66,1331.037,180.67
NA,NA,NA,-260.05,1330.9032,180.71
NA,NA,NA,-260.5,1330.8064,180.74
NA,NA,NA,-263.1,1330.7097,180.77
NA,NA,NA,-263.93,1330.5806,180.81
NA,NA,NA,-263.81,1330.4839,180.84
NA,NA,NA,-263.87,1330.3548,180.88
NA,NA,NA,-267.83,1330.2581,180.91
NA,NA,NA,-270.17,1330.1613,180.94
NA,NA,NA,-278.12,1330.0323,180.98
NA,NA,NA,-275.67,1329.7778,181.01
NA,NA,NA,-272.55,1329.4444,181.04
NA,NA,NA,-267.86,1329,181.08
NA,NA,NA,-266.78,1328.8333,181.11
NA,NA,NA,-269.22,1328.6111,181.15
NA,NA,NA,-271.8,1328.4444,181.18
NA,NA,NA,-273.2,1328.2778,181.21
NA,NA,NA,-272.62,1328.0556,181.25
NA,NA,NA,-271.6,1327.9524,181.28
NA,NA,NA,-270.66,1327.8571,181.32
NA,NA,NA,-271.47,1327.7857,181.35
NA,NA,NA,-279.77,1327.619,181.42
NA,NA,NA,-279.74,1327.5476,181.45
NA,NA,NA,-281.17,1327.4524,181.49
NA,NA,NA,-280.32,1327.3809,181.52
NA,NA,NA,-281.88,1327.2857,181.56
NA,NA,NA,-283.57,1327.2143,181.59
NA,NA,NA,-284.95,1327.1429,181.62
NA,NA,NA,-284.16,1327.0476,181.66
NA,NA,NA,-281.33,1326.9231,181.69
NA,NA,NA,-278.19,1326.6154,181.73
NA,NA,NA,-282.27,1326.3846,181.76
NA,NA,NA,-289.42,1326.0769,181.8
NA,NA,NA,-292.94,1325.8571,181.83
NA,NA,NA,-292.2,1325.6429,181.86
NA,NA,NA,-290.44,1325.3571,181.9
NA,NA,NA,-287.51,1325.1429,181.93
NA,NA,NA,-286.85,1324.8889,181.97
NA,NA,NA,-276.93,1324.7222,182
NA,NA,NA,-269.46,1324.5556,182.03
NA,NA,NA,-280.76,1324.3333,182.07
NA,NA,NA,-291.79,1324.1667,182.1
NA,NA,NA,-292.8,1324,182.13
NA,NA,NA,-292.52,1323.8095,182.17
NA,NA,NA,-286.96,1323.6667,182.2
NA,NA,NA,-280.74,1323.5238,182.23
NA,NA,NA,-276.01,1323.3809,182.26
NA,NA,NA,-273.68,1323.1905,182.3
NA,NA,NA,-277.07,1323.0476,182.33
NA,NA,NA,-280.89,1322.9444,182.36
NA,NA,NA,-282.7,1322.8333,182.4
NA,NA,NA,-268.01,1322.75,182.43
NA,NA,NA,-264.4,1322.6667,182.46
NA,NA,NA,-265.63,1322.5556,182.5
NA,NA,NA,-269.56,1322.4722,182.53
NA,NA,NA,-270.43,1322.3889,182.56
NA,NA,NA,-267.37,1322.3056,182.59
NA,NA,NA,-262.43,1322.1944,182.63
NA,NA,NA,-258.23,1322.1111,182.66
NA,NA,NA,-257.69,1322.0278,182.69
NA,NA,NA,-257.78,1321.8929,182.73
NA,NA,NA,-261.33,1321.7857,182.76
NA,NA,NA,-266.4,1321.6786,182.79
NA,NA,NA,-267.58,1321.5357,182.83
NA,NA,NA,-268.49,1321.4286,182.86
NA,NA,NA,-263.65,1321.3214,182.89
NA,NA,NA,-256.53,1321.2143,182.92
NA,NA,NA,-250.92,1321.0714,182.96
NA,NA,NA,-250,1320.96,182.99
NA,NA,NA,-251.96,1320.84,183.02
NA,NA,NA,-261.42,1320.68,183.06
NA,NA,NA,-269.65,1320.56,183.09
NA,NA,NA,-274.02,1320.44,183.12
NA,NA,NA,-275.98,1320.28,183.16
NA,NA,NA,-273.68,1320.16,183.19
NA,NA,NA,-271.95,1320,183.23
NA,NA,NA,-269.54,1319.8235,183.26
NA,NA,NA,-269.11,1319.6471,183.29
NA,NA,NA,-268.22,1319.4118,183.33
NA,NA,NA,-264.12,1319.2353,183.36
NA,NA,NA,-257.38,1319.0588,183.39
NA,NA,NA,-256.19,1318.8846,183.43
NA,NA,NA,-256.18,1318.7692,183.46
NA,NA,NA,-263.1,1318.6538,183.49
NA,NA,NA,-272.56,1318.5,183.53
NA,NA,NA,-279.25,1318.3846,183.56
NA,NA,NA,-286.36,1318.2308,183.6
NA,NA,NA,-287.2,1318.1154,183.63
NA,NA,NA,-286.57,1318,183.66
NA,NA,NA,-289.07,1317.8621,183.7
NA,NA,NA,-288.08,1317.7586,183.73
NA,NA,NA,-286.9,1317.6552,183.76
NA,NA,NA,-282.12,1317.5172,183.8
NA,NA,NA,-274.99,1317.4138,183.83
NA,NA,NA,-271.63,1317.2759,183.87
NA,NA,NA,-267.6,1317.1724,183.9
NA,NA,NA,-268.5,1317.069,183.93
NA,NA,NA,-269.94,1316.7778,183.97
NA,NA,NA,-271.66,1316.4444,184
NA,NA,NA,-272.63,1316.1111,184.03
NA,NA,NA,-275.18,1315.8636,184.07
NA,NA,NA,-281.01,1315.7273,184.1
NA,NA,NA,-283.11,1315.5909,184.13
NA,NA,NA,-281.5,1315.4545,184.16
NA,NA,NA,-280.75,1315.2727,184.2
NA,NA,NA,-274.96,1315.1364,184.23
NA,NA,NA,-269.42,1315,184.26
NA,NA,NA,-264.01,1314.8846,184.29
