year (AD) [1-1],d18O (permil) [1-1],year (AD) [1-2],d18O (permil) [1-2],year (AD) [1-3],d18O (permil) [1-3],year (AD) [1-4],d18O (permil) [1-4],year (AD) [1-5],d18O (permil) [1-5],year (AD) [1-6],d18O (permil) [1-6],year (AD) [1-7],d18O (permil) [1-7],year (AD) [1-8],d18O (permil) [1-8],year (AD) [1-9],d18O (permil) [1-9],year (AD) [1-10],d18O (permil) [1-10],year (AD) [1-11],d18O (permil) [1-11],year (AD) [1-12],depth (cm) [1-12],d18O (permil) [1-12]
1929.71,-5.08,NA,NA,1201.3665,-4.81,1372.083,-4.6,1455.461,-4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.49,NA,-4.67
1929.62,-5.02,NA,NA,1201.437375,-4.74,1372.153875,-4.76,1455.524,-4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.57,NA,-4.62
1929.54,-5,NA,NA,1201.50825,-4.7,1372.22475,-4.62,1455.587,-4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.66,NA,-4.62
1929.46,-5.05,NA,NA,1201.579125,-4.65,1372.295625,-4.75,1455.65,-5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.69,NA,-4.69
1929.37,-4.9,NA,NA,1201.65,-4.67,1372.3665,-4.72,1455.698111,-4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.72,NA,-4.67
1929.29,-4.71,NA,NA,1201.6933,-4.51,1372.437375,-4.68,1455.746222,-4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.76,NA,-4.63
1929.2,-4.75,NA,NA,1201.7366,-4.64,1372.50825,-4.8,1455.794333,-5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.8,NA,-4.87
1929.13,-4.71,NA,NA,1201.7799,-4.6,1372.579125,-4.84,1455.842444,-5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.83,NA,-4.84
1929.04,-4.71,NA,NA,1201.8232,-4.62,1372.65,-4.89,1455.890556,-5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.87,NA,-4.94
1928.96,-4.73,NA,NA,1201.8665,-4.63,1372.722167,-4.83,1455.938667,-4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.9,NA,-4.91
1928.88,-4.72,NA,NA,1201.9098,-4.62,1372.794333,-4.88,1455.986778,-4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.94,NA,-5.09
1928.79,-4.85,NA,NA,1201.9531,-4.68,1372.8665,-4.92,1456.034889,-4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.98,NA,-5.05
1928.71,-5.01,NA,NA,1201.9964,-4.76,1372.938667,-4.83,1456.083,-4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.01,NA,-4.84
1928.62,-5.02,NA,NA,1202.0397,-4.68,1373.010833,-4.76,1456.146,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.05,NA,-4.84
1928.54,-5.04,NA,NA,1202.083,-4.54,1373.083,-4.72,1456.209,-4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.09,NA,-4.8
1928.46,-4.98,NA,NA,1202.146,-4.72,1373.146,-4.85,1456.272,-4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.16,NA,-4.9
1928.37,-4.86,NA,NA,1202.209,-4.66,1373.209,-4.75,1456.335,-4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.25,NA,-4.72
1928.29,-4.91,NA,NA,1202.272,-4.64,1373.272,-4.8,1456.398,-5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.33,NA,-4.86
1928.21,-4.8,NA,NA,1202.335,-4.54,1373.335,-4.76,1456.461,-4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.41,NA,-4.77
1928.13,-4.65,NA,NA,1202.398,-4.64,1373.398,-4.85,1456.524,-4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.49,NA,-4.67
1928.04,-4.66,NA,NA,1202.461,-4.63,1373.461,-4.91,1456.587,-4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.57,NA,-4.71
1927.96,-4.76,NA,NA,1202.524,-4.65,1373.524,-4.84,1456.65,-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.66,NA,-4.75
1927.87,-4.91,NA,NA,1202.587,-4.79,1373.587,-4.95,1456.722167,-4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.69,NA,-4.71
1927.79,-4.87,NA,NA,1202.65,-4.82,1373.65,-5,1456.794333,-4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.73,NA,-4.74
1927.71,-5.08,NA,NA,1202.698111,-4.71,1373.7366,-4.92,1456.8665,-5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.77,NA,-4.79
1927.62,-5.09,NA,NA,1202.746222,-4.76,1373.8232,-4.86,1456.938667,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.81,NA,-4.74
1927.54,-5.01,NA,NA,1202.794333,-4.61,1373.9098,-4.8,1457.010833,-4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.85,NA,-5.04
1927.46,-4.95,NA,NA,1202.842444,-4.75,1373.9964,-4.87,1457.083,-4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.89,NA,-5.14
1927.37,-4.86,NA,NA,1202.890556,-4.65,1374.083,-4.76,1457.164,-4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.93,NA,-5.03
1927.29,-4.77,NA,NA,1202.938667,-4.6,1374.1397,-4.85,1457.245,-4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938.97,NA,-5.02
1927.2,-4.71,NA,NA,1202.986778,-4.63,1374.1964,-4.83,1457.326,-4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,NA,-4.88
1927.13,-4.69,NA,NA,1203.034889,-4.67,1374.2531,-4.87,1457.407,-4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.04,NA,-4.93
1927.04,-4.7,NA,NA,1203.083,-4.56,1374.3098,-4.91,1457.488,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.09,NA,-4.88
1926.96,-4.76,NA,NA,1203.146,-4.61,1374.3665,-4.76,1457.569,-4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.13,NA,-4.86
1926.87,-4.91,NA,NA,1203.209,-4.65,1374.4232,-4.83,1457.65,-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.17,NA,-4.98
1926.79,-4.72,NA,NA,1203.272,-4.65,1374.4799,-4.93,1457.704125,-5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.21,NA,-4.85
1926.71,-4.74,NA,NA,1203.335,-4.83,1374.5366,-4.97,1457.75825,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.26,NA,-4.69
1926.62,-4.74,NA,NA,1203.398,-4.78,1374.5933,-5,1457.812375,-5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.3,NA,-4.62
1926.54,-4.75,NA,NA,1203.461,-4.81,1374.65,-5.11,1457.8665,-5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.35,NA,-4.7
1926.46,-4.81,NA,NA,1203.524,-4.81,1374.75825,-4.81,1457.920625,-5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.39,NA,-4.69
1926.37,-4.87,NA,NA,1203.587,-4.77,1374.8665,-4.74,1457.97475,-4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.43,NA,-4.76
1926.29,-4.88,NA,NA,1203.65,-4.86,1374.97475,-4.79,1458.028875,-4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.48,NA,-4.71
1926.2,-4.76,NA,NA,1203.722167,-4.83,1375.083,-4.67,1458.083,-4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.52,NA,-4.75
1926.13,-4.64,NA,NA,1203.794333,-4.84,1375.153875,-4.8,1458.146,-4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.57,NA,-4.72
1926.04,-4.62,NA,NA,1203.8665,-4.8,1375.22475,-4.79,1458.209,-5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.61,NA,-4.73
1925.96,-4.65,NA,NA,1203.938667,-4.651,1375.295625,-4.8,1458.272,-5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.65,NA,-4.69
1925.88,-4.78,NA,NA,1204.010833,-4.65,1375.3665,-4.85,1458.335,-5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.7,NA,-4.87
1925.79,-4.98,NA,NA,1204.083,-4.63,1375.437375,-4.99,1458.398,-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.75,NA,-4.8
1925.71,-5.1,NA,NA,1204.146,-4.69,1375.50825,-4.9,1458.461,-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.8,NA,-4.87
1925.62,-5.06,NA,NA,1204.209,-4.72,1375.579125,-4.83,1458.524,-5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.85,NA,-4.92
1925.54,-4.86,NA,NA,1204.272,-4.76,1375.65,-5.04,1458.587,-5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.89,NA,-4.96
1925.46,-4.85,NA,NA,1204.335,-4.74,1375.7366,-4.89,1458.65,-5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.94,NA,-4.86
1925.37,-4.83,NA,NA,1204.398,-4.79,1375.8232,-4.72,1458.7366,-5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939.99,NA,-4.89
1925.29,-4.69,NA,NA,1204.461,-4.81,1375.9098,-4.68,1458.8232,-5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.04,NA,-4.88
1925.2,-4.58,NA,NA,1204.524,-4.91,1375.9964,-4.65,1458.9098,-5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.08,NA,-4.81
1925.13,-4.59,NA,NA,1204.587,-4.92,1376.083,-4.66,1458.9964,-4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.12,NA,-4.92
1925.04,-4.6,NA,NA,1204.65,-4.95,1376.1964,-4.91,1459.083,-4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.16,NA,-4.8
1924.96,-4.58,NA,NA,1204.698111,-4.88,1376.3098,-4.66,1459.1397,-4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.2,NA,-4.82
1924.88,-4.66,NA,NA,1204.746222,-4.91,1376.4232,-4.74,1459.1964,-5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.24,NA,-4.79
1924.79,-4.69,NA,NA,1204.794333,-4.9,1376.5366,-4.68,1459.2531,-5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.27,NA,-4.91
1924.71,-4.87,NA,NA,1204.842444,-4.85,1376.65,-4.84,1459.3098,-5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.31,NA,-4.8
1924.62,-4.99,NA,NA,1204.890556,-4.81,1376.722167,-4.75,1459.3665,-5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.35,NA,-4.88
1924.54,-4.87,NA,NA,1204.938667,-4.81,1376.794333,-4.73,1459.4232,-5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.39,NA,-4.94
1924.46,-4.77,NA,NA,1204.986778,-4.86,1376.8665,-4.75,1459.4799,-5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.43,NA,-4.86
1924.37,-4.77,NA,NA,1205.034889,-4.76,1376.938667,-4.74,1459.5366,-4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.46,NA,-5.02
1924.29,-4.8,NA,NA,1205.083,-4.75,1377.010833,-4.66,1459.5933,-4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.5,NA,-4.93
1924.21,-4.76,NA,NA,1205.1964,-4.83,1377.083,-4.52,1459.65,-5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.54,NA,-4.99
1924.13,-4.7,NA,NA,1205.3098,-4.78,1377.164,-4.63,1459.711857,-5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.58,NA,-5.24
1924.04,-4.73,NA,NA,1205.4232,-4.91,1377.245,-4.76,1459.773714,-5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.62,NA,-5.15
1923.96,-4.78,NA,NA,1205.5366,-4.89,1377.326,-4.78,1459.835571,-5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.66,NA,-5.13
1923.87,-4.84,NA,NA,1205.65,-4.91,1377.407,-4.69,1459.897429,-4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.72,NA,-5.26
1923.79,-4.95,NA,NA,1205.722167,-4.841,1377.488,-4.66,1459.959286,-4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.78,NA,-5.2
1923.71,-5.1,NA,NA,1205.794333,-4.88,1377.569,-4.65,1460.021143,-4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.84,NA,-5.26
1923.62,-5.21,NA,NA,1205.8665,-4.719,1377.65,-4.76,1460.083,-4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.9,NA,-5.08
1923.54,-4.99,NA,NA,1205.938667,-4.63,1377.7366,-4.63,1460.1964,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940.96,NA,-5.01
1923.46,-4.9,NA,NA,1206.010833,-4.63,1377.8232,-4.67,1460.3098,-5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.02,NA,-4.96
1923.37,-4.87,NA,NA,1206.083,-4.61,1377.9098,-4.59,1460.4232,-5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.09,NA,-4.93
1923.29,-4.74,NA,NA,1206.146,-4.81,1377.9964,-4.5,1460.5366,-4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.15,NA,-4.92
1923.2,-4.73,NA,NA,1206.209,-4.78,1378.083,-4.45,1460.65,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.23,NA,-4.84
1923.13,-4.66,NA,NA,1206.272,-4.893,1378.1397,-4.5,1460.722167,-4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.3,NA,-4.7
1923.04,-4.67,NA,NA,1206.335,-4.95,1378.1964,-4.53,1460.794333,-4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.37,NA,-4.66
1922.96,-4.65,NA,NA,1206.398,-5.01,1378.2531,-4.59,1460.8665,-4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.44,NA,-4.76
1922.87,-4.72,NA,NA,1206.461,-5.216,1378.3098,-4.59,1460.938667,-4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.51,NA,-4.66
1922.79,-4.74,NA,NA,1206.524,-5.176,1378.3665,-4.66,1461.010833,-4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.58,NA,-4.59
1922.71,-4.75,NA,NA,1206.587,-5.088,1378.4232,-4.76,1461.083,-4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.66,NA,-4.61
1922.62,-4.75,NA,NA,1206.65,-5.18,1378.4799,-4.66,1461.146,-4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.71,NA,-4.66
1922.54,-4.71,NA,NA,1206.6933,-4.72,1378.5366,-4.77,1461.209,-4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.78,NA,-4.69
1922.46,-4.7,NA,NA,1206.7366,-4.61,1378.5933,-4.69,1461.272,-4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.84,NA,-4.75
1922.37,-4.76,NA,NA,1206.7799,-4.64,1378.65,-4.78,1461.335,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.9,NA,-4.83
1922.29,-4.74,NA,NA,1206.8232,-4.73,1378.794333,-4.69,1461.398,-4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941.96,NA,-4.72
1922.2,-4.67,NA,NA,1206.8665,-4.69,1378.938667,-4.74,1461.461,-4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.02,NA,-4.79
1922.13,-4.62,NA,NA,1206.9098,-4.66,1379.083,-4.58,1461.524,-4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.09,NA,-4.79
1922.04,-4.62,NA,NA,1206.9531,-4.55,1379.146,-4.69,1461.587,-4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.12,NA,-4.61
1921.96,-4.61,NA,NA,1206.9964,-4.622,1379.209,-4.68,1461.65,-4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.16,NA,-4.56
1921.88,-4.64,NA,NA,1207.0397,-4.61,1379.272,-4.77,1461.7366,-4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.2,NA,-4.6
1921.79,-4.71,NA,NA,1207.083,-4.34,1379.335,-4.77,1461.8232,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.23,NA,-4.69
1921.71,-4.87,NA,NA,1207.1397,-4.432,1379.398,-4.76,1461.9098,-5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.27,NA,-4.59
1921.62,-4.93,NA,NA,1207.1964,-4.73,1379.461,-4.82,1461.9964,-4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.31,NA,-4.53
1921.54,-4.81,NA,NA,1207.2531,-4.42,1379.524,-4.84,1462.083,-4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.35,NA,-4.56
1921.46,-4.89,NA,NA,1207.3098,-4.52,1379.587,-4.88,1462.1775,-4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.39,NA,-4.6
1921.37,-4.75,NA,NA,1207.3665,-4.65,1379.65,-4.96,1462.272,-4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.42,NA,-4.59
1921.29,-4.64,NA,NA,1207.4232,-4.68,1379.6933,-4.92,1462.3665,-4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.46,NA,-4.51
1921.2,-4.67,NA,NA,1207.4799,-4.65,1379.7366,-4.92,1462.461,-4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.5,NA,-4.65
1921.13,-4.56,NA,NA,1207.5366,-4.66,1379.7799,-4.95,1462.5555,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.54,NA,-4.6
1921.04,-4.64,NA,NA,1207.5933,-4.7,1379.8232,-4.97,1462.65,-4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.58,NA,-4.71
1920.96,-4.66,NA,NA,1207.65,-4.74,1379.8665,-4.95,1462.711857,-4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.61,NA,-4.73
1920.88,-4.74,NA,NA,1207.794333,-4.71,1379.9098,-4.88,1462.773714,-4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.66,NA,-4.64
1920.79,-4.72,NA,NA,1207.938667,-4.62,1379.9531,-4.76,1462.835571,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.69,NA,-4.69
1920.71,-4.79,NA,NA,1208.083,-4.479,1379.9964,-4.73,1462.897429,-4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.72,NA,-4.71
1920.62,-4.8,NA,NA,1208.1397,-4.55,1380.0397,-4.83,1462.959286,-4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.76,NA,-4.64
1920.54,-4.78,NA,NA,1208.1964,-4.55,1380.083,-4.67,1463.021143,-4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.8,NA,-4.69
1920.46,-4.84,NA,NA,1208.2531,-4.54,1380.1397,-4.66,1463.083,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.83,NA,-4.55
1920.37,-4.8,NA,NA,1208.3098,-4.57,1380.1964,-4.73,1463.1775,-4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.87,NA,-4.62
1920.29,-4.68,NA,NA,1208.3665,-4.55,1380.2531,-4.81,1463.272,-4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.9,NA,-4.74
1920.21,-4.77,NA,NA,1208.4232,-4.64,1380.3098,-4.96,1463.3665,-4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.94,NA,-4.71
1920.13,-4.74,NA,NA,1208.4799,-4.74,1380.3665,-4.83,1463.461,-4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.97,NA,-4.77
1920.04,-4.69,NA,NA,1208.5366,-4.675,1380.4232,-4.87,1463.5555,-4.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.01,NA,-4.85
1919.96,-4.81,NA,NA,1208.5933,-4.71,1380.4799,-4.96,1463.65,-4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.05,NA,-4.91
1919.87,-4.99,NA,NA,1208.65,-4.754,1380.5366,-5.04,1463.6727,-4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.09,NA,-4.83
1919.79,-4.98,NA,NA,1208.75825,-4.762,1380.5933,-5.12,1463.6954,-4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.13,NA,-4.82
1919.71,-5,NA,NA,1208.8665,-4.74,1380.65,-5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.19,NA,-4.84
1919.62,-4.9,NA,NA,1208.97475,-4.69,1380.722167,-5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.24,NA,-4.98
1919.54,-4.9,NA,NA,1209.083,-4.65,1380.794333,-4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.29,NA,-4.93
1919.46,-4.98,NA,NA,1209.164,-4.715,1380.8665,-4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.34,NA,-5.03
1919.37,-4.86,NA,NA,1209.245,-4.81,1380.938667,-4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.39,NA,-4.94
1919.29,-4.68,NA,NA,1209.326,-4.9,1381.010833,-4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.45,NA,-4.88
1919.2,-4.77,NA,NA,1209.407,-4.78,1381.083,-4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.5,NA,-4.94
1919.13,-4.69,NA,NA,1209.488,-4.96,1381.153875,-4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.55,NA,-4.97
1919.04,-4.64,NA,NA,1209.569,-4.98,1381.22475,-4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.6,NA,-4.87
1918.96,-4.81,NA,NA,1209.65,-5.02,1381.295625,-4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.65,NA,-4.84
1918.87,-4.91,NA,NA,1209.794333,-4.95,1381.3665,-4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.69,NA,-4.67
1918.79,-5.07,NA,NA,1209.938667,-4.92,1381.437375,-4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.73,NA,-4.63
1918.71,-5.26,NA,NA,1210.083,-4.72,1381.50825,-4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.76,NA,-4.62
1918.62,-5.31,NA,NA,1210.153875,-4.79,1381.579125,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.8,NA,-4.64
1918.54,-5.22,NA,NA,1210.22475,-4.83,1381.65,-4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.83,NA,-4.63
1918.46,-5.03,NA,NA,1210.295625,-4.87,1381.704125,-4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.87,NA,-4.7
1918.37,-4.86,NA,NA,1210.3665,-4.97,1381.75825,-4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.91,NA,-4.66
1918.29,-4.72,NA,NA,1210.437375,-4.82,1381.812375,-4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.94,NA,-4.68
1918.2,-4.57,NA,NA,1210.50825,-5.02,1381.8665,-4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.98,NA,-4.65
1918.13,-4.58,NA,NA,1210.579125,-4.95,1381.920625,-4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944.01,NA,-4.64
1918.04,-4.49,NA,NA,1210.65,-4.99,1381.97475,-4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944.05,NA,-4.76
1917.96,-4.59,NA,NA,1210.698111,-4.97,1382.028875,-4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944.08,NA,-4.81
1917.88,-4.57,NA,NA,1210.746222,-4.899,1382.083,-4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944.17,NA,-4.81
