year (AD),depth (cm),d18O (permil),d13C (permil)
-76100,NA,-4.58,NA
-76300,NA,-4.92,NA
-76600,NA,-5.2,NA
-76900,NA,-4.98,NA
-77200,NA,-5.58,NA
-77400,NA,-5.66,NA
-77700,NA,-5.73,NA
-78000,NA,-5.81,NA
-78400,NA,-5.65,NA
-78900,NA,-5.1,NA
-79300,NA,-5.41,NA
-79700,NA,-5.54,NA
-80200,NA,-5.22,NA
-80600,NA,-5.06,NA
-81000,NA,-5,NA
-81500,NA,-5.14,NA
-81900,NA,-5.31,NA
-82400,NA,-5.34,NA
-82800,NA,-5.62,NA
-83200,NA,-5.25,NA
-83700,NA,-5.06,NA
-84100,NA,-5.2,NA
-84500,NA,-5.15,NA
-85000,NA,-5.18,NA
-85400,NA,-5,NA
-85800,NA,-5.04,NA
-86170,NA,-4.26,NA
-86330,NA,-4.31,NA
-86480,NA,-4.42,NA
-86640,NA,-4.44,NA
-86800,NA,-4.47,NA
-86869,NA,-4.44,NA
-86950,NA,-4.44,NA
-87110,NA,-4.43,NA
-87270,NA,-4.06,NA
-87430,NA,-4.23,NA
-87590,NA,-4.39,NA
-87740,NA,-4.53,NA
-87900,NA,-4.33,NA
-88020,NA,-4.47,NA
-88380,NA,NA,NA
-88530,NA,-4.41,NA
-88690,NA,-4.54,NA
-88850,NA,-4.4,NA
-89000,NA,-4.35,NA
-89160,NA,-4.38,NA
-89320,NA,-4.31,NA
-89480,NA,-4.26,NA
-89630,NA,-4.36,NA
-89790,NA,-4.46,NA
-89950,NA,-4.43,NA
-90110,NA,-4.28,NA
-90260,NA,-4.12,NA
-90420,NA,-4.3,NA
-90580,NA,-4.43,NA
-90730,NA,-4.38,NA
-90890,NA,-4.5,NA
-91050,NA,-4.51,NA
-91210,NA,NA,NA
-91360,NA,-4.35,NA
-91520,NA,-4.36,NA
-91680,NA,-4.19,NA
-91830,NA,-4.08,NA
-91990,NA,-4.07,NA
-92150,NA,-4.04,NA
-92310,NA,-4.05,NA
-92460,NA,-4.04,NA
-92620,NA,-4.13,NA
-92780,NA,-4.21,NA
-92940,NA,-4.2,NA
-93090,NA,-4.29,NA
-93250,NA,-4.37,NA
-93400,NA,-4.44,NA
-93560,NA,-4.54,NA
-93720,NA,-4.32,NA
-93880,NA,-4.27,NA
-94100,NA,-4.16,NA
-94400,NA,-4.28,NA
-94800,NA,-4.2,NA
-95100,NA,-4.15,NA
-95500,NA,-4.29,NA
-95900,NA,-4.2,NA
-96200,NA,-4.43,NA
-96600,NA,-4.1,NA
-96900,NA,-4.41,NA
-97300,NA,-4.23,NA
-97600,NA,-4.24,NA
-98000,NA,-4.14,NA
-98090,NA,-4.1,NA
-98180,NA,-4.27,NA
-98210,NA,-5.5,NA
-98340,NA,-5.57,NA
-98460,NA,-4.73,NA
-98590,NA,-4.51,NA
-98720,NA,-4.75,NA
-98840,NA,-4.9,NA
-98970,NA,-5.48,NA
-99100,NA,-5.73,NA
-99220,NA,-5.49,NA
-99350,NA,-5.65,NA
-99480,NA,-5.78,NA
-99600,NA,-5.93,NA
-99730,NA,-6.23,NA
-99860,NA,-5.71,NA
-99980,NA,-5.79,NA
-100110,NA,-5.41,NA
-100240,NA,-5.33,NA
-100360,NA,-5.44,NA
-100490,NA,-5.37,NA
-100620,NA,-5.69,NA
-100740,NA,-5.49,NA
-100870,NA,-6.01,NA
-101000,NA,-6,NA
-101120,NA,-5.43,NA
-101250,NA,-5.32,NA
-101380,NA,-5.5,NA
-101500,NA,-5.47,NA
-101630,NA,-4.82,NA
-101760,NA,-5.02,NA
-101890,NA,-4.84,NA
-102160,NA,-4.7,NA
-102420,NA,-4.71,NA
-102690,NA,-4.88,NA
-102950,NA,-4.9,NA
-103220,NA,-4.62,NA
-103480,NA,-4.2,NA
-103740,NA,-5.19,NA
-104000,NA,-5.1,NA
-104270,NA,-6.44,NA
-104540,NA,-6.95,NA
-104800,NA,-6.99,NA
-105060,NA,-5.92,NA
-105330,NA,-6.15,NA
-105590,NA,-5.51,NA
-105860,NA,-5.51,NA
-106120,NA,-5.43,NA
-106390,NA,-5.16,NA
-106650,NA,-5.31,NA
-106910,NA,-4.91,NA
-107180,NA,-4.66,NA
-107440,NA,-4.45,NA
-107920,NA,-4.71,NA
-108500,NA,-4.74,NA
-109080,NA,-4.84,NA
-109670,NA,-4.82,NA
-110650,NA,-4.58,NA
-110830,NA,-4.56,NA
-111420,NA,-4.71,NA
-112140,NA,-4.66,NA
-112200,NA,-4.63,NA
-112260,NA,-4.87,NA
-112310,NA,-4.82,NA
-112370,NA,-4.71,NA
-112430,NA,-4.95,NA
-112490,NA,NA,NA
-112550,NA,-4.93,NA
-112610,NA,-4.7,NA
-112660,NA,-4.68,NA
-112720,NA,-4.88,NA
-112780,NA,-4.76,NA
-112840,NA,-4.78,NA
-112900,NA,-4.85,NA
-112960,NA,-4.87,NA
-113010,NA,-4.97,NA
-113070,NA,-5.09,NA
-113130,NA,-4.81,NA
-113190,NA,-5.01,NA
-113250,NA,-4.8,NA
-113310,NA,-4.95,NA
-113360,NA,-5.14,NA
-113420,NA,-5.05,NA
-113480,NA,-5.17,NA
-113540,NA,-5.06,NA
-113600,NA,-5.04,NA
-113670,NA,-5.06,NA
-113710,NA,-5.06,NA
-113770,NA,-4.9,NA
-113830,NA,-5.08,NA
-113890,NA,-4.99,NA
-113950,NA,-5.03,NA
-114000,NA,-4.89,NA
-114060,NA,-4.89,NA
-114120,NA,-4.5,NA
-114180,NA,-4.85,NA
-114240,NA,-4.89,NA
-114300,NA,-4.91,NA
-114350,NA,-5,NA
-114410,NA,-5.13,NA
-114470,NA,-5.1,NA
-114530,NA,-4.98,NA
-114590,NA,-5.17,NA
-114650,NA,-5.19,NA
-114700,NA,-5.06,NA
-114760,NA,-5.07,NA
-114820,NA,-5.07,NA
-114880,NA,-5.15,NA
-114940,NA,-5.14,NA
-115000,NA,-5.24,NA
-115050,NA,-5.2,NA
-115110,NA,-5.21,NA
-115170,NA,-5.15,NA
-115230,NA,-5.13,NA
-115290,NA,-5.2,NA
-115350,NA,-5.11,NA
-115400,NA,-5.23,NA
-115460,NA,-5.25,NA
-115520,NA,-5.24,NA
-115580,NA,-5.15,NA
-115640,NA,-5.13,NA
-115700,NA,-5.22,NA
-115740,NA,-5.21,NA
-115810,NA,-5.06,NA
-115870,NA,-5.1,NA
-115930,NA,-5.35,NA
-115990,NA,-5.34,NA
-116050,NA,-5.32,NA
-116100,NA,-5.21,NA
-116170,NA,-5.04,NA
-116220,NA,-5.17,NA
-116280,NA,-5.37,NA
-116340,NA,-5.46,NA
-116400,NA,-5.4,NA
-116450,NA,-5.42,NA
-116510,NA,-5.39,NA
-116570,NA,-5.23,NA
-116630,NA,-5.1,NA
-116690,NA,-5.14,NA
-116750,NA,-4.99,NA
-117500,NA,-7,NA
-118000,NA,-7.01,NA
-118500,NA,-7.8,NA
-118970,NA,-7.63,NA
-119600,NA,-8.04,NA
-120300,NA,-8.15,NA
-120900,NA,-7.96,NA
-121500,NA,-8.3,NA
-122200,NA,-8.24,NA
-122800,NA,-8.34,NA
-123500,NA,-8.29,NA
-124100,NA,-8.29,NA
-124700,NA,-8.25,NA
-125400,NA,-7.85,NA
-126000,NA,-7.64,NA
-126000,NA,-7.21,NA
-126060,NA,-7.55,NA
-126130,NA,-7.19,NA
-126190,NA,-6.23,NA
-126250,NA,-6.41,NA
-126310,NA,-6.24,NA
-126380,NA,-5.67,NA
-126440,NA,-5.86,NA
-126500,NA,-5.7,NA
-126560,NA,-5.3,NA
-126630,NA,-5.2,NA
-126690,NA,-5.36,NA
-126750,NA,-5.43,NA
-126810,NA,-5.65,NA
-126880,NA,-5.44,NA
-127000,NA,-5.69,NA
-127480,NA,-5.77,NA
-127900,NA,-5.66,NA
-128300,NA,-5.41,NA
-128750,NA,-5.4,NA
-129170,NA,-5.6,NA
-129590,NA,-5.44,NA
-130000,NA,-5.15,NA
-130400,NA,-4.77,NA
-130870,NA,-5.57,NA
-131290,NA,-5.23,NA
-131710,NA,-5.5,NA
-132130,NA,-5.3,NA
-132560,NA,-5.01,NA
-132570,NA,-4.8,NA
-132600,NA,-4.75,NA
-132750,NA,-4.79,NA
-132900,NA,-5.36,NA
-133050,NA,-4.6,NA
-133200,NA,-4.39,NA
-133350,NA,-3.79,NA
-133500,NA,-3.74,NA
-133650,NA,-3.65,NA
-133800,NA,-3.18,NA
-133950,NA,-3.54,NA
-134100,NA,-3.28,NA
-134250,NA,-3.29,NA
-134400,NA,-3.39,NA
-134550,NA,-3.52,NA
-134700,NA,-3.18,NA
-134850,NA,-3.24,NA
-135000,NA,-3.51,NA
-135150,NA,-3.57,NA
-135300,NA,-3.75,NA
-135450,NA,-3.58,NA
-135600,NA,-3.59,NA
-135750,NA,-3.72,NA
-135900,NA,-3.67,NA
-136050,NA,-3.51,NA
-136200,NA,-3.78,NA
-136350,NA,-3.9,NA
-136500,NA,-3.27,NA
-136650,NA,-3.39,NA
-136800,NA,-3.3,NA
-136950,NA,-3.16,NA
-137100,NA,-3.52,NA
-137250,NA,-3.39,NA
-137400,NA,-3.38,NA
-137550,NA,-3.15,NA
-137700,NA,-3.39,NA
-137850,NA,-3.26,NA
-138000,NA,-2.97,NA
-138150,NA,-2.91,NA
-138300,NA,-3.67,NA
-138450,NA,-3.55,NA
-138600,NA,-3.31,NA
-138700,NA,-3.09,NA
-138800,NA,-3.4,NA
-138900,NA,-3.29,NA
-139000,NA,-3.46,NA
-139100,NA,-3.43,NA
-139200,NA,-3.2,NA
-139300,NA,-3.13,NA
-139400,NA,-3.21,NA
-139500,NA,-3.21,NA
-139600,NA,-3.24,NA
-139700,NA,-3.24,NA
-139800,NA,-3.58,NA
-139900,NA,-3.46,NA
-140000,NA,-3.4,NA
-140100,NA,-3.31,NA
-140200,NA,-3.41,NA
-140300,NA,-3.55,NA
-140400,NA,-3.47,NA
-140500,NA,-3.52,NA
-140600,NA,-3.75,NA
-140700,NA,-3.77,NA
-140800,NA,-3.9,NA
-140900,NA,-4.05,NA
-141000,NA,-4.07,NA
-141100,NA,-4.01,NA
-141200,NA,-4.17,NA
-141300,NA,-4.14,NA
-141400,NA,-3.99,NA
-141500,NA,-4.04,NA
-141600,NA,-4.14,NA
-141700,NA,-4.38,NA
-141800,NA,-4.41,NA
-141900,NA,-4.29,NA
-142000,NA,-4.78,NA
-142100,NA,-5.15,NA
-142200,NA,-4.82,NA
-142300,NA,-4.89,NA
-142400,NA,-4.86,NA
-142500,NA,-4.8,NA
-142600,NA,-5.01,NA
-142700,NA,-5.07,NA
-142900,NA,-5.11,NA
-143000,NA,-4.88,NA
-143200,NA,-4.71,NA
-143350,NA,NA,NA
-143500,NA,-4.38,NA
-143650,NA,-4.42,NA
-143800,NA,-4.12,NA
-143930,NA,-4.22,NA
-144100,NA,-4.29,NA
-144230,NA,-4.41,NA
-144380,NA,-4.47,NA
-144500,NA,-4.63,NA
-144670,NA,-4.25,NA
-144820,NA,-4.46,NA
-144970,NA,-4.32,NA
-145120,NA,-4.69,NA
-145260,NA,-4.44,NA
-145420,NA,-4.51,NA
-145560,NA,-4.93,NA
-145710,NA,-4.74,NA
-145860,NA,-4.84,NA
-146000,NA,-4.47,NA
-146150,NA,-4.61,NA
-146300,NA,-4.73,NA
-146450,NA,-5.16,NA
-146600,NA,-5.06,NA
-146750,NA,-5.05,NA
-146900,NA,-5.15,NA
-147050,NA,-4.94,NA
-147200,NA,-5.29,NA
-147350,NA,-5.34,NA
-147500,NA,-5.47,NA
-147630,NA,-5.26,NA
-147780,NA,-4.88,NA
-147930,NA,-4.57,NA
-148080,NA,-4.35,NA
-148220,NA,-4.61,NA
-148370,NA,-4.34,NA
-148520,NA,-4.56,NA
-148670,NA,-5.19,NA
-148820,NA,-4.38,NA
-148960,NA,-5.32,NA
-149110,NA,-5.54,NA
-149260,NA,-5.36,NA
-149410,NA,-5.5,NA
-149560,NA,-5.81,NA
-149700,NA,-5.94,NA
-149850,NA,-5.62,NA
-150000,NA,-5.93,NA
-150400,NA,-6.15,NA
-150800,NA,-5.87,NA
-151200,NA,-5.77,NA
-151600,NA,-5.49,NA
-152000,NA,-5.55,NA
-152400,NA,-5.79,NA
-152800,NA,-5.49,NA
-153200,NA,-5.55,NA
-153600,NA,-4.09,NA
-154000,NA,-3.48,NA
-154400,NA,-3.12,NA
-154800,NA,-2.93,NA
-155200,NA,-3.07,NA
-155600,NA,-3.1,NA
-156000,NA,-3.24,NA
-156400,NA,-3.22,NA
-156800,NA,-3.1,NA
-157200,NA,-3.13,NA
-157500,NA,-3.16,NA
-157900,NA,-3.29,NA
-158300,NA,-3.63,NA
-158700,NA,-3.1,NA
-159100,NA,-3.46,NA
-159500,NA,-3.07,NA
-159900,NA,-3.15,NA
-160300,NA,-3.05,NA
-160700,NA,-3.2,NA
-161100,NA,-3.36,NA
-161500,NA,-4.22,NA
-161900,NA,-3.9,NA
-162300,NA,-3.93,NA
-162700,NA,-3.82,NA
-163100,NA,-4.31,NA
-163500,NA,-3.69,NA
-164000,NA,-3.76,NA
-164650,NA,-3.78,NA
-165000,NA,-3.96,NA
-166000,NA,-3.42,NA
-167100,NA,-3.77,NA
-168000,NA,-3.9,NA
-168500,NA,-3.69,NA
-169000,NA,-3.65,NA
-169500,NA,-3.49,NA
-170000,NA,-3.43,NA
-170500,NA,-3.27,NA
-171000,NA,-3.23,NA
-172000,NA,-3.32,NA
-173000,NA,-3.16,NA
-174000,NA,-3.57,NA
-174500,NA,-4.11,NA
-175000,NA,-4.07,NA
-175500,NA,-5.48,NA
-176000,NA,-5.72,NA
-176300,NA,-5.71,NA
-176500,NA,-5.56,NA
-177000,NA,-5.52,NA
-177500,NA,-5.49,NA
-178000,NA,-5.46,NA
-178500,NA,-5.37,NA
-178700,NA,-4.98,NA
-178900,NA,-4.04,NA
-179100,NA,-4.03,NA
-179400,NA,-4.42,NA
-179600,NA,-3.55,NA
-180000,NA,-3.38,NA
-182000,NA,-3.04,NA
