year (AD) [1-1],d18O (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1],year (AD) [3-1],d18O (permil) [3-1]
NA,NA,NA,NA,1950.71,-5.61
NA,NA,NA,NA,1950.63,-5.69
NA,NA,NA,NA,1950.54,-5.55
NA,NA,NA,NA,1950.46,-5.53
NA,NA,NA,NA,1950.38,-5.59
NA,NA,NA,NA,1950.29,-5.56
NA,NA,NA,NA,1950.21,-5.46
NA,NA,NA,NA,1950.13,-5.33
NA,NA,NA,NA,1950.04,-5.33
NA,NA,NA,NA,1949.96,-5.31
NA,NA,NA,NA,1949.88,-5.28
NA,NA,NA,NA,1949.79,-5.3
NA,NA,NA,NA,1949.71,-5.32
NA,NA,NA,NA,1949.63,-5.35
NA,NA,NA,NA,1949.54,-5.37
NA,NA,NA,NA,1949.46,-5.54
NA,NA,NA,NA,1949.38,-5.73
NA,NA,NA,NA,1949.29,-5.55
NA,NA,NA,NA,1949.21,-5.5
NA,NA,NA,NA,1949.13,-5.38
NA,NA,NA,NA,1949.04,-5.4
NA,NA,NA,NA,1948.96,-5.34
NA,NA,NA,NA,1948.88,-5.66
NA,NA,NA,NA,1948.79,-5.68
NA,NA,NA,NA,1948.71,-5.48
NA,NA,NA,NA,1948.63,-5.44
NA,NA,NA,NA,1948.54,-5.42
NA,NA,NA,NA,1948.46,-5.38
NA,NA,NA,NA,1948.38,-5.41
NA,NA,NA,NA,1948.29,-5.44
NA,NA,NA,NA,1948.21,-5.5
NA,NA,NA,NA,1948.13,-5.52
NA,NA,NA,NA,1948.04,-5.27
NA,NA,NA,NA,1947.96,-5.29
NA,NA,NA,NA,1947.88,-5.36
NA,NA,NA,NA,1947.79,-5.4
NA,NA,NA,NA,1947.71,-5.43
NA,NA,NA,NA,1947.63,-5.46
NA,NA,NA,NA,1947.54,-5.5
NA,NA,NA,NA,1947.46,-5.59
NA,NA,NA,NA,1947.38,-5.74
NA,NA,NA,NA,1947.29,-5.52
NA,NA,NA,NA,1947.21,-5.55
NA,NA,NA,NA,1947.13,-5.39
NA,NA,NA,NA,1947.04,-5.32
NA,NA,NA,NA,1946.96,-5.39
NA,NA,NA,NA,1946.88,-5.48
NA,NA,NA,NA,1946.79,-5.53
NA,NA,NA,NA,1946.71,-5.57
NA,NA,NA,NA,1946.63,-5.59
NA,NA,NA,NA,1946.54,-5.55
NA,NA,NA,NA,1946.46,-5.59
NA,NA,NA,NA,1946.38,-5.72
NA,NA,NA,NA,1946.29,-5.62
NA,NA,NA,NA,1946.21,-5.64
NA,NA,NA,NA,1946.13,-5.51
NA,NA,NA,NA,1946.04,-5.48
NA,NA,NA,NA,1945.96,-5.49
NA,NA,NA,NA,1945.88,-5.51
NA,NA,NA,NA,1945.79,-5.54
NA,NA,NA,NA,1945.71,-5.52
NA,NA,NA,NA,1945.63,-5.5
NA,NA,NA,NA,1945.54,-5.56
NA,NA,NA,NA,1945.46,-5.65
NA,NA,NA,NA,1945.38,-5.62
NA,NA,NA,NA,1945.29,-5.62
NA,NA,NA,NA,1945.21,-5.58
NA,NA,NA,NA,1945.13,-5.38
NA,NA,NA,NA,1945.04,-5.42
NA,NA,NA,NA,1944.96,-5.37
NA,NA,NA,NA,1944.88,-5.38
NA,NA,NA,NA,1944.79,-5.61
NA,NA,NA,NA,1944.71,-5.64
NA,NA,NA,NA,1944.63,-5.58
NA,NA,NA,NA,1944.54,-5.56
NA,NA,NA,NA,1944.46,-5.56
NA,NA,NA,NA,1944.38,-5.58
NA,NA,NA,NA,1944.29,-5.55
NA,NA,NA,NA,1944.21,-5.53
NA,NA,NA,NA,1944.13,-5.55
NA,NA,NA,NA,1944.04,-5.54
NA,NA,NA,NA,1943.96,-5.51
NA,NA,NA,NA,1943.88,-5.54
NA,NA,NA,NA,1943.79,-5.6
NA,NA,NA,NA,1943.71,-5.53
NA,NA,NA,NA,1943.63,-5.61
NA,NA,NA,NA,1943.54,-5.67
NA,NA,NA,NA,1943.46,-5.7
NA,NA,NA,NA,1943.38,-5.74
NA,NA,NA,NA,1943.29,-5.71
NA,NA,NA,NA,1943.21,-5.51
NA,NA,NA,NA,1943.13,-5.44
NA,NA,NA,NA,1943.04,-5.37
NA,NA,NA,NA,1942.96,-5.5
NA,NA,NA,NA,1942.88,-5.71
NA,NA,NA,NA,1942.79,-5.8
NA,NA,NA,NA,1942.71,-5.78
NA,NA,NA,NA,1942.63,-5.71
NA,NA,NA,NA,1942.54,-5.63
NA,NA,NA,NA,1942.46,-5.71
NA,NA,NA,NA,1942.38,-5.8
NA,NA,NA,NA,1942.29,-5.71
NA,NA,NA,NA,1942.21,-5.59
NA,NA,NA,NA,1942.13,-5.61
NA,NA,NA,NA,1942.04,-5.65
NA,NA,NA,NA,1941.96,-5.65
NA,NA,NA,NA,1941.88,-5.65
NA,NA,NA,NA,1941.79,-5.67
NA,NA,NA,NA,1941.71,-5.72
NA,NA,NA,NA,1941.63,-5.71
NA,NA,NA,NA,1941.54,-5.71
NA,NA,NA,NA,1941.46,-5.73
NA,NA,NA,NA,1941.38,-5.7
NA,NA,NA,NA,1941.29,-5.59
NA,NA,NA,NA,1941.21,-5.58
NA,NA,NA,NA,1941.13,-5.57
NA,NA,NA,NA,1941.04,-5.49
NA,NA,NA,NA,1940.96,-5.5
NA,NA,NA,NA,1940.88,-5.49
NA,NA,NA,NA,1940.79,-5.56
NA,NA,NA,NA,1940.71,-5.64
NA,NA,NA,NA,1940.63,-5.64
NA,NA,NA,NA,1940.54,-5.63
NA,NA,NA,NA,1940.46,-5.7
NA,NA,NA,NA,1940.38,-5.78
NA,NA,NA,NA,1940.29,-5.7
NA,NA,NA,NA,1940.21,-5.58
NA,NA,NA,NA,1940.13,-5.47
NA,NA,NA,NA,1940.04,-5.49
NA,NA,NA,NA,1939.96,-5.5
NA,NA,NA,NA,1939.88,-5.52
NA,NA,NA,NA,1939.79,-5.58
NA,NA,NA,NA,1939.71,-5.71
NA,NA,NA,NA,1939.63,-5.7
NA,NA,NA,NA,1939.54,-5.73
NA,NA,NA,NA,1939.46,-5.8
NA,NA,NA,NA,1939.38,-5.85
NA,NA,NA,NA,1939.29,-5.78
NA,NA,NA,NA,1939.21,-5.68
NA,NA,NA,NA,1939.13,-5.59
NA,NA,NA,NA,1939.04,-5.51
NA,NA,NA,NA,1938.96,-5.56
NA,NA,NA,NA,1938.88,-5.45
NA,NA,NA,NA,1938.79,-5.56
NA,NA,NA,NA,1938.71,-5.65
NA,NA,NA,NA,1938.63,-5.66
NA,NA,NA,NA,1938.54,-5.64
NA,NA,NA,NA,1938.46,-5.69
NA,NA,NA,NA,1938.38,-5.84
NA,NA,NA,NA,1938.29,-5.81
NA,NA,NA,NA,1938.21,-5.74
NA,NA,NA,NA,1938.13,-5.66
NA,NA,NA,NA,1938.04,-5.57
NA,NA,NA,NA,1937.96,-5.65
NA,NA,NA,NA,1937.88,-5.67
NA,NA,NA,NA,1937.79,-5.7
NA,NA,NA,NA,1937.71,-5.75
NA,NA,NA,NA,1937.63,-5.81
NA,NA,NA,NA,1937.54,-5.9
NA,NA,NA,NA,1937.46,-5.82
NA,NA,NA,NA,1937.38,-5.76
NA,NA,NA,NA,1937.29,-5.63
NA,NA,NA,NA,1937.21,-5.65
NA,NA,NA,NA,1937.13,-5.73
NA,NA,NA,NA,1937.04,-5.55
NA,NA,NA,NA,1936.96,-5.53
NA,NA,NA,NA,1936.88,-5.54
NA,NA,NA,NA,1936.79,-5.57
NA,NA,NA,NA,1936.71,-5.64
NA,NA,NA,NA,1936.63,-5.58
NA,NA,NA,NA,1936.54,-5.53
NA,NA,NA,NA,1936.46,-5.54
NA,NA,NA,NA,1936.38,-5.58
NA,NA,NA,NA,1936.29,-5.53
NA,NA,NA,NA,1936.21,-5.54
NA,NA,NA,NA,1936.13,-5.57
NA,NA,NA,NA,1936.04,-5.44
NA,NA,NA,NA,1935.96,-5.45
NA,NA,NA,NA,1935.88,-5.44
NA,NA,NA,NA,1935.79,-5.49
NA,NA,NA,NA,1935.71,-5.56
NA,NA,NA,NA,1935.63,-5.54
NA,NA,NA,NA,1935.54,-5.51
NA,NA,NA,NA,1935.46,-5.52
NA,NA,NA,NA,1935.38,-5.59
NA,NA,NA,NA,1935.29,-5.58
NA,NA,NA,NA,1935.21,-5.49
NA,NA,NA,NA,1935.13,-5.48
NA,NA,NA,NA,1935.04,-5.37
NA,NA,NA,NA,1934.96,-5.44
NA,NA,NA,NA,1934.88,-5.5
NA,NA,NA,NA,1934.79,-5.54
NA,NA,NA,NA,1934.71,-5.63
NA,NA,NA,NA,1934.63,-5.63
NA,NA,NA,NA,1934.54,-5.56
NA,NA,NA,NA,1934.46,-5.51
NA,NA,NA,NA,1934.38,-5.63
NA,NA,NA,NA,1934.29,-5.64
NA,NA,NA,NA,1934.21,-5.59
NA,NA,NA,NA,1934.13,-5.51
NA,NA,NA,NA,1934.04,-5.43
NA,NA,NA,NA,1933.96,-5.46
NA,NA,NA,NA,1933.88,-5.55
NA,NA,NA,NA,1933.79,-5.51
NA,NA,NA,NA,1933.71,-5.45
NA,NA,NA,NA,1933.63,-5.57
NA,NA,NA,NA,1933.54,-5.7
NA,NA,NA,NA,1933.46,-5.46
NA,NA,NA,NA,1933.38,-5.5
NA,NA,NA,NA,1933.29,-5.59
NA,NA,NA,NA,1933.21,-5.58
NA,NA,NA,NA,1933.13,-5.49
NA,NA,NA,NA,1933.04,-5.52
NA,NA,NA,NA,1932.96,-5.46
NA,NA,NA,NA,1932.88,-5.55
NA,NA,NA,NA,1932.79,-5.52
NA,NA,NA,NA,1932.71,-5.45
NA,NA,NA,NA,1932.63,-5.53
NA,NA,NA,NA,1932.54,-5.58
NA,NA,NA,NA,1932.46,-5.68
NA,NA,NA,NA,1932.38,-5.56
NA,NA,NA,NA,1932.29,-5.59
NA,NA,NA,NA,1932.21,-5.6
NA,NA,NA,NA,1932.13,-5.52
NA,NA,NA,NA,1932.04,-5.54
NA,NA,NA,NA,1931.96,-5.57
NA,NA,NA,NA,1931.88,-5.6
NA,NA,NA,NA,1931.79,-5.65
NA,NA,NA,NA,1931.71,-5.65
NA,NA,NA,NA,1931.63,-5.64
NA,NA,NA,NA,1931.54,-5.64
NA,NA,NA,NA,1931.46,-5.64
NA,NA,NA,NA,1931.38,-5.66
NA,NA,NA,NA,1931.29,-5.65
NA,NA,NA,NA,1931.21,-5.64
NA,NA,NA,NA,1931.13,-5.6
NA,NA,NA,NA,1931.04,-5.54
NA,NA,NA,NA,1930.96,-5.58
NA,NA,NA,NA,1930.88,-5.58
NA,NA,NA,NA,1930.79,-5.62
NA,NA,NA,NA,1930.71,-5.67
NA,NA,NA,NA,1930.63,-5.71
NA,NA,NA,NA,1930.54,-5.76
NA,NA,NA,NA,1930.46,-5.81
NA,NA,NA,NA,1930.38,-5.81
NA,NA,NA,NA,1930.29,-5.65
NA,NA,NA,NA,1930.21,-5.61
NA,NA,NA,NA,1930.13,-5.62
NA,NA,NA,NA,1930.04,-5.43
NA,NA,NA,NA,1929.96,-5.49
NA,NA,NA,NA,1929.88,-5.48
NA,NA,NA,NA,1929.79,-5.56
NA,NA,NA,NA,1929.71,-5.57
NA,NA,NA,NA,1929.63,-5.58
NA,NA,NA,NA,1929.54,-5.6
NA,NA,NA,NA,1929.46,-5.67
NA,NA,NA,NA,1929.38,-5.7
NA,NA,NA,NA,1929.29,-5.55
NA,NA,NA,NA,1929.21,-5.49
NA,NA,NA,NA,1929.13,-5.54
NA,NA,NA,NA,1929.04,-5.53
NA,NA,NA,NA,1928.96,-5.54
NA,NA,NA,NA,1928.88,-5.62
NA,NA,NA,NA,1928.79,-5.67
NA,NA,NA,NA,1928.71,-5.7
NA,NA,NA,NA,1928.63,-5.71
NA,NA,NA,NA,1928.54,-5.6
NA,NA,NA,NA,1928.46,-5.59
NA,NA,NA,NA,1928.38,-5.71
NA,NA,NA,NA,1928.29,-5.57
NA,NA,NA,NA,1928.21,-5.54
NA,NA,NA,NA,1928.13,-5.59
NA,NA,NA,NA,1928.04,-5.36
NA,NA,NA,NA,1927.96,-5.33
NA,NA,NA,NA,1927.88,-5.6
NA,NA,NA,NA,1927.79,-5.66
NA,NA,NA,NA,1927.71,-5.54
NA,NA,NA,NA,1927.63,-5.54
NA,NA,NA,NA,1927.54,-5.62
NA,NA,NA,NA,1927.46,-5.59
NA,NA,NA,NA,1927.38,-5.66
NA,NA,NA,NA,1927.29,-5.55
NA,NA,NA,NA,1927.21,-5.47
NA,NA,NA,NA,1927.13,-5.44
NA,NA,NA,NA,1927.04,-5.4
NA,NA,NA,NA,1926.96,-5.4
NA,NA,NA,NA,1926.88,-5.52
NA,NA,NA,NA,1926.79,-5.46
NA,NA,NA,NA,1926.71,-5.52
NA,NA,NA,NA,1926.63,-5.54
NA,NA,NA,NA,1926.54,-5.53
NA,NA,NA,NA,1926.46,-5.63
NA,NA,NA,NA,1926.38,-5.7
NA,NA,NA,NA,1926.29,-5.56
NA,NA,NA,NA,1926.21,-5.46
NA,NA,NA,NA,1926.13,-5.41
NA,NA,NA,NA,1926.04,-5.28
NA,NA,NA,NA,1925.96,-5.34
NA,NA,NA,NA,1925.88,-5.5
NA,NA,NA,NA,1925.79,-5.55
NA,NA,NA,NA,1925.71,-5.52
NA,NA,NA,NA,1925.63,-5.55
NA,NA,NA,NA,1925.54,-5.61
NA,NA,NA,NA,1925.46,-5.48
NA,NA,NA,NA,1925.38,-5.57
NA,NA,NA,NA,1925.29,-5.58
NA,NA,NA,NA,1925.21,-5.54
NA,NA,NA,NA,1925.13,-5.48
NA,NA,NA,NA,1925.04,-5.4
NA,NA,NA,NA,1924.96,-5.41
NA,NA,NA,NA,1924.88,-5.42
NA,NA,NA,NA,1924.79,-5.42
NA,NA,NA,NA,1924.71,-5.48
NA,NA,NA,NA,1924.63,-5.49
NA,NA,NA,NA,1924.54,-5.48
NA,NA,NA,NA,1924.46,-5.49
NA,NA,NA,NA,1924.38,-5.58
NA,NA,NA,NA,1924.29,-5.57
NA,NA,NA,NA,1924.21,-5.45
NA,NA,NA,NA,1924.13,-5.46
NA,NA,NA,NA,1924.04,-5.42
NA,NA,NA,NA,1923.96,-5.47
NA,NA,NA,NA,1923.88,-5.53
NA,NA,NA,NA,1923.79,-5.59
NA,NA,NA,NA,1923.71,-5.55
NA,NA,NA,NA,1923.63,-5.48
NA,NA,NA,NA,1923.54,-5.56
NA,NA,NA,NA,1923.46,-5.62
NA,NA,NA,NA,1923.38,-5.66
NA,NA,NA,NA,1923.29,-5.5
NA,NA,NA,NA,1923.21,-5.52
NA,NA,NA,NA,1923.13,-5.45
NA,NA,NA,NA,1923.04,-5.37
NA,NA,NA,NA,1922.96,-5.38
NA,NA,NA,NA,1922.88,-5.4
NA,NA,NA,NA,1922.79,-5.41
NA,NA,NA,NA,1922.71,-5.48
NA,NA,NA,NA,1922.63,-5.53
NA,NA,NA,NA,1922.54,-5.55
NA,NA,NA,NA,1922.46,-5.54
NA,NA,NA,NA,1922.38,-5.54
NA,NA,NA,NA,1922.29,-5.45
NA,NA,NA,NA,1922.21,-5.43
NA,NA,NA,NA,1922.13,-5.37
NA,NA,NA,NA,1922.04,-5.24
NA,NA,NA,NA,1921.96,-5.31
NA,NA,NA,NA,1921.88,-5.35
NA,NA,NA,NA,1921.79,-5.38
NA,NA,NA,NA,1921.71,-5.52
NA,NA,NA,NA,1921.63,-5.51
NA,NA,NA,NA,1921.54,-5.45
NA,NA,NA,NA,1921.46,-5.39
NA,NA,NA,NA,1921.38,-5.47
NA,NA,NA,NA,1921.29,-5.43
NA,NA,NA,NA,1921.21,-5.35
NA,NA,NA,NA,1921.13,-5.34
NA,NA,NA,NA,1921.04,-5.25
NA,NA,NA,NA,1920.96,-5.49
NA,NA,NA,NA,1920.88,-5.62
NA,NA,NA,NA,1920.79,-5.6
NA,NA,NA,NA,1920.71,-5.56
NA,NA,NA,NA,1920.63,-5.47
NA,NA,NA,NA,1920.54,-5.48
NA,NA,NA,NA,1920.46,-5.58
NA,NA,NA,NA,1920.38,-5.67
NA,NA,NA,NA,1920.29,-5.57
NA,NA,NA,NA,1920.21,-5.57
NA,NA,NA,NA,1920.13,-5.55
NA,NA,NA,NA,1920.04,-5.36
NA,NA,NA,NA,1919.96,-5.44
NA,NA,NA,NA,1919.88,-5.67
NA,NA,NA,NA,1919.79,-5.69
NA,NA,NA,NA,1919.71,-5.63
NA,NA,NA,NA,1919.63,-5.65
NA,NA,NA,NA,1919.54,-5.61
NA,NA,NA,NA,1919.46,-5.69
NA,NA,NA,NA,1919.38,-5.81
NA,NA,NA,NA,1919.29,-5.72
NA,NA,NA,NA,1919.21,-5.61
NA,NA,NA,NA,1919.13,-5.45
NA,NA,NA,NA,1919.04,-5.3
NA,NA,NA,NA,1918.96,-5.34
NA,NA,NA,NA,1918.88,-5.51
NA,NA,NA,NA,1918.79,-5.72
NA,NA,NA,NA,1918.71,-5.74
NA,NA,NA,NA,1918.63,-5.79
NA,NA,NA,NA,1918.54,-5.78
NA,NA,NA,NA,1918.46,-5.71
NA,NA,NA,NA,1918.38,-5.69
NA,NA,NA,NA,1918.29,-5.66
NA,NA,NA,NA,1918.21,-5.57
NA,NA,NA,NA,1918.13,-5.35
NA,NA,NA,NA,1918.04,-5.36
NA,NA,NA,NA,1917.96,-5.41
NA,NA,NA,NA,1917.88,-5.33
NA,NA,NA,NA,1917.79,-5.26
NA,NA,NA,NA,1917.71,-5.34
NA,NA,NA,NA,1917.63,-5.46
NA,NA,NA,NA,1917.54,-5.41
NA,NA,NA,NA,1917.46,-5.45
NA,NA,NA,NA,1917.38,-5.44
NA,NA,NA,NA,1917.29,-5.47
NA,NA,NA,NA,1917.21,-5.4
NA,NA,NA,NA,1917.13,-5.3
NA,NA,NA,NA,1917.04,-5.42
NA,NA,NA,NA,1916.96,-5.28
NA,NA,NA,NA,1916.88,-5.36
NA,NA,NA,NA,1916.79,-5.37
NA,NA,NA,NA,1916.71,-5.35
NA,NA,NA,NA,1916.63,-5.43
NA,NA,NA,NA,1916.54,-5.41
NA,NA,NA,NA,1916.46,-5.44
NA,NA,NA,NA,1916.38,-5.47
NA,NA,NA,NA,1916.29,-5.5
NA,NA,NA,NA,1916.21,-5.47
NA,NA,NA,NA,1916.13,-5.4
NA,NA,NA,NA,1916.04,-5.42
NA,NA,NA,NA,1915.96,-5.45
NA,NA,NA,NA,1915.88,-5.54
NA,NA,NA,NA,1915.79,-5.62
NA,NA,NA,NA,1915.71,-5.52
NA,NA,NA,NA,1915.63,-5.6
NA,NA,NA,NA,1915.54,-5.6
NA,NA,NA,NA,1915.46,-5.51
NA,NA,NA,NA,1915.38,-5.42
NA,NA,NA,NA,1915.29,-5.5
NA,NA,NA,NA,1915.21,-5.57
NA,NA,NA,NA,1915.13,-5.61
NA,NA,NA,NA,1915.04,-5.58
NA,NA,NA,NA,1914.96,-5.6
NA,NA,NA,NA,1914.88,-5.55
NA,NA,NA,NA,1914.79,-5.57
NA,NA,NA,NA,1914.71,-5.62
NA,NA,NA,NA,1914.63,-5.63
NA,NA,NA,NA,1914.54,-5.64
NA,NA,NA,NA,1914.46,-5.71
NA,NA,NA,NA,1914.38,-5.71
NA,NA,NA,NA,1914.29,-5.58
NA,NA,NA,NA,1914.21,-5.57
NA,NA,NA,NA,1914.13,-5.51
NA,NA,NA,NA,1914.04,-5.39
NA,NA,NA,NA,1913.96,-5.38
NA,NA,NA,NA,1913.88,-5.37
NA,NA,NA,NA,1913.79,-5.38
NA,NA,NA,NA,1913.71,-5.42
NA,NA,NA,NA,1913.63,-5.44
NA,NA,NA,NA,1913.54,-5.42
NA,NA,NA,NA,1913.46,-5.51
NA,NA,NA,NA,1913.38,-5.59
NA,NA,NA,NA,1913.29,-5.51
NA,NA,NA,NA,1913.21,-5.45
NA,NA,NA,NA,1913.13,-5.41
NA,NA,NA,NA,1913.04,-5.3
NA,NA,NA,NA,1912.96,-5.39
NA,NA,NA,NA,1912.88,-5.47
NA,NA,NA,NA,1912.79,-5.49
NA,NA,NA,NA,1912.71,-5.44
NA,NA,NA,NA,1912.63,-5.51
NA,NA,NA,NA,1912.54,-5.49
NA,NA,NA,NA,1912.46,-5.41
NA,NA,NA,NA,1912.38,-5.57
NA,NA,NA,NA,1912.29,-5.58
NA,NA,NA,NA,1912.21,-5.56
NA,NA,NA,NA,1912.13,-5.49
NA,NA,NA,NA,1912.04,-5.41
NA,NA,NA,NA,1911.96,-5.39
NA,NA,NA,NA,1911.88,-5.38
NA,NA,NA,NA,1911.79,-5.37
NA,NA,NA,NA,1911.71,-5.44
NA,NA,NA,NA,1911.63,-5.55
NA,NA,NA,NA,1911.54,-5.53
NA,NA,NA,NA,1911.46,-5.53
NA,NA,NA,NA,1911.38,-5.56
NA,NA,NA,NA,1911.29,-5.51
NA,NA,NA,NA,1911.21,-5.38
NA,NA,NA,NA,1911.13,-5.36
NA,NA,NA,NA,1911.04,-5.23
NA,NA,NA,NA,1910.96,-5.26
NA,NA,NA,NA,1910.88,-5.31
NA,NA,NA,NA,1910.79,-5.28
NA,NA,NA,NA,1910.71,-5.3
NA,NA,NA,NA,1910.63,-5.35
NA,NA,NA,NA,1910.54,-5.35
NA,NA,NA,NA,1910.46,-5.36
NA,NA,NA,NA,1910.38,-5.38
NA,NA,NA,NA,1910.29,-5.37
NA,NA,NA,NA,1910.21,-5.38
NA,NA,NA,NA,1910.13,-5.39
NA,NA,NA,NA,1910.04,-5.36
NA,NA,NA,NA,1909.96,-5.37
NA,NA,NA,NA,1909.88,-5.35
NA,NA,NA,NA,1909.79,-5.24
NA,NA,NA,NA,1909.71,-5.17
NA,NA,NA,NA,1909.63,-5.22
NA,NA,NA,NA,1909.54,-5.24
NA,NA,NA,NA,1909.46,-5.28
NA,NA,NA,NA,1909.38,-5.36
NA,NA,NA,NA,1909.29,-5.32
NA,NA,NA,NA,1909.21,-5.29
NA,NA,NA,NA,1909.13,-5.22
NA,NA,NA,NA,1909.04,-5.11
NA,NA,NA,NA,1908.96,-5.36
NA,NA,NA,NA,1908.88,-5.41
NA,NA,NA,NA,1908.79,-5.39
NA,NA,NA,NA,1908.71,-5.39
NA,NA,NA,NA,1908.63,-5.39
NA,NA,NA,NA,1908.54,-5.43
NA,NA,NA,NA,1908.46,-5.41
NA,NA,NA,NA,1908.38,-5.45
NA,NA,NA,NA,1908.29,-5.44
NA,NA,NA,NA,1908.21,-5.4
NA,NA,NA,NA,1908.13,-5.35
NA,NA,NA,NA,1908.04,-5.36
NA,NA,NA,NA,1907.96,-5.36
NA,NA,NA,NA,1907.88,-5.37
NA,NA,NA,NA,1907.79,-5.4
NA,NA,NA,NA,1907.71,-5.44
NA,NA,NA,NA,1907.63,-5.48
NA,NA,NA,NA,1907.54,-5.5
NA,NA,NA,NA,1907.46,-5.54
NA,NA,NA,NA,1907.38,-5.58
NA,NA,NA,NA,1907.29,-5.49
NA,NA,NA,NA,1907.21,-5.55
NA,NA,NA,NA,1907.13,-5.59
NA,NA,NA,NA,1907.04,-5.48
NA,NA,NA,NA,1906.96,-5.49
NA,NA,NA,NA,1906.88,-5.51
NA,NA,NA,NA,1906.79,-5.51
NA,NA,NA,NA,1906.71,-5.52
NA,NA,NA,NA,1906.63,-5.53
NA,NA,NA,NA,1906.54,-5.59
NA,NA,NA,NA,1906.46,-5.68
NA,NA,NA,NA,1906.38,-5.7
NA,NA,NA,NA,1906.29,-5.67
NA,NA,NA,NA,1906.21,-5.63
NA,NA,NA,NA,1906.13,-5.61
NA,NA,NA,NA,1906.04,-5.57
NA,NA,NA,NA,1905.96,-5.53
NA,NA,NA,NA,1905.88,-5.52
NA,NA,NA,NA,1905.79,-5.52
NA,NA,NA,NA,1905.71,-5.52
NA,NA,NA,NA,1905.63,-5.52
NA,NA,NA,NA,1905.54,-5.51
NA,NA,NA,NA,1905.46,-5.51
NA,NA,NA,NA,1905.38,-5.53
NA,NA,NA,NA,1905.29,-5.58
NA,NA,NA,NA,1905.21,-5.62
NA,NA,NA,NA,1905.13,-5.63
NA,NA,NA,NA,1905.04,-5.56
NA,NA,NA,NA,1904.96,-5.48
NA,NA,NA,NA,1904.88,-5.41
NA,NA,NA,NA,1904.79,-5.47
NA,NA,NA,NA,1904.71,-5.54
NA,NA,NA,NA,1904.63,-5.61
NA,NA,NA,NA,1904.54,-5.63
NA,NA,NA,NA,1904.46,-5.66
NA,NA,NA,NA,1904.38,-5.7
NA,NA,NA,NA,1904.29,-5.64
NA,NA,NA,NA,1904.21,-5.59
NA,NA,NA,NA,1904.13,-5.55
NA,NA,NA,NA,1904.04,-5.46
NA,NA,NA,NA,1903.96,-5.54
NA,NA,NA,NA,1903.88,-5.54
NA,NA,NA,NA,1903.79,-5.48
NA,NA,NA,NA,1903.71,-5.5
NA,NA,NA,NA,1903.63,-5.42
NA,NA,NA,NA,1903.54,-5.47
NA,NA,NA,NA,1903.46,-5.6
NA,NA,NA,NA,1903.38,-5.61
NA,NA,NA,NA,1903.29,-5.56
NA,NA,NA,NA,1903.21,-5.46
NA,NA,NA,NA,1903.13,-5.49
NA,NA,NA,NA,1903.04,-5.54
NA,NA,NA,NA,1902.96,-5.54
NA,NA,NA,NA,1902.88,-5.53
NA,NA,NA,NA,1902.79,-5.52
NA,NA,NA,NA,1902.71,-5.54
NA,NA,NA,NA,1902.63,-5.56
NA,NA,NA,NA,1902.54,-5.5
NA,NA,NA,NA,1902.46,-5.59
NA,NA,NA,NA,1902.38,-5.68
NA,NA,NA,NA,1902.29,-5.69
NA,NA,NA,NA,1902.21,-5.57
NA,NA,NA,NA,1902.13,-5.54
NA,NA,NA,NA,1902.04,-5.54
NA,NA,NA,NA,1901.96,-5.49
NA,NA,NA,NA,1901.88,-5.35
NA,NA,NA,NA,1901.79,-5.42
NA,NA,NA,NA,1901.71,-5.5
NA,NA,NA,NA,1901.63,-5.48
NA,NA,NA,NA,1901.54,-5.3
NA,NA,NA,NA,1901.46,-5.4
NA,NA,NA,NA,1901.38,-5.44
NA,NA,NA,NA,1901.29,-5.43
NA,NA,NA,NA,1901.21,-5.39
NA,NA,NA,NA,1901.13,-5.39
NA,NA,NA,NA,1901.04,-5.34
NA,NA,NA,NA,1900.96,-5.43
NA,NA,NA,NA,1900.88,-5.61
NA,NA,NA,NA,1900.79,-5.65
NA,NA,NA,NA,1900.71,-5.53
NA,NA,NA,NA,1900.63,-5.6
NA,NA,NA,NA,1900.54,-5.56
NA,NA,NA,NA,1900.46,-5.59
NA,NA,NA,NA,1900.38,-5.66
NA,NA,NA,NA,1900.29,-5.63
NA,NA,NA,NA,1900.21,-5.53
NA,NA,NA,NA,1900.13,-5.5
NA,NA,NA,NA,1900.04,-5.55
NA,NA,NA,NA,1899.96,-5.59
NA,NA,NA,NA,1899.88,-5.46
NA,NA,NA,NA,1899.79,-5.48
NA,NA,NA,NA,1899.71,-5.6
NA,NA,NA,NA,1899.63,-5.66
NA,NA,NA,NA,1899.54,-5.62
NA,NA,NA,NA,1899.46,-5.61
NA,NA,NA,NA,1899.38,-5.68
NA,NA,NA,NA,1899.29,-5.63
NA,NA,NA,NA,1899.21,-5.59
NA,NA,NA,NA,1899.13,-5.62
NA,NA,NA,NA,1899.04,-5.55
NA,NA,NA,NA,1898.96,-5.5
NA,NA,NA,NA,1898.88,-5.5
NA,NA,NA,NA,1898.79,-5.57
NA,NA,NA,NA,1898.71,-5.6
NA,NA,NA,NA,1898.63,-5.54
NA,NA,NA,NA,1898.54,-5.56
NA,NA,NA,NA,1898.46,-5.57
NA,NA,NA,NA,1898.38,-5.54
NA,NA,NA,NA,1898.29,-5.48
NA,NA,NA,NA,1898.21,-5.42
NA,NA,NA,NA,1898.13,-5.4
NA,NA,NA,NA,1898.04,-5.41
