year (AD) [1-1],depth (m) [1-1],dD (permil) [1-1],year (AD) [1-2],depth (m) [1-2],dD (permil) [1-2]
NA,NA,NA,1490.7,144.45,-233.4
NA,NA,NA,1490.6,144.48,-239.82
NA,NA,NA,1490.4667,144.52,-247.32
NA,NA,NA,1490.3667,144.55,-250.93
NA,NA,NA,1490.2667,144.58,-252.5
NA,NA,NA,1490.1667,144.61,-253.44
NA,NA,NA,1490.0667,144.64,-256.12
NA,NA,NA,1489.9545,144.67,-261.54
NA,NA,NA,1489.8182,144.7,-267.38
NA,NA,NA,1489.6818,144.73,-275.3
NA,NA,NA,1489.5454,144.76,-281.33
NA,NA,NA,1489.4091,144.79,-281.3
NA,NA,NA,1489.2727,144.82,-279.53
NA,NA,NA,1489.1364,144.85,-274.38
NA,NA,NA,1489,144.88,-270.2
NA,NA,NA,1488.88,144.91,-266.29
NA,NA,NA,1488.76,144.94,-268.1
NA,NA,NA,1488.64,144.97,-271.7
NA,NA,NA,1488.52,145,-276.14
NA,NA,NA,1488.4,145.03,-276.79
NA,NA,NA,1488.28,145.06,-275.22
NA,NA,NA,1488.16,145.09,-267.52
NA,NA,NA,1488.04,145.12,-261.73
NA,NA,NA,1487.8823,145.15,-258.77
NA,NA,NA,1487.7059,145.18,-260.45
NA,NA,NA,1487.5294,145.21,-264.68
NA,NA,NA,1487.3529,145.24,-270.23
NA,NA,NA,1487.1765,145.27,-274.01
NA,NA,NA,1487,145.3,-276.12
NA,NA,NA,1486.8929,145.33,-276.02
NA,NA,NA,1486.7857,145.36,-267.36
NA,NA,NA,1486.6786,145.39,-275.19
NA,NA,NA,1486.5714,145.42,-273.72
NA,NA,NA,1486.4643,145.45,-276.03
NA,NA,NA,1486.3571,145.48,-277.51
NA,NA,NA,1486.2143,145.52,-277.91
NA,NA,NA,1486.1071,145.55,-276.88
NA,NA,NA,1486,145.58,-275.54
NA,NA,NA,1485.8636,145.61,-275.8
NA,NA,NA,1485.7273,145.64,-278.39
NA,NA,NA,1485.5909,145.67,-279.51
NA,NA,NA,1485.4545,145.7,-280.32
NA,NA,NA,1485.3182,145.73,-279.55
NA,NA,NA,1485.1818,145.76,-271.86
NA,NA,NA,1485.0454,145.79,-266.41
NA,NA,NA,1484.9167,145.82,-263.28
NA,NA,NA,1484.7917,145.85,-263.05
NA,NA,NA,1484.6667,145.88,-266.1
NA,NA,NA,1484.5417,145.91,-271.92
NA,NA,NA,1484.4167,145.94,-270.69
NA,NA,NA,1484.2917,145.97,-271.42
NA,NA,NA,1484.1667,146,-277.39
NA,NA,NA,1484.0417,146.03,-282.95
NA,NA,NA,1483.7,146.07,-284.56
NA,NA,NA,1483.4,146.1,-285.21
NA,NA,NA,1483,146.14,-284.4
NA,NA,NA,1482.9032,146.17,-285.36
NA,NA,NA,1482.7742,146.21,-286.62
NA,NA,NA,1482.6774,146.24,-287.98
NA,NA,NA,1482.5484,146.28,-282.85
NA,NA,NA,1482.4516,146.31,-276.09
NA,NA,NA,1482.3548,146.34,-269.04
NA,NA,NA,1482.2258,146.38,-268.41
NA,NA,NA,1482.129,146.41,-266.9
NA,NA,NA,1482,146.45,-268.91
NA,NA,NA,1481.8421,146.48,-271.05
NA,NA,NA,1481.6316,146.52,-272.83
NA,NA,NA,1481.4737,146.55,-271.45
NA,NA,NA,1481.2632,146.59,-271.2
NA,NA,NA,1481.1053,146.62,-271
NA,NA,NA,1480.7917,146.69,-276.68
NA,NA,NA,1480.6667,146.72,-278
NA,NA,NA,1480.5,146.76,-271
NA,NA,NA,1480.2083,146.83,-260.17
NA,NA,NA,1480.0833,146.86,-258.55
NA,NA,NA,1479.9512,146.9,-259.37
NA,NA,NA,1479.878,146.93,-264.13
NA,NA,NA,1479.7805,146.97,-274.99
NA,NA,NA,1479.7073,147,-284.27
NA,NA,NA,1479.6341,147.03,-284.1
NA,NA,NA,1479.5366,147.07,-276.9
NA,NA,NA,1479.4634,147.1,-275.01
NA,NA,NA,1479.3658,147.14,-271.2
NA,NA,NA,1479.2927,147.17,-269.67
NA,NA,NA,1479.2195,147.2,-274.31
NA,NA,NA,1479.1219,147.24,-273.86
NA,NA,NA,1479.0488,147.27,-272.86
NA,NA,NA,1478.6667,147.31,-272.72
NA,NA,NA,1478.1667,147.34,-270.4
NA,NA,NA,1477.8636,147.38,-273.77
NA,NA,NA,1477.7273,147.41,-274.24
NA,NA,NA,1477.5909,147.44,-274.51
NA,NA,NA,1477.4091,147.48,-267.86
NA,NA,NA,1477.2727,147.51,-265.71
NA,NA,NA,1477.0909,147.55,-268.47
NA,NA,NA,1476.9565,147.58,-272.57
NA,NA,NA,1476.8261,147.61,-272.04
NA,NA,NA,1476.6522,147.65,-270.91
NA,NA,NA,1476.5217,147.68,-265.36
NA,NA,NA,1476.3478,147.72,-261.37
NA,NA,NA,1476.2174,147.75,-257.47
NA,NA,NA,1476.0435,147.79,-260.58
NA,NA,NA,1475.8947,147.82,-271.67
NA,NA,NA,1475.7368,147.85,-278.38
NA,NA,NA,1475.5263,147.89,-278.2
NA,NA,NA,1475.3684,147.92,-280.65
NA,NA,NA,1475.1579,147.96,-274.2
NA,NA,NA,1475,147.99,-269.84
NA,NA,NA,1474.7692,148.02,-274.45
NA,NA,NA,1474.4615,148.06,-274.52
NA,NA,NA,1474.2308,148.09,-280.4
NA,NA,NA,1474,148.12,-286.56
NA,NA,NA,1473.7895,148.16,-291.14
NA,NA,NA,1473.6316,148.19,-296.57
NA,NA,NA,1473.4737,148.22,-295.83
NA,NA,NA,1473.2632,148.26,-286.41
NA,NA,NA,1473.1053,148.29,-276.9
NA,NA,NA,1472.9565,148.32,-265.33
NA,NA,NA,1472.7826,148.36,-261.63
NA,NA,NA,1472.6522,148.39,-274.28
NA,NA,NA,1472.5217,148.42,-276.09
NA,NA,NA,1472.3478,148.46,-270.74
NA,NA,NA,1472.2174,148.49,-264.75
NA,NA,NA,1472.087,148.52,-262.12
NA,NA,NA,1471.9286,148.56,-265.35
NA,NA,NA,1471.7143,148.62,-272.24
NA,NA,NA,1471.5714,148.66,-269.17
NA,NA,NA,1471.4643,148.69,-264.56
NA,NA,NA,1471.3571,148.72,-262.52
NA,NA,NA,1471.2143,148.76,-263.07
NA,NA,NA,1471.1071,148.79,-263.09
NA,NA,NA,1471,148.82,-258.67
NA,NA,NA,1470.75,148.86,-261.84
NA,NA,NA,1470.5625,148.89,-257.97
NA,NA,NA,1470.375,148.92,-262
NA,NA,NA,1470.125,148.96,-260.92
NA,NA,NA,1469.5,148.99,-261.5
NA,NA,NA,1468.8667,149.02,-268.82
NA,NA,NA,1468.6667,149.05,-275.22
NA,NA,NA,1468.4667,149.08,-280.61
NA,NA,NA,1468.2,149.12,-280.85
NA,NA,NA,1468,149.15,-275.41
NA,NA,NA,1467.875,149.18,-267.55
NA,NA,NA,1467.75,149.21,-264.66
NA,NA,NA,1467.625,149.24,-267.75
NA,NA,NA,1467.5,149.27,-274.05
NA,NA,NA,1467.3333,149.31,-282.34
NA,NA,NA,1467.2083,149.34,-289.08
NA,NA,NA,1467.0833,149.37,-288.7
NA,NA,NA,1466.9615,149.4,-282.56
NA,NA,NA,1466.8461,149.43,-274.75
NA,NA,NA,1466.7308,149.46,-266.61
NA,NA,NA,1466.6154,149.49,-261.46
NA,NA,NA,1466.4615,149.53,-259.02
NA,NA,NA,1466.3461,149.56,-259.15
NA,NA,NA,1466.2308,149.59,-258.57
NA,NA,NA,1466.1154,149.62,-252.91
NA,NA,NA,1466,149.65,-248.37
NA,NA,NA,1465.88,149.68,-245.11
NA,NA,NA,1465.72,149.72,-247.17
NA,NA,NA,1465.6,149.75,-254.11
NA,NA,NA,1465.48,149.78,-266.93
NA,NA,NA,1465.36,149.81,-273.94
NA,NA,NA,1465.24,149.84,-278.85
NA,NA,NA,1465.12,149.87,-278.27
NA,NA,NA,1464.96,149.91,-278.47
NA,NA,NA,1464.84,149.94,-276.42
NA,NA,NA,1464.72,149.97,-275.66
NA,NA,NA,1464.6,150,-273.23
NA,NA,NA,1464.48,150.03,-272.97
NA,NA,NA,1464.32,150.07,-270.28
NA,NA,NA,1464.2,150.1,-266.34
NA,NA,NA,1464.04,150.14,-263.94
NA,NA,NA,1463.875,150.17,-265.79
NA,NA,NA,1463.6875,150.2,-268.31
NA,NA,NA,1463.4375,150.24,-270.71
NA,NA,NA,1463.25,150.27,-267.56
NA,NA,NA,1463.0625,150.3,-264.6
NA,NA,NA,1462.8421,150.34,-262.45
NA,NA,NA,1462.6842,150.37,-265.82
NA,NA,NA,1462.5263,150.4,-273.06
NA,NA,NA,1462.3684,150.43,-282.11
NA,NA,NA,1462.1579,150.47,-279.43
NA,NA,NA,1462,150.5,-279.3
NA,NA,NA,1461.8696,150.53,-275.65
NA,NA,NA,1461.6956,150.57,-273.07
NA,NA,NA,1461.5652,150.6,-272.51
NA,NA,NA,1461.4348,150.63,-275.6
NA,NA,NA,1461.3043,150.66,-277.34
NA,NA,NA,1461.1304,150.7,-274.38
NA,NA,NA,1460.9655,150.74,-272.23
NA,NA,NA,1460.8621,150.77,-267.96
NA,NA,NA,1460.7586,150.8,-265.29
NA,NA,NA,1460.6207,150.84,-264.5
NA,NA,NA,1460.5172,150.87,-267.43
NA,NA,NA,1460.4138,150.9,-269.46
NA,NA,NA,1460.3103,150.93,-270.98
NA,NA,NA,1460.1724,150.97,-267.07
NA,NA,NA,1459.8684,151.07,-260.28
NA,NA,NA,1459.7632,151.11,-256.69
NA,NA,NA,1459.6842,151.14,-257.46
NA,NA,NA,1459.5789,151.18,-261.95
NA,NA,NA,1459.5,151.21,-270.41
NA,NA,NA,1459.3947,151.25,-276.45
NA,NA,NA,1459.2895,151.29,-271.59
NA,NA,NA,1459.2105,151.32,-269.83
NA,NA,NA,1459.1053,151.36,-260.94
NA,NA,NA,1459.0263,151.39,-258.39
NA,NA,NA,1458.8421,151.43,-262.29
NA,NA,NA,1458.6842,151.46,-270.57
NA,NA,NA,1458.4737,151.5,-277.42
NA,NA,NA,1458.2632,151.54,-278.18
NA,NA,NA,1458.1053,151.57,-274.3
NA,NA,NA,1457.9355,151.61,-269.12
NA,NA,NA,1457.8387,151.64,-263.3
NA,NA,NA,1457.7097,151.68,-258.18
NA,NA,NA,1457.6129,151.71,-255.38
NA,NA,NA,1457.4839,151.75,-260.31
NA,NA,NA,1457.3548,151.79,-263.5
NA,NA,NA,1457.2581,151.82,-259.16
NA,NA,NA,1457.129,151.86,-249.54
NA,NA,NA,1457.0323,151.89,-246.78
NA,NA,NA,1456.88,151.93,-256.34
NA,NA,NA,1456.76,151.96,-262.87
NA,NA,NA,1456.6,152,-263.36
NA,NA,NA,1456.48,152.03,-262.67
NA,NA,NA,1456.32,152.07,-264.31
NA,NA,NA,1456.2,152.1,-268.05
NA,NA,NA,1456.04,152.14,-261.25
NA,NA,NA,1455.9333,152.17,-261.28
NA,NA,NA,1455.8333,152.2,-264.38
NA,NA,NA,1455.7,152.24,-271.92
NA,NA,NA,1455.6,152.27,-275.28
NA,NA,NA,1455.4667,152.31,-273.85
NA,NA,NA,1455.3667,152.34,-270.05
NA,NA,NA,1455.2667,152.37,-266.86
NA,NA,NA,1455.1333,152.41,-262.23
NA,NA,NA,1455.0333,152.44,-265.16
NA,NA,NA,1454.7,152.48,-271.3
NA,NA,NA,1454.4,152.51,-270.36
NA,NA,NA,1454.1,152.54,-237.61
NA,NA,NA,1453.8571,152.58,-248.57
NA,NA,NA,1453.7143,152.61,-265.2
NA,NA,NA,1453.5238,152.65,-271.52
NA,NA,NA,1453.3809,152.68,-270.06
NA,NA,NA,1453.2381,152.71,-267.72
NA,NA,NA,1453.0476,152.75,-263.72
NA,NA,NA,1452.9,152.78,-277.15
NA,NA,NA,1452.4,152.88,-266.69
NA,NA,NA,1452.2,152.92,-260.14
NA,NA,NA,1452.05,152.95,-259.01
NA,NA,NA,1451.8965,152.99,-258.64
NA,NA,NA,1451.7931,153.02,-272.69
NA,NA,NA,1451.6897,153.05,-278.37
NA,NA,NA,1451.5517,153.09,-280.82
NA,NA,NA,1451.4483,153.12,-272.58
NA,NA,NA,1451.2759,153.17,-266.85
NA,NA,NA,1451.1379,153.21,-262.84
NA,NA,NA,1451.0345,153.24,-261.39
NA,NA,NA,1450.875,153.28,-262.35
NA,NA,NA,1450.6667,153.33,-267.01
NA,NA,NA,1450.5417,153.36,-266.54
NA,NA,NA,1450.375,153.4,-267.7
NA,NA,NA,1450.25,153.43,-266
NA,NA,NA,1450.0417,153.48,-265.67
NA,NA,NA,1449.7,153.52,-267.14
NA,NA,NA,1449.4,153.55,-278.33
NA,NA,NA,1449,153.59,-278.11
NA,NA,NA,1448.9,153.62,-276.45
NA,NA,NA,1448.8,153.65,-276.76
NA,NA,NA,1448.6667,153.69,-276
NA,NA,NA,1448.5667,153.72,-277.5
NA,NA,NA,1448.4333,153.76,-276.57
NA,NA,NA,1448.3333,153.79,-275.67
NA,NA,NA,1448.2,153.83,-277.5
NA,NA,NA,1448.1,153.86,-277.87
NA,NA,NA,1447.9565,153.9,-280.67
NA,NA,NA,1447.8261,153.93,-279.5
NA,NA,NA,1447.6522,153.97,-280.88
NA,NA,NA,1447.5217,154,-276.33
NA,NA,NA,1447.3478,154.04,-268.79
NA,NA,NA,1447.2174,154.07,-263.35
NA,NA,NA,1447.0435,154.11,-263.22
NA,NA,NA,1446.913,154.14,-262.34
NA,NA,NA,1446.7391,154.18,-260.22
NA,NA,NA,1446.6087,154.21,-255.87
NA,NA,NA,1446.4348,154.25,-252.25
NA,NA,NA,1446.2609,154.29,-253.11
NA,NA,NA,1446.1304,154.32,-256.94
NA,NA,NA,1445.9615,154.36,-269.88
NA,NA,NA,1445.8461,154.39,-284.65
NA,NA,NA,1445.6923,154.43,-286.75
NA,NA,NA,1445.5769,154.46,-286.63
NA,NA,NA,1445.4231,154.5,-280.94
NA,NA,NA,1445.2692,154.54,-276.51
NA,NA,NA,1445.1538,154.57,-271.49
NA,NA,NA,1445,154.61,-269.54
NA,NA,NA,1444.8696,154.64,-270.9
NA,NA,NA,1444.6956,154.68,-271.49
NA,NA,NA,1444.5652,154.71,-272.13
NA,NA,NA,1444.3913,154.75,-272.84
NA,NA,NA,1444.2174,154.79,-272.19
NA,NA,NA,1444.087,154.82,-273.79
NA,NA,NA,1443.913,154.86,-278.1
NA,NA,NA,1443.7826,154.89,-280.27
NA,NA,NA,1443.6087,154.93,-278.81
NA,NA,NA,1443.4783,154.96,-270.19
NA,NA,NA,1443.3043,155,-258.97
NA,NA,NA,1443.1739,155.03,-256.51
NA,NA,NA,1443.0435,155.06,-255.07
NA,NA,NA,1442.8333,155.09,-257.62
NA,NA,NA,1442.5,155.13,-260.25
NA,NA,NA,1442.25,155.16,-261.68
NA,NA,NA,1442,155.19,-261.32
NA,NA,NA,1441.875,155.22,-263.89
NA,NA,NA,1441.75,155.25,-267.73
NA,NA,NA,1441.625,155.28,-273.28
NA,NA,NA,1441.5,155.31,-279.98
NA,NA,NA,1441.375,155.34,-281.22
NA,NA,NA,1441.2083,155.38,-278.93
NA,NA,NA,1441.0833,155.41,-273.26
NA,NA,NA,1440.9643,155.44,-270.33
NA,NA,NA,1440.8571,155.47,-269.28
NA,NA,NA,1440.75,155.5,-271.75
NA,NA,NA,1440.6429,155.53,-271.79
NA,NA,NA,1440.5357,155.56,-271.81
NA,NA,NA,1440.4286,155.59,-269.05
NA,NA,NA,1440.2857,155.63,-263.36
NA,NA,NA,1440.1786,155.66,-256.3
NA,NA,NA,1440.0714,155.69,-251.46
NA,NA,NA,1439.9687,155.72,-248.18
NA,NA,NA,1439.875,155.75,-250.7
NA,NA,NA,1439.7812,155.78,-255.06
NA,NA,NA,1439.6875,155.81,-260.98
NA,NA,NA,1439.5937,155.84,-261.75
NA,NA,NA,1439.2812,155.94,-258.25
NA,NA,NA,1439.1875,155.97,-260.1
NA,NA,NA,1439.0937,156,-263.72
NA,NA,NA,1439,156.03,-269.81
NA,NA,NA,1438.75,156.07,-273.04
NA,NA,NA,1438.5625,156.1,-274.44
NA,NA,NA,1438.375,156.13,-274.06
NA,NA,NA,1438.125,156.17,-275.93
NA,NA,NA,1437.9231,156.2,-281.39
NA,NA,NA,1437.6923,156.23,-281.01
NA,NA,NA,1437.3846,156.27,-276.93
NA,NA,NA,1437.1538,156.3,-272.04
NA,NA,NA,1436.9697,156.33,-265.49
NA,NA,NA,1436.8485,156.37,-262.34
NA,NA,NA,1436.7576,156.4,-261.91
NA,NA,NA,1436.6667,156.43,-266.87
NA,NA,NA,1436.5454,156.47,-271.96
NA,NA,NA,1436.4545,156.5,-276.06
NA,NA,NA,1436.3636,156.53,-278.07
NA,NA,NA,1436.2424,156.57,-276.85
NA,NA,NA,1436.1515,156.6,-273.98
NA,NA,NA,1436.0606,156.63,-270.83
NA,NA,NA,1435.913,156.67,-270.78
NA,NA,NA,1435.7826,156.7,-271.97
NA,NA,NA,1435.6522,156.73,-277.89
NA,NA,NA,1435.4783,156.77,-283.65
NA,NA,NA,1435.3478,156.8,-284.82
NA,NA,NA,1435.2174,156.83,-285
NA,NA,NA,1435.0435,156.87,-278.97
NA,NA,NA,1434.9231,156.9,-272.28
NA,NA,NA,1434.8077,156.93,-269.2
NA,NA,NA,1434.6538,156.97,-266.59
NA,NA,NA,1434.5385,157,-270.86
NA,NA,NA,1434.4231,157.03,-277.3
NA,NA,NA,1434.2692,157.07,-282.94
NA,NA,NA,1434.1538,157.1,-284.2
NA,NA,NA,1434.0385,157.13,-282.45
NA,NA,NA,1433.8929,157.17,-281.43
NA,NA,NA,1433.7857,157.2,-280.06
NA,NA,NA,1433.6786,157.23,-279.01
NA,NA,NA,1433.5357,157.27,-279.77
NA,NA,NA,1433.4286,157.3,-277.69
NA,NA,NA,1433.3214,157.33,-273.88
NA,NA,NA,1433.1786,157.37,-268.66
NA,NA,NA,1433.0714,157.4,-264.96
NA,NA,NA,1432.95,157.43,-263.14
NA,NA,NA,1432.75,157.47,-265.94
NA,NA,NA,1432.6,157.5,-274.32
NA,NA,NA,1432.45,157.53,-277.88
NA,NA,NA,1432.25,157.57,-274.34
NA,NA,NA,1432.1,157.6,-269.32
NA,NA,NA,1431.9524,157.63,-263.86
NA,NA,NA,1431.7619,157.67,-261.49
NA,NA,NA,1431.619,157.7,-263.18
NA,NA,NA,1431.4762,157.73,-273.9
NA,NA,NA,1431.2857,157.77,-285.09
NA,NA,NA,1431.1429,157.8,-289.09
NA,NA,NA,1431,157.83,-286.67
NA,NA,NA,1430.8823,157.87,-279.14
NA,NA,NA,1430.7941,157.9,-272.15
NA,NA,NA,1430.7059,157.93,-266
NA,NA,NA,1430.5882,157.97,-267.15
NA,NA,NA,1430.5,158,-271.69
NA,NA,NA,1430.4118,158.03,-273.06
NA,NA,NA,1430.3235,158.06,-269.66
NA,NA,NA,1430.2059,158.1,-262.1
NA,NA,NA,1430.1176,158.13,-253.4
NA,NA,NA,1430.0294,158.16,-244.58
NA,NA,NA,1429.9412,158.19,-241.09
NA,NA,NA,1429.8235,158.23,-243.89
NA,NA,NA,1429.7353,158.26,-252.39
NA,NA,NA,1429.6471,158.29,-266.22
NA,NA,NA,1429.5588,158.32,-276.63
NA,NA,NA,1429.4706,158.35,-280.17
NA,NA,NA,1429.3529,158.39,-276.1
NA,NA,NA,1429.2647,158.42,-270.64
NA,NA,NA,1429.1765,158.45,-264.21
NA,NA,NA,1429.0882,158.48,-263.06
NA,NA,NA,1428.9643,158.52,-264.23
NA,NA,NA,1428.8571,158.55,-266.64
NA,NA,NA,1428.75,158.58,-267.23
NA,NA,NA,1428.6429,158.61,-267.07
NA,NA,NA,1428.5,158.65,-266.86
NA,NA,NA,1428.3929,158.68,-268.83
NA,NA,NA,1428.2857,158.71,-272.37
NA,NA,NA,1428.1786,158.74,-281.08
NA,NA,NA,1428.0714,158.77,-284.31
NA,NA,NA,1427.8947,158.81,-282.22
NA,NA,NA,1427.7368,158.84,-279.81
NA,NA,NA,1427.5789,158.87,-274.48
NA,NA,NA,1427.421,158.9,-263.43
NA,NA,NA,1427.2105,158.94,-261.4
NA,NA,NA,1427.0526,158.97,-261.93
NA,NA,NA,1426.9091,159,-261.94
NA,NA,NA,1426.7727,159.03,-260.2
NA,NA,NA,1426.6364,159.06,-259.22
NA,NA,NA,1426.4545,159.1,-255.61
NA,NA,NA,1426.3182,159.13,-252.91
NA,NA,NA,1426.1818,159.16,-253.59
NA,NA,NA,1426.0454,159.19,-256.32
NA,NA,NA,1425.875,159.23,-262.61
NA,NA,NA,1425.75,159.26,-271.53
NA,NA,NA,1425.625,159.29,-282.62
NA,NA,NA,1425.5,159.32,-286.61
NA,NA,NA,1425.375,159.35,-287.34
NA,NA,NA,1425.2083,159.39,-282.46
NA,NA,NA,1425.0833,159.42,-274.83
NA,NA,NA,1424.9655,159.45,-261.66
NA,NA,NA,1424.8621,159.48,-258.96
NA,NA,NA,1424.7241,159.52,-262.46
NA,NA,NA,1424.6207,159.55,-267.73
NA,NA,NA,1424.5172,159.58,-271.8
NA,NA,NA,1424.4138,159.61,-274.25
NA,NA,NA,1424.2759,159.65,-273.53
NA,NA,NA,1424.1724,159.68,-260.24
NA,NA,NA,1424.069,159.71,-272.58
NA,NA,NA,1423.963,159.74,-273.09
NA,NA,NA,1423.8518,159.77,-273.21
NA,NA,NA,1423.7037,159.81,-276.41
NA,NA,NA,1423.5926,159.84,-276.78
NA,NA,NA,1423.4815,159.87,-273.06
NA,NA,NA,1423.3704,159.9,-270.6
NA,NA,NA,1423.2222,159.94,-267.05
NA,NA,NA,1423.1111,159.97,-267.1
NA,NA,NA,1423,160,-268.75
NA,NA,NA,1422.85,160.03,-270.94
NA,NA,NA,1422.65,160.07,-273.04
NA,NA,NA,1422.5,160.1,-273.69
NA,NA,NA,1422.3,160.14,-270.63
NA,NA,NA,1422.15,160.17,-270.74
NA,NA,NA,1421.9615,160.21,-271.42
NA,NA,NA,1421.8461,160.24,-277.83
NA,NA,NA,1421.6923,160.28,-278.83
NA,NA,NA,1421.5769,160.31,-279.67
NA,NA,NA,1421.4615,160.34,-280.77
NA,NA,NA,1421.3077,160.38,-276.91
NA,NA,NA,1421.1923,160.41,-272.2
NA,NA,NA,1421.0385,160.45,-271.3
NA,NA,NA,1420.9048,160.48,-274.04
NA,NA,NA,1420.7143,160.52,-274.89
NA,NA,NA,1420.5714,160.55,-269.98
NA,NA,NA,1420.3809,160.59,-265.04
NA,NA,NA,1420.2381,160.62,-255.51
NA,NA,NA,1420.0476,160.66,-249.39
NA,NA,NA,1419.931,160.69,-248.8
NA,NA,NA,1419.8276,160.72,-248.84
NA,NA,NA,1419.6897,160.76,-253.02
NA,NA,NA,1419.5862,160.79,-259.09
NA,NA,NA,1419.4483,160.83,-260.76
NA,NA,NA,1419.3448,160.86,-260.3
NA,NA,NA,1419.2069,160.9,-259.84
NA,NA,NA,1419.1034,160.93,-256.73
NA,NA,NA,1418.9545,160.97,-260.14
NA,NA,NA,1418.6818,161.03,-262.8
NA,NA,NA,1418.5454,161.06,-265.03
NA,NA,NA,1418.3636,161.1,-269.6
NA,NA,NA,1418.2273,161.13,-274.55
NA,NA,NA,1418.0909,161.16,-275.52
NA,NA,NA,1417.96,161.19,-275.52
NA,NA,NA,1417.84,161.22,-267.24
NA,NA,NA,1417.68,161.26,-268.03
NA,NA,NA,1417.56,161.29,-264.7
NA,NA,NA,1417.44,161.32,-264.43
NA,NA,NA,1417.32,161.35,-262.17
NA,NA,NA,1417.2,161.38,-258.36
NA,NA,NA,1417.04,161.42,-256.53
NA,NA,NA,1416.9375,161.45,-256.61
NA,NA,NA,1416.8437,161.48,-257.14
NA,NA,NA,1416.75,161.51,-263.71
NA,NA,NA,1416.6562,161.54,-269.88
NA,NA,NA,1416.5625,161.57,-276.83
NA,NA,NA,1416.4375,161.61,-277.69
NA,NA,NA,1416.3437,161.64,-277.79
NA,NA,NA,1416.25,161.67,-277.2
NA,NA,NA,1416.1562,161.7,-273.37
NA,NA,NA,1416.0625,161.73,-276.77
NA,NA,NA,1415.92,161.77,-276.72
NA,NA,NA,1415.8,161.8,-280.09
NA,NA,NA,1415.68,161.83,-275.56
NA,NA,NA,1415.56,161.86,-274.62
NA,NA,NA,1415.44,161.89,-269.42
NA,NA,NA,1415.28,161.93,-263.06
NA,NA,NA,1415.16,161.96,-263.08
NA,NA,NA,1415.04,161.99,-264.55
NA,NA,NA,1414.8571,162.02,-270.77
NA,NA,NA,1414.5714,162.06,-273.77
NA,NA,NA,1414.3571,162.09,-271.58
NA,NA,NA,1414.0714,162.13,-270.1
NA,NA,NA,1413.931,162.16,-266.69
NA,NA,NA,1413.7931,162.2,-268.31
NA,NA,NA,1413.6897,162.23,-271.16
NA,NA,NA,1413.5517,162.27,-275.52
NA,NA,NA,1413.4483,162.3,-275.27
NA,NA,NA,1413.3448,162.33,-269.48
NA,NA,NA,1413.2069,162.37,-272.39
NA,NA,NA,1413.1034,162.4,-274.35
NA,NA,NA,1412.9583,162.44,-279.07
NA,NA,NA,1412.8333,162.47,-285.76
NA,NA,NA,1412.6667,162.51,-283.84
NA,NA,NA,1412.5417,162.54,-282.79
NA,NA,NA,1412.375,162.58,-279.69
NA,NA,NA,1412.25,162.61,-275.78
NA,NA,NA,1412.0833,162.65,-272.94
NA,NA,NA,1411.95,162.68,-274.67
NA,NA,NA,1411.8,162.71,-276.25
NA,NA,NA,1411.6,162.75,-276.04
NA,NA,NA,1411.45,162.78,-270.59
NA,NA,NA,1411.25,162.82,-263.79
NA,NA,NA,1411.1,162.85,-256.19
NA,NA,NA,1410.9375,162.89,-252.66
NA,NA,NA,1410.8437,162.92,-255.47
NA,NA,NA,1410.7187,162.96,-264.67
NA,NA,NA,1410.625,162.99,-273.38
NA,NA,NA,1410.5312,163.02,-278.85
NA,NA,NA,1410.4375,163.05,-281.19
NA,NA,NA,1410.3125,163.09,-281
NA,NA,NA,1410.2187,163.12,-278.88
NA,NA,NA,1410.125,163.15,-276.57
NA,NA,NA,1410.0312,163.18,-274.8
NA,NA,NA,1409.8965,163.22,-273.61
NA,NA,NA,1409.7931,163.25,-271.98
NA,NA,NA,1409.6897,163.28,-269.32
NA,NA,NA,1409.5862,163.31,-265.48
NA,NA,NA,1409.4828,163.34,-261.7
NA,NA,NA,1409.3448,163.38,-260.14
NA,NA,NA,1409.2414,163.41,-261.82
NA,NA,NA,1409.1379,163.44,-264.83
NA,NA,NA,1409.0345,163.47,-268.77
NA,NA,NA,1408.8571,163.51,-269.08
NA,NA,NA,1408.7143,163.54,-265.12
NA,NA,NA,1408.5714,163.57,-259.55
NA,NA,NA,1408.4286,163.6,-254.53
NA,NA,NA,1408.2381,163.64,-251.36
NA,NA,NA,1408.0952,163.67,-252.94
NA,NA,NA,1407.9412,163.7,-256.67
NA,NA,NA,1407.7647,163.73,-260.71
NA,NA,NA,1407.5882,163.76,-263.48
NA,NA,NA,1407.3529,163.8,-264
NA,NA,NA,1407.1765,163.83,-260
NA,NA,NA,1407,163.86,-259.38
NA,NA,NA,1406.8696,163.89,-260.05
NA,NA,NA,1406.6956,163.93,-263.79
NA,NA,NA,1406.5652,163.96,-270.56
NA,NA,NA,1406.4348,163.99,-274.15
NA,NA,NA,1406.3043,164.02,-270.8
NA,NA,NA,1406.1304,164.06,-265.1
NA,NA,NA,1406,164.09,-256.21
NA,NA,NA,1405.7895,164.13,-250.23
NA,NA,NA,1405.6316,164.16,-249.66
NA,NA,NA,1405.421,164.2,-259.92
NA,NA,NA,1405.2632,164.23,-265.78
NA,NA,NA,1405.0526,164.27,-278.57
NA,NA,NA,1404.8667,164.3,-282.63
NA,NA,NA,1404.6667,164.33,-283.36
NA,NA,NA,1404.4,164.37,-277.62
