year (AD) [1-1],depth (cm) [1-1],d18O (permil) [1-1],year (AD) [2-1],depth (cm) [2-1],d18O (permil) [2-1]
-1930,NA,-9.63,NA,NA,NA
-1937,NA,-9.74,NA,NA,NA
-1944,NA,-9.86,NA,NA,NA
-1952,NA,-10.19,NA,NA,NA
-1959,NA,-10.02,NA,NA,NA
-1966,NA,-10.61,NA,NA,NA
-1973,NA,-9.4,NA,NA,NA
-1981,NA,-9.96,NA,NA,NA
-1988,NA,-8.91,NA,NA,NA
-1995,NA,-8.97,NA,NA,NA
-2002,NA,-9.73,NA,NA,NA
-2010,NA,-9.53,NA,NA,NA
-2017,NA,-9.12,NA,NA,NA
-2024,NA,-9.2,NA,NA,NA
-2032,NA,-9.44,NA,NA,NA
-2039,NA,-9.61,NA,NA,NA
-2046,NA,-8.63,NA,NA,NA
-2060,NA,-10.48,NA,NA,NA
-2074,NA,-10.41,NA,NA,NA
-2088,NA,-9.3,NA,NA,NA
-2101,NA,-9.34,NA,NA,NA
-2115,NA,-9.44,NA,NA,NA
-2129,NA,-10.42,NA,NA,NA
-2143,NA,-9.53,NA,NA,NA
-2157,NA,-9.12,NA,NA,NA
-2171,NA,-8.99,NA,NA,NA
-2185,NA,-8.96,NA,NA,NA
-2198,NA,-9.97,NA,NA,NA
-2212,NA,-9.25,NA,NA,NA
-2226,NA,-10.67,NA,NA,NA
-2240,NA,-9.83,NA,NA,NA
-2254,NA,-9.71,NA,NA,NA
-2268,NA,-9.15,NA,NA,NA
-2282,NA,-10.3,NA,NA,NA
-2296,NA,-10.83,NA,NA,NA
-2309,NA,-9.77,NA,NA,NA
-2323,NA,-10.2,NA,NA,NA
-2337,NA,-11.9,NA,NA,NA
-2351,NA,-11.85,NA,NA,NA
-2365,NA,-11.2,NA,NA,NA
-2379,NA,-10.4,NA,NA,NA
-2393,NA,-9.59,NA,NA,NA
-2406,NA,-9.75,NA,NA,NA
-2420,NA,-10.71,NA,NA,NA
-2434,NA,-10.63,NA,NA,NA
-2448,NA,-11.21,NA,NA,NA
-2462,NA,-10.26,NA,NA,NA
-2476,NA,-9.77,NA,NA,NA
-2490,NA,-8.89,NA,NA,NA
-2503,NA,-8.95,NA,NA,NA
-2517,NA,-9.34,NA,NA,NA
-2531,NA,-9.54,NA,NA,NA
-2545,NA,-9.96,NA,NA,NA
-2559,NA,-8.04,NA,NA,NA
-2573,NA,-9.28,NA,NA,NA
-2587,NA,-10.12,NA,NA,NA
-2600,NA,-9.24,NA,NA,NA
-2614,NA,-9.64,NA,NA,NA
-2628,NA,-9.91,NA,NA,NA
-2642,NA,-8.54,NA,NA,NA
-2656,NA,-9.98,NA,NA,NA
-2670,NA,-10.37,NA,NA,NA
-2684,NA,-9.3,NA,NA,NA
-2697,NA,-9.89,NA,NA,NA
-2711,NA,-10.62,NA,NA,NA
-2725,NA,-9.91,NA,NA,NA
-2745,NA,-10.88,NA,NA,NA
-2772,NA,-11.15,NA,NA,NA
-2798,NA,-10.46,NA,NA,NA
-2825,NA,-11.05,NA,NA,NA
-2851,NA,-9.06,NA,NA,NA
-2878,NA,-8.31,NA,NA,NA
-2904,NA,-8.85,NA,NA,NA
-2931,NA,-8.14,NA,NA,NA
-2957,NA,-8.9,NA,NA,NA
-2984,NA,-9.49,NA,NA,NA
-3010,NA,-9.22,NA,NA,NA
-3037,NA,-9.18,NA,NA,NA
-3063,NA,-10.83,NA,NA,NA
-3090,NA,-9.87,NA,NA,NA
-3116,NA,-9.95,NA,NA,NA
-3143,NA,-10.3,NA,NA,NA
-3169,NA,-11.21,NA,NA,NA
-3196,NA,-11.17,NA,NA,NA
-3222,NA,-10.88,NA,NA,NA
-3249,NA,-11.02,NA,NA,NA
-3275,NA,-10.54,NA,NA,NA
-3302,NA,-11.23,NA,NA,NA
-3328,NA,-10.31,NA,NA,NA
-3355,NA,-9.76,NA,NA,NA
-3381,NA,-9.6,NA,NA,NA
-3408,NA,-10.23,NA,NA,NA
-3434,NA,-9.67,NA,NA,NA
-3461,NA,-10.74,NA,NA,NA
-3487,NA,-11.47,NA,NA,NA
-3514,NA,-10.3,NA,NA,NA
-3540,NA,-10.04,NA,NA,NA
-3567,NA,-11.23,NA,NA,NA
-3593,NA,-10.79,NA,NA,NA
-3620,NA,-9.78,NA,NA,NA
-3646,NA,-9.85,NA,NA,NA
-3673,NA,-10.01,NA,NA,NA
-3699,NA,-10.03,NA,NA,NA
-3726,NA,-10.85,NA,NA,NA
-3752,NA,-10.84,NA,NA,NA
-3779,NA,-9.84,NA,NA,NA
-3805,NA,-9.38,NA,NA,NA
-3844,NA,-9.46,NA,NA,NA
-3883,NA,-10.81,NA,NA,NA
-3923,NA,-9.55,NA,NA,NA
-3962,NA,-9.8,NA,NA,NA
-4001,NA,-9.73,NA,NA,NA
-4040,NA,-9.1,NA,NA,NA
-4079,NA,-9.43,NA,NA,NA
-4119,NA,-9.96,NA,NA,NA
-4158,NA,-11.48,NA,NA,NA
-4197,NA,-10.5,NA,NA,NA
-4236,NA,-9.96,NA,NA,NA
-4275,NA,-9.68,NA,NA,NA
-4314,NA,-10.31,NA,NA,NA
-4354,NA,-11.21,NA,NA,NA
-4393,NA,-10.26,NA,NA,NA
-4432,NA,-9.82,NA,NA,NA
-4471,NA,-10.65,NA,NA,NA
-4510,NA,-10.75,NA,NA,NA
-4550,NA,-10.22,NA,NA,NA
-4589,NA,-9.07,NA,NA,NA
-4628,NA,-9.21,NA,NA,NA
-4667,NA,-11.17,NA,NA,NA
-4744,NA,-10.63,NA,NA,NA
-4821,NA,-9.65,NA,NA,NA
-4897,NA,-10.16,NA,NA,NA
-4974,NA,-10.46,NA,NA,NA
-5051,NA,-10.65,NA,NA,NA
-5128,NA,-10.05,NA,NA,NA
-5205,NA,-10.71,NA,NA,NA
-5281,NA,-11.74,NA,NA,NA
-5358,NA,-9.86,NA,NA,NA
-5435,NA,-10.49,NA,NA,NA
-5512,NA,-10.07,NA,NA,NA
-5588,NA,-11.44,NA,NA,NA
-5665,NA,-10,NA,NA,NA
-5742,NA,-9.63,NA,NA,NA
-5819,NA,-10.79,NA,NA,NA
-5896,NA,-10.42,NA,NA,NA
-5972,NA,-10.52,NA,NA,NA
-6049,NA,-10.67,NA,NA,NA
-6126,NA,-11.04,NA,NA,NA
-6203,NA,-10.38,NA,NA,NA
-6280,NA,-10.63,NA,NA,NA
-6356,NA,-10.33,NA,NA,NA
-6433,NA,-9.92,NA,NA,NA
-6510,NA,-10.27,NA,NA,NA
-6587,NA,-11.56,NA,NA,NA
-6664,NA,-9.54,NA,NA,NA
