year (AD),d18O (permil),Sr_Ca (mmol/mol),d13C (permil)
1944.13,-5.3719,8.7546,-0.71434
1944.04,-5.3682,8.75,-0.91589
1943.96,-5.4026,8.7203,-0.9873
1943.88,-5.5572,8.7118,-1.0125
1943.79,-5.467,8.7096,-0.92141
1943.71,-5.203,8.7052,-0.97549
1943.63,-5.1248,8.7186,-1.0839
1943.54,-5.077,8.7552,-1.0014
1943.46,-5.1284,8.7514,-0.78631
1943.38,-5.1958,8.7266,-0.65807
1943.29,-5.2736,8.7163,-0.52618
1943.21,-5.322,8.7196,-0.49563
1943.13,-5.3072,8.7426,-0.58379
1943.04,-5.2934,8.7306,-0.82268
1942.96,-5.3393,8.7115,-0.99183
1942.88,-5.3488,8.7318,-0.98413
1942.79,-5.3179,8.7426,-0.9355
1942.71,-5.3667,8.7456,-0.88274
1942.63,-5.3744,8.7434,-0.83572
1942.54,-5.358,8.7275,-0.86758
1942.46,-5.3778,8.6931,-1.0338
1942.38,-5.3893,8.683,-1.0744
1942.29,-5.4418,8.6849,-1.003
1942.21,-5.468,8.6825,-0.865
1942.13,-5.4239,8.7029,-0.69485
1942.04,-5.368,8.7299,-0.59021
1941.96,-5.3366,8.7184,-0.68906
1941.88,-5.1715,8.7259,-0.69845
1941.79,-4.9609,8.7623,-0.70161
1941.71,-4.8417,8.8147,-0.74018
1941.63,-4.7773,8.8562,-0.72657
1941.54,-4.8318,8.855,-0.75082
1941.46,-5.0382,8.8253,-0.83969
1941.38,-5.2236,8.7895,-0.88468
1941.29,-5.2786,8.7573,-0.88228
1941.21,-5.1666,8.7338,-0.85818
1941.13,-5.222,8.7213,-0.83448
1941.04,-5.3195,8.7461,-0.8236
1940.96,-5.3573,8.7609,-0.82
1940.88,-5.2758,8.7659,-0.84964
1940.79,-5.1013,8.7885,-0.92671
1940.71,-5.0146,8.8075,-0.95071
1940.63,-5.027,8.813,-0.88601
1940.54,-5.0679,8.8152,-0.86235
1940.46,-5.1075,8.8202,-1.0277
1940.38,-5.1596,8.8211,-1.3746
1940.29,-5.2189,8.7844,-1.4145
1940.21,-5.3195,8.7478,-1.2606
1940.13,-5.3992000000000004,8.7322,-1.2118
1940.04,-5.4504,8.7298,-1.2251
1939.96,-5.4939,8.7259,-1.0686
1939.88,-5.4805,8.7389,-0.94556
1939.79,-5.4286,8.7607,-1.0027
1939.71,-5.3132,8.728,-1.1262
1939.63,-5.2015,8.7414,-0.87485
1939.54,-5.0034,8.7706,-0.59171
1939.46,-5.0397,8.7778,-0.64285
1939.38,-5.0598,8.7582,-0.7956
1939.29,-5.1045,8.7472,-0.81132
1939.21,-5.1622,8.7405,-0.68035
1939.13,-5.2612,8.7325,-0.57517
1939.04,-5.2576,8.7372,-0.58181
1938.96,-5.1692,8.7239,-0.42581
1938.88,-4.941,8.742,-0.30393
1938.79,-4.8804,8.7512,-0.3165
1938.71,-4.9203,8.7536,-0.42969
1938.63,-4.9074,8.7676,-0.36378
1938.54,-5.1356,8.7461,-0.27562
1938.46,-5.2429,8.7281,-0.2582
1938.38,-5.1682,8.7596,-0.21067
1938.29,-5.1385,8.7541,-0.27115
1938.21,-5.0424,8.7526,-0.38147
1938.13,-4.9864,8.7692,-0.62523
1938.04,-5.0875,8.7488,-0.63026
1937.96,-5.1558,8.7206,-0.34686
1937.88,-5.1647,8.7449,-0.29055
1937.79,-5.1552,8.7594,-0.32314
1937.71,-5.2313,8.744,-0.27947
1937.63,-5.2623,8.7269,-0.29927
1937.54,-5.1762,8.7282,-0.2425
1937.46,-5.1105,8.7214,-0.57821
1937.38,-5.1068,8.7235,-0.69413
1937.29,-5.2109,8.7094,-0.7051
1937.21,-5.3516,8.7004,-0.51403
1937.13,-5.3295,8.7289,-0.50778
1937.04,-5.2659,8.7331,-0.57758
1936.96,-5.2082,8.7197,-0.52787
1936.88,-5.142,8.7256,-0.55363
1936.79,-5.0652,8.74,-0.68793
1936.71,-5.0635,8.7244,-0.8046
1936.63,-5.1133,8.7107,-0.85665
1936.54,-5.2332,8.699,-0.77567
1936.46,-5.3662,8.6902,-0.59896
1936.38,-5.3251,8.693,-0.53856
1936.29,-5.3319,8.7156,-0.59667
1936.21,-5.322,8.7267,-0.65346
1936.13,-5.2449,8.7058,-0.63679
1936.04,-5.1893,8.6932,-0.59675
1935.96,-5.1829,8.6937,-0.60144
1935.88,-5.1864,8.7024,-0.65088
1935.79,-5.1328,8.7154,-0.7614
1935.71,-5.09,8.716,-0.93021
1935.63,-5.0576,8.7187,-0.9399
1935.54,-5.0379,8.7271,-0.77197
1935.46,-5.065,8.7245,-0.77986
1935.38,-5.0867000000000004,8.7118,-0.8312
1935.29,-5.0979,8.6865,-0.68648
1935.21,-5.1323,8.6699,-0.54465
1935.13,-5.1738,8.6601,-0.60098
1935.04,-5.1802,8.6668,-0.59647
1934.96,-5.1586,8.6825,-0.55135
1934.88,-5.1677,8.6902,-0.60595
1934.79,-5.2292,8.6872,-0.66531
1934.71,-5.2359,8.6804,-0.79019
1934.63,-5.1462,8.6919,-0.84612
1934.54,-5.1347,8.7024,-0.8499
1934.46,-5.2727,8.6965,-0.79346
1934.38,-5.4205,8.6795,-0.75085
1934.29,-5.4514,8.6762,-0.62235
1934.21,-5.4128,8.6795,-0.43767
1934.13,-5.3638,8.6873,-0.37624
1934.04,-5.3257,8.6835,-0.50494000000000006
1933.96,-5.31,8.6631,-0.63122
1933.88,-5.31,8.6498,-0.65214
1933.79,-5.3125,8.6579,-0.63994
1933.71,-5.3062,8.6685,-0.60499
1933.63,-5.2578,8.6765,-0.70034
1933.54,-5.2573,8.697,-0.89249
1933.46,-5.3188,8.6952,-1.1659
1933.38,-5.3676,8.6911,-1.0187
1933.29,-5.4119,8.6909,-0.80019
1933.21,-5.3675,8.7042,-0.66109
1933.13,-5.2584,8.7355,-0.5177
1933.04,-5.1944,8.764,-0.37186
1932.96,-5.1854,8.7631,-0.27918
1932.88,-5.1606,8.7372,-0.24662
1932.79,-5.1522,8.7169,-0.24327
1932.71,-5.1149,8.7192,-0.20298
1932.63,-5.0858,8.7167,-0.31045
1932.54,-5.1447,8.7088,-0.55825
1932.46,-5.2,8.7078,-0.70703
1932.38,-5.2647,8.6926,-0.59549
1932.29,-5.3786,8.6661,-0.53969
1932.21,-5.3926,8.6734000000000009,-0.72133
1932.13,-5.3827,8.6659,-0.76455
1932.04,-5.2709,8.68,-0.69666
1931.96,-5.0722,8.7174,-0.65822
1931.88,-4.998,8.7604,-0.74164
1931.79,-5.0096,8.7668,-0.87497
1931.71,-5.0688,8.7404,-0.88499
1931.63,-5.0049,8.7161,-0.54484
1931.54,-5.2278,8.7159,-0.64006
1931.46,-5.3493,8.6918,-0.87151
1931.38,-5.3171,8.6816,-0.7371
1931.29,-5.2877,8.6831,-0.61343
1931.21,-5.2019,8.7053,-0.72918
1931.13,-5.1479,8.7204,-0.78011
1931.04,-5.1921,8.7096,-0.84688
1930.96,-5.3336,8.6864,-0.81676
1930.88,-5.409,8.6899,-0.70084
1930.79,-5.3086,8.6772,-0.71887
1930.71,-5.295,8.6754,-0.74082
1930.63,-5.1811,8.695,-0.77242
1930.54,-5.0457,8.7215,-0.89792
1930.46,-5.0253,8.7179,-1.0154
1930.38,-5.1078,8.699,-0.82496
1930.29,-5.2826,8.674,-0.73528
1930.21,-5.4369,8.6627,-0.72943
1930.13,-5.4704,8.6731,-0.71828
1930.04,-5.4158,8.6795,-0.75418
1929.96,-5.369,8.6751,-0.82408
1929.88,-5.3377,8.6607,-0.7501
1929.79,-5.2937,8.6532,-0.70416
1929.71,-5.2572,8.6657,-0.78995
1929.63,-5.2381,8.6846,-0.91069
1929.54,-5.2306,8.6861,-0.91331
1929.46,-5.2374,8.6777,-0.84126
1929.38,-5.2927,8.6897,-0.76533
1929.29,-5.3961,8.6919,-0.75843
1929.21,-5.4796,8.6816,-0.77
1929.13,-5.4999,8.6734000000000009,-0.76007
1929.04,-5.4905,8.6709,-0.74689
1928.96,-5.5187,8.657,-0.75273
1928.88,-5.4883,8.644,-0.67828
1928.79,-5.4878,8.6465,-0.7489
1928.71,-5.4953,8.6544,-0.80025
1928.63,-5.4315,8.6714,-0.81143
1928.54,-5.38,8.6911,-0.97571
1928.46,-5.4237,8.6839,-1.177
1928.38,-5.505,8.6559,-1.1565
1928.29,-5.5002,8.6577,-0.98617
1928.21,-5.4969,8.6623,-0.94072
1928.13,-5.4811,8.6631,-0.90085
1928.04,-5.4649,8.669,-1.0351
1927.96,-5.4091,8.6713,-1.154
1927.88,-5.39,8.6652,-1.129
1927.79,-5.3896,8.6615,-1.1192
1927.71,-5.3543,8.6778,-1.1555
1927.63,-5.2694,8.7033,-1.1564
1927.54,-5.1914,8.7211,-1.1745
1927.46,-5.1976,8.7306,-1.2662
1927.38,-5.2321,8.7334,-1.2063
1927.29,-5.3202,8.7073,-1.049
1927.21,-5.4423,8.6741,-1.1028
1927.13,-5.4222,8.6645,-1.1079
1927.04,-5.3686,8.6654,-1.1785
1926.96,-5.3499,8.6787,-1.3122
1926.88,-5.3448,8.6829,-1.3907
1926.79,-5.3041,8.6832,-1.4099
1926.71,-5.2302,8.6907,-1.3412
1926.63,-5.1704,8.7039,-1.1515
1926.54,-5.1238,8.724,-0.99489
1926.46,-5.1534,8.7234,-1.0069
1926.38,-5.1646,8.7258,-0.95934
1926.29,-5.2727,8.7093,-0.88723
1926.21,-5.4469,8.6961,-0.95701
1926.13,-5.5284,8.6854,-0.98007
1926.04,-5.4664,8.6899,-0.92793
1925.96,-5.3433,8.7041,-0.87794
1925.88,-5.2682,8.708,-0.77581
1925.79,-5.2396,8.7246,-0.62983
1925.71,-5.1162,8.7931,-0.76258
1925.63,-5.0081,8.8236,-1.3241
1925.54,-5.0714,8.8163,-1.3501
1925.46,-5.1718,8.7891,-0.98824
1925.38,-5.1566,8.7611,-0.72905
1925.29,-5.1633,8.7551,-0.70957
1925.21,-5.2897,8.7061,-0.95609
1925.13,-5.3099,8.6861,-1.0054
1925.04,-5.2809,8.6909,-0.95098
1924.96,-5.1387,8.7344,-0.95501
1924.88,-5.1905,8.7388,-1.1148
1924.79,-5.2506,8.7436,-1.2556
1924.71,-5.3788,8.6986,-1.2745
1924.63,-5.43,8.6951,-1.19
1924.54,-5.4093,8.7057,-1.2933
1924.46,-5.3117,8.711,-1.2702
1924.38,-5.1935,8.7243,-0.95123
1924.29,-5.0985,8.7665,-1.1637
1924.21,-5.139,8.7609,-1.619
1924.13,-5.201,8.7355,-1.7709
1924.04,-5.3152,8.7179,-1.8249
1923.96,-5.4455,8.6733,-1.7729
1923.88,-5.4052,8.6609,-1.5659
1923.79,-5.3263,8.7234,-1.5405
1923.71,-5.2421,8.785,-1.6322
1923.63,-5.1755,8.746,-1.6251
1923.54,-5.259,8.6909,-1.4458
1923.46,-5.3698,8.6698,-1.3139
1923.38,-5.4058,8.6508,-1.2929
1923.29,-5.4426,8.6514,-1.1554
1923.21,-5.4477,8.6636,-1.0685
1923.13,-5.3963,8.6884,-1.1667
1923.04,-5.3395,8.7011,-1.2898
1922.96,-5.2668,8.6943,-1.2244
1922.88,-5.1381,8.7117,-1.0714
1922.79,-5.074,8.7287,-1.148
1922.71,-5.0064,8.7416,-1.2508
1922.63,-4.9838,8.7653,-1.3532
1922.54,-5.0795,8.7418,-1.3318
1922.46,-5.2204,8.702,-1.2409
1922.38,-5.3544,8.6821,-1.1465
1922.29,-5.4202,8.6971,-1.1206
1922.21,-5.4066,8.7315,-1.1252
1922.13,-5.4206,8.7668,-0.96318
1922.04,-5.3781,8.7784,-1.1353
1921.96,-5.305,8.78,-1.1412
1921.88,-5.1961,8.7849,-0.95234
1921.79,-5.0974,8.7781,-0.77162
1921.71,-5.056,8.7512,-0.76113
1921.63,-5.0511,8.7319,-0.86975
1921.54,-5.1216,8.7444,-1.1598
1921.46,-5.2814,8.7357,-1.0469
1921.38,-5.4134,8.7262,-1.0868
1921.29,-5.4571,8.6976,-1.0179
1921.21,-5.4726,8.6814,-0.71236
1921.13,-5.4642,8.7001,-0.59695
1921.04,-5.4082,8.7169,-0.70939
1920.96,-5.2876,8.7155,-0.81138
1920.88,-5.1591,8.7249,-0.85826
1920.79,-5.0789,8.7534,-0.99316
1920.71,-4.9772,8.8049,-1.0413
1920.63,-4.9797,8.8184,-1.1323
1920.54,-5.1521,8.7844,-1.0659
1920.46,-5.3755,8.731,-1.0272
1920.38,-5.507,8.7155,-1.0411
1920.29,-5.5004,8.7291,-1.0384
1920.21,-5.4026,8.7415,-0.99847
1920.13,-5.2803,8.7533,-1.039
1920.04,-5.2265,8.7727,-1.3449
1919.96,-5.1125,8.7677,-1.2062
1919.88,-4.9966,8.7651,-1.0947
1919.79,-4.9118,8.7819,-1.1304
1919.71,-4.871,8.8074,-1.1885
1919.63,-4.8834,8.8179,-1.1967
1919.54,-4.9665,8.8185,-1.2367
1919.46,-5.0506,8.8081,-1.2681
1919.38,-5.1126,8.7966,-1.3038
1919.29,-5.1363,8.7955,-1.4159
1919.21,-5.1212,8.7901,-1.3872
1919.13,-5.1049,8.7783,-1.1813
1919.04,-5.12,8.7706,-0.88712
1918.96,-5.1495,8.7683,-0.65576
1918.88,-5.131,8.7637,-0.63988
1918.79,-5.0614,8.7605,-0.70333
1918.71,-4.9622,8.7618,-0.83586
1918.63,-4.9583,8.765,-1.1535
1918.54,-5.0174,8.7572,-1.3854
1918.46,-5.0878,8.7515,-1.3126
1918.38,-5.089,8.7552,-1.1404
1918.29,-5.0684,8.7698,-1.138
1918.21,-5.0458,8.7814,-1.2272
1918.13,-5.0259,8.7798,-1.3846
1918.04,-5.0037,8.7744,-1.535
1917.96,-4.9652,8.7725,-1.5015
1917.88,-4.9381,8.7632,-1.3151
1917.79,-4.9245,8.76,-1.1541
1917.71,-4.9383,8.774,-1.1281
1917.63,-4.9557,8.7564,-1.1843
1917.54,-4.9588,8.7603,-1.318
1917.46,-4.9345,8.7652,-1.2277
1917.38,-4.9748,8.7556,-1.0678
1917.29,-5.0496,8.7426,-1.0395
1917.21,-5.0878,8.7247,-1.119
1917.13,-5.1222,8.7005,-1.1524
1917.04,-5.1552,8.6925,-1.1201
1916.96,-5.0877,8.7027,-1.2103
1916.88,-5.0475,8.7117,-1.2566
1916.79,-4.9931,8.7082,-1.1086
1916.71,-5.0002,8.7069,-1.1008
1916.63,-5.0561,8.6959,-1.1909
1916.54,-5.0678,8.6867,-1.1986
1916.46,-5.0771,8.6846,-1.1346
1916.38,-5.1175,8.6859,-1.1412
1916.29,-5.1736,8.686,-1.1513
1916.21,-5.2546,8.6838,-1.0402
1916.13,-5.3476,8.6805,-0.96056
1916.04,-5.3857,8.6725,-1.0054
1915.96,-5.3875,8.6686,-0.99377
1915.88,-5.3606,8.6656,-0.82354
1915.79,-5.2979,8.6753,-0.72895
1915.71,-5.322,8.6686,-0.98992
1915.63,-5.3212,8.6415,-1.088
1915.54,-5.3147,8.6346,-1.0921
1915.46,-5.268,8.6331,-1.2382
1915.38,-5.212,8.6639,-1.4358
1915.29,-5.2247,8.6757,-1.7035
1915.21,-5.2201,8.6672,-1.7057
1915.13,-5.2138,8.6716,-1.7407
1915.04,-5.2314,8.6716,-1.8324
1914.96,-5.2459,8.6743,-2.1862
1914.88,-5.1049,8.6523,-2.2009
1914.79,-4.8726,8.7052,-2.2983
1914.71,-4.586,8.7974,-2.5958
1914.63,-4.4549,8.87,-2.5762
1914.54,-4.5089,8.9102,-2.5087
1914.46,-4.6399,8.9006,-2.2385
1914.38,-4.8516,8.839,-1.8513
1914.29,-5.0365,8.7742,-1.5329
1914.21,-5.1181,8.7414,-1.2311
1914.13,-5.1347,8.7248,-1.3505
1914.04,-5.1499,8.7134,-1.5046
1913.96,-5.2651,8.7018,-1.5135
1913.88,-5.1847,8.7036,-1.345
1913.79,-5.0957,8.7103,-1.3766
1913.71,-5.0411,8.7223,-1.5164
1913.63,-5.0192,8.7302,-1.7606
1913.54,-5.0871,8.7113,-1.847
1913.46,-5.1139,8.7055,-1.7989
1913.38,-5.1657,8.696,-1.6235
1913.29,-5.2427,8.6842,-1.4226
1913.21,-5.376,8.6681,-1.3383
1913.13,-5.428,8.6748,-1.1628
1913.04,-5.4034,8.697,-1.3757
1912.96,-5.3993,8.7021,-1.5784
1912.88,-5.4102,8.6921,-1.5907
1912.79,-5.3103,8.6942,-1.4992
1912.71,-5.2161,8.7209,-1.4864
1912.63,-5.1707,8.7291,-1.7373
1912.54,-5.2104,8.7248,-1.7956
1912.46,-5.2626,8.7045,-1.8203
1912.38,-5.3894,8.6913,-1.8435
1912.29,-5.4228,8.6917,-1.831
1912.21,-5.3939,8.7019,-1.9304
1912.13,-5.3074,8.7077,-2.0222
1912.04,-5.1614,8.7406,-2.0279
1911.96,-5.1602,8.7464,-2.0692
1911.88,-5.162,8.7466,-2.0905
1911.79,-5.0897,8.7411,-1.9634
1911.71,-4.9624,8.7566,-1.8137
1911.63,-4.852,8.8105,-1.9729
1911.54,-4.883,8.8327,-2.1413
1911.46,-4.9485,8.8239,-2.133
1911.38,-5.0087,8.8096,-2.1185
1911.29,-5.0466,8.7978,-2.1611
1911.21,-5.0973,8.7756,-2.0255
1911.13,-5.1313,8.7587,-1.9241
1911.04,-5.1597,8.7488,-1.8929
1910.96,-5.1952,8.7422,-1.8515
1910.88,-5.2155,8.74,-1.7749
1910.79,-5.2152,8.74,-1.73
1910.71,-5.21,8.7285,-1.7438
1910.63,-5.2218,8.7044,-1.7915
1910.54,-5.2554,8.7041,-1.8833
1910.46,-5.2675,8.7317,-1.9952
1910.38,-5.2166,8.7226,-2.0825
1910.29,-5.2031,8.724,-2.2361
1910.21,-5.202,8.7425,-2.3965
1910.13,-5.1839,8.7587,-2.4763
1910.04,-5.2364,8.7526,-2.5948
1909.96,-5.2867,8.7463,-2.7291
1909.88,-5.2668,8.7525,-2.8565
1909.79,-5.261,8.7474,-2.9651
1909.71,-5.2804,8.731,-3.06
1909.63,-5.261,8.7294,-3.0388
1909.54,-5.2312,8.7367,-2.9757
1909.46,-5.2485,8.74,-2.967
1909.38,-5.2532,8.7383,-2.9465
1909.29,-5.1921,8.7341,-2.8433
1909.21,-5.1444,8.729,-2.7205
1909.13,-5.1654,8.7245,-2.6259
1909.04,-5.1765,8.7233,-2.5247
1908.96,-5.1359,8.7251,-2.4064
1908.88,-5.0803,8.719,-2.3125
1908.79,-5.0362,8.7089,-2.2414
1908.71,-5.0113,8.7177,-2.1119
1908.63,-5.0065,8.7317,-2.0002
1908.54,-5.0442,8.7311,-2.0648
1908.46,-5.111,8.7233,-2.1213
1908.38,-5.1825,8.7175,-2.1589
1908.29,-5.1885,8.7293,-2.2267
1908.21,-5.1322,8.7381,-2.1993
1908.13,-5.0639,8.7448,-2.1347
1908.04,-5.0339,8.7585,-2.1432
1907.96,-5.0469,8.761,-2.2222
1907.88,-5.0699,8.7595,-2.2947
1907.79,-5.0705,8.7686,-2.3057
1907.71,-5.0559,8.775,-2.2655
1907.63,-5.0501,8.7698,-2.2773
1907.54,-5.0532,8.7623,-2.4308
1907.46,-5.076,8.7532,-2.5844
1907.38,-5.1166,8.7503,-2.6421
1907.29,-5.1219,8.7712,-2.6794
1907.21,-5.1324,8.7919,-2.7431
1907.13,-5.1485,8.7944,-2.8323
1907.04,-5.1604,8.7726,-2.9101
1906.96,-5.1752,8.7551,-3.0438
1906.88,-5.1676,8.747,-2.857
1906.79,-5.222,8.7482,-2.5924
1906.71,-5.3133,8.7387,-2.467
1906.63,-5.3722,8.7068,-2.386
1906.54,-5.3782,8.6811,-2.4211
1906.46,-5.3585,8.6815,-2.6014
1906.38,-5.3352,8.6988,-2.774
1906.29,-5.291,8.7138,-2.754
1906.21,-5.2463,8.7024,-2.5012
1906.13,-5.2298,8.6762,-2.2605
1906.04,-5.1948,8.6711,-2.0567
1905.96,-5.1421,8.6785,-1.7637
1905.88,-5.1096,8.7029,-1.5921
1905.79,-5.087,8.735,-1.6152
1905.71,-5.0092,8.7538,-1.7611
1905.63,-4.9497,8.7796,-1.8565
1905.54,-4.9779,8.7916,-1.6403
1905.46,-5.1867,8.7322,-1.4136
1905.38,-5.3587,8.6945,-1.7585
1905.29,-5.3224,8.6811,-2.1942
1905.21,-5.3216,8.6718,-2.0554
1905.13,-5.2439,8.6916,-2.0145
1905.04,-5.3517,8.6778,-2.1127
1904.96,-5.4612,8.6516,-1.9743
1904.88,-5.4491,8.632,-2.326
1904.79,-5.339,8.6521,-2.3168
1904.71,-5.213,8.6892,-1.9876
1904.63,-5.1398,8.6958,-1.995
1904.54,-5.2152,8.6852,-1.991
1904.46,-5.3073,8.6764,-1.8527
1904.38,-5.3916,8.6705,-1.5818
1904.29,-5.4341,8.6666,-1.5401
1904.21,-5.4399,8.666,-1.6076
1904.13,-5.4171,8.667,-1.707
1904.04,-5.3614,8.6608,-1.6098
1903.96,-5.323,8.6577,-1.5295
1903.88,-5.3053,8.6576,-1.512
1903.79,-5.2703,8.6504,-1.51
1903.71,-5.2309,8.6511,-1.4909
1903.63,-5.2013,8.6593,-1.4626
1903.54,-5.2393,8.654,-1.509
1903.46,-5.2908,8.6632,-1.5531
1903.38,-5.3566,8.6585,-1.3732
1903.29,-5.4746,8.6473,-1.3006
1903.21,-5.4773,8.6367,-1.3184
1903.13,-5.4552,8.645,-1.3873
1903.04,-5.3593,8.6498,-1.4352
1902.96,-5.067,8.6681,-1.4066
1902.88,-4.7102,8.7311,-1.4328
1902.79,-4.5319,8.788,-1.5496
1902.71,-4.566,8.7867,-1.5084
1902.63,-4.5991,8.7557,-1.5622
1902.54,-4.6247,8.7288,-1.63
1902.46,-4.6763,8.7145,-1.6718
1902.38,-4.8117,8.6965,-1.5599
1902.29,-5.0175,8.675,-1.279
1902.21,-5.0995,8.6743,-1.0609
1902.13,-5.0366,8.6966,-0.92602
1902.04,-5.0006,8.7173,-0.96536
1901.96,-5.0658,8.7285,-1.3545
1901.88,-5.1639,8.7348,-1.8467
1901.79,-5.2068,8.7247,-1.8974
1901.71,-5.2103,8.7033,-1.6096
1901.63,-5.2221,8.686,-1.3224
1901.54,-5.2912,8.6847,-1.2068
1901.46,-5.3631,8.6872,-1.1597
1901.38,-5.43,8.6845,-1.1669
1901.29,-5.4898,8.6771,-1.2181
1901.21,-5.5062,8.6662,-1.2104
1901.13,-5.4432,8.6496,-1.0861
1901.04,-5.3617,8.6459,-1.0737
1900.96,-5.2994,8.6505,-1.1847
1900.88,-5.2222,8.6572,-1.2243
1900.79,-5.159,8.6716,-1.2
1900.71,-5.1843,8.6896,-1.3026
1900.63,-5.1247,8.7185,-1.3093
1900.54,-5.0396,8.7338,-1.3621
1900.46,-5.0277,8.7365,-1.4908
1900.38,-5.0683,8.744,-1.501
1900.29,-5.1122,8.7523,-1.3704
1900.21,-5.1634,8.7448,-1.1457
1900.13,-5.2181,8.7186,-0.89138
1900.04,-5.2699,8.7016,-0.8047
1899.96,-5.3338,8.6969,-0.84976
1899.88,-5.3755,8.7089,-0.95021
1899.8,-5.332,8.7189,-0.90524
1899.71,-5.3098,8.705,-0.8491
1899.63,-5.3457,8.6721,-0.86647
1899.55,-5.3182,8.6792,-0.87233
1899.46,-5.2894,8.6912,-0.82799
1899.38,-5.305,8.6815,-0.79997
1899.3,-5.3096,8.67,-0.85299
1899.21,-5.2526,8.6579,-0.87706
1899.13,-5.194,8.646,-0.85668
1899.05,-5.1955,8.6358,-0.84071
1898.96,-5.2316,8.6347,-0.79108
1898.88,-5.244,8.637,-0.75175
1898.8,-5.1844,8.6341,-0.78771
1898.71,-5.0494,8.6422,-0.8499
1898.63,-5.0109,8.6507,-0.89565
1898.55,-5.1556,8.6493,-0.91272
1898.46,-5.2764,8.6356,-0.94084
1898.38,-5.3072,8.6138,-0.97097
1898.3,-5.3186,8.6089,-0.95141
1898.21,-5.3285,8.6174,-0.89099
1898.13,-5.3381,8.6273,-0.8352
1898.05,-5.3623,8.6371,-0.8024
1897.96,-5.4118,8.6449,-0.88732
1897.88,-5.4423,8.6489,-0.95468
1897.8,-5.4214,8.65,-0.91864
1897.71,-5.3661,8.6534,-0.8575
1897.63,-5.3003,8.6615,-0.84496
1897.55,-5.2473,8.6734000000000009,-0.86281
1897.46,-5.2301,8.6878,-0.89675
1897.38,-5.2484,8.6956,-0.94565
1897.3,-5.291,8.6935,-0.99154
1897.21,-5.3041,8.6901,-0.94036
1897.13,-5.2403,8.6926,-0.75363
1897.05,-5.1154,8.7048,-0.56813
1896.96,-4.9196,8.7319,-0.38752
1896.88,-4.7494,8.7662,-0.36146
1896.8,-4.6317,8.7994,-0.44299
1896.71,-4.5865,8.8188,-0.50101
1896.63,-4.6068,8.8293,-0.59372
1896.55,-4.7566,8.8296,-0.88845
1896.46,-4.8368,8.8189,-1.1937
1896.38,-4.8567,8.7983,-1.3854
1896.3,-5.0276,8.76,-1.4546
1896.21,-5.231,8.7258,-1.3406
1896.13,-5.3527,8.6985,-1.0211
1896.05,-5.3945,8.6769,-0.65908
1895.96,-5.3782,8.6722,-0.44944
1895.88,-5.3679,8.6795,-0.5485
1895.8,-5.4157,8.6729,-0.74853
1895.71,-5.3962,8.6653,-0.70628
1895.63,-5.3318,8.6758,-0.5707
1895.55,-5.2878,8.6799,-0.52696
1895.46,-5.3426,8.6485,-0.58353
1895.38,-5.3879,8.6431,-0.63302
1895.3,-5.443,8.6449,-0.6593
1895.21,-5.5018,8.6399,-0.70062
1895.13,-5.5265,8.6331,-0.81967
1895.05,-5.5164,8.6257,-0.88932
1894.96,-5.4871,8.6213,-0.87709
1894.88,-5.4503,8.6225,-0.81577
1894.8,-5.4115,8.6338,-0.70508
1894.71,-5.3823,8.6514,-0.64572
1894.63,-5.3673,8.6608,-0.67229
1894.55,-5.3631,8.6518,-0.6882
1894.46,-5.379,8.6356,-0.73921
1894.38,-5.4101,8.6247,-0.84447
1894.3,-5.4295,8.6169,-0.92982
1894.21,-5.4435,8.6116,-0.99608
1894.13,-5.4749,8.6104,-1.0858
1894.05,-5.4992,8.613,-1.1611
1893.96,-5.4448,8.6229,-1.1526
1893.88,-5.3603,8.6383,-1.073
1893.8,-5.2677,8.6578,-0.95288
1893.71,-5.23,8.6714,-0.90612
1893.63,-5.2351,8.677,-0.93041
1893.55,-5.2273,8.679,-0.94569
1893.46,-5.2062,8.679,-0.91618
1893.38,-5.22,8.678,-0.87713
1893.3,-5.2906,8.6723,-0.91806
1893.21,-5.4187,8.6596,-1.0558
1893.13,-5.526,8.6529,-1.0543
1893.05,-5.5119,8.6543,-0.94649
1892.96,-5.4972,8.6587,-0.82249
1892.88,-5.4141,8.6705,-0.86402
1892.8,-5.2198,8.6885,-1.0614
1892.71,-5.1036,8.6947,-1.2903
1892.63,-5.0473,8.7183,-1.4101
1892.55,-5.119,8.7117,-1.4886
1892.46,-5.2339,8.7027,-1.5289
1892.38,-5.1692,8.7213,-1.5714
1892.3,-5.1606,8.7272,-1.6208
1892.21,-5.1934,8.7149,-1.4643
1892.13,-5.2155,8.7074,-1.3079
1892.05,-5.2131,8.7178,-1.1875
1891.96,-5.2276,8.7282,-0.99721
1891.88,-5.2646,8.7141,-0.96913
1891.8,-5.221,8.6953,-1.0603
1891.71,-5.1873,8.6684,-1.1625
1891.63,-5.2214,8.663,-1.2214
1891.55,-5.3339,8.6721,-1.2792
1891.46,-5.423,8.672,-1.3518
1891.38,-5.3197,8.6692,-1.3338
1891.3,-5.2281,8.6645,-1.3551
1891.21,-5.2108,8.6608,-1.4218
1891.13,-5.2733,8.6638,-1.373
1891.05,-5.3334,8.6684,-1.2361
1890.96,-5.3445,8.6733,-1.12
1890.88,-5.3512,8.6823,-1.0625
1890.8,-5.3175,8.6849,-1.0075
1890.71,-5.2504,8.6904,-0.98483
