year (AD),depth (mm),d18O (permil),d13C (permil)
-777,26.58,-8.712,-4.897
-779,26.61,-8.659,-4.91
-782,26.64,-8.616,-4.823
-785,26.67,-8.551,-4.605
-788,26.7,-8.696,-4.749
-791,26.73,-8.633,-4.725
-793,26.76,-8.613,-4.721
-796,26.79,-8.702,-4.809
-799,26.82,-8.645,-4.694
-802,26.85,-8.645,-4.598
-805,26.88,-8.688,-4.874
-808,26.91,-8.656,-4.786
-810,26.94,-8.71,-4.881
-813,26.97,-8.635,-4.624
-816,27,-8.746,-4.717
-819,27.03,-8.614,-4.716
-822,27.06,-8.566,-4.718
-824,27.09,-8.649,-4.571
-827,27.12,-8.58,-4.501
-830,27.15,-8.564,-4.606
-833,27.18,-8.572,-4.723
-835,27.21,-8.655,-4.891
-838,27.24,-8.643,-4.597
-841,27.27,-8.62,-4.66
-844,27.3,-8.601,-4.673
-846,27.33,-8.595,-4.629
-849,27.36,-8.57,-4.641
-852,27.39,-8.533,-4.598
-855,27.42,-8.564,-4.692
-857,27.45,-8.711,-4.641
-860,27.48,-8.547,-4.567
-863,27.51,-8.65,-4.452
-866,27.54,-8.656,-4.332
-869,27.57,-8.685,-4.343
-874,27.63,-8.525,-4.318
-877,27.66,-8.51,-4.193
-880,27.69,-8.661,-4.375
-883,27.72,-8.597,-4.428
-886,27.75,-8.7,-4.501
-888,27.78,-8.657,-4.495
-891,27.81,-8.643,-4.706
-894,27.84,-8.602,-4.651
-897,27.87,-8.653,-4.667
-900,27.9,-8.778,-4.773
-902,27.93,-8.667,-4.604
-905,27.96,-8.625,-4.868
-908,27.99,-8.683,-4.848
-911,28.02,-8.686,-4.82
-914,28.05,-8.67,-4.842
-917,28.08,-8.65,-4.838
-919,28.11,-8.619,-4.823
-922,28.14,-8.604,-4.842
-925,28.17,-8.774,-4.786
-928,28.2,-8.693,-4.586
-931,28.23,-8.862,-4.613
-933,28.26,-8.856,-4.71
-936,28.29,-8.892,-4.464
-939,28.32,-8.861,-4.51
-945,28.38,-8.913,-4.624
-948,28.41,-8.984,-4.991
-950,28.44,-9.129,-4.998
-953,28.47,-9.096,-5.227
-956,28.5,-9.041,-5.012
-959,28.53,-9.017,-5.048
-962,28.56,-9.125,-4.965
-964,28.59,-9.08,-5.424
-967,28.62,-9.125,-5.31
-970,28.65,-9.011,-5.117
-973,28.68,-9.001,-5.481
-976,28.71,-8.926,-5.16
-979,28.74,-8.816,-5.562
-981,28.77,-8.752,-5.453
-984,28.8,-8.919,-5.337
-987,28.83,-8.677,-5.247
-990,28.86,-8.746,-5.363
-993,28.89,-8.843,-5.379
-995,28.92,-8.79,-5.383
-998,28.95,-8.846,-5.297
-1001,28.98,-8.965,-5.478
-1004,29.01,-8.876,-5.507
-1007,29.04,-9.032,-5.694
-1010,29.07,-9.033,-5.635
-1012,29.1,-9.066,-5.647
-1015,29.13,-9.09,-5.784
-1018,29.16,-9.109,-5.958
-1021,29.19,-9.205,-6.171
-1024,29.22,-9.1,-6.36
-1029,29.28,-9.126,-6.538
-1032,29.31,-8.965,-6.583
-1035,29.34,-9.098,-6.609
-1041,29.4,-9.007,-6.659
-1043,29.43,-8.984,-6.811
-1046,29.46,-8.885,-6.566
-1049,29.49,-8.809,-6.576
-1052,29.52,-8.854,-6.66
-1055,29.55,-8.756,-6.724
-1058,29.58,-8.836,-6.86
-1061,29.61,-8.771,-6.944
-1063,29.64,-8.832,-6.842
-1066,29.67,-8.994,-6.952
-1069,29.7,-9.234,-6.949
-1072,29.73,-9.052,-6.986
-1075,29.76,-9.016,-7.063
-1078,29.79,-9.041,-7.175
-1081,29.82,-9.11,-6.974
-1084,29.85,-9.086,-6.942
-1086,29.88,-8.965,-6.912
-1089,29.91,-9.047,-7.058
-1095,29.97,-8.985,-7.254
-1098,30,-8.943,-7.424
-1101,30.03,-8.929,-7.439
-1104,30.06,-8.901,-7.569
-1106,30.09,-8.935,-7.66
-1109,30.12,-8.867,-7.738
-1115,30.18,-8.929,-7.889
-1118,30.21,-8.813,-7.905
-1121,30.24,-8.842,-7.893
-1123,30.27,-8.913,-7.913
-1126,30.3,-8.91,-7.709
-1129,30.33,-8.937,-7.638
-1132,30.36,-9.004,-7.511
-1135,30.39,-8.985,-7.173
-1137,30.42,-9.168,-6.883
-1140,30.45,-9.136,-6.63
-1143,30.48,-9.092,-6.441
-1146,30.51,-8.997,-6.251
-1149,30.54,-9.055,-6.19
-1152,30.57,-9.109,-6.252
-1154,30.6,-9.299,-6.411
-1157,30.63,-9.209,-6.77
-1160,30.66,-9.255,-6.605
-1163,30.69,-9.004,-6.709
-1166,30.72,-8.977,-6.628
-1169,30.75,-8.959,-6.671
-1171,30.78,-8.85,-6.696
-1174,30.81,-8.884,-6.616
-1177,30.84,-8.772,-6.61
-1180,30.87,-8.907,-6.637
-1183,30.9,-8.931,-6.702
-1185,30.93,-9.043,-6.647
-1188,30.96,-9.03,-6.466
-1191,30.99,-9.166,-6.467
-1194,31.02,-9.086,-6.321
-1197,31.05,-9.359,-6.321
-1200,31.08,-9.107,-6.286
-1202,31.11,-8.953,-6.289
-1205,31.14,-9.083,-6.38
-1208,31.17,-8.962,-6.392
-1211,31.2,-9.037,-6.418
-1214,31.23,-9.075,-6.446
-1216,31.26,-8.895,-6.355
-1219,31.29,-9.055,-6.353
-1222,31.32,-8.98,-6.215
-1228,31.38,-9.175,-6.171
-1231,31.41,-9.11,-6.085
-1233,31.44,-9.185,-6.017
-1236,31.47,-9.179,-5.952
-1239,31.5,-9.352,-5.78
-1242,31.53,-9.037,-5.743
-1245,31.56,-9.053,-5.669
-1248,31.59,-9.03,-5.61
-1251,31.62,-8.82,-5.712
-1253,31.65,-8.987,-5.69
-1256,31.68,-8.86,-5.628
-1259,31.71,-8.863,-5.566
-1262,31.74,-8.982,-5.449
-1265,31.77,-8.906,-5.424
-1268,31.8,-8.874,-5.283
-1271,31.83,-8.797,-5.207
-1274,31.86,-8.717,-5.115
-1276,31.89,-8.688,-4.968
-1279,31.92,-8.65,-4.94
-1285,31.98,-8.643,-4.858
-1288,32.01,-8.623,-4.84
-1291,32.04,-8.543,-4.845
-1294,32.07,-8.545,-4.927
-1296,32.1,-8.631,-5.014
-1299,32.13,-8.74,-5.057
-1302,32.16,-8.953,-5.086
-1305,32.19,-8.657,-5.097
-1308,32.22,-8.787,-5.13
-1311,32.25,-8.599,-5.146
-1313,32.28,-8.661,-5.044
-1316,32.31,-8.654,-5.072
-1322,32.37,-8.688,-5.043
-1325,32.4,-8.919,-4.971
-1327,32.43,-8.773,-4.907
-1330,32.46,-8.76,-4.881
-1333,32.49,-8.801,-4.763
-1336,32.52,-8.873,-4.701
-1339,32.55,-8.826,-4.729
-1342,32.58,-8.877,-4.61
-1346,32.61,-8.882,-4.57
-1349,32.64,-8.868,-4.564
-1352,32.67,-8.992,-4.515
-1358,32.73,-8.972,-4.484
-1362,32.76,-8.995,-4.415
-1365,32.79,-8.99,-4.474
-1368,32.82,-8.997,-4.511
-1371,32.85,-8.902,-4.471
-1374,32.88,-8.866,-4.48
-1377,32.91,-8.79,-4.464
-1381,32.94,-8.858,-4.515
-1384,32.97,-8.886,-4.559
-1387,33,-8.823,-4.645
-1390,33.03,-8.773,-4.748
-1393,33.06,-8.806,-4.822
-1396,33.09,-8.851,-5.081
-1399,33.12,-8.871,-4.929
-1403,33.15,-8.807,-4.995
-1406,33.18,-8.758,-5.042
-1409,33.21,-8.813,-5.078
-1412,33.24,-8.825,-5.112
-1415,33.27,-8.842,-5.156
-1418,33.3,-8.876,-5.173
-1421,33.33,-8.862,-5.249
-1424,33.36,-8.778,-5.244
-1428,33.39,-8.818,-5.121
-1431,33.42,-8.987,-5.109
-1434,33.45,-8.876,-4.963
-1437,33.48,-8.997,-4.94
-1440,33.51,-8.734,-4.87
-1443,33.54,-8.82,-4.975
-1446,33.57,-9.052,-5.003
-1450,33.6,-8.847,-5.05
-1453,33.63,-8.885,-5.202
-1456,33.66,-8.753,-5.248
-1459,33.69,-8.657,-5.336
-1462,33.72,-8.661,-5.209
-1469,33.78,-8.599,-5.616
-1475,33.84,-8.598,-5.551
-1478,33.87,-8.518,-5.471
-1481,33.9,-8.437,-5.303
-1485,33.93,-8.599,-5.311
-1488,33.96,-8.522,-5.116
-1491,33.99,-8.493,-5.251
-1494,34.02,-8.359,-5.362
-1497,34.05,-8.56,-5.421
-1500,34.08,-8.551,-5.504
-1503,34.11,-8.746,-5.462
-1507,34.14,-8.671,-5.478
-1510,34.17,-8.704,-5.571
-1513,34.2,-8.877,-5.567
-1516,34.23,-8.505,-5.636
-1519,34.26,-8.693,-5.593
-1522,34.29,-8.688,-5.514
-1525,34.32,-8.705,-5.469
-1528,34.35,-8.68,-5.313
-1532,34.38,-8.646,-5.147
-1535,34.41,-8.463,-5.042
-1538,34.44,-8.601,-4.852
-1541,34.47,-8.797,-5.272
-1544,34.5,-8.567,-4.793
-1547,34.53,-8.468,-4.566
-1550,34.56,-8.625,-4.47
-1554,34.59,-8.611,-4.61
-1557,34.62,-8.655,-4.393
-1560,34.65,-8.58,-4.257
-1563,34.68,-8.638,-4.273
-1566,34.71,-8.605,-4.216
-1569,34.74,-8.593,-4.317
-1573,34.77,-8.56,-4.478
-1576,34.8,-8.493,-4.405
-1579,34.83,-8.534,-4.273
-1582,34.86,-8.508,-4.201
-1585,34.89,-8.614,-4.239
-1589,34.92,-8.625,-4.379
-1592,34.95,-8.708,-4.442
-1595,34.98,-8.625,-4.431
-1598,35.01,-8.723,-4.543
-1601,35.04,-8.654,-4.514
-1604,35.07,-8.64,-4.504
-1607,35.1,-8.9,-4.511
-1611,35.13,-8.686,-4.536
-1614,35.16,-8.844,-4.457
-1617,35.19,-8.745,-4.415
-1620,35.22,-8.773,-4.413
-1623,35.25,-8.792,-4.287
-1626,35.28,-8.778,-4.325
-1629,35.31,-8.794,-4.314
-1632,35.34,-8.865,-4.363
-1635,35.37,-8.864,-4.227
-1639,35.4,-9.009,-4.34
-1642,35.43,-9.006,-4.277
-1645,35.46,-8.999,-4.454
-1648,35.49,-9.054,-4.288
-1651,35.52,-9.245,-4.249
-1657,35.58,-9.034,-4.278
-1661,35.61,-9.124,-4.339
-1664,35.64,-8.924,-4.374
-1667,35.67,-9.018,-4.39
-1670,35.7,-8.911,-4.469
-1673,35.73,-8.818,-4.57
-1677,35.76,-8.865,-4.667
-1680,35.79,-8.614,-4.576
-1683,35.82,-8.621,-4.54
-1686,35.85,-8.665,-4.518
-1689,35.88,-8.675,-4.552
-1692,35.91,-8.715,-4.586
-1696,35.94,-8.678,-4.621
-1699,35.97,-8.689,-4.61
-1702,36,-8.807,-4.536
-1705,36.03,-8.748,-4.604
-1708,36.06,-8.761,-4.54
-1711,36.09,-8.683,-4.572
-1714,36.12,-8.744,-4.569
-1718,36.15,-8.741,-4.671
-1721,36.18,-8.628,-4.728
-1724,36.21,-8.699,-4.734
-1727,36.24,-8.675,-4.635
-1730,36.27,-8.648,-4.595
-1733,36.3,-8.655,-4.561
-1736,36.33,-8.639,-4.577
-1739,36.36,-8.63,-4.567
-1743,36.39,-8.673,-4.646
-1746,36.42,-8.805,-4.732
-1749,36.45,-8.81,-4.669
-1752,36.48,-8.484,-4.693
-1755,36.51,-8.654,-4.86
-1758,36.54,-8.502,-4.95
-1761,36.57,-8.642,-5.091
-1765,36.6,-8.606,-5.091
-1768,36.63,-8.499,-5.071
-1771,36.66,-8.374,-5.03
-1774,36.69,-8.555,-5
-1777,36.72,-8.594,-5.029
-1781,36.75,-8.616,-5.046
-1784,36.78,-8.365,-5.017
-1787,36.81,-8.456,-4.984
-1790,36.84,-8.476,-4.855
-1793,36.87,-8.481,-4.699
-1796,36.9,-8.745,-4.657
-1800,36.93,-8.378,-4.586
-1803,36.96,-8.503,-4.417
-1806,36.99,-8.46,-4.385
-1809,37.02,-8.384,-4.385
-1812,37.05,-8.509,-4.27
-1815,37.08,-8.593,-4.133
-1819,37.11,-8.758,-4.037
-1822,37.14,-8.893,-3.975
-1825,37.17,-9.03,-3.911
-1828,37.2,-9.009,-3.929
-1831,37.23,-8.89,-3.518
-1835,37.26,-8.746,-3.72
-1838,37.29,-8.772,-3.865
-1841,37.32,-8.652,-3.865
-1844,37.35,-8.962,-3.977
-1847,37.38,-8.731,-3.845
-1850,37.41,-8.801,-3.849
-1854,37.44,-8.844,-3.867
-1857,37.47,-8.826,-3.92
-1860,37.5,-8.886,-3.989
-1863,37.53,-8.831,-4.074
-1866,37.56,-8.95,-4.098
-1869,37.59,-8.925,-4.319
-1872,37.62,-9.024,-4.29
-1876,37.65,-8.823,-4.452
-1879,37.68,-8.795,-4.473
-1882,37.71,-8.772,-4.5
-1885,37.74,-8.634,-4.639
-1888,37.77,-8.814,-4.636
-1891,37.8,-8.784,-4.666
-1894,37.83,-8.739,-4.534
-1897,37.86,-8.734,-4.756
-1901,37.89,-8.844,-4.787
-1904,37.92,-8.816,-4.752
-1907,37.95,-8.877,-4.797
-1910,37.98,-8.823,-4.711
-1913,38.01,-8.8,-4.176
-1915,38.04,-8.725,-4.58
-1917,38.07,-8.826,-4.565
-1919,38.1,-8.735,-4.523
-1921,38.13,-8.769,-4.494
-1923,38.16,-8.763,-4.492
-1925,38.19,-8.973,-4.491
-1927,38.22,-8.817,-4.406
-1929,38.25,-9.09,-4.438
-1931,38.28,-8.92,-4.471
-1933,38.31,-8.713,-4.541
-1935,38.34,-8.734,-4.458
-1937,38.37,-8.759,-4.514
-1939,38.4,-8.852,-4.501
-1941,38.43,-8.623,-4.573
-1943,38.46,-8.691,-4.561
-1945,38.49,-8.683,-4.563
-1947,38.52,-8.811,-4.645
-1949,38.55,-8.866,-4.673
-1951,38.58,-8.864,-4.681
-1953,38.61,-8.963,-4.603
-1955,38.64,-8.871,-4.567
-1957,38.67,-8.863,-4.537
-1959,38.7,-8.854,-4.479
-1961,38.73,-8.931,-4.52
-1963,38.76,-9.076,-4.463
-1965,38.79,-9.113,-4.511
-1967,38.82,-8.898,-4.387
-1969,38.85,-8.942,-4.387
-1971,38.88,-8.934,-4.476
-1973,38.91,-8.966,-4.427
-1975,38.94,-8.987,-4.542
-1977,38.97,-9.016,-4.587
-1979,39,-8.994,-4.643
-1981,39.03,-8.911,-4.594
-1983,39.06,-8.854,-4.644
-1985,39.09,-9.011,-4.748
-1987,39.12,-8.913,-4.699
-1989,39.15,-9.119,-4.646
-1991,39.18,-9.036,-4.691
-1993,39.21,-8.985,-4.685
-1995,39.24,-9.075,-4.702
-1997,39.27,-8.769,-4.635
-1999,39.3,-9.095,-4.742
-2001,39.33,-8.944,-4.812
-2003,39.36,-8.965,-4.847
-2005,39.39,-8.87,-4.91
-2007,39.42,-8.823,-5.02
-2009,39.45,-8.837,-5.058
-2011,39.48,-8.711,-5.133
-2013,39.51,-8.752,-5.171
-2015,39.54,-8.895,-5.277
-2017,39.57,-8.856,-5.342
-2019,39.6,-8.763,-5.422
-2021,39.63,-8.748,-5.498
-2023,39.66,-8.664,-5.536
-2025,39.69,-8.794,-5.595
-2027,39.72,-8.719,-5.573
-2029,39.75,-8.771,-5.651
-2030,39.78,-8.686,-5.58
-2032,39.81,-8.795,-5.58
-2034,39.84,-8.78,-5.608
-2036,39.87,-8.841,-5.47
-2038,39.9,-8.727,-5.544
-2040,39.93,-8.807,-5.426
-2042,39.96,-8.696,-5.408
-2044,39.99,-8.774,-5.278
-2046,40.02,-8.739,-5.295
-2048,40.05,-8.989,-5.26
-2050,40.08,-8.777,-5.342
-2052,40.11,-8.713,-5.292
-2054,40.14,-8.728,-5.33
-2056,40.17,-8.7,-5.337
-2058,40.2,-9.011,-5.376
-2060,40.23,-8.759,-5.367
-2062,40.26,-8.672,-5.234
-2064,40.29,-8.76,-5.233
-2066,40.32,-8.73,-5.229
-2068,40.35,-8.711,-5.086
-2070,40.38,-8.799,-5.183
-2072,40.41,-8.727,-4.968
-2074,40.44,-8.648,-5.108
-2076,40.47,-8.724,-5.21
-2080,40.53,-8.756,-4.991
-2082,40.56,-8.741,-5.01
-2084,40.59,-8.759,-4.929
-2086,40.62,-8.749,-4.952
-2088,40.65,-8.715,-4.92
-2090,40.68,-8.671,-4.937
-2092,40.71,-8.592,-5.111
-2094,40.74,-8.663,-5.119
-2096,40.77,-8.662,-5.079
-2098,40.8,-8.612,-5.091
-2100,40.83,-8.706,-5.079
-2102,40.86,-8.567,-4.977
-2105,40.89,-8.799,-5.038
-2107,40.92,-8.746,-5.095
-2109,40.95,-8.841,-4.827
-2111,40.98,-8.804,-5.087
-2113,41.01,-8.68,-4.856
-2115,41.04,-8.696,-4.835
-2117,41.07,-8.69,-4.895
-2119,41.1,-8.963,-4.87
-2121,41.13,-8.759,-4.616
-2123,41.16,-8.781,-4.806
-2125,41.19,-8.708,-4.837
-2127,41.22,-8.766,-4.691
-2129,41.25,-8.813,-4.56
-2130,41.28,-8.878,-4.586
-2132,41.31,-8.861,-4.57
-2134,41.34,-8.831,-4.573
-2136,41.37,-8.807,-4.503
-2138,41.4,-8.868,-4.625
-2140,41.43,-8.875,-4.47
-2142,41.46,-8.939,-4.575
-2144,41.49,-8.898,-4.671
-2146,41.52,-8.808,-4.615
-2148,41.55,-8.851,-4.689
-2150,41.58,-8.791,-4.655
-2152,41.61,-8.792,-4.549
-2154,41.64,-8.845,-4.581
-2156,41.67,-8.73,-4.449
-2158,41.7,-8.882,-4.466
-2160,41.73,-8.804,-4.485
-2162,41.76,-8.86,-4.483
-2164,41.79,-8.806,-4.515
-2166,41.82,-8.761,-4.371
-2168,41.85,-8.994,-4.453
-2170,41.88,-8.824,-4.521
-2172,41.91,-8.893,-4.545
-2174,41.94,-8.867,-4.58
-2176,41.97,-8.849,-4.512
-2178,42,-9.044,-4.7
-2180,42.03,-8.725,-4.799
-2182,42.06,-8.956,-4.676
-2184,42.09,-8.815,-4.654
-2186,42.12,-8.768,-4.642
-2188,42.15,-8.693,-4.567
-2190,42.18,-8.764,-4.502
-2192,42.21,-8.726,-4.682
-2194,42.24,-8.857,-4.547
-2196,42.27,-8.804,-4.563
-2198,42.3,-8.881,-4.548
-2200,42.33,-8.851,-4.625
-2202,42.36,-8.792,-4.657
-2205,42.39,-8.644,-4.655
-2207,42.42,-8.692,-4.82
-2209,42.45,-8.581,-4.735
-2211,42.48,-8.711,-4.688
-2213,42.51,-8.781,-4.657
-2215,42.54,-8.816,-4.653
-2217,42.57,-8.747,-4.614
-2219,42.6,-8.84,-4.582
-2221,42.63,-8.882,-4.664
-2223,42.66,-8.775,-4.603
-2225,42.69,-8.819,-4.614
-2227,42.72,-8.831,-4.569
-2229,42.75,-8.988,-4.499
-2230,42.78,-8.866,-4.561
-2232,42.81,-8.746,-4.624
-2234,42.84,-8.82,-4.782
-2236,42.87,-8.773,-4.757
-2238,42.9,-8.914,-4.834
-2240,42.93,-8.744,-4.935
-2242,42.96,-8.683,-4.999
-2244,42.99,-8.648,-5.042
-2246,43.02,-8.803,-4.976
-2248,43.05,-8.789,-5.124
-2250,43.08,-8.732,-4.984
-2252,43.11,-8.756,-5.01
-2254,43.14,-8.893,-5.055
-2256,43.17,-8.846,-5.056
-2258,43.2,-8.811,-5.014
-2260,43.23,-8.922,-5.25
-2262,43.26,-8.767,-5.138
-2264,43.29,-8.729,-5.383
-2266,43.32,-8.747,-5.33
-2268,43.35,-8.789,-5.415
-2270,43.38,-8.767,-5.228
-2272,43.41,-8.786,-5.394
-2274,43.44,-8.792,-5.332
-2276,43.47,-8.85,-5.444
-2278,43.5,-8.788,-5.374
-2280,43.53,-8.871,-5.353
-2282,43.56,-8.826,-5.421
-2284,43.59,-8.867,-5.448
-2286,43.62,-8.745,-5.4
-2288,43.65,-9.107,-5.334
-2290,43.68,-8.886,-5.519
-2292,43.71,-8.931,-5.483
-2294,43.74,-8.968,-5.732
-2296,43.77,-8.783,-5.544
-2298,43.8,-8.975,-5.524
-2300,43.83,-8.7,-5.451
-2302,43.86,-8.883,-5.559
-2305,43.89,-8.791,-5.449
-2307,43.92,-8.8,-5.679
-2309,43.95,-8.803,-5.587
-2311,43.98,-8.733,-5.684
-2312,44.01,-8.732,-5.674
-2314,44.04,-8.685,-5.699
-2315,44.07,-8.696,-5.768
-2316,44.1,-8.669,-5.779
-2318,44.13,-8.701,-6.045
-2319,44.16,-8.706,-5.955
-2320,44.19,-8.824,-6.09
-2322,44.22,-8.709,-6.213
-2323,44.25,-8.8,-6.071
-2324,44.28,-8.828,-6.123
-2326,44.31,-8.846,-6.185
-2327,44.34,-8.848,-6.091
-2328,44.37,-8.901,-5.992
-2330,44.4,-8.859,-5.917
-2331,44.43,-8.838,-5.934
-2332,44.46,-8.848,-6.038
-2334,44.49,-8.868,-5.959
-2335,44.52,-8.849,-5.997
-2336,44.55,-9.15,-5.954
-2337,44.58,-8.959,-6.022
-2339,44.61,-8.958,-5.75
-2340,44.64,-8.935,-5.634
-2341,44.67,-9.026,-5.544
-2342,44.7,-9.19,-5.356
-2344,44.73,-8.936,-5.199
-2345,44.76,-8.886,-5.188
-2346,44.79,-8.926,-5.041
-2347,44.82,-8.973,-5.025
-2349,44.85,-8.89,-5.101
-2350,44.88,-9.081,-5.308
-2351,44.91,-9.259,-5.389
-2352,44.94,-9.347,-5.219
-2354,44.97,-9.301,-5.37
-2355,45,-9.256,-5.19
-2356,45.03,-9.236,-5.247
-2358,45.06,-9.239,-5.188
-2359,45.09,-9.056,-5.133
-2360,45.12,-9.052,-5.08
-2362,45.15,-9.125,-5.127
-2363,45.18,-9.149,-5.159
-2364,45.21,-9.034,-5.343
-2366,45.24,-9.02,-5.362
-2367,45.27,-9.059,-5.428
-2368,45.3,-9,-5.354
-2370,45.33,-9.108,-5.929
-2371,45.36,-8.991,-5.622
-2372,45.39,-8.992,-5.563
-2373,45.42,-9.011,-5.471
-2375,45.45,-9.246,-5.426
-2376,45.48,-9.018,-5.412
-2377,45.51,-9.12,-5.29
-2379,45.54,-8.967,-5.349
-2380,45.57,-9.041,-5.345
-2381,45.6,-9.182,-5.374
-2383,45.63,-8.963,-5.396
-2384,45.66,-8.922,-5.43
-2385,45.69,-8.867,-5.345
-2387,45.72,-8.858,-5.37
-2388,45.75,-8.71,-5.297
-2389,45.78,-8.742,-5.288
-2391,45.81,-8.704,-5.325
-2392,45.84,-8.708,-5.304
-2393,45.87,-8.818,-5.219
-2395,45.9,-8.794,-5.081
-2396,45.93,-8.789,-5.202
-2397,45.96,-8.827,-5.188
-2399,45.99,-8.856,-5.274
-2400,46.02,-8.828,-5.5
-2401,46.05,-8.867,-5.491
-2403,46.08,-8.918,-5.515
-2404,46.11,-9.018,-5.414
-2405,46.14,-8.972,-5.338
-2406,46.17,-9.114,-5.451
-2408,46.2,-9.028,-5.479
-2409,46.23,-9.093,-5.532
-2410,46.26,-8.889,-5.612
-2412,46.29,-8.976,-5.732
-2413,46.32,-9.05,-5.636
-2414,46.35,-9.15,-5.741
-2416,46.38,-9.1,-5.848
-2417,46.41,-9.086,-5.826
-2418,46.44,-9.112,-6.05
-2420,46.47,-9.066,-6.048
-2421,46.5,-9.113,-6.113
-2422,46.53,-9.007,-6.044
-2424,46.56,-8.845,-5.881
-2425,46.59,-8.821,-5.874
-2426,46.62,-8.689,-5.74
-2428,46.65,-8.591,-5.623
-2429,46.68,-8.705,-5.836
-2430,46.71,-8.667,-5.846
-2432,46.74,-8.545,-5.433
-2433,46.77,-8.568,-5.554
-2434,46.8,-8.549,-5.628
-2436,46.83,-8.457,-5.5
-2437,46.86,-8.415,-5.481
-2438,46.89,-8.435,-5.643
-2439,46.92,-8.546,-5.618
-2441,46.95,-8.63,-5.839
-2442,46.98,-8.778,-4.842
-2443,47.01,-8.865,-4.994
-2445,47.04,-8.992,-4.895
-2446,47.07,-8.959,-4.939
-2447,47.1,-8.926,-4.942
-2449,47.13,-8.852,-4.774
-2450,47.16,-8.833,-4.713
-2451,47.19,-8.682,-4.6
-2453,47.22,-8.682,-4.588
-2454,47.25,-9.02,-4.738
-2455,47.28,-8.602,-4.773
-2458,47.34,-8.832,-4.89
-2459,47.37,-8.947,-4.983
-2461,47.4,-8.921,-5.582
-2462,47.43,-8.67,-5.06
-2463,47.46,-8.798,-5.161
-2465,47.49,-8.599,-5.114
-2466,47.52,-8.475,-5.338
-2467,47.55,-8.409,-5.365
-2468,47.58,-8.436,-5.463
-2470,47.61,-8.392,-5.632
-2471,47.64,-8.441,-5.754
-2472,47.67,-8.365,-5.61
-2473,47.7,-8.485,-5.51
-2475,47.73,-8.453,-5.673
-2476,47.76,-8.44,-5.88
-2477,47.79,-8.522,-5.875
-2478,47.82,-8.643,-5.863
-2480,47.85,-8.638,-5.842
-2481,47.88,-8.749,-6.189
-2482,47.91,-8.695,-6.334
-2483,47.94,-8.674,-6.49
-2485,47.97,-8.79,-6.228
-2486,48,-8.691,-6.558
-2490,48.03,-8.797,-6.422
-2495,48.06,-8.767,-6.364
-2499,48.09,-8.89,-6.365
-2503,48.12,-8.736,-6.49
-2508,48.15,-8.967,-6.583
-2512,48.18,-8.867,-6.48
-2516,48.21,-8.928,-6.754
-2521,48.24,-8.938,-6.805
-2525,48.27,-8.931,-6.879
-2534,48.33,-8.991,-6.721
-2538,48.36,-8.921,-7.026
-2542,48.39,-9.028,-6.988
-2546,48.42,-8.989,-7.002
-2551,48.45,-9.033,-7.159
-2555,48.48,-9.158,-6.998
-2560,48.51,-9.019,-7.39
-2568,48.54,-9.128,-7.357
-2575,48.57,-9.06,-7.125
-2582,48.6,-9.042,-7.403
-2590,48.63,-8.984,-7.393
-2597,48.66,-9.064,-7.584
-2604,48.69,-9.073,-7.54
-2612,48.72,-9.006,-7.448
-2619,48.75,-9.03,-7.05
-2626,48.78,-9.093,-7.517
-2634,48.81,-9.091,-7.664
-2641,48.84,-9.07,-7.481
-2648,48.87,-8.994,-7.405
-2656,48.9,-9.115,-7.356
-2663,48.93,-9.143,-7.508
-2670,48.96,-9.082,-7.258
-2678,48.99,-9.13,-7.531
-2681,49.02,-9.165,-7.471
-2682,49.05,-9.264,-7.2
-2684,49.08,-9.041,-7.281
-2685,49.11,-9.069,-7.133
-2686,49.14,-9.034,-7.173
-2687,49.17,-9.021,-7.207
-2689,49.2,-9.302,-7.179
-2690,49.23,-9.211,-7.415
-2691,49.26,-9.167,-7.274
-2693,49.29,-9.066,-7.347
-2694,49.32,-9.117,-7.303
-2695,49.35,-9.147,-7.29
-2697,49.38,-9.229,-7.255
-2698,49.41,-9.181,-7.249
-2699,49.44,-9.127,-7.13
-2701,49.47,-9.125,-7.091
-2702,49.5,-9.185,-7.367
-2703,49.53,-9.105,-7.068
-2705,49.56,-9.139,-7.168
-2706,49.59,-9.095,-7.096
-2707,49.62,-9.118,-6.952
-2709,49.65,-9.044,-6.888
-2710,49.68,-9.016,-6.726
-2711,49.71,-9.029,-6.784
-2713,49.74,-9.035,-6.755
-2714,49.77,-9.014,-6.831
-2715,49.8,-8.874,-4.278
-2717,49.83,-8.867,-4.368
-2718,49.86,-8.955,-4.186
-2719,49.89,-9.044,-4.457
-2720,49.92,-9.014,-4.323
-2722,49.95,-9.179,-4.19
-2723,49.98,-8.917,-4.243
-2725,50.01,-8.93,-4.305
-2729,50.04,-8.924,-4.309
-2732,50.07,-8.972,-4.388
-2736,50.1,-9.252,-4.312
-2739,50.13,-8.965,-4.449
-2743,50.16,-8.966,-4.467
-2746,50.19,-8.961,-4.456
-2750,50.22,-9.003,-4.461
-2754,50.25,-8.912,-4.444
-2757,50.28,-8.882,-4.359
-2761,50.31,-8.953,-4.464
-2764,50.34,-9.111,-4.432
-2768,50.37,-9.049,-4.377
-2771,50.4,-9.049,-4.538
-2775,50.43,-9.012,-4.664
-2778,50.46,-9.158,-4.859
