year (AD),depth (mm),d18O (permil),d13C (permil)
1619,75.8,-3.62,-6.97
1618,75.9,-3.49,-6.83
1615.5,76,-3.62,-6.94
1613,76.1,-4.19,-8.45
1612.4,76.2,-3.42,-8
1611.9,76.3,-3.67,-8.05
1611.3,76.4,-3.52,-7.87
1610.7,76.5,-3.36,-7.97
1610.3,76.6,-3.58,-7.97
1609.8,76.7,-3.39,-8.02
1609.5,76.8,-3.35,-8.1
1609,76.9,-3.44,-8.04
1608.5,77,-3.53,-8.1
1608.1,77.1,-3.6,-8.06
1607.6,77.2,-3.5,-8.03
1607.1,77.3,-3.75,-8.1
1606.7,77.4,-3.72,-8.05
1606.4,77.5,-3.7,-8.02
1606,77.6,-3.87,-7.97
1605.6,77.7,-4.01,-8.06
1605.2,77.8,-3.82,-8.12
1604.8,77.9,-3.7,-8.02
1604.5,78,-3.6,-8.1
1604.1,78.1,-3.57,-8.17
1603.8,78.2,-3.5,-8.13
1603.4,78.3,-4.13,-8.27
1603.1,78.4,-3.75,-8.13
1602.8,78.5,-3.51,-8.06
1602.5,78.6,-3.52,-8.03
1602.3,78.7,-3.63,-8.09
1602,78.8,-3.69,-8.05
1601.7,78.9,-3.77,-7.87
1601.5,79,-3.64,-8.08
1601.2,79.1,-3.63,-7.98
1600.9,79.2,-3.59,-7.99
1600.6,79.3,-3.52,-7.88
1600.4,79.4,NA,NA
1600.2,79.5,-3.96,-7.99
1599.9,79.6,-3.5,-7.88
1599.7,79.7,-3.51,-7.94
1599.5,79.8,-3.41,-8.06
1599.2,79.9,-3.39,-8.03
1599,80,-3.26,-8.08
1598.7,80.1,-3.69,-8.15
1598.5,80.2,-3.37,-8.08
1598.3,80.3,-3.35,-8.11
1598.1,80.4,-3.35,-8.17
1597.9,80.5,-3.55,-8.15
1597.7,80.6,-3.51,-8.16
1597.6,80.7,-3.64,-8.27
1597.3,80.8,-3.52,-8.18
1597.2,80.9,-3.61,-8.08
1597,81,-3.34,-8.04
1596.8,81.1,-3.55,-8.03
1596.6,81.2,-3.59,-7.94
1596.4,81.3,-3.76,-7.98
1596.3,81.4,-3.46,-7.97
1596.2,81.5,-3.6,-8.02
1596,81.6,-3.57,-8.09
1595.9,81.7,NA,NA
1595.8,81.8,NA,NA
1595.7,81.9,NA,NA
1595.6,82,-3.52,-7.92
1595.5,82.1,-3.46,-8.01
1595.5,82.2,-4.04,-8.31
1595.4,82.3,-3.28,-7.66
1595.3,82.4,-3.35,-7.81
1595.2,82.5,-3.43,-7.81
1595.1,82.6,-3.54,-8.08
1595,82.7,-3.33,-8.08
1594.9,82.8,-3.11,-7.94
1594.8,82.9,-3.15,-7.95
1594.7,83,-3.26,-7.97
1594.6,83.1,-3.21,-8.05
1594.5,83.2,-3.41,-7.98
1594.4,83.3,-3.18,-8.03
1594.4,83.4,-3.17,-7.87
1594.3,83.5,-3.28,-7.67
1594.3,83.6,-3.28,-7.69
1594.2,83.7,-3.57,-8.07
1594.2,83.8,-3.27,-7.92
1594.1,83.9,-3.28,-7.82
1594.1,84,-3.37,-7.77
1594,84.1,-3.68,-8.27
1594,84.2,-3.51,-8.11
1594,84.3,-3.25,-8.05
1593.9,84.4,NA,NA
1593.9,84.5,-3.67,-8.2
1593.8,84.6,-3.42,-8.18
1593.7,84.7,-3.27,-8.13
1593.7,84.8,-3.26,-8.07
1593.6,84.9,-3.59,-8.36
1593.5,85,-3.61,-8.33
1593.5,85.1,-3.42,-8.13
1593.4,85.2,-3.43,-8.03
1593.4,85.3,-4.1,-8.13
1593.3,85.4,-3.51,-8.07
1593.2,85.5,-3.45,-8.04
1593.1,85.6,-3.54,-7.94
1593,85.7,-3.39,-8.15
1592.9,85.8,-3.34,-7.95
1592.9,85.9,-3.33,-7.98
1592.8,86,-3.53,-7.92
1592.7,86.1,-3.28,-7.94
1592.6,86.2,-3.32,-7.97
1592.5,86.3,-3.47,-7.99
1592.4,86.4,-3.78,-8.26
1592.3,86.5,-3.61,-8.14
1592.2,86.6,-3.42,-8
1592.1,86.7,-3.57,-8.11
1592,86.8,-3.79,-8.27
1591.9,86.9,-3.48,-7.9
1591.8,87,-3.84,-8.29
1591.7,87.1,-3.61,-8.12
1591.6,87.2,-3.58,-8.17
1591.5,87.3,-3.85,-8.29
1591.3,87.4,-3.4,-8.11
1591.2,87.5,-3.37,-8.17
1591,87.6,-3.47,-8.2
1590.9,87.7,-3.45,-8.18
1590.8,87.8,-3.49,-8.14
1590.6,87.9,-3.7,-8.34
1590.4,88,-3.5,-8.06
1590.2,88.1,NA,NA
1590.1,88.2,-3.67,-8.16
1589.9,88.3,-3.92,-8.44
1589.8,88.4,-3.58,-7.95
1589.6,88.5,-3.5,-7.92
1589.5,88.6,-3.47,-7.87
1589.3,88.7,-3.6,-7.96
1589.2,88.8,-3.65,-8.11
1589,88.9,-3.48,-7.92
1588.8,89,-3.42,-8
1588.6,89.1,-3.37,-8.08
1588.4,89.2,-3.35,-8.16
1588.2,89.3,-3.48,-8.37
1587.9,89.4,-3.17,-8.05
1587.7,89.5,-3.12,-8.07
1587.5,89.6,-3.06,-8.17
1587.2,89.7,-3.16,-7.96
1587,89.8,-3.24,-8.15
1586.7,89.9,-3.35,-8.31
1586.5,90,-3.28,-8.14
1586.2,90.1,-3.23,-8.13
1585.9,90.2,-3.39,-8.29
1585.7,90.3,-3.64,-8.49
1585.4,90.4,-3.37,-8.16
1585.1,90.5,-3.45,-8.19
1584.8,90.6,-3.4,-8.23
1584.4,90.7,-3.58,-8.41
1584.1,90.8,-3.5,-8.34
1583.7,90.9,-3.65,-8.39
1583.4,91,-3.5,-8.17
1583,91.1,-3.72,-8.47
1582.7,91.2,-3.46,-8.09
1582.3,91.3,-3.45,-8.04
1581.9,91.4,-3.41,-7.89
1581.5,91.5,-3.47,-7.9
1581.1,91.6,-3.45,-7.76
1580.7,91.7,-3.37,-7.64
1580.3,91.8,-3.38,-7.63
1579.7,91.9,-3.44,-7.67
1578.9,92,-3.36,-7.42
1578.3,92.1,-3.41,-7.42
1577.9,92.2,-3.47,-7.41
1577.3,92.3,-3.42,-7.39
1576.4,92.4,-3.45,-7.29
1575.6,92.5,-3.43,-7.27
1574.7,92.6,-3.43,-7.25
1573.8,92.7,-3.32,-7.24
1572.7,92.8,-3.43,-7.48
1571.3,92.9,-3.49,-7.31
1570.3,93,-3.45,-7.25
1569.1,93.1,-3.4,-7.27
1568.1,93.2,-3.37,-7.39
1566.9,93.3,-3.29,-7.35
1565.5,93.4,-3.16,-7
1563.8,93.5,-3.16,-6.9
1562.4,93.6,-3.23,-6.84
1560.8,93.7,-3.2,-6.68
1559.4,93.8,-3.31,-6.68
1557.7,93.9,-3.27,-6.76
1556.1,94,-3.43,-7.1
1554.3,94.1,-3.4,-7.17
1551.9,94.2,-3.33,-7.38
1549.8,94.3,-3.28,-7.36
1546.1,94.4,-3.22,-7.21
1543.5,94.5,-3.27,-7.13
1542.4,94.6,-3.3,-7.15
1541.3,94.7,-3.3,-7.16
1540.2,94.8,-3.55,-7.4
1539.1,94.9,-3.43,-7.41
1538,95,-3.48,-7.54
1537.1,95.1,-3.44,-7.55
1536.1,95.2,-3.45,-7.55
1535.1,95.3,-3.32,-7.65
1534.2,95.4,-3.36,-7.69
1533.2,95.5,-3.36,-7.74
1532.1,95.6,-3.24,-7.66
1531.2,95.7,-3.59,-7.49
1530.3,95.8,-3.26,-7.67
1529.4,95.9,-3.49,-7.81
1528.5,96,-3.17,-7.41
1527.8,96.1,-3.59,-7.32
1526.9,96.2,-3.19,-7.3
1526,96.3,-3.47,-7.74
1525.2,96.4,-3.5,-7.59
1524.4,96.5,-3.37,-7.69
1523.6,96.6,-3.84,-8.02
1522.8,96.7,-3.54,-7.6
1521.9,96.8,-3.31,-7.69
1521.1,96.9,-3.28,-7.64
1520.2,97,-3.36,-7.73
1519.4,97.1,-3.48,-7.94
1518.6,97.2,-3.45,-8.03
1517.8,97.3,-3.48,-8.07
1517,97.4,-3.55,-8.31
1516.3,97.5,-3.62,-8.37
1515.7,97.6,-3.44,-8.24
1515,97.7,-3.62,-8.4
1514.3,97.8,-3.57,-8.35
1513.7,97.9,-3.32,-8.1
1513,98,-3.48,-8.22
1512.5,98.1,-3.57,-8.32
1511.9,98.2,-3.43,-8.21
1511.3,98.3,-3.56,-8.3
1510.8,98.4,-3.68,-8.37
1510.3,98.5,-3.65,-8.35
1509.7,98.6,-3.55,-8.41
1509.2,98.7,-3.6,-8.41
1508.7,98.8,-3.52,-8.36
1508.3,98.9,-3.7,-8.39
1507.9,99,-3.81,-8.39
1507.4,99.1,-3.91,-8.47
1507,99.2,-3.74,-8.35
1506.5,99.3,-3.74,-8.42
1506,99.4,-3.69,-8.39
1505.5,99.5,-3.74,-8.39
1505.1,99.6,-3.75,-8.3
1504.6,99.7,-3.72,-8.13
1504.1,99.8,-3.71,-8.14
1503.7,99.9,-3.93,-8.32
1503.2,100,-3.68,-8.05
1502.8,100.1,-3.55,-8.12
1502.3,100.2,-3.58,-8.21
1501.9,100.3,-3.47,-8.16
1501.5,100.4,-3.49,-8.27
1501.1,100.5,-3.38,-8.14
1500.7,100.6,-3.34,-8.16
1500.3,100.7,-3.4,-8.19
1500,100.8,-3.48,-8.24
1499.7,100.9,-3.5,-8.37
1499.3,101,-3.62,-8.38
1499,101.1,-3.63,-8.37
1498.7,101.2,-3.56,-8.29
1498.4,101.3,-3.74,-8.3
1498,101.4,-3.73,-8.42
1497.7,101.5,-3.67,-8.43
1497.4,101.6,-3.72,-8.44
1497.1,101.7,-3.7,-8.41
1496.8,101.8,-3.63,-8.35
1496.5,101.9,-3.66,-8.36
1496.2,102,-3.77,-8.44
1495.9,102.1,-3.56,-8.41
1495.6,102.2,-3.64,-8.44
1495.3,102.3,-3.8,-8.47
1495.1,102.4,-3.67,-8.36
1494.8,102.5,-3.74,-8.39
1494.6,102.6,-3.78,-8.4
1494.3,102.7,-3.8,-8.34
1494.1,102.8,-3.94,-8.36
1493.9,102.9,-3.81,-8.2
1493.7,103,-3.59,-7.88
1493.4,103.1,-3.62,-7.89
1493.1,103.2,-3.73,-7.91
1492.9,103.3,-3.84,-7.88
1492.7,103.4,-3.65,-7.69
1492.5,103.5,-3.73,-7.7
1492.4,103.6,-3.51,-7.53
1492.2,103.7,-3.61,-7.68
1492,103.8,-3.53,-7.67
1491.6,103.9,-3.53,-7.68
1491.4,104,-3.41,-7.58
1491.3,104.1,-3.45,-7.55
1491.1,104.2,-3.49,-7.43
1490.9,104.3,-3.51,-7.4
1490.7,104.4,-3.49,-7.57
1490.3,104.5,-3.49,-7.61
1490,104.6,-3.45,-7.53
1489.8,104.7,-3.47,-7.48
1489.6,104.8,-3.47,-7.3
1489.4,104.9,-3.47,-7.38
1489.1,105,-3.49,-7.51
1488.9,105.1,-3.5,-7.56
1488.8,105.2,-3.46,-7.67
1488.6,105.3,-3.45,-7.61
1488.4,105.4,-3.41,-7.6
1488.3,105.5,-3.5,-7.62
1488.1,105.6,-3.56,-7.68
1487.9,105.7,-3.58,-7.69
1487.6,105.8,-3.73,-7.65
1487.3,105.9,-3.93,-7.7
1486.9,106,-3.91,-7.66
1486.6,106.1,-4.01,-7.64
1486.4,106.2,-3.95,-7.64
1486.2,106.3,-3.85,-7.55
1485.9,106.4,-3.83,-7.59
1485.6,106.5,-3.79,-7.57
1485.3,106.6,-3.64,-7.45
1484.9,106.7,-3.72,-7.44
1484.5,106.8,-3.73,-7.4
1484.2,106.9,-3.6,-7.31
1484,107,-3.7,-7.36
1483.7,107.1,-3.68,-7.3
1483.5,107.2,-3.82,-7.37
1483.2,107.3,-3.71,-7.37
1482.9,107.4,-3.74,-7.41
1482.6,107.5,-3.7,-7.41
1482.3,107.6,-3.82,-7.48
1482.1,107.7,-3.71,-7.46
1481.8,107.8,-3.98,-7.54
1481.5,107.9,-3.49,-7.33
1481.2,108,-3.83,-7.44
1480.9,108.1,-3.99,-7.51
1480.5,108.2,-3.6,-7.48
1480.2,108.3,-3.68,-7.47
1479.9,108.4,-3.66,-7.44
1479.5,108.5,-3.67,-7.38
1479.1,108.6,-3.95,-7.35
1478.7,108.7,-3.91,-7.34
1478.3,108.8,-4.12,-7.34
1477.9,108.9,-3.94,-7.27
1477.4,109,-3.67,-7.09
1477,109.1,-3.65,-7.15
1476.6,109.2,-3.56,-6.97
1476.2,109.3,-3.59,-7.07
1475.8,109.4,-3.51,-7.15
1475.4,109.5,-3.45,-7.14
1474.9,109.6,-3.65,-7.29
1474.5,109.7,-3.69,-7.4
1474,109.8,-3.56,-7.31
1473.5,109.9,-3.55,-7.29
1473,110,-3.37,-6.52
1472.6,110.1,-3.49,-5.73
1472.1,110.2,-3.6,-5.7
1471.6,110.3,-3.52,-5.96
1471.1,110.4,-3.6,-6.5
1470.6,110.5,-3.79,-6.81
1470,110.6,-3.71,-6.95
1469.4,110.7,-3.75,-7.11
1468.8,110.8,-3.83,-7.45
1468.3,110.9,-3.98,-7.67
1467.7,111,-3.81,-7.68
1467.1,111.1,-3.93,-7.79
1466.5,111.2,-3.8,-7.8
1465.9,111.3,-3.8,-7.74
1465.3,111.4,-3.82,-7.79
1464.7,111.5,-4.01,-7.94
1464.1,111.6,-3.96,-7.91
1463.6,111.7,-4.05,-8.01
1463,111.8,-3.74,-7.97
1462.4,111.9,-4,-7.88
1461.8,112,-3.9,-7.88
1461.2,112.1,-4.43,-7.9
1460.6,112.2,-4.09,-7.66
1460,112.3,-4.1,-7.66
1459.3,112.4,-3.93,-7.52
1458.7,112.5,NA,NA
1458.1,112.6,-4,-7.73
1457.5,112.7,NA,NA
1456.9,112.8,-3.9,-7.6
1456.3,112.9,-4.02,-7.58
1455.8,113,-4.03,-7.61
1455.2,113.1,-3.95,-7.56
1454.7,113.2,-3.9,-7.38
1454.1,113.3,-3.86,-7.41
1453.4,113.4,-3.94,-7.41
1452.8,113.5,-3.94,-7.44
1452.2,113.6,-4.04,-7.52
1451.4,113.7,-3.79,-7.45
1450.8,113.8,-3.68,-7.38
1450.1,113.9,-3.93,-7.57
1449.4,114,-4.08,-7.56
1448.8,114.1,-4.41,-8.18
1448.4,114.2,-3.86,-7.81
1447.7,114.3,-3.61,-7.57
1447,114.4,-3.79,-7.72
1446.2,114.5,-3.6,-7.53
1445.6,114.6,-3.9,-7.69
1445.1,114.7,-3.59,-7.39
1444.6,114.8,-3.55,-7.36
1443.9,114.9,-3.56,-7.47
1443.3,115,-3.72,-7.63
1442.7,115.1,-3.67,-7.6
1442.1,115.2,-3.62,-7.45
1441.5,115.3,-3.84,-7.72
1440.9,115.4,-3.93,-7.77
1440.3,115.5,-3.93,-7.85
1439.7,115.6,-3.74,-7.65
1439.2,115.7,-3.96,-8
1438.6,115.8,-3.8,-7.69
1438,115.9,-3.92,-7.92
1437.5,116,-3.91,-7.95
1437,116.1,-3.6,-7.78
1436.5,116.2,-3.78,-8.02
1435.9,116.3,-3.59,-7.94
1435.3,116.4,-3.48,-7.77
1434.8,116.5,-3.72,-8.19
1434.3,116.6,-3.69,-8.11
1433.7,116.7,-3.76,-8.25
1433.2,116.8,-3.48,-7.94
1432.7,116.9,-3.99,-8.35
1432.2,117,-3.52,-7.88
1431.8,117.1,-3.4,-7.62
1431.2,117.2,-3.6,-7.88
1430.7,117.3,-3.65,-7.83
1430.1,117.4,-3.98,-8.05
1429.6,117.5,-3.57,-7.73
1429.1,117.6,-4.04,-8.06
1428.6,117.7,-3.8,-7.82
1428.2,117.8,-4.44,-8.33
1427.8,117.9,-3.97,-8.09
1427.4,118,-3.7,-7.8
1427,118.1,-3.71,-7.88
1426.6,118.2,-3.62,-7.88
1426.2,118.3,-3.57,-7.96
1425.7,118.4,-3.56,-8.03
1425.3,118.5,-3.54,-7.97
1425,118.6,-3.43,-7.92
1424.6,118.7,-3.5,-8.02
1424.2,118.8,-3.39,-7.96
1423.8,118.9,-3.35,-7.96
1423.4,119,-3.38,-8.08
1423,119.1,-3.45,-8.14
1422.6,119.2,-3.38,-8.07
1422.2,119.3,-3.35,-8.06
1421.9,119.4,-3.38,-8.12
1421.7,119.5,-3.33,-8.1
1421.3,119.6,-3.34,-8.11
1421.1,119.7,-3.38,-8.23
1420.9,119.8,-3.31,-8.13
1420.8,119.9,-3.29,-7.92
1420.7,120,-3.24,-8
1420.4,120.1,-3.27,-8.03
1420.2,120.2,-3.32,-8.13
1419.9,120.3,-3.33,-8.18
1419.7,120.4,-3.4,-8.29
1419.4,120.5,-3.54,-8.35
1419.2,120.6,-3.49,-8.32
1419,120.7,-3.57,-8.4
1418.7,120.8,-3.52,-8.32
1418.3,120.9,-3.47,-8.3
1417.9,121,-3.5,-8.36
1417.6,121.1,-3.45,-8.21
1417.2,121.2,-3.54,-8.21
1416.6,121.3,-3.56,-8.08
1416.1,121.4,-3.7,-8.09
1415.2,121.5,-3.57,-7.96
1414.3,121.6,-3.61,-7.84
1413.2,121.7,-3.7,-7.95
1412.1,121.8,-3.6,-7.85
1411.5,121.9,-3.6,-7.83
1410.7,122,-3.68,-7.87
1409.3,122.1,-3.67,-7.95
1408.5,122.2,-3.84,-8.1
1407,122.3,-3.78,-8.12
1405.6,122.4,-3.81,-8.2
1404.6,122.5,-3.77,-8.26
1403.5,122.6,-3.76,-8.21
1402.2,122.7,-3.75,-8.2
1400.9,122.8,-3.68,-8.19
1399.7,122.9,-3.71,-8.18
1398.5,123,-3.88,-8.33
1397.3,123.1,-3.68,-8.34
1396.3,123.2,-3.72,-8.38
1395.3,123.3,-3.83,-8.32
1394.4,123.4,-3.69,-8.28
1393.5,123.5,-3.73,-8.34
1392.5,123.6,-3.72,-8.35
1391.5,123.7,-3.87,-8.27
1390.6,123.8,-3.98,-8.53
1389.7,123.9,-4,-8.75
1388.7,124,-4.02,-8.84
1387.8,124.1,-4.02,-8.9
1387,124.2,-3.99,-8.98
1386.2,124.3,-3.96,-8.84
1385.5,124.4,-3.97,-8.93
1384.9,124.5,-4.01,-9.03
1384.5,124.6,-3.88,-8.8
1384.2,124.7,-3.9,-8.81
1383.8,124.8,-3.71,-8.76
1383.3,124.9,-3.78,-8.86
1383.1,125,-3.72,-8.78
1382.9,125.1,-3.62,-8.66
1382.6,125.2,-3.62,-8.71
1382.3,125.3,-3.54,-8.62
1381.9,125.4,-3.45,-8.53
1381.5,125.5,-3.54,-8.62
1381,125.6,-3.32,-8.43
1380.5,125.7,-3.38,-8.56
1380,125.8,-3.39,-8.53
1379.7,125.9,-3.48,-8.59
1379.4,126,-3.48,-8.67
1379,126.1,-3.48,-8.78
1378.7,126.2,-3.67,-8.76
1378.4,126.3,-3.65,-9.02
1378.1,126.4,-3.72,-9.18
1377.5,126.5,-3.82,-9.18
1377.1,126.6,-3.89,-9.42
1376.6,126.7,-3.89,-9.27
1376.2,126.8,-3.77,-9.12
1375.7,126.9,-3.73,-8.93
1375.3,127,-3.71,-8.94
1375,127.1,-3.64,-8.77
1374.5,127.2,-3.67,-8.92
1374.1,127.3,-3.68,-8.83
1373.7,127.4,NA,NA
1373.4,127.5,-3.6,-8.57
1373.2,127.6,-3.65,-8.71
1372.9,127.7,-3.55,-8.63
1372.6,127.8,-3.48,-8.55
1372.1,127.9,-3.42,-8.57
1371.8,128,-3.41,-8.48
1371.5,128.1,-3.44,-8.49
1371.2,128.2,-3.42,-8.35
1370.8,128.3,-3.38,-8.08
1370.4,128.4,-3.45,-7.97
1369.9,128.5,-3.36,-7.84
1369.5,128.6,-3.36,-7.74
1369.2,128.7,-3.36,-7.78
1368.8,128.8,-3.59,-7.73
1368.5,128.9,-3.41,-7.71
1368.1,129,-3.6,-7.77
1367.7,129.1,-3.58,-7.85
1367.4,129.2,-3.68,-7.98
1367,129.3,-3.63,-8.09
1366.7,129.4,-3.57,-8.05
1366.3,129.5,-3.57,-8.16
1365.9,129.6,-3.53,-8.24
1365.6,129.7,-3.43,-8.15
1365.2,129.8,-3.34,-8.39
1364.9,129.9,-3.4,-8.59
1364.5,130,-3.58,-8.83
1364,130.1,-3.72,-9.28
1363.7,130.2,-3.53,-9.26
1363.3,130.3,-3.52,-9.08
1363,130.4,-3.58,-9.07
1362.6,130.5,-3.87,-9.29
1362.2,130.6,-3.57,-9.19
1361.8,130.7,-3.59,-9.07
1361.3,130.8,-3.48,-8.86
1360.9,130.9,-3.52,-8.77
1360.5,131,-3.59,-8.84
1360,131.1,-3.59,-8.93
1359.5,131.2,-3.71,-9.23
1358.9,131.3,-3.81,-9.47
1358.4,131.4,-3.68,-9.16
1358,131.5,-3.63,-9.03
1357.5,131.6,-3.67,-9.08
1357.1,131.7,-3.65,-9.13
1356.7,131.8,-3.68,-9.1
1356.3,131.9,-3.62,-9.1
1355.8,132,-3.64,-8.9
1355.4,132.1,-3.59,-8.89
1354.9,132.2,-3.46,-8.7
1354.5,132.3,-3.58,-8.87
1354,132.4,-3.55,-8.77
1353.6,132.5,-3.67,-8.81
1353.2,132.6,-3.44,-8.65
1352.7,132.7,-3.47,-8.58
1352.2,132.8,-3.35,-8.5
1351.7,132.9,-3.38,-8.53
1351.3,133,-3.46,-8.57
1350.9,133.1,-3.32,-8.38
1350.4,133.2,-3.49,-8.54
1350,133.3,-3.6,-8.85
1349.6,133.4,-3.58,-8.75
1349.2,133.5,-3.79,-8.79
1348.7,133.6,-3.65,-8.72
1348.3,133.7,-3.61,-8.58
1347.9,133.8,-3.68,-8.63
1347.4,133.9,-3.65,-8.56
1346.9,134,-3.72,-8.57
1346.4,134.1,-3.84,-8.4
1345.8,134.2,-3.98,-8.41
1345.3,134.3,-3.71,-8.22
1344.7,134.4,-3.8,-8.29
1344.3,134.5,-3.73,-8.19
1343.8,134.6,-3.88,-8.08
1343.3,134.7,-3.63,-8.08
1342.9,134.8,-3.83,-7.95
1342.4,134.9,-3.75,-8.07
1342,135,-3.74,-7.93
1341.5,135.1,-3.65,-7.83
1341,135.2,-3.66,-7.81
1340.5,135.3,-3.71,-7.74
1340,135.4,-3.72,-7.86
1339.4,135.5,-3.78,-7.94
1338.8,135.6,-3.8,-7.75
1338.4,135.7,-3.75,-7.96
1337.8,135.8,-3.75,-7.93
1337.3,135.9,-3.79,-7.94
1336.8,136,-3.78,-7.84
1336.3,136.1,-3.79,-7.82
1335.8,136.2,-3.68,-7.72
1335.3,136.3,-3.71,-8.01
1334.8,136.4,-3.69,-7.84
1334.3,136.5,-3.83,-8
1333.8,136.6,-3.82,-7.81
1333.3,136.7,-3.82,-8.11
1332.7,136.8,-3.71,-7.85
1332.2,136.9,-3.71,-7.68
1331.6,137,-3.54,-7.6
1331,137.1,-3.58,-7.69
1330.6,137.2,-3.59,-7.49
1330,137.3,-3.6,-7.75
1329.5,137.4,-3.98,-7.77
1329,137.5,-3.68,-7.74
1328.4,137.6,-3.67,-7.89
1327.9,137.7,-3.51,-7.88
1327.3,137.8,-3.47,-7.9
1326.8,137.9,-3.44,-7.82
1326.2,138,-3.55,-7.88
1325.6,138.1,-3.45,-7.76
1324.9,138.2,-3.47,-7.68
1324.4,138.3,-3.65,-7.65
1323.9,138.4,-3.71,-7.62
1323.4,138.5,-3.71,-7.74
1322.8,138.6,-3.7,-7.66
1322.2,138.7,-3.58,-7.67
1321.7,138.8,-3.67,-7.64
1321.1,138.9,-4.03,-7.69
1320.5,139,-3.58,-7.81
1320,139.1,-3.73,-7.81
1319.5,139.2,-3.84,-7.83
1318.9,139.3,-3.82,-7.94
1318.4,139.4,NA,NA
1317.8,139.5,-4.35,-7.23
1317.2,139.6,-4.05,-8.32
1316.6,139.7,-4.08,-8.48
1316.1,139.8,-4.09,-8.31
1315.4,139.9,-4.15,-8.44
1314.8,140,-4.18,-8.67
1314.2,140.1,-4.23,-8.96
1313.5,140.2,-4.27,-9.14
1312.9,140.3,-4.28,-8.97
1312.3,140.4,-4.2,-8.84
1311.6,140.5,-4.27,-9.03
1311,140.6,-4.27,-9.48
1310.4,140.7,-4.33,-9.5
1309.8,140.8,-4.3,-9.25
1309.2,140.9,-4.29,-9.18
1308.5,141,-4.32,-9.28
1307.9,141.1,-4.29,-9.24
1307.3,141.2,-4.36,-9.22
1306.7,141.3,-4.36,-9.31
1306.1,141.4,-4.33,-9.24
1305.5,141.5,-4.31,-9.5
1304.9,141.6,-4.38,-9.63
1304.3,141.7,-4.41,-9.73
1303.6,141.8,-4.48,-9.85
1303,141.9,-4.47,-9.86
1302.3,142,-4.41,-9.83
1301.7,142.1,-4.43,-9.93
1301.1,142.2,-4.38,-9.86
1300.4,142.3,-4.47,-9.96
1299.8,142.4,-4.52,-9.96
1299.1,142.5,-4.57,-10.08
1298.4,142.6,-4.44,-10.04
1297.7,142.7,-4.46,-10.18
1297.1,142.8,-4.4,-10.02
1296.4,142.9,-4.37,-9.94
1295.8,143,-4.53,-10.08
1295.1,143.1,-4.45,-9.86
1294.5,143.2,-4.46,-10
1293.9,143.3,-4.34,-9.62
1293.3,143.4,-4.32,-9.48
1292.6,143.5,-4.23,-9.2
1292,143.6,-4.05,-8.96
1291.3,143.7,-3.98,-8.95
1290.6,143.8,-4.04,-8.85
1290,143.9,-4.1,-8.9
1289.3,144,-4.15,-9.15
1288.6,144.1,-4.23,-9.9
1287.9,144.2,-4.27,-10.01
1287.2,144.3,-4.28,-10.05
1286.4,144.4,-4.1,-9.66
1285.7,144.5,-4.25,-9.91
1284.9,144.6,-4.15,-9.78
1284.2,144.7,-4.19,-9.99
1283.4,144.8,-4.25,-10.11
1282.6,144.9,-4.15,-10.2
1281.7,145,-3.88,-9.84
1280.9,145.1,-3.78,-9.66
1280,145.2,-3.58,-9.57
1279.1,145.3,-3.81,-10.03
1278.2,145.4,-3.68,-9.66
1277.3,145.5,-3.42,-8.92
1276.3,145.6,-3.5,-9.08
1275.4,145.7,-3.91,-8.71
1274.5,145.8,-3.99,-8.9
1273.6,145.9,-3.98,-8.91
1272.7,146,-4.27,-9.51
1271.8,146.1,-3.76,-8.77
1270.9,146.2,-3.83,-8.72
1269.9,146.3,-3.97,-8.84
1269,146.4,-3.95,-8.62
1268,146.5,-4.2,-9.12
1267,146.6,-4.34,-8.93
1266.1,146.7,-4.63,-8.72
1265.2,146.8,-4.63,-8.64
1264.2,146.9,-4.44,-8.57
1263.3,147,-4.45,-8.53
1262.2,147.1,-4.58,-8.79
1261.1,147.2,-4.39,-8.51
1260,147.3,-5.09,-9.18
1258.9,147.4,-4.84,-8.87
1257.9,147.5,-4.27,-8.88
1256.8,147.6,-4.63,-8.67
1255.7,147.7,-4.68,-8.62
1254.7,147.8,-4.25,-8.34
1253.7,147.9,-3.97,-8.34
1252.6,148,-3.86,-8.55
1251.6,148.1,-3.73,-8.51
1250.5,148.2,-3.7,-8.4
1249.3,148.3,-3.6,-8.27
1248.2,148.4,-3.83,-8.56
1247.1,148.5,-4.02,-8.57
1246,148.6,-4.37,-8.86
1244.9,148.7,-4.21,-8.78
1243.8,148.8,-4.26,-9.06
1242.8,148.9,-4.11,-9.35
1241.7,149,-4.17,-9.15
1240.6,149.1,-4.22,-8.95
1239.5,149.2,-4.09,-8.66
1238.3,149.3,-4,-8.47
1237.1,149.4,-4.05,-8.54
1236,149.5,-3.97,-9.04
1234.9,149.6,-3.93,-9.14
1233.8,149.7,-4.11,-9.34
1232.7,149.8,-4.2,-9.46
1231.6,149.9,-4.31,-9.48
1230.5,150,-4.26,-9.31
1229.5,150.1,-4.05,-8.99
1228.5,150.2,-3.9,-8.51
1227.4,150.3,-3.94,-8.54
1226.3,150.4,-3.76,-8.41
1225.2,150.5,-3.58,-7.92
1224.2,150.6,-3.67,-8.11
1223.1,150.7,-3.69,-8.54
1222.1,150.8,-3.91,-9.02
1221,150.9,-4.2,-9.32
1220,151,-4.42,-9.47
1219.1,151.1,-4.56,-9.53
1218.1,151.2,-4.68,-9.77
