year (AD) [1-1],depth (cm) [1-1],d18O (permil) [1-1],year (AD) [1-2],depth (cm) [1-2],d18O (permil) [1-2]
NA,NA,NA,-1124,18.23,-13.3
NA,NA,NA,-1128,18.28,-13.52
NA,NA,NA,-1132,18.33,-13.39
NA,NA,NA,-1136,18.38,-13.37
NA,NA,NA,-1141,18.43,-13.63
NA,NA,NA,-1147,18.53,-13.48
NA,NA,NA,-1152,18.58,-13.45
NA,NA,NA,-1156,18.63,-13.37
NA,NA,NA,-1160,18.68,-13.52
NA,NA,NA,-1164,18.73,-13.25
NA,NA,NA,-1168,18.78,-13.37
NA,NA,NA,-1172,18.83,-13.11
NA,NA,NA,-1176,18.88,-13.26
NA,NA,NA,-1180,18.93,-13.38
NA,NA,NA,-1184,18.98,-13.41
NA,NA,NA,-1188,19.03,-13.35
NA,NA,NA,-1192,19.08,-13.34
NA,NA,NA,-1196,19.13,-13.37
NA,NA,NA,-1200,19.18,-13.21
NA,NA,NA,-1204,19.23,-13.55
NA,NA,NA,-1208,19.28,-13.17
NA,NA,NA,-1212,19.33,-13.27
NA,NA,NA,-1216,19.38,-13.01
NA,NA,NA,-1220,19.43,NA
NA,NA,NA,-1224,19.48,-13.4
NA,NA,NA,-1228,19.53,-13.52
NA,NA,NA,-1231,19.58,-12.82
NA,NA,NA,-1235,19.63,-13.07
NA,NA,NA,-1240,19.68,-13.18
NA,NA,NA,-1247,19.78,-12.98
NA,NA,NA,-1255,19.88,-13.47
NA,NA,NA,-1263,19.98,-13.61
NA,NA,NA,-1271,20.08,-13.68
NA,NA,NA,-1279,20.18,-13.45
NA,NA,NA,-1287,20.28,-13.49
NA,NA,NA,-1295,20.38,-13.44
NA,NA,NA,-1303,20.48,-13.37
NA,NA,NA,-1310,20.58,-13.12
NA,NA,NA,-1315,20.63,-13.29
NA,NA,NA,-1319,20.68,-13.61
NA,NA,NA,-1323,20.73,NA
NA,NA,NA,-1327,20.78,-13.71
NA,NA,NA,-1331,20.83,-13.54
NA,NA,NA,-1336,20.88,-13.55
NA,NA,NA,-1342,20.98,-12.91
NA,NA,NA,-1347,21.03,-13.32
NA,NA,NA,-1351,21.08,-13.56
NA,NA,NA,-1355,21.13,-13.58
NA,NA,NA,-1359,21.18,-13.7
NA,NA,NA,-1363,21.23,-13.38
NA,NA,NA,-1367,21.28,-13.65
NA,NA,NA,-1371,21.33,-13.52
NA,NA,NA,-1375,21.38,-12.95
NA,NA,NA,-1380,21.43,-13.31
NA,NA,NA,-1386,21.53,-13.79
NA,NA,NA,-1391,21.58,-13.31
NA,NA,NA,-1395,21.63,-13.63
NA,NA,NA,-1399,21.68,-13.44
NA,NA,NA,-1403,21.73,-13.66
NA,NA,NA,-1407,21.78,-13.55
NA,NA,NA,-1411,21.83,-13.01
NA,NA,NA,-1415,21.88,-13.44
NA,NA,NA,-1419,21.93,-13.42
NA,NA,NA,-1423,21.98,-13.06
NA,NA,NA,-1426,22.03,-13.09
NA,NA,NA,-1430,22.08,-13.53
NA,NA,NA,-1434,22.13,-13.56
NA,NA,NA,-1438,22.18,-12.93
NA,NA,NA,-1442,22.23,-13.04
NA,NA,NA,-1446,22.28,-13.6
NA,NA,NA,-1450,22.33,-13.46
NA,NA,NA,-1454,22.38,-13.51
NA,NA,NA,-1458,22.43,-13.04
NA,NA,NA,-1463,22.48,-13.75
NA,NA,NA,-1470,22.58,-13.18
NA,NA,NA,-1478,22.68,-13.1
NA,NA,NA,-1486,22.78,-12.88
NA,NA,NA,-1494,22.88,-13.36
NA,NA,NA,-1502,22.98,-13.44
NA,NA,NA,-1510,23.08,-13.35
NA,NA,NA,-1518,23.18,-12.99
NA,NA,NA,-1526,23.28,-12.82
NA,NA,NA,-1534,23.38,-13.21
NA,NA,NA,-1542,23.48,-13.53
NA,NA,NA,-1550,23.58,-13.02
NA,NA,NA,-1558,23.68,NA
NA,NA,NA,-1568,23.78,-13.31
NA,NA,NA,-1580,23.98,-13.66
NA,NA,NA,-1590,24.08,-13.15
NA,NA,NA,-1598,24.18,-13.46
NA,NA,NA,-1606,24.28,-13.45
NA,NA,NA,-1614,24.38,-12.97
NA,NA,NA,-1621,24.48,-12.9
NA,NA,NA,-1629,24.58,-13.43
NA,NA,NA,-1637,24.68,NA
NA,NA,NA,-1645,24.78,-12.83
NA,NA,NA,-1655,24.88,-12.67
NA,NA,NA,-1667,25.08,-13.52
NA,NA,NA,-1677,25.18,-13.28
NA,NA,NA,-1685,25.28,-13.05
NA,NA,NA,-1695,25.38,-13.56
NA,NA,NA,-1707,25.58,NA
NA,NA,NA,-1717,25.68,-13.02
NA,NA,NA,-1725,25.78,NA
NA,NA,NA,-1733,25.88,-13.1
NA,NA,NA,-1741,25.98,NA
NA,NA,NA,-1749,26.08,-12.6
NA,NA,NA,-1761,26.18,NA
NA,NA,NA,-1777,26.48,-12.44
NA,NA,NA,-1789,26.58,-13.14
NA,NA,NA,-1797,26.68,-13.23
NA,NA,NA,-1805,26.78,-12.73
NA,NA,NA,-1813,26.88,-12.55
NA,NA,NA,-1822,26.98,-12.86
NA,NA,NA,-1831,27.08,-12.91
NA,NA,NA,-1840,27.18,-12.92
NA,NA,NA,-1850,27.28,-13.34
NA,NA,NA,-1859,27.38,-13.18
NA,NA,NA,-1868,27.48,-13.21
NA,NA,NA,-1878,27.58,-12.72
NA,NA,NA,-1887,27.68,-12.79
NA,NA,NA,-1897,27.78,-13.35
NA,NA,NA,-1906,27.88,-13.19
NA,NA,NA,-1915,27.98,-12.88
NA,NA,NA,-1927,28.08,-13.38
NA,NA,NA,-1941,28.28,-12.83
NA,NA,NA,-1953,28.38,NA
NA,NA,NA,-1962,28.48,-13.27
NA,NA,NA,-1972,28.58,-13.2
NA,NA,NA,-1981,28.68,-12.87
NA,NA,NA,-1990,28.78,-12.96
NA,NA,NA,-2002,28.88,-13.23
NA,NA,NA,-2016,29.08,-12.94
NA,NA,NA,-2028,29.18,NA
NA,NA,NA,-2037,29.28,-13.07
NA,NA,NA,-2047,29.38,-13.08
NA,NA,NA,-2056,29.48,-13.28
NA,NA,NA,-2065,29.58,NA
NA,NA,NA,-2075,29.68,-13.16
NA,NA,NA,-2084,29.78,-12.73
NA,NA,NA,-2093,29.88,-12.8
NA,NA,NA,-2105,29.98,-12.79
NA,NA,NA,-2119,30.18,-12.55
NA,NA,NA,-2131,30.28,-13.17
NA,NA,NA,-2140,30.38,-12.42
NA,NA,NA,-2150,30.48,-12.66
NA,NA,NA,-2159,30.58,-12.99
NA,NA,NA,-2168,30.68,NA
NA,NA,NA,-2178,30.78,-12.68
NA,NA,NA,-2187,30.88,-12.5
NA,NA,NA,-2197,30.98,-12.68
NA,NA,NA,-2206,31.08,-12.84
NA,NA,NA,-2215,31.18,-12.5
NA,NA,NA,-2225,31.28,-12.9
NA,NA,NA,-2234,31.38,-12.72
NA,NA,NA,-2243,31.48,-13.28
NA,NA,NA,-2253,31.58,-12.43
NA,NA,NA,-2262,31.68,-12.5
NA,NA,NA,-2272,31.78,-12.32
NA,NA,NA,-2281,31.88,-13.01
NA,NA,NA,-2290,31.98,-12.32
NA,NA,NA,-2300,32.08,-13.06
NA,NA,NA,-2311,32.18,-12.79
NA,NA,NA,-2325,32.38,-12.51
NA,NA,NA,-2337,32.48,-13.39
NA,NA,NA,-2347,32.58,-13.08
NA,NA,NA,-2356,32.68,-13.03
NA,NA,NA,-2363,32.78,-12.85
NA,NA,NA,-2369,32.88,-12.65
NA,NA,NA,-2379,32.98,-12.68
NA,NA,NA,-2395,33.28,-12.61
NA,NA,NA,-2411,33.58,-12.75
NA,NA,NA,-2421,33.68,-12.85
NA,NA,NA,-2427,33.78,-12.87
NA,NA,NA,-2434,33.88,-13.37
NA,NA,NA,-2440,33.98,-13.15
NA,NA,NA,-2447,34.08,-12.83
NA,NA,NA,-2453,34.18,-13.05
NA,NA,NA,-2460,34.28,NA
NA,NA,NA,-2466,34.38,-13.01
NA,NA,NA,-2472,34.48,-13.11
NA,NA,NA,-2479,34.58,-12.76
NA,NA,NA,-2485,34.68,-12.33
NA,NA,NA,-2492,34.78,-13.01
NA,NA,NA,-2498,34.88,NA
NA,NA,NA,-2505,34.98,-12.69
NA,NA,NA,-2511,35.08,-13.34
NA,NA,NA,-2517,35.18,-12.91
NA,NA,NA,-2524,35.28,-12.66
NA,NA,NA,-2530,35.38,-12.83
NA,NA,NA,-2537,35.48,-13.04
NA,NA,NA,-2543,35.58,-12.97
NA,NA,NA,-2550,35.68,-12.52
NA,NA,NA,-2556,35.78,-12.9
NA,NA,NA,-2563,35.88,NA
NA,NA,NA,-2569,35.98,-12.71
NA,NA,NA,-2575,36.08,-12.53
NA,NA,NA,-2582,36.18,-12.65
NA,NA,NA,-2588,36.28,-12.38
NA,NA,NA,-2595,36.38,-12.83
NA,NA,NA,-2601,36.48,-12.5
NA,NA,NA,-2608,36.58,-12.24
NA,NA,NA,-2616,36.68,-12.63
NA,NA,NA,-2625,36.88,-12.78
NA,NA,NA,-2633,36.98,-12.6
NA,NA,NA,-2640,37.08,-12.81
NA,NA,NA,-2646,37.18,-12.83
NA,NA,NA,-2654,37.28,-12.61
NA,NA,NA,-2663,37.38,-12.79
NA,NA,NA,-2671,37.48,-13.26
NA,NA,NA,-2679,37.58,-13.07
NA,NA,NA,-2688,37.68,-12.78
NA,NA,NA,-2698,37.78,-12.84
NA,NA,NA,-2710,37.98,-12.89
NA,NA,NA,-2721,38.08,-12.84
NA,NA,NA,-2729,38.18,-12.72
NA,NA,NA,-2737,38.28,-13.05
NA,NA,NA,-2746,38.38,-12.89
NA,NA,NA,-2754,38.48,-12.92
NA,NA,NA,-2765,38.58,-12.73
NA,NA,NA,-2777,38.78,-12.53
NA,NA,NA,-2787,38.88,-13.07
NA,NA,NA,-2796,38.98,-12.91
NA,NA,NA,-2804,39.08,-13.03
NA,NA,NA,-2812,39.18,-12.87
NA,NA,NA,-2821,39.28,-13.05
NA,NA,NA,-2829,39.38,-12.87
NA,NA,NA,-2837,39.48,-12.72
NA,NA,NA,-2846,39.58,-12.84
NA,NA,NA,-2854,39.68,-13.01
NA,NA,NA,-2862,39.78,-12.67
NA,NA,NA,-2871,39.88,-12.83
NA,NA,NA,-2879,39.98,-12.59
NA,NA,NA,-2887,40.08,-12.74
NA,NA,NA,-2898,40.18,-12.53
NA,NA,NA,-2910,40.38,-12.61
NA,NA,NA,-2921,40.48,-12.63
NA,NA,NA,-2929,40.58,-12.55
NA,NA,NA,-2937,40.68,-12.66
NA,NA,NA,-2946,40.78,-12.61
NA,NA,NA,-2954,40.88,-13.05
NA,NA,NA,-2962,40.98,-12.92
NA,NA,NA,-2971,41.08,-13.06
NA,NA,NA,-2981,41.18,-13
NA,NA,NA,-2994,41.38,-12.99
NA,NA,NA,-3004,41.48,-13.05
NA,NA,NA,-3012,41.58,-13.07
NA,NA,NA,-3021,41.68,-12.98
NA,NA,NA,-3029,41.78,-13.09
NA,NA,NA,-3037,41.88,-13.3
NA,NA,NA,-3046,41.98,-12.41
NA,NA,NA,-3057,42.08,-12.65
NA,NA,NA,-3070,42.18,-12.3
NA,NA,NA,-3082,42.28,-12.39
NA,NA,NA,-3095,42.38,-12.24
NA,NA,NA,-3108,42.48,-12.3
NA,NA,NA,-3120,42.58,-12.5
NA,NA,NA,-3133,42.68,-12.65
NA,NA,NA,-3145,42.78,-12.92
NA,NA,NA,-3158,42.88,-12.41
NA,NA,NA,-3170,42.98,-12.06
NA,NA,NA,-3183,43.08,-12.34
NA,NA,NA,-3196,43.18,-12.23
NA,NA,NA,-3211,43.28,-12.38
NA,NA,NA,-3230,43.48,-12.57
NA,NA,NA,-3245,43.58,-12.69
NA,NA,NA,-3256,43.68,-12.59
NA,NA,NA,-3268,43.78,-12.75
NA,NA,NA,-3280,43.88,-12.49
NA,NA,NA,-3292,43.98,-12.81
NA,NA,NA,-3304,44.08,-12.75
NA,NA,NA,-3316,44.18,NA
NA,NA,NA,-3328,44.28,-12.77
NA,NA,NA,-3340,44.38,-12.72
NA,NA,NA,-3352,44.48,-12.86
NA,NA,NA,-3363,44.58,-12.59
NA,NA,NA,-3375,44.68,-12.69
NA,NA,NA,-3387,44.78,-12.79
NA,NA,NA,-3399,44.88,-12.59
NA,NA,NA,-3411,44.98,-12.58
NA,NA,NA,-3423,45.08,-12.26
NA,NA,NA,-3435,45.18,-12.29
NA,NA,NA,-3447,45.28,-12.71
NA,NA,NA,-3459,45.38,-12.67
NA,NA,NA,-3470,45.48,-12.27
NA,NA,NA,-3482,45.58,-12.74
NA,NA,NA,-3494,45.68,-12.24
NA,NA,NA,-3506,45.78,-12.73
NA,NA,NA,-3518,45.88,-12.45
NA,NA,NA,-3530,45.98,-12.65
NA,NA,NA,-3542,46.08,-12.09
NA,NA,NA,-3554,46.18,-11.96
NA,NA,NA,-3566,46.28,-12.15
NA,NA,NA,-3577,46.38,-12.38
NA,NA,NA,-3589,46.48,-12.54
NA,NA,NA,-3601,46.58,-12.39
NA,NA,NA,-3613,46.68,-12.38
NA,NA,NA,-3625,46.78,-12.39
NA,NA,NA,-3637,46.88,-12.52
NA,NA,NA,-3649,46.98,-12.28
NA,NA,NA,-3661,47.08,-12.35
NA,NA,NA,-3673,47.18,-12.68
NA,NA,NA,-3684,47.28,-12.45
NA,NA,NA,-3696,47.38,-12.42
NA,NA,NA,-3708,47.48,-12.46
NA,NA,NA,-3720,47.58,-12.39
NA,NA,NA,-3732,47.68,-12.27
NA,NA,NA,-3744,47.78,-12.3
NA,NA,NA,-3756,47.88,-12.72
NA,NA,NA,-3768,47.98,-12.67
NA,NA,NA,-3780,48.08,-12.45
NA,NA,NA,-3791,48.18,-12.06
NA,NA,NA,-3803,48.28,-12.56
NA,NA,NA,-3815,48.38,-12.5
NA,NA,NA,-3827,48.48,-12.46
NA,NA,NA,-3839,48.58,-12
NA,NA,NA,-3851,48.68,-12.66
NA,NA,NA,-3863,48.78,-12.76
NA,NA,NA,-3875,48.88,-12.53
NA,NA,NA,-3886,48.98,-12.3
NA,NA,NA,-3898,49.08,-12.47
NA,NA,NA,-3910,49.18,-12.6
NA,NA,NA,-3922,49.28,-12.42
NA,NA,NA,-3934,49.38,-12.67
NA,NA,NA,-3946,49.48,-12.05
NA,NA,NA,-3958,49.58,-12.65
NA,NA,NA,-3970,49.68,-12.59
NA,NA,NA,-3982,49.78,-12.32
NA,NA,NA,-3994,49.88,-12.52
NA,NA,NA,-4006,49.98,-12.59
NA,NA,NA,-4018,50.08,-12.47
NA,NA,NA,-4030,50.18,-12.5
NA,NA,NA,-4042,50.28,-12.28
NA,NA,NA,-4054,50.38,-12.16
NA,NA,NA,-4067,50.48,-12.36
NA,NA,NA,-4079,50.58,-12.53
NA,NA,NA,-4091,50.68,-12.61
NA,NA,NA,-4103,50.78,-13.32
NA,NA,NA,-4115,50.88,-12.8
NA,NA,NA,-4130,50.98,-12.71
NA,NA,NA,-4148,51.18,-12.74
NA,NA,NA,-4163,51.28,-12.42
NA,NA,NA,-4176,51.38,-12.46
NA,NA,NA,-4188,51.48,-12.62
NA,NA,NA,-4200,51.58,-12.04
NA,NA,NA,-4212,51.68,-12.19
NA,NA,NA,-4224,51.78,-12.45
NA,NA,NA,-4236,51.88,-12.41
NA,NA,NA,-4248,51.98,-12.49
NA,NA,NA,-4260,52.08,-12.03
NA,NA,NA,-4275,52.18,-12.58
NA,NA,NA,-4294,52.38,-12.48
NA,NA,NA,-4309,52.48,-12.12
NA,NA,NA,-4321,52.58,-12.69
NA,NA,NA,-4333,52.68,-12.3
NA,NA,NA,-4345,52.78,-12.5
NA,NA,NA,-4357,52.88,-11.93
NA,NA,NA,-4369,52.98,-12.63
NA,NA,NA,-4381,53.08,-12.43
NA,NA,NA,-4393,53.18,-12.49
NA,NA,NA,-4406,53.28,-12.37
NA,NA,NA,-4418,53.38,-12.04
NA,NA,NA,-4430,53.48,-12.34
NA,NA,NA,-4442,53.58,-11.86
NA,NA,NA,-4454,53.68,-12.37
NA,NA,NA,-4466,53.78,-11.57
NA,NA,NA,-4478,53.88,-12.48
NA,NA,NA,-4494,53.98,-11.51
NA,NA,NA,-4510,54.08,-12.08
NA,NA,NA,-4526,54.18,-11.89
NA,NA,NA,-4542,54.28,-12.33
NA,NA,NA,-4558,54.38,-12.42
NA,NA,NA,-4574,54.48,-12.25
NA,NA,NA,-4590,54.58,-12.1
NA,NA,NA,-4606,54.68,-12.3
NA,NA,NA,-4622,54.78,-11.92
NA,NA,NA,-4638,54.88,-12.42
NA,NA,NA,-4654,54.98,-12.14
NA,NA,NA,-4670,55.08,-12.31
NA,NA,NA,-4686,55.18,-11.84
NA,NA,NA,-4695,55.28,-12.04
NA,NA,NA,-4703,55.38,-12.19
NA,NA,NA,-4710,55.48,-12.44
NA,NA,NA,-4717,55.58,-12.5
NA,NA,NA,-4724,55.68,-12.3
NA,NA,NA,-4732,55.78,-12.2
NA,NA,NA,-4739,55.88,-12.12
NA,NA,NA,-4748,55.98,-12.27
NA,NA,NA,-4759,56.18,-12.43
NA,NA,NA,-4768,56.28,-12.2
NA,NA,NA,-4779,56.38,-12.26
NA,NA,NA,-4791,56.48,-12.25
NA,NA,NA,-4803,56.58,-12.09
NA,NA,NA,-4815,56.68,-12.18
NA,NA,NA,-4827,56.78,-12.23
NA,NA,NA,-4839,56.88,-12.47
NA,NA,NA,-4851,56.98,-12.26
NA,NA,NA,-4863,57.08,-12.73
NA,NA,NA,-4875,57.18,-12.8
NA,NA,NA,-4887,57.28,-12.54
NA,NA,NA,-4897,57.38,-12.43
NA,NA,NA,-4905,57.48,-12.32
NA,NA,NA,-4913,57.58,-12.46
NA,NA,NA,-4921,57.68,-12.5
NA,NA,NA,-4930,57.78,-12.28
NA,NA,NA,-4938,57.88,-12.64
NA,NA,NA,-4946,57.98,-12.28
NA,NA,NA,-4954,58.08,-12.28
NA,NA,NA,-4963,58.18,-12.06
NA,NA,NA,-4971,58.28,-12.6
NA,NA,NA,-4979,58.38,-12.37
NA,NA,NA,-4988,58.48,-12.12
NA,NA,NA,-4996,58.58,-12.2
NA,NA,NA,-5004,58.68,-12.38
NA,NA,NA,-5013,58.78,-12.25
NA,NA,NA,-5022,58.88,-12.66
NA,NA,NA,-5031,58.98,-11.92
NA,NA,NA,-5041,59.08,-12.96
NA,NA,NA,-5050,59.18,-12.67
NA,NA,NA,-5059,59.28,-13.01
NA,NA,NA,-5068,59.38,-12.61
NA,NA,NA,-5077,59.48,-12.91
NA,NA,NA,-5086,59.58,-12.42
NA,NA,NA,-5095,59.68,-12.81
NA,NA,NA,-5104,59.78,-12.58
NA,NA,NA,-5114,59.88,-12.73
NA,NA,NA,-5123,59.98,-12.5
NA,NA,NA,-5132,60.08,-12.35
NA,NA,NA,-5141,60.18,-12.52
NA,NA,NA,-5150,60.28,-12.41
NA,NA,NA,-5159,60.38,-12.31
NA,NA,NA,-5168,60.48,-12.52
NA,NA,NA,-5180,60.58,-12.07
NA,NA,NA,-5196,60.78,-12.44
