year (AD),age (BP),grey_scale (missing)
-6063.487,8013.487,191.62
-6066.003,8016.003,191.9
-6068.519,8018.519,191.95
-6071.034,8021.034,192.05
-6073.909,8023.909,192
-6076.425,8026.425,191.81
-6078.941,8028.941,191.81
-6081.457,8031.457,191.95
-6083.972,8033.972,192.1
-6086.488,8036.488,192.19
-6089.004,8039.004,191.76
-6091.52,8041.52,191.76
-6094.036,8044.036,191.57
-6096.552,8046.552,191.33
-6099.068,8049.068,190.86
-6101.584,8051.584,190.76
-6104.1,8054.1,190.86
-6106.616,8056.616,190.76
-6109.132,8059.132,190.43
-6111.648,8061.648,190.24
-6114.164,8064.164,190.29
-6116.68,8066.68,190.24
-6119.196,8069.196,190
-6121.712,8071.712,189.95
-6124.229,8074.229,189.67
-6126.745,8076.745,189.86
-6129.261,8079.261,189.62
-6131.777,8081.777,189.19
-6134.294,8084.294,189.1
-6136.81,8086.81,189.05
-6139.326,8089.326,188.95
-6141.843,8091.843,188.71
-6144.359,8094.359,188.38
-6147.235,8097.235,188.14
-6149.751,8099.751,187.76
-6152.268,8102.268,187.62
-6154.784,8104.784,187.38
-6157.301,8107.301,187.14
-6159.817,8109.817,186.71
-6162.334,8112.334,186.33
-6164.85,8114.85,185.67
-6167.367,8117.367,185.19
-6169.884,8119.884,184.9
-6172.4,8122.4,184.86
-6174.917,8124.917,184.62
-6177.434,8127.434,184.38
-6179.95,8129.95,184
-6182.467,8132.467,183.95
-6184.984,8134.984,183.86
-6187.501,8137.501,183.67
-6190.017,8140.017,183.48
-6192.534,8142.534,183.67
-6195.051,8145.051,183.86
-6197.568,8147.568,184.14
-6200.085,8150.085,184.19
-6202.602,8152.602,184.48
-6205.119,8155.119,184.57
-6207.636,8157.636,184.48
-6210.153,8160.153,184.48
-6212.67,8162.67,184.71
-6215.187,8165.187,184.67
-6217.704,8167.704,184.81
-6220.221,8170.221,184.81
-6223.098,8173.098,184.81
-6225.615,8175.615,185.14
-6228.132,8178.132,185.48
-6230.649,8180.649,185.81
-6233.167,8183.167,186.1
-6235.684,8185.684,186.24
-6238.201,8188.201,186.19
-6240.718,8190.718,186.1
-6243.236,8193.236,186.05
-6245.753,8195.753,186
-6248.27,8198.27,185.9
-6250.788,8200.788,185.71
-6253.305,8203.305,185.05
-6255.823,8205.823,184.05
-6258.34,8208.34,183.24
-6260.858,8210.858,182.52
-6263.375,8213.375,181.86
-6265.893,8215.893,181.38
-6268.41,8218.41,181.1
-6270.928,8220.928,180.86
-6273.445,8223.445,180.81
-6275.963,8225.963,180.62
-6278.481,8228.481,180.71
-6280.998,8230.998,181.05
-6283.516,8233.516,181.48
-6286.034,8236.034,182.1
-6288.552,8238.552,183
-6291.069,8241.069,183.71
-6293.587,8243.587,184.43
-6296.105,8246.105,184.33
-6298.623,8248.623,184.19
-6301.141,8251.141,183.9
-6303.659,8253.659,183.52
-6306.177,8256.177,183.29
-6308.695,8258.695,183.14
-6311.213,8261.213,182.86
-6313.731,8263.731,182.14
-6316.249,8266.249,181.38
-6318.767,8268.767,181.24
-6321.285,8271.285,182.05
-6323.803,8273.803,182.86
-6326.321,8276.321,183.57
-6328.839,8278.839,184.57
-6331.357,8281.357,185.33
-6333.875,8283.875,186.81
-6336.394,8286.394,187.57
-6338.912,8288.912,188.43
-6341.43,8291.43,189.52
-6343.948,8293.948,190.29
-6346.466,8296.466,190.67
-6348.985,8298.985,190.62
-6351.503,8301.503,191.14
-6354.021,8304.021,191.67
-6356.539,8306.539,192.29
-6359.057,8309.057,192.62
-6361.575,8311.575,192.52
-6364.093,8314.093,192.81
-6366.611,8316.611,193.19
-6369.128,8319.128,193.67
-6371.646,8321.646,193.67
-6374.164,8324.164,193.67
-6376.681,8326.681,193.9
-6379.199,8329.199,193.81
-6381.716,8331.716,193.62
-6384.234,8334.234,193.38
-6386.751,8336.751,193.33
-6389.268,8339.268,193.38
-6391.785,8341.785,193.24
-6394.302,8344.302,192.9
-6396.818,8346.818,192.52
-6399.335,8349.335,192.76
-6401.852,8351.852,192.76
-6404.368,8354.368,192.62
-6406.884,8356.884,192.52
-6409.4,8359.4,192.57
-6411.916,8361.916,192.24
-6414.432,8364.432,191.81
-6416.947,8366.947,191.57
-6419.463,8369.463,191.52
-6421.978,8371.978,191.57
-6424.493,8374.493,191.29
-6427.008,8377.008,191.24
-6429.522,8379.522,191.48
-6432.037,8382.037,191.48
-6434.551,8384.551,190.9
-6437.065,8387.065,190.67
-6439.579,8389.579,190.95
-6442.093,8392.093,191.1
-6444.606,8394.606,191.14
-6447.119,8397.119,191.05
-6449.632,8399.632,191.38
-6452.145,8402.145,191.67
-6454.657,8404.657,191.57
-6457.169,8407.169,191.38
-6459.681,8409.681,191.62
-6462.193,8412.193,191.81
-6464.704,8414.704,191.86
-6467.215,8417.215,191.86
-6469.726,8419.726,192
-6472.236,8422.236,192.29
-6474.747,8424.747,192.48
-6477.257,8427.257,192.33
-6479.766,8429.766,192.43
-6482.275,8432.275,192.52
-6484.784,8434.784,192.76
-6487.293,8437.293,193.05
-6489.801,8439.801,193
-6492.309,8442.309,192.48
-6494.817,8444.817,192.05
-6497.325,8447.325,191.71
-6499.832,8449.832,191.52
-6502.338,8452.338,191.52
-6504.844,8454.844,192.19
-6507.35,8457.35,192.33
-6509.856,8459.856,192.24
-6512.361,8462.361,191.52
-6514.866,8464.866,190.86
-6517.37,8467.37,191.33
-6519.874,8469.874,192
-6522.378,8472.378,192.19
-6524.881,8474.881,192.19
-6527.384,8477.384,192.14
-6529.886,8479.886,191.9
-6532.388,8482.388,191.43
-6534.89,8484.89,191.38
-6537.391,8487.391,191.62
-6539.892,8489.892,192.57
-6542.392,8492.392,193.19
-6544.892,8494.892,193.43
-6547.391,8497.391,193.9
-6549.89,8499.89,193.86
-6552.389,8502.389,193.86
-6554.887,8504.887,193.95
-6557.384,8507.384,194.19
-6559.881,8509.881,194.52
-6562.378,8512.378,194.67
-6564.874,8514.874,195
-6567.369,8517.369,195
-6569.864,8519.864,194.67
-6572.359,8522.359,194.29
-6574.853,8524.853,194.1
-6577.346,8527.346,194.14
-6579.839,8529.839,194.05
-6582.332,8532.332,193.76
-6584.824,8534.824,193.14
-6587.315,8537.315,192.95
-6589.806,8539.806,192.52
-6592.296,8542.296,192.29
-6594.786,8544.786,192.24
-6597.275,8547.275,192.33
-6599.764,8549.764,192.71
-6602.252,8552.252,192.9
-6604.74,8554.74,193.24
-6607.226,8557.226,193.95
-6609.713,8559.713,194.57
-6612.199,8562.199,194.62
-6614.684,8564.684,194.76
-6617.168,8567.168,194.62
-6619.652,8569.652,194.29
-6622.135,8572.135,194.29
-6624.618,8574.618,194
-6627.1,8577.1,193.76
-6629.582,8579.582,193.62
-6632.062,8582.062,193.14
-6634.542,8584.542,193.1
-6637.022,8587.022,193.29
-6639.501,8589.501,193.24
-6641.979,8591.979,192.9
-6644.457,8594.457,193
-6646.933,8596.933,192.95
-6649.41,8599.41,192.67
-6651.885,8601.885,193.05
-6654.36,8604.36,193.33
-6656.834,8606.834,193.67
-6659.307,8609.307,193.9
-6661.78,8611.78,194.05
-6664.252,8614.252,194
-6666.723,8616.723,194.48
-6669.194,8619.194,195
-6671.664,8621.664,195.33
-6674.486,8624.486,195.76
-6676.954,8626.954,195.86
-6679.422,8629.422,195.52
-6681.888,8631.888,195.67
-6684.354,8634.354,195.81
-6686.82,8636.82,195.48
-6689.284,8639.284,195.71
-6691.748,8641.748,196
-6694.563,8644.563,196.29
-6697.025,8647.025,196.14
-6699.486,8649.486,196.19
-6701.947,8651.947,196.24
-6704.406,8654.406,196.38
-6706.865,8656.865,196.43
-6709.323,8659.323,196.19
-6711.781,8661.781,196.33
-6714.588,8664.588,196
-6717.044,8667.044,195.81
-6719.498,8669.498,195.57
-6721.952,8671.952,195.38
-6724.405,8674.405,195.62
-6726.857,8676.857,195.52
-6729.309,8679.309,195.67
-6731.759,8681.759,195.67
-6734.559,8684.559,195.48
-6737.007,8687.007,195.48
-6739.455,8689.455,195.67
-6741.902,8691.902,195.62
-6744.348,8694.348,195.52
-6746.793,8696.793,195.57
-6749.237,8699.237,195.62
-6751.681,8701.681,195.62
-6754.472,8704.472,195.33
-6756.913,8706.913,194.71
-6759.354,8709.354,194.52
-6761.793,8711.793,194.43
-6764.232,8714.232,194.05
-6766.669,8716.669,193.86
-6769.106,8719.106,194.24
-6771.542,8721.542,194
-6774.324,8724.324,193.76
-6776.758,8726.758,193.33
-6779.191,8729.191,192.95
-6781.623,8731.623,192.9
-6784.053,8734.053,192.76
-6786.483,8736.483,192.43
-6788.912,8738.912,191.76
-6791.34,8741.34,191.29
-6794.113,8744.113,190.57
-6796.539,8746.539,189.95
-6798.964,8748.964,189.9
-6801.387,8751.387,189.62
-6803.81,8753.81,189.57
-6806.232,8756.232,189.29
-6808.652,8758.652,189.33
-6811.072,8761.072,189.48
-6813.836,8763.836,189.71
-6816.253,8766.253,189.48
-6818.669,8768.669,189.24
-6821.085,8771.085,188.95
-6823.499,8773.499,188.71
-6825.912,8775.912,188.67
-6828.324,8778.324,188.62
-6830.735,8780.735,188.67
-6833.489,8783.489,188.52
-6835.897,8785.897,188.05
-6838.305,8788.305,187.67
-6840.711,8790.711,187.71
-6843.117,8793.117,187.9
-6845.521,8795.521,188.33
-6847.924,8797.924,188.57
-6850.326,8800.326,188.43
-6853.069,8803.069,188.38
-6855.469,8805.469,188.24
-6857.867,8807.867,187.86
-6860.265,8810.265,187.71
-6862.661,8812.661,187.9
-6865.056,8815.056,188.19
-6867.449,8817.449,188.1
-6869.842,8819.842,187.76
-6872.575,8822.575,187.38
-6874.965,8824.965,187.14
-6877.354,8827.354,187
-6879.742,8829.742,187.1
-6882.128,8832.128,187.43
-6884.513,8834.513,187.67
-6886.897,8836.897,187.76
-6889.28,8839.28,187.43
-6892.002,8842.002,187.29
-6894.382,8844.382,187.38
-6896.761,8846.761,187.1
-6899.139,8849.139,187.43
-6901.516,8851.516,187.76
-6903.891,8853.891,187.52
-6906.265,8856.265,187.38
-6908.638,8858.638,187.57
-6911.348,8861.348,187.67
-6913.719,8863.719,187.95
-6916.088,8866.088,188
-6918.456,8868.456,187.76
-6920.822,8870.822,187.71
-6923.188,8873.188,187.67
-6925.552,8875.552,187.29
-6928.252,8878.252,187.48
-6930.614,8880.614,187.71
-6932.974,8882.974,187.62
-6935.333,8885.333,187.57
-6937.691,8887.691,187.43
-6940.048,8890.048,187.67
-6942.403,8892.403,187.95
-6944.757,8894.757,188.43
-6947.447,8897.447,188.71
-6949.798,8899.798,189
-6952.149,8902.149,189.14
-6954.498,8904.498,189.38
-6956.846,8906.846,189.76
-6959.193,8909.193,190
-6961.538,8911.538,190.48
-6963.882,8913.882,190.52
-6966.56,8916.56,190.67
-6968.902,8918.902,190.86
-6971.242,8921.242,191
-6973.582,8923.582,191.14
-6975.92,8925.92,191.1
-6978.256,8928.256,191.33
-6980.592,8930.592,191.43
-6982.927,8932.927,191.81
-6985.593,8935.593,192.19
-6987.925,8937.925,192.33
-6990.255,8940.255,192.9
-6992.585,8942.585,193.29
-6994.913,8944.913,193.33
-6997.24,8947.24,193.05
-6999.566,8949.566,193.05
-7001.89,8951.89,192.9
-7004.545,8954.545,192.86
-7006.867,8956.867,192.95
-7009.188,8959.188,192.52
-7011.507,8961.507,192.14
-7013.826,8963.826,192.67
-7016.143,8966.143,192.57
-7018.459,8968.459,193
-7020.773,8970.773,193.9
-7023.417,8973.417,194.19
-7025.729,8975.729,194.86
-7028.04,8978.04,195.81
-7030.35,8980.35,195.86
-7032.658,8982.658,196.38
-7034.966,8984.966,197.33
-7037.272,8987.272,197.52
-7039.576,8989.576,197.33
-7042.209,8992.209,197.24
-7044.511,8994.511,197.14
-7046.812,8996.812,197.14
-7049.112,8999.112,197.33
-7051.411,9001.411,196.67
-7053.708,9003.708,196.67
-7056.004,9006.004,196.52
-7058.299,9008.299,196.05
-7060.921,9010.921,195.43
-7063.213,9013.213,194.76
-7065.504,9015.504,194.38
-7067.794,9017.794,194.19
-7070.083,9020.083,194
-7072.371,9022.371,194.05
-7074.657,9024.657,193.9
-7076.942,9026.942,194.05
-7079.552,9029.552,193.9
-7081.835,9031.835,194.19
-7084.116,9034.116,194.43
-7086.396,9036.396,194.86
-7088.675,9038.675,195.29
-7090.953,9040.953,195.76
-7093.23,9043.23,196.05
-7095.505,9045.505,195.86
-7098.104,9048.104,195.48
-7100.377,9050.377,195.62
-7102.649,9052.649,195.9
-7104.919,9054.919,195.71
-7107.188,9057.188,195.24
-7109.456,9059.456,195.38
-7113.989,9063.989,195.62
-7116.576,9066.576,195.52
-7118.839,9068.839,195.24
-7121.101,9071.101,195.14
-7123.362,9073.362,195.24
-7125.621,9075.621,195.19
-7127.879,9077.879,194.95
-7130.136,9080.136,194.67
-7132.392,9082.392,194.57
-7134.969,9084.969,194.52
-7137.222,9087.222,193.67
-7139.474,9089.474,192.95
-7141.725,9091.725,192.52
-7143.975,9093.975,192.1
-7146.223,9096.223,192.33
-7148.471,9098.471,192.71
-7150.717,9100.717,192.52
-7153.282,9103.282,192.38
-7155.526,9105.526,192.33
-7157.768,9107.768,192.52
-7160.009,9110.009,192.57
-7162.249,9112.249,193.14
-7164.488,9114.488,193.57
-7166.725,9116.725,193.67
-7168.962,9118.962,193.38
-7171.516,9121.516,193
-7175.983,9125.983,192.48
-7178.214,9128.214,192.76
-7180.444,9130.444,192.9
-7182.673,9132.673,192.38
-7184.901,9134.901,192.05
-7187.128,9137.128,191.95
-7189.671,9139.671,192.14
-7191.895,9141.895,192.1
-7194.118,9144.118,191.71
-7196.34,9146.34,191.48
-7198.56,9148.56,191.9
-7200.78,9150.78,191.33
-7202.998,9152.998,190.71
-7205.215,9155.215,190.57
-7207.747,9157.747,190.86
-7209.961,9159.961,190.81
-7212.175,9162.175,190.1
-7214.387,9164.387,189.19
-7216.598,9166.598,189.62
-7218.807,9168.807,189.95
-7221.016,9171.016,189.57
-7223.538,9173.538,189.24
-7225.744,9175.744,189.81
-7227.949,9177.949,190
-7230.152,9180.152,190.52
-7232.355,9182.355,190.86
-7234.556,9184.556,190.71
-7236.756,9186.756,191.62
-7238.955,9188.955,192.1
-7241.466,9191.466,191.95
-7243.662,9193.662,191.62
-7245.858,9195.858,191.86
-7248.051,9198.051,191.62
-7250.244,9200.244,191.14
-7252.436,9202.436,191.05
-7254.626,9204.626,190.29
-7256.815,9206.815,189.9
-7259.316,9209.316,189.29
-7261.502,9211.502,188.43
-7263.688,9213.688,188.19
-7265.872,9215.872,188.1
-7268.055,9218.055,188.38
-7270.237,9220.237,188.29
-7272.418,9222.418,188.29
-7274.597,9224.597,188.43
-7277.087,9227.087,188.62
-7279.264,9229.264,188.71
-7281.44,9231.44,188.76
-7283.614,9233.614,188.86
-7285.788,9235.788,188.9
-7287.96,9237.96,188.67
-7290.131,9240.131,188.38
-7292.301,9242.301,188.57
-7294.78,9244.78,188.52
-7296.947,9246.947,188.33
-7299.113,9249.113,188.62
-7301.278,9251.278,189.05
-7303.442,9253.442,189.76
-7305.605,9255.605,191.14
-7307.766,9257.766,191.43
-7309.927,9259.927,191.48
-7312.394,9262.394,192.1
-7314.552,9264.552,192.52
-7316.709,9266.709,192.48
-7318.864,9268.864,193.14
-7321.018,9271.018,193.48
-7323.172,9273.172,193.29
-7325.324,9275.324,193.14
-7327.474,9277.474,192.57
-7329.931,9279.931,191.14
-7332.079,9282.079,191.1
-7334.226,9284.226,191.29
-7336.372,9286.372,191.14
-7338.517,9288.517,191.76
-7340.66,9290.66,191.76
-7342.803,9292.803,191.14
-7344.944,9294.944,190.38
-7347.39,9297.39,189.9
-7349.528,9299.528,189.33
-7351.666,9301.666,189.33
-7353.802,9303.802,189.29
-7355.937,9305.937,188.24
-7358.071,9308.071,187.05
-7360.204,9310.204,186.1
-7362.336,9312.336,185.24
-7364.771,9314.771,184.81
-7366.9,9316.9,184.67
-7369.028,9319.028,184.86
-7371.155,9321.155,185.14
-7373.28,9323.28,185.38
-7375.405,9325.405,185.71
-7377.528,9327.528,186.38
-7379.65,9329.65,187.14
-7382.074,9332.074,187.48
-7384.194,9334.194,187.71
-7386.312,9336.312,187.29
-7388.43,9338.43,187.67
-7390.546,9340.546,187.86
-7392.661,9342.661,187.71
-7394.775,9344.775,187.38
-7396.887,9346.887,187.05
-7399.3,9349.3,186.29
-7401.411,9351.411,186.43
-7403.519,9353.519,186.43
-7405.627,9355.627,186.48
-7407.734,9357.734,186.71
-7409.839,9359.839,186.81
-7411.944,9361.944,186.95
-7414.047,9364.047,187.38
-7416.449,9366.449,187.52
-7418.55,9368.55,187.43
-7420.649,9370.649,187.76
-7422.748,9372.748,188.1
-7424.845,9374.845,187.29
-7426.941,9376.941,187.86
-7429.036,9379.036,188.43
-7431.129,9381.129,188.81
-7433.521,9383.521,188.9
-7435.612,9385.612,189.05
-7437.702,9387.702,189.33
-7439.791,9389.791,189.95
-7441.879,9391.879,190.38
-7443.965,9393.965,190.81
-7446.051,9396.051,190.95
-7448.135,9398.135,191.14
-7450.515,9400.515,190.57
-7452.597,9402.597,190.52
-7454.678,9404.678,191.14
-7456.757,9406.757,191.67
-7458.836,9408.836,191.62
-7460.913,9410.913,192.1
-7462.989,9412.989,192.29
-7465.063,9415.063,193
-7467.433,9417.433,193.24
-7469.506,9419.506,193.48
-7471.577,9421.577,193.48
-7473.647,9423.647,193.71
-7475.716,9425.716,193.38
-7477.783,9427.783,193
-7479.85,9429.85,192.9
-7481.915,9431.915,191.86
-7484.274,9434.274,190.71
-7486.337,9436.337,189.9
-7488.399,9438.399,189.19
-7490.46,9440.46,188.57
-7492.519,9442.519,188.19
-7494.577,9444.577,188.24
-7496.634,9446.634,187.9
-7498.984,9448.984,187.57
-7501.039,9451.039,186.52
-7503.092,9453.092,185.67
-7505.145,9455.145,185.76
-7507.196,9457.196,185.86
-7509.246,9459.246,185.86
-7511.295,9461.295,185.95
-7513.343,9463.343,186.33
-7515.681,9465.681,186.57
-7517.727,9467.727,186.48
-7519.771,9469.771,186.67
-7521.814,9471.814,186.57
-7523.856,9473.856,187.43
-7525.896,9475.896,188.14
-7527.936,9477.936,187.76
-7529.974,9479.974,187.71
-7532.303,9482.303,187.19
-7534.338,9484.338,187.43
-7536.373,9486.373,187.38
-7538.407,9488.407,187.71
-7540.439,9490.439,187.76
-7542.471,9492.471,187.81
-7544.501,9494.501,187.86
-7546.53,9496.53,187.57
-7548.847,9498.847,187.9
-7550.874,9500.874,187.95
-7552.899,9502.899,188.24
-7554.924,9504.924,188.43
-7556.947,9506.947,188.14
-7558.969,9508.969,188.05
-7560.99,9510.99,187.62
-7563.01,9513.01,187.24
-7565.316,9515.316,187.38
-7567.334,9517.334,188.1
-7569.35,9519.35,188.67
-7571.365,9521.365,189.14
-7573.379,9523.379,189.33
-7575.391,9525.391,189.33
-7577.403,9527.403,189.48
-7579.413,9529.413,189.86
-7581.709,9531.709,190
-7583.717,9533.717,190.29
-7585.724,9535.724,190.24
-7587.73,9537.73,189.38
-7589.734,9539.734,188.57
-7591.738,9541.738,188.62
-7593.74,9543.74,188.71
-7595.741,9545.741,189.52
-7598.027,9548.027,189.81
-7600.025,9550.025,189.67
-7602.023,9552.023,189.52
-7604.019,9554.019,189.67
-7606.014,9556.014,190.14
-7608.008,9558.008,191.38
-7610.001,9560.001,192.67
-7611.993,9561.993,193.86
-7613.984,9563.984,194.52
-7616.258,9566.258,194.71
-7618.246,9568.246,195.05
-7620.233,9570.233,195.29
-7622.219,9572.219,195.38
-7624.204,9574.204,195.62
-7626.187,9576.187,195.9
-7628.17,9578.17,195.95
-7630.151,9580.151,195.9
-7632.132,9582.132,194.95
-7634.393,9584.393,193.9
-7636.371,9586.371,193.19
-7638.348,9588.348,192.67
-7640.324,9590.324,192.71
-7642.298,9592.298,193.52
-7644.271,9594.271,194.33
-7646.244,9596.244,194.43
-7648.215,9598.215,194.86
-7650.466,9600.466,195
-7652.434,9602.434,195.43
-7654.402,9604.402,195.76
-7656.368,9606.368,196.29
-7658.333,9608.333,197.33
-7660.298,9610.298,197.38
-7662.26,9612.26,197.1
-7664.222,9614.222,197.05
-7666.183,9616.183,196.81
-7668.422,9618.422,196.62
-7670.381,9620.381,196.62
-7672.338,9622.338,196.29
-7674.294,9624.294,196
-7676.249,9626.249,195.95
-7678.202,9628.202,195.81
-7680.155,9630.155,195.71
-7682.106,9632.106,196.05
-7684.335,9634.335,195.95
-7686.284,9636.284,195.86
-7688.232,9638.232,196.14
-7690.179,9640.179,196.14
-7692.125,9642.125,195.9
-7694.069,9644.069,195.9
-7696.013,9646.013,195.81
-7697.955,9647.955,195.76
-7699.896,9649.896,195.43
-7702.113,9652.113,194.67
-7704.052,9654.052,194.19
-7705.99,9655.99,194.05
-7707.926,9657.926,194
-7709.862,9659.862,193.95
-7711.796,9661.796,193.86
-7713.729,9663.729,193.38
-7715.661,9665.661,193.29
-7717.868,9667.868,193.19
-7719.797,9669.797,192.9
-7721.726,9671.726,192.9
-7723.653,9673.653,193.14
-7725.579,9675.579,193.52
-7727.504,9677.504,193.14
-7729.428,9679.428,192.52
-7731.351,9681.351,192
-7733.273,9683.273,192.67
-7735.468,9685.468,192.86
-7737.387,9687.387,193.57
-7739.305,9689.305,194.33
-7741.222,9691.222,194.38
-7743.138,9693.138,194.19
-7745.053,9695.053,194.05
-7746.967,9696.967,193.71
-7748.88,9698.88,193.67
-7751.064,9701.064,194.24
-7752.974,9702.974,193.95
-7754.883,9704.883,193.67
-7756.791,9706.791,193.62
-7758.698,9708.698,193.19
-7760.604,9710.604,192.81
-7762.508,9712.508,193.43
-7764.412,9714.412,193.71
-7766.314,9716.314,193.76
-7768.487,9718.487,194
-7770.387,9720.387,194.1
-7772.286,9722.286,194
-7774.184,9724.184,194.24
-7776.08,9726.08,194.43
-7777.976,9727.976,194.29
-7779.87,9729.87,194.76
-7781.763,9731.763,195.05
-7783.926,9733.926,194.9
-7785.817,9735.817,194.9
-7787.706,9737.706,195.29
-7789.595,9739.595,195.57
-7791.483,9741.483,195.62
-7793.369,9743.369,195.43
-7795.254,9745.254,195.48
-7797.138,9747.138,195.24
-7799.022,9749.022,195.14
-7801.172,9751.172,194.71
-7803.053,9753.053,194.19
-7804.933,9754.933,194.33
-7806.811,9756.811,194.29
-7808.688,9758.688,194.24
-7810.565,9760.565,194.29
-7812.44,9762.44,194.52
-7814.314,9764.314,194.52
-7816.454,9766.454,194.67
-7818.326,9768.326,195
-7820.196,9770.196,194.9
-7822.066,9772.066,195
-7823.934,9773.934,195.1
-7825.801,9775.801,195.1
-7827.667,9777.667,195.43
-7829.532,9779.532,195.52
-7831.396,9781.396,196.05
-7833.525,9783.525,196.48
-7835.387,9785.387,197.1
-7837.247,9787.247,197.67
-7839.106,9789.106,198
-7840.964,9790.964,198.05
-7842.821,9792.821,197.81
-7844.677,9794.677,197.86
-7846.532,9796.532,197.9
-7848.651,9798.651,197.71
-7850.503,9800.503,197.1
-7852.355,9802.355,196.81
-7854.205,9804.205,196.43
-7856.054,9806.054,195.86
-7857.902,9807.902,195.48
-7859.749,9809.749,195.43
-7861.595,9811.595,196.1
-7863.703,9813.703,196.71
-7865.547,9815.547,196.9
-7867.389,9817.389,197
-7869.23,9819.23,197.38
-7871.07,9821.07,197.29
-7872.91,9822.91,196.95
-7874.748,9824.748,196.86
-7876.584,9826.584,196.86
-7878.42,9828.42,196.48
-7880.517,9830.517,196.57
-7882.35,9832.35,195.76
-7884.183,9834.183,195.48
-7886.014,9836.014,194.71
-7887.844,9837.844,194.57
-7889.673,9839.673,194.95
-7891.501,9841.501,195.24
-7893.328,9843.328,195.43
-7895.414,9845.414,195.52
-7897.238,9847.238,195.43
-7899.062,9849.062,195.9
-7900.884,9850.884,196.62
-7902.705,9852.705,197.48
-7904.525,9854.525,197.62
-7906.344,9856.344,197.81
-7908.162,9858.162,197.52
-7909.979,9859.979,197.38
-7912.054,9862.054,197.62
-7913.868,9863.868,197.62
-7915.681,9865.681,198.29
-7917.494,9867.494,198.29
-7919.305,9869.305,197.48
-7921.115,9871.115,196.14
-7922.924,9872.924,195.38
-7924.731,9874.731,195.24
-7926.796,9876.796,195.38
-7928.602,9878.602,195.57
-7930.406,9880.406,195.38
-7932.209,9882.209,195.71
-7934.012,9884.012,195.43
-7935.813,9885.813,194.52
-7937.613,9887.613,194.57
