year (AD),age (BP),grey_scale (missing)
-10768.98,12718.98,177.29
-10769.31,12719.31,177
-10769.65,12719.65,175.62
-10769.98,12719.98,174.95
-10770.32,12720.32,174.43
-10770.65,12720.65,173.9
-10770.99,12720.99,174.57
-10771.32,12721.32,175.05
-10771.66,12721.66,175.43
-10771.99,12721.99,175.52
-10772.33,12722.33,175.19
-10772.67,12722.67,174.81
-10773,12723,174.76
-10773.34,12723.34,174.71
-10773.67,12723.67,174.95
-10774.01,12724.01,175.81
-10774.34,12724.34,175.86
-10774.68,12724.68,174.95
-10775.01,12725.01,173.81
-10775.35,12725.35,172.29
-10775.69,12725.69,172.1
-10776.02,12726.02,172.19
-10776.36,12726.36,172.14
-10776.69,12726.69,172.24
-10777.03,12727.03,173.1
-10777.37,12727.37,173.05
-10777.7,12727.7,172.62
-10778.04,12728.04,172.43
-10778.38,12728.38,172.43
-10779.38,12729.38,172.86
-10779.72,12729.72,172.76
-10780.06,12730.06,172.86
-10780.39,12730.39,172.76
-10780.73,12730.73,172.1
-10781.07,12731.07,171
-10781.4,12731.4,170.67
-10781.74,12731.74,171.29
-10782.08,12732.08,171.43
-10782.42,12732.42,171.33
-10782.75,12732.75,171.48
-10783.09,12733.09,172.1
-10783.43,12733.43,172.67
-10783.76,12733.76,173.1
-10784.1,12734.1,173.76
-10784.44,12734.44,174.67
-10784.78,12734.78,175.1
-10785.11,12735.11,174.76
-10785.45,12735.45,174.48
-10785.72,12735.72,174.29
-10786.06,12736.06,174.14
-10786.4,12736.4,174.9
-10786.73,12736.73,175.29
-10787.07,12737.07,175.38
-10787.41,12737.41,176.29
-10787.75,12737.75,177.19
-10788.08,12738.08,177.9
-10788.42,12738.42,178.38
-10789.3,12739.3,178.38
-10789.64,12739.64,178.48
-10789.98,12739.98,178.81
-10791.47,12741.47,178.57
-10791.81,12741.81,178.05
-10792.14,12742.14,178
-10792.48,12742.48,177.43
-10792.82,12742.82,176.62
-10793.16,12743.16,175.86
-10793.5,12743.5,175.67
-10793.84,12743.84,175.05
-10794.18,12744.18,174.86
-10794.52,12744.52,174.76
-10794.86,12744.86,174.81
-10795.19,12745.19,175.1
-10795.53,12745.53,175.1
-10795.87,12745.87,175.24
-10796.21,12746.21,175
-10796.55,12746.55,174.48
-10796.89,12746.89,174.33
-10797.23,12747.23,174.9
-10797.91,12747.91,175.76
-10798.25,12748.25,176.1
-10798.59,12748.59,176.1
-10798.93,12748.93,175.57
-10799.27,12749.27,175.29
-10799.61,12749.61,175.05
-10799.95,12749.95,174.9
-10800.29,12750.29,175.29
-10800.63,12750.63,175.67
-10800.97,12750.97,175.19
-10801.31,12751.31,175.05
-10801.65,12751.65,175.33
-10801.99,12751.99,176.14
-10802.33,12752.33,177
-10802.6,12752.6,177.43
-10802.94,12752.94,177.1
-10803.28,12753.28,176.9
-10803.62,12753.62,177.1
-10803.96,12753.96,176.95
-10804.3,12754.3,177.62
-10804.65,12754.65,177.48
-10804.99,12754.99,177
-10805.33,12755.33,176.33
-10805.67,12755.67,175.81
-10806.35,12756.35,175.67
-10806.69,12756.69,175.86
-10807.03,12757.03,176.24
-10807.37,12757.37,176.29
-10807.71,12757.71,175.9
-10808.06,12758.06,175.24
-10808.4,12758.4,174.71
-10808.74,12758.74,173.95
-10809.08,12759.08,174.14
-10809.42,12759.42,174.86
-10809.76,12759.76,175.19
-10810.1,12760.1,175.57
-10810.45,12760.45,175.38
-10810.79,12760.79,175
-10811.13,12761.13,174.81
-10811.47,12761.47,174.81
-10811.81,12761.81,174.62
-10812.16,12762.16,175.43
-10812.5,12762.5,176.05
-10812.84,12762.84,175.38
-10813.18,12763.18,174.57
-10813.53,12763.53,172.95
-10813.87,12763.87,172
-10814.21,12764.21,172.19
-10814.55,12764.55,172.05
-10814.89,12764.89,172.19
-10815.24,12765.24,172.62
-10815.58,12765.58,173.19
-10815.92,12765.92,172.86
-10816.27,12766.27,172.38
-10816.61,12766.61,172.38
-10817.64,12767.64,172.67
-10817.98,12767.98,172.81
-10818.32,12768.32,172.81
-10818.67,12768.67,172.81
-10819.01,12769.01,172.48
-10819.35,12769.35,171.67
-10819.63,12769.63,170.67
-10819.97,12769.97,170.86
-10820.31,12770.31,171.33
-10820.66,12770.66,171.29
-10821,12771,171.29
-10821.35,12771.35,171.71
-10821.69,12771.69,172.48
-10822.03,12772.03,172.86
-10822.38,12772.38,173.43
-10822.72,12772.72,174.24
-10823.06,12773.06,175.1
-10823.41,12773.41,174.86
-10823.75,12773.75,174.43
-10824.1,12774.1,174.43
-10824.44,12774.44,174.19
-10824.79,12774.79,174.48
-10825.13,12775.13,175.19
-10825.47,12775.47,175.24
-10825.82,12775.82,175.81
-10826.16,12776.16,176.62
-10826.51,12776.51,177.71
-10826.85,12776.85,178
-10827.75,12777.75,178.38
-10828.09,12778.09,178.33
-10828.37,12778.37,178.67
-10828.71,12778.71,178.86
-10830.3,12780.3,178.14
-10830.65,12780.65,177.95
-10830.99,12780.99,177.86
-10831.34,12781.34,176.9
-10831.68,12781.68,176.24
-10832.03,12782.03,175.71
-10832.37,12782.37,175.29
-10832.72,12782.72,174.9
-10833.07,12783.07,174.76
-10833.41,12783.41,174.71
-10833.76,12783.76,174.86
-10834.1,12784.1,175.14
-10834.45,12784.45,174.76
-10834.8,12784.8,174.33
-10835.14,12785.14,174.1
-10835.49,12785.49,174.05
-10835.83,12785.83,174.67
-10836.8,12786.8,175.38
-10837.15,12787.15,175.48
-10837.5,12787.5,175.24
-10837.84,12787.84,174.86
-10838.19,12788.19,174.9
-10838.54,12788.54,174.81
-10838.88,12788.88,175
-10839.23,12789.23,175.62
-10839.58,12789.58,175.48
-10839.92,12789.92,175.1
-10840.27,12790.27,175.14
-10840.62,12790.62,175.62
-10840.97,12790.97,176.48
-10841.31,12791.31,177.29
-10841.66,12791.66,177.9
-10842.01,12792.01,177.43
-10842.35,12792.35,177.67
-10842.7,12792.7,178.24
-10843.05,12793.05,178.86
-10843.4,12793.4,179.38
-10843.74,12793.74,179.24
-10844.09,12794.09,178.14
-10844.44,12794.44,177.43
-10844.79,12794.79,177.52
-10845.14,12795.14,177.1
-10845.48,12795.48,176.9
-10845.83,12795.83,177.1
-10846.18,12796.18,176.29
-10846.53,12796.53,175.95
-10846.88,12796.88,175.33
-10847.22,12797.22,175.43
-10847.57,12797.57,175.33
-10847.92,12797.92,175.38
-10848.27,12798.27,175
-10848.97,12798.97,174.71
-10849.32,12799.32,174.9
-10849.66,12799.66,175.05
-10850.01,12800.01,175.05
-10850.36,12800.36,174.57
-10850.71,12800.71,174
-10851.06,12801.06,173.9
-10851.41,12801.41,173.24
-10851.76,12801.76,173.1
-10852.11,12802.11,172.95
-10852.46,12802.46,172.86
-10852.81,12802.81,172.52
-10853.16,12803.16,172.62
-10853.5,12803.5,172.43
-10853.85,12803.85,172.81
-10854.13,12804.13,173.29
-10854.48,12804.48,173.19
-10854.83,12804.83,173.24
-10855.18,12805.18,173.43
-10855.53,12805.53,173.38
-10855.88,12805.88,173.33
-10856.23,12806.23,173.33
-10856.58,12806.58,173.71
-10856.93,12806.93,173.95
-10857.28,12807.28,173.71
-10857.63,12807.63,173.52
-10857.98,12807.98,173.57
-10858.33,12808.33,174
-10858.68,12808.68,174.57
-10859.03,12809.03,175.14
-10859.38,12809.38,175.67
-10859.73,12809.73,176.33
-10860.08,12810.08,176.43
-10860.43,12810.43,176.52
-10860.79,12810.79,176.95
-10861.14,12811.14,177
-10861.84,12811.84,177.1
-10862.19,12812.19,177
-10862.54,12812.54,176.81
-10862.89,12812.89,176.52
-10863.24,12813.24,176.43
-10863.59,12813.59,176.19
-10863.94,12813.94,176.24
-10864.29,12814.29,176.29
-10864.64,12814.64,176
-10865,12815,175.81
-10865.35,12815.35,176.05
-10865.7,12815.7,176.24
-10866.05,12816.05,176.38
-10866.4,12816.4,176.48
-10866.75,12816.75,176.38
-10867.1,12817.1,176.24
-10867.45,12817.45,175.86
-10867.81,12817.81,175.43
-10868.16,12818.16,175.48
-10868.51,12818.51,175.95
-10868.86,12818.86,176.71
-10869.21,12819.21,177.14
-10869.56,12819.56,177.57
-10869.91,12819.91,177.95
-10870.27,12820.27,178.29
-10870.62,12820.62,178.57
-10870.97,12820.97,178.76
-10871.32,12821.32,178.71
-10871.67,12821.67,179.14
-10872.31,12822.31,179
-10872.66,12822.66,178.38
-10873.01,12823.01,178.1
-10873.36,12823.36,177.95
-10873.71,12823.71,177.71
-10874.07,12824.07,177.24
-10874.42,12824.42,176.86
-10874.77,12824.77,176.76
-10875.12,12825.12,177.24
-10875.47,12825.47,177.62
-10875.83,12825.83,177.33
-10876.18,12826.18,177
-10876.53,12826.53,177
-10876.88,12826.88,176.71
-10877.23,12827.23,176.71
-10877.59,12827.59,177.05
-10877.94,12827.94,177.95
-10878.29,12828.29,178.95
-10878.64,12828.64,180.33
-10879,12829,181.29
-10879.35,12829.35,181.67
-10879.7,12829.7,182.24
-10880.05,12830.05,182.67
-10880.4,12830.4,182.95
-10880.9,12830.9,183.38
-10881.46,12831.46,183.48
-10881.96,12831.96,183.19
-10882.45,12832.45,182.29
-10883.01,12833.01,181.29
-10883.51,12833.51,180.48
-10884,12834,179.86
-10884.56,12834.56,179.76
-10885.06,12835.06,179.57
-10885.55,12835.55,179.9
-10886.11,12836.11,180
-10886.61,12836.61,180.05
-10887.1,12837.1,180.05
-10887.67,12837.67,180
-10888.16,12838.16,180.24
-10888.65,12838.65,180.52
-10889.22,12839.22,180.81
-10889.71,12839.71,180.9
-10890.2,12840.2,180.95
-10890.77,12840.77,181.05
-10891.26,12841.26,181.19
-10891.76,12841.76,181.43
-10892.32,12842.32,181.9
-10892.81,12842.81,182.1
-10893.31,12843.31,182
-10893.8,12843.8,182.05
-10894.36,12844.36,182.29
-10894.86,12844.86,182.29
-10895.35,12845.35,182.62
-10895.92,12845.92,183
-10896.41,12846.41,182.86
-10896.9,12846.9,182.43
-10897.47,12847.47,181.95
-10897.96,12847.96,181.43
-10898.45,12848.45,181.62
-10899.02,12849.02,181.9
-10899.51,12849.51,181.67
-10900,12850,181.52
-10900.57,12850.57,181.48
-10901.06,12851.06,181.43
-10901.55,12851.55,181.33
-10902.12,12852.12,181.67
-10902.61,12852.61,182.05
-10903.1,12853.1,182.19
-10903.67,12853.67,182.38
-10904.16,12854.16,182.57
-10904.65,12854.65,183
-10905.22,12855.22,183.05
-10905.71,12855.71,183
-10906.2,12856.2,182.86
-10906.76,12856.76,183.05
-10907.26,12857.26,183.29
-10907.75,12857.75,182.95
-10908.31,12858.31,182.86
-10908.81,12858.81,183
-10909.3,12859.3,183.1
-10909.86,12859.86,182.9
-10910.35,12860.35,182.95
-10910.84,12860.84,182.76
-10911.41,12861.41,183.14
-10911.9,12861.9,183.1
-10912.39,12862.39,183.1
-10912.95,12862.95,183.48
-10913.45,12863.45,183.86
-10913.94,12863.94,184.14
-10914.5,12864.5,184.1
-10914.99,12864.99,184.05
-10915.48,12865.48,184.19
-10915.97,12865.97,184.76
-10916.54,12866.54,184.76
-10917.03,12867.03,185.24
-10917.52,12867.52,185.62
-10918.08,12868.08,185.52
-10918.57,12868.57,185.48
-10919.06,12869.06,185.19
-10919.62,12869.62,185.24
-10920.11,12870.11,185.29
-10920.6,12870.6,185.33
-10921.16,12871.16,184.86
-10921.65,12871.65,184.76
-10922.14,12872.14,184.38
-10922.7,12872.7,183.71
-10923.19,12873.19,183.38
-10923.68,12873.68,183.62
-10924.24,12874.24,183.81
-10924.73,12874.73,184.67
-10925.22,12875.22,185.48
-10925.78,12875.78,185.95
-10926.27,12876.27,186.9
-10926.76,12876.76,187.57
-10927.32,12877.32,188.38
-10927.81,12877.81,189.1
-10928.3,12878.3,190.33
-10928.86,12878.86,190.52
-10929.35,12879.35,190.14
-10929.83,12879.83,190.43
-10930.39,12880.39,190.05
-10930.88,12880.88,189.81
-10931.37,12881.37,189.38
-10931.93,12881.93,188.57
-10932.41,12882.41,188.43
-10932.9,12882.9,188.33
-10933.46,12883.46,188.33
-10933.95,12883.95,187.95
-10934.43,12884.43,187.71
-10934.99,12884.99,187.9
-10935.48,12885.48,187.95
-10935.96,12885.96,188.05
-10936.52,12886.52,188
-10937.01,12887.01,188.14
-10937.49,12887.49,188.24
-10938.05,12888.05,187.9
-10938.54,12888.54,187.52
-10939.02,12889.02,187.05
-10939.51,12889.51,187.57
-10940.06,12890.06,187.81
-10940.55,12890.55,187.24
-10941.03,12891.03,187.29
-10941.59,12891.59,187
-10942.07,12892.07,187.19
-10942.56,12892.56,187.05
-10943.11,12893.11,186.71
-10943.59,12893.59,186.33
-10944.08,12894.08,186.57
-10944.63,12894.63,186.05
-10945.12,12895.12,185.57
-10945.6,12895.6,185.62
-10946.15,12896.15,186.14
-10946.63,12896.63,186.19
-10947.12,12897.12,186.33
-10947.67,12897.67,186.71
-10948.15,12898.15,187.05
-10948.63,12898.63,187.86
-10949.19,12899.19,187.86
-10949.67,12899.67,187.95
-10950.15,12900.15,188.48
-10950.7,12900.7,188.71
-10951.18,12901.18,188.71
-10951.66,12901.66,188.57
-10952.21,12902.21,188.57
-10952.69,12902.69,188.67
-10953.17,12903.17,189.05
-10953.72,12903.72,189.48
-10954.2,12904.2,190
-10954.68,12904.68,190.48
-10955.23,12905.23,191
-10955.71,12905.71,191.62
-10956.19,12906.19,192
-10957.22,12907.22,192.38
-10957.69,12907.69,193
-10958.24,12908.24,193.43
-10958.72,12908.72,193.52
-10959.2,12909.2,193.86
-10959.74,12909.74,193.67
-10960.22,12910.22,194.1
-10960.7,12910.7,194.24
-10961.24,12911.24,194.29
-10961.72,12911.72,194.33
-10962.2,12912.2,194.38
-10962.67,12912.67,194.05
-10963.22,12913.22,193.67
-10963.69,12913.69,193.24
-10964.17,12914.17,192.67
-10964.71,12914.71,192.14
-10965.19,12915.19,191.33
-10965.66,12915.66,190.52
-10966.2,12916.2,190.48
-10966.68,12916.68,190.52
-10967.15,12917.15,190.24
-10967.69,12917.69,190.19
-10968.17,12918.17,190.19
-10968.64,12918.64,190.24
-10969.18,12919.18,190.24
-10969.65,12919.65,190.38
-10970.13,12920.13,190.86
-10970.66,12920.66,191.19
-10971.14,12921.14,191.38
-10971.61,12921.61,190.81
-10972.15,12922.15,190.48
-10972.62,12922.62,190.52
-10973.09,12923.09,190.71
-10973.63,12923.63,190.86
-10974.1,12924.1,191.38
-10974.57,12924.57,191.81
-10975.1,12925.1,191.95
-10975.57,12925.57,192.05
-10976.04,12926.04,192.24
-10976.58,12926.58,192.33
-10977.05,12927.05,192.81
-10977.51,12927.51,192.95
-10978.05,12928.05,192.81
-10978.52,12928.52,192.52
-10978.98,12928.98,192.48
-10979.52,12929.52,192.33
-10979.98,12929.98,191.95
-10980.45,12930.45,191.81
-10980.98,12930.98,191.9
-10981.45,12931.45,191.76
-10981.91,12931.91,191.48
-10982.45,12932.45,191.43
-10982.91,12932.91,191.57
-10983.37,12933.37,192
-10983.9,12933.9,192.1
-10984.37,12934.37,192.1
-10984.83,12934.83,192.1
-10985.3,12935.3,192.52
-10985.82,12935.82,193
-10986.29,12936.29,193.43
-10986.75,12936.75,194.14
-10987.28,12937.28,194.86
-10987.74,12937.74,195.48
-10988.2,12938.2,195.95
-10988.73,12938.73,196.67
-10989.19,12939.19,197.19
-10989.65,12939.65,197.43
-10990.17,12940.17,197.24
-10990.63,12940.63,196.86
-10991.09,12941.09,197.1
-10991.62,12941.62,197.1
-10992.07,12942.07,196.95
-10992.53,12942.53,196.38
-10993.06,12943.06,195.76
-10993.51,12943.51,195.14
-10993.97,12943.97,194.52
-10994.49,12944.49,195.19
-10994.95,12944.95,196.24
-10995.4,12945.4,197.43
-10995.93,12945.93,197.81
-10996.38,12946.38,198
-10996.84,12946.84,197.86
-10997.36,12947.36,197.95
-10997.81,12947.81,198.14
-10998.98,12948.98,198.33
-10999.49,12949.49,198.29
-10999.95,12949.95,197.52
-11000.4,12950.4,196.48
-11000.91,12950.91,195.67
-11001.37,12951.37,195.48
-11001.82,12951.82,195.33
-11002.33,12952.33,195.24
-11002.78,12952.78,195.38
-11003.23,12953.23,195.9
-11003.74,12953.74,195.9
-11004.19,12954.19,196.24
-11004.64,12954.64,197.14
-11005.15,12955.15,198.19
-11005.6,12955.6,198.76
-11006.05,12956.05,199.19
-11006.5,12956.5,199.76
-11007.01,12957.01,200.48
-11007.45,12957.45,201.29
-11007.9,12957.9,201.57
-11008.41,12958.41,201.95
-11008.85,12958.85,203.1
-11009.3,12959.3,203.19
-11011.2,12961.2,202.38
-11011.64,12961.64,201.1
-11012.08,12962.08,200.05
-11012.59,12962.59,199.24
-11013.03,12963.03,198.33
-11013.47,12963.47,197.81
-11013.97,12963.97,197.52
-11014.41,12964.41,197.57
-11014.85,12964.85,196.57
-11015.36,12965.36,195.86
-11015.79,12965.79,196.24
-11016.23,12966.23,197.19
-11016.73,12966.73,198
-11017.17,12967.17,198.43
-11017.61,12967.61,198.52
-11018.11,12968.11,198.29
-11018.54,12968.54,197.81
-11018.98,12968.98,197.43
-11019.48,12969.48,197.71
-11019.91,12969.91,197.81
-11020.34,12970.34,197.71
-11020.84,12970.84,197
-11021.27,12971.27,196.81
-11021.71,12971.71,196.86
-11022.2,12972.2,196.76
-11022.63,12972.63,197.38
-11023.06,12973.06,197.71
-11023.56,12973.56,197.86
-11023.99,12973.99,197.24
-11024.42,12974.42,197.24
-11024.91,12974.91,197.19
-11025.34,12975.34,196.95
-11025.77,12975.77,196.76
-11026.26,12976.26,196.43
-11026.68,12976.68,196.52
-11027.11,12977.11,196
-11027.54,12977.54,195.29
-11028.03,12978.03,194.9
-11028.45,12978.45,195
-11028.88,12978.88,195.29
-11029.36,12979.36,195.24
-11029.79,12979.79,195.19
-11030.21,12980.21,195.14
-11030.69,12980.69,195.43
-11031.12,12981.12,195.33
-11031.54,12981.54,195.71
-11032.02,12982.02,196.38
-11032.44,12982.44,197.62
-11032.86,12982.86,197.86
-11033.34,12983.34,198.1
-11033.76,12983.76,198.38
-11034.18,12984.18,199.05
-11034.66,12984.66,199.29
-11035.08,12985.08,199.24
-11035.5,12985.5,199.19
-11035.98,12985.98,199.1
-11036.39,12986.39,199.29
-11036.81,12986.81,198.38
-11037.28,12987.28,197.71
-11037.7,12987.7,197.9
-11038.11,12988.11,198
-11038.59,12988.59,197.57
-11039,12989,197
-11039.41,12989.41,197.14
-11039.89,12989.89,197.29
-11040.3,12990.3,197.76
-11040.71,12990.71,197.95
-11041.18,12991.18,198
-11041.59,12991.59,198.52
-11042,12992,198.62
-11042.47,12992.47,198.19
-11042.88,12992.88,197.43
-11043.29,12993.29,197.67
-11043.75,12993.75,198.57
-11044.16,12994.16,198.86
-11044.57,12994.57,199.05
-11045.03,12995.03,199.48
-11045.44,12995.44,199.71
-11045.84,12995.84,200
-11046.3,12996.3,200.14
-11046.71,12996.71,200.57
-11047.11,12997.11,201.24
-11047.51,12997.51,202.48
-11047.97,12997.97,202.62
-11048.38,12998.38,202.71
-11048.78,12998.78,202.9
-11049.23,12999.23,202.71
-11049.63,12999.63,202.62
-11050.03,13000.03,202.62
-11050.49,13000.49,203.14
-11050.89,13000.89,203.57
-11051.29,13001.29,204
-11051.74,13001.74,203.9
-11052.14,13002.14,203.24
-11052.53,13002.53,202.57
-11052.99,13002.99,202.52
-11053.38,13003.38,202.71
-11053.77,13003.77,202.86
-11054.22,13004.22,203.24
-11054.62,13004.62,203.24
-11055.01,13005.01,203.38
-11055.46,13005.46,203.05
-11055.85,13005.85,202.62
-11057.47,13007.47,202.43
-11057.91,13007.91,202.67
-11058.3,13008.3,202.76
-11058.69,13008.69,202.48
-11059.13,13009.13,202.62
-11059.51,13009.51,202.52
-11059.9,13009.9,202.81
-11060.34,13010.34,202.95
-11060.73,13010.73,202.62
-11061.11,13011.11,202.95
-11061.55,13011.55,203.24
-11061.93,13011.93,203.29
-11062.32,13012.32,203.48
-11062.75,13012.75,203.38
-11063.14,13013.14,203.1
-11063.52,13013.52,202.52
-11063.95,13013.95,201.62
-11064.33,13014.33,201.19
-11064.71,13014.71,200.33
-11065.15,13015.15,199.57
-11065.53,13015.53,198.62
-11065.91,13015.91,198
-11066.28,13016.28,197.05
-11066.72,13016.72,196.14
-11067.09,13017.09,195.38
-11067.47,13017.47,194.76
-11067.9,13017.9,194.67
-11068.28,13018.28,194.57
-11068.65,13018.65,194.57
-11069.08,13019.08,194.81
-11069.46,13019.46,195.05
-11069.83,13019.83,195.67
-11070.26,13020.26,196.81
-11070.63,13020.63,198.1
-11071.01,13021.01,199.19
-11071.43,13021.43,200
-11071.8,13021.8,200.62
-11072.18,13022.18,200.71
-11072.6,13022.6,201.05
-11072.97,13022.97,201.05
-11073.34,13023.34,201.1
-11073.77,13023.77,201.05
-11074.14,13024.14,200.76
-11074.56,13024.56,200.38
-11074.93,13024.93,200
-11075.35,13025.35,199.76
-11075.72,13025.72,199.71
-11076.14,13026.14,199.86
-11076.51,13026.51,199.43
-11076.88,13026.88,198.52
-11077.3,13027.3,198.71
-11077.67,13027.67,198.76
-11078.08,13028.08,199.14
-11078.45,13028.45,199.67
-11078.87,13028.87,199.76
-11079.24,13029.24,199.62
-11079.65,13029.65,199.81
-11080.02,13030.02,199.86
-11080.44,13030.44,199.76
-11080.8,13030.8,200.33
-11081.22,13031.22,200.48
-11081.58,13031.58,200.24
-11082,13032,199.76
-11082.36,13032.36,199.33
-11082.72,13032.72,199.29
-11083.14,13033.14,199.14
-11083.5,13033.5,198.9
-11083.92,13033.92,198.62
-11084.28,13034.28,198.29
-11084.69,13034.69,198.19
-11085.05,13035.05,198
-11085.47,13035.47,197.86
-11085.83,13035.83,197.81
-11086.24,13036.24,197.9
-11086.6,13036.6,197.52
-11087.01,13037.01,197.48
-11087.38,13037.38,197.57
-11087.79,13037.79,197.57
-11088.15,13038.15,197.81
-11088.51,13038.51,198.33
-11088.92,13038.92,199.05
-11089.28,13039.28,199.67
-11089.69,13039.69,199.95
-11090.05,13040.05,199.95
-11090.46,13040.46,199.67
-11090.82,13040.82,199.76
-11091.23,13041.23,199.86
-11091.58,13041.58,199.81
-11091.99,13041.99,200.05
-11092.35,13042.35,199.43
-11092.76,13042.76,198.86
-11093.12,13043.12,198.43
-11093.53,13043.53,198.14
-11093.89,13043.89,197.95
-11094.29,13044.29,198.29
-11094.65,13044.65,198.57
-11095.01,13045.01,198.67
-11095.42,13045.42,198.76
-11095.77,13045.77,199
-11096.18,13046.18,198.86
-11096.54,13046.54,198.52
-11096.94,13046.94,198.14
-11097.3,13047.3,197.86
-11097.71,13047.71,197.9
-11098.07,13048.07,198.38
-11098.47,13048.47,198.67
-11098.83,13048.83,198.33
-11099.24,13049.24,197.9
-11099.59,13049.59,196.95
-11100.71,13050.71,196.38
-11101.12,13051.12,196.52
-11101.47,13051.47,196.81
-11101.88,13051.88,196.95
-11102.23,13052.23,197.05
-11102.64,13052.64,196.48
-11103,13053,195.95
-11103.4,13053.4,195.71
-11103.76,13053.76,195.52
-11104.16,13054.16,195.76
-11104.52,13054.52,196.38
-11104.93,13054.93,196.71
-11105.28,13055.28,196.95
-11105.69,13055.69,197.05
-11106.04,13056.04,197.43
-11106.4,13056.4,197.81
-11106.81,13056.81,197.9
-11107.16,13057.16,198.19
-11107.57,13057.57,198.24
-11107.92,13057.92,198.29
-11108.33,13058.33,198
-11108.69,13058.69,197.62
-11110.01,13060.01,197
-11110.41,13060.41,196.52
-11110.77,13060.77,196.14
-11111.18,13061.18,195.57
-11111.53,13061.53,195.19
-11111.94,13061.94,194.62
-11112.3,13062.3,194.33
-11112.7,13062.7,193.95
-11113.06,13063.06,193.24
-11113.47,13063.47,192.62
-11113.83,13063.83,191.9
-11114.23,13064.23,191.57
-11114.59,13064.59,191.67
-11115,13065,191.57
-11115.36,13065.36,191.67
-11115.71,13065.71,191.62
-11116.12,13066.12,191.71
-11116.48,13066.48,192.24
-11116.89,13066.89,192.76
-11117.25,13067.25,193.05
-11117.65,13067.65,193.38
-11118.01,13068.01,193.76
-11118.99,13068.99,193.86
-11119.34,13069.34,193.81
-11119.75,13069.75,193.62
-11120.11,13070.11,194.14
-11120.52,13070.52,194.76
-11120.88,13070.88,194.43
-11121.29,13071.29,194.19
-11121.65,13071.65,194.57
-11122.07,13072.07,195.38
-11122.43,13072.43,196.48
-11122.84,13072.84,197.05
-11123.2,13073.2,197.71
-11123.61,13073.61,198.14
-11123.97,13073.97,198.19
-11125.73,13075.73,198.19
-11126.09,13076.09,198.62
-11126.51,13076.51,199.14
-11126.87,13076.87,199.19
-11127.23,13077.23,198.71
-11127.65,13077.65,197.71
-11128.01,13078.01,197.19
-11128.43,13078.43,196.24
-11128.79,13078.79,195.33
-11129.21,13079.21,194.81
-11129.57,13079.57,193.86
-11129.99,13079.99,192.62
-11130.36,13080.36,191.62
-11130.77,13080.77,190.81
-11131.14,13081.14,190.43
-11131.56,13081.56,189.67
-11131.93,13081.93,188.86
-11132.34,13082.34,188.1
-11132.71,13082.71,188.14
-11133.13,13083.13,188.48
-11133.5,13083.5,189.1
-11133.87,13083.87,189.95
-11134.29,13084.29,190.57
-11134.66,13084.66,191
-11135.08,13085.08,191.29
-11135.45,13085.45,191.76
-11136.24,13086.24,192.95
-11136.67,13086.67,193.62
-11137.04,13087.04,194.43
-11137.46,13087.46,194.52
-11137.84,13087.84,194.33
-11138.26,13088.26,193.86
-11138.63,13088.63,193.52
-11139.06,13089.06,193.43
-11139.43,13089.43,193.38
-11139.81,13089.81,193.57
-11140.23,13090.23,193.57
-11140.61,13090.61,193.38
-11141.04,13091.04,193.71
-11141.41,13091.41,193.86
-11141.84,13091.84,194.19
-11142.22,13092.22,194.33
-11142.65,13092.65,194.62
-11143.03,13093.03,194.76
-11143.46,13093.46,195
-11143.84,13093.84,195.33
-11144.27,13094.27,195.71
-11144.65,13094.65,196.24
-11145.08,13095.08,196.62
-11145.46,13095.46,196.71
-11145.84,13095.84,197.1
-11146.28,13096.28,197.48
-11146.66,13096.66,197.81
-11147.1,13097.1,198.33
-11147.48,13097.48,198.38
-11147.92,13097.92,198.33
-11148.3,13098.3,198.48
-11148.74,13098.74,198.19
-11149.13,13099.13,197.9
-11149.57,13099.57,197.62
-11149.95,13099.95,197.14
-11150.39,13100.39,197.05
-11150.78,13100.78,197.1
-11151.22,13101.22,195.48
-11151.61,13101.61,194.52
-11152.05,13102.05,195
-11152.44,13102.44,195.43
-11152.83,13102.83,195.14
-11153.28,13103.28,195.71
-11153.67,13103.67,196.14
-11154.11,13104.11,196.52
-11154.5,13104.5,197.14
-11154.95,13104.95,196.52
-11155.35,13105.35,196.86
-11155.79,13105.79,197.9
-11156.19,13106.19,198
-11156.64,13106.64,197.29
-11157.03,13107.03,197.19
-11157.49,13107.49,196.62
-11157.88,13107.88,195.81
-11158.34,13108.34,195.19
-11158.73,13108.73,194.52
-11159.82,13109.82,193.9
-11160.22,13110.22,193.48
-11160.67,13110.67,193.1
-11161.07,13111.07,192.76
-11161.53,13111.53,192.52
-11161.94,13111.94,192.24
-11162.34,13112.34,191.67
-11162.8,13112.8,191.62
-11163.2,13113.2,191.43
-11163.67,13113.67,191.19
-11164.07,13114.07,191.52
-11164.54,13114.54,191.62
-11164.94,13114.94,192
-11165.41,13115.41,192.52
-11165.82,13115.82,192.76
-11166.29,13116.29,193.14
-11166.7,13116.7,193.52
-11167.16,13117.16,194.14
-11167.58,13117.58,194.57
-11168.05,13118.05,195.33
-11168.46,13118.46,195.33
-11168.87,13118.87,195.76
-11169.34,13119.34,196.24
-11169.76,13119.76,196.86
-11170.23,13120.23,197.38
-11170.65,13120.65,197.81
-11171.13,13121.13,198.14
-11171.54,13121.54,197.95
-11172.02,13122.02,197.95
-11172.44,13122.44,198.05
