year (AD),age (BP),temperature (degC)
-3377.766,5327.766,-0.208
-3380.595,5330.595,-0.191
-3383.424,5333.424,-0.174
-3386.253,5336.253,-0.153
-3389.082,5339.082,-0.127
-3391.911,5341.911,-0.092
-3394.74,5344.74,-0.046
-3397.569,5347.569,0.013
-3400.398,5350.398,0.082
-3403.227,5353.227,0.158
-3406.056,5356.056,0.238
-3408.885,5358.885,0.317
-3411.713,5361.713,0.392
-3414.543,5364.542,0.464
-3417.371,5367.371,0.532
-3420.2,5370.2,0.597
-3423.029,5373.029,0.658
-3425.858,5375.858,0.712
-3428.687,5378.687,0.755
-3431.516,5381.516,0.779
-3434.345,5384.345,0.778
-3437.174,5387.174,0.745
-3440.003,5390.003,0.681
-3442.832,5392.832,0.59
-3445.661,5395.661,0.481
-3448.49,5398.49,0.365
-3451.319,5401.319,0.256
-3454.148,5404.148,0.163
-3456.977,5406.977,0.093
-3459.806,5409.806,0.051
-3462.635,5412.635,0.031
-3465.464,5415.464,0.029
-3468.293,5418.293,0.033
-3471.12,5421.12,0.03
-3473.95,5423.95,0.02
-3476.78,5426.78,-0.01
-3479.61,5429.61,-0.06
-3482.44,5432.44,-0.13
-3485.27,5435.27,-0.23
-3488.1,5438.1,-0.33
-3490.92,5440.92,-0.45
-3493.75,5443.75,-0.58
-3496.58,5446.58,-0.7
-3499.41,5449.41,-0.83
-3502.24,5452.24,-0.94
-3505.07,5455.07,-1.05
-3507.9,5457.9,-1.14
-3510.73,5460.73,-1.22
-3513.56,5463.56,-1.28
-3516.38,5466.38,-1.33
-3519.21,5469.21,-1.37
-3522.04,5472.04,-1.4
-3524.87,5474.87,-1.42
-3527.7,5477.7,-1.43
-3530.53,5480.53,-1.43
-3533.36,5483.36,-1.42
-3536.19,5486.19,-1.4
-3539.02,5489.02,-1.37
-3541.85,5491.85,-1.33
-3544.67,5494.67,-1.29
-3547.5,5497.5,-1.25
-3550.33,5500.33,-1.21
-3553.16,5503.16,-1.16
-3555.99,5505.99,-1.12
-3558.82,5508.82,-1.09
-3561.65,5511.65,-1.06
-3564.48,5514.48,-1.04
-3567.31,5517.31,-1.03
-3570.14,5520.14,-1.02
-3572.96,5522.96,-1.02
-3575.79,5525.79,-1.01
-3578.62,5528.62,-1
-3581.45,5531.45,-0.99
-3584.28,5534.28,-0.98
-3587.11,5537.11,-0.96
-3589.94,5539.94,-0.93
-3592.77,5542.77,-0.9
-3595.6,5545.6,-0.87
-3598.42,5548.42,-0.84
-3601.25,5551.25,-0.81
-3604.08,5554.08,-0.77
-3606.91,5556.91,-0.74
-3609.74,5559.74,-0.72
-3612.57,5562.57,-0.7
-3615.4,5565.4,-0.68
-3618.23,5568.23,-0.67
-3621.06,5571.06,-0.66
-3623.89,5573.89,-0.66
-3626.71,5576.71,-0.65
-3629.54,5579.54,-0.64
-3632.37,5582.37,-0.63
-3635.2,5585.2,-0.62
-3638.03,5588.03,-0.61
-3640.86,5590.86,-0.6
-3643.69,5593.69,-0.59
