age (grayscale),year (AD),age (BP),depth (missing),age (BP),grayscale_detrended (grayscale),grayscale20lp_detrended (grayscale),depth (missing),age (BP),d18O_raw (permil),d13C (permil),depth (missing),age (BP),d18O (permil),d13C (permil)
157.237,942.807,1007.192,192.671,3765,12.868,8.827,NA,NA,NA,NA,NA,NA,NA,NA
157.407,942.101,1007.899,192.698,3766,13.084,9.618,NA,NA,NA,NA,NA,NA,NA,NA
159.167,941.395,1008.605,192.724,3767,12.991,9.999,NA,NA,NA,NA,NA,NA,NA,NA
158.827,940.689,1009.311,192.751,3768,13.585,9.685,NA,NA,NA,NA,NA,NA,NA,NA
158.367,939.984,1010.016,192.777,3769,12.107,8.34,NA,NA,NA,NA,NA,NA,NA,NA
157.273,939.278,1010.722,192.802,3770,10.753,6.818,NA,NA,NA,NA,NA,NA,NA,NA
156.493,938.572,1011.428,192.828,3771,8.464,4.758,NA,NA,NA,NA,NA,NA,NA,NA
158.237,937.866,1012.134,192.853,3772,-1.506,1.329,NA,NA,NA,NA,NA,NA,NA,NA
162.143,937.161,1012.839,192.878,3773,-6.59,-1.502,NA,NA,NA,NA,NA,NA,NA,NA
162.997,936.455,1013.545,192.903,3774,-5.831,-5.666,NA,NA,NA,NA,NA,NA,NA,NA
162.007,935.749,1014.251,192.928,3775,-6.769,-8.7,NA,NA,NA,NA,NA,NA,NA,NA
162.56,935.043,1014.957,192.954,3776,-6.603,-12.657,NA,NA,NA,NA,NA,NA,NA,NA
162.767,934.337,1015.663,192.98,3777,-5.356,-15.223,NA,NA,NA,NA,NA,NA,NA,NA
162.967,933.631,1016.369,193.006,3778,-12.36,-17.329,NA,NA,NA,NA,NA,NA,NA,NA
162.003,932.925,1017.075,193.033,3779,-28.654,-19.402,NA,NA,NA,NA,NA,NA,NA,NA
161.067,932.219,1017.78,193.059,3780,-34.006,-20.15,NA,NA,NA,NA,NA,NA,NA,NA
162.047,931.514,1018.486,193.086,3781,-29.887,-20.003,NA,NA,NA,NA,NA,NA,NA,NA
161.687,930.808,1019.192,193.112,3782,-24.717,-19.136,NA,NA,NA,NA,NA,NA,NA,NA
161.71,930.102,1019.898,193.139,3783,-21.408,-17.518,NA,NA,NA,NA,NA,NA,NA,NA
162.237,929.397,1020.604,193.165,3784,-18.781,-14.457,NA,NA,NA,NA,NA,NA,NA,NA
163.203,928.691,1021.309,193.19,3785,-14.144,-11.713,NA,NA,NA,NA,NA,NA,NA,NA
162.197,927.985,1022.015,193.216,3786,-7.397,-7.537,NA,NA,NA,NA,NA,NA,NA,NA
161.69,927.279,1022.721,193.241,3787,0.208,-4.442,NA,NA,NA,NA,NA,NA,NA,NA
161.3,926.573,1023.427,193.266,3788,6.998,-0.401,NA,NA,NA,NA,NA,NA,NA,NA
163.263,925.867,1024.133,193.291,3789,9.453,2.208,NA,NA,NA,NA,NA,NA,NA,NA
163.017,925.161,1024.839,193.317,3790,8.575,4.337,NA,NA,NA,NA,NA,NA,NA,NA
162.503,924.455,1025.545,193.342,3791,11.54,6.492,NA,NA,NA,NA,NA,NA,NA,NA
164.067,923.75,1026.25,193.368,3792,13.493,7.365,NA,NA,NA,NA,NA,NA,NA,NA
163.917,923.044,1026.956,193.394,3793,13.241,7.617,NA,NA,NA,NA,NA,NA,NA,NA
163.543,922.338,1027.662,193.42,3794,7.312,7.2,NA,NA,NA,NA,NA,NA,NA,NA
162.85,921.632,1028.368,193.445,3795,0.099,6.244,NA,NA,NA,NA,NA,NA,NA,NA
161.757,920.926,1029.074,193.471,3796,-1.098,4.354,NA,NA,NA,NA,NA,NA,NA,NA
161.867,920.22,1029.78,193.497,3797,-1.942,2.621,NA,NA,NA,NA,NA,NA,NA,NA
161.833,919.514,1030.486,193.523,3798,1,-0.042,NA,NA,NA,NA,NA,NA,NA,NA
162.24,918.809,1031.191,193.549,3799,2.015,-2.041,NA,NA,NA,NA,NA,NA,NA,NA
162.393,918.103,1031.897,193.575,3800,-0.279,-4.702,NA,NA,NA,NA,NA,NA,NA,NA
161.837,917.397,1032.603,193.601,3801,-0.875,-6.452,NA,NA,NA,NA,NA,NA,NA,NA
161.953,916.691,1033.309,193.627,3802,-3.646,-7.901,NA,NA,NA,NA,NA,NA,NA,NA
161.793,915.986,1034.014,193.653,3803,-12.241,-9.374,NA,NA,NA,NA,NA,NA,NA,NA
161.597,915.28,1034.72,193.679,3804,-24.355,-9.932,NA,NA,NA,NA,NA,NA,NA,NA
163.337,914.574,1035.426,193.705,3805,-24.611,-9.964,NA,NA,NA,NA,NA,NA,NA,NA
164.653,913.868,1036.132,193.731,3806,-19.646,-9.493,NA,NA,NA,NA,NA,NA,NA,NA
163.783,913.162,1036.838,193.757,3807,-10.934,-8.582,NA,NA,NA,NA,NA,NA,NA,NA
162.217,912.456,1037.544,193.782,3808,-2.652,-6.865,NA,NA,NA,NA,NA,NA,NA,NA
161.217,911.75,1038.25,193.808,3809,2.656,-5.348,NA,NA,NA,NA,NA,NA,NA,NA
160.87,911.044,1038.956,193.834,3810,6.978,-3.094,NA,NA,NA,NA,NA,NA,NA,NA
161.743,910.339,1039.661,193.86,3811,6.651,-1.452,NA,NA,NA,NA,NA,NA,NA,NA
161.57,909.633,1040.367,193.886,3812,2.671,0.694,NA,NA,NA,NA,NA,NA,NA,NA
161.893,908.927,1041.073,193.912,3813,1.811,2.109,NA,NA,NA,NA,NA,NA,NA,NA
161.707,908.222,1041.778,193.938,3814,1.578,3.34,NA,NA,NA,NA,NA,NA,NA,NA
162.58,907.516,1042.484,193.963,3815,0.938,4.778,NA,NA,NA,NA,NA,NA,NA,NA
161.72,906.81,1043.19,193.989,3816,0.586,5.582,NA,NA,NA,NA,NA,NA,NA,NA
160.917,906.104,1043.896,194.015,3817,3.24,6.386,NA,NA,NA,NA,NA,NA,NA,NA
161.83,905.398,1044.602,194.041,3818,6.536,6.753,NA,NA,NA,NA,NA,NA,NA,NA
162.21,904.692,1045.308,194.067,3819,19.731,6.955,NA,NA,NA,NA,NA,NA,NA,NA
160.773,903.986,1046.014,194.093,3820,16.685,6.938,NA,NA,NA,NA,NA,NA,NA,NA
160.33,903.28,1046.72,194.119,3821,2.962,6.782,NA,NA,NA,NA,NA,NA,NA,NA
161.29,902.635,1047.365,194.144,3822,0.841,6.44,NA,NA,NA,NA,NA,NA,NA,NA
162.853,902.03,1047.97,194.17,3823,0.403,6.135,NA,NA,NA,NA,NA,NA,NA,NA
163.777,901.425,1048.575,194.195,3824,1.028,5.69,NA,NA,NA,NA,NA,NA,NA,NA
164.22,900.82,1049.18,194.22,3825,5.519,5.376,NA,NA,NA,NA,NA,NA,NA,NA
165.333,900.215,1049.785,194.245,3826,5.876,5.079,NA,NA,NA,NA,NA,NA,NA,NA
163.817,899.61,1050.39,194.271,3827,5.511,4.691,NA,NA,NA,NA,NA,NA,NA,NA
161.677,899.005,1050.995,194.296,3828,1.441,4.425,NA,NA,NA,NA,NA,NA,NA,NA
160.447,898.4,1051.6,194.321,3829,2.489,4.062,NA,NA,NA,NA,NA,NA,NA,NA
159.34,897.795,1052.205,194.347,3830,4.494,3.799,NA,NA,NA,NA,NA,NA,NA,NA
157.607,897.19,1052.81,194.373,3831,13.116,3.439,NA,NA,NA,NA,NA,NA,NA,NA
156.703,896.585,1053.415,194.399,3832,7.528,3.194,NA,NA,NA,NA,NA,NA,NA,NA
157.08,895.98,1054.02,194.425,3833,18.102,2.999,NA,NA,NA,NA,NA,NA,NA,NA
157.453,895.375,1054.625,194.45,3834,0.656,2.86,NA,NA,NA,NA,NA,NA,NA,NA
157.253,894.77,1055.23,194.476,3835,0.217,2.913,NA,NA,NA,NA,NA,NA,NA,NA
156.543,894.165,1055.835,194.502,3836,-5.88,3.276,NA,NA,NA,NA,NA,NA,NA,NA
156.293,893.56,1056.44,194.528,3837,-1.828,3.749,NA,NA,NA,NA,NA,NA,NA,NA
157.087,892.955,1057.045,194.554,3838,-11.059,4.428,NA,NA,NA,NA,NA,NA,NA,NA
158.81,892.35,1057.65,194.58,3839,-4.149,5.562,NA,NA,NA,NA,NA,NA,NA,NA
160.737,891.745,1058.255,194.606,3840,-0.252,6.452,NA,NA,NA,NA,NA,NA,NA,NA
162.793,891.14,1058.86,194.632,3841,10.071,7.563,NA,NA,NA,NA,NA,NA,NA,NA
163.837,890.535,1059.465,194.658,3842,14.691,8.146,NA,NA,NA,NA,NA,NA,NA,NA
164.833,889.93,1060.07,194.684,3843,14.751,8.38,NA,NA,NA,NA,NA,NA,NA,NA
164.903,889.325,1060.675,194.709,3844,15.584,8.102,NA,NA,NA,NA,NA,NA,NA,NA
165.993,888.72,1061.28,194.735,3845,14.242,7.271,NA,NA,NA,NA,NA,NA,NA,NA
170.367,888.115,1061.885,194.761,3846,15.682,5.383,NA,NA,NA,NA,NA,NA,NA,NA
174.453,887.51,1062.49,194.787,3847,15.561,3.466,NA,NA,NA,NA,NA,NA,NA,NA
170.54,886.905,1063.095,194.813,3848,10.507,0.258,NA,NA,NA,NA,NA,NA,NA,NA
165.427,886.3,1063.7,194.839,3849,4.579,-2.291,NA,NA,NA,NA,NA,NA,NA,NA
164.747,885.695,1064.305,194.865,3850,-12.278,-5.824,NA,NA,NA,NA,NA,NA,NA,NA
175.16,885.09,1064.91,194.89,3851,-26.121,-8.194,NA,NA,NA,NA,NA,NA,NA,NA
179.763,884.485,1065.515,194.915,3852,-25.183,-10.183,NA,NA,NA,NA,NA,NA,NA,NA
173.47,883.88,1066.12,194.94,3853,-13.31,-12.188,NA,NA,NA,NA,NA,NA,NA,NA
168.797,883.275,1066.725,194.966,3854,-22.998,-12.971,NA,NA,NA,NA,NA,NA,NA,NA
167.667,882.67,1067.33,194.991,3855,-24.614,-13.036,NA,NA,NA,NA,NA,NA,NA,NA
166.11,882.065,1067.935,195.016,3856,-19.349,-12.454,NA,NA,NA,NA,NA,NA,NA,NA
162.227,881.46,1068.54,195.042,3857,-10.182,-11.284,NA,NA,NA,NA,NA,NA,NA,NA
164.427,880.855,1069.145,195.067,3858,0.798,-9.057,NA,NA,NA,NA,NA,NA,NA,NA
176.15,880.25,1069.75,195.093,3859,2.854,-7.072,NA,NA,NA,NA,NA,NA,NA,NA
176.217,879.645,1070.355,195.119,3860,2.264,-4.061,NA,NA,NA,NA,NA,NA,NA,NA
173.89,879.04,1070.96,195.145,3861,0.965,-1.818,NA,NA,NA,NA,NA,NA,NA,NA
174.707,878.435,1071.565,195.171,3862,2.691,1.198,NA,NA,NA,NA,NA,NA,NA,NA
179.363,877.83,1072.17,195.198,3863,4.37,3.236,NA,NA,NA,NA,NA,NA,NA,NA
182.78,877.225,1072.775,195.224,3864,2.443,5.049,NA,NA,NA,NA,NA,NA,NA,NA
181.417,876.62,1073.38,195.251,3865,-0.399,7.157,NA,NA,NA,NA,NA,NA,NA,NA
173.637,876.015,1073.985,195.278,3866,-0.381,8.303,NA,NA,NA,NA,NA,NA,NA,NA
166.12,875.41,1074.59,195.304,3867,8.912,9.27,NA,NA,NA,NA,NA,NA,NA,NA
163.04,874.903,1075.097,195.331,3868,15.201,9.523,NA,NA,NA,NA,NA,NA,NA,NA
170.573,874.6,1075.4,195.357,3869,13.784,9.286,NA,NA,NA,NA,NA,NA,NA,NA
175.16,874.298,1075.702,195.383,3870,13.672,8.319,NA,NA,NA,NA,NA,NA,NA,NA
174.8,873.995,1076.005,195.408,3871,14.136,7.102,NA,NA,NA,NA,NA,NA,NA,NA
171.187,873.693,1076.307,195.433,3872,10.514,4.867,NA,NA,NA,NA,NA,NA,NA,NA
170.71,873.39,1076.61,195.458,3873,7.46,2.942,NA,NA,NA,NA,NA,NA,NA,NA
170.487,873.088,1076.912,195.484,3874,5.137,0.027,NA,NA,NA,NA,NA,NA,NA,NA
169.797,872.785,1077.215,195.509,3875,-7.787,-2.111,NA,NA,NA,NA,NA,NA,NA,NA
169.923,872.483,1077.517,195.534,3876,-15.969,-4.146,NA,NA,NA,NA,NA,NA,NA,NA
171.843,872.18,1077.82,195.56,3877,-16.806,-6.665,NA,NA,NA,NA,NA,NA,NA,NA
175.05,871.878,1078.122,195.585,3878,-13.209,-8.153,NA,NA,NA,NA,NA,NA,NA,NA
176.813,871.575,1078.425,195.611,3879,-12.111,-9.684,NA,NA,NA,NA,NA,NA,NA,NA
177.767,871.273,1078.727,195.637,3880,-13.728,-10.415,NA,NA,NA,NA,NA,NA,NA,NA
180.033,870.97,1079.03,195.663,3881,-12.605,-10.789,NA,NA,NA,NA,NA,NA,NA,NA
180.66,870.668,1079.332,195.689,3882,-9.457,-10.899,NA,NA,NA,NA,NA,NA,NA,NA
181.753,870.365,1079.635,195.715,3883,-7.496,-10.68,NA,NA,NA,NA,NA,NA,NA,NA
180.083,870.063,1079.937,195.741,3884,-4.274,-10.108,NA,NA,NA,NA,NA,NA,NA,NA
179.82,869.76,1080.24,195.767,3885,10.714,-9.543,NA,NA,NA,NA,NA,NA,NA,NA
180.29,869.458,1080.542,195.793,3886,-9.644,-8.612,NA,NA,NA,NA,NA,NA,NA,NA
181.613,869.155,1080.845,195.819,3887,-27.427,-7.871,NA,NA,NA,NA,NA,NA,NA,NA
180.383,868.853,1081.147,195.844,3888,-20.785,-7.077,NA,NA,NA,NA,NA,NA,NA,NA
179.38,868.55,1081.45,195.87,3889,7.757,-5.929,NA,NA,NA,NA,NA,NA,NA,NA
179.66,868.248,1081.752,195.896,3890,3.438,-5.079,NA,NA,NA,NA,NA,NA,NA,NA
181.083,867.945,1082.055,195.922,3891,-4.192,-3.888,NA,NA,NA,NA,NA,NA,NA,NA
181.003,867.643,1082.357,195.948,3892,-5.474,-3.029,NA,NA,NA,NA,NA,NA,NA,NA
180.627,867.34,1082.66,195.974,3893,-6.005,-1.846,NA,NA,NA,NA,NA,NA,NA,NA
180.1,867.038,1082.962,196,3894,-4.62,-1.003,NA,NA,NA,NA,NA,NA,NA,NA
179.393,866.735,1083.265,196.026,3895,-0.138,-0.182,NA,NA,NA,NA,NA,NA,NA,NA
178.38,866.433,1083.567,196.052,3896,1.353,0.901,NA,NA,NA,NA,NA,NA,NA,NA
177.747,866.13,1083.87,196.078,3897,-0.841,1.62,NA,NA,NA,NA,NA,NA,NA,NA
177.533,865.828,1084.172,196.103,3898,1.62,2.49,NA,NA,NA,NA,NA,NA,NA,NA
177.693,865.525,1084.475,196.129,3899,3.066,3.017,NA,NA,NA,NA,NA,NA,NA,NA
177.13,865.223,1084.777,196.155,3900,4.775,3.417,NA,NA,NA,NA,NA,NA,NA,NA
176.367,864.92,1085.08,196.181,3901,9.946,3.798,NA,NA,NA,NA,NA,NA,NA,NA
176.523,864.618,1085.382,196.206,3902,15.53,3.925,NA,NA,NA,NA,NA,NA,NA,NA
176.253,864.315,1085.685,196.232,3903,5.765,3.937,NA,NA,NA,NA,NA,NA,NA,NA
176.24,864.013,1085.987,196.258,3904,-4.886,3.848,NA,NA,NA,NA,NA,NA,NA,NA
175.563,863.71,1086.29,196.284,3905,-7.042,3.625,NA,NA,NA,NA,NA,NA,NA,NA
175.287,863.408,1086.592,196.31,3906,-3.288,3.419,NA,NA,NA,NA,NA,NA,NA,NA
175.933,863.105,1086.895,196.336,3907,1.685,3.173,NA,NA,NA,NA,NA,NA,NA,NA
176.34,862.803,1087.197,196.362,3908,5.73,2.775,NA,NA,NA,NA,NA,NA,NA,NA
174.997,862.5,1087.5,196.388,3909,6.617,2.436,NA,NA,NA,NA,NA,NA,NA,NA
175.553,862.198,1087.802,196.414,3910,3.45,1.884,NA,NA,NA,NA,NA,NA,NA,NA
175.657,861.895,1088.105,196.44,3911,4.577,1.435,NA,NA,NA,NA,NA,NA,NA,NA
175,861.593,1088.407,196.466,3912,4.136,0.949,NA,NA,NA,NA,NA,NA,NA,NA
177.423,861.29,1088.71,196.492,3913,4.572,0.267,NA,NA,NA,NA,NA,NA,NA,NA
178.713,860.975,1089.025,196.518,3914,3.909,-0.19,NA,NA,NA,NA,NA,NA,NA,NA
181.4,860.37,1089.63,196.544,3915,1.668,-0.691,NA,NA,NA,NA,NA,NA,NA,NA
184.3,859.765,1090.235,196.57,3916,-0.053,-0.907,NA,NA,NA,NA,NA,NA,NA,NA
186.617,859.16,1090.84,196.596,3917,-4.492,-0.901,NA,NA,NA,NA,NA,NA,NA,NA
185.91,858.555,1091.445,196.622,3918,-11.845,-0.682,NA,NA,NA,NA,NA,NA,NA,NA
185.477,857.95,1092.05,196.647,3919,-17.368,-0.226,NA,NA,NA,NA,NA,NA,NA,NA
186.44,857.345,1092.655,196.673,3920,-14.659,0.674,NA,NA,NA,NA,NA,NA,NA,NA
186.84,856.74,1093.26,196.699,3921,-4.085,1.482,NA,NA,NA,NA,NA,NA,NA,NA
185.47,856.135,1093.865,196.725,3922,22.363,2.676,NA,NA,NA,NA,NA,NA,NA,NA
183.88,855.53,1094.47,196.751,3923,22.991,3.515,NA,NA,NA,NA,NA,NA,NA,NA
182.313,854.925,1095.075,196.777,3924,16.978,4.263,NA,NA,NA,NA,NA,NA,NA,NA
177.08,854.32,1095.68,196.803,3925,10.45,5.141,NA,NA,NA,NA,NA,NA,NA,NA
170.663,853.715,1096.285,196.829,3926,10.149,5.635,NA,NA,NA,NA,NA,NA,NA,NA
167.88,853.11,1096.89,196.855,3927,-13.305,6.194,NA,NA,NA,NA,NA,NA,NA,NA
166.947,852.76,1097.24,196.881,3928,9.891,6.537,NA,NA,NA,NA,NA,NA,NA,NA
167.563,852.467,1097.533,196.906,3929,-2.175,7.004,NA,NA,NA,NA,NA,NA,NA,NA
168.777,852.173,1097.827,196.932,3930,1.266,7.363,NA,NA,NA,NA,NA,NA,NA,NA
168.643,851.88,1098.12,196.958,3931,13.158,7.774,NA,NA,NA,NA,NA,NA,NA,NA
169.723,851.587,1098.413,196.984,3932,17.708,8.435,NA,NA,NA,NA,NA,NA,NA,NA
172.863,851.294,1098.706,197.009,3933,3.933,8.997,NA,NA,NA,NA,NA,NA,NA,NA
177.127,851.001,1098.999,197.035,3934,5.923,9.895,NA,NA,NA,NA,NA,NA,NA,NA
178.82,850.707,1099.293,197.06,3935,16.867,10.622,NA,NA,NA,NA,NA,NA,NA,NA
175.543,850.414,1099.586,197.086,3936,6.097,11.73,NA,NA,NA,NA,NA,NA,NA,NA
173.103,850.12,1099.88,197.111,3937,21.647,12.571,NA,NA,NA,NA,NA,NA,NA,NA
175.98,849.827,1100.173,197.136,3938,7.692,13.425,NA,NA,NA,NA,NA,NA,NA,NA
178.32,849.533,1100.466,197.162,3939,18.15,14.57,NA,NA,NA,NA,NA,NA,NA,NA
175.867,849.24,1100.76,197.187,3940,7.129,15.321,NA,NA,NA,NA,NA,NA,NA,NA
170.66,848.947,1101.053,197.213,3941,13.348,16.159,NA,NA,NA,NA,NA,NA,NA,NA
165.153,848.654,1101.346,197.239,3942,27.372,16.581,NA,NA,NA,NA,NA,NA,NA,NA
166.137,848.361,1101.639,197.265,3943,16.128,16.751,NA,NA,NA,NA,NA,NA,NA,NA
165.26,848.067,1101.933,197.291,3944,28.068,16.589,NA,NA,NA,NA,NA,NA,NA,NA
155.37,847.774,1102.226,197.316,3945,13.863,16.09,NA,NA,NA,NA,NA,NA,NA,NA
148.927,847.48,1102.52,197.342,3946,10.599,14.859,NA,NA,NA,NA,NA,NA,NA,NA
148.057,847.187,1102.813,197.368,3947,7.364,13.562,NA,NA,NA,NA,NA,NA,NA,NA
150.807,846.894,1103.106,197.394,3948,4.929,11.118,NA,NA,NA,NA,NA,NA,NA,NA
152.123,846.6,1103.4,197.42,3949,20.841,8.959,NA,NA,NA,NA,NA,NA,NA,NA
148.553,846.307,1103.693,197.446,3950,2.833,6.386,NA,NA,NA,NA,NA,NA,NA,NA
143.047,846.013,1103.987,197.472,3951,7.125,2.314,NA,NA,NA,NA,NA,NA,NA,NA
141.623,845.72,1104.28,197.498,3952,2.531,-0.969,NA,NA,NA,NA,NA,NA,NA,NA
144.857,845.427,1104.573,197.524,3953,4.787,-5.829,NA,NA,NA,NA,NA,NA,NA,NA
149.273,845.133,1104.867,197.55,3954,3.316,-9.426,NA,NA,NA,NA,NA,NA,NA,NA
152.53,844.84,1105.16,197.576,3955,-4.3,-12.938,NA,NA,NA,NA,NA,NA,NA,NA
154.187,844.547,1105.453,197.602,3956,-8.623,-17.442,NA,NA,NA,NA,NA,NA,NA,NA
154.087,844.254,1105.746,197.628,3957,-25.332,-20.161,NA,NA,NA,NA,NA,NA,NA,NA
151.827,843.96,1106.04,197.654,3958,-32.051,-22.956,NA,NA,NA,NA,NA,NA,NA,NA
148.557,843.667,1106.333,197.68,3959,-33.643,-24.105,NA,NA,NA,NA,NA,NA,NA,NA
148.123,843.374,1106.627,197.706,3960,-42.896,-24.265,NA,NA,NA,NA,NA,NA,NA,NA
147.633,843.08,1106.92,197.732,3961,-48.309,-23.475,NA,NA,NA,NA,NA,NA,NA,NA
146.673,842.787,1107.213,197.758,3962,-32.504,-21.79,NA,NA,NA,NA,NA,NA,NA,NA
146.563,842.493,1107.507,197.784,3963,-13.251,-18.513,NA,NA,NA,NA,NA,NA,NA,NA
147.13,842.2,1107.8,197.81,3964,-13.259,-15.582,NA,NA,NA,NA,NA,NA,NA,NA
150.493,841.907,1108.093,197.836,3965,-15.044,-11.212,NA,NA,NA,NA,NA,NA,NA,NA
152.093,841.614,1108.386,197.861,3966,-2.001,-8.085,NA,NA,NA,NA,NA,NA,NA,NA
152.007,841.321,1108.679,197.887,3967,7.1,-4.268,NA,NA,NA,NA,NA,NA,NA,NA
150.65,841.027,1108.973,197.914,3968,8.683,-2.006,NA,NA,NA,NA,NA,NA,NA,NA
148.783,840.734,1109.266,197.94,3969,14.077,-0.422,NA,NA,NA,NA,NA,NA,NA,NA
148.743,840.44,1109.56,197.966,3970,15.862,0.724,NA,NA,NA,NA,NA,NA,NA,NA
148.993,840.147,1109.853,197.992,3971,11.052,0.74,NA,NA,NA,NA,NA,NA,NA,NA
150.777,839.853,1110.147,198.018,3972,-9.408,-0.266,NA,NA,NA,NA,NA,NA,NA,NA
158.497,839.56,1110.44,198.044,3973,-3.162,-1.547,NA,NA,NA,NA,NA,NA,NA,NA
164.04,839.267,1110.733,198.07,3974,-13.691,-3.242,NA,NA,NA,NA,NA,NA,NA,NA
161.723,838.974,1111.026,198.095,3975,-11.353,-5.888,NA,NA,NA,NA,NA,NA,NA,NA
160.793,838.68,1111.32,198.12,3976,-7.197,-7.874,NA,NA,NA,NA,NA,NA,NA,NA
160.42,838.387,1111.613,198.145,3977,-4.175,-10.448,NA,NA,NA,NA,NA,NA,NA,NA
161.333,838.094,1111.906,198.17,3978,-6.601,-12.047,NA,NA,NA,NA,NA,NA,NA,NA
161.957,837.8,1112.199,198.195,3979,-17.931,-13.649,NA,NA,NA,NA,NA,NA,NA,NA
160.3,837.507,1112.493,198.22,3980,-22.82,-14.36,NA,NA,NA,NA,NA,NA,NA,NA
160.99,837.214,1112.786,198.245,3981,-25.04,-14.554,NA,NA,NA,NA,NA,NA,NA,NA
163.583,836.92,1113.08,198.271,3982,-28.578,-14.15,NA,NA,NA,NA,NA,NA,NA,NA
164.18,836.627,1113.373,198.297,3983,-30.041,-13.39,NA,NA,NA,NA,NA,NA,NA,NA
163.19,836.333,1113.667,198.323,3984,-15.497,-11.898,NA,NA,NA,NA,NA,NA,NA,NA
163.703,836.04,1113.96,198.349,3985,6.425,-10.66,NA,NA,NA,NA,NA,NA,NA,NA
163.91,835.746,1114.254,198.375,3986,-3.11,-9.43,NA,NA,NA,NA,NA,NA,NA,NA
164.167,835.453,1114.547,198.401,3987,-1.106,-7.921,NA,NA,NA,NA,NA,NA,NA,NA
165.5,835.16,1114.84,198.427,3988,16.558,-7.107,NA,NA,NA,NA,NA,NA,NA,NA
167.03,834.867,1115.133,198.453,3989,7.552,-6.396,NA,NA,NA,NA,NA,NA,NA,NA
167.7,834.574,1115.426,198.479,3990,-1.474,-6.172,NA,NA,NA,NA,NA,NA,NA,NA
168.557,834.28,1115.72,198.506,3991,-3.742,-6.143,NA,NA,NA,NA,NA,NA,NA,NA
169.607,833.987,1116.013,198.532,3992,-6.667,-6.195,NA,NA,NA,NA,NA,NA,NA,NA
169.843,833.693,1116.306,198.558,3993,-13.92,-6.174,NA,NA,NA,NA,NA,NA,NA,NA
171.367,833.4,1116.6,198.584,3994,-16.638,-5.856,NA,NA,NA,NA,NA,NA,NA,NA
172.433,833.107,1116.893,198.61,3995,-17.739,-5.287,NA,NA,NA,NA,NA,NA,NA,NA
171.667,832.813,1117.187,198.636,3996,-19.038,-3.924,NA,NA,NA,NA,NA,NA,NA,NA
171.473,832.52,1117.48,198.662,3997,-13.188,-2.542,NA,NA,NA,NA,NA,NA,NA,NA
172.527,832.227,1117.773,198.689,3998,-2.657,-0.8,NA,NA,NA,NA,NA,NA,NA,NA
174.163,831.934,1118.066,198.715,3999,8.754,1.979,NA,NA,NA,NA,NA,NA,NA,NA
175.293,831.641,1118.36,198.741,4000,9.167,4.187,NA,NA,NA,NA,NA,NA,NA,NA
176.617,831.347,1118.653,198.767,4001,13.449,7.308,NA,NA,NA,NA,NA,NA,NA,NA
177.597,831.054,1118.946,198.793,4002,16.529,9.506,NA,NA,NA,NA,NA,NA,NA,NA
177.38,830.76,1119.24,198.818,4003,18.375,12.32,NA,NA,NA,NA,NA,NA,NA,NA
177.913,830.467,1119.533,198.844,4004,18.091,14.155,NA,NA,NA,NA,NA,NA,NA,NA
177.373,830.173,1119.827,198.869,4005,20.004,15.748,NA,NA,NA,NA,NA,NA,NA,NA
178.077,829.88,1120.12,198.894,4006,21.094,17.648,NA,NA,NA,NA,NA,NA,NA,NA
179.023,829.587,1120.413,198.92,4007,20.836,18.775,NA,NA,NA,NA,NA,NA,NA,NA
179.367,829.294,1120.706,198.945,4008,14.968,20.069,NA,NA,NA,NA,NA,NA,NA,NA
178.73,829,1120.999,198.97,4009,8.145,20.836,NA,NA,NA,NA,NA,NA,NA,NA
177.493,828.707,1121.293,198.996,4010,9.051,21.662,NA,NA,NA,NA,NA,NA,NA,NA
174.28,828.414,1121.586,199.021,4011,15.374,22.108,NA,NA,NA,NA,NA,NA,NA,NA
171.603,828.12,1121.88,199.047,4012,23.057,22.361,NA,NA,NA,NA,NA,NA,NA,NA
166.473,827.827,1122.173,199.073,4013,24.67,22.38,NA,NA,NA,NA,NA,NA,NA,NA
160.783,827.534,1122.466,199.099,4014,29.626,22.09,NA,NA,NA,NA,NA,NA,NA,NA
152.147,827.24,1122.76,199.125,4015,34.262,21.189,NA,NA,NA,NA,NA,NA,NA,NA
146.33,826.947,1123.053,199.151,4016,26.527,20.201,NA,NA,NA,NA,NA,NA,NA,NA
147.733,826.653,1123.347,199.177,4017,15.598,18.862,NA,NA,NA,NA,NA,NA,NA,NA
153.73,826.36,1123.64,199.202,4018,11.63,16.591,NA,NA,NA,NA,NA,NA,NA,NA
156.463,826.066,1123.934,199.228,4019,12.817,14.646,NA,NA,NA,NA,NA,NA,NA,NA
149.357,825.773,1124.227,199.254,4020,16.302,11.658,NA,NA,NA,NA,NA,NA,NA,NA
143.517,825.48,1124.52,199.279,4021,16.319,9.354,NA,NA,NA,NA,NA,NA,NA,NA
146.03,825.187,1124.813,199.305,4022,8.09,6.068,NA,NA,NA,NA,NA,NA,NA,NA
146.147,824.894,1125.106,199.33,4023,-3.43,3.706,NA,NA,NA,NA,NA,NA,NA,NA
141.285,824.6,1125.4,199.356,4024,-10.012,1.419,NA,NA,NA,NA,NA,NA,NA,NA
135.463,824.307,1125.693,199.382,4025,-8.221,-1.585,NA,NA,NA,NA,NA,NA,NA,NA
124.417,824.013,1125.986,199.407,4026,-7.059,-3.591,NA,NA,NA,NA,NA,NA,NA,NA
